ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason
1779230641245000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.97,5,4.85,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230641450000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.02,5,0.10,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230646414000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.98,5,4.90,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230647229000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.02,5,0.10,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230651449000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230654802000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.02,5,0.10,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230656613000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.98,5,4.90,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230661408000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.02,5,0.10,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230661648000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230666665000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230667001000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.01,5,0.05,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230671792000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230673409000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.02,5,0.10,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230676923000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230679747000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.01,5,0.05,,0,0,0,0,0,,0,0,,,rule_b_sharp_drop
1779230682221000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
1779230685214000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,dn,0.01,5,0.05,,0,0,0,0,0,,0,0,,,rule_b_sharp_drop
1779230687627000,ACC-H,btc-updown-5m-1779230400,BTC,5m,TAKE,up,0.99,5,4.95,,0,0,0,0,0,,0,0,,,rule_c_early_slot
