ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason
1779299806443778,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.63,20,12.60,TAKE-PAT-SHADOW-1779299806443778,1,20,0,12.60,0,,0,0,,,sim_take_vwap_filled=20
1779299806421224,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.63,20,12.60,,0,0,0,20.40,0,,0,0,,,pat_shadow_pair_cost=0.9918
1779299806445850,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.39,20,7.80,TAKE-PAT-SHADOW-1779299806445850,1,0,0,20.40,0,,0,0,,,sim_take_vwap_filled=20
1779299806421224,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.33,20,6.60,,0,0,0,20.40,0,,0,0,,,pat_shadow_pair_cost=0.9918
1779299815044799,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.48,14.37,6.8976,TAKE-PAT-SHADOW-1779299815044799,1,14.37,0,27.2976,0,,0,0,,,sim_take_vwap_filled=14.37
1779299815044452,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.48,14.37,6.8976,,0,0.00,0.00,34.9137,0,,0,0,,,pat_shadow_pair_cost=1.0150
1779299815046480,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.53,14.37,7.6161,TAKE-PAT-SHADOW-1779299815046480,1,0.00,0.00,34.9137,0,,0,0,,,sim_take_vwap_filled=14.37
1779299815044452,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.5,14.37,7.185,,0,0.00,0.00,34.9137,0,,0,0,,,pat_shadow_pair_cost=1.0150
1779299846581653,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.5,14,7.0,TAKE-PAT-SHADOW-1779299846581653,1,14.00,0.00,41.9137,0,,0,0,,,sim_take_vwap_filled=14
1779299846566172,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.5,14,7.0,,0,0.00,0.00,49.083100,0,,0,0,,,pat_shadow_pair_cost=0.9949
1779299846590915,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.5121,14.00,7.169400,TAKE-PAT-SHADOW-1779299846590915,1,0.00,0.00,49.083100,0,,0,0,,,sim_take_vwap_filled=14.00
1779299846566172,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.46,14,6.44,,0,0.00,0.00,49.083100,0,,0,0,,,pat_shadow_pair_cost=0.9949
1779299959696578,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.87,20,17.40,TAKE-PAT-SHADOW-1779299959696578,1,20.00,0.00,66.483100,0,,0,0,,,sim_take_vwap_filled=20
1779299959696208,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.87,20,17.40,,0,0.00,0.00,69.283100,0,,0,0,,,pat_shadow_pair_cost=1.0158
1779299959698967,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.14,20,2.80,TAKE-PAT-SHADOW-1779299959698967,1,0.00,0.00,69.283100,0,,0,0,,,sim_take_vwap_filled=20
1779299959696208,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.13,20,2.60,,0,0.00,0.00,69.283100,0,,0,0,,,pat_shadow_pair_cost=1.0158
1779299964920580,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.88,20,17.60,TAKE-PAT-SHADOW-1779299964920580,1,20.00,0.00,86.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299964920177,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.88,20,17.60,,0,0.00,0.00,89.483100,0,,0,0,,,pat_shadow_pair_cost=1.0042
1779299964923228,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.13,20,2.60,TAKE-PAT-SHADOW-1779299964923228,1,0.00,0.00,89.483100,0,,0,0,,,sim_take_vwap_filled=20
1779299964920177,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.11,20,2.20,,0,0.00,0.00,89.483100,0,,0,0,,,pat_shadow_pair_cost=1.0042
1779299968494480,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.93,20,18.60,TAKE-PAT-SHADOW-1779299968494480,1,20.00,0.00,108.083100,0,,0,0,,,sim_take_vwap_filled=20
1779299968494261,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.93,20,18.60,,0,0.00,0.00,109.683100,0,,0,0,,,pat_shadow_pair_cost=1.0197
1779299968500481,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.08,20,1.60,TAKE-PAT-SHADOW-1779299968500481,1,0.00,0.00,109.683100,0,,0,0,,,sim_take_vwap_filled=20
1779299968494261,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.08,20,1.60,,0,0.00,0.00,109.683100,0,,0,0,,,pat_shadow_pair_cost=1.0197
1779299971564417,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.94,20,18.80,TAKE-PAT-SHADOW-1779299971564417,1,20.00,0.00,128.483100,0,,0,0,,,sim_take_vwap_filled=20
1779299971564031,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.94,20,18.80,,0,0.00,0.00,129.883100,0,,0,0,,,pat_shadow_pair_cost=1.0185
1779299971572386,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.07,20,1.40,TAKE-PAT-SHADOW-1779299971572386,1,0.00,0.00,129.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299971564031,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.07,20,1.40,,0,0.00,0.00,129.883100,0,,0,0,,,pat_shadow_pair_cost=1.0185
1779299974636294,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.95,20,19.00,TAKE-PAT-SHADOW-1779299974636294,1,20.00,0.00,148.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299974635929,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.95,20,19.00,,0,0.00,0.00,150.083100,0,,0,0,,,pat_shadow_pair_cost=1.0173
1779299974639350,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.06,20,1.20,TAKE-PAT-SHADOW-1779299974639350,1,0.00,0.00,150.083100,0,,0,0,,,sim_take_vwap_filled=20
1779299974635929,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.06,20,1.20,,0,0.00,0.00,150.083100,0,,0,0,,,pat_shadow_pair_cost=1.0173
1779299977700347,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.95,20,19.00,TAKE-PAT-SHADOW-1779299977700347,1,20.00,0.00,169.083100,0,,0,0,,,sim_take_vwap_filled=20
1779299977700023,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.95,20,19.00,,0,0.00,0.00,170.283100,0,,0,0,,,pat_shadow_pair_cost=1.0173
1779299977702221,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.06,20,1.20,TAKE-PAT-SHADOW-1779299977702221,1,0.00,0.00,170.283100,0,,0,0,,,sim_take_vwap_filled=20
1779299977700023,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.06,20,1.20,,0,0.00,0.00,170.283100,0,,0,0,,,pat_shadow_pair_cost=1.0173
1779299980762710,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,TAKE-PAT-SHADOW-1779299980762710,1,20.00,0.00,189.483100,0,,0,0,,,sim_take_vwap_filled=20
1779299980762284,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,,0,0.00,0.00,190.483100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299980765634,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,TAKE-PAT-SHADOW-1779299980765634,1,0.00,0.00,190.483100,0,,0,0,,,sim_take_vwap_filled=20
1779299980762284,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,,0,0.00,0.00,190.483100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299983822139,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,TAKE-PAT-SHADOW-1779299983822139,1,20.00,0.00,209.683100,0,,0,0,,,sim_take_vwap_filled=20
1779299983821754,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,,0,0.00,0.00,210.683100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299983824793,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,TAKE-PAT-SHADOW-1779299983824793,1,0.00,0.00,210.683100,0,,0,0,,,sim_take_vwap_filled=20
1779299983821754,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,,0,0.00,0.00,210.683100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299986886946,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,TAKE-PAT-SHADOW-1779299986886946,1,20.00,0.00,229.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299986886734,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.96,20,19.20,,0,0.00,0.00,230.883100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299986888576,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,TAKE-PAT-SHADOW-1779299986888576,1,0.00,0.00,230.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299986886734,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.05,20,1.00,,0,0.00,0.00,230.883100,0,,0,0,,,pat_shadow_pair_cost=1.0160
1779299990550108,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.99,20,19.80,TAKE-PAT-SHADOW-1779299990550108,1,20.00,0.00,250.683100,0,,0,0,,,sim_take_vwap_filled=20
1779299990549931,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.99,20,19.80,,0,0.00,0.00,251.083100,0,,0,0,,,pat_shadow_pair_cost=1.0121
1779299990552702,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.02,20,0.40,TAKE-PAT-SHADOW-1779299990552702,1,0.00,0.00,251.083100,0,,0,0,,,sim_take_vwap_filled=20
1779299990549931,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.02,20,0.40,,0,0.00,0.00,251.083100,0,,0,0,,,pat_shadow_pair_cost=1.0121
1779299993603449,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.99,20,19.80,TAKE-PAT-SHADOW-1779299993603449,1,20.00,0.00,270.883100,0,,0,0,,,sim_take_vwap_filled=20
1779299993603151,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,up,0.99,20,19.80,,0,0.00,0.00,271.283100,0,,0,0,,,pat_shadow_pair_cost=1.0121
1779299993606158,PAT-SHADOW,btc-updown-5m-1779299700,BTC,5m,TAKE,dn,0.02,20,0.40,TAKE-PAT-SHADOW-1779299993606158,1,0.00,0.00,271.283100,0,,0,0,,,sim_take_vwap_filled=20
