ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason,sleeve_id
1779371740294003,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.28,20,5.60,ACC-M-00011308,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,22.910183,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371740507610,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.28,20,5.60,ACC-M-00011308,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,23.12379,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371740507610,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.31,20,6.20,ACC-M-00011309,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,23.12379,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371746770192,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.68,20,13.60,ACC-M-00011307,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,29.386372,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371746770192,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.65,20,13.00,ACC-M-00011310,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,29.386372,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371747591655,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.65,20,13.00,ACC-M-00011310,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.207835,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371747591655,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.62,20,12.40,ACC-M-00011311,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.207835,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371747592126,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.31,20,6.20,ACC-M-00011309,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.208306,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371747592126,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.36,20,7.20,ACC-M-00011312,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.208306,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371748005932,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.36,20,7.20,ACC-M-00011312,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,30.622112,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
