ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason
1779233761423506,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.76,20,15.20,ACC-PC-00000001,0,0,0,0,0,,0,0,,,post_initial_bid
1779233761423506,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.23,20,4.60,ACC-PC-00000002,0,0,0,0,0,,0,0,,,post_initial_bid
1779233763980203,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.76,20,15.20,ACC-PC-00000001,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233763980574,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.23,20,4.60,ACC-PC-00000002,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233763980574,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.79,20,15.80,ACC-PC-00000003,0,0,0,0,0,,0,0,,,post_initial_bid
1779233763980574,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.20,20,4.00,ACC-PC-00000004,0,0,0,0,0,,0,0,,,post_initial_bid
1779233784080021,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.79,20,15.80,ACC-PC-00000003,0,0,0,0,0,,0,0,,,cancel_age_20s
1779233784080021,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.81,20,16.20,ACC-PC-00000005,0,0,0,0,0,,0,0,,,post_initial_bid
1779233784080516,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.20,20,4.00,ACC-PC-00000004,0,0,0,0,0,,0,0,,,cancel_age_20s
1779233784080516,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.18,20,3.60,ACC-PC-00000006,0,0,0,0,0,,0,0,,,post_initial_bid
1779233803978191,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.81,20,16.20,ACC-PC-00000005,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233803978191,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.78,20,15.60,ACC-PC-00000007,0,0,0,0,0,,0,0,,,post_initial_bid
1779233804080923,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.18,20,3.60,ACC-PC-00000006,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233804080923,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.21,20,4.20,ACC-PC-00000008,0,0,0,0,0,,0,0,,,post_initial_bid
1779233811122851,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.21,20,4.20,ACC-PC-00000008,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233811122851,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.18,20,3.60,ACC-PC-00000009,0,0,0,0,0,,0,0,,,post_initial_bid
1779233813163387,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.18,20,3.60,ACC-PC-00000009,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233813163387,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.21,20,4.20,ACC-PC-00000010,0,0,0,0,0,,0,0,,,post_initial_bid
1779233824007132,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.78,20,15.60,ACC-PC-00000007,0,0,0,0,0,,0,0,,,cancel_age_20s
1779233824007132,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.78,20,15.60,ACC-PC-00000011,0,0,0,0,0,,0,0,,,post_initial_bid
1779233824517625,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.78,20,15.60,ACC-PC-00000011,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233824517625,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.75,20,15.00,ACC-PC-00000012,0,0,0,0,0,,0,0,,,post_initial_bid
1779233825232393,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.21,20,4.20,ACC-PC-00000010,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233825232393,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.24,20,4.80,ACC-PC-00000013,0,0,0,0,0,,0,0,,,post_initial_bid
1779233840244167,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.75,20,15.00,ACC-PC-00000012,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233840244167,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.72,20,14.40,ACC-PC-00000014,0,0,0,0,0,,0,0,,,post_initial_bid
1779233840448836,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.24,20,4.80,ACC-PC-00000013,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233840448836,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.27,20,5.40,ACC-PC-00000015,0,0,0,0,0,,0,0,,,post_initial_bid
1779233844116618,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.72,20,14.40,ACC-PC-00000014,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233844117016,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.27,20,5.40,ACC-PC-00000015,0,0,0,0,0,,0,0,,,cancel_displaced_3c
1779233844117016,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.75,20,15.00,ACC-PC-00000016,0,0,0,0,0,,0,0,,,post_initial_bid
1779233844117016,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,dn,0.24,20,4.80,ACC-PC-00000017,0,0,0,0,0,,0,0,,,post_initial_bid
1779233864152222,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,up,0.75,20,15.00,ACC-PC-00000016,0,0,0,0,0,,0,0,,,cancel_age_20s
1779233864152222,ACC-PC,btc-updown-15m-1779233400,BTC,15m,POST_BID,up,0.77,20,15.40,ACC-PC-00000018,0,0,0,0,0,,0,0,,,post_initial_bid
1779233864152480,ACC-PC,btc-updown-15m-1779233400,BTC,15m,CANCEL,dn,0.24,20,4.80,ACC-PC-00000017,0,0,0,0,0,,0,0,,,cancel_age_20s
