ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason
1779230641162181,MAS,eth-updown-5m-1779230400,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230641173462,MAS,eth-updown-15m-1779229800,ETH,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230641187382,MAS,sol-updown-5m-1779230400,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230641199381,MAS,sol-updown-15m-1779229800,SOL,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230701408709,MAS,eth-updown-5m-1779230700,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230701435907,MAS,eth-updown-15m-1779230700,ETH,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230701450231,MAS,sol-updown-5m-1779230700,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779230701461882,MAS,sol-updown-15m-1779230700,SOL,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231002407522,MAS,eth-updown-5m-1779231000,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231002436095,MAS,sol-updown-5m-1779231000,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231303274148,MAS,eth-updown-5m-1779231300,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231303300162,MAS,sol-updown-5m-1779231300,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231604284754,MAS,eth-updown-5m-1779231600,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231604300399,MAS,eth-updown-15m-1779231600,ETH,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231604315478,MAS,sol-updown-5m-1779231600,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231604331078,MAS,sol-updown-15m-1779231600,SOL,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231905244633,MAS,eth-updown-5m-1779231900,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779231905287308,MAS,sol-updown-5m-1779231900,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232206090694,MAS,eth-updown-5m-1779232200,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232206112902,MAS,sol-updown-5m-1779232200,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232506968228,MAS,eth-updown-5m-1779232500,ETH,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232506979310,MAS,eth-updown-15m-1779232500,ETH,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232506994335,MAS,sol-updown-5m-1779232500,SOL,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779232507008053,MAS,sol-updown-15m-1779232500,SOL,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233281179660,MAS,btc-updown-5m-1779233100,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233281194468,MAS,btc-updown-15m-1779232500,BTC,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233401572697,MAS,btc-updown-5m-1779233400,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233401595562,MAS,btc-updown-15m-1779233400,BTC,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233581113463,MAS,btc-updown-5m-1779233400,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233581133627,MAS,btc-updown-15m-1779233400,BTC,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233761346240,MAS,btc-updown-5m-1779233700,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779233761372152,MAS,btc-updown-15m-1779233400,BTC,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779234002172286,MAS,btc-updown-5m-1779234000,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779234303069680,MAS,btc-updown-5m-1779234300,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779234303083209,MAS,btc-updown-15m-1779234300,BTC,15m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779234604006818,MAS,btc-updown-5m-1779234600,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
1779234904965927,MAS,btc-updown-5m-1779234900,BTC,5m,MINT,,,25.00,,,0,0,0,0,0,,0,0,,,mint_initial
