ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason,sleeve_id
1779321604632763,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,up,0.50,20,10.00,ACC-PC-00000055,0,0,0,0,0,0,0,0,0.0,0.054507,post_initial_bid,poly_acc_pc_btc_15m_shadow
1779321604632763,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,dn,0.49,20,9.80,ACC-PC-00000056,0,0,0,0,0,0,0,0,0.0,0.054507,post_initial_bid,poly_acc_pc_btc_15m_shadow
1779321609350784,ACC-PC,btc-updown-15m-1779321600,BTC,15m,CANCEL,up,0.50,20,10.00,ACC-PC-00000055,0,0,0,0,0,0,0,0,0.0,4.772528,cancel_displaced_3c,poly_acc_pc_btc_15m_shadow
1779321609350784,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,up,0.47,20,9.40,ACC-PC-00000057,0,0,0,0,0,0,0,0,0.0,4.772528,post_initial_bid,poly_acc_pc_btc_15m_shadow
1779321609658838,ACC-PC,btc-updown-15m-1779321600,BTC,15m,CANCEL,dn,0.49,20,9.80,ACC-PC-00000056,0,0,0,0,0,0,0,0,0.0,5.080582,cancel_displaced_3c,poly_acc_pc_btc_15m_shadow
1779321609658838,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,dn,0.52,20,10.40,ACC-PC-00000058,0,0,0,0,0,0,0,0,0.0,5.080582,post_initial_bid,poly_acc_pc_btc_15m_shadow
1779321616636523,ACC-PC,btc-updown-15m-1779321600,BTC,15m,CANCEL,dn,0.52,20,10.40,ACC-PC-00000058,0,0,0,0,0,0,0,0,0.0,12.058267,cancel_displaced_3c,poly_acc_pc_btc_15m_shadow
1779321616636523,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,dn,0.48,20,9.60,ACC-PC-00000059,0,0,0,0,0,0,0,0,0.0,12.058267,post_initial_bid,poly_acc_pc_btc_15m_shadow
1779321616738894,ACC-PC,btc-updown-15m-1779321600,BTC,15m,CANCEL,up,0.47,20,9.40,ACC-PC-00000057,0,0,0,0,0,0,0,0,0.0,12.160638,cancel_displaced_3c,poly_acc_pc_btc_15m_shadow
1779321616738894,ACC-PC,btc-updown-15m-1779321600,BTC,15m,POST_BID,up,0.51,20,10.20,ACC-PC-00000060,0,0,0,0,0,0,0,0,0.0,12.160638,post_initial_bid,poly_acc_pc_btc_15m_shadow
