sleeve,asset,tf,gate,n_base,wr_base,dpt_base,sum_pnl,wr_lift_pp,dpt_lift,n_gate,wr_gate,dpt_gate
momo_v2_strong,BTC,5m,g_imb5_with,426,0.34507042253521125,-9.220820769058435,-2044.12619526422,-4.007042253521126,-0.9998102072626658,200.0,0.305,-10.2206309763211
momo_v2_strong,BTC,5m,g_imb5_strong_with,426,0.34507042253521125,-9.220820769058435,-1247.8923281690033,-9.052496798975673,-2.1236549415688692,110.0,0.2545454545454545,-11.344475710627304
momo_v2_strong,BTC,5m,g_microprice_with,426,0.34507042253521125,-9.220820769058435,-1718.9309490192827,0.1298292548587654,-0.38214542658001704,179.0,0.3463687150837989,-9.602966195638452
momo_v2_strong,BTC,5m,g_spread_wide_skew,426,0.34507042253521125,-9.220820769058435,-340.98388437345943,33.008881313357854,7.048948894068247,157.0,0.6751592356687898,-2.1718718749901873
momo_v2_strong,BTC,5m,g_book_slope_steep_against,426,0.34507042253521125,-9.220820769058435,-3551.9851217283276,-2.392159746993711,-0.05329182031056767,383.0,0.32114882506527415,-9.274112589369002
momo_v2_strong,BTC,5m,g_microprice_skew_with,426,0.34507042253521125,-9.220820769058435,-1718.9309490192827,0.1298292548587654,-0.38214542658001704,179.0,0.3463687150837989,-9.602966195638452
momo_v2_strong,BTC,5m,g_depth_high,426,0.34507042253521125,-9.220820769058435,-2491.1378809860694,4.87843260681407,2.262335067980028,358.0,0.39385474860335196,-6.9584857010784065
momo_v2_strong,BTC,5m,g_queue_top_high,426,0.34507042253521125,-9.220820769058435,-537.4903527296913,9.937402190923317,-0.7327042814914044,54.0,0.4444444444444444,-9.953525050549839
momo_v2_strong,BTC,15m,NONE,142,0.38028169014084506,-8.915048152480047,-1265.9368376521666,0.0,0.0,,,
momo_v2_strong,BTC,15m,g_imb5_with,142,0.38028169014084506,-8.915048152480047,-484.55827649458166,4.828973843058348,2.6220835226802848,77.0,0.42857142857142855,-6.292964629799762
momo_v2_strong,BTC,15m,g_imb5_strong_with,142,0.38028169014084506,-8.915048152480047,-259.3508908202134,1.9718309859154959,0.2700184584729328,30.0,0.4,-8.645029694007114
momo_v2_strong,BTC,15m,g_microprice_with,142,0.38028169014084506,-8.915048152480047,-678.5277578348039,-1.6645326504481417,0.1029993494306467,77.0,0.36363636363636365,-8.8120488030494
momo_v2_strong,BTC,15m,g_spread_wide_skew,142,0.38028169014084506,-8.915048152480047,-107.42294045500026,28.638497652582156,7.124665811563376,60.0,0.6666666666666666,-1.790382340916671
