asset,tf,bet_side,gate,n_base,wr_base,dpt_base,n_gate,wr_gate,dpt_gate,sum_pnl_gate,wr_lift_pp,dpt_lift
BTC,ALL,UP,g_imb_change_with,68395,0.46643760508809123,-3.1452661165601015,3995,0.5239048811013767,-1.1902912232008234,-4755.21343668729,5.746727601328544,1.954974893359278
BTC,5m,UP,g_microprice_skew_with,53107,0.4623119362795865,-3.252152677452991,24465,0.5113427345187002,-1.3045366931985807,-31915.49019910328,4.903079823911366,1.9476159842544105
ETH,ALL,UP,g_imb_change_with,63726,0.46318614066472086,-3.7903565210074097,5017,0.5118596770978673,-1.9008614830446942,-9536.622060435231,4.867353643314642,1.8894950379627156
ALL,ALL,UP,g_imb_change_with,132121,0.46486932433148404,-3.4564129525196323,9012,0.5171992898357746,-1.5858672322594891,-14291.835497122516,5.232996550429053,1.8705457202601432
ALL,5m,DOWN,g_imb_change_with,103411,0.4638578100975718,-3.6352296258030106,6861,0.5136277510566972,-1.8659718758223798,-12802.433040017348,4.9769940959125405,1.7692577499806308
ALL,5m,UP,g_microprice_with,103041,0.4606418804165332,-3.5338405172897285,47590,0.5170834208867409,-1.7817021296051785,-84791.20434791045,5.644154047020766,1.75213838768455
ALL,5m,UP,g_microprice_skew_with,103041,0.4606418804165332,-3.5338405172897285,47493,0.5170446171014675,-1.7880415119209403,-84919.45552566122,5.640273668493434,1.7457990053687882
BTC,ALL,UP,g_microprice_with,68395,0.46643760508809123,-3.1452661165601015,31874,0.5134278722469725,-1.4776748769521082,-47099.409027971495,4.699026715888127,1.6675912396079933
BTC,ALL,UP,g_microprice_skew_with,68395,0.46643760508809123,-3.1452661165601015,31817,0.5133104943897916,-1.484259744243597,-47224.692282598524,4.687288930170036,1.6610063723165045
ETH,5m,DOWN,g_microprice_skew_with,49989,0.46396207165576425,-3.965609432339514,22905,0.5286618642217856,-2.334964916629804,-53482.37141540566,6.469979256602137,1.6306445157097103
ETH,5m,DOWN,g_microprice_with,49989,0.46396207165576425,-3.965609432339514,22958,0.5285303597874379,-2.3370666127101094,-53654.37529459869,6.456828813167364,1.6285428196294047
ALL,5m,DOWN,g_microprice_skew_with,103411,0.4638578100975718,-3.6352296258030106,47565,0.5211815410490908,-2.029066002555418,-96512.52441154845,5.732373095151893,1.6061636232475927
ALL,ALL,DOWN,g_imb_change_with,132517,0.46961521917942606,-3.2953088806716098,9102,0.515161502966381,-1.690687955487117,-15388.641770843738,4.554628378695491,1.6046209251844927
ALL,5m,DOWN,g_microprice_with,103411,0.4638578100975718,-3.6352296258030106,47676,0.5209958889168554,-2.035245053355465,-97032.34316377516,5.713807881928362,1.5999845724475454
BTC,5m,DOWN,g_microprice_skew_with,53422,0.46376024858672454,-3.326080658168828,24660,0.5142335766423358,-1.7449372666724574,-43030.1529961428,5.047332805561128,1.5811433914963706
BTC,15m,UP,g_imb_change_with,15288,0.4807692307692308,-2.773966758283104,1403,0.5153243050605845,-1.2016437735239056,-1685.9062142540397,3.455507429135368,1.5723229847591984
BTC,5m,DOWN,g_microprice_with,53422,0.46376024858672454,-3.326080658168828,24718,0.5139978962699248,-1.7549141463377484,-43377.967869176464,5.023764768320022,1.5711665118310796
BTC,5m,UP,g_queue_top_high,53107,0.4623119362795865,-3.252152677452991,6984,0.5383734249713631,-1.7172211971066291,-11993.072840592698,7.606148869177659,1.534931480346362
ETH,5m,UP,g_microprice_with,49934,0.4588657027276004,-3.8334278948322758,23073,0.5229922420144758,-2.298601240719866,-53035.626427129464,6.41265392868754,1.5348266541124098
