fire_us,sleeve_id,signal,condition_id,won,pnl_usd,family,version,policy,is_f7,symbol,tf,regime_w20_1m_voladaptive,markov_pass_w20_1m_voladaptive,regime_w20_5m_voladaptive,markov_pass_w20_5m_voladaptive,regime_w20_1m_fixed,markov_pass_w20_1m_fixed,regime_w20_5m_fixed,markov_pass_w20_5m_fixed
1779326768652007,poly_updown_btc_5m_momo_v2_HOLD,DOWN,0x7a2e39312e24f93adaa8f020102954e74c01f8be983d7c276fbe41da8aa99b9a,False,-24.999996,momo,v2,HOLD,False,BTC,5m,0,True,2,False,1,False,2,False
1779326768652007,poly_updown_btc_5m_momo_v2_HOLD,DOWN,0x7a2e39312e24f93adaa8f020102954e74c01f8be983d7c276fbe41da8aa99b9a,False,-24.999996,momo,v2,HOLD,False,BTC,5m,0,True,2,False,1,False,2,False
1779327002484519,poly_updown_eth_5m_volume_INV_NIGHT,UP,0xfff080a5080cb0cddca13447317135ec86705ca08d6987fabcc6bd3a17b8df97,False,-25.789084,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,True,1,False,1,False
1779327002492224,poly_updown_sol_5m_volume_INV_NIGHT,UP,0x291d85be32bf5e4fa8237c1d71b2e069bc0eff7b86bf2b5932b1d15adb97f779,False,-26.848476,volume_INV_NIGHT,,,False,SOL,5m,0,False,2,True,1,False,1,False
1779327002510208,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x575134495d6ed231008234c81308697249bba4498ebab96726b1373dcc56f8e4,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327002510208,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x575134495d6ed231008234c81308697249bba4498ebab96726b1373dcc56f8e4,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327003374939,poly_updown_eth_15m_volume_INV_NIGHT,UP,0xf468e5263d024ea98c5c7ade77eaa57c4ff3045ec1236100fea7b69a2889f5e8,False,-25.280388,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,True,1,False,1,False
1779327003374939,poly_updown_eth_15m_volume_INV_NIGHT,UP,0xf468e5263d024ea98c5c7ade77eaa57c4ff3045ec1236100fea7b69a2889f5e8,False,-24.999996,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,True,1,False,1,False
1779327003377542,poly_updown_sol_15m_volume_INV_NIGHT,UP,0x54058266561d89ed9e54bb054deda67602dfb615887d8d4224588809482d495c,False,-25.970584,volume_INV_NIGHT,,,False,SOL,15m,0,False,2,True,1,False,1,False
1779327003377542,poly_updown_sol_15m_volume_INV_NIGHT,UP,0x54058266561d89ed9e54bb054deda67602dfb615887d8d4224588809482d495c,False,-25.461526,volume_INV_NIGHT,,,False,SOL,15m,0,False,2,True,1,False,1,False
1779327003382637,poly_updown_btc_15m_volume_INV_NIGHT,UP,0x22e7c7d52aa82816353985fd2e96e27c441f142e0812c6850c8ef26728df513c,False,-24.999996,volume_INV_NIGHT,,,False,BTC,15m,0,False,2,True,1,False,1,False
1779327003382637,poly_updown_btc_15m_volume_INV_NIGHT,UP,0x22e7c7d52aa82816353985fd2e96e27c441f142e0812c6850c8ef26728df513c,False,-24.999996,volume_INV_NIGHT,,,False,BTC,15m,0,False,2,True,1,False,1,False
1779327005298902,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x575134495d6ed231008234c81308697249bba4498ebab96726b1373dcc56f8e4,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327005298902,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x575134495d6ed231008234c81308697249bba4498ebab96726b1373dcc56f8e4,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327006133210,poly_updown_sol_15m_volume_INV_NIGHT,UP,0x54058266561d89ed9e54bb054deda67602dfb615887d8d4224588809482d495c,False,-25.970584,volume_INV_NIGHT,,,False,SOL,15m,0,False,2,True,1,False,1,False
1779327006133210,poly_updown_sol_15m_volume_INV_NIGHT,UP,0x54058266561d89ed9e54bb054deda67602dfb615887d8d4224588809482d495c,False,-25.461526,volume_INV_NIGHT,,,False,SOL,15m,0,False,2,True,1,False,1,False
1779327006144750,poly_updown_btc_15m_volume_INV_NIGHT,UP,0x22e7c7d52aa82816353985fd2e96e27c441f142e0812c6850c8ef26728df513c,False,-24.999996,volume_INV_NIGHT,,,False,BTC,15m,0,False,2,True,1,False,1,False
1779327006144750,poly_updown_btc_15m_volume_INV_NIGHT,UP,0x22e7c7d52aa82816353985fd2e96e27c441f142e0812c6850c8ef26728df513c,False,-24.999996,volume_INV_NIGHT,,,False,BTC,15m,0,False,2,True,1,False,1,False
1779327006195986,poly_updown_eth_15m_volume_INV_NIGHT,UP,0xf468e5263d024ea98c5c7ade77eaa57c4ff3045ec1236100fea7b69a2889f5e8,False,-25.280388,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,True,1,False,1,False
1779327006195986,poly_updown_eth_15m_volume_INV_NIGHT,UP,0xf468e5263d024ea98c5c7ade77eaa57c4ff3045ec1236100fea7b69a2889f5e8,False,-24.999996,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,True,1,False,1,False
1779327306992386,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0xedc87fd352ca589c95084898fbd3560d423fbabfc7e68dd8b6b04720fac0e3d0,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,0,True,2,False,0,True,1,False
1779327306992386,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0xedc87fd352ca589c95084898fbd3560d423fbabfc7e68dd8b6b04720fac0e3d0,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,0,True,2,False,0,True,1,False
1779327307061189,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x03089c632982e43e7789aea9ee98d2bc6d010e4bd2055c9727d4fed6fec48554,False,-25.449,volume_INV_NIGHT,,,False,SOL,5m,0,True,2,False,1,False,1,False
1779327308098488,poly_updown_eth_5m_volume_INV_NIGHT,UP,0xbd08ae800c1f7040acf1d3953b6e62d806bb81a46cb6222e05c33d51b0cff07d,True,23.53921192,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779327311143195,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0xedc87fd352ca589c95084898fbd3560d423fbabfc7e68dd8b6b04720fac0e3d0,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,0,True,2,False,0,True,1,False
1779327311143195,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0xedc87fd352ca589c95084898fbd3560d423fbabfc7e68dd8b6b04720fac0e3d0,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,0,True,2,False,0,True,1,False
1779327602153974,poly_updown_btc_5m_volume_INV_NIGHT,UP,0xc2c6260a721a7df9dc298759562776b24e97c7a0ee34d6c9a85e5dec156683b6,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327602153974,poly_updown_btc_5m_volume_INV_NIGHT,UP,0xc2c6260a721a7df9dc298759562776b24e97c7a0ee34d6c9a85e5dec156683b6,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327602175999,poly_updown_eth_5m_volume_INV_NIGHT,UP,0x78ea6bb58aeb54ac483e0e32df1833dc4d23337747c5169fcc258826ec1bd6f9,True,22.76590568,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779327602191246,poly_updown_sol_5m_volume_INV_NIGHT,UP,0x99548dad4d09d1a88ed33af9fe9fc6c2f5811b030f6b26c18fcd59e7bc62a327,True,21.67870152,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,True,1,False,1,False
1779327605904815,poly_updown_btc_5m_volume_INV_NIGHT,UP,0xc2c6260a721a7df9dc298759562776b24e97c7a0ee34d6c9a85e5dec156683b6,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327605904815,poly_updown_btc_5m_volume_INV_NIGHT,UP,0xc2c6260a721a7df9dc298759562776b24e97c7a0ee34d6c9a85e5dec156683b6,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779327908531630,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,False,-25.0,volume_INV_NIGHT,,,False,ETH,15m,0,True,2,False,1,False,1,False
1779327908531630,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,False,-25.0,volume_INV_NIGHT,,,False,ETH,15m,0,True,2,False,1,False,1,False
1779327908602825,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,True,24.5,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779327908661260,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x923cb8e48574934eb56be741ff497e9a6e14a201c7bb4c26f563e0f9a438ea32,True,24.05998,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,False,1,False,1,False
1779327908672374,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,True,23.618,volume_INV_NIGHT,,,False,SOL,15m,1,False,2,False,1,False,1,False
1779327908672374,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,True,23.618,volume_INV_NIGHT,,,False,SOL,15m,1,False,2,False,1,False,1,False
1779327908681761,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0xaef8728b5de9d5f445220fbe9b65c9b326cfbbe9bea141841ddd909ffd1fa266,True,24.11829,volume_INV_NIGHT,,,False,ETH,5m,0,True,2,False,1,False,1,False
1779327908697727,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0xeaa99c832d88769dca1d2c2c7aa459a673875869a6d93a50246bf90a6b987263,False,-25.06,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779327908697727,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0xeaa99c832d88769dca1d2c2c7aa459a673875869a6d93a50246bf90a6b987263,False,-25.06,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779327909250937,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0xeaa99c832d88769dca1d2c2c7aa459a673875869a6d93a50246bf90a6b987263,False,-25.06,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779327909250937,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0xeaa99c832d88769dca1d2c2c7aa459a673875869a6d93a50246bf90a6b987263,False,-25.06,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779327909261522,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,True,23.618,volume_INV_NIGHT,,,False,SOL,15m,1,False,2,False,1,False,1,False
1779327909261522,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,True,23.618,volume_INV_NIGHT,,,False,SOL,15m,1,False,2,False,1,False,1,False
1779327909296987,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,False,-25.0,volume_INV_NIGHT,,,False,ETH,15m,0,True,2,False,1,False,1,False
1779327909296987,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,False,-25.0,volume_INV_NIGHT,,,False,ETH,15m,0,True,2,False,1,False,1,False
1779327970286844,poly_updown_eth_15m_momo_v2_HOLD_f7,UP,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,True,23.53921192,momo,v2,HOLD,True,ETH,15m,2,True,2,True,1,False,1,False
1779327970287684,poly_updown_eth_15m_momo_v2_HEDGE_f7,UP,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,True,23.53921192,momo,v2,HEDGE,True,ETH,15m,2,True,2,True,1,False,1,False
1779327970287855,poly_updown_eth_15m_momo_v2_SELL_f7,UP,0xb8a709e21ebdccdd3b54afcbb195628b784aaf5956aaaecb4a15240154023922,True,23.53921192,momo,v2,SELL,True,ETH,15m,2,True,2,True,1,False,1,False
1779328021351505,poly_updown_btc_5m_momo_HOLD_f7,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,HOLD,True,BTC,5m,2,True,2,True,1,False,1,False
1779328021352256,poly_updown_btc_5m_momo_SELL_f7,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,SELL,True,BTC,5m,2,True,2,True,1,False,1,False
1779328021364106,poly_updown_btc_5m_momo_HEDGE_f7,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,HEDGE,True,BTC,5m,2,True,2,True,1,False,1,False
1779328021657207,poly_updown_sol_15m_momo_HEDGE_f7,UP,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,False,-25.91078,momo,v1,HEDGE,True,SOL,15m,2,True,2,True,1,False,1,False
1779328021660050,poly_updown_sol_15m_momo_SELL_f7,UP,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,False,-25.91078,momo,v1,SELL,True,SOL,15m,2,True,2,True,1,False,1,False
1779328021661821,poly_updown_sol_15m_momo_HOLD_f7,UP,0x4d4f7984b3ca9357dd8a03d4cf5e7fec27041f2ca8781fe8e998e0137f628de5,False,-25.91078,momo,v1,HOLD,True,SOL,15m,2,True,2,True,1,False,1,False
1779328021845188,poly_updown_btc_5m_momo_HEDGE,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,HEDGE,False,BTC,5m,2,True,2,True,1,False,1,False
1779328021856434,poly_updown_btc_5m_momo_SELL,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,SELL,False,BTC,5m,2,True,2,True,1,False,1,False
1779328021878698,poly_updown_btc_5m_momo_HOLD,UP,0xde21c75147295d4614df433c3f4d009a6884c60e7e24852d62340b1de6c9463f,False,-25.0,momo,v1,HOLD,False,BTC,5m,2,True,2,True,1,False,1,False
1779328205666751,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x83fcf7bf481a98d34e17ba90a42c777fa4a85d345825cedb66061000f70cfab6,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,2,False,2,False,1,False,1,False
1779328205666751,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x83fcf7bf481a98d34e17ba90a42c777fa4a85d345825cedb66061000f70cfab6,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,2,False,2,False,1,False,1,False
1779328205691664,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x951641b90a690a8ae69c8eb08be462fdd150865b6f86c0b0be07a80d6549f772,False,-26.348,volume_INV_NIGHT,,,False,SOL,5m,2,False,2,False,1,False,1,False
1779328205730559,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0x9dfc591c660487c042312e2f4448a90a141430610d6ab107510682ce7d4c81d7,False,-25.7185,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779328205975336,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x83fcf7bf481a98d34e17ba90a42c777fa4a85d345825cedb66061000f70cfab6,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,2,False,2,False,1,False,1,False
1779328205975336,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x83fcf7bf481a98d34e17ba90a42c777fa4a85d345825cedb66061000f70cfab6,False,-25.0,volume_INV_NIGHT,,,False,BTC,5m,2,False,2,False,1,False,1,False
1779328501527152,poly_updown_sol_5m_volume_INV_NIGHT,UP,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,True,21.77915152,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,True,1,False,1,False
1779328501527152,poly_updown_sol_5m_volume_INV_NIGHT,UP,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,True,22.78697568,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,True,1,False,1,False
1779328501527815,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x440dc848159554f2ad74fa401dfc3365c0d5b1d9eac629d81195009081137bb0,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779328501527815,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x440dc848159554f2ad74fa401dfc3365c0d5b1d9eac629d81195009081137bb0,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779328501570018,poly_updown_eth_5m_volume_INV_NIGHT,UP,0x8eb0e5754586f140baab75c0b8d08fbb015c93cb3327270b0de87895a3a1a131,True,22.7368036,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779328501570018,poly_updown_eth_5m_volume_INV_NIGHT,UP,0x8eb0e5754586f140baab75c0b8d08fbb015c93cb3327270b0de87895a3a1a131,True,23.18700776,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779328509785312,poly_updown_sol_5m_v3_1,DOWN,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,False,-25.499,v3,v3_1,,False,SOL,5m,1,False,2,False,1,False,1,False
1779328509793924,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x440dc848159554f2ad74fa401dfc3365c0d5b1d9eac629d81195009081137bb0,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779328509793924,poly_updown_btc_5m_volume_INV_NIGHT,UP,0x440dc848159554f2ad74fa401dfc3365c0d5b1d9eac629d81195009081137bb0,True,23.53921192,volume_INV_NIGHT,,,False,BTC,5m,0,False,2,True,1,False,1,False
1779328509815645,poly_updown_sol_5m_v3,DOWN,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,False,-25.499,v3,v3,,False,SOL,5m,1,False,2,False,1,False,1,False
1779328509817700,poly_updown_sol_5m_volume_INV_NIGHT,UP,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,True,21.77915152,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,True,1,False,1,False
1779328509817700,poly_updown_sol_5m_volume_INV_NIGHT,UP,0xfd30f72febc0f2071e20e482d771dec896d6b0f24cc3566da8143a1a9a80e151,True,22.78697568,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,True,1,False,1,False
1779328509825591,poly_updown_eth_5m_volume_INV_NIGHT,UP,0x8eb0e5754586f140baab75c0b8d08fbb015c93cb3327270b0de87895a3a1a131,True,22.7368036,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779328509825591,poly_updown_eth_5m_volume_INV_NIGHT,UP,0x8eb0e5754586f140baab75c0b8d08fbb015c93cb3327270b0de87895a3a1a131,True,23.18700776,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
1779328805521361,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0xdda45d7573c9ca9ace08146cb039b948c04f9de47c3564632c5faecdaa94fed7,True,24.5,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779328805521361,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0xdda45d7573c9ca9ace08146cb039b948c04f9de47c3564632c5faecdaa94fed7,True,24.5,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779328805527349,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x238a21299714cf942c64276c9ba8098600ba39d7c5141fd8dfcc5af573b6c5f7,True,24.5,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779328805527349,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x238a21299714cf942c64276c9ba8098600ba39d7c5141fd8dfcc5af573b6c5f7,True,24.5,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779328805563891,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x1b4e0e2de43238fde6f81453165f8382de3a3cd8603d84a3c8c7e1cdc63e746f,True,23.86496,volume_INV_NIGHT,,,False,SOL,5m,1,False,1,False,1,False,1,False
1779328805563891,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x1b4e0e2de43238fde6f81453165f8382de3a3cd8603d84a3c8c7e1cdc63e746f,True,23.86153,volume_INV_NIGHT,,,False,SOL,5m,1,False,1,False,1,False,1,False
1779328805856318,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0x71f5d5a492ce2225052f5e88be5b2abc3f21a3db8cef2d3a21fa6ffed2baca6f,False,-25.0,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779328805856318,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0x71f5d5a492ce2225052f5e88be5b2abc3f21a3db8cef2d3a21fa6ffed2baca6f,False,-25.0,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779328805867300,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x74fea4bfd7d9bcd9fd0381f9c711f78c85ce2b931675236b2a7aae80291380cb,False,-25.680388,volume_INV_NIGHT,,,False,SOL,15m,1,False,1,False,1,False,1,False
1779328805867300,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x74fea4bfd7d9bcd9fd0381f9c711f78c85ce2b931675236b2a7aae80291380cb,False,-25.680388,volume_INV_NIGHT,,,False,SOL,15m,1,False,1,False,1,False,1,False
1779328805950805,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xfb76c209b83b8a490db1f733dfa4d0b69246709ed18cbbb1b6454876bb78b224,False,-25.05,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,False,1,False,1,False
1779328805950805,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xfb76c209b83b8a490db1f733dfa4d0b69246709ed18cbbb1b6454876bb78b224,False,-25.05,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,False,1,False,1,False
1779328808980139,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0xdda45d7573c9ca9ace08146cb039b948c04f9de47c3564632c5faecdaa94fed7,True,24.5,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779328808980139,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0xdda45d7573c9ca9ace08146cb039b948c04f9de47c3564632c5faecdaa94fed7,True,24.5,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779328809005056,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x1b4e0e2de43238fde6f81453165f8382de3a3cd8603d84a3c8c7e1cdc63e746f,True,23.86496,volume_INV_NIGHT,,,False,SOL,5m,1,False,1,False,1,False,1,False
1779328809005056,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0x1b4e0e2de43238fde6f81453165f8382de3a3cd8603d84a3c8c7e1cdc63e746f,True,23.86153,volume_INV_NIGHT,,,False,SOL,5m,1,False,1,False,1,False,1,False
1779328809005666,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x238a21299714cf942c64276c9ba8098600ba39d7c5141fd8dfcc5af573b6c5f7,True,24.5,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779328809005666,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x238a21299714cf942c64276c9ba8098600ba39d7c5141fd8dfcc5af573b6c5f7,True,24.5,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779328810047289,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xfb76c209b83b8a490db1f733dfa4d0b69246709ed18cbbb1b6454876bb78b224,False,-25.05,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,False,1,False,1,False
1779328810047289,poly_updown_eth_15m_volume_INV_NIGHT,DOWN,0xfb76c209b83b8a490db1f733dfa4d0b69246709ed18cbbb1b6454876bb78b224,False,-25.05,volume_INV_NIGHT,,,False,ETH,15m,1,False,2,False,1,False,1,False
1779328810072434,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0x71f5d5a492ce2225052f5e88be5b2abc3f21a3db8cef2d3a21fa6ffed2baca6f,False,-25.0,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779328810072434,poly_updown_btc_15m_volume_INV_NIGHT,DOWN,0x71f5d5a492ce2225052f5e88be5b2abc3f21a3db8cef2d3a21fa6ffed2baca6f,False,-25.0,volume_INV_NIGHT,,,False,BTC,15m,1,False,2,False,1,False,1,False
1779328810098643,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x74fea4bfd7d9bcd9fd0381f9c711f78c85ce2b931675236b2a7aae80291380cb,False,-25.680388,volume_INV_NIGHT,,,False,SOL,15m,1,False,1,False,1,False,1,False
1779328810098643,poly_updown_sol_15m_volume_INV_NIGHT,DOWN,0x74fea4bfd7d9bcd9fd0381f9c711f78c85ce2b931675236b2a7aae80291380cb,False,-25.680388,volume_INV_NIGHT,,,False,SOL,15m,1,False,1,False,1,False,1,False
1779329105202263,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x3bb2ede6bf422c9107aad0575fdd103ce5b95ce4d855ffff5296769328b1bca6,False,-25.4088,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779329105202263,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x3bb2ede6bf422c9107aad0575fdd103ce5b95ce4d855ffff5296769328b1bca6,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779329110170094,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x3bb2ede6bf422c9107aad0575fdd103ce5b95ce4d855ffff5296769328b1bca6,False,-25.4088,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779329110170094,poly_updown_btc_5m_volume_INV_NIGHT,DOWN,0x3bb2ede6bf422c9107aad0575fdd103ce5b95ce4d855ffff5296769328b1bca6,False,-24.999996,volume_INV_NIGHT,,,False,BTC,5m,1,False,2,False,1,False,1,False
1779329110188686,poly_updown_sol_5m_volume_INV_NIGHT,DOWN,0xe636184b6c59497fb6fcd2632d11d3f31811a61c341dabd5d0306260bb896f6a,False,-25.648,volume_INV_NIGHT,,,False,SOL,5m,1,False,2,False,1,False,1,False
1779329110217560,poly_updown_eth_5m_volume_INV_NIGHT,DOWN,0x04809ebdcfe9e98fb1c41c585ea7d22e07dc75a95749129d7db4c3ae5166aad0,False,-25.0,volume_INV_NIGHT,,,False,ETH,5m,1,False,2,False,1,False,1,False
1779329404636161,poly_updown_eth_5m_volume_INV_NIGHT,UP,0xdf44bac4ee7d860ea3d1a8d272cc108590864c8a0c96b4c062997924c4d92171,True,22.91290568,volume_INV_NIGHT,,,False,ETH,5m,0,False,2,True,1,False,1,False
