sleeve,n_total,n_train,wr_train,dpt_train,sum_train,n_val,wr_val,dpt_val,sum_val,n_lockbox,wr_lockbox,dpt_lockbox,sum_lockbox,n_full,wr_full,dpt_full,sum_full,dd_lockbox,loss_streak_lockbox,sharpe_lockbox,composite
V6_NO_HOD_TOD_european_morning,408,225,0.6844444444444444,2.8264112447601635,635.9425300710368,66,0.5606060606060606,-3.018366854146713,-199.21221237368306,117,0.7521367521367521,5.066927490981165,592.8305164447963,408,0.6838235294117647,2.523433417015074,1029.56083414215,100.0,4,33.01272516516896,54.80720063337208
V7_S5_SLOPE_STR_TOD_us_afternoon,141,74,0.5675675675675675,-3.4967776547427043,-258.7615464509601,35,0.6571428571428571,0.4848606860558838,16.97012401195593,32,0.71875,4.4111929235480964,141.1581735535391,141,0.624113475177305,-0.7137109850032987,-100.63324888546511,61.737694599325636,2,7.572446998595709,24.953475434903766
V7_S5_SLOPE_STR_TOD_asia_morning,164,87,0.6091954022988506,-1.5256936810526525,-132.73535025158077,40,0.65,1.9413340699756287,77.65336279902515,37,0.7297297297297297,4.366173653931097,161.5484251954506,164,0.6463414634146342,0.6491855959932621,106.46643774289498,75.0,3,14.167112467766739,26.55839750290734
V7_S5_NO_HOD_h12_15,79,30,0.5333333333333333,-4.602857052251292,-138.08571156753877,20,0.8,4.919847616628482,98.39695233256965,29,0.6896551724137931,3.88561598166287,112.68286346822323,79,0.6582278481012658,0.923976002952584,72.99410423325413,97.92229611764424,3,6.046044815107009,20.924682438490276
V6_NO_HOD_TOD_asia_morning,464,243,0.6625514403292181,0.6216546136536933,151.0620711178475,97,0.6391752577319587,0.5956020146626049,57.77339542227267,124,0.6935483870967742,2.8189943210705604,349.5552958127495,464,0.665948275862069,1.2034283671398054,558.3907623528697,139.4096304990533,4,10.533977848958003,31.390992239753754
V6_NO_HOD_TOD_us_afternoon,374,218,0.5871559633027523,-2.297929078394381,-500.9485390899751,73,0.6712328767123288,1.0254178401185976,74.85550232865762,83,0.6867469879518072,2.799227101337278,232.33584941099406,374,0.6256684491978609,-0.5180673458564797,-193.75718735032342,130.0360928227234,3,5.060810309749806,25.502172579673896
V7_S1_ADX_VOLLOW_TOD_asia_morning,36,11,0.8181818181818182,7.266354790804547,79.92990269885001,11,0.45454545454545453,-6.008483626983793,-66.09331989682173,14,0.6428571428571429,1.1273592952816969,15.783030133943758,36,0.6388888888888888,0.8227670259992231,29.619612935972032,75.0,3,1.4177906918293184,4.218192234739026
V7_S5_NO_HOD_h15_18,69,47,0.574468085106383,-3.7317347727036383,-175.391534317071,15,0.4666666666666667,-6.1435775862120545,-92.15366379318081,7,0.5714285714285714,-0.11778816430573562,-0.8245171501401494,69,0.5507246376811594,-3.8894161631940873,-268.369715260392,51.788698802452785,2,-0.10821159988954783,-0.31163819013979144
V6_NO_HOD_TOD_us_evening,338,200,0.65,0.3785485853535211,75.70971707070422,69,0.5072463768115942,-5.440215297452653,-375.37485552423306,69,0.5797101449275363,-0.47553585874041787,-32.811974253088835,338,0.606508875739645,-0.9836600967651412,-332.47711270661773,215.04276562471404,8,-0.8069003612490225,-3.9500975118863937
V7_S3_XADX_ETHVOLLOW_TOD_us_evening,26,15,0.7333333333333333,1.7112970616425642,25.669455924638463,6,0.3333333333333333,-12.254306621844785,-73.52583973106871,5,0.6,-2.289522275053424,-11.447611375267119,26,0.6153846153846154,-2.280922891603745,-59.303995181697374,25.0,1,-3.2238227238124937,-5.119527443019427
V7_S5_NO_HOD_h03_06,74,39,0.6153846153846154,-0.36524690626955536,-14.244629344512658,21,0.7142857142857143,4.777266840285609,100.32260364599779,14,0.5714285714285714,-3.105669160740384,-43.479368250365376,74,0.6351351351351351,0.5756568385286461,42.598606051119816,65.36937240381098,2,-5.946269238030348,-11.620349956160284
V7_S5_SLOPE_STR_TOD_us_evening,128,67,0.6268656716417911,-2.05517726489957,-137.6968767482712,33,0.6060606060606061,-1.3379933140219646,-44.15377936272483,28,0.4642857142857143,-5.552341327187969,-155.46555716126315,128,0.5859375,-2.6352829161895244,-337.3162132722591,197.28361165660104,7,-5.9831755632319,-29.38022869177136
V7_S5_NO_HOD_h21_00,79,39,0.6410256410256411,-1.1379072875039473,-44.37838421265394,20,0.65,0.7831010566736827,15.662021133473655,20,0.35,-11.004555698823328,-220.09111397646657,79,0.569620253164557,-3.149461734881606,-248.80747705564687,225.0,9,-8.102837515691053,-49.21386920950333
V7_S1_ADX_VOLLOW_TOD_us_evening,15,6,0.5,-6.388180267430298,-38.32908160458179,6,0.5,-6.577834051287446,-39.46700430772467,3,0.0,-25.0,-75.0,15,0.4,-10.186405727487097,-152.79608591230647,50.0,3,-33.67491648096547,-43.30127018922193
