sleeve,n_total,n_train,wr_train,dpt_train,sum_train,n_val,wr_val,dpt_val,sum_val,n_lockbox,wr_lockbox,dpt_lockbox,sum_lockbox,n_full,wr_full,dpt_full,sum_full,dd_lockbox,loss_streak_lockbox,sharpe_lockbox,composite
V7_S1_ADX_VOLLOW_TOD_european_morning,44,16,0.6875,1.011618819818164,16.185901117090623,6,0.8333333333333334,10.259707214617386,61.558243287704315,22,0.9545454545454546,13.994496007528813,307.8789121656339,44,0.8409090909090909,8.764160376600655,385.6230565704288,25.0,1,14.482469286342493,65.64000462449921
V7_S5_NO_HOD_h00_03,62,33,0.5757575757575758,-3.432318492591443,-113.26651025551763,15,0.6,-0.5781694967873321,-8.672542451809981,14,0.8571428571428571,10.962895499751202,153.48053699651683,62,0.6451612903225806,0.5087336175675683,31.54148428918923,25.0,1,20.228453194264308,41.01939892707488
V7_S5_NO_HOD_h06_09,66,39,0.6666666666666666,0.42250327514826996,16.47762773078253,10,0.7,2.597840658766506,25.97840658766506,17,0.8823529411764706,9.734082478760984,165.47940213893673,66,0.7272727272727273,3.1505369160209753,207.93543645738436,25.0,1,9.898165338889042,40.13465022840571
V7_S3_XADX_ETHVOLLOW_TOD_european_morning,76,20,0.65,1.816032060581459,36.32064121162918,11,0.6363636363636364,0.16337445005030302,1.7971189505533331,45,0.8444444444444444,8.664336692134894,389.89515114607025,76,0.7631578947368421,5.631748833003326,428.01291130825274,50.0,2,16.253170652288347,58.12213747067787
V7_S5_NO_HOD_h09_12,62,34,0.7647058823529411,7.134828054714999,242.58415386030998,11,0.45454545454545453,-6.278025856797947,-69.05828442477741,17,0.8235294117647058,8.290587509799387,140.9399876665896,62,0.7258064516129032,5.072029953260035,314.4658571021222,63.47058861426828,2,8.301719244562083,34.182968001329364
V7_S5_NO_HOD_h18_21,69,38,0.5789473684210527,-3.5345931596825184,-134.3145400679357,20,0.6,-1.2326328182188253,-24.652656364376504,11,0.8181818181818182,8.140949737623375,89.55044711385713,69,0.6231884057971014,-1.0060398451950008,-69.41674931845506,29.057579488428743,1,29.95199720173733,27.000475716838974
V7_S5_SLOPE_STR_TOD_european_morning,127,71,0.676056338028169,2.3742851447419007,168.57424527667496,24,0.625,-0.1936196159456154,-4.646870782694769,32,0.8125,7.828037388107029,250.49719641942494,127,0.7007874015748031,3.2631855977433473,414.4245709134051,69.24471579902807,2,14.406247052694393,44.282066564098486
V7_S3_XADX_ETHVOLLOW_TOD_us_afternoon,35,5,0.0,-25.0,-125.0,11,0.7272727272727273,2.051691266835545,22.568603935190996,19,0.7894736842105263,6.60715853414325,125.53601214872174,35,0.6571428571428571,0.6601318881117924,23.10461608391273,50.0,2,9.881628851904454,28.79993635428276
V7_S3_XADX_ETHVOLLOW_TOD_asia_morning,49,15,0.6666666666666666,-0.021365529118386916,-0.32048293677580375,9,0.4444444444444444,-6.987443419646159,-62.88699077681543,25,0.76,5.275128505984181,131.87821264960454,49,0.673469387755102,1.4014436517553739,68.67073893601332,66.47137076311117,2,8.709962705674123,26.375642529920906
V7_S1_ADX_VOLLOW_TOD_us_afternoon,17,1,0.0,-25.0,-25.0,3,1.0,19.665131411221786,58.99539423366536,13,0.6923076923076923,5.151655403079976,66.9715202400397,17,0.7058823529411765,5.93923026315912,100.96691447370503,50.0,2,4.785551671611978,18.57455770932596
