sleeve,n_total,n_train,wr_train,dpt_train,sum_train,n_val,wr_val,dpt_val,sum_val,n_lockbox,wr_lockbox,dpt_lockbox,sum_lockbox,n_full,wr_full,dpt_full,sum_full,dd_lockbox,loss_streak_lockbox,sharpe_lockbox
V7_S3_XADX_ETHVOLLOW+g_J_btc_eth_slope_unan_either,36,18,0.6666666666666666,2.928474085011196,52.712533530201526,3,0.6666666666666666,3.518211480047372,10.554634440142117,15,1.0,15.558364087972873,233.3754613195931,36,0.8055555555555556,8.240073035831577,296.64262928993674,0.0,0,22.499713717858608
V6+g_J_btc_eth_vol_both_low+g_L_BTC_grandparent_trend_with,62,32,0.625,0.24926127068214676,7.976360661828696,12,0.6666666666666666,0.9222618788586104,11.067142546303325,18,1.0,15.055667061900174,271.00200711420314,62,0.7419354838709677,4.678153392295728,290.04551032233513,0.0,0,38.679435231153214
V7_S1+g_J_btc_eth_tr_stack_unan_with+g_L_BTC_grandparent_adx_strong,30,12,0.6666666666666666,1.0274698886000795,12.329638663200953,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,30,0.8666666666666667,9.464644181925989,283.93932545777966,0.0,0,28.276995530306053
V7_S1+g_J_btc_eth_adx_either_strong+g_L_ETH_grandparent_adx_strong,33,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,33,0.8787878787878788,9.478654179141495,312.7955879116693,0.0,0,28.276995530306053
V7_S1+g_J_btc_eth_tr_stack_unan_with+g_L_ETH_grandparent_adx_strong,30,12,0.6666666666666666,1.0274698886000795,12.329638663200953,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,30,0.8666666666666667,9.464644181925989,283.93932545777966,0.0,0,28.276995530306053
V7_S1_ADX_VOLLOW+g_L_ETH_grandparent_adx_strong,33,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,33,0.8787878787878788,9.478654179141495,312.7955879116693,0.0,0,28.276995530306053
V7_S1_ADX_VOLLOW+g_L_SOL_grandparent_adx_strong,32,14,0.7142857142857143,2.4026500380336353,33.637100532470896,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,32,0.875,9.5389621039703,305.2467873270496,0.0,0,28.276995530306053
V7_S1_ADX_VOLLOW+g_L_BTC_grandparent_adx_strong,33,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,33,0.8787878787878788,9.478654179141495,312.7955879116693,0.0,0,28.276995530306053
V7_S1+g_J_btc_eth_adx_either_strong+g_L_SOL_grandparent_adx_strong,32,14,0.7142857142857143,2.4026500380336353,33.637100532470896,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,32,0.875,9.5389621039703,305.2467873270496,0.0,0,28.276995530306053
V7_S1+g_J_btc_eth_adx_either_strong+g_L_BTC_grandparent_adx_strong,33,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,15,1.0,14.653818291472653,219.8072743720898,33,0.8787878787878788,9.478654179141495,312.7955879116693,0.0,0,28.276995530306053
V6+g_J_btc_eth_vol_both_low+g_L_ETH_grandparent_trend_with,57,28,0.6785714285714286,2.511865670725787,70.33223878032204,12,0.5833333333333334,-2.6718218065833526,-32.06186167900023,17,1.0,14.650225861789542,249.05383965042222,57,0.7543859649122807,5.040775732486737,287.324216751744,0.0,0,30.940835899502275
V7_S1_ADX_VOLLOW_TOD_european_morning,44,16,0.6875,1.011618819818164,16.185901117090623,6,0.8333333333333334,10.259707214617386,61.558243287704315,22,0.9545454545454546,13.994496007528813,307.8789121656339,44,0.8409090909090909,8.764160376600655,385.6230565704288,25.0,1,14.482469286342493
V7_S5_SLOPE_STR+g_L_SOL_grandparent_adx_strong,66,43,0.6511627906976745,1.5947417869186424,68.57389683750162,7,0.8571428571428571,8.257072134972734,57.799504944809144,16,0.9375,12.965356519605091,207.44570431368146,66,0.7424242424242424,5.05786524387867,333.8191060959922,25.0,1,12.637023638679674
V7_S5_SLOPE_STR+g_L_BTC_grandparent_adx_strong,64,41,0.6341463414634146,0.9819333454699487,40.2592671642679,7,0.8571428571428571,8.257072134972734,57.799504944809144,16,0.9375,12.965356519605091,207.44570431368146,64,0.734375,4.773507444105602,305.5044764227585,25.0,1,12.637023638679674
V7_S5_SLOPE_STR+g_L_ETH_grandparent_adx_strong,57,34,0.7058823529411765,4.382843730862255,149.01668684931667,7,0.8571428571428571,8.257072134972734,57.799504944809144,16,0.9375,12.965356519605091,207.44570431368146,57,0.7894736842105263,7.267752563294865,414.2618961078073,25.0,1,12.637023638679674
V6+g_J_btc_eth_vol_both_low+g_L_BTC_grandparent_slope_with,69,33,0.6363636363636364,0.5995476296942626,19.785071779910666,16,0.5625,-3.6114598708609273,-57.78335793377484,20,0.95,12.876570924996741,257.53141849993483,69,0.7101449275362319,3.181639599218416,219.5331323460707,25.0,1,24.13166942965673
V6+g_L_15m_1h_btc_align_with,49,29,0.6896551724137931,2.732669361360958,79.24741147946779,5,0.6,-2.38760373012976,-11.9380186506488,15,0.9333333333333333,12.629028958235695,189.43543437353543,49,0.7551020408163265,5.239690351068457,256.74482720235443,25.0,1,12.41438930310932
V6+g_J_btc_eth_vol_both_low+g_L_ETH_grandparent_slope_with,66,34,0.6764705882352942,1.8110540967120181,61.57583928820861,13,0.5384615384615384,-4.38937397530771,-57.06186167900023,19,0.9473684210526315,12.39911847558705,235.58325103615394,66,0.7272727272727273,3.6378367976570045,240.0972286453623,25.0,1,21.660276257932914
V6+g_J_btc_eth_adx_either_strong+g_L_BTC_grandparent_slope_with,67,38,0.6578947368421053,1.143379132491368,43.44840703467199,7,0.7142857142857143,4.7993757493098865,33.595630245169204,22,0.9090909090909091,12.185584082339089,268.08284981145994,67,0.746268656716418,5.1511475685268815,345.12688709130106,50.0,2,61.20427716670623
V6+g_J_btc_eth_adx_either_strong+g_L_BTC_grandparent_trend_with,66,37,0.6486486486486487,0.6040272051967663,22.349006592280354,7,0.7142857142857143,4.7993757493098865,33.595630245169204,22,0.9090909090909091,12.185584082339089,268.08284981145994,66,0.7424242424242424,4.909507373468325,324.0274866489095,50.0,2,61.20427716670623
V7_S1_ADX_VOLLOW+g_J_btc_eth_tr_stack_unan_with,31,12,0.6666666666666666,1.0274698886000795,12.329638663200953,3,1.0,17.26747080749631,51.80241242248893,16,0.9375,12.175454648255613,194.8072743720898,31,0.8387096774193549,8.352881466379989,258.93932545777966,25.0,1,12.990103990671106
V7_BASE_S1_ADX_VOLLOW,34,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,16,0.9375,12.175454648255613,194.8072743720898,34,0.8529411764705882,8.464576115049098,287.7955879116693,25.0,1,12.990103990671106
V7_S1_ADX_VOLLOW+g_J_btc_eth_adx_either_strong,34,15,0.7333333333333333,2.745726741139373,41.185901117090594,3,1.0,17.26747080749631,51.80241242248893,16,0.9375,12.175454648255613,194.8072743720898,34,0.8529411764705882,8.464576115049098,287.7955879116693,25.0,1,12.990103990671106
V6+g_J_btc_eth_tr_stack_unan_with+g_L_SOL_grandparent_slope_with,73,33,0.5454545454545454,-2.948367132053609,-97.2961153577691,15,0.6,-1.2945181343520105,-19.417772015280157,25,0.88,11.26930662010531,281.73266550263276,73,0.6712328767123288,2.26053120725457,165.01877812958358,50.0,2,14.806004296572715
V6+g_J_btc_eth_tr_stack_unan_with+g_L_SOL_grandparent_trend_with,61,30,0.6,-0.7432038452589698,-22.296115357769093,7,0.7142857142857143,5.167393824174092,36.171756769218646,24,0.875,11.258468921537547,270.2032541169011,61,0.7213114754098361,4.657031074235256,284.07889552835064,50.0,2,16.236405441803132
V6+g_J_btc_eth_tr_stack_unan_with+g_L_ETH_grandparent_adx_strong,83,36,0.5833333333333334,-0.6837935580547664,-24.61656808997159,17,0.5882352941176471,-1.2671995131469709,-21.542391723498504,30,0.9,11.126883104255468,333.80649312766406,83,0.6987951807228916,3.4656329314963124,287.64753331419394,50.0,2,30.0724897549512
V6+g_J_btc_eth_tr_stack_unan_with+g_L_BTC_grandparent_adx_strong,87,42,0.5238095238095238,-3.4072359691542196,-143.10391070447722,15,0.5333333333333333,-3.531054386769262,-52.96581580153893,30,0.9,11.126883104255468,333.80649312766406,87,0.6551724137931034,1.5831812255361832,137.73676662164794,50.0,2,30.0724897549512
V7_BASE_S5_SLOPE_STR,80,52,0.6923076923076923,3.3179881228164327,172.5353823864545,10,0.8,6.413705256234806,64.13705256234806,18,0.8888888888888888,10.776395316634066,193.97511569941318,80,0.75,5.383094383102696,430.64755064821566,38.47058861426828,1,9.920032825675657
V7_BASE_S3_XADX_ETHVOLLOW,46,19,0.6842105263157895,3.2274021690331147,61.32064121162918,5,0.8,6.655153821671479,33.275769108357395,22,0.9090909090909091,10.671916365774187,234.7821600470321,46,0.8043478260869565,7.160403703630841,329.3785703670187,25.0,1,21.128450877636446
V7_S3_XADX_ETHVOLLOW+g_J_btc_eth_adx_both_strong,46,19,0.6842105263157895,3.2274021690331147,61.32064121162918,5,0.8,6.655153821671479,33.275769108357395,22,0.9090909090909091,10.671916365774187,234.7821600470321,46,0.8043478260869565,7.160403703630841,329.3785703670187,25.0,1,21.128450877636446
