sleeve_id,asset,tf,gate,base_n,base_wr,base_dpt,base_sum,gated_n,gated_wr,gated_dpt,gated_sum,dpt_lift,wr_lift,n_retained_pct
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_as_stable,733,0.73806275579809,0.6234857565326479,457.01505953843093,44,0.8409090909090909,11.303678420328534,497.3618504944555,10.680192663795886,0.10284633511100094,6.002728512960437
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_as_norm_lt_05,733,0.73806275579809,0.6234857565326479,457.01505953843093,10,0.8,5.306858963166938,53.06858963166938,4.683373206634291,0.06193724420191005,1.364256480218281
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_as_unstable_skip,733,0.73806275579809,0.6234857565326479,457.01505953843093,162,0.7654320987654321,1.423051913110758,230.53440992394277,0.79956615657811,0.02736934296734206,22.10095497953615
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_as_norm_lt_15,733,0.73806275579809,0.6234857565326479,457.01505953843093,125,0.736,1.9479851476856593,243.4981434607074,1.3244993911530114,-0.00206275579809001,17.053206002728512
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_hy_cb_with_dir,733,0.73806275579809,0.6234857565326479,457.01505953843093,502,0.8147410358565738,2.491494687417106,1250.730333083387,1.8680089308844579,0.07667828005848376,68.4856753069577
01_btc_5m_s6_hybrid_v2_sms,BTC,5m,g_as_stable_AND_hy_with,733,0.73806275579809,0.6234857565326479,457.01505953843093,33,0.9696969696969697,17.834451159633794,588.5368882679152,17.210965403101145,0.23163421389887973,4.502046384720328
02_btc_5m_s6_hybrid_v1,BTC,5m,g_as_stable,2764,0.7778581765557163,5.102450613980161,14103.173497041165,239,0.7824267782426778,3.7094260838878808,886.5528340492035,-1.3930245300922803,0.004568601686961493,8.646888567293777
02_btc_5m_s6_hybrid_v1,BTC,5m,g_as_norm_lt_05,2764,0.7778581765557163,5.102450613980161,14103.173497041165,74,0.8243243243243243,4.702566529303455,347.9899231684557,-0.3998840846767058,0.046466147768608024,2.677279305354559
02_btc_5m_s6_hybrid_v1,BTC,5m,g_as_unstable_skip,2764,0.7778581765557163,5.102450613980161,14103.173497041165,733,0.747612551159618,0.09674745983931346,70.91588806221677,-5.005703154140847,-0.03024562539609832,26.519536903039075
02_btc_5m_s6_hybrid_v1,BTC,5m,g_as_norm_lt_15,2764,0.7778581765557163,5.102450613980161,14103.173497041165,585,0.7487179487179487,0.25121377148589263,146.9600563192472,-4.851236842494268,-0.029140227837767596,21.164978292329955
02_btc_5m_s6_hybrid_v1,BTC,5m,g_hy_cb_with_dir,2764,0.7778581765557163,5.102450613980161,14103.173497041165,1895,0.8311345646437994,2.468453392844316,4677.719179439979,-2.633997221135845,0.053276388088083104,68.56005788712012
02_btc_5m_s6_hybrid_v1,BTC,5m,g_as_stable_AND_hy_with,2764,0.7778581765557163,5.102450613980161,14103.173497041165,178,0.8370786516853933,3.6684574521958826,652.9854264908671,-1.4339931617842785,0.059220475129676986,6.439942112879884
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_as_stable,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,74,0.6486486486486487,-3.4566419421467387,-255.79150371885865,-4.480051564003605,-0.1268211832010051,7.319485657764589
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_as_norm_lt_05,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,19,0.42105263157894735,-10.102735791193869,-191.9519800326835,-11.126145413050736,-0.35441720027070645,1.8793273986152326
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_as_unstable_skip,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,196,0.8163265306122449,0.06278369284446736,12.305603797515602,-0.9606259290123991,0.040856698762591126,19.386745796241346
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_as_norm_lt_15,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,125,0.768,-0.6010742070245652,-75.13427587807064,-1.6244838288814316,-0.007469831849653774,12.363996043521267
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_hy_cb_with_dir,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,707,0.7892503536067893,-0.399306706608721,-282.3098415723657,-1.4227163284655875,0.013780521757135511,69.93076162215628
03_eth_5m_s6_hybrid_v2_sms,ETH,5m,g_as_stable_AND_hy_with,1011,0.7754698318496538,1.0234096218568665,1034.667127697292,37,0.6216216216216216,-3.901759480819016,-144.3651007903036,-4.925169102675882,-0.1538482102280322,3.6597428288822944
04_eth_5m_s6_hybrid_v1,ETH,5m,g_as_stable,3531,0.7604078164825828,1.5727469669058187,5553.369540144446,378,0.6322751322751323,-3.7148768907517593,-1404.223464704165,-5.287623857657578,-0.1281326842074505,10.70518266779949
