sleeve_id,gate,split,n,wr,dpt,sum,dpt_ci95_lo,dpt_ci95_hi
08_sol_5m_s6_hybrid_v1,g_as_norm_lt_05,val,67,0.7910447761194029,-0.6847804309560818,-45.88028887405748,-3.920783280969071,2.7285631700871047
08_sol_5m_s6_hybrid_v1,g_as_norm_lt_05,lockbox,49,0.673469387755102,-1.3225550281315757,-64.8051963784472,-5.368332227074636,3.7177699824543766
08_sol_5m_s6_hybrid_v1,g_as_unstable_skip,train,1206,0.7976782752902156,-0.04364135380960107,-52.631472694378886,-1.1022083716152395,0.8951185970941069
08_sol_5m_s6_hybrid_v1,g_as_unstable_skip,val,911,0.7958287596048299,-0.17163255408806857,-156.35725677423048,-1.018810560158067,0.6193127660043957
08_sol_5m_s6_hybrid_v1,g_as_unstable_skip,lockbox,671,0.7108792846497765,0.3141644343713959,210.80433546320666,-1.070799406323941,1.7166640746390454
08_sol_5m_s6_hybrid_v1,g_as_norm_lt_15,train,989,0.7967644084934277,-0.4065104982531956,-402.03888277241043,-1.4650000456304346,0.33573645500558974
08_sol_5m_s6_hybrid_v1,g_as_norm_lt_15,val,789,0.8022813688212928,0.12858067851284663,101.450155346636,-0.7755830607561975,1.2370736380964495
08_sol_5m_s6_hybrid_v1,g_as_norm_lt_15,lockbox,594,0.7037037037037037,0.18332077893862922,108.89254268954576,-1.5606695725309758,1.9344415939263668
08_sol_5m_s6_hybrid_v1,g_hy_cb_with_dir,train,5476,0.7551132213294376,-0.29113208625905435,-1594.2393043545817,-0.7774172894445578,0.09990664840090885
08_sol_5m_s6_hybrid_v1,g_hy_cb_with_dir,val,667,0.7916041979010495,-0.25535976519913534,-170.32496338782326,-1.3326877563091952,0.7298968657343393
08_sol_5m_s6_hybrid_v1,g_hy_cb_with_dir,lockbox,2007,0.7090184354758345,0.3104731868227606,623.1196859532805,-0.4877331278843998,1.150054304045499
08_sol_5m_s6_hybrid_v1,g_as_stable_AND_hy_with,train,500,0.828,-0.5756299239230986,-287.81496196154933,-1.7167948433033995,0.4557395545226274
08_sol_5m_s6_hybrid_v1,g_as_stable_AND_hy_with,val,352,0.8011363636363636,0.06242172612801285,21.972447597060523,-1.387387614659115,1.615868941595923
08_sol_5m_s6_hybrid_v1,g_as_stable_AND_hy_with,lockbox,220,0.6454545454545455,-2.956366787951725,-650.4006933493795,-5.085110219303236,-0.28879623821560985
09_btc_5m_xa_down,none,train,16703,0.5853439501885889,-2.011327975218271,-33595.21117007078,-2.4582554127415817,-1.4234853147454871
09_btc_5m_xa_down,none,val,1335,0.7910112359550562,-0.5958340072377217,-795.4383996623585,-1.363887783803625,0.19994761420002524
09_btc_5m_xa_down,none,lockbox,8202,0.5649841502072666,-1.0187129832140454,-8355.4838883216,-1.75433472544174,-0.32012221989964496
09_btc_5m_xa_down,g_as_stable,train,1510,0.8350993377483443,0.8498493003365473,1283.2724435081864,-0.346838170078145,2.087001385130086
09_btc_5m_xa_down,g_as_stable,val,782,0.8324808184143222,-0.03432291167965198,-26.840516933487848,-1.0935718868410667,0.9248248735798891
