cell,pre_mint,mean_pnl,median_pnl,pct_pos,shares_sold_up,rem_up,saturated_pct,proj_per_day,n_universe
btc_5m,5,0.0702843521940279,0.08499299999999987,71.0,4.2332349,0.7667651000000001,52.0,20.449399614548117,6110
btc_5m,10,0.10995472219154583,0.16998599999999975,65.0,9.22872948,0.7712705200000002,56.99999999999999,31.991588218587854,6110
btc_5m,20,0.38345347232345417,0.3399719999999995,62.0,18.220378089999997,1.7796219100000008,74.0,111.56670075696691,6110
btc_5m,50,0.749149991255311,0.7154780544065886,69.0,46.075034290000005,3.9249657100000004,97.0,217.96697364618808,6110
btc_5m,100,1.2067336512631568,1.462572024728665,74.0,93.67355182000003,6.3264481799999945,100.0,351.10202901037565,6110
btc_5m,200,2.4656774718915573,2.427209353206692,76.0,189.73946676999995,10.260533229999998,100.0,717.3947311074959,6110
btc_5m,500,5.590646241884529,8.109949030747543,67.0,477.47904082,22.52095918000008,100.0,1626.6118351387843,6110
btc_15m,5,0.14293045273938781,0.08499299999999987,73.0,4.52278814,0.47721186000000004,38.0,13.85744770368541,2036
btc_15m,10,0.17715257203590973,0.16998599999999975,71.0,9.275107599999998,0.7248924,47.0,17.17536365071963,2036
btc_15m,20,0.3158901476416558,0.3399719999999995,65.0,18.55541481,1.4445851900000002,69.0,30.62630193325768,2036
btc_15m,50,0.7904391683205038,0.6290515489818951,68.0,46.92944581,3.07055419,89.0,76.63495936669266,2036
btc_15m,100,1.0980329249465455,1.1526960276176013,65.0,94.70891478000001,5.291085219999998,99.0,106.45690643767459,2036
btc_15m,200,1.6907121126542237,2.0168790535167886,71.0,191.30748136,8.692518639999996,100.0,163.9185648268571,2036
btc_15m,500,6.544860903399374,7.065642993296478,65.0,482.55490063,17.445099370000055,100.0,634.5398475867203,2036
eth_5m,5,0.011191380304459897,0.034972000000000225,64.0,4.24614333,0.7538566700000001,38.0,3.256158745726189,6110
eth_5m,10,0.0632463321824121,0.06988100000000053,57.99999999999999,9.10942232,0.8905776799999999,49.0,18.401670934977997,6110
eth_5m,20,0.1798391378914462,0.18783129999999915,63.0,18.64891585,1.3510841499999997,70.0,52.32462535793983,6110
eth_5m,50,0.3176804023737829,0.5666986208575153,69.0,47.71082821,2.289171790000001,93.0,92.42986945256256,6110
eth_5m,100,1.0575922192737073,1.2938591073747219,69.0,96.68103954,3.31896046,98.0,307.7089742743977,6110
eth_5m,200,3.500670519540327,3.138486087153183,72.0,195.27239945999997,4.727600539999994,100.0,1018.5284225900666,6110
eth_5m,500,13.669996239580305,16.286021545482697,72.0,492.35654552,7.643454480000032,100.0,3977.3179535159843,6110
eth_15m,5,0.03539676065949198,0.08499299999999987,61.0,4.6531137,0.3468863,30.0,3.4318002239393173,2036
eth_15m,10,0.1827643368473339,0.16998599999999975,64.0,9.67438271,0.32561729,35.0,17.71943761053199,2036
eth_15m,20,0.2968765560938873,0.2501234116500015,57.99999999999999,19.204875559999998,0.79512444,54.0,28.782888962245455,2036
eth_15m,50,0.3547896724700657,0.43677035165001854,53.0,48.221814419999994,1.7781855800000006,88.0,34.397703483288275,2036
eth_15m,100,0.3343549135584517,1.0675188484483087,61.0,97.05166910000001,2.9483309,99.0,32.41650495261941,2036
eth_15m,200,1.810223248209135,2.4829148539554353,63.0,195.60307727,4.396922730000003,100.0,175.5054539692285,2036
eth_15m,500,14.40525452316754,12.805178445616434,70.0,491.18361333999997,8.816386660000012,100.0,1396.6237242461482,2036
sol_5m,5,0.29069124962918613,0.18493700000000057,78.0,4.31137712,0.68862288,47.0,84.57731120163463,6110
sol_5m,10,0.45367241339345016,0.4560988411500002,79.0,9.14032861,0.85967139,60.0,131.99706884923717,6110
sol_5m,20,0.7055883373960091,0.7359383825709038,71.0,18.66944387,1.3305561300000002,85.0,205.29260673760075,6110
sol_5m,50,1.2949179988420898,1.5401784701438892,68.0,47.45045192999999,2.5495480699999997,96.0,376.75947490119853,6110
sol_5m,100,4.803786650172616,4.202988313318301,77.0,97.06041703000001,2.93958297,99.0,1397.673163454985,6110
sol_5m,200,11.784092230636896,12.587010323804378,75.0,195.51012665,4.489873350000005,100.0,3428.6096918662583,6110
sol_5m,500,17.685769719591587,12.119862443617649,56.99999999999999,402.56664114,97.43335886000001,100.0,5145.716808890696,6110
sol_15m,5,0.08873223164158407,0.09556690285000036,63.0,4.33241311,0.66758689,47.0,8.60280112486977,2036
sol_15m,10,0.23667949379897796,0.26994399999999885,69.0,9.1796534,0.8203466,53.0,22.946640446415195,2036
sol_15m,20,0.3410986821286558,0.36602960000000273,56.99999999999999,18.70678809,1.29321191,82.0,33.07032937209253,2036
sol_15m,50,0.5324628590265919,1.431976443071811,67.0,48.06675949999999,1.9332405,98.0,51.62354195134005,2036
sol_15m,100,1.0658793256940542,1.4984105948738105,56.99999999999999,97.68462468999998,2.315375309999999,100.0,103.33953843395686,2036
sol_15m,200,5.392998768387661,7.3443921575476026,71.0,196.85330269,3.146697310000003,100.0,522.8640710684418,2036
sol_15m,500,26.37168551231825,20.434813038173218,64.0,420.64712076999996,79.35287923000003,100.0,2556.7977001466647,2036
