sleeve_id,slug,direction,placed_fire_us,live_vwap,live_shares,live_outcome,live_won,live_pnl,canon_outcome,bt_vwap,bt_shares,bt_pnl,fill_status,book_dt_us
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779892200,UP,1779893040000000,0.5,10.0,Up,True,4.9,Up,,,,UNDERFILLED,10286000.0
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779893100,DOWN,1779893940000000,0.8217821782178217,6.084337349397591,Down,True,1.062650602409639,Down,0.821782169453292,6.084337414288699,1.062650666002925,OK,1259000.0
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779895800,DOWN,1779896640000000,0.5,10.0,Down,True,4.9,Down,,,,UNDERFILLED,474000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779895800,DOWN,1779896400000000,0.28,17.857142857142854,Down,True,12.599999999999996,Down,0.2800000011920929,17.857142781116526,12.599999925494195,OK,1531000.0
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779897600,DOWN,1779898440000000,0.9,5.555555555555555,Down,True,0.5444444444444443,Down,0.8999999761581421,5.5555557027275215,0.5444445886729711,OK,905000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779898500,DOWN,1779899100000000,0.99,5.05050505050505,Down,True,0.0494949494949489,Down,0.9900000095367432,5.050505001853162,0.049494901816099064,OK,623000.0
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779899400,UP,1779900240000000,0.98,5.1020408163265305,Up,True,0.1,Up,0.9800000190734862,5.102040717026833,0.09999990268629648,OK,126000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779899400,DOWN,1779900000000000,0.67,7.462686567164178,Up,False,-5.0,Up,0.6700000166893005,7.462686381273111,-5.0,OK,363000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779901200,DOWN,1779901800000000,0.98,5.1020408163265305,Down,True,0.1,Down,0.9800000190734862,5.102040717026833,0.09999990268629648,OK,1000000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779903900,DOWN,1779904500000000,0.55,9.09090909090909,Down,True,4.009090909090908,Down,0.550000011920929,9.090908893868948,4.009090715991569,OK,146000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779909600,UP,1779909660000000,0.6,8.333333333333334,Up,True,3.266666666666667,Up,0.6000000238418579,8.333333002196431,3.2666663421525026,OK,8000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779910200,UP,1779910260000000,0.65,7.692307692307692,Up,True,2.638461538461538,Up,0.6499999761581421,7.692307974459867,2.6384618149706696,OK,14000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779910800,UP,1779911070000000,0.01,500.0,Down,False,-5.0,Down,0.009999999776482582,500.0000111758711,-5.0,OK,2421000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779911100,DOWN,1779911370000000,0.95,5.2631578947368425,Down,True,0.2578947368421055,Down,0.9499999880790709,5.263157960780771,0.2578948015651556,OK,14000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779911100,DOWN,1779911190000000,0.54,9.25925925925926,Down,True,4.174074074074073,Down,0.5400000214576721,9.259258891329369,4.174073713502781,OK,576000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912300,UP,1779912450000000,0.93,5.376344086021505,Up,True,0.368817204301075,Up,0.9300000071525573,5.3763440446724635,0.36881716377901425,OK,22000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912300,UP,1779912480000000,0.92,5.434782608695652,Up,True,0.4260869565217395,Up,0.9200000166893004,5.434782510105741,0.42608685990362616,OK,32000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912300,UP,1779912390000000,0.72,6.944444444444445,Up,True,1.905555555555556,Up,0.7200000286102295,6.944444168497026,1.9055552851270854,OK,39000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912600,UP,1779912810000000,0.67,7.462686567164178,Up,True,2.413432835820895,Up,0.6700000166893005,7.462686381273111,2.4134326536476483,OK,24000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912600,UP,1779912840000000,0.65,7.692307692307692,Up,True,2.638461538461538,Up,0.6499999761581421,7.692307974459867,2.6384618149706696,OK,29129000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912600,UP,1779912750000000,0.59,8.474576271186441,Up,True,3.4050847457627125,Up,0.5899999737739562,8.474576647889183,3.405085114931399,OK,97000.0
poly_sniper_v5_btc_5m_q_parent15mslope_ts_imb5_v8,btc-updown-5m-1779912600,UP,1779912870000000,0.99,5.05050505050505,Up,True,0.0494949494949489,Up,0.6499999761581421,7.692307974459867,2.6384618149706696,OK,59129000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779913800,DOWN,1779914400000000,0.81,6.172839506172839,Down,True,1.1493827160493824,Down,0.5899999737739562,8.474576647889183,3.405085114931399,OK,49430000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779914700,DOWN,1779915300000000,0.49,10.20408163265306,Up,False,-5.0,Up,0.4900000095367431,10.204081434053666,-5.0,OK,102000.0
poly_sniper_v5_btc_15m_ema50_ema800_off600_down,btc-updown-15m-1779915600,DOWN,1779916200000000,0.98,5.1020408163265305,Down,True,0.1,Down,0.9800000190734862,5.102040717026833,0.09999990268629648,OK,699000.0
poly_sniper_v5_btc_15m_ema800_ribslp_hawkes_off840_v6,btc-updown-15m-1779916500,DOWN,1779917340000000,0.8700000000000001,5.747126436781609,Down,True,0.7321839080459763,Down,,,,NO_BOOK,
