n_log_rows,n_slugs_seen,n_posts,n_cancels,n_fills,n_takes,n_merges,n_slug_complete,fire_rate_pct,pat_fires_per_slug_over_all,pat_pair_cost_mean,pat_pair_cost_median,pat_pair_cost_max,pat_pair_cost_p99,pat_pair_cost_n,partial_fill_rate_pct,maker_bid_fills_per_slug_avg,merges_per_slug_avg,pnl_per_slug_full_universe_mean,pnl_per_slug_median,pnl_per_slug_sum,pnl_n_slugs_complete,pnl_per_slug_firing_only_mean,pnl_per_slug_firing_only_median,win_rate_firing_pct
9298,80,6286,1341,1268,43,280,80,47.5,0.537,0.9691,0.9725,0.9987,0.9975,43,2.33,15.85,3.5,6.0015,0.8413,480.12,80,12.8116,12.3132,89.47
