combo,symbol,n_trades,buy_hold_x,final_eq_x,win_rate,expectancy,profit_factor,sharpe,max_dd,outperform,median_hold_h,calmar,cagr
F5_n_of_m__E4_zcross,BTCUSDT,2985,2.670764124372448,0.08998273601642608,0.3685092127303183,-0.0007685351722026374,0.7531125290106065,-2.8111055609067876,-0.9121835401867366,0.03369175705007997,2.0,-0.6058751921456582,-0.5526693776827458
F5_n_of_m__E5_vol_scaled,BTCUSDT,842,2.670764124372448,1.4909214069881087,0.4845605700712589,0.0008076442529661326,1.0946123249030109,0.5169553286052759,-0.5441106651280393,0.5582377692520607,24.0,0.2623194045629762,0.14273078569275222
F7_top_trader__E0_24h_fixed,BTCUSDT,522,2.670764124372448,0.60969997211071,0.48659003831417624,-0.0006228494065558579,0.9294752922475532,-0.31705238260891555,-0.7143031607075491,0.22828671635462072,24.0,-0.2132853453980729,-0.15235039635044478
F7_top_trader__E1_48h_fixed,BTCUSDT,364,2.670764124372448,1.124405610755281,0.49725274725274726,0.0009240740688262832,1.0765638273149478,0.2948000513694071,-0.5811381221176003,0.421005209892687,48.0,0.06873935437916573,0.03994705931948461
F7_top_trader__E2_trail_5pct,BTCUSDT,246,2.670764124372448,2.1337269036410556,0.46747967479674796,0.004222848103642504,1.265765371210928,0.8214006628086358,-0.4705571420942048,0.7989200110071193,96.0,0.612264571734906,0.2881054670811096
F7_top_trader__E3_tp_or_24h,BTCUSDT,528,2.670764124372448,0.6059139059350922,0.48484848484848486,-0.0006173171667705156,0.9312083844557311,-0.3365329342689005,-0.7026818011945527,0.22686911974207544,24.0,-0.2193203435655021,-0.15411241405521514
F7_top_trader__E4_zcross,BTCUSDT,955,2.670764124372448,0.5494525583823859,0.36544502617801045,-0.0005820372307861558,0.826056046704351,-1.0885900985079686,-0.5120765842089244,0.2057285978077496,3.0,-0.35406023215366544,-0.1813059542854678
F7_top_trader__E5_vol_scaled,BTCUSDT,501,2.670764124372448,0.8537387025290457,0.48902195608782434,4.731113814285586e-05,1.0051945967260858,0.022882479162402918,-0.6691742686411468,0.3196608396593801,25.0,-0.07689123247178813,-0.05145363425422522
F8_ma200_lowvol__E0_24h_fixed,BTCUSDT,248,2.670764124372448,1.3552587760451806,0.4959677419354839,0.001510537758524225,1.198222527461917,0.5747094715402095,-0.28725825706268826,0.5074423322065654,24.0,0.3720917900318574,0.10688643907188711
F8_ma200_lowvol__E1_48h_fixed,BTCUSDT,142,2.670764124372448,1.529768216550883,0.5140845070422535,0.003521350594150436,1.3522802783100105,0.7301960183367148,-0.2584731223997059,0.5727829734534622,48.0,0.5903597515041141,0.15259212831038282
F8_ma200_lowvol__E2_trail_5pct,BTCUSDT,87,2.670764124372448,1.6066406502503086,0.5402298850574713,0.006567630876961717,1.4352692978455803,0.7643340690587023,-0.25766827309541895,0.6015659097666749,96.0,0.6660711885315842,0.17162541290754652
F8_ma200_lowvol__E3_tp_or_24h,BTCUSDT,251,2.670764124372448,1.2742915965186958,0.5059760956175299,0.0012140613402442575,1.1619822347681423,0.49421405690414727,-0.29581966078712535,0.4771262220013972,24.0,0.2851095167137339,0.084341000521438
F8_ma200_lowvol__E4_zcross,BTCUSDT,752,2.670764124372448,0.6280220910082158,0.3470744680851064,-0.0005884106915829339,0.7850042072075165,-1.20788917763644,-0.4680325574404147,0.2351469698417425,2.0,-0.3075101780928039,-0.1439247750917324
F8_ma200_lowvol__E5_vol_scaled,BTCUSDT,202,2.670764124372448,1.8045185454852741,0.49504950495049505,0.003306359531492956,1.416658371328283,0.9851160827604949,-0.20780583168198782,0.6756562771747144,30.5,1.0489515284020765,0.21797824475368577
F0_none__E0_24h_fixed,ETHUSDT,890,1.237723311546841,0.6306523835490122,0.4943820224719101,2.781993570685505e-05,1.0024424085516892,0.024852236731183332,-0.6642989046421244,0.5095261418005098,24.0,-0.214644148600781,-0.14258787280334018
F0_none__E1_48h_fixed,ETHUSDT,489,1.237723311546841,0.8835559777392727,0.4785276073619632,0.0009543767041273503,1.0567948994807335,0.24731831708460048,-0.7186663128238784,0.713855810500209,48.0,-0.05631366816795119,-0.040470736263848894
F0_none__E2_trail_5pct,ETHUSDT,363,1.237723311546841,1.7800961890509328,0.4380165289256198,0.0030334162331145994,1.1567808886445028,0.617682285386087,-0.5926947970274562,1.4382020379225653,80.0,0.35802151490482087,0.2121974891079752
F0_none__E3_tp_or_24h,ETHUSDT,936,1.237723311546841,0.49489279639845146,0.49145299145299143,-0.00023875283425451384,0.9795294389181816,-0.10376229432497776,-0.710023148189259,0.3998412179697583,24.0,-0.29466078844001015,-0.20921598065610525
F0_none__E4_zcross,ETHUSDT,2767,1.237723311546841,0.1488462731645013,0.375858330321648,-0.0006244946638910247,0.8406926802675138,-1.7048272779117148,-0.8655417896903065,0.12025811566761326,2.0,-0.5434839507733998,-0.4704080714203669
F0_none__E5_vol_scaled,ETHUSDT,1034,1.237723311546841,0.8144742881794339,0.48452611218568664,0.00025436187287347845,1.024303459460728,0.15905116950236933,-0.6527425383860628,0.6580422947367349,18.0,-0.10139922929431498,-0.06618759031996158
F1_ma200__E0_24h_fixed,ETHUSDT,386,1.237723311546841,0.7736360626152682,0.4896373056994819,-0.0001045210488126382,0.9914365067169347,-0.028187312013493303,-0.5179411710875466,0.6250476624282199,24.0,-0.15847485766742178,-0.0820806533681967
F1_ma200__E1_48h_fixed,ETHUSDT,216,1.237723311546841,0.900962398695891,0.49074074074074076,0.0008079751286287122,1.0448425891525228,0.12644179287867563,-0.5675126870349572,0.7279190674448202,48.0,-0.06026946611024507,-0.03420368665838747
F1_ma200__E2_trail_5pct,ETHUSDT,163,1.237723311546841,1.363723290007626,0.4662576687116564,0.003442362662402997,1.1633370607149418,0.4545873313504626,-0.4108463723299095,1.101799794255565,76.0,0.2654726703418855,0.1090684835626976
F1_ma200__E3_tp_or_24h,ETHUSDT,408,1.237723311546841,0.8472132064472391,0.4950980392156863,0.0001166922142629265,1.009627739162872,0.04965847318287028,-0.4791369866891856,0.684493213098198,24.0,-0.11233926865989796,-0.05382589867257037
F1_ma200__E4_zcross,ETHUSDT,1213,1.237723311546841,0.42571058680492446,0.3759274525968673,-0.0006396841035629221,0.8432346839656769,-1.180802778988669,-0.6158795242469102,0.34394648855154386,2.0,-0.4026281692320416,-0.2479704453150342
F1_ma200__E5_vol_scaled,ETHUSDT,452,1.237723311546841,1.4161882911823602,0.5132743362831859,0.001205697112714209,1.118712934959453,0.4925418697196883,-0.36324338484692625,1.1441881056699847,18.0,0.33896875272659877,0.12312815709775049
F2_ma50_up__E0_24h_fixed,ETHUSDT,438,1.237723311546841,1.1419399592435084,0.4840182648401826,0.0007553295331095614,1.0710145072459554,0.3062820769825569,-0.4405645780015391,0.9226132759965331,24.0,0.10279365336517814,0.045287242516066195
F2_ma50_up__E1_48h_fixed,ETHUSDT,247,1.237723311546841,1.7849178817008466,0.4979757085020243,0.0034283972556672514,1.2278651861628205,0.6684252442854767,-0.5120638126347924,1.4420976522371152,48.0,0.41653439778882123,0.21329219182528103
F2_ma50_up__E2_trail_5pct,ETHUSDT,177,1.237723311546841,2.23724138979652,0.480225988700565,0.006061474654613991,1.3270485741403812,0.8467080033738924,-0.43403765171094366,1.8075456517018609,96.0,0.7102541908213181,0.3082770611019414
F2_ma50_up__E3_tp_or_24h,ETHUSDT,461,1.237723311546841,1.4076676152027614,0.49023861171366595,0.0011736625541534488,1.1116243391399436,0.4860576532101118,-0.46664497257855025,1.1373039532102964,24.0,0.25901629689535305,0.12086865276212966
F2_ma50_up__E4_zcross,ETHUSDT,1362,1.237723311546841,0.4623606055065595,0.37151248164464024,-0.000512117903908894,0.8660446139856924,-1.008951799571871,-0.5548886285513731,0.37355732189347374,2.0,-0.40901385853246236,-0.22695713901958336
F2_ma50_up__E5_vol_scaled,ETHUSDT,491,1.237723311546841,1.4000978132158683,0.4847250509164969,0.0010652108130633792,1.1080667325560816,0.4818930169025716,-0.4321510913811595,1.1311880451424159,19.0,0.27502798398770006,0.11885364344064464
F3_low_vol__E0_24h_fixed,ETHUSDT,426,1.237723311546841,1.1015897097473133,0.5046948356807511,0.0008140890276111942,1.0749567047303232,0.2816781608729264,-0.5428530480274876,0.8900128966389144,24.0,0.06044721314663137,0.03281395390141606
F3_low_vol__E1_48h_fixed,ETHUSDT,240,1.237723311546841,1.8077611981587884,0.5,0.003788502102917963,1.2447642437280257,0.6640765988244073,-0.49494781792272213,1.4605535674201244,48.0,0.4413634233272022,0.2184518632867014
