combo,symbol,n_trades,win_rate,expectancy,profit_factor,sharpe,max_dd,buy_hold_x,final_eq_x,outperform,median_hold_h,calmar
X_none__S_flat__E_24h__R_none,SOLUSDT,169,0.4911242603550296,0.0030052273931785124,1.2120350362664174,0.5609201596269783,-0.3312404009326157,4.892586106246352,1.445909757025795,0.29553077362906416,24.0,0.41702825781611197
X_none__S_flat__E_24h__R_3loss_pause,SOLUSDT,14,0.5,0.0077001017131077465,1.6434653667712096,0.4629362050360816,-0.15030203017700094,4.892586106246352,1.1040363905091874,0.22565497398189213,24.0,0.23512824361323778
X_none__S_flat__E_24h__R_dd_pause,SOLUSDT,12,0.5833333333333334,0.012756011685198571,2.2520021715058496,0.6770485211140559,-0.12268272131056634,4.892586106246352,1.1559174959318488,0.2362589989895307,24.0,0.42515332851220283
X_none__S_flat__E_volscaled__R_none,SOLUSDT,229,0.48034934497816595,0.0015412712641071304,1.1340238770696018,0.4057862034898806,-0.34800602467051533,4.892586106246352,1.251961750317815,0.2558895690603051,15.0,0.2357566839491049
X_none__S_flat__E_volscaled__R_3loss_pause,SOLUSDT,20,0.5,-0.0008469270287585973,0.939977958281788,-0.10306422697432331,-0.14214841376114037,4.892586106246352,0.9721944423256382,0.19870768162555996,12.0,-0.06926942687658044
X_none__S_flat__E_volscaled__R_dd_pause,SOLUSDT,15,0.5333333333333333,-0.0013704519684025454,0.9140913381233374,-0.11591796838677472,-0.1390144962216891,4.892586106246352,0.9695437942829901,0.198165913328572,12.0,-0.07765152060897183
X_none__S_flat__E_tp_3__R_none,SOLUSDT,207,0.5603864734299517,0.0026734533182791046,1.2011058854424506,0.6322123992676554,-0.32932629465136243,4.892586106246352,1.5280355820164528,0.31231654360985367,24.0,0.48710111017137564
X_none__S_flat__E_tp_3__R_3loss_pause,SOLUSDT,17,0.5882352941176471,0.009658217132384884,2.0677228148398408,0.6465759942732932,-0.14004799914378194,4.892586106246352,1.1677618524099431,0.23867987748218977,24.0,0.39936041601924077
X_none__S_flat__E_tp_3__R_dd_pause,SOLUSDT,13,0.6923076923076923,0.01312332772124621,2.460117674792948,0.718360983050378,-0.14004799914378194,4.892586106246352,1.1762797292380012,0.2404208538580952,21.0,0.4186134800290808
X_none__S_flat__E_tp_5__R_none,SOLUSDT,184,0.5217391304347826,0.0029991608504466895,1.2188001433611306,0.6229104251029187,-0.3285705582583565,4.892586106246352,1.5232119418399752,0.3113306355293971,24.0,0.48430530770238894
X_none__S_flat__E_tp_5__R_3loss_pause,SOLUSDT,15,0.4,0.0062916359814041995,1.4319430269583473,0.3978461903172023,-0.14216450067521777,4.892586106246352,1.085372221426903,0.2218401879613751,24.0,0.2051454511449009
X_none__S_flat__E_tp_5__R_dd_pause,SOLUSDT,11,0.45454545454545453,0.01127657671029671,1.888828273350848,0.5695212914456779,-0.14004799914378188,4.892586106246352,1.1207477884766974,0.22907063138773207,24.0,0.29141934699567684
X_none__S_flat__E_tp_7__R_none,SOLUSDT,174,0.4942528735632184,0.0028622766696806577,1.1978144880426809,0.5501136267862422,-0.3461652244483533,4.892586106246352,1.4309602909260812,0.2924752390354823,24.0,0.38707944991718657
X_none__S_flat__E_tp_7__R_3loss_pause,SOLUSDT,14,0.42857142857142855,0.00547209280312301,1.4210051777186192,0.34672760112445394,-0.15030203017700083,4.892586106246352,1.0696575214426054,0.21862824653754717,24.0,0.15908522612582782
X_none__S_flat__E_tp_7__R_dd_pause,SOLUSDT,12,0.5,0.010156667956883046,1.8916078954706697,0.575010182436958,-0.1226827213105665,4.892586106246352,1.1199230879702737,0.2289020701220712,24.0,0.3304775140673563
X_none__S_flat__E_trail_3__R_none,SOLUSDT,135,0.34814814814814815,0.0022325599667968763,1.1334930535733314,0.32034245116322096,-0.30845993611150685,4.892586106246352,1.1600085817599992,0.23709517963905005,20.0,0.17332620715823874
X_none__S_flat__E_trail_3__R_3loss_pause,SOLUSDT,10,0.4,0.003231240778292832,1.1779253112645711,0.14305541529439764,-0.13714351458914464,4.892586106246352,1.0230257922534851,0.20909714617947975,22.0,0.058480671667096154
X_none__S_flat__E_trail_3__R_dd_pause,SOLUSDT,9,0.4444444444444444,0.005440804013359744,1.2968579283206267,0.22244691371551628,-0.12252939224596679,4.892586106246352,1.040352687677004,0.21263860565454093,22.0,0.11408311505069708
X_none__S_flat__E_trail_5__R_none,SOLUSDT,85,0.36470588235294116,0.008939964943655081,1.3872082828640915,0.7076479510698795,-0.37559126686578775,4.892586106246352,1.7221480310165498,0.351991358684089,46.0,0.5595117044448655
X_none__S_flat__E_trail_5__R_3loss_pause,SOLUSDT,13,0.5384615384615384,0.027100197461659516,2.8519759809321417,0.7611179079061644,-0.13889881947918659,4.892586106246352,1.3588555614312585,0.277737689623165,67.0,0.8178983270187554
X_none__S_flat__E_trail_5__R_dd_pause,SOLUSDT,5,0.6,0.07737882391454584,5.123059151168615,0.9615224316005444,-0.10332502068893,4.892586106246352,1.4104433593654133,0.28828176525390203,67.0,1.2413381965009789
X_none__S_flat__E_trail_7__R_none,SOLUSDT,66,0.4393939393939394,0.017519186837756703,1.6414613425837439,1.0407747376906396,-0.3747772001334618,4.892586106246352,2.4768898348353456,0.5062537032660717,94.5,0.9999292694500848
X_none__S_flat__E_trail_7__R_3loss_pause,SOLUSDT,11,0.5454545454545454,0.03679694484818023,2.627265676313603,0.7999389936158545,-0.18230998192171466,4.892586106246352,1.4088860855797085,0.28796347268798955,88.0,0.701135551845891
X_none__S_flat__E_trail_7__R_dd_pause,SOLUSDT,5,0.6,0.06968370572326257,3.428755469512486,0.7857255227115292,-0.1575216842919422,4.892586106246352,1.34287016985921,0.27447042130638666,88.0,0.6919078029733845
X_none__S_flat__E_tp5_trail3__R_none,SOLUSDT,178,0.38202247191011235,0.0009389164664967366,1.0596439121174608,0.20388409923675932,-0.3458320390479484,4.892586106246352,1.0422931511415208,0.21303521869770015,16.5,0.04233786521390312
X_none__S_flat__E_tp5_trail3__R_3loss_pause,SOLUSDT,15,0.4,0.003672867706595553,1.2026161128917578,0.22606038952236537,-0.11884547383282756,4.892586106246352,1.0427692149916237,0.21313252180893105,17.0,0.12456837598907824
X_none__S_flat__E_tp5_trail3__R_dd_pause,SOLUSDT,15,0.4,0.003672867706595553,1.2026161128917578,0.22606038952236537,-0.11884547383282756,4.892586106246352,1.0427692149916237,0.21313252180893105,17.0,0.12456837598907824
X_none__S_flat__E_tp7_trail5__R_none,SOLUSDT,103,0.4174757281553398,0.005357271160258037,1.2468078834818375,0.5846402336646687,-0.34393347952871706,4.892586106246352,1.4962234272142942,0.3058144291633559,38.0,0.4415965958291568
X_none__S_flat__E_tp7_trail5__R_3loss_pause,SOLUSDT,16,0.5625,0.011483575942350454,1.7939434416696476,0.5267430589333759,-0.1388988194791864,4.892586106246352,1.17974174145445,0.24112845759592802,39.0,0.42994077152076354
X_none__S_flat__E_tp7_trail5__R_dd_pause,SOLUSDT,7,0.7142857142857143,0.02935975914922966,3.190170701974381,0.75430823241212,-0.1034007548658041,4.892586106246352,1.212684232269907,0.24786160241956215,27.0,0.6770668883887363
X_none__S_flat__E_atr_stop__R_none,SOLUSDT,136,0.35294117647058826,0.0023571050225641476,1.1233439943973318,0.3221693405894712,-0.35808312523341584,4.892586106246352,1.1612100274200112,0.23734074417974932,33.0,0.15037551203876662
X_none__S_flat__E_atr_stop__R_3loss_pause,SOLUSDT,11,0.36363636363636365,0.002774163630690886,1.1409564442975528,0.11899400858037841,-0.14537908450615566,4.892586106246352,1.0187510763279384,0.20822343321199838,21.0,0.044987333667539486
X_none__S_flat__E_atr_stop__R_dd_pause,SOLUSDT,7,0.42857142857142855,0.007869951252665201,1.3480237479842074,0.23544817745659063,-0.12312000114257277,4.892586106246352,1.0452850222255996,0.213646729873816,38.0,0.12721613658672273
X_none__S_volscale__E_24h__R_none,SOLUSDT,169,0.4911242603550296,0.0014332945679210887,1.1464066290993769,0.3894489877803918,-0.25450614710458125,4.892586106246352,1.1936603426206933,0.24397329279432614,24.0,0.2518162784532973
X_none__S_volscale__E_24h__R_3loss_pause,SOLUSDT,14,0.5,0.003883049709429174,1.6489805196249152,0.4648400499158946,-0.07766067146094785,4.892586106246352,1.0535171248654671,0.21532929661073202,24.0,0.2377333812941026
X_none__S_volscale__E_24h__R_dd_pause,SOLUSDT,67,0.43283582089552236,0.0031396046024199068,1.429789810876381,0.6859545101682831,-0.1050478198343009,4.892586106246352,1.2116957296943536,0.24765956150416746,24.0,0.6635367186655029
X_none__S_volscale__E_volscaled__R_none,SOLUSDT,229,0.48034934497816595,0.0007702701262155252,1.0992531092202726,0.2945888991667731,-0.27728344752440265,4.892586106246352,1.1229739492325483,0.22952563835286424,15.0,0.14980225392354762
X_none__S_volscale__E_volscaled__R_3loss_pause,SOLUSDT,20,0.5,-0.0004302334421739827,0.9390768438705611,-0.09461873994692693,-0.07246530033279659,4.892586106246352,0.9886744602402358,0.20207604705781215,12.0,-0.05504553785580457
X_none__S_volscale__E_volscaled__R_dd_pause,SOLUSDT,55,0.45454545454545453,0.0014367460179204872,1.22348731061556,0.3415392222795567,-0.11761337590627753,4.892586106246352,1.070303163266188,0.2187602098407087,13.0,0.20514384142803863
X_none__S_volscale__E_tp_3__R_none,SOLUSDT,188,0.5106382978723404,0.0015771396195993917,1.165285595377514,0.4804657562461041,-0.23546918669537384,4.892586106246352,1.2619206651723516,0.2579250804725257,24.0,0.36122486307205026
X_none__S_volscale__E_tp_3__R_3loss_pause,SOLUSDT,15,0.4,0.0031468086508463183,1.44514188128748,0.3934425511621704,-0.08244281491840476,4.892586106246352,1.0450443706141668,0.2135975428781849,24.0,0.18898908217744684
X_none__S_volscale__E_tp_3__R_dd_pause,SOLUSDT,30,0.43333333333333335,0.0008883725845910339,1.103692974254599,0.15893348807852753,-0.10815858710934158,4.892586106246352,1.0198588037571517,0.2084498426006444,24.0,0.06401831294457132
X_none__S_volscale__E_tp_5__R_none,SOLUSDT,172,0.5058139534883721,0.001474036608987233,1.1487193704055527,0.41247330240818336,-0.25208601546694637,4.892586106246352,1.2079241003944214,0.2468886748568958,24.0,0.27186558174940095
X_none__S_volscale__E_tp_5__R_3loss_pause,SOLUSDT,14,0.5,0.003883049709429174,1.6489805196249152,0.4648400499158946,-0.07766067146094785,4.892586106246352,1.0535171248654671,0.21532929661073202,24.0,0.2377333812941026
X_none__S_volscale__E_tp_5__R_dd_pause,SOLUSDT,68,0.47058823529411764,0.004514004470089187,1.666410010810206,0.9978194597327992,-0.10504781983430092,4.892586106246352,1.3345832048285733,0.27277664119691514,24.0,1.0146252930930186
X_none__S_volscale__E_tp_7__R_none,SOLUSDT,169,0.4911242603550296,0.0014237989533739449,1.1454366812964694,0.3890895039100094,-0.24950317136367403,4.892586106246352,1.192077790255907,0.24364983351728534,24.0,0.2548806565697106
X_none__S_volscale__E_tp_7__R_3loss_pause,SOLUSDT,14,0.5,0.003883049709429174,1.6489805196249152,0.4648400499158946,-0.07766067146094785,4.892586106246352,1.0535171248654671,0.21532929661073202,24.0,0.2377333812941026
X_none__S_volscale__E_tp_7__R_dd_pause,SOLUSDT,67,0.43283582089552236,0.003397034201766021,1.4650301142991977,0.7181135787102957,-0.10504781983430068,4.892586106246352,1.2309665965804932,0.2515983510252219,24.0,0.7200754212531936
X_none__S_volscale__E_trail_3__R_none,SOLUSDT,95,0.3263157894736842,0.003843191774586484,1.2512049967533434,0.5113882324098473,-0.28717786317871513,4.892586106246352,1.3087605035455965,0.2674987164507346,38.0,0.3448148492062589
X_none__S_volscale__E_trail_3__R_3loss_pause,SOLUSDT,13,0.46153846153846156,0.011920973168657312,2.19513710709823,0.6330867686457512,-0.0885147686020124,4.892586106246352,1.1524473147701946,0.23554972559376483,68.0,0.5767340995701732
X_none__S_volscale__E_trail_3__R_dd_pause,SOLUSDT,30,0.43333333333333335,0.012855647881173268,2.2703118735205248,1.0301723736115973,-0.11404781049364074,4.892586106246352,1.4283738844746912,0.2919466011341303,69.5,1.1685782361918728
X_none__S_volscale__E_trail_5__R_none,SOLUSDT,63,0.42857142857142855,0.00883286147474044,1.4424286178727632,0.7497530812543451,-0.2825681896208458,4.892586106246352,1.5604935280530348,0.3189506518977268,94.0,0.5981061061171223
X_none__S_volscale__E_trail_5__R_3loss_pause,SOLUSDT,9,0.5555555555555556,0.027570586018575722,4.100280578671478,0.9876983403407207,-0.1057536062083193,4.892586106246352,1.2619524383388006,0.25793157461810823,96.0,0.8043878070529406
X_none__S_volscale__E_trail_5__R_dd_pause,SOLUSDT,21,0.5238095238095238,0.024613828436110048,2.982523122042417,1.253172721534817,-0.11030184289402511,4.892586106246352,1.6074231445582596,0.32854263770770775,96.0,1.6429806510874918
X_none__S_volscale__E_trail_7__R_none,SOLUSDT,59,0.5084745762711864,0.009149201301973199,1.4491406993319966,0.7166096267810337,-0.32227376060966484,4.892586106246352,1.539694765345688,0.3146995743988979,96.0,0.507377697550156
X_none__S_volscale__E_trail_7__R_3loss_pause,SOLUSDT,20,0.65,0.024703258845950954,3.0236912227139263,1.2411109327717815,-0.13700500742202926,4.892586106246352,1.5813664134470742,0.32321687939802385,96.0,1.2734499129665178
X_none__S_volscale__E_trail_7__R_dd_pause,SOLUSDT,20,0.65,0.024703258845950954,3.0236912227139263,1.2411109327717815,-0.13700500742202926,4.892586106246352,1.5813664134470742,0.32321687939802385,96.0,1.2734499129665178
X_none__S_volscale__E_tp5_trail3__R_none,SOLUSDT,112,0.35714285714285715,0.0009830556900841457,1.067982488652195,0.17710656588420332,-0.3250055541414139,4.892586106246352,1.0429117852380207,0.2131616618676446,33.0,0.045700980534600144
X_none__S_volscale__E_tp5_trail3__R_3loss_pause,SOLUSDT,14,0.5,0.006072820776190361,1.6556637418243927,0.4151851793454683,-0.08845490420006666,4.892586106246352,1.0812004126813546,0.2209875082833982,43.0,0.3139969098960183
X_none__S_volscale__E_tp5_trail3__R_dd_pause,SOLUSDT,34,0.47058823529411764,0.007832235556852944,1.8981779079572916,0.7976223824635736,-0.11066678633883463,4.892586106246352,1.2828604827418573,0.2622049882993439,43.0,0.8253755728793457
X_none__S_volscale__E_tp7_trail5__R_none,SOLUSDT,71,0.4647887323943662,0.0060013790458511695,1.3063938247792652,0.6159376778409067,-0.25809680188728473,4.892586106246352,1.398830486813857,0.28590819996565286,71.0,0.48428651072756607
X_none__S_volscale__E_tp7_trail5__R_3loss_pause,SOLUSDT,10,0.6,0.017701438002474763,2.721943395461793,0.8609007775448057,-0.10575360620831922,4.892586106246352,1.1821647831434525,0.24162370522905788,93.5,0.5719096931732598
X_none__S_volscale__E_tp7_trail5__R_dd_pause,SOLUSDT,25,0.56,0.016476417006290465,2.2365327292226223,1.0538247684254594,-0.14299389346409833,4.892586106246352,1.4628744078891283,0.29899819361819313,85.0,0.9986770869778722
X_none__S_volscale__E_atr_stop__R_none,SOLUSDT,121,0.4297520661157025,0.0024719715412774637,1.1878871022526862,0.4411561681730792,-0.27766290589929477,4.892586106246352,1.2412096826532528,0.253691944443983,48.0,0.2837063326545598
X_none__S_volscale__E_atr_stop__R_3loss_pause,SOLUSDT,18,0.5555555555555556,0.006824653143144319,1.6399336343690802,0.5985161249472621,-0.0954438821632305,4.892586106246352,1.11956227285509,0.22882832280166676,48.0,0.42356020887880846
X_none__S_volscale__E_atr_stop__R_dd_pause,SOLUSDT,19,0.5263157894736842,0.00618138452587219,1.5950844846503054,0.5746575621217148,-0.10634021999616294,4.892586106246352,1.113519490810495,0.22759323323689035,48.0,0.3615960868286553
X_none__S_zmag__E_24h__R_none,SOLUSDT,169,0.4911242603550296,0.0052728013634641595,1.269575890707688,0.6744198688729875,-0.4284687783700842,4.892586106246352,1.8080114568422792,0.36954106020413124,24.0,0.539097407344134
X_none__S_zmag__E_24h__R_3loss_pause,SOLUSDT,14,0.5,0.012670768975655763,1.8159042727941248,0.5483825223019935,-0.1873253634667488,4.892586106246352,1.1735129216544007,0.23985534360983035,24.0,0.30829533114336016
X_none__S_zmag__E_24h__R_dd_pause,SOLUSDT,10,0.6,0.023399252642699108,2.7812037556248685,0.7584848414015427,-0.17553429162972195,4.892586106246352,1.2440648561491154,0.25427551587918323,24.0,0.4537281800144849
X_none__S_zmag__E_volscaled__R_none,SOLUSDT,229,0.48034934497816595,0.001894354910649162,1.1182168717160683,0.3624404207790222,-0.47593723819652983,4.892586106246352,1.1947515796340653,0.24419633169229849,15.0,0.13537508581720267
X_none__S_zmag__E_volscaled__R_3loss_pause,SOLUSDT,20,0.5,-0.0008588928735705529,0.9518125456527403,-0.09162378704226358,-0.1816104013260866,4.892586106246352,0.9636380838076032,0.19695883994301683,12.0,-0.07110414035127255
X_none__S_zmag__E_volscaled__R_dd_pause,SOLUSDT,15,0.5333333333333333,-0.001434362942626552,0.929611995498022,-0.10025491582713025,-0.1804005208055138,4.892586106246352,0.9606753667991313,0.19635328759419066,12.0,-0.07749005832240079
X_none__S_zmag__E_tp_3__R_none,SOLUSDT,227,0.5903083700440529,0.001312631141042992,1.0721383921620233,0.2513035603399754,-0.5506651068981833,4.892586106246352,1.0435395538338637,0.21328997204598596,24.0,0.02736216826850761
X_none__S_zmag__E_tp_3__R_3loss_pause,SOLUSDT,20,0.6,0.007912163537743436,1.6489287955177057,0.5053773291697086,-0.17876279284237115,4.892586106246352,1.1558502341448962,0.23624525129342644,18.0,0.2916573532696807
X_none__S_zmag__E_tp_3__R_dd_pause,SOLUSDT,15,0.6666666666666666,0.011908027043002483,2.1276915263361547,0.5994401529196006,-0.17876279284237115,4.892586106246352,1.1824490207783496,0.24168180081056112,15.0,0.33883437644771225
X_none__S_zmag__E_tp_5__R_none,SOLUSDT,200,0.54,0.004882461403814868,1.2630083179220095,0.7891111209204542,-0.4310148487771651,4.892586106246352,2.0430142733881587,0.4175734936539692,24.0,0.6610430770002307
X_none__S_zmag__E_tp_5__R_3loss_pause,SOLUSDT,17,0.5294117647058824,0.013652049997637692,2.1677108137067345,0.686364143618107,-0.1787627928423712,4.892586106246352,1.2403676111988016,0.2535198327148964,24.0,0.4392292686126295
X_none__S_zmag__E_tp_5__R_dd_pause,SOLUSDT,13,0.6153846153846154,0.017191438209917424,2.48934974064959,0.7116740046104403,-0.1787627928423712,4.892586106246352,1.232352127728657,0.25188154096160237,24.0,0.42551942274654336
X_none__S_zmag__E_tp_7__R_none,SOLUSDT,180,0.5111111111111111,0.003138469536316172,1.1598149329792689,0.4688778572492149,-0.42813997255200636,4.892586106246352,1.366304761503446,0.2792602382120753,24.0,0.2703403260638584
X_none__S_zmag__E_tp_7__R_3loss_pause,SOLUSDT,15,0.4,0.008487415433111536,1.4653454359807108,0.40444287527762024,-0.1787627928423712,4.892586106246352,1.1132351324668688,0.2275351129836232,24.0,0.21458125067827138
X_none__S_zmag__E_tp_7__R_dd_pause,SOLUSDT,11,0.45454545454545453,0.01310418267817316,1.766220405460875,0.4934058845584889,-0.1787627928423712,4.892586106246352,1.1362025819609793,0.23222945029222736,24.0,0.25635479011756734
X_none__S_zmag__E_trail_3__R_none,SOLUSDT,179,0.3575418994413408,0.00021462165160587745,1.0117622216582245,0.05819917848235944,-0.3952084971703594,4.892586106246352,0.853736481437645,0.17449595426592124,12.0,-0.13658142962277514
X_none__S_zmag__E_trail_3__R_3loss_pause,SOLUSDT,13,0.46153846153846156,-0.0023642402275883935,0.8840647379899425,-0.10460853958924807,-0.1738194391728032,4.892586106246352,0.9587774036727492,0.19596536123271915,17.0,-0.08435916142646999
X_none__S_zmag__E_trail_3__R_dd_pause,SOLUSDT,9,0.5555555555555556,0.0037098024085032233,1.2087532193124284,0.14284550349378083,-0.11671704462297937,4.892586106246352,1.0250443774867557,0.20950972660002534,6.0,0.07469124147601318
X_none__S_zmag__E_trail_5__R_none,SOLUSDT,104,0.375,0.006731300082542797,1.2493262769111735,0.5096593190716605,-0.4979198282248298,4.892586106246352,1.454161835241661,0.29721742319161976,33.0,0.28199665249589767
X_none__S_zmag__E_trail_5__R_3loss_pause,SOLUSDT,14,0.6428571428571429,0.029500984816271152,2.8336319347992323,0.8138745260002785,-0.15386294394365502,4.892586106246352,1.4396362353970218,0.2942485229966708,47.0,0.8865119410092548
X_none__S_zmag__E_trail_5__R_dd_pause,SOLUSDT,2,0.5,0.10925160613015286,4.986868281835962,0.5810009795363631,-0.10633099162946419,4.892586106246352,1.203524317344331,0.24598939930925176,37.0,0.6316704775554565
X_none__S_zmag__E_trail_7__R_none,SOLUSDT,81,0.38271604938271603,0.010528722999095389,1.3096633050017303,0.5916525197274278,-0.5481199292199692,4.892586106246352,1.629559558107116,0.333067118844707,56.0,0.3409959431160749
X_none__S_zmag__E_trail_7__R_3loss_pause,SOLUSDT,12,0.5833333333333334,0.031810413791064175,2.2384617755744896,0.6651202352282417,-0.2195081721785947,4.892586106246352,1.360253462792574,0.2780234079183485,86.0,0.5193746330990529
X_none__S_zmag__E_trail_7__R_dd_pause,SOLUSDT,5,0.6,0.08888634323045201,4.115873433625502,0.9154755654965824,-0.1458316114631672,4.892586106246352,1.459540179284491,0.2983167076857574,87.0,0.9729717581939795
X_none__S_zmag__E_tp5_trail3__R_none,SOLUSDT,239,0.37656903765690375,0.0003802183140870196,1.021550192552032,0.10021126017294868,-0.3653218539645709,4.892586106246352,0.899563031849353,0.1838624834217804,10.0,-0.0998042523683911
X_none__S_zmag__E_tp5_trail3__R_3loss_pause,SOLUSDT,17,0.4117647058823529,0.0009948720050594459,1.0533900359704325,0.058245431859771914,-0.14485721205674912,4.892586106246352,1.0016027838057582,0.20471847854185224,9.0,0.0038806009417768354
X_none__S_zmag__E_tp5_trail3__R_dd_pause,SOLUSDT,13,0.46153846153846156,0.003612354461469584,1.207258805988709,0.17000742183787462,-0.11592642028413662,4.892586106246352,1.0354885418168243,0.21164441858157973,9.0,0.10620892150240249
X_none__S_zmag__E_tp7_trail5__R_none,SOLUSDT,137,0.40145985401459855,0.0035822014372781773,1.1385887580629257,0.40569377628557535,-0.44045238760085503,4.892586106246352,1.268192979842924,0.25920708441366525,21.0,0.19740338237463229
X_none__S_zmag__E_tp7_trail5__R_3loss_pause,SOLUSDT,21,0.5238095238095238,0.015545719837595399,1.6870649978921364,0.7091696070714458,-0.13604698339217763,4.892586106246352,1.33017395938277,0.2718754316218452,21.0,0.7739965537606001
X_none__S_zmag__E_tp7_trail5__R_dd_pause,SOLUSDT,10,0.6,0.02446179466365921,2.1285550694440563,0.6938097646572526,-0.12351656583785153,4.892586106246352,1.2478260058463027,0.2550442605911844,20.0,0.6540750961173935
X_none__S_zmag__E_atr_stop__R_none,SOLUSDT,148,0.31756756756756754,0.003698689189620823,1.1653356462974418,0.4231824290189315,-0.4306043717073141,4.892586106246352,1.2940466274571478,0.2644913343078504,21.0,0.21985733194809234
X_none__S_zmag__E_atr_stop__R_3loss_pause,SOLUSDT,12,0.3333333333333333,0.0021745046274402073,1.0823910203402438,0.06993093998471094,-0.17337762927407113,4.892586106246352,1.0037124396189916,0.2051496729587558,19.0,0.007504707270281178
X_none__S_zmag__E_atr_stop__R_dd_pause,SOLUSDT,8,0.375,0.007016062955927212,1.233880511851394,0.1704653229760169,-0.14640773749034905,4.892586106246352,1.0364601813172079,0.21184301283813112,22.5,0.08637276367030788
X_none__S_zmag_cap2__E_24h__R_none,SOLUSDT,169,0.4911242603550296,0.005061311036159321,1.259858216608458,0.657227454384064,-0.42739239708565435,4.892586106246352,1.759271963473686,0.35957915206185703,24.0,0.5129675571651127
X_none__S_zmag_cap2__E_24h__R_3loss_pause,SOLUSDT,14,0.5,0.012670768975655763,1.8159042727941248,0.5483825223019935,-0.1873253634667488,4.892586106246352,1.1735129216544007,0.23985534360983035,24.0,0.30829533114336016
X_none__S_zmag_cap2__E_24h__R_dd_pause,SOLUSDT,10,0.6,0.023399252642699108,2.7812037556248685,0.7584848414015427,-0.17553429162972195,4.892586106246352,1.2440648561491154,0.25427551587918323,24.0,0.4537281800144849
X_none__S_zmag_cap2__E_volscaled__R_none,SOLUSDT,229,0.48034934497816595,0.001797318607722639,1.112681495486932,0.34667955906069353,-0.47234602863545694,4.892586106246352,1.1719137743352552,0.2395284924753958,15.0,0.12119402519052089
X_none__S_zmag_cap2__E_volscaled__R_3loss_pause,SOLUSDT,20,0.5,-0.0008588928735705529,0.9518125456527403,-0.09162378704226358,-0.1816104013260866,4.892586106246352,0.9636380838076032,0.19695883994301683,12.0,-0.07110414035127255
X_none__S_zmag_cap2__E_volscaled__R_dd_pause,SOLUSDT,15,0.5333333333333333,-0.001434362942626552,0.929611995498022,-0.10025491582713025,-0.1804005208055138,4.892586106246352,0.9606753667991313,0.19635328759419066,12.0,-0.07749005832240079
X_none__S_zmag_cap2__E_tp_3__R_none,SOLUSDT,227,0.5903083700440529,0.0011519452711567515,1.0632253056268028,0.2215070838923389,-0.5616570407919619,4.892586106246352,1.0084245456475218,0.20611278447610126,24.0,0.0052490612131633725
X_none__S_zmag_cap2__E_tp_3__R_3loss_pause,SOLUSDT,20,0.6,0.007912163537743436,1.6489287955177057,0.5053773291697086,-0.17876279284237115,4.892586106246352,1.1558502341448962,0.23624525129342644,18.0,0.2916573532696807
X_none__S_zmag_cap2__E_tp_3__R_dd_pause,SOLUSDT,15,0.6666666666666666,0.011908027043002483,2.1276915263361547,0.5994401529196006,-0.17876279284237115,4.892586106246352,1.1824490207783496,0.24168180081056112,15.0,0.33883437644771225
X_none__S_zmag_cap2__E_tp_5__R_none,SOLUSDT,199,0.542713567839196,0.004469618590730938,1.239266791602365,0.7244736136550752,-0.4632071765448112,4.892586106246352,1.8769664692176224,0.38363483614959876,24.0,0.5338021685358194
X_none__S_zmag_cap2__E_tp_5__R_3loss_pause,SOLUSDT,17,0.5294117647058824,0.013652049997637692,2.1677108137067345,0.686364143618107,-0.1787627928423712,4.892586106246352,1.2403676111988016,0.2535198327148964,24.0,0.4392292686126295
X_none__S_zmag_cap2__E_tp_5__R_dd_pause,SOLUSDT,13,0.6153846153846154,0.017191438209917424,2.48934974064959,0.7116740046104403,-0.1787627928423712,4.892586106246352,1.232352127728657,0.25188154096160237,24.0,0.42551942274654336
X_none__S_zmag_cap2__E_tp_7__R_none,SOLUSDT,179,0.5083798882681564,0.0033177254479434585,1.16944445668441,0.4928644712088174,-0.4183676487700575,4.892586106246352,1.4079604864704864,0.28777428866769394,24.0,0.30490873690853826
X_none__S_zmag_cap2__E_tp_7__R_3loss_pause,SOLUSDT,15,0.4,0.008544835761724011,1.4699732415191764,0.4082020193553187,-0.17876279284237132,4.892586106246352,1.1142233483145187,0.22773709529444822,24.0,0.21639009098164974
X_none__S_zmag_cap2__E_tp_7__R_dd_pause,SOLUSDT,11,0.45454545454545453,0.013182483126281081,1.774343955008311,0.4977439100313067,-0.17876279284237132,4.892586106246352,1.1372111859520757,0.23243559975371741,24.0,0.2581766390353244
X_none__S_zmag_cap2__E_trail_3__R_none,SOLUSDT,179,0.35195530726256985,-7.513393833035356e-06,0.9995899643698857,0.022824055269358635,-0.4096142900981121,4.892586106246352,0.8216707486911229,0.16794201079917592,12.0,-0.1625960850812858
X_none__S_zmag_cap2__E_trail_3__R_3loss_pause,SOLUSDT,13,0.46153846153846156,-0.0023642402275883935,0.8840647379899425,-0.10460853958924807,-0.1738194391728032,4.892586106246352,0.9587774036727492,0.19596536123271915,17.0,-0.08435916142646999
X_none__S_zmag_cap2__E_trail_3__R_dd_pause,SOLUSDT,9,0.5555555555555556,0.0037098024085032233,1.2087532193124284,0.14284550349378083,-0.11671704462297937,4.892586106246352,1.0250443774867557,0.20950972660002534,6.0,0.07469124147601318
X_none__S_zmag_cap2__E_trail_5__R_none,SOLUSDT,104,0.375,0.006429517712604723,1.2402217570309462,0.49477869178887235,-0.4853091645224747,4.892586106246352,1.423609203719185,0.2909727438218546,33.0,0.2718799300120549
