sleeve_id,anchor,gate_stack,n_full,n_train,n_val,n_lockbox,wr_train,wr_val,wr_lockbox,dpt_25_train,dpt_25_val,dpt_25_lockbox,sum_25_full,sum_25_lockbox,max_dd_25_full,max_dd_25_lockbox,loss_streak_full,loss_streak_lockbox,sharpe_full,sharpe_lockbox,n_28d_proj,bootstrap_p_lockbox,objective,pass,fail_reason
off_L_late|r2|g_imb5_strong_with+g_hurst_trending,offset_L_late,g_imb5_strong_with+g_hurst_trending,588,334,93,161,0.8982035928143712,0.8494623655913979,0.7080745341614907,3.546993856470095,2.2482077759539276,29.85357760630423,6200.205265839709,4806.425994614981,180.7398007968327,180.7398007968327,4,4,5.375782304835558,13.879005619158152,663.8709677419354,0.0,378.7994343174186,True,PASS
off_L_late|r3|g_imb5_strong_with+g_within_dev+g_hurst_trending,offset_L_late,g_imb5_strong_with+g_within_dev+g_hurst_trending,588,334,93,161,0.8982035928143712,0.8494623655913979,0.7080745341614907,3.546993856470095,2.2482077759539276,29.85357760630423,6200.205265839709,4806.425994614981,180.7398007968327,180.7398007968327,4,4,5.375782304835558,13.879005619158152,663.8709677419354,0.0,378.7994343174186,True,PASS
off_L_late|r3|g_imb5_strong_with+g_tr_above_ema800+g_hurst_trending,offset_L_late,g_imb5_strong_with+g_tr_above_ema800+g_hurst_trending,588,334,93,161,0.8982035928143712,0.8494623655913979,0.7080745341614907,3.546993856470095,2.2482077759539276,29.85357760630423,6200.205265839709,4806.425994614981,180.7398007968327,180.7398007968327,4,4,5.375782304835558,13.879005619158152,663.8709677419354,0.0,378.7994343174186,True,PASS
prewindow|g_f7_rsi_strong_with+g_imb5_strong_with+g_hurst_trending,ws_s,g_f7_rsi_strong_with+g_imb5_strong_with+g_hurst_trending,809,499,117,193,0.7915831663326653,0.7264957264957265,0.6632124352331606,4.139532356252692,1.6719137322966962,21.337988646551985,6379.47236123334,4118.231808784533,615.5971512897314,391.2826097960565,20,11,6.923512018435047,15.728951853111548,913.3870967741934,0.0,296.4368121197393,True,PASS
off_L_late|r3|g_imb5_strong_with+g_ribbon_agrees+g_hurst_trending,offset_L_late,g_imb5_strong_with+g_ribbon_agrees+g_hurst_trending,393,249,67,77,0.9036144578313253,0.8208955223880597,0.7532467532467533,4.647772757307228,2.1251736364096665,31.743139215723595,3743.903769819664,2444.2217196107167,119.72068886457623,74.75252549091942,3,2,6.464193118075881,13.588555031755327,443.7096774193548,0.0,278.5449161620049,True,PASS
off_L210|r2|g_imb5_strong_with+g_hurst_trending,offset_L210,g_imb5_strong_with+g_hurst_trending,146,84,20,42,0.9166666666666666,0.85,0.7142857142857143,4.554254245021209,2.6000427602993947,42.93151783406396,2237.6819608184555,1803.1237490306862,66.14441780949164,66.14441780949164,2,2,5.631779518641481,15.884691561099832,164.83870967741933,0.0,278.22803487164117,True,PASS
off_L210|r3|g_imb5_strong_with+g_within_dev+g_hurst_trending,offset_L210,g_imb5_strong_with+g_within_dev+g_hurst_trending,146,84,20,42,0.9166666666666666,0.85,0.7142857142857143,4.554254245021209,2.6000427602993947,42.93151783406396,2237.6819608184555,1803.1237490306862,66.14441780949164,66.14441780949164,2,2,5.631779518641481,15.884691561099832,164.83870967741933,0.0,278.22803487164117,True,PASS
off_L210|r3|g_imb5_strong_with+g_tr_above_ema800+g_hurst_trending,offset_L210,g_imb5_strong_with+g_tr_above_ema800+g_hurst_trending,146,84,20,42,0.9166666666666666,0.85,0.7142857142857143,4.554254245021209,2.6000427602993947,42.93151783406396,2237.6819608184555,1803.1237490306862,66.14441780949164,66.14441780949164,2,2,5.631779518641481,15.884691561099832,164.83870967741933,0.0,278.22803487164117,True,PASS
prewindow|g_pw_mp_no_extreme+g_trend_slope_strong_with+g_imb5_strong_with,ws_s,g_pw_mp_no_extreme+g_trend_slope_strong_with+g_imb5_strong_with,574,354,76,144,0.867231638418079,0.6578947368421053,0.8263888888888888,7.736530688879097,-0.8473782480381257,22.15504133918925,5864.657069855555,3190.325952843252,262.6853622226811,179.37007628708454,8,5,8.652855213126937,20.959983268131516,648.0645161290322,0.0,265.860496070271,True,PASS
prewindow|g_f7_rsi_strong_with+g_trend_slope_strong_with+g_imb5_strong_with,ws_s,g_f7_rsi_strong_with+g_trend_slope_strong_with+g_imb5_strong_with,430,272,64,94,0.8345588235294118,0.609375,0.776595744680851,3.9131274480093614,-1.315309215600329,27.17669441418981,3534.8001509939677,2554.6092749338422,369.2971030241051,125.0,8,5,6.3949407852404185,17.24387499540369,485.48387096774195,0.0,263.4878282056536,True,PASS
off_L240|r3|g_imb5_strong_with+g_queue_top_high+g_hurst_trending,offset_L240,g_imb5_strong_with+g_queue_top_high+g_hurst_trending,107,69,14,24,0.9130434782608695,0.9285714285714286,0.8333333333333334,1.3371816366177933,4.486125462503124,52.11355808988076,1405.79668355881,1250.7253941571382,99.24931468741744,50.0,2,2,4.86033685888218,13.875661979364876,120.80645161290323,0.0,255.30325200219644,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with+g_hurst_trending,ws_s,g_pw_mp_skew_with+g_imb5_strong_with+g_hurst_trending,1050,596,149,305,0.8758389261744967,0.7986577181208053,0.7901639344262295,6.943826034750838,4.087351275188466,14.185096755978478,9073.990167288019,4326.454510573436,386.8668870979327,386.8668870979309,8,8,11.393573380724163,36.93159381671556,1185.483870967742,0.0,247.7320646239071,True,PASS
off_L240|r3|g_imb5_strong_with+g_ribbon_agrees+g_hurst_trending,offset_L240,g_imb5_strong_with+g_ribbon_agrees+g_hurst_trending,108,71,19,18,0.9295774647887324,0.7894736842105263,0.8888888888888888,4.419059344863596,1.9722135815286672,57.358253621922046,1383.6738367289565,1032.4485651945968,69.98192711730604,25.0,2,1,5.654603438278835,13.790286718476574,121.93548387096773,0.0,243.35046055847354,True,PASS
off_L_late|r3|g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,offset_L_late,g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,342,216,65,61,0.8796296296296297,0.9230769230769231,0.819672131147541,1.7977986174316942,5.786797072857045,30.539330631896387,2627.3654796466335,1862.8991685456797,192.13145186938817,99.75252549091942,3,3,6.12322285049961,14.556053975961099,386.1290322580645,0.0,238.5197971701749,True,PASS
off_L210|r2|g_imb5_strong_with+g_within_dev,offset_L210,g_imb5_strong_with+g_within_dev,211,121,32,58,0.8512396694214877,0.84375,0.6724137931034483,3.031852954127626,5.073471382490586,30.61531501732362,2304.8935626939115,1775.68827100477,101.55422401023134,95.67647139671351,3,3,5.777831029157385,15.23861228305397,238.2258064516129,0.0,233.15929273648467,True,PASS
off_L210|r2|g_imb5_strong_with+g_tr_above_ema800,offset_L210,g_imb5_strong_with+g_tr_above_ema800,211,121,32,58,0.8512396694214877,0.84375,0.6724137931034483,3.031852954127626,5.073471382490586,30.61531501732362,2304.8935626939115,1775.68827100477,101.55422401023134,95.67647139671351,3,3,5.777831029157385,15.23861228305397,238.2258064516129,0.0,233.15929273648467,True,PASS
off_L210|r3|g_imb5_strong_with+g_within_dev+g_tr_above_ema800,offset_L210,g_imb5_strong_with+g_within_dev+g_tr_above_ema800,211,121,32,58,0.8512396694214877,0.84375,0.6724137931034483,3.031852954127626,5.073471382490586,30.61531501732362,2304.8935626939115,1775.68827100477,101.55422401023134,95.67647139671351,3,3,5.777831029157385,15.23861228305397,238.2258064516129,0.0,233.15929273648467,True,PASS
off_early304560|g_trend_slope_strong_with,offset_early304560,g_trend_slope_strong_with,1602,613,225,764,0.8597063621533442,0.6444444444444445,0.831151832460733,6.281423726229342,-2.533843937998805,8.330028647844445,9644.539745082011,6364.141886953156,1148.7579464084579,275.0,29,11,12.523027536519704,57.288603049020416,1808.7096774193546,0.0,230.2465726938549,True,PASS
off_early304560|r2|g_trend_slope_strong_with+g_hurst_trending,offset_early304560,g_trend_slope_strong_with+g_hurst_trending,1602,613,225,764,0.8597063621533442,0.6444444444444445,0.831151832460733,6.281423726229342,-2.533843937998805,8.330028647844445,9644.539745082011,6364.141886953156,1148.7579464084579,275.0,29,11,12.523027536519704,57.288603049020416,1808.7096774193546,0.0,230.2465726938549,True,PASS
off_L240|r2|g_imb5_strong_with+g_queue_top_high,offset_L240,g_imb5_strong_with+g_queue_top_high,168,105,30,33,0.8761904761904762,0.9333333333333333,0.8181818181818182,0.202204108288619,3.964021218860259,38.74385228949554,1418.6991934894659,1278.547125553353,193.99527069137534,50.0,3,2,4.593701471871122,13.548727366729313,189.67741935483872,0.0,222.56648664522297,True,PASS
off_L240|r3|g_imb5_strong_with+g_queue_top_high+g_within_dev,offset_L240,g_imb5_strong_with+g_queue_top_high+g_within_dev,168,105,30,33,0.8761904761904762,0.9333333333333333,0.8181818181818182,0.202204108288619,3.964021218860259,38.74385228949554,1418.6991934894659,1278.547125553353,193.99527069137534,50.0,3,2,4.593701471871122,13.548727366729313,189.67741935483872,0.0,222.56648664522297,True,PASS
off_L240|r3|g_imb5_strong_with+g_queue_top_high+g_tr_above_ema800,offset_L240,g_imb5_strong_with+g_queue_top_high+g_tr_above_ema800,168,105,30,33,0.8761904761904762,0.9333333333333333,0.8181818181818182,0.202204108288619,3.964021218860259,38.74385228949554,1418.6991934894659,1278.547125553353,193.99527069137534,50.0,3,2,4.593701471871122,13.548727366729313,189.67741935483872,0.0,222.56648664522297,True,PASS
off_L_late|r2|g_trend_slope_strong_with+g_imb5_strong_with,offset_L_late,g_trend_slope_strong_with+g_imb5_strong_with,185,105,24,56,0.9238095238095239,0.9583333333333334,0.7857142857142857,2.167827859743095,5.786362910280033,29.071633190748077,1994.5060938016381,1628.0114586818922,75.0,75.0,3,3,5.068791946284213,13.792444064514497,208.87096774193546,0.0,217.55218214749004,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_imb5_strong_with+g_within_dev,offset_L_late,g_trend_slope_strong_with+g_imb5_strong_with+g_within_dev,185,105,24,56,0.9238095238095239,0.9583333333333334,0.7857142857142857,2.167827859743095,5.786362910280033,29.071633190748077,1994.5060938016381,1628.0114586818922,75.0,75.0,3,3,5.068791946284213,13.792444064514497,208.87096774193546,0.0,217.55218214749004,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema800,offset_L_late,g_trend_slope_strong_with+g_imb5_strong_with+g_tr_above_ema800,185,105,24,56,0.9238095238095239,0.9583333333333334,0.7857142857142857,2.167827859743095,5.786362910280033,29.071633190748077,1994.5060938016381,1628.0114586818922,75.0,75.0,3,3,5.068791946284213,13.792444064514497,208.87096774193546,0.0,217.55218214749004,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_imb5_strong_with+g_hurst_trending,offset_L_late,g_trend_slope_strong_with+g_imb5_strong_with+g_hurst_trending,185,105,24,56,0.9238095238095239,0.9583333333333334,0.7857142857142857,2.167827859743095,5.786362910280033,29.071633190748077,1994.5060938016381,1628.0114586818922,75.0,75.0,3,3,5.068791946284213,13.792444064514497,208.87096774193546,0.0,217.55218214749004,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with,ws_s,g_pw_mp_skew_with+g_imb5_strong_with,1688,994,229,465,0.8028169014084507,0.759825327510917,0.7526881720430108,4.901360513120669,2.8283401144737392,9.93057175421529,10137.35810196654,4617.71586571011,495.22924894420794,495.22924894420385,17,10,11.625222266324434,39.19338636790166,1905.8064516129032,0.0,214.14144564986157,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with+g_within_dev,ws_s,g_pw_mp_skew_with+g_imb5_strong_with+g_within_dev,1688,994,229,465,0.8028169014084507,0.759825327510917,0.7526881720430108,4.901360513120669,2.8283401144737392,9.93057175421529,10137.35810196654,4617.71586571011,495.22924894420794,495.22924894420385,17,10,11.625222266324434,39.19338636790166,1905.8064516129032,0.0,214.14144564986157,True,PASS
prewindow|g_f7_rsi_strong_with+g_imb5_strong_with+g_ribbon_agrees,ws_s,g_f7_rsi_strong_with+g_imb5_strong_with+g_ribbon_agrees,760,511,112,137,0.7847358121330724,0.7142857142857143,0.6715328467153284,5.328253069813084,2.417282746090994,18.084817084429908,5471.092926803574,2477.619940566897,544.7769587614653,268.4820721613071,20,10,10.012783334138035,17.677951319497726,858.0645161290322,0.0,211.6773569135075,True,PASS
off_early3060|g_trend_slope_strong_with,offset_early3060,g_trend_slope_strong_with,1245,476,173,596,0.8991596638655462,0.6820809248554913,0.8422818791946308,8.30935021149311,-0.987660205093909,8.573366524556342,8894.111933825054,5109.72644863558,767.8238182492391,200.0,17,8,14.026172502207,53.07545484601328,1405.6451612903227,0.0,209.3025505921331,True,PASS
off_early3060|r2|g_trend_slope_strong_with+g_hurst_trending,offset_early3060,g_trend_slope_strong_with+g_hurst_trending,1245,476,173,596,0.8991596638655462,0.6820809248554913,0.8422818791946308,8.30935021149311,-0.987660205093909,8.573366524556342,8894.111933825054,5109.72644863558,767.8238182492391,200.0,17,8,14.026172502207,53.07545484601328,1405.6451612903227,0.0,209.3025505921331,True,PASS
off_L240|r2|g_imb5_strong_with+g_ribbon_agrees,offset_L240,g_imb5_strong_with+g_ribbon_agrees,153,95,32,26,0.8947368421052632,0.84375,0.8846153846153846,2.806156087122776,4.317226955604073,40.78200520089828,1465.0682260793496,1060.3321352233554,69.486978099145,40.472223574364534,2,1,5.962245360317838,14.317554045204748,172.74193548387095,0.0,207.94824032282276,True,PASS
off_L240|r3|g_imb5_strong_with+g_within_dev+g_ribbon_agrees,offset_L240,g_imb5_strong_with+g_within_dev+g_ribbon_agrees,153,95,32,26,0.8947368421052632,0.84375,0.8846153846153846,2.806156087122776,4.317226955604073,40.78200520089828,1465.0682260793496,1060.3321352233554,69.486978099145,40.472223574364534,2,1,5.962245360317838,14.317554045204748,172.74193548387095,0.0,207.94824032282276,True,PASS
off_L240|r3|g_imb5_strong_with+g_tr_above_ema800+g_ribbon_agrees,offset_L240,g_imb5_strong_with+g_tr_above_ema800+g_ribbon_agrees,153,95,32,26,0.8947368421052632,0.84375,0.8846153846153846,2.806156087122776,4.317226955604073,40.78200520089828,1465.0682260793496,1060.3321352233554,69.486978099145,40.472223574364534,2,1,5.962245360317838,14.317554045204748,172.74193548387095,0.0,207.94824032282276,True,PASS
pw_off_e3060|r1|g_pw_mp_no_extreme+g_trend_slope_strong_with,ws_s+offset_e3060,g_pw_mp_no_extreme+g_trend_slope_strong_with,1008,376,156,476,0.8723404255319149,0.6474358974358975,0.8235294117647058,8.555275986375365,-3.413441576595966,9.447803264814782,7181.441238980003,4497.154354051836,893.3397404704829,200.0,17,8,12.541713440593236,103.23104527931758,1138.0645161290322,0.0,206.12673186315973,True,PASS
pw_off_e3060|r2|g_pw_mp_no_extreme+g_trend_slope_strong_with+g_hurst_trending,ws_s+offset_e3060,g_pw_mp_no_extreme+g_trend_slope_strong_with+g_hurst_trending,1008,376,156,476,0.8723404255319149,0.6474358974358975,0.8235294117647058,8.555275986375365,-3.413441576595966,9.447803264814782,7181.441238980003,4497.154354051836,893.3397404704829,200.0,17,8,12.541713440593236,103.23104527931758,1138.0645161290322,0.0,206.12673186315973,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with+g_tr_above_ema800,ws_s,g_pw_mp_skew_with+g_imb5_strong_with+g_tr_above_ema800,1359,773,207,379,0.8602846054333765,0.7584541062801933,0.7519788918205804,5.635494855144856,2.1956648812785473,10.356382613026536,8735.80916378869,3925.0690103370575,405.6281972381312,405.6281972381271,9,9,11.528662560649813,39.61045038171784,1534.3548387096773,0.0,201.6172523708821,True,PASS
off_L240|r3|g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,offset_L240,g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,107,66,21,20,0.9090909090909091,0.9047619047619048,0.85,2.098489557769522,3.988513596733446,44.47968919707648,1111.8528802857202,889.5937839415296,130.9294665500518,50.0,2,2,5.298993018018692,14.174282467602543,120.80645161290323,0.0,198.9192173254521,True,PASS
prewindow|g_pw_mp_skew_with+g_trend_slope_strong_with+g_rf_with,ws_s,g_pw_mp_skew_with+g_trend_slope_strong_with+g_rf_with,1663,890,416,357,0.8932584269662921,0.9086538461538461,0.9243697478991597,3.7187640966168707,2.143161043100513,10.282538994737525,7872.121461040124,3670.8664211212963,900.0,179.77558535199,36,7,11.028348874471678,43.36085788951359,1877.58064516129,0.0,194.28285338560454,True,PASS
off_early304560|r2|g_trend_slope_strong_with+g_mp_skew_with,offset_early304560,g_trend_slope_strong_with+g_mp_skew_with,830,296,129,405,0.9121621621621622,0.7906976744186046,0.8469135802469135,9.067865889895609,1.0815315215416268,9.33906575841235,6605.927501844972,3782.321632157001,527.077329578729,250.0,17,10,13.596062527176032,46.81519213350342,937.0967741935484,0.0,187.94507293935578,True,PASS
off_early304560|r3|g_trend_slope_strong_with+g_mp_skew_with+g_hurst_trending,offset_early304560,g_trend_slope_strong_with+g_mp_skew_with+g_hurst_trending,830,296,129,405,0.9121621621621622,0.7906976744186046,0.8469135802469135,9.067865889895609,1.0815315215416268,9.33906575841235,6605.927501844972,3782.321632157001,527.077329578729,250.0,17,10,13.596062527176032,46.81519213350342,937.0967741935484,0.0,187.94507293935578,True,PASS
prewindow|g_f7_rsi_neutral+g_imb5_strong_with+g_hurst_trending,ws_s,g_f7_rsi_neutral+g_imb5_strong_with+g_hurst_trending,756,429,148,179,0.8881118881118881,0.8175675675675675,0.7150837988826816,8.327180632815487,4.962129292328387,14.007020112151876,6814.012226817631,2507.256600075186,415.84323933918404,415.8432393391831,11,11,14.288913165801315,30.505572477793972,853.5483870967741,0.0,187.40115694301,True,PASS
prewindow|g_pw_mp_change_with+g_trend_slope_strong_with,ws_s,g_pw_mp_change_with+g_trend_slope_strong_with,264,109,35,120,0.9908256880733946,0.8285714285714286,1.0,7.495074377401372,-2.5152859724793837,16.97238134565763,2765.613859578887,2036.6857614789155,150.0,0.0,6,0,10.502857517613554,31.555940018289196,298.06451612903226,0.0,185.9231223519314,True,PASS
prewindow|g_pw_mp_change_with+g_trend_slope_strong_with+g_hurst_trending,ws_s,g_pw_mp_change_with+g_trend_slope_strong_with+g_hurst_trending,264,109,35,120,0.9908256880733946,0.8285714285714286,1.0,7.495074377401372,-2.5152859724793837,16.97238134565763,2765.613859578887,2036.6857614789155,150.0,0.0,6,0,10.502857517613554,31.555940018289196,298.06451612903226,0.0,185.9231223519314,True,PASS
prewindow|g_pw_mp_skew_with+g_trend_slope_strong_with+g_hawkes_imbalance_with,ws_s,g_pw_mp_skew_with+g_trend_slope_strong_with+g_hawkes_imbalance_with,1726,923,442,361,0.9371614301191766,0.916289592760181,0.9473684210526315,4.586137600758874,2.249255890267982,9.74533452314965,8745.241871855913,3518.0657628570234,561.3967453984694,175.0,14,7,13.910507427550108,49.214005397168606,1948.7096774193546,0.0,185.16135593984333,True,PASS
off_L_late|r3|g_queue_top_high+g_ribbon_agrees+g_hurst_trending,offset_L_late,g_queue_top_high+g_ribbon_agrees+g_hurst_trending,1734,1068,359,307,0.9363295880149812,0.924791086350975,0.8306188925081434,1.0119600689375625,1.4371197197495327,10.566909934361261,4840.740682864305,3244.041349848907,354.5164198660327,246.98148343195612,4,4,6.342082360435217,14.543258887942413,1957.741935483871,0.0,185.14721917219586,True,PASS
prewindow|g_pw_mp_no_extreme+g_trend_slope_strong_with+g_queue_top_high,ws_s,g_pw_mp_no_extreme+g_trend_slope_strong_with+g_queue_top_high,1501,906,311,284,0.9282560706401766,0.9292604501607717,0.7992957746478874,3.1350669251244767,1.5371931100997702,10.7407756116031,6368.817965099085,3050.3802736952803,430.74681902798875,234.37875283908346,14,8,9.39551750582501,17.290017099413575,1694.6774193548388,0.0,181.00676796689527,True,PASS
off_L240|r3|g_queue_top_high+g_ribbon_agrees+g_hurst_trending,offset_L240,g_queue_top_high+g_ribbon_agrees+g_hurst_trending,406,234,90,82,0.9615384615384616,0.9222222222222223,0.8414634146341463,1.6280114241398356,0.5983912274789606,19.850686861489347,2062.566206363954,1627.7563226421264,156.44108881027864,71.97933233613594,2,2,5.263658196443832,13.937000211329691,458.38709677419354,0.0,179.75561478735034,True,PASS
prewindow|g_pw_mp_skew_with+g_mp_skew_with+g_imb5_strong_with,ws_s,g_pw_mp_skew_with+g_mp_skew_with+g_imb5_strong_with,1523,921,197,405,0.7980456026058632,0.7614213197969543,0.7654320987654321,4.814677729681416,3.5353282186399753,8.92778691196639,8746.531547455048,3615.7536993463877,450.0990536211293,450.09905362112704,17,7,12.028356879774172,36.97774311558459,1719.516129032258,0.0,179.66824581410802,True,PASS
prewindow|g_pw_mp_no_extreme+g_trend_slope_strong_with+g_mp_no_extreme,ws_s,g_pw_mp_no_extreme+g_trend_slope_strong_with+g_mp_no_extreme,571,81,49,441,0.8395061728395061,0.8367346938775511,0.7687074829931972,6.142258661193095,5.855061477047094,8.470009924242047,4519.6953405226905,3735.274376590743,278.27358241028605,278.27358241028605,11,11,10.759937206293673,35.63915050583278,644.6774193548387,0.0,177.870208409083,True,PASS
prewindow|g_pw_mp_skew_with+g_trend_slope_strong_with+g_ribbon_agrees,ws_s,g_pw_mp_skew_with+g_trend_slope_strong_with+g_ribbon_agrees,1602,866,390,346,0.8926096997690531,0.9025641025641026,0.9161849710982659,3.7949994664931554,2.2791807331235745,9.471626189654138,7452.532685521599,3277.1826616203316,900.0,200.0,36,8,11.330867321584043,44.43733745760922,1808.7096774193546,0.0,176.1824313774889,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with+g_rf_with,ws_s,g_pw_mp_skew_with+g_imb5_strong_with+g_rf_with,1493,919,198,376,0.7997823721436343,0.7424242424242424,0.7845744680851063,5.479379191224507,2.853118138272591,9.05294948318941,9004.375873792513,3403.9090056792184,425.0,253.65069608977365,17,10,13.57608423134246,108.62698899689082,1685.6451612903227,0.0,175.5432034394595,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_imb5_strong_with+g_queue_top_high,offset_L_late,g_trend_slope_strong_with+g_imb5_strong_with+g_queue_top_high,124,79,18,27,0.9367088607594937,0.9444444444444444,0.8518518518518519,0.9773285770513093,4.734060631959403,33.0178636503001,1053.9043675204252,891.4823185581027,76.22755982000105,49.75252549091948,2,1,5.055107418143637,14.129501347410265,140.0,0.0,171.5658521991041,True,PASS
off_L_late|r2|g_trend_slope_strong_with+g_markov_with,offset_L_late,g_trend_slope_strong_with+g_markov_with,995,380,145,470,0.9552631578947368,0.9172413793103448,0.774468085106383,1.5210851079252814,1.1355364956229037,7.800808708371815,4409.045225811681,3666.380092934753,312.05366768298336,312.05366768298336,8,8,8.580400542181838,21.777977636002976,1123.3870967741934,0.0,169.1175028114077,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_markov_with+g_hurst_trending,offset_L_late,g_trend_slope_strong_with+g_markov_with+g_hurst_trending,995,380,145,470,0.9552631578947368,0.9172413793103448,0.774468085106383,1.5210851079252814,1.1355364956229037,7.800808708371815,4409.045225811681,3666.380092934753,312.05366768298336,312.05366768298336,8,8,8.580400542181838,21.777977636002976,1123.3870967741934,0.0,169.1175028114077,True,PASS
off_L_late|r2|g_trend_slope_strong_with+g_within_dev,offset_L_late,g_trend_slope_strong_with+g_within_dev,1203,673,255,275,0.9524517087667161,0.9294117647058824,0.8254545454545454,1.2397835821911856,1.1306601797249034,10.191832648680023,3925.446675031525,2802.7539783870066,224.50666997687551,192.1916843150991,6,6,6.157849603898113,15.416650874383382,1358.225806451613,0.0,169.01242410882853,True,PASS
off_L_late|r2|g_trend_slope_strong_with+g_tr_above_ema800,offset_L_late,g_trend_slope_strong_with+g_tr_above_ema800,1203,673,255,275,0.9524517087667161,0.9294117647058824,0.8254545454545454,1.2397835821911856,1.1306601797249034,10.191832648680023,3925.446675031525,2802.7539783870066,224.50666997687551,192.1916843150991,6,6,6.157849603898113,15.416650874383382,1358.225806451613,0.0,169.01242410882853,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_within_dev+g_tr_above_ema800,offset_L_late,g_trend_slope_strong_with+g_within_dev+g_tr_above_ema800,1203,673,255,275,0.9524517087667161,0.9294117647058824,0.8254545454545454,1.2397835821911856,1.1306601797249034,10.191832648680023,3925.446675031525,2802.7539783870066,224.50666997687551,192.1916843150991,6,6,6.157849603898113,15.416650874383382,1358.225806451613,0.0,169.01242410882853,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_within_dev+g_hurst_trending,offset_L_late,g_trend_slope_strong_with+g_within_dev+g_hurst_trending,1203,673,255,275,0.9524517087667161,0.9294117647058824,0.8254545454545454,1.2397835821911856,1.1306601797249034,10.191832648680023,3925.446675031525,2802.7539783870066,224.50666997687551,192.1916843150991,6,6,6.157849603898113,15.416650874383382,1358.225806451613,0.0,169.01242410882853,True,PASS
off_L_late|r3|g_trend_slope_strong_with+g_tr_above_ema800+g_hurst_trending,offset_L_late,g_trend_slope_strong_with+g_tr_above_ema800+g_hurst_trending,1203,673,255,275,0.9524517087667161,0.9294117647058824,0.8254545454545454,1.2397835821911856,1.1306601797249034,10.191832648680023,3925.446675031525,2802.7539783870066,224.50666997687551,192.1916843150991,6,6,6.157849603898113,15.416650874383382,1358.225806451613,0.0,169.01242410882853,True,PASS
prewindow|g_pw_mp_skew_with+g_imb5_strong_with+g_ribbon_agrees,ws_s,g_pw_mp_skew_with+g_imb5_strong_with+g_ribbon_agrees,1449,905,201,343,0.7988950276243094,0.7412935323383084,0.793002915451895,5.4887084890491336,2.993897997244673,9.021336565035602,8663.373121842857,3094.3184418072115,425.0,262.0054537838819,17,9,13.957010988862043,161.71388345133587,1635.9677419354837,0.0,167.07749131148515,True,PASS
prewindow|g_f7_rsi_strong_with+g_trend_slope_strong_with+g_mp_skew_with,ws_s,g_f7_rsi_strong_with+g_trend_slope_strong_with+g_mp_skew_with,1154,678,251,225,0.887905604719764,0.8366533864541833,0.8488888888888889,2.9284963401854447,1.9809363737049503,11.109366999185998,4982.3431232625235,2499.6075748168496,683.1614957987292,175.0,22,7,9.025563912943896,20.845377667254162,1302.9032258064517,0.0,166.64050498778997,True,PASS
off_L240|r2|g_ribbon_agrees+g_hurst_trending,offset_L240,g_ribbon_agrees+g_hurst_trending,580,332,131,117,0.9487951807228916,0.9007633587786259,0.8290598290598291,1.956148025449716,0.5281514871455409,15.397673751320525,2520.156818169873,1801.5278289045013,95.95361927343788,90.90304977035407,2,2,5.931666255283675,14.294279358855356,654.8387096774194,0.0,166.55130669975634,True,PASS
off_L240|r3|g_within_dev+g_ribbon_agrees+g_hurst_trending,offset_L240,g_within_dev+g_ribbon_agrees+g_hurst_trending,580,332,131,117,0.9487951807228916,0.9007633587786259,0.8290598290598291,1.956148025449716,0.5281514871455409,15.397673751320525,2520.156818169873,1801.5278289045013,95.95361927343788,90.90304977035407,2,2,5.931666255283675,14.294279358855356,654.8387096774194,0.0,166.55130669975634,True,PASS
off_L240|r3|g_tr_above_ema800+g_ribbon_agrees+g_hurst_trending,offset_L240,g_tr_above_ema800+g_ribbon_agrees+g_hurst_trending,580,332,131,117,0.9487951807228916,0.9007633587786259,0.8290598290598291,1.956148025449716,0.5281514871455409,15.397673751320525,2520.156818169873,1801.5278289045013,95.95361927343788,90.90304977035407,2,2,5.931666255283675,14.294279358855356,654.8387096774194,0.0,166.55130669975634,True,PASS
off_L180|r3|g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,offset_L180,g_imb5_strong_with+g_queue_top_high+g_ribbon_agrees,87,54,20,13,0.8148148148148148,0.9,0.8461538461538461,-0.4015597932701165,2.279596690419253,45.31405155236522,612.9903751525467,589.0826701807479,74.505050981839,25.0,2,1,4.393977109351071,14.137184950526157,98.2258064516129,0.0,163.38213637107137,True,PASS
