side,indicator,mean_at_zero_avg,mean_at_zero_std,cells,sign_consistency
bear,brigalS,0.13655450301258437,0.027712873435593328,3,4.927475432309344
bear,cross_institutional_lead,0.470851513713008,0.06766064502825024,3,6.959016035339511
bear,cross_leverage_heat,1995.943312000125,1739.010765039954,3,1.1477463809456452
bear,cross_real_money,-3992.5404427844664,3478.0427894805566,3,1.1479273500774698
bear,cross_risk_off,-0.05474389271167646,0.011847941815870334,3,4.620540306700945
bear,oilsr,0.015993625028906052,0.02895327182799082,3,0.5523943934185731
bear,z_cb_premium,-0.03588463724466542,0.01629498100835922,3,2.2021895715163358
bear,z_dom_stables,-0.10105404970090175,0.06016373248832792,3,1.6796506054624647
bear,z_fund,-0.004042727517413945,0.019518383861770437,3,0.20712409111556665
bear,z_lsr,0.07449954999185264,0.013926289509188663,3,5.349562059778903
bear,z_oi,0.08972011160435767,0.03485919852383189,3,2.573785841433488
bear,z_oi_silent,0.05096043770599203,0.012911431728960601,3,3.9469238404976226
bear,z_taker_ratio,0.018059727348036746,0.01000936551926018,3,1.8042829301503611
bear,z_top_lsr_count,0.06833252936014104,0.01924710462041503,3,3.550275779540475
bear,z_top_lsr_sum,0.0422163167665505,0.012262418079233632,3,3.4427399631760807
bull,brigalS,-0.3287636723728239,0.1352793733814294,3,2.4302572088787873
bull,cross_institutional_lead,0.5586639816101465,0.1268428833704286,3,4.404377815810439
bull,cross_leverage_heat,183.72152292747083,155.93213970405907,3,1.1782145956321304
bull,cross_real_money,-368.08566580078997,311.8074744315025,3,1.1804901934178957
bull,cross_risk_off,-0.0945774516819166,0.018679647891967178,3,5.063128182549298
bull,oilsr,0.23854990177347934,0.08923828814906619,3,2.6731788195555564
bull,z_cb_premium,0.022864653170881686,0.007253297566112686,3,3.1523114779827943
bull,z_dom_stables,0.07624165721902519,0.013675917451325407,3,5.5748842803695196
bull,z_fund,0.04054930295221522,0.020868244868047805,3,1.9431103673841714
bull,z_lsr,-0.1585926380266774,0.06756162635751069,3,2.3473774474797997
bull,z_oi,0.08068944820551571,0.021710502034476286,3,3.716609043742095
bull,z_oi_silent,0.0634059253137897,0.01271792836547504,3,4.985554525209921
bull,z_taker_ratio,-0.007628226738438954,0.0006312021116637826,3,12.085236404440645
bull,z_top_lsr_count,-0.11425750195406122,0.06372303278846926,3,1.7930330204675413
bull,z_top_lsr_sum,-0.03327977401446414,0.008014391080490494,3,4.152501878212233
