sleeve_id,signal,hour_bucket,same_n,same_hit,same_pnl,same_ppt,same_perm_p,same_ci_lo,same_ci_hi,inv_n,inv_hit,inv_pnl,inv_ppt,inv_perm_p,inv_ci_lo,inv_ci_hi,n_weeks,same_weeks_pos,inv_weeks_pos,same_pnl_by_week,inv_pnl_by_week
poly_updown_btc_15m_volume_INV_NIGHT,UP,06-11,53,0.2641509433962264,-648.8728964382558,-12.242884838457657,0.9995,-17.740126747206492,-6.663218377773863,53,0.7358490566037735,593.1536607372955,11.191578504477272,0.0,5.446966956705126,16.891450982634012,2,0,2,"{19: -158.42626270851662, 20: -490.4466337297391}","{19: 137.7401268454522, 20: 455.41353389184314}"
poly_updown_btc_5m_momo_HEDGE,DOWN,18-23,36,0.1388888888888889,-653.4574056168942,-18.151594600469284,1.0,-23.671440021537247,-12.459736501038716,36,0.8611111111111112,578.0521526919032,16.057004241441756,0.0,10.353065742135259,21.191121035901997,2,0,2,"{19: -178.45740561689416, 20: -475.0}","{19: 155.83927811756905, 20: 422.21287457433414}"
poly_updown_btc_5m_momo_HOLD,DOWN,18-23,36,0.1388888888888889,-653.4574056168942,-18.151594600469284,1.0,-23.65168842820601,-11.69487969176193,36,0.8611111111111112,578.0521526919032,16.057004241441756,0.0,10.427997175797177,21.13383498278493,2,0,2,"{19: -178.45740561689416, 20: -475.0}","{19: 155.83927811756905, 20: 422.21287457433414}"
poly_updown_eth_5m_volume_INV_NIGHT,UP,06-11,103,0.3883495145631068,-668.9700367148594,-6.494854725386984,0.9975,-11.048755565707465,-1.9034043824403102,103,0.6116504854368932,539.4233799964345,5.23712019414014,0.0145,0.46012954773707615,9.712159087970438,2,0,2,"{19: -249.69064394854576, 20: -419.2793927663137}","{19: 187.47365181464724, 20: 351.9497281817873}"
poly_updown_btc_5m_momo_SELL,DOWN,18-23,36,0.1111111111111111,-701.0727919604609,-19.474244221123914,1.0,-23.67735037934537,-13.922480460220388,36,0.8333333333333334,526.5104848843664,14.625291246787956,0.0,8.133157821697935,20.128104937811845,2,0,2,"{19: -226.07279196046085, 20: -475.0}","{19: 104.29761031003221, 20: 422.21287457433414}"
poly_updown_sol_5m_sniper_INV,UP,00-05,36,0.25,-477.5664650281559,-13.265735139670998,0.9985,-19.778919665670557,-6.665120668262819,36,0.75,424.7333948942843,11.798149858174563,0.003,4.809108239152196,18.52231970607777,2,0,2,"{19: -114.99874622551398, 20: -362.567718802642}","{19: 91.67118099399332, 20: 333.062213900291}"
poly_updown_eth_15m_volume_INV_NIGHT,UP,06-11,33,0.2727272727272727,-393.2404377573204,-11.916376901736982,0.999,-19.142321200029887,-4.5156766920986895,33,0.7272727272727273,357.8904677218519,10.845165688540966,0.0055,3.184031963057861,18.275877156205194,2,0,2,"{19: -150.79928866176562, 20: -242.4411490955548}","{19: 145.4745987725472, 20: 212.4158689493047}"
poly_updown_eth_5m_momo_v2_HEDGE,DOWN,12-17,25,0.24,-328.5358277847544,-13.141433111390176,0.999,-21.111487737149773,-4.775675215171419,25,0.76,277.98982203568136,11.119592881427254,0.006,3.282442501788524,18.564704562933706,1,0,1,{20: -275.3667169803526},{20: 238.80140414941405}
poly_updown_eth_5m_momo_v2_HOLD,DOWN,12-17,25,0.24,-328.5358277847544,-13.141433111390176,0.9975,-21.029948606642993,-3.6398176951044015,25,0.76,277.98982203568136,11.119592881427254,0.008,2.0496725514934195,18.756108023337482,1,0,1,{20: -275.3667169803526},{20: 238.80140414941405}
poly_updown_eth_5m_sniper_DOWN_INV,UP,00-05,30,0.3333333333333333,-283.9123059112433,-9.463743530374778,0.9865,-17.219659534018422,-1.6778556443498596,30,0.6666666666666666,258.4252261981261,8.614174206604202,0.026,0.06886045719993031,17.06153684773252,2,1,1,"{19: 12.224833453053357, 20: -296.13713936429673}","{19: -20.72858924751933, 20: 279.1538154456455}"
poly_updown_sol_15m_volume_INV_NIGHT,DOWN,06-11,34,0.3235294117647059,-321.3372976452,-9.451096989564705,0.9915,-16.573462263862716,-1.065898015223979,34,0.6764705882352942,257.8536456153654,7.5839307533930995,0.025,0.38578179165891685,14.785482325720197,2,0,2,"{19: -80.3552640230537, 20: -240.98203362214625}","{19: 63.45799504474681, 20: 194.39565057061856}"
poly_updown_eth_5m_momo_v2_SELL,DOWN,12-17,25,0.24,-328.5358277847544,-13.141433111390176,0.9985,-21.0650977198746,-3.6715746043455293,25,0.72,232.71718685912325,9.30868747436493,0.0275,1.2389052229517818,17.029045787682136,1,0,1,{20: -275.3667169803526},{20: 193.5287689728559}
