sleeve_id,signal,hour_bucket,n,inv_hit,inv_pnl,inv_ppt,same_pnl,swing,perm_p
poly_updown_eth_5m_momo_v2_HEDGE,DOWN,12-17,30,0.6666666666666666,199.7644999573946,6.658816665246487,-236.39645958000006,436.16095953739466,0.054
poly_updown_eth_5m_momo_v2_HOLD,DOWN,12-17,30,0.6666666666666666,199.7644999573946,6.658816665246487,-259.87561122000005,459.64011117739466,0.056
poly_updown_eth_5m_momo_SELL,UP,12-17,40,0.625,196.0727463262122,4.901818658155305,-250.95340555999996,447.0261518862122,0.084
poly_updown_eth_5m_momo_HEDGE,UP,12-17,40,0.625,196.0727463262122,4.901818658155305,-248.26060732000002,444.33335364621223,0.094
poly_updown_eth_5m_momo_HOLD,UP,12-17,40,0.625,196.0727463262122,4.901818658155305,-259.26060556,455.3333518862122,0.096
poly_updown_btc_5m_momo_v2_HEDGE,DOWN,18-23,36,0.6388888888888888,195.29588463558457,5.424885684321794,-277.7046676,473.00055223558456,0.066
poly_updown_sol_5m_sniper,DOWN,12-17,64,0.59375,194.48015069917366,3.0387523546745885,-200.3795236,394.85967429917366,0.156
poly_updown_btc_5m_momo_HOLD,UP,00-05,32,0.625,192.53015346421776,6.016567295756805,-213.85849932,406.38865278421775,0.092
poly_updown_sol_15m_volume_INV_NIGHT,UP,06-11,35,0.6285714285714286,189.34185443755723,5.409767269644492,-269.06985948,458.4117139175572,0.104
poly_updown_btc_15m_volume_INV_NIGHT,DOWN,06-11,51,0.5882352941176471,189.1157808762431,3.708152566200845,-244.74864349999996,433.86442437624305,0.138
poly_updown_eth_5m_momo_HEDGE,DOWN,12-17,33,0.6363636363636364,185.56948051718973,5.623317591429992,-132.84541869999998,318.4148992171897,0.068
poly_updown_btc_5m_momo_v2_SELL,DOWN,00-05,31,0.6451612903225806,180.79742519768735,5.832175006377011,-325.10789772000004,505.9053229176874,0.068
poly_updown_btc_5m_momo_v2_HEDGE,DOWN,00-05,31,0.6451612903225806,180.79742519768735,5.832175006377011,-299.02736136000004,479.8247865576874,0.074
poly_updown_btc_5m_momo_v2_HOLD,DOWN,18-23,37,0.6216216216216216,170.29588463558457,4.6025914766374205,-229.4604488,399.75633343558457,0.13
poly_updown_sol_5m_v3,UP,12-17,43,0.6046511627906976,156.60512297155122,3.6419796039895633,-176.19364556,332.7987685315512,0.166
poly_updown_btc_5m_momo_v2_HOLD,DOWN,00-05,32,0.625,155.79742519768735,4.86866953742773,-208.91702802,364.7144532176874,0.118
poly_updown_eth_5m_momo_v2_SELL,DOWN,12-17,30,0.6333333333333333,154.49186478083644,5.149728826027881,-235.91729322000003,390.40915800083644,0.118
poly_updown_eth_5m_sniper_DOWN_INV,UP,18-23,26,0.6153846153846154,152.22360530508973,5.854754050195759,-177.67537033999997,329.8989756450897,0.12
poly_updown_sol_5m_v4,DOWN,12-17,30,0.6333333333333333,137.35862200913047,4.578620733637682,-120.7920756,258.1506976091305,0.146
poly_updown_sol_5m_v3_3,DOWN,12-17,30,0.6333333333333333,137.35862200913047,4.578620733637682,-120.7920756,258.1506976091305,0.14
poly_updown_btc_5m_volume_INV_NIGHT,UP,00-05,321,0.5109034267912772,131.39849861918154,0.40934111719371197,-474.06536382,605.4638624391815,0.38
poly_updown_btc_5m_momo_v2_SELL,DOWN,18-23,37,0.5945945945945946,122.73387914379133,3.317131868751117,-250.73336448,373.4672436237913,0.164
poly_updown_eth_5m_momo_HOLD,DOWN,12-17,30,0.6,114.52402888350599,3.8174676294501997,-152.65251042000003,267.17653930350605,0.17
poly_updown_sol_5m_v3,DOWN,12-17,33,0.6060606060606061,109.26994509286352,3.3112104573595005,-122.29978044,231.56972553286352,0.206
poly_updown_sol_5m_v3_1,DOWN,12-17,33,0.6060606060606061,109.26994509286352,3.3112104573595005,-122.29978044,231.56972553286352,0.198
poly_updown_sol_5m_sniper_INV,UP,06-11,29,0.5862068965517241,107.37575002422238,3.702612069800772,-165.32838304000003,272.70413306422245,0.212
poly_updown_sol_5m_v3_1,UP,12-17,36,0.5833333333333334,93.98559058170855,2.610710849491904,-94.55270748000004,188.5382980617086,0.238
poly_updown_eth_15m_volume_INV_NIGHT,DOWN,06-11,37,0.5675675675675675,90.51772020055512,2.4464248702852736,-153.48880186,244.0065220605551,0.278
poly_updown_eth_5m_sniper_DOWN_INV,UP,12-17,37,0.5405405405405406,85.11164030804841,2.3003146029202273,-134.17694387999998,219.2885841880484,0.222
poly_updown_sol_5m_v3_2,DOWN,12-17,36,0.5833333333333334,81.92089015267285,2.2755802820186903,-102.50173518,184.42262533267285,0.338
poly_updown_sol_5m_v3_3,UP,12-17,35,0.5714285714285714,73.48548048888753,2.099585156825358,-118.79124791999999,192.27672840888752,0.28
poly_updown_eth_5m_sniper,UP,00-05,30,0.5666666666666667,73.00417800247752,2.4334726000825837,3.217202259999997,69.78697574247752,0.274
poly_updown_eth_5m_sniper,UP,12-17,61,0.5409836065573771,36.36560775032275,0.5961575041036516,32.170009440000015,4.195598310322737,0.416
poly_updown_btc_5m_momo_HEDGE,UP,12-17,56,0.5178571428571429,35.557312927180725,0.6349520165567987,-66.76593825999998,102.32325118718072,0.434
poly_updown_sol_5m_sniper_INV,DOWN,06-11,28,0.5357142857142857,35.15433189666868,1.2555118534524528,-86.65658626000001,121.81091815666869,0.458
poly_updown_sol_5m_sniper_INV,DOWN,18-23,30,0.5333333333333333,26.035003377833263,0.8678334459277754,-87.23143610000002,113.26643947783329,0.464
poly_updown_btc_5m_momo_v2_HEDGE,UP,18-23,27,0.5185185185185185,7.200878380219855,0.26669919926740204,-40.53406344,47.73494182021985,0.488
poly_updown_btc_5m_momo_v2_HOLD,UP,18-23,29,0.5172413793103449,6.680509745424317,0.23036240501463162,-33.70766008,40.38816982542431,0.556
poly_updown_sol_5m_momo_HEDGE,DOWN,18-23,25,0.52,3.729747448667183,0.14918989794668733,-28.93610408,32.66585152866718,0.496
poly_updown_sol_5m_momo_HOLD,DOWN,18-23,25,0.52,3.729747448667183,0.14918989794668733,-40.71532933999999,44.44507678866717,0.492
