sleeve,coin,variant,gate_applied,entry_ts,window,side,ret_pct,realized,reason,bars
STF_BTC,BTC,V45,FUND_Z,2021-10-29 16:00:00+00:00,LONG_OOS,LONG,-3.1048744899079654,-836.7104644998273,SL,11
STF_BTC,BTC,V45,FUND_Z,2021-12-03 20:00:00+00:00,LONG_OOS,SHORT,10.686929540297962,2798.491057950257,TIME,80
STF_BTC,BTC,V45,FUND_Z,2021-12-28 08:00:00+00:00,LONG_OOS,SHORT,19.20522907443182,5590.663428185221,TIME,80
STF_BTC,BTC,V45,FUND_Z,2022-01-19 08:00:00+00:00,LONG_OOS,SHORT,-3.151175513393444,-1093.6208486196415,SL,1
STF_BTC,BTC,V45,FUND_Z,2022-02-15 12:00:00+00:00,LONG_OOS,LONG,-3.133919723315901,-1052.7113930113478,SL,11
STF_BTC,BTC,V45,FUND_Z,2022-03-04 16:00:00+00:00,LONG_OOS,SHORT,-3.0935912116293505,-1007.0966331228132,SL,28
STF_BTC,BTC,V45,FUND_Z,2022-03-16 12:00:00+00:00,LONG_OOS,LONG,14.529674367628232,4571.996353064234,TIME,80
STF_BTC,BTC,V45,FUND_Z,2022-04-22 00:00:00+00:00,LONG_OOS,SHORT,3.5978398194428864,1296.2244945937664,TIME,60
STF_BTC,BTC,V45,FUND_Z,2022-05-05 16:00:00+00:00,LONG_OOS,SHORT,23.877581562214726,8918.829251682038,TP,37
STF_BTC,BTC,V45,FUND_Z,2022-06-01 20:00:00+00:00,LONG_OOS,SHORT,-3.1248020490918633,-1446.379383774455,SL,25
STF_BTC,BTC,V45,FUND_Z,2022-06-07 04:00:00+00:00,LONG_OOS,SHORT,-3.12744486144367,-1402.1621970640615,SL,3
STF_BTC,BTC,V45,FUND_Z,2022-06-28 20:00:00+00:00,LONG_OOS,SHORT,-3.1137748341323555,-1352.245765124296,SL,13
STF_BTC,BTC,V45,FUND_Z,2022-07-26 00:00:00+00:00,LONG_OOS,SHORT,-3.101511126275882,-1305.3588395886736,SL,10
STF_BTC,BTC,V45,FUND_Z,2022-08-04 20:00:00+00:00,LONG_OOS,SHORT,-3.124918781387684,-1274.4419791109324,SL,1
STF_BTC,BTC,V45,FUND_Z,2022-08-08 08:00:00+00:00,LONG_OOS,LONG,-3.1799353869374762,-1255.7736496044101,SL,6
STF_BTC,BTC,V45,FUND_Z,2022-08-10 16:00:00+00:00,LONG_OOS,LONG,-3.1509938811649962,-1203.9840477381742,SL,41
STF_BTC,BTC,V45,FUND_Z,2022-09-13 16:00:00+00:00,LONG_OOS,SHORT,2.681282443790957,992.984942001564,TIME,80
STF_BTC,BTC,V45,FUND_Z,2022-09-27 20:00:00+00:00,LONG_OOS,SHORT,-3.0879767232653332,-1174.6560533746722,SL,16
STF_BTC,BTC,V45,FUND_Z,2022-10-04 08:00:00+00:00,LONG_OOS,LONG,-3.166360378529673,-1165.670423308294,SL,19
STF_BTC,BTC,V45,FUND_Z,2022-10-14 04:00:00+00:00,LONG_OOS,LONG,-3.1620255634026693,-1127.063630299584,SL,2
STF_BTC,BTC,V45,FUND_Z,2022-10-24 00:00:00+00:00,LONG_OOS,LONG,-3.286619521123133,-1134.1614495677918,SL,1
STF_BTC,BTC,V45,FUND_Z,2022-11-28 16:00:00+00:00,LONG_OOS,SHORT,-3.2350903469969916,-1079.6888249409544,SL,0
STF_BTC,BTC,V45,FUND_Z,2022-12-07 08:00:00+00:00,LONG_OOS,SHORT,-3.249961344047072,-1049.62068758139,SL,8
STF_BTC,BTC,V45,FUND_Z,2022-12-12 04:00:00+00:00,LONG_OOS,SHORT,-3.2861365143797965,-1026.841783318224,SL,4
STF_BTC,BTC,V45,FUND_Z,2022-12-13 12:00:00+00:00,LONG_OOS,LONG,-3.328019846847886,-1003.6776344813425,SL,17
STF_BTC,BTC,V45,FUND_Z,2023-02-02 00:00:00+00:00,LONG_OOS,LONG,-3.172605722419352,-924.3001496820223,SL,9
STF_BTC,BTC,V45,FUND_Z,2023-03-29 12:00:00+00:00,LONG_OOS,LONG,-3.137683203633195,-884.9071940575415,SL,10
STF_BTC,BTC,V45,FUND_Z,2023-04-18 12:00:00+00:00,LONG_OOS,LONG,-3.2237577066280103,-880.2811193858232,SL,5
STF_BTC,BTC,V45,FUND_Z,2023-04-26 12:00:00+00:00,LONG_OOS,LONG,-3.169014628647754,-837.3219093342419,SL,1
STF_BTC,BTC,V45,FUND_Z,2023-05-05 16:00:00+00:00,LONG_OOS,LONG,-3.1694585221277403,-810.5715969490484,SL,5
STF_BTC,BTC,V45,FUND_Z,2023-05-08 04:00:00+00:00,LONG_OOS,SHORT,6.430705578798072,1596.2147825089085,TIME,80
STF_BTC,BTC,V45,FUND_Z,2023-05-24 16:00:00+00:00,LONG_OOS,SHORT,-3.2291776857198777,-853.8993240959021,SL,11
STF_BTC,BTC,V45,FUND_Z,2023-05-31 08:00:00+00:00,LONG_OOS,SHORT,7.680208128087602,1973.5075183431015,TIME,80
STF_BTC,BTC,V45,FUND_Z,2023-07-10 20:00:00+00:00,LONG_OOS,LONG,-3.282344422983351,-908.2090658810704,SL,0
STF_BTC,BTC,V45,FUND_Z,2023-08-02 00:00:00+00:00,LONG_OOS,LONG,-3.2397989966630916,-866.6662397074834,SL,3
STF_BTC,BTC,V45,FUND_Z,2023-08-07 16:00:00+00:00,LONG_OOS,SHORT,-2.944217001146978,-762.3107375538716,SL,0
STF_BTC,BTC,V45,FUND_Z,2023-08-08 12:00:00+00:00,LONG_OOS,LONG,-1.5178217900792303,-379.7950513985957,SL,31
STF_BTC,BTC,V45,FUND_Z,2023-08-15 20:00:00+00:00,LONG_OOS,SHORT,19.643558690620193,4849.27147620034,TP,12
STF_BTC,BTC,V45,FUND_Z,2023-08-31 20:00:00+00:00,LONG_OOS,SHORT,-1.231588475474553,-364.11684489136695,TIME,80
STF_BTC,BTC,V45,FUND_Z,2023-09-27 12:00:00+00:00,LONG_OOS,LONG,-3.3156810940750625,-968.202002641723,SL,0
STF_BTC,BTC,V45,FUND_Z,2023-10-16 08:00:00+00:00,LONG_OOS,LONG,23.676433388673683,6681.693623253018,TP,40
STF_BTC,BTC,V45,FUND_Z,2023-11-15 20:00:00+00:00,LONG_OOS,LONG,-3.1582737342900344,-1101.9508557759107,SL,4
STF_BTC,BTC,V45,FUND_Z,2023-11-24 12:00:00+00:00,LONG_OOS,LONG,-3.1916051005174224,-1076.8862130927205,SL,17
STF_BTC,BTC,V45,FUND_Z,2023-11-28 20:00:00+00:00,LONG_OOS,LONG,-3.2291797575845935,-1053.790047724634,SL,10
STF_BTC,BTC,V45,FUND_Z,2024-01-08 20:00:00+00:00,LONG_OOS,LONG,-3.1118725299976453,-982.5310493063049,SL,4
STF_BTC,BTC,V45,FUND_Z,2024-03-25 16:00:00+00:00,HL_ERA,LONG,-3.1357359128917053,-952.7387242002878,SL,44
STF_BTC,BTC,V45,FUND_Z,2024-04-12 20:00:00+00:00,HL_ERA,SHORT,-0.08615869049222694,-25.39865204690295,SL,68
STF_BTC,BTC,V45,FUND_Z,2024-04-24 20:00:00+00:00,HL_ERA,SHORT,-1.3983794580730367,-412.6774262680902,SL,68
STF_BTC,BTC,V45,FUND_Z,2024-05-09 00:00:00+00:00,HL_ERA,SHORT,-3.1473924628571077,-916.0246777354523,SL,5
STF_BTC,BTC,V45,FUND_Z,2024-05-27 16:00:00+00:00,HL_ERA,LONG,-3.1995243719664397,-901.7400118110713,SL,0
STF_BTC,BTC,V45,FUND_Z,2024-06-12 16:00:00+00:00,HL_ERA,LONG,-3.2020601939970534,-873.4367974364864,SL,0
STF_BTC,BTC,V45,FUND_Z,2024-06-14 20:00:00+00:00,HL_ERA,SHORT,-3.167687665183183,-837.1050260556343,SL,12
STF_BTC,BTC,V45,FUND_Z,2024-07-03 04:00:00+00:00,HL_ERA,SHORT,1.761274988270765,452.59096188074375,SL,66
STF_BTC,BTC,V45,FUND_Z,2024-07-26 04:00:00+00:00,HL_ERA,LONG,-3.1524948426718242,-823.353180795655,SL,28
STF_BTC,BTC,V45,FUND_Z,2024-09-16 16:00:00+00:00,HL_ERA,SHORT,-3.189726681669619,-807.0332911582593,SL,4
STF_BTC,BTC,V45,FUND_Z,2024-10-07 04:00:00+00:00,HL_ERA,LONG,-3.2313759148957804,-791.4738117978169,SL,4
STF_BTC,BTC,V45,FUND_Z,2024-10-09 20:00:00+00:00,HL_ERA,SHORT,-3.1932133834775605,-757.0192575304193,SL,10
STF_BTC,BTC,V45,FUND_Z,2024-11-06 04:00:00+00:00,HL_ERA,LONG,23.95835581941356,5473.611659602221,TP,44
STF_BTC,BTC,V45,FUND_Z,2024-12-11 20:00:00+00:00,HL_ERA,LONG,-3.142808061684947,-887.6655523349419,SL,47
STF_BTC,BTC,V45,FUND_Z,2025-01-14 12:00:00+00:00,HL_ERA,LONG,3.443305939167751,938.1028803507642,SL,76
STF_BTC,BTC,V45,FUND_Z,2025-01-29 20:00:00+00:00,HL_ERA,LONG,-3.1545275740280627,-888.2450823007352,SL,18
STF_BTC,BTC,V45,FUND_Z,2025-02-03 20:00:00+00:00,HL_ERA,LONG,-3.106259226905784,-847.042846066598,SL,2
STF_BTC,BTC,V45,FUND_Z,2025-02-11 20:00:00+00:00,HL_ERA,SHORT,-3.197295271110476,-844.9409579495298,SL,5
STF_BTC,BTC,V45,FUND_Z,2025-02-20 20:00:00+00:00,HL_ERA,LONG,-3.228609324109584,-825.8995726947882,SL,5
STF_BTC,BTC,V45,FUND_Z,2025-03-03 20:00:00+00:00,HL_ERA,SHORT,-3.083393133708855,-763.3207734350638,SL,9
STF_BTC,BTC,V45,FUND_Z,2025-03-09 16:00:00+00:00,HL_ERA,SHORT,-2.892714428965969,-694.5931461257842,SL,60
STF_BTC,BTC,V45,FUND_Z,2025-03-28 08:00:00+00:00,HL_ERA,SHORT,-3.2030564954837684,-747.4934405355932,SL,31
STF_BTC,BTC,V45,FUND_Z,2025-05-07 00:00:00+00:00,HL_ERA,LONG,16.554654547769605,3721.473898240036,TIME,80
STF_BTC,BTC,V45,FUND_Z,2025-06-06 16:00:00+00:00,HL_ERA,LONG,-3.2115063466244798,-840.5658487867718,SL,38
STF_BTC,BTC,V45,FUND_Z,2025-06-16 20:00:00+00:00,HL_ERA,LONG,-3.2493604558329037,-823.160606110532,SL,0
STF_BTC,BTC,V45,FUND_Z,2025-06-17 16:00:00+00:00,HL_ERA,SHORT,-3.206425198259434,-786.2436132768624,SL,16
STF_BTC,BTC,V45,FUND_Z,2025-06-24 00:00:00+00:00,HL_ERA,LONG,2.6886614439379697,637.4622190103803,TIME,70
STF_BTC,BTC,V45,FUND_Z,2025-08-07 12:00:00+00:00,HL_ERA,LONG,1.3165096947664319,318.77029503385813,SL,62
STF_BTC,BTC,V45,FUND_Z,2025-08-22 16:00:00+00:00,HL_ERA,LONG,-3.2071715290830354,-786.0401214956278,SL,11
STF_BTC,BTC,V45,FUND_Z,2025-10-29 16:00:00+00:00,HL_ERA,SHORT,13.12242715902843,3125.3281863901475,TIME,80
STF_BTC,BTC,V45,FUND_Z,2025-11-12 16:00:00+00:00,HL_ERA,SHORT,23.790128879563724,6425.671372923671,TP,51
STF_BTC,BTC,V45,FUND_Z,2025-12-01 04:00:00+00:00,HL_ERA,SHORT,-3.1744663149594565,-1061.4941758482837,SL,8
STF_BTC,BTC,V45,FUND_Z,2026-01-02 20:00:00+00:00,HL_ERA,LONG,13.217663991050602,4262.744506128694,TIME,80
STF_BTC,BTC,V45,FUND_Z,2026-01-29 16:00:00+00:00,HL_ERA,SHORT,23.8384589640474,8708.73324071998,TP,39
STF_BTC,BTC,V45,FUND_Z,2026-02-28 08:00:00+00:00,HL_ERA,SHORT,-3.125834750273597,-1414.0401481333458,SL,2
CCI_ETH,ETH,V41,FUND_Z,2020-01-03 08:00:00+00:00,LONG_OOS,LONG,18.26443885469157,1819.2876542002796,TP,66
CCI_ETH,ETH,V41,FUND_Z,2020-02-24 04:00:00+00:00,LONG_OOS,SHORT,5.284754594428766,626.1352653198977,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2020-03-23 04:00:00+00:00,LONG_OOS,LONG,2.010203992165497,250.68716648621293,TIME,24
CCI_ETH,ETH,V41,FUND_Z,2020-03-28 20:00:00+00:00,LONG_OOS,LONG,-1.3325764133936526,-169.50416527506928,SL,6
CCI_ETH,ETH,V41,FUND_Z,2020-04-17 04:00:00+00:00,LONG_OOS,SHORT,-3.0711776562444495,-385.53746171200044,SL,8
CCI_ETH,ETH,V41,FUND_Z,2020-05-08 08:00:00+00:00,LONG_OOS,SHORT,1.456683300618045,177.5791301316391,SL,55
CCI_ETH,ETH,V41,FUND_Z,2020-05-18 12:00:00+00:00,LONG_OOS,SHORT,-0.9664775513922252,-119.80000744638784,SL,60
CCI_ETH,ETH,V41,FUND_Z,2020-06-07 20:00:00+00:00,LONG_OOS,LONG,-3.11151912323601,-381.36178473741467,SL,23
CCI_ETH,ETH,V41,FUND_Z,2020-06-12 08:00:00+00:00,LONG_OOS,LONG,-3.1036089468779915,-368.27073823483397,SL,16
CCI_ETH,ETH,V41,FUND_Z,2020-07-02 08:00:00+00:00,LONG_OOS,SHORT,-3.1508291655122957,-362.8213759725252,SL,23
CCI_ETH,ETH,V41,FUND_Z,2020-07-13 20:00:00+00:00,LONG_OOS,SHORT,-2.8273156483463078,-316.19508842401746,SL,46
CCI_ETH,ETH,V41,FUND_Z,2020-08-29 00:00:00+00:00,LONG_OOS,SHORT,-3.0959697434368163,-336.5861708864461,SL,9
CCI_ETH,ETH,V41,FUND_Z,2020-09-13 12:00:00+00:00,LONG_OOS,SHORT,-3.0703664155912405,-323.71471182397846,SL,26
CCI_ETH,ETH,V41,FUND_Z,2020-09-21 04:00:00+00:00,LONG_OOS,LONG,-3.101720787792946,-316.9539825003359,SL,1
CCI_ETH,ETH,V41,FUND_Z,2020-10-01 16:00:00+00:00,LONG_OOS,SHORT,-2.049158574632871,-203.07919663072607,SL,49
CCI_ETH,ETH,V41,FUND_Z,2020-10-17 04:00:00+00:00,LONG_OOS,LONG,5.215634822545495,501.70128190100417,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2020-11-02 12:00:00+00:00,LONG_OOS,SHORT,-3.107570637785524,-314.7107161423618,SL,13
CCI_ETH,ETH,V41,FUND_Z,2020-11-18 08:00:00+00:00,LONG_OOS,SHORT,-3.086967587176925,-303.3844610305242,SL,12
CCI_ETH,ETH,V41,FUND_Z,2020-12-05 08:00:00+00:00,LONG_OOS,LONG,-3.067491833376765,-291.92847695970664,SL,21
CCI_ETH,ETH,V41,FUND_Z,2020-12-14 00:00:00+00:00,LONG_OOS,SHORT,-3.1011438375168385,-286.26961957235676,SL,15
CCI_ETH,ETH,V41,FUND_Z,2021-01-24 16:00:00+00:00,LONG_OOS,SHORT,-2.715281449941849,-242.97164503713594,SL,2
CCI_ETH,ETH,V41,FUND_Z,2021-02-01 00:00:00+00:00,LONG_OOS,LONG,7.181335360329766,623.0158190452784,TP,16
CCI_ETH,ETH,V41,FUND_Z,2021-02-15 12:00:00+00:00,LONG_OOS,LONG,-2.3391827557423284,-214.2637227600922,SL,42
CCI_ETH,ETH,V41,FUND_Z,2021-03-05 12:00:00+00:00,LONG_OOS,LONG,7.168226056194961,640.4017846031736,TP,20
CCI_ETH,ETH,V41,FUND_Z,2021-03-13 00:00:00+00:00,LONG_OOS,LONG,1.0858910695853166,103.68285989679373,SL,13
CCI_ETH,ETH,V41,FUND_Z,2021-03-20 20:00:00+00:00,LONG_OOS,SHORT,3.5958928175691884,348.9859066101522,SL,51
CCI_ETH,ETH,V41,FUND_Z,2021-04-10 16:00:00+00:00,LONG_OOS,SHORT,-3.0718944871663503,-310.80135073932485,SL,17
CCI_ETH,ETH,V41,FUND_Z,2021-04-22 20:00:00+00:00,LONG_OOS,SHORT,0.08283342124254256,8.12775527930261,SL,23
CCI_ETH,ETH,V41,FUND_Z,2021-05-29 04:00:00+00:00,LONG_OOS,LONG,-2.494933055813761,-244.9974515404539,SL,5
CCI_ETH,ETH,V41,FUND_Z,2021-06-03 16:00:00+00:00,LONG_OOS,SHORT,-0.3384328160882405,-32.41004664161326,SL,10
CCI_ETH,ETH,V41,FUND_Z,2021-06-07 16:00:00+00:00,LONG_OOS,SHORT,2.5895650762704654,247.20880933822696,SL,12
CCI_ETH,ETH,V41,FUND_Z,2021-07-04 16:00:00+00:00,LONG_OOS,SHORT,12.552227896979842,1231.1818401788253,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2021-08-18 16:00:00+00:00,LONG_OOS,LONG,1.9236481285067097,211.62929597403001,TIME,60
CCI_ETH,ETH,V41,FUND_Z,2021-08-31 00:00:00+00:00,LONG_OOS,SHORT,-3.095399569782847,-347.11687342317657,SL,1
CCI_ETH,ETH,V41,FUND_Z,2021-10-10 08:00:00+00:00,LONG_OOS,LONG,-3.0932732223074506,-336.08845790834454,SL,3
CCI_ETH,ETH,V41,FUND_Z,2021-10-28 04:00:00+00:00,LONG_OOS,LONG,13.228438462132818,1383.3891546346179,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2021-11-12 20:00:00+00:00,LONG_OOS,LONG,-3.0833862036293986,-364.773452617843,SL,19
CCI_ETH,ETH,V41,FUND_Z,2021-11-23 04:00:00+00:00,LONG_OOS,LONG,-3.066132387993129,-351.2343042505561,SL,20
CCI_ETH,ETH,V41,FUND_Z,2021-12-24 08:00:00+00:00,LONG_OOS,SHORT,5.818860687151206,647.6762585360974,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2022-03-14 08:00:00+00:00,LONG_OOS,LONG,18.26790803392459,2146.4170956638777,TP,67
CCI_ETH,ETH,V41,FUND_Z,2022-04-17 20:00:00+00:00,LONG_OOS,SHORT,-3.152617811366807,-438.0357948655891,SL,10
CCI_ETH,ETH,V41,FUND_Z,2022-04-22 08:00:00+00:00,LONG_OOS,LONG,-3.090434884097883,-416.01503373956245,SL,16
CCI_ETH,ETH,V41,FUND_Z,2022-05-05 12:00:00+00:00,LONG_OOS,SHORT,18.21915483753611,2378.224141807772,TP,23
CCI_ETH,ETH,V41,FUND_Z,2022-05-23 16:00:00+00:00,LONG_OOS,SHORT,1.8449572847726845,284.8770667525595,SL,44
CCI_ETH,ETH,V41,FUND_Z,2022-06-25 04:00:00+00:00,LONG_OOS,SHORT,-1.5068918122567392,-236.98335605771524,SL,7
CCI_ETH,ETH,V41,FUND_Z,2022-06-28 08:00:00+00:00,LONG_OOS,LONG,-2.1379583910043203,-331.1576800340091,SL,3
CCI_ETH,ETH,V41,FUND_Z,2022-06-29 20:00:00+00:00,LONG_OOS,LONG,-2.818491602870577,-427.23908283924794,SL,3
CCI_ETH,ETH,V41,FUND_Z,2022-07-05 12:00:00+00:00,LONG_OOS,SHORT,-3.0671903559685423,-451.90590144866815,SL,8
CCI_ETH,ETH,V41,FUND_Z,2022-07-27 00:00:00+00:00,LONG_OOS,LONG,7.490067648606013,1068.6951303419162,TIME,60
CCI_ETH,ETH,V41,FUND_Z,2022-08-18 04:00:00+00:00,LONG_OOS,LONG,-3.078989121839725,-472.162333572805,SL,6
CCI_ETH,ETH,V41,FUND_Z,2022-09-02 20:00:00+00:00,LONG_OOS,SHORT,-3.0647994147908024,-455.33874492466197,SL,19
CCI_ETH,ETH,V41,FUND_Z,2022-09-27 16:00:00+00:00,LONG_OOS,SHORT,2.0392753395751124,293.9077987654744,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2022-10-20 08:00:00+00:00,LONG_OOS,LONG,-3.1412296537348214,-461.8874554617772,SL,7
CCI_ETH,ETH,V41,FUND_Z,2022-10-24 08:00:00+00:00,LONG_OOS,SHORT,-3.156187385484979,-449.5394188517849,SL,7
CCI_ETH,ETH,V41,FUND_Z,2022-12-07 16:00:00+00:00,LONG_OOS,LONG,-0.35048868919531967,-48.27085372930354,SL,52
CCI_ETH,ETH,V41,FUND_Z,2022-12-21 04:00:00+00:00,LONG_OOS,SHORT,0.795349366084782,109.43983081027784,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2023-01-03 00:00:00+00:00,LONG_OOS,SHORT,-3.266806524222078,-453.256394884728,SL,6
CCI_ETH,ETH,V41,FUND_Z,2023-01-30 08:00:00+00:00,LONG_OOS,SHORT,-3.119002655230813,-418.97913136143046,SL,16
CCI_ETH,ETH,V41,FUND_Z,2023-02-08 08:00:00+00:00,LONG_OOS,SHORT,3.3232759817339206,433.12388586650616,SL,44
CCI_ETH,ETH,V41,FUND_Z,2023-03-08 00:00:00+00:00,LONG_OOS,LONG,-3.171767022682745,-426.97017164174565,SL,5
CCI_ETH,ETH,V41,FUND_Z,2023-03-29 16:00:00+00:00,LONG_OOS,SHORT,-3.1126932017847575,-406.06621261281174,SL,34
CCI_ETH,ETH,V41,FUND_Z,2023-04-09 20:00:00+00:00,LONG_OOS,LONG,18.161843450376566,2293.2566889323357,TP,25
CCI_ETH,ETH,V41,FUND_Z,2023-04-30 20:00:00+00:00,LONG_OOS,SHORT,-3.1340020039463448,-468.04073005654874,SL,28
CCI_ETH,ETH,V41,FUND_Z,2023-05-16 00:00:00+00:00,LONG_OOS,SHORT,-3.158809738163578,-457.5043204581266,SL,42
CCI_ETH,ETH,V41,FUND_Z,2023-05-23 20:00:00+00:00,LONG_OOS,SHORT,-2.11279876802382,-296.6249517101578,SL,30
CCI_ETH,ETH,V41,FUND_Z,2023-06-29 04:00:00+00:00,LONG_OOS,LONG,-0.27716082296074657,-37.98806421145459,SL,47
CCI_ETH,ETH,V41,FUND_Z,2023-07-11 04:00:00+00:00,LONG_OOS,SHORT,-3.2026525043585434,-438.04340202317354,SL,14
CCI_ETH,ETH,V41,FUND_Z,2023-07-18 00:00:00+00:00,LONG_OOS,LONG,-3.1663379037623542,-418.7264168253881,SL,29
CCI_ETH,ETH,V41,FUND_Z,2023-08-08 00:00:00+00:00,LONG_OOS,LONG,-0.4919950877988176,-62.74009769265256,SL,46
CCI_ETH,ETH,V41,FUND_Z,2023-08-28 16:00:00+00:00,LONG_OOS,LONG,-2.364063148706575,-299.814497911263,SL,19
CCI_ETH,ETH,V41,FUND_Z,2023-09-08 12:00:00+00:00,LONG_OOS,SHORT,-3.114799481753403,-385.8682850143735,SL,44
CCI_ETH,ETH,V41,FUND_Z,2023-09-18 20:00:00+00:00,LONG_OOS,SHORT,0.2592339116041834,31.160117521602416,SL,57
CCI_ETH,ETH,V41,FUND_Z,2023-11-15 12:00:00+00:00,LONG_OOS,LONG,-3.106446326474701,-374.2296025608487,SL,7
CCI_ETH,ETH,V41,FUND_Z,2023-11-21 00:00:00+00:00,LONG_OOS,SHORT,-3.1253732361071367,-365.0408709031335,SL,10
CCI_ETH,ETH,V41,FUND_Z,2023-12-01 16:00:00+00:00,LONG_OOS,SHORT,-3.1645469393695675,-358.2631108442845,SL,6
CCI_ETH,ETH,V41,FUND_Z,2023-12-27 00:00:00+00:00,LONG_OOS,LONG,-0.7626371396793129,-82.6878742748416,SL,45
CCI_ETH,ETH,V41,FUND_Z,2024-01-17 04:00:00+00:00,LONG_OOS,SHORT,12.454890227695023,1344.386804419145,TIME,70
CCI_ETH,ETH,V41,FUND_Z,2024-01-30 08:00:00+00:00,LONG_OOS,SHORT,-3.163182400222392,-384.04613524721384,SL,2
CCI_ETH,ETH,V41,FUND_Z,2024-02-05 00:00:00+00:00,LONG_OOS,LONG,18.201086007064248,2133.029091850922,TP,46
CCI_ETH,ETH,V41,FUND_Z,2024-03-11 08:00:00+00:00,HL_ERA,LONG,-3.096795495359115,-428.0307955200609,SL,8
