sleeve,gate,n_off,mean_off,tot_off,n_on,mean_on,tot_on,delta_mean
STF_BTC,FUND_Z,104,1.6843775859690295,28007.319519506156,73,2.017975702259452,21597.859725025086,0.3335981162904227
CCI_ETH,FUND_Z,125,0.3903388614046596,3284.900061117982,79,0.6125761105158103,4089.006446841393,0.22223724911115067
STF_SOL,FUND_Z,77,2.110277620975653,30387.314804444242,74,1.78060762774097,20690.65433423824,-0.32966999323468316
MFI_SOL,ATR_NOTOPVOL,168,1.3723382409251228,53580.95154626821,118,2.1184527156630275,72145.52588837028,0.7461144747379047
VP_LINK,ATR_NOTOPVOL,254,0.4452664910085818,11588.416783131172,198,0.9125179367133084,33418.705578165485,0.4672514457047266
SVD_AVAX,ATR_NOTOPVOL,101,1.0020908621664775,13579.126502286112,83,0.7493041326452355,6363.723066752449,-0.2527867295212419
MFI_ETH,ATR_NOTOPVOL,282,0.17681039542263557,1317.0571785668044,214,0.5888872469019305,14979.197147967403,0.41207685147929496
