sleeve,coin,variant,gate,entry_ts,exit_ts,window,side,ret_pct,realized,reason,bars,funding_cost,regime
STF_SOL,SOL,baseline,FUND_Z,2025-06-12 20:00:00+00:00,2025-06-22 20:00:00+00:00,IS,SHORT,9.318850954528038,1361.8537620857785,TIME,60,-6.430672673199245,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-07-01 20:00:00+00:00,2025-07-02 16:00:00+00:00,IS,SHORT,-3.0842042627119177,-492.7172813662315,SL,5,0.312882955271524,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-07-03 08:00:00+00:00,2025-07-04 08:00:00+00:00,IS,LONG,-3.0927296990668163,-478.835942665635,SL,6,0.15865357634252647,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-07-09 12:00:00+00:00,2025-07-17 08:00:00+00:00,IS,LONG,14.939647864248354,2230.8131784233483,TP,47,71.62849178344302,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-08-05 12:00:00+00:00,2025-08-05 12:00:00+00:00,IS,LONG,-3.080244061808788,-528.6442936170413,SL,0,0.5644437528002219,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-08-22 16:00:00+00:00,2025-09-01 16:00:00+00:00,IS,LONG,1.8622203823049748,308.9806459113963,TIME,60,41.715657233257716,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-09-18 16:00:00+00:00,2025-09-19 12:00:00+00:00,IS,LONG,-3.0966081375525087,-523.1307758376173,SL,5,7.365984459004402,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-10-16 20:00:00+00:00,2025-10-26 08:00:00+00:00,IS,SHORT,-2.01524254355983,-329.99978944015686,SL,57,-4.64996366337964,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-10-29 20:00:00+00:00,2025-11-04 20:00:00+00:00,IS,SHORT,14.926561269564786,2396.0941695578686,TP,36,-7.363160163969327,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-11-12 00:00:00+00:00,2025-11-22 00:00:00+00:00,IS,SHORT,9.680773148068818,1785.3973346510077,TIME,60,5.932931612175587,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-12-01 04:00:00+00:00,2025-12-02 12:00:00+00:00,IS,SHORT,-3.0805030683813577,-623.1873563479629,SL,8,-1.9398284097667085,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-12-05 20:00:00+00:00,2025-12-08 08:00:00+00:00,IS,SHORT,-3.0766102520729834,-603.1177045425686,SL,15,3.5456869253990044,MedVol
STF_SOL,SOL,baseline,FUND_Z,2025-12-11 04:00:00+00:00,2025-12-11 20:00:00+00:00,IS,SHORT,-3.0624424625561777,-581.8949590542404,SL,4,-0.8079854055562785,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-01-29 16:00:00+00:00,2026-02-04 12:00:00+00:00,IS,SHORT,14.958619424753458,2748.219898851299,TP,35,46.964418246357106,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-02-16 16:00:00+00:00,2026-02-17 00:00:00+00:00,IS,SHORT,-3.0706244092390573,-648.506626152811,SL,2,0.6704433715586534,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-02-23 04:00:00+00:00,2026-02-23 12:00:00+00:00,IS,SHORT,-3.0852310771984923,-631.3983553590837,SL,2,6.0036703048016955,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-02-27 20:00:00+00:00,2026-03-01 00:00:00+00:00,IS,SHORT,-3.068422927281732,-608.4380368113908,SL,7,4.775322384910224,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-03-07 20:00:00+00:00,2026-03-09 16:00:00+00:00,IS,SHORT,-3.0782448672494542,-591.3884024640803,SL,11,8.706768030653313,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-03-18 16:00:00+00:00,2026-03-25 08:00:00+00:00,IS,SHORT,-3.0851103318285307,-573.8678738984516,SL,40,19.270882610166474,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-03-26 20:00:00+00:00,2026-04-05 20:00:00+00:00,IS,SHORT,2.8377211231666455,510.3130531656879,TIME,60,44.1432681192024,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-04-08 00:00:00+00:00,2026-04-09 00:00:00+00:00,IS,LONG,-3.0869217557137887,-570.7913128098706,SL,6,2.8815802396870116,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-04-20 00:00:00+00:00,2026-04-21 12:00:00+00:00,IS,SHORT,-3.102631941753903,-555.9293568879814,SL,9,1.8472983493833532,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-05-05 20:00:00+00:00,2026-05-10 16:00:00+00:00,POST,LONG,14.849862081890631,2575.201431553897,TP,29,20.4782470933075,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-05-21 20:00:00+00:00,2026-05-22 16:00:00+00:00,POST,LONG,-3.1183588748849727,-620.8988975452777,SL,5,5.707320828124421,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-05-23 08:00:00+00:00,2026-05-23 16:00:00+00:00,POST,SHORT,-3.105113194420656,-598.8198479568339,SL,2,5.219716377276116,MedVol
STF_SOL,SOL,baseline,FUND_Z,2026-05-28 04:00:00+00:00,2026-06-04 00:00:00+00:00,POST,SHORT,14.897850283017192,2785.5808054650447,TP,41,-11.730361961043492,MedVol
