sleeve,window,n,mean_ret,wr,tot,t,ex_top2
STF_BTC,LONG_OOS,73,2.017975702259452,28.767123287671232,21597.859725025086,1.8819108141625,5997.336850090029
STF_BTC,HL_ERA,35,1.4115503925088668,28.57142857142857,13755.742478349961,0.9707826998926283,-1378.662135293689
CCI_ETH,LONG_OOS,79,0.6125761105158103,32.91139240506329,4089.006446841393,0.9044941934599475,-582.4743838987142
CCI_ETH,HL_ERA,39,2.7926285761495335,43.58974358974359,22475.685949296076,2.1694702444861798,11400.158247683914
STF_SOL,LONG_OOS,74,1.78060762774097,40.54054054054054,20690.65433423824,2.2996887534196624,13077.28068302487
STF_SOL,HL_ERA,43,1.9220932526365153,37.2093023255814,30669.914814831736,1.7724660399674874,14272.634032756527
STF_AVAX,LONG_OOS,58,0.42886837219198864,27.586206896551722,1468.2000295684556,0.49950236257110414,-3513.2582714456503
STF_AVAX,HL_ERA,40,2.0078978119667603,32.5,10841.202676482835,1.4650088869532263,1288.3793448697124
LATBB_AVAX,LONG_OOS,30,0.0003230721935416181,20.0,-518.3910782000801,0.0002824579350936606,-3202.9427756408113
LATBB_AVAX,HL_ERA,26,3.754469655123468,50.0,13783.85870822861,2.6199945444781947,8013.35730126998
MFI_SOL,LONG_OOS,118,2.1184527156630275,35.59322033898305,72145.52588837028,2.76941967996273,38192.51786816399
MFI_SOL,HL_ERA,74,2.79766391033522,35.13513513513514,395366.8942480029,2.5610587876705386,255000.42388668485
VP_LINK,LONG_OOS,198,0.9125179367133084,33.33333333333333,33418.705578165485,2.14509890451104,19571.76190110123
VP_LINK,HL_ERA,91,0.9133334196207116,37.362637362637365,43900.847157931676,1.5787074195195332,13199.779954753933
SVD_AVAX,LONG_OOS,83,0.7493041326452355,34.93975903614458,6363.723066752449,1.1873883315190683,1417.3087987815152
SVD_AVAX,HL_ERA,66,-0.5552028842145262,24.242424242424242,-5812.617441010153,-0.9385565522305962,-9917.349384588655
MFI_ETH,LONG_OOS,214,0.5888872469019305,32.242990654205606,14979.197147967403,1.4363180108168951,8509.213862569864
MFI_ETH,HL_ERA,74,0.8058352544043993,35.13513513513514,15445.166128602283,1.183925087366051,5504.94231090245
