family,coin,entry_ts,window,ret_pct,realized,reason
STF,BTC,2023-09-22 00:00:00+00:00,LONG_OOS,-2.596601324515493,-681.8606216970712,SL
STF,BTC,2023-10-16 08:00:00+00:00,LONG_OOS,-0.5193982735024243,-132.85103689393284,SL
STF,BTC,2023-11-24 12:00:00+00:00,LONG_OOS,-3.1397579019599235,-798.9121248177445,SL
STF,BTC,2023-11-28 20:00:00+00:00,LONG_OOS,14.817475446283868,3651.9314487239876,TP
STF,BTC,2024-01-01 20:00:00+00:00,LONG_OOS,-3.156302809239607,-893.1719093728068,SL
STF,BTC,2024-03-25 16:00:00+00:00,HL_ERA,-2.772780270003127,-759.8768438655625,SL
STF,BTC,2024-04-07 04:00:00+00:00,HL_ERA,-3.1129911419395926,-829.4562941064582,SL
STF,BTC,2024-04-22 20:00:00+00:00,HL_ERA,-3.1046190444906574,-801.4740911948522,SL
STF,BTC,2024-05-09 00:00:00+00:00,HL_ERA,-3.111577386226425,-778.3319379314137,SL
STF,BTC,2024-05-27 16:00:00+00:00,HL_ERA,-3.1486848918571555,-763.1068127516694,SL
STF,BTC,2024-06-12 16:00:00+00:00,HL_ERA,-3.150587864510363,-739.5256614565463,SL
STF,BTC,2024-06-14 20:00:00+00:00,HL_ERA,8.262038763031109,1878.2174445754767,TIME
STF,BTC,2024-07-03 04:00:00+00:00,HL_ERA,14.860716319557769,3657.4179070291348,TP
STF,BTC,2024-07-26 04:00:00+00:00,HL_ERA,-3.1109279886933736,-879.4199664169228,SL
STF,BTC,2024-08-15 08:00:00+00:00,HL_ERA,-3.090430425314536,-846.4477024853444,SL
STF,BTC,2024-09-16 16:00:00+00:00,HL_ERA,-3.1435063696856433,-834.3767022644113,SL
STF,BTC,2024-10-07 04:00:00+00:00,HL_ERA,-3.1729117286577733,-815.7076912222644,SL
STF,BTC,2024-10-09 20:00:00+00:00,HL_ERA,-3.1459985287002854,-783.126561965721,SL
STF,BTC,2024-10-24 20:00:00+00:00,HL_ERA,-3.161432939514961,-762.2105951465829,SL
STF,BTC,2024-12-26 00:00:00+00:00,HL_ERA,-3.104411979087413,-724.8008809207514,SL
STF,BTC,2024-12-28 00:00:00+00:00,HL_ERA,-3.1060086407775067,-702.6612826416389,SL
STF,BTC,2025-01-14 12:00:00+00:00,HL_ERA,8.868436800164266,1943.959828826838,TIME
STF,BTC,2025-01-29 20:00:00+00:00,HL_ERA,-3.1132707885206807,-742.9491575212735,SL
STF,BTC,2025-02-11 20:00:00+00:00,HL_ERA,-3.1489769868361197,-728.0747662385743,SL
STF,BTC,2025-02-20 20:00:00+00:00,HL_ERA,-3.1707866272682113,-710.0316744732817,SL
STF,BTC,2025-03-09 16:00:00+00:00,HL_ERA,-1.2234609941039962,-265.2816662636902,SL
STF,BTC,2025-03-28 08:00:00+00:00,HL_ERA,-2.6893768815352677,-576.0001295520634,SL
STF,BTC,2025-05-07 00:00:00+00:00,HL_ERA,9.817915241679678,2046.211145371821,TIME
STF,BTC,2025-06-06 16:00:00+00:00,HL_ERA,-0.6172199663162159,-141.26817308115432,SL
STF,BTC,2025-06-16 20:00:00+00:00,HL_ERA,-3.186457943124696,-724.8091948622351,SL
STF,BTC,2025-06-17 16:00:00+00:00,HL_ERA,-2.7093015267089013,-596.6353135879513,SL
STF,BTC,2025-07-02 16:00:00+00:00,HL_ERA,14.772874837860355,3165.103765941894,TP
STF,BTC,2025-08-07 12:00:00+00:00,HL_ERA,0.42484495432693503,104.47025603588395,SL
STF,BTC,2025-08-24 20:00:00+00:00,HL_ERA,0.9611538642621252,237.35385000248286,TIME
STF,BTC,2025-10-29 16:00:00+00:00,HL_ERA,14.847438413710357,3701.7680454585825,TP
STF,BTC,2025-11-12 16:00:00+00:00,HL_ERA,14.885247723334286,4262.212018212796,TP
STF,BTC,2025-12-01 04:00:00+00:00,HL_ERA,-3.1316270351323303,-1030.180396503487,SL
STF,BTC,2025-12-14 16:00:00+00:00,HL_ERA,-2.2648855281742506,-721.724602078049,SL
STF,BTC,2025-12-24 08:00:00+00:00,HL_ERA,-3.1492214584724794,-980.7968919201453,SL
STF,BTC,2025-12-29 04:00:00+00:00,HL_ERA,-3.215469283612029,-969.8919624879044,SL
STF,BTC,2026-01-02 20:00:00+00:00,HL_ERA,-0.6343325463527997,-185.1833509231529,SL
STF,BTC,2026-01-13 16:00:00+00:00,HL_ERA,0.4991891709075295,144.80596537571472,SL
STF,BTC,2026-01-29 16:00:00+00:00,HL_ERA,14.885983511571169,4339.716799190664,TP
STF,BTC,2026-02-18 12:00:00+00:00,HL_ERA,-1.992517256870905,-667.3489686186983,SL
STF,BTC,2026-02-28 08:00:00+00:00,HL_ERA,-3.094740969080939,-1015.8613593003162,SL
STF,BTC,2026-03-07 08:00:00+00:00,HL_ERA,-3.097708343662386,-985.3669900357354,SL
STF,BTC,2026-03-24 00:00:00+00:00,HL_ERA,-3.1046983244504136,-956.9977988271625,SL
STF,ETH,2017-09-22 00:00:00+00:00,LONG_OOS,-3.0414453261799275,-304.14453261799275,SL
STF,ETH,2017-09-29 04:00:00+00:00,LONG_OOS,-3.0564299188825523,-296.3470273966734,SL
STF,ETH,2017-10-07 00:00:00+00:00,LONG_OOS,-3.0917875649436515,-290.61283311329555,SL
STF,ETH,2017-10-13 08:00:00+00:00,LONG_OOS,-3.069109164974052,-279.5619498984285,SL
STF,ETH,2017-10-24 12:00:00+00:00,LONG_OOS,-3.055001718409527,-269.7362949446545,SL
STF,ETH,2017-11-02 00:00:00+00:00,LONG_OOS,-3.0965642607291803,-265.05343277490636,SL
STF,ETH,2017-11-08 20:00:00+00:00,LONG_OOS,-3.071905711691478,-254.80056872151386,SL
STF,ETH,2017-11-15 00:00:00+00:00,LONG_OOS,14.935430137595008,1200.7702528542698,TP
STF,ETH,2018-01-02 04:00:00+00:00,LONG_OOS,14.951583538815408,1381.6031123211385,TP
STF,ETH,2018-01-28 08:00:00+00:00,LONG_OOS,-3.046725078646356,-323.62669416523306,SL
STF,ETH,2018-02-21 00:00:00+00:00,LONG_OOS,1.038675921170982,106.967936201828,TIME
STF,ETH,2018-03-26 12:00:00+00:00,LONG_OOS,9.023515982922047,938.9381628156641,TIME
STF,ETH,2018-05-03 04:00:00+00:00,LONG_OOS,-0.6508211703319012,-73.83173166399882,SL
STF,ETH,2018-06-10 04:00:00+00:00,LONG_OOS,14.917161362475904,1681.248277845109,TP
STF,ETH,2018-06-22 08:00:00+00:00,LONG_OOS,3.8732116752310595,501.6511207496009,SL
STF,ETH,2018-07-10 04:00:00+00:00,LONG_OOS,-1.0861565257322217,-146.12567497346953,SL
STF,ETH,2018-07-19 16:00:00+00:00,LONG_OOS,0.17278157817235382,22.99262882081692,TIME
STF,ETH,2018-07-31 04:00:00+00:00,LONG_OOS,14.893016406758816,1985.288345872023,TP
STF,ETH,2018-08-21 00:00:00+00:00,LONG_OOS,-3.046515784226569,-466.59275324852996,SL
STF,ETH,2018-08-30 12:00:00+00:00,LONG_OOS,-3.0832808153310585,-457.8371805268276,SL
STF,ETH,2018-09-05 12:00:00+00:00,LONG_OOS,14.947649340087338,2151.1444920189015,TP
STF,ETH,2018-09-17 20:00:00+00:00,LONG_OOS,-3.0414319472610205,-503.12382061948455,SL
STF,ETH,2018-09-25 04:00:00+00:00,LONG_OOS,-3.052543677687368,-489.6038857642463,SL
STF,ETH,2018-10-11 04:00:00+00:00,LONG_OOS,-1.7434782144709862,-271.10399215812157,SL
STF,ETH,2018-10-29 16:00:00+00:00,LONG_OOS,-3.169369543677219,-484.23218775249603,SL
STF,ETH,2018-11-13 20:00:00+00:00,LONG_OOS,14.866893667068728,2199.448355400234,TP
STF,ETH,2019-01-21 08:00:00+00:00,LONG_OOS,5.237778279293682,890.0932767725823,TIME
STF,ETH,2019-02-06 04:00:00+00:00,LONG_OOS,-3.107200313402745,-555.6858439105529,SL
STF,ETH,2019-03-05 16:00:00+00:00,LONG_OOS,-2.3343176173782,-404.49348764831024,SL
STF,ETH,2019-03-27 12:00:00+00:00,LONG_OOS,14.838312242327678,2511.1813692556843,TP
STF,ETH,2019-04-18 04:00:00+00:00,LONG_OOS,-3.0883681123697713,-600.2185809495302,SL
STF,ETH,2019-05-03 04:00:00+00:00,LONG_OOS,14.877461302040947,2802.1095614069845,TP
STF,ETH,2019-06-12 04:00:00+00:00,LONG_OOS,14.913595000259583,3226.8104685254934,TP
STF,ETH,2019-07-08 16:00:00+00:00,LONG_OOS,-3.0735482934615472,-764.1921375350526,SL
STF,ETH,2019-08-08 20:00:00+00:00,LONG_OOS,6.99403815213276,1685.5158275739723,TIME
STF,ETH,2019-08-21 08:00:00+00:00,LONG_OOS,-3.0771190529225922,-793.4301806505417,SL
STF,ETH,2019-09-07 00:00:00+00:00,LONG_OOS,-3.0876482286578715,-771.6467786989894,SL
STF,ETH,2019-10-12 20:00:00+00:00,LONG_OOS,-3.081174690573834,-746.2531651127447,SL
STF,ETH,2019-11-15 04:00:00+00:00,LONG_OOS,14.877789606450945,3492.3392009774047,TP
STF,ETH,2019-12-10 16:00:00+00:00,LONG_OOS,14.86547012638439,4008.6000274158505,TP
STF,ETH,2019-12-24 08:00:00+00:00,LONG_OOS,-3.0980366687938483,-959.5997471441673,SL
STF,ETH,2020-01-02 20:00:00+00:00,LONG_OOS,-3.11601060278116,-935.2658440581877,SL
STF,ETH,2020-01-27 16:00:00+00:00,LONG_OOS,14.881381536434837,4327.443560129688,TP
STF,ETH,2020-03-06 12:00:00+00:00,LONG_OOS,-3.0734717771990185,-1026.7555049823338,SL
STF,ETH,2020-03-22 20:00:00+00:00,LONG_OOS,-3.0330240052864847,-982.1013665025777,SL
STF,ETH,2020-04-10 16:00:00+00:00,LONG_OOS,-3.055826973493917,-959.473710744796,SL
STF,ETH,2020-04-16 08:00:00+00:00,LONG_OOS,10.036547600843123,3054.994119643515,TIME
STF,ETH,2020-05-14 20:00:00+00:00,LONG_OOS,-3.06935718868072,-1028.0409568561722,SL
STF,ETH,2020-05-28 16:00:00+00:00,LONG_OOS,14.879570807811607,4830.749116816158,TP
STF,ETH,2020-06-22 12:00:00+00:00,LONG_OOS,-3.1442378375243245,-1172.6874374581355,SL
STF,ETH,2020-07-06 08:00:00+00:00,LONG_OOS,0.5571548746162449,201.26501066039276,SL
STF,ETH,2020-07-21 08:00:00+00:00,LONG_OOS,1.818645754397612,660.6226141955904,SL
STF,ETH,2020-08-30 16:00:00+00:00,LONG_OOS,-0.24761817863781932,-91.5830629761673,SL
STF,ETH,2020-09-12 20:00:00+00:00,LONG_OOS,-3.0610191875808344,-1129.3328620783427,SL
STF,ETH,2020-09-18 00:00:00+00:00,LONG_OOS,-3.069733443767319,-1097.8803924582994,SL
STF,ETH,2020-09-21 12:00:00+00:00,LONG_OOS,-1.4130342091197763,-489.8537604202668,SL
STF,ETH,2020-10-02 08:00:00+00:00,LONG_OOS,-3.0915403288937,-1056.5941138410851,SL
STF,ETH,2020-10-09 12:00:00+00:00,LONG_OOS,6.016635500795699,1992.7309372784703,TIME
STF,ETH,2020-11-04 20:00:00+00:00,LONG_OOS,10.044345983293784,3526.879670607791,TIME
STF,ETH,2020-12-13 12:00:00+00:00,LONG_OOS,2.4040539060322286,928.9255626725255,TIME
STF,ETH,2021-01-25 00:00:00+00:00,LONG_OOS,-3.0382123263767182,-1202.1868786388775,SL
STF,ETH,2021-02-02 20:00:00+00:00,LONG_OOS,9.421266350699298,3614.6292453019996,TIME
STF,ETH,2021-03-03 12:00:00+00:00,LONG_OOS,-3.043557132985179,-1277.725820990273,SL
STF,ETH,2021-03-29 12:00:00+00:00,LONG_OOS,14.898064812804195,6064.049611987916,TP
STF,ETH,2021-04-10 08:00:00+00:00,LONG_OOS,0.1283003620120036,60.003071531865416,SL
STF,ETH,2021-05-29 20:00:00+00:00,LONG_OOS,-3.0274207204952543,-1417.6702437283159,SL
