offset,direction,gates,n_gates,train_n,train_wr,train_dpt,val_n,val_wr,val_dpt,lock_n,lock_wr,lock_dpt,lock_dd,lock_streak,lock_days,lock_sharpe,sum_25_28d,v7_path,bootstrap_p,obj_score,gate_stack_str
600,DOWN,"['g_cci_with', 'g_mp_skew_with', 'g_vwap_mid']",3,83,0.6024096385542169,4.170482999870862,25,0.56,1.3393074782935637,15,0.8,13.093585509643924,25.0,1,3,35.811535091349654,1374.826478512612,A_3gate_new,0.001,50.711238620993676,g_cci_with+g_mp_skew_with+g_vwap_mid
600,DOWN,"['g_cci_with', 'g_mp_skew_strong_with', 'g_vwap_mid']",3,83,0.6024096385542169,4.170482999870862,25,0.56,1.3393074782935637,15,0.8,13.093585509643924,25.0,1,3,35.811535091349654,1374.826478512612,A_3gate_new,0.001,50.711238620993676,g_cci_with+g_mp_skew_strong_with+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_rf_with', 'g_vwap_mid']",3,85,0.5764705882352941,3.218733606100509,22,0.5909090909090909,1.8469312351453702,13,0.8461538461538461,13.800537871223671,25.0,1,4,33.697509707586775,1255.848946281354,A_3gate_new,0.001,49.758546923679596,g_mp_skew_with+g_rf_with+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_rf_with', 'g_vwap_mid']",3,85,0.5764705882352941,3.218733606100509,22,0.5909090909090909,1.8469312351453702,13,0.8461538461538461,13.800537871223671,25.0,1,4,33.697509707586775,1255.848946281354,A_3gate_new,0.001,49.758546923679596,g_mp_skew_strong_with+g_rf_with+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_mid']",2,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_2gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_mid']",2,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_2gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_10_90', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_10_90+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_10_90', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_10_90+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_15_85', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_15_85+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_15_85', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_15_85+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_20_80', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_20_80+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_20_80', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_20_80+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_25_75', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_25_75+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_25_75', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_25_75+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vwap_30_70', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vwap_30_70+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vwap_30_70', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vwap_30_70+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_mp_skew_with', 'g_vwap_mid']",3,150,0.56,2.7125863761646514,45,0.5777777777777777,2.7422376968829223,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_mp_skew_with+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_vpin_calm', 'g_vwap_mid']",3,78,0.5641025641025641,3.2144830013991093,34,0.5294117647058824,0.44263712605616023,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_with+g_vpin_calm+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_vpin_calm', 'g_vwap_mid']",3,78,0.5641025641025641,3.2144830013991093,34,0.5294117647058824,0.44263712605616023,24,0.7083333333333334,9.143632166778167,75.0,3,4,18.17426206420428,1536.130204018732,A_3gate_new,0.001,44.79446640861089,g_mp_skew_strong_with+g_vpin_calm+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_rf_strong', 'g_vwap_mid']",3,85,0.5764705882352941,3.221109578333313,21,0.5714285714285714,0.18488038504258344,11,0.8181818181818182,13.27711227640802,25.0,1,4,29.295696707187048,1022.3376452834177,A_3gate_new,0.001,44.03519972026686,g_mp_skew_with+g_rf_strong+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_rf_strong', 'g_vwap_mid']",3,85,0.5764705882352941,3.221109578333313,21,0.5714285714285714,0.18488038504258344,11,0.8181818181818182,13.27711227640802,25.0,1,4,29.295696707187048,1022.3376452834177,A_3gate_new,0.001,44.03519972026686,g_mp_skew_strong_with+g_rf_strong+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_ribbon_agrees', 'g_vwap_mid']",3,79,0.6075949367088608,4.641797927780914,27,0.5925925925925926,3.3031884569310086,15,0.8,11.170607591849107,50.0,2,3,28.107695000731205,1172.9137971441562,A_3gate_new,0.001,43.26357717024973,g_mp_skew_with+g_ribbon_agrees+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_ribbon_agrees', 'g_vwap_mid']",3,79,0.6075949367088608,4.641797927780914,27,0.5925925925925926,3.3031884569310086,15,0.8,11.170607591849107,50.0,2,3,28.107695000731205,1172.9137971441562,A_3gate_new,0.001,43.26357717024973,g_mp_skew_strong_with+g_ribbon_agrees+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_tr_above_cloud', 'g_vwap_mid']",3,96,0.5625,2.4669573929090203,29,0.5862068965517241,2.93816916549624,18,0.7222222222222222,9.040950797523408,50.0,2,3,63.149284198149104,1139.1598004879493,A_3gate_new,0.001,38.35750570381636,g_mp_skew_with+g_tr_above_cloud+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_tr_above_cloud', 'g_vwap_mid']",3,96,0.5625,2.4669573929090203,29,0.5862068965517241,2.93816916549624,18,0.7222222222222222,9.040950797523408,50.0,2,3,63.149284198149104,1139.1598004879493,A_3gate_new,0.001,38.35750570381636,g_mp_skew_strong_with+g_tr_above_cloud+g_vwap_mid
600,DOWN,"['g_rf_aged', 'g_vwap_mid']",2,75,0.56,2.3647909422830304,31,0.4838709677419355,-3.0505358830753706,18,0.6666666666666666,8.76052312192655,55.750000186264515,2,4,14.843308373657036,1103.8259133627453,A_2gate_new,0.001,37.16775183753484,g_rf_aged+g_vwap_mid
480,DOWN,"['g_tr_above_ema50', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,95,0.7684210526315789,2.1033202306175713,22,0.7727272727272727,2.3267789330449387,17,0.9411764705882353,8.306418646525294,25.0,1,4,25.87287840612253,988.46381893651,A_3gate_new,0.001,34.24824145022387,g_tr_above_ema50+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_cci_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,85,0.7529411764705882,1.5040734784477396,24,0.7083333333333334,0.049547355291193064,17,0.9411764705882353,8.254407825344597,25.0,1,4,24.669546979417753,982.2745312160071,A_3gate_new,0.001,34.033795340820745,g_cci_with+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_bb_pos_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,85,0.7529411764705882,1.5040734784477396,24,0.7083333333333334,0.049547355291193064,17,0.9411764705882353,8.254407825344597,25.0,1,4,24.669546979417753,982.2745312160071,A_3gate_new,0.001,34.033795340820745,g_bb_pos_with+g_vwap_25_75+g_vwap_deep_premium
600,DOWN,"['g_mp_skew_with', 'g_ribbon_slope_with', 'g_vwap_mid']",3,83,0.5783132530120482,3.4052293690769315,16,0.5,-3.7249692186554886,12,0.75,9.395126143848238,25.0,1,4,26.001958138179525,789.190596083252,A_3gate_new,0.001,32.54567164932762,g_mp_skew_with+g_ribbon_slope_with+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_ribbon_slope_with', 'g_vwap_mid']",3,83,0.5783132530120482,3.4052293690769315,16,0.5,-3.7249692186554886,12,0.75,9.395126143848238,25.0,1,4,26.001958138179525,789.190596083252,A_3gate_new,0.001,32.54567164932762,g_mp_skew_strong_with+g_ribbon_slope_with+g_vwap_mid
840,UP,"['g_mp_skew_with', 'g_rf_fresh', 'g_vwap_mid']",3,27,0.5555555555555556,2.6717884874856974,12,0.5,-0.653518491047727,10,0.8,10.282162930082169,25.0,1,4,25.379395680166073,719.7514051057518,A_3gate_new,0.001,32.51505413201029,g_mp_skew_with+g_rf_fresh+g_vwap_mid
840,UP,"['g_mp_skew_strong_with', 'g_rf_fresh', 'g_vwap_mid']",3,27,0.5555555555555556,2.6717884874856974,12,0.5,-0.653518491047727,10,0.8,10.282162930082169,25.0,1,4,25.379395680166073,719.7514051057518,A_3gate_new,0.001,32.51505413201029,g_mp_skew_strong_with+g_rf_fresh+g_vwap_mid
600,DOWN,"['g_mp_skew_with', 'g_tr_above_ema200', 'g_vwap_mid']",3,79,0.5822784810126582,3.756797346697812,24,0.5416666666666666,0.7670279520077147,15,0.7333333333333333,8.193645962715436,50.0,2,3,53.35222620171869,860.3328260851208,A_3gate_new,0.001,31.733854358316524,g_mp_skew_with+g_tr_above_ema200+g_vwap_mid
600,DOWN,"['g_mp_skew_strong_with', 'g_tr_above_ema200', 'g_vwap_mid']",3,79,0.5822784810126582,3.756797346697812,24,0.5416666666666666,0.7670279520077147,15,0.7333333333333333,8.193645962715436,50.0,2,3,53.35222620171869,860.3328260851208,A_3gate_new,0.001,31.733854358316524,g_mp_skew_strong_with+g_tr_above_ema200+g_vwap_mid
840,BOTH,"['g_mp_skew_with', 'g_vwap_mid', 'g_vwap_premium']",3,44,0.6590909090909091,3.61911475376571,18,0.6111111111111112,1.0274430126353897,14,0.7857142857142857,8.327999574045254,25.0,1,4,58.54006647903982,816.143958256435,A_3gate_new,0.001,31.160521123276663,g_mp_skew_with+g_vwap_mid+g_vwap_premium
840,BOTH,"['g_mp_skew_strong_with', 'g_vwap_mid', 'g_vwap_premium']",3,44,0.6590909090909091,3.61911475376571,18,0.6111111111111112,1.0274430126353897,14,0.7857142857142857,8.327999574045254,25.0,1,4,58.54006647903982,816.143958256435,A_3gate_new,0.001,31.160521123276663,g_mp_skew_strong_with+g_vwap_mid+g_vwap_premium
600,BOTH,"['g_mp_no_extreme', 'g_ribbon_slope_with', 'g_vwap_deep_premium']",3,128,0.8046875,1.2026612631317126,53,0.8867924528301887,4.223383548547798,29,0.9310344827586207,5.331671101448298,25.0,1,4,45.034248554979506,1082.3292335940046,A_3gate_new,0.001,28.71192757873543,g_mp_no_extreme+g_ribbon_slope_with+g_vwap_deep_premium
600,BOTH,"['g_rf_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,117,0.7435897435897436,1.2229508333652581,45,0.7777777777777778,2.4314246225250966,27,0.8518518518518519,5.477340848351496,53.405060306126344,2,4,22.086138827517775,1035.2174203384327,A_3gate_new,0.001,28.461097919151623,g_rf_with+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_cci_with', 'g_rf_fresh', 'g_vwap_deep_premium']",3,148,0.8513513513513513,2.1231348465699558,46,0.7391304347826086,-1.290974221568352,35,0.9428571428571428,4.805619023195178,25.0,1,4,29.73812053357303,1177.3766606828187,A_3gate_new,0.001,28.43042554840392,g_cci_with+g_rf_fresh+g_vwap_deep_premium
480,DOWN,"['g_bb_pos_with', 'g_rf_fresh', 'g_vwap_deep_premium']",3,148,0.8513513513513513,2.1231348465699558,46,0.7391304347826086,-1.290974221568352,35,0.9428571428571428,4.805619023195178,25.0,1,4,29.73812053357303,1177.3766606828187,A_3gate_new,0.001,28.43042554840392,g_bb_pos_with+g_rf_fresh+g_vwap_deep_premium
600,BOTH,"['g_rf_strong', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,104,0.75,1.4747033832662322,43,0.7906976744186046,2.843538703214923,22,0.8636363636363636,5.9371814664523095,50.0,2,4,22.03170727665301,914.3259458336556,A_3gate_new,0.001,27.847849519179494,g_rf_strong+g_vwap_25_75+g_vwap_deep_premium
600,BOTH,"['g_rf_with', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,54,0.7962962962962963,4.129578569857446,19,0.7894736842105263,4.103643567858545,15,0.8666666666666667,7.120225738362162,25.0,1,4,44.116950448401404,747.623702528027,A_3gate_new,0.001,27.576515705914062,g_rf_with+g_vwap_30_70+g_vwap_deep_premium
480,DOWN,"['g_ribbon_agrees', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,97,0.7628865979381443,1.7938797767372356,25,0.76,1.8878508917551664,18,0.8888888888888888,6.485071215397803,50.0,2,4,24.649082757008884,817.1189731401232,A_3gate_new,0.001,27.51382699731283,g_ribbon_agrees+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_bb_pos_with', 'g_vwap_15_85', 'g_vwap_deep_premium']",3,159,0.8238993710691824,2.2568223956926485,53,0.7547169811320755,-0.22380762264603118,34,0.8823529411764706,4.5017332094586475,59.97927149827812,2,4,16.233714035808582,1071.4125038511581,A_3gate_new,0.001,26.249389787780917,g_bb_pos_with+g_vwap_15_85+g_vwap_deep_premium
600,DOWN,"['g_mp_no_extreme', 'g_ribbon_slope_with', 'g_vwap_deep_premium']",3,63,0.8095238095238095,1.6775336186793157,23,0.8695652173913043,3.1393340260131937,17,0.9411764705882353,5.642865444800546,25.0,1,4,58.90317668908919,671.5009879312651,A_3gate_new,0.001,23.266130260060635,g_mp_no_extreme+g_ribbon_slope_with+g_vwap_deep_premium
600,BOTH,"['g_tr_above_ema50', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,128,0.765625,1.9905385170496424,42,0.7857142857142857,2.6126479738427886,27,0.8148148148148148,4.154032784220793,53.405060306126344,2,4,18.08541119707281,785.1121962177299,A_3gate_new,0.001,21.58498751573165,g_tr_above_ema50+g_vwap_25_75+g_vwap_deep_premium
600,BOTH,"['g_ribbon_slope_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,109,0.7614678899082569,1.911544839977511,45,0.7777777777777778,2.58660828451301,23,0.8260869565217391,4.440735094977028,50.0,2,4,55.51922125609737,714.9583502913015,A_3gate_new,0.001,21.297017355171935,g_ribbon_slope_with+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_bb_pos_with', 'g_vol_expanding', 'g_vwap_deep_premium']",3,120,0.825,1.539679991224957,28,0.7857142857142857,-0.3252021156949387,13,0.9230769230769231,5.612869818378371,25.0,1,4,19.712931891158494,510.77115347243176,A_3gate_new,0.001,20.237489932667465,g_bb_pos_with+g_vol_expanding+g_vwap_deep_premium
600,UP,"['g_rf_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,57,0.7368421052631579,1.0098822976719206,22,0.8636363636363636,5.809917419374113,18,0.8333333333333334,4.752482027304713,50.0,2,4,35.04938048896093,598.8127354403939,A_3gate_new,0.001,20.16307361384612,g_rf_with+g_vwap_25_75+g_vwap_deep_premium
600,UP,"['g_tr_above_ema50', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,64,0.75,1.5144701205658244,19,0.8421052631578947,4.931256977723808,18,0.8333333333333334,4.691826512837157,50.0,2,4,34.94171023748418,591.1701406174817,A_3gate_new,0.001,19.90573406026791,g_tr_above_ema50+g_vwap_25_75+g_vwap_deep_premium
600,BOTH,"['g_rf_strong', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,48,0.7916666666666666,4.006435907372719,18,0.7777777777777778,3.6304453968424784,12,0.9166666666666666,8.972421628246328,25.0,1,4,27.72316750728026,753.6834167726915,A_3gate_new,0.005,31.081380254105028,g_rf_strong+g_vwap_30_70+g_vwap_deep_premium
600,BOTH,"['g_tr_above_ema50', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,57,0.8070175438596491,4.556070909971783,16,0.8125,4.948354867737776,15,0.8666666666666667,6.978811735022076,25.0,1,4,25.413352013080583,732.775232177318,A_3gate_new,0.005,27.02882162605739,g_tr_above_ema50+g_vwap_30_70+g_vwap_deep_premium
480,DOWN,"['g_mp_no_extreme', 'g_rf_with', 'g_vwap_deep_premium']",3,71,0.8169014084507042,2.109387354179985,26,0.8076923076923077,1.6110723866241432,22,0.9090909090909091,4.93683227598158,50.0,2,4,22.831828310702576,760.2721705011633,A_3gate_new,0.005,23.155795910868974,g_mp_no_extreme+g_rf_with+g_vwap_deep_premium
600,UP,"['g_rf_strong', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,51,0.7450980392156863,1.3463292896015968,21,0.8571428571428571,5.485570122861082,15,0.8666666666666667,5.929982453174078,25.0,1,4,25.18755411313431,622.6481575832781,A_3gate_new,0.005,22.966723284445408,g_rf_strong+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_mp_no_extreme_150', 'g_rf_with', 'g_vwap_deep_premium']",3,118,0.8135593220338984,1.964866313171847,42,0.7619047619047619,-0.38186073416710264,29,0.896551724137931,4.235541575097907,46.97190966989608,1,4,24.23940375683329,859.8149397448751,A_3gate_new,0.005,22.80908942937229,g_mp_no_extreme_150+g_rf_with+g_vwap_deep_premium
600,UP,"['g_cci_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,60,0.7666666666666667,2.083099794680897,20,0.8,3.4346941288376174,17,0.8235294117647058,4.487424150847184,50.0,2,4,21.11895908996636,534.003473950815,A_3gate_new,0.005,18.50212376089058,g_cci_with+g_vwap_25_75+g_vwap_deep_premium
600,UP,"['g_bb_pos_with', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,60,0.7666666666666667,2.083099794680897,20,0.8,3.4346941288376174,17,0.8235294117647058,4.487424150847184,50.0,2,4,21.11895908996636,534.003473950815,A_3gate_new,0.005,18.50212376089058,g_bb_pos_with+g_vwap_25_75+g_vwap_deep_premium
600,UP,"['g_tr_above_cloud', 'g_vwap_25_75', 'g_vwap_deep_premium']",3,58,0.7586206896551724,1.8617440624010957,17,0.8235294117647058,4.300166366606171,17,0.8235294117647058,4.22539215205418,50.0,2,4,20.957379866508433,502.82166609444744,A_3gate_new,0.005,17.421738152575305,g_tr_above_cloud+g_vwap_25_75+g_vwap_deep_premium
480,DOWN,"['g_cci_with', 'g_mp_no_extreme_150', 'g_vwap_deep_premium']",3,117,0.8461538461538461,2.839439742003051,44,0.7272727272727273,-1.1010952063783865,29,0.896551724137931,4.402250340519017,71.97190966989608,2,4,14.653324481147894,893.6568191253605,A_3gate_new,0.019,23.706843605958895,g_cci_with+g_mp_no_extreme_150+g_vwap_deep_premium
480,DOWN,"['g_bb_pos_with', 'g_mp_no_extreme_150', 'g_vwap_deep_premium']",3,117,0.8461538461538461,2.839439742003051,44,0.7272727272727273,-1.1010952063783865,29,0.896551724137931,4.402250340519017,71.97190966989608,2,4,14.653324481147894,893.6568191253605,A_3gate_new,0.019,23.706843605958895,g_bb_pos_with+g_mp_no_extreme_150+g_vwap_deep_premium
600,UP,"['g_cci_with', 'g_mp_no_extreme', 'g_vwap_deep_premium']",3,76,0.8026315789473685,1.0535795280317681,29,0.7586206896551724,0.19229911154356547,16,0.9375,5.9025851450112405,25.0,1,4,17.464767156233357,661.0895362412589,A_3gate_new,0.024,23.610340580044962,g_cci_with+g_mp_no_extreme+g_vwap_deep_premium
600,UP,"['g_bb_pos_with', 'g_mp_no_extreme', 'g_vwap_deep_premium']",3,76,0.8026315789473685,1.0535795280317681,30,0.7666666666666667,0.27662990593760844,16,0.9375,5.9025851450112405,25.0,1,4,17.464767156233357,661.0895362412589,A_3gate_new,0.024,23.610340580044962,g_bb_pos_with+g_mp_no_extreme+g_vwap_deep_premium
600,BOTH,"['g_cci_with', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,51,0.7843137254901961,3.673809648328652,18,0.7777777777777778,3.680046730669036,15,0.8666666666666667,6.978811735022076,25.0,1,4,16.840653240468562,732.775232177318,A_3gate_new,0.036,27.02882162605739,g_cci_with+g_vwap_30_70+g_vwap_deep_premium
600,BOTH,"['g_bb_pos_with', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,51,0.7843137254901961,3.673809648328652,18,0.7777777777777778,3.680046730669036,15,0.8666666666666667,6.978811735022076,25.0,1,4,16.840653240468562,732.775232177318,A_3gate_new,0.036,27.02882162605739,g_bb_pos_with+g_vwap_30_70+g_vwap_deep_premium
600,BOTH,"['g_tr_above_cloud', 'g_vwap_30_70', 'g_vwap_deep_premium']",3,61,0.8032786885245902,4.372931118367207,16,0.75,2.6652666561295435,14,0.8571428571428571,6.575783241370243,25.0,1,4,17.250349398187286,644.4267576542838,A_3gate_new,0.036,24.604327938897264,g_tr_above_cloud+g_vwap_30_70+g_vwap_deep_premium
600,DOWN,"['g_rf_strong', 'g_vwap_mid', 'g_vwap_premium']",3,69,0.6231884057971014,1.7273042215588668,26,0.6538461538461539,3.328032727743976,19,0.7368421052631579,5.609484614237595,50.0,2,4,16.701859182266393,746.0614536936002,A_3gate_new,0.037,24.45117655880792,g_rf_strong+g_vwap_mid+g_vwap_premium
