offset,direction,gates,n_gates,train_n,train_wr,train_dpt,val_n,val_wr,val_dpt,lock_n,lock_wr,lock_dpt,lock_dd,lock_streak,lock_days,lock_sharpe,sum_25_28d,v7_path,gate_stack_str
600,BOTH,"['g_mp_skew_strong_with', 'g_ribbon_slope_with', 'g_rv_md']",3,152,0.5789473684210527,3.829418286657937,71,0.49295774647887325,-4.2980647899530435,15,0.6666666666666666,22.04706869206734,50.0,2,1,0.0,2314.9422126670706,A_3gate_new,g_mp_skew_strong_with+g_ribbon_slope_with+g_rv_md
600,BOTH,"['g_mp_skew_with', 'g_ribbon_slope_with', 'g_rv_md']",3,152,0.5789473684210527,3.829418286657937,71,0.49295774647887325,-4.2980647899530435,15,0.6666666666666666,22.04706869206734,50.0,2,1,0.0,2314.9422126670706,A_3gate_new,g_mp_skew_with+g_ribbon_slope_with+g_rv_md
600,BOTH,"['g_imb5_with', 'g_rf_fresh', 'g_rv_md']",3,229,0.5589519650655022,1.8941093689939394,92,0.532608695652174,-2.716689230761598,21,0.6666666666666666,21.762529113223305,100.0,4,1,0.0,3199.091779643826,A_3gate_new,g_imb5_with+g_rf_fresh+g_rv_md
600,BOTH,"['g_f7_rsi_strong_with', 'g_rv_md']",2,163,0.558282208588957,1.4747842588965694,75,0.49333333333333335,0.7716861015498758,15,0.8,21.54221685614711,39.87022390725532,1,1,0.0,2261.9327698954467,A_2gate_new,g_f7_rsi_strong_with+g_rv_md
600,BOTH,"['g_f7_rsi_strong_with', 'g_f7_rsi_with', 'g_rv_md']",3,163,0.558282208588957,1.4747842588965694,75,0.49333333333333335,0.7716861015498758,15,0.8,21.54221685614711,39.87022390725532,1,1,0.0,2261.9327698954467,G_vol_regime,g_f7_rsi_strong_with+g_f7_rsi_with+g_rv_md
600,BOTH,"['g_mp_skew_with', 'g_rf_strong', 'g_rv_md']",3,157,0.6050955414012739,3.9984186912013318,69,0.5217391304347826,-3.2940710499436974,12,0.6666666666666666,21.42254194708131,50.0,2,1,0.0,1799.49352355483,A_3gate_new,g_mp_skew_with+g_rf_strong+g_rv_md
600,BOTH,"['g_mp_skew_with', 'g_rf_with', 'g_rv_md']",3,162,0.5987654320987654,3.773286195027445,71,0.5211267605633803,-3.4540286224360286,12,0.6666666666666666,21.42254194708131,50.0,2,1,0.0,1799.49352355483,A_3gate_new,g_mp_skew_with+g_rf_with+g_rv_md
600,BOTH,"['g_mp_skew_strong_with', 'g_rf_strong', 'g_rv_md']",3,157,0.6050955414012739,3.9984186912013318,69,0.5217391304347826,-3.2940710499436974,12,0.6666666666666666,21.42254194708131,50.0,2,1,0.0,1799.49352355483,A_3gate_new,g_mp_skew_strong_with+g_rf_strong+g_rv_md
600,BOTH,"['g_mp_skew_strong_with', 'g_rf_with', 'g_rv_md']",3,162,0.5987654320987654,3.773286195027445,71,0.5211267605633803,-3.4540286224360286,12,0.6666666666666666,21.42254194708131,50.0,2,1,0.0,1799.49352355483,A_3gate_new,g_mp_skew_strong_with+g_rf_with+g_rv_md
600,DOWN,"['g_hawkes_imbalance_with', 'g_ribbon_slope_with', 'g_rv_md']",3,58,0.5517241379310345,8.659465642946955,22,0.45454545454545453,-9.557610998808267,10,0.7,20.454575296363235,50.0,2,1,0.0,1431.8202707454263,G_vol_regime,g_hawkes_imbalance_with+g_ribbon_slope_with+g_rv_md
600,DOWN,"['g_hawkes_imb_loose_with', 'g_ribbon_slope_with', 'g_rv_md']",3,68,0.5735294117647058,9.083344389851655,25,0.52,-6.012771303322325,10,0.7,20.454575296363235,50.0,2,1,0.0,1431.8202707454263,G_vol_regime,g_hawkes_imb_loose_with+g_ribbon_slope_with+g_rv_md
600,BOTH,"['g_imb1_strong_with', 'g_rv_md']",2,206,0.587378640776699,3.5261483944932834,93,0.5053763440860215,-2.7646364582005694,16,0.6875,20.24974358536038,43.53114329313839,1,1,0.0,2267.9712815603625,A_2gate_new,g_imb1_strong_with+g_rv_md
600,DOWN,"['g_imb5_with', 'g_rv_md']",2,153,0.5620915032679739,3.6212555366167165,64,0.5,-3.9458950398142347,14,0.7142857142857143,20.10741361813789,50.0,2,1,0.0,1970.5265345775133,A_2gate_new,g_imb5_with+g_rv_md
600,DOWN,"['g_imb5_with', 'g_rv_md', 'g_vpin_calm']",3,91,0.5604395604395604,5.856987181969764,55,0.5272727272727272,-2.4094742549191026,14,0.7142857142857143,20.10741361813789,50.0,2,1,0.0,1970.5265345775133,A_3gate_new,g_imb5_with+g_rv_md+g_vpin_calm
600,DOWN,"['g_imb5_with', 'g_rv_md', 'g_vwap_10_90']",3,153,0.5620915032679739,3.6212555366167165,64,0.5,-3.9458950398142347,14,0.7142857142857143,20.10741361813789,50.0,2,1,0.0,1970.5265345775133,A_3gate_new,g_imb5_with+g_rv_md+g_vwap_10_90
600,BOTH,"['g_queue_top_high', 'g_rv_md', 'g_vwap_10_90']",3,258,0.6317829457364341,1.9616630136107063,112,0.5892857142857143,-0.2830221556155462,17,0.7647058823529411,19.95366959932895,50.0,2,1,0.0,2374.4866823201455,A_3gate_new,g_queue_top_high+g_rv_md+g_vwap_10_90
600,BOTH,"['g_queue_top_high', 'g_regime_ranging', 'g_rv_md']",3,209,0.6220095693779905,2.497884051435669,93,0.5698924731182796,-3.075950408370347,17,0.7647058823529411,19.95366959932895,50.0,2,1,0.0,2374.4866823201455,A_3gate_new,g_queue_top_high+g_regime_ranging+g_rv_md
600,BOTH,"['g_queue_top_high', 'g_rv_md']",2,258,0.6317829457364341,1.9616630136107063,112,0.5892857142857143,-0.2830221556155462,17,0.7647058823529411,19.95366959932895,50.0,2,1,0.0,2374.4866823201455,A_2gate_new,g_queue_top_high+g_rv_md
600,BOTH,"['g_queue_top_high', 'g_rv_md', 'g_vpin_calm']",3,160,0.6375,2.114741255846268,88,0.6136363636363636,-0.360362302317728,17,0.7647058823529411,19.95366959932895,50.0,2,1,0.0,2374.4866823201455,A_3gate_new,g_queue_top_high+g_rv_md+g_vpin_calm
360,UP,"['g_queue_top_high', 'g_ribbon_slope_with', 'g_vwap_mid']",3,117,0.5555555555555556,1.7433971047512309,37,0.5405405405405406,0.9598472934259622,10,0.8,19.803498198268503,25.0,1,1,0.0,1386.2448738787953,A_3gate_new,g_queue_top_high+g_ribbon_slope_with+g_vwap_mid
600,DOWN,"['g_f7_rsi_strong_with', 'g_rf_fresh', 'g_rv_md']",3,54,0.6481481481481481,10.554218179932482,30,0.5,6.392087464683669,11,0.8181818181818182,19.700920732981157,31.148749842502134,1,1,0.0,1516.970896439549,G_vol_regime,g_f7_rsi_strong_with+g_rf_fresh+g_rv_md
600,DOWN,"['g_f7_rsi_strong_with', 'g_rv_md', 'g_tr_above_pp']",3,24,0.7916666666666666,20.04603351283078,21,0.42857142857142855,-0.15628912343130233,12,0.8333333333333334,19.663343989710686,31.148749842502134,1,1,0.0,1651.7208951356974,G_vol_regime,g_f7_rsi_strong_with+g_rv_md+g_tr_above_pp
600,BOTH,"['g_f7_rsi_with', 'g_hawkes_imb_loose_with', 'g_rv_md']",3,141,0.5815602836879432,6.9416016156357685,69,0.5072463768115942,0.2295482415143286,14,0.7142857142857143,19.396879637307723,46.33908061411693,1,1,0.0,1900.8942044561568,G_vol_regime,g_f7_rsi_with+g_hawkes_imb_loose_with+g_rv_md
600,BOTH,"['g_f7_rsi_with', 'g_hawkes_imbalance_with', 'g_rv_md']",3,126,0.5714285714285714,5.998561741742379,55,0.509090909090909,-1.7846382953938351,14,0.7142857142857143,19.396879637307723,46.33908061411693,1,1,0.0,1900.8942044561568,G_vol_regime,g_f7_rsi_with+g_hawkes_imbalance_with+g_rv_md
600,BOTH,"['g_mp_skew_with', 'g_regime_ranging', 'g_rv_md']",3,231,0.5541125541125541,2.2587641659970163,104,0.5096153846153846,-4.755224179375153,20,0.65,18.808480548566724,68.53114329313838,2,1,0.0,2633.1872767993414,A_3gate_new,g_mp_skew_with+g_regime_ranging+g_rv_md
600,BOTH,"['g_mp_skew_strong_with', 'g_regime_ranging', 'g_rv_md']",3,231,0.5541125541125541,2.2587641659970163,104,0.5096153846153846,-4.755224179375153,20,0.65,18.808480548566724,68.53114329313838,2,1,0.0,2633.1872767993414,A_3gate_new,g_mp_skew_strong_with+g_regime_ranging+g_rv_md
600,BOTH,"['g_f7_rsi_with', 'g_rf_with', 'g_rv_md']",3,129,0.5968992248062015,2.1259915242380787,60,0.4666666666666667,-6.01916268697087,16,0.75,18.47585929330365,46.36165477967427,1,1,0.0,2069.296240850009,G_vol_regime,g_f7_rsi_with+g_rf_with+g_rv_md
600,BOTH,"['g_f7_rsi_with', 'g_rf_strong', 'g_rv_md']",3,128,0.59375,2.5011474160187155,56,0.44642857142857145,-8.58519157389527,16,0.75,18.47585929330365,46.36165477967427,1,1,0.0,2069.296240850009,G_vol_regime,g_f7_rsi_with+g_rf_strong+g_rv_md
600,DOWN,"['g_f7_rsi_with', 'g_hawkes_imbalance_with', 'g_rv_md']",3,59,0.576271186440678,12.78563155578701,27,0.4444444444444444,-2.7359129302099405,11,0.7272727272727273,17.99279890057033,46.33908061411693,1,1,0.0,1385.4455153439153,G_vol_regime,g_f7_rsi_with+g_hawkes_imbalance_with+g_rv_md
600,DOWN,"['g_f7_rsi_with', 'g_hawkes_imb_loose_with', 'g_rv_md']",3,67,0.582089552238806,14.672169271292503,33,0.45454545454545453,2.1474956518813078,11,0.7272727272727273,17.99279890057033,46.33908061411693,1,1,0.0,1385.4455153439153,G_vol_regime,g_f7_rsi_with+g_hawkes_imb_loose_with+g_rv_md
600,BOTH,"['g_f7_rsi_with', 'g_ribbon_slope_with', 'g_rv_md']",3,129,0.5658914728682171,2.0203175445974337,60,0.43333333333333335,-8.771399655119982,20,0.7,17.991917806837264,62.93283673176177,2,1,0.0,2518.868492957217,G_vol_regime,g_f7_rsi_with+g_ribbon_slope_with+g_rv_md
600,DOWN,"['g_rf_strong', 'g_rv_md', 'g_sms_trend_with']",3,48,0.5625,2.7941045641261937,26,0.5,-7.839511838902303,11,0.7272727272727273,16.703144105157296,56.368698076069784,1,1,0.0,1286.1420960971118,G_vol_regime,g_rf_strong+g_rv_md+g_sms_trend_with
240,DOWN,"['g_mp_skew_strong_with', 'g_rv_md', 'g_sms_rsi_mid']",3,135,0.5703703703703704,1.8369273415956295,68,0.6617647058823529,5.644820930456769,14,0.7142857142857143,16.55051482254725,29.28501804674815,1,1,0.0,1621.9504526096305,A_3gate_new,g_mp_skew_strong_with+g_rv_md+g_sms_rsi_mid
240,DOWN,"['g_mp_skew_with', 'g_rv_md', 'g_sms_rsi_mid']",3,135,0.5703703703703704,1.8369273415956295,68,0.6617647058823529,5.644820930456769,14,0.7142857142857143,16.55051482254725,29.28501804674815,1,1,0.0,1621.9504526096305,A_3gate_new,g_mp_skew_with+g_rv_md+g_sms_rsi_mid
600,DOWN,"['g_imb5_with', 'g_rf_fresh', 'g_rv_md']",3,129,0.5968992248062015,5.678534112140258,43,0.5116279069767442,-1.9724001501758675,11,0.7272727272727273,16.504502052852562,50.0,2,1,0.0,1270.8466580696472,A_3gate_new,g_imb5_with+g_rf_fresh+g_rv_md
480,BOTH,"['g_imb5_with', 'g_rv_md', 'g_tr_above_cloud']",3,183,0.6284153005464481,2.428591916096101,87,0.6091954022988506,1.174874961794296,13,0.8461538461538461,16.27585032608653,46.01162838084818,1,1,0.0,1481.102379673874,A_3gate_new,g_imb5_with+g_rv_md+g_tr_above_cloud
600,DOWN,"['g_rf_strong', 'g_rf_with', 'g_rv_md']",3,127,0.5669291338582677,2.607625697530526,59,0.4915254237288136,-6.485113784700422,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_rf_strong+g_rf_with+g_rv_md
600,DOWN,"['g_rf_strong', 'g_rv_md', 'g_vpin_calm']",3,89,0.5842696629213483,6.838933880037967,49,0.5102040816326531,-6.220685602840053,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_rf_strong+g_rv_md+g_vpin_calm
600,DOWN,"['g_rf_with', 'g_rv_md', 'g_vpin_calm']",3,90,0.5888888888888889,5.68828090590284,51,0.49019607843137253,-6.957129304689462,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_rf_with+g_rv_md+g_vpin_calm
600,DOWN,"['g_regime_ranging', 'g_rf_with', 'g_rv_md']",3,110,0.5545454545454546,2.2059287934409677,52,0.4807692307692308,-6.966977744817559,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_regime_ranging+g_rf_with+g_rv_md
600,DOWN,"['g_rf_strong', 'g_rv_md']",2,129,0.5658914728682171,3.1828143820612205,59,0.4915254237288136,-6.485113784700422,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_2gate_new,g_rf_strong+g_rv_md
600,DOWN,"['g_rf_with', 'g_rv_md']",2,131,0.5725190839694656,2.8121792286294593,63,0.47619047619047616,-6.032355201305575,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_2gate_new,g_rf_with+g_rv_md
600,DOWN,"['g_rf_strong', 'g_rv_md', 'g_vwap_10_90']",3,129,0.5658914728682171,3.1828143820612205,59,0.4915254237288136,-6.485113784700422,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_rf_strong+g_rv_md+g_vwap_10_90
600,DOWN,"['g_rf_with', 'g_rv_md', 'g_vwap_10_90']",3,131,0.5725190839694656,2.8121792286294593,63,0.47619047619047616,-6.032355201305575,16,0.6875,15.88168870630821,66.81119636023413,1,1,0.0,1778.7491351065196,A_3gate_new,g_rf_with+g_rv_md+g_vwap_10_90
720,DOWN,"['g_rf_fresh', 'g_rv_lo', 'g_vwap_15_85']",3,48,0.5625,5.349493970348671,42,0.6666666666666666,9.407183996101246,10,0.7,15.75128251633754,50.0,2,1,0.0,1102.5897761436277,A_3gate_new,g_rf_fresh+g_rv_lo+g_vwap_15_85
600,DOWN,"['g_hawkes_imb_strong_with', 'g_rv_md']",2,80,0.6,7.684505241861045,34,0.47058823529411764,-1.9973525254783326,11,0.6363636363636364,15.558137189207015,36.42514731603665,1,1,0.0,1197.9765635689403,A_2gate_new,g_hawkes_imb_strong_with+g_rv_md
600,BOTH,"['g_f7_rsi_strong_with', 'g_rv_md', 'g_tr_above_pp']",3,92,0.5978260869565217,2.0869080697974276,37,0.5135135135135135,0.5348005759568497,14,0.7857142857142857,15.530641755956418,49.679893135640526,1,1,0.0,1522.002892083729,G_vol_regime,g_f7_rsi_strong_with+g_rv_md+g_tr_above_pp
600,BOTH,"['g_rv_lo', 'g_tr_above_cloud', 'g_vwap_25_75']",3,157,0.554140127388535,1.2028750845313396,61,0.5409836065573771,1.0777006176377517,11,0.7272727272727273,15.39726456727206,31.384849022176795,1,1,0.0,1185.5893716799487,A_3gate_new,g_rv_lo+g_tr_above_cloud+g_vwap_25_75
600,BOTH,"['g_f7_rsi_strong_with', 'g_rf_fresh', 'g_rv_md']",3,125,0.592,3.9959157252569595,55,0.509090909090909,0.9064930331592034,13,0.7692307692307693,15.244537289973412,49.679893135640526,1,1,0.0,1387.2528933875806,G_vol_regime,g_f7_rsi_strong_with+g_rf_fresh+g_rv_md
600,DOWN,"['g_f7_rsi_with', 'g_ribbon_slope_with', 'g_rv_md']",3,54,0.5555555555555556,7.751948956803273,29,0.4482758620689655,-8.018570983234902,16,0.625,15.104250587417491,62.93283673176176,2,1,0.0,1691.676065790759,G_vol_regime,g_f7_rsi_with+g_ribbon_slope_with+g_rv_md
480,BOTH,"['g_mp_no_extreme', 'g_rv_md', 'g_tr_above_cloud']",3,153,0.5882352941176471,1.2813364012174526,90,0.6222222222222222,2.195051073986826,10,0.8,15.097298515671062,25.0,1,1,0.0,1056.8108960969744,A_3gate_new,g_mp_no_extreme+g_rv_md+g_tr_above_cloud
600,BOTH,"['g_queue_top_high', 'g_rf_fresh', 'g_rv_md']",3,214,0.6261682242990654,2.4083454788950385,81,0.5679012345679012,-2.4913172822970373,15,0.7333333333333333,14.90007144222532,75.0,3,1,0.0,1564.5075014336587,A_3gate_new,g_queue_top_high+g_rf_fresh+g_rv_md
600,BOTH,"['g_rf_strong', 'g_rv_md', 'g_vpin_calm']",3,170,0.5764705882352941,4.138030046221238,100,0.53,-4.158843186324936,25,0.64,14.785673743457723,54.76617006509511,2,1,0.0,2587.4929051051017,A_3gate_new,g_rf_strong+g_rv_md+g_vpin_calm
600,BOTH,"['g_rf_with', 'g_rv_md', 'g_vpin_calm']",3,173,0.5780346820809249,3.3857436166742136,104,0.5192307692307693,-4.138070622242103,25,0.64,14.785673743457723,54.76617006509511,2,1,0.0,2587.4929051051017,A_3gate_new,g_rf_with+g_rv_md+g_vpin_calm
120,DOWN,"['g_imb5_with', 'g_rv_hi', 'g_vwap_25_75']",3,190,0.5526315789473685,2.306135368645574,90,0.5777777777777777,1.6783290473535422,12,0.75,14.672704653834353,25.0,1,1,0.0,1232.5071909220858,A_3gate_new,g_imb5_with+g_rv_hi+g_vwap_25_75
600,DOWN,"['g_hawkes_imbalance_with', 'g_rv_md', 'g_tr_above_pp']",3,34,0.6176470588235294,7.14811078316306,28,0.5,-3.4713583752569614,12,0.6666666666666666,14.410065658856135,42.678161228233854,1,1,0.0,1210.4455153439153,G_vol_regime,g_hawkes_imbalance_with+g_rv_md+g_tr_above_pp
