rule,asset,tf,fire_offset_s,n,wr,dpt,sum_pnl
MP-E,ALL,ALL,30,14717,0.4741455459672488,-1.6889467287890334,-24856.229007588205
MP-E,ALL,5m,30,14717,0.4741455459672488,-1.6889467287890334,-24856.229007588205
MP-C,ALL,5m,165,4809,0.5044707839467665,-1.6994989475743074,-8172.890438884844
MP-C,ALL,ALL,165,4809,0.5044707839467665,-1.6994989475743074,-8172.890438884844
MP-A,ETH,ALL,75,1817,0.5288937809576224,-1.7129864828080994,-3112.4964392623165
MP-A,ETH,5m,75,1817,0.5288937809576224,-1.7129864828080994,-3112.4964392623165
MP-E,SOL,ALL,60,5258,0.49714720426017495,-1.7160646022821664,-9023.06767879963
MP-E,ALL,ALL,135,4840,0.5024793388429752,-1.7358174022460693,-8401.356226870976
MP-E,ALL,5m,135,4840,0.5024793388429752,-1.7358174022460693,-8401.356226870976
MP-B,ETH,5m,75,1815,0.528374655647383,-1.744162708801475,-3165.6553164746774
MP-B,ETH,ALL,75,1815,0.528374655647383,-1.744162708801475,-3165.6553164746774
MP-A,BTC,15m,ALL,21975,0.5201820250284415,-1.7526571987019062,-38514.64194147439
MP-B,BTC,15m,ALL,21970,0.5201183431952663,-1.7569790622343737,-38600.82999728919
MP-D,ALL,5m,255,459,0.5468409586056645,-1.7701341707107516,-812.491584356235
MP-D,ALL,ALL,255,459,0.5468409586056645,-1.7701341707107516,-812.491584356235
MP-E,SOL,5m,75,1458,0.5075445816186557,-1.7701999792765706,-2580.95156978524
MP-E,SOL,ALL,75,1458,0.5075445816186557,-1.7701999792765706,-2580.95156978524
MP-C,BTC,ALL,660,510,0.5313725490196078,-1.7799050013421525,-907.7515506844977
MP-C,BTC,15m,660,510,0.5313725490196078,-1.7799050013421525,-907.7515506844977
MP-E,SOL,15m,120,1227,0.5069274653626732,-1.784250443449311,-2189.2752941123044
MP-B,SOL,5m,75,1763,0.497447532614861,-1.7914096174782477,-3158.2551556141507
MP-B,SOL,ALL,75,1763,0.497447532614861,-1.7914096174782477,-3158.2551556141507
MP-A,SOL,ALL,75,1763,0.497447532614861,-1.7914096174782477,-3158.2551556141507
MP-A,SOL,5m,75,1763,0.497447532614861,-1.7914096174782477,-3158.2551556141507
MP-C,BTC,ALL,225,1658,0.48914354644149577,-1.796157538958229,-2978.0291995927437
MP-C,BTC,5m,225,1658,0.48914354644149577,-1.796157538958229,-2978.0291995927437
MP-C,SOL,15m,60,1335,0.4951310861423221,-1.7971113082247476,-2399.143596480038
MP-D,ALL,15m,480,690,0.5246376811594203,-1.801648259778228,-1243.1372992469774
MP-D,ALL,ALL,480,690,0.5246376811594203,-1.801648259778228,-1243.1372992469774
MP-E,ETH,ALL,30,5131,0.470083804326642,-1.8033414402515902,-9252.944929930909
MP-E,ETH,5m,30,5131,0.470083804326642,-1.8033414402515902,-9252.944929930909
MP-D,SOL,15m,ALL,779,0.5725288831835686,-1.8057035030808484,-1406.643028899981
MP-B,SOL,ALL,15,1642,0.4884287454323995,-1.809067778752916,-2970.489292712288
MP-B,SOL,5m,15,1642,0.4884287454323995,-1.809067778752916,-2970.489292712288
MP-A,SOL,5m,15,1642,0.4884287454323995,-1.809067778752916,-2970.489292712288
MP-A,SOL,ALL,15,1642,0.4884287454323995,-1.809067778752916,-2970.489292712288
MP-D,BTC,15m,180,78,0.4358974358974359,-1.814849744797843,-141.55828009423175
MP-C,ALL,15m,360,5353,0.511675695871474,-1.8181419976141762,-9732.514113228684
MP-C,ALL,ALL,360,5353,0.511675695871474,-1.8181419976141762,-9732.514113228684
MP-B,SOL,ALL,105,1718,0.5029103608847497,-1.8221014434147924,-3130.3702797866135
MP-B,SOL,5m,105,1718,0.5029103608847497,-1.8221014434147924,-3130.3702797866135
MP-A,SOL,ALL,105,1718,0.5029103608847497,-1.8221014434147924,-3130.3702797866135
MP-A,SOL,5m,105,1718,0.5029103608847497,-1.8221014434147924,-3130.3702797866135
MP-E,BTC,15m,ALL,18848,0.4781409168081494,-1.8274676053846832,-34444.10942629051
MP-C,BTC,ALL,240,7715,0.5047310434219053,-1.831843605998694,-14132.673420279923
MP-E,ALL,ALL,75,4684,0.48676345004269855,-1.8381146470749303,-8609.729006898973
MP-E,ALL,5m,75,4684,0.48676345004269855,-1.8381146470749303,-8609.729006898973
MP-C,SOL,ALL,75,1533,0.49510763209393344,-1.8457796104245527,-2829.580142780839
MP-C,SOL,5m,75,1533,0.49510763209393344,-1.8457796104245527,-2829.580142780839
MP-E,SOL,ALL,30,3752,0.4861407249466951,-1.8470227130120858,-6930.029219221346
MP-E,SOL,5m,30,3752,0.4861407249466951,-1.8470227130120858,-6930.029219221346
MP-D,ETH,ALL,150,1207,0.5252692626346314,-1.8599979881156832,-2245.0175716556296
MP-D,ETH,5m,150,1207,0.5252692626346314,-1.8599979881156832,-2245.0175716556296
MP-E,BTC,ALL,45,1690,0.4751479289940828,-1.8664577576584527,-3154.313610442785
MP-E,BTC,5m,45,1690,0.4751479289940828,-1.8664577576584527,-3154.313610442785
MP-A,BTC,ALL,240,8858,0.5004515692029804,-1.8688795191947107,-16554.53478102675
MP-D,ETH,ALL,ALL,14838,0.5242620299231703,-1.8696158448424824,-27741.359905772755
MP-B,BTC,ALL,240,8856,0.5004516711833785,-1.8701458360732892,-16562.01152426505
MP-C,SOL,5m,90,4237,0.4991739438281803,-1.8818337549998656,-7973.32961993443
MP-C,SOL,ALL,90,4237,0.4991739438281803,-1.8818337549998656,-7973.32961993443
MP-A,BTC,15m,600,2351,0.547426626967248,-1.8985877780917468,-4463.579866293697
MP-A,BTC,ALL,600,2351,0.547426626967248,-1.8985877780917468,-4463.579866293697
MP-B,BTC,ALL,600,2351,0.547426626967248,-1.8985877780917468,-4463.579866293697
MP-B,BTC,15m,600,2351,0.547426626967248,-1.8985877780917468,-4463.579866293697
MP-D,ETH,ALL,135,326,0.4938650306748466,-1.9091265200464502,-622.3752455351428
MP-D,ETH,5m,135,326,0.4938650306748466,-1.9091265200464502,-622.3752455351428
MP-D,ALL,5m,60,2381,0.49265014699706006,-1.9223949553822577,-4577.222388765155
MP-A,ALL,ALL,150,18619,0.5210269079972072,-1.9275328330961317,-35888.73381941688
MP-A,ALL,5m,150,18619,0.5210269079972072,-1.9275328330961317,-35888.73381941688
MP-B,ALL,5m,150,18605,0.5210964794410105,-1.9297533068346215,-35903.060273658135
MP-B,ALL,ALL,150,18605,0.5210964794410105,-1.9297533068346215,-35903.060273658135
MP-E,BTC,15m,780,456,0.49780701754385964,-1.9667370447071288,-896.8320923864508
MP-E,BTC,ALL,780,456,0.49780701754385964,-1.9667370447071288,-896.8320923864508
MP-E,BTC,ALL,ALL,89562,0.48972778633795583,-1.9760018174793574,-176974.6747770862
MP-E,BTC,ALL,660,547,0.4753199268738574,-1.9846510440285237,-1085.6041210836024
MP-E,BTC,15m,660,547,0.4753199268738574,-1.9846510440285237,-1085.6041210836024
MP-D,SOL,5m,90,573,0.525305410122164,-1.990006589918864,-1140.273776023509
MP-D,SOL,ALL,90,573,0.525305410122164,-1.990006589918864,-1140.273776023509
MP-E,SOL,5m,60,4054,0.4938332511100148,-1.9904747936267924,-8069.384813363016
MP-B,SOL,5m,90,4796,0.500208507089241,-1.9927898531052273,-9557.42013549267
MP-A,SOL,ALL,90,4796,0.500208507089241,-1.9927898531052273,-9557.42013549267
MP-B,SOL,ALL,90,4796,0.500208507089241,-1.9927898531052273,-9557.42013549267
MP-A,SOL,5m,90,4796,0.500208507089241,-1.9927898531052273,-9557.42013549267
MP-D,ETH,5m,ALL,12879,0.5231772653156301,-1.9982797940924177,-25735.845468116248
MP-E,BTC,ALL,360,2046,0.4550342130987292,-2.0075973757351315,-4107.544230754079
MP-E,BTC,15m,360,2046,0.4550342130987292,-2.0075973757351315,-4107.544230754079
MP-D,BTC,5m,90,691,0.47756874095513746,-2.0112519482852074,-1389.7750962650782
MP-D,BTC,ALL,90,691,0.47756874095513746,-2.0112519482852074,-1389.7750962650782
MP-E,BTC,5m,ALL,70714,0.4928161325904347,-2.015591896241136,-142530.5653507957
MP-D,ALL,ALL,ALL,33585,0.5261872859907697,-2.0171532346609613,-67746.09138608839
MP-E,ALL,ALL,360,5262,0.49315849486887114,-2.0172411613873527,-10614.72299122025
MP-E,ALL,15m,360,5262,0.49315849486887114,-2.0172411613873527,-10614.72299122025
MP-E,BTC,ALL,90,6047,0.4632048949892509,-2.0204452086542677,-12217.632176732357
MP-E,BTC,5m,90,6047,0.4632048949892509,-2.0204452086542677,-12217.632176732357
MP-E,BTC,ALL,120,8313,0.4648141465175027,-2.0221581676650344,-16810.20084779943
MP-E,ALL,15m,240,5220,0.4917624521072797,-2.0246597011665566,-10568.723640089425
MP-C,SOL,ALL,105,1512,0.5026455026455027,-2.0352754480510424,-3077.3364774531765
MP-C,SOL,5m,105,1512,0.5026455026455027,-2.0352754480510424,-3077.3364774531765
MP-A,ALL,ALL,360,6120,0.509313725490196,-2.037181182445212,-12467.5488365647
MP-A,ALL,15m,360,6120,0.509313725490196,-2.037181182445212,-12467.5488365647
MP-B,ALL,15m,360,6119,0.5092335348913221,-2.0405346123949024,-12486.031293244407
MP-B,ALL,ALL,360,6119,0.5092335348913221,-2.0405346123949024,-12486.031293244407
MP-D,ETH,ALL,360,198,0.5050505050505051,-2.0633532520263196,-408.54394390121126
MP-D,ETH,15m,360,198,0.5050505050505051,-2.0633532520263196,-408.54394390121126
MP-D,ALL,ALL,45,695,0.4906474820143885,-2.08950757786496,-1452.2077666161472
MP-D,ALL,5m,45,695,0.4906474820143885,-2.08950757786496,-1452.2077666161472
MP-E,ALL,15m,300,1011,0.4846686449060336,-2.1058249815889343,-2128.9890563864124
MP-D,SOL,5m,15,226,0.4690265486725664,-2.119419746898907,-478.98886279915297
MP-D,SOL,ALL,15,226,0.4690265486725664,-2.119419746898907,-478.98886279915297
MP-E,BTC,15m,60,1989,0.4635495223730518,-2.1525793100692705,-4281.480247727779
MP-E,BTC,ALL,210,6151,0.505446268899366,-2.1541397602539023,-13250.113665321753
MP-E,BTC,5m,210,6151,0.505446268899366,-2.1541397602539023,-13250.113665321753
MP-D,BTC,5m,240,532,0.5526315789473685,-2.1577212901961347,-1147.9077263843437
MP-E,ETH,ALL,75,1514,0.4669749009247028,-2.171719442039204,-3287.983235247355
MP-E,ETH,5m,75,1514,0.4669749009247028,-2.171719442039204,-3287.983235247355
MP-E,ALL,ALL,120,21130,0.4751538097491718,-2.177047968618553,-46001.023576910025
MP-E,BTC,5m,120,6278,0.4624084103217585,-2.190802898443367,-13753.860596427457
MP-A,ETH,ALL,180,6977,0.5403468539486885,-2.1938325178672624,-15306.36947715989
MP-B,ETH,ALL,180,6974,0.540292515055922,-2.199911660973723,-15342.183923630746
MP-C,ETH,ALL,75,1613,0.5282083075015499,-2.2188358629349607,-3578.982246914092
MP-C,ETH,5m,75,1613,0.5282083075015499,-2.2188358629349607,-3578.982246914092
MP-E,BTC,15m,180,538,0.4851301115241636,-2.2201986785983996,-1194.4668890859389
MP-D,ALL,5m,ALL,27115,0.5258344089987091,-2.2207421630396555,-60215.423750820264
MP-D,ETH,ALL,660,64,0.625,-2.230553421895558,-142.75541900131572
MP-D,ETH,15m,660,64,0.625,-2.230553421895558,-142.75541900131572
MP-E,ALL,15m,180,1074,0.4962756052141527,-2.244510421927572,-2410.6041931502123
MP-C,ALL,15m,ALL,46251,0.5012432163628895,-2.2498225297296925,-104056.541822528
MP-C,ALL,ALL,180,17016,0.5141631405735778,-2.25632850196433,-38393.68578942504
MP-E,BTC,15m,240,2046,0.4574780058651026,-2.2582010653506464,-4620.279379707423
MP-E,ETH,15m,180,536,0.5074626865671642,-2.268912880716928,-1216.1373040642734
MP-C,SOL,ALL,360,1294,0.4868624420401855,-2.271284001886001,-2939.0414984404856
MP-C,SOL,15m,360,1294,0.4868624420401855,-2.271284001886001,-2939.0414984404856
MP-E,ETH,ALL,120,7431,0.45888844031758846,-2.275248294146577,-16907.370073803213
MP-A,ALL,ALL,180,19449,0.5125199239035426,-2.278533499476115,-44315.19803131096
MP-E,SOL,ALL,120,5386,0.5135536576308949,-2.2806261892512767,-12283.452655307376
MP-B,ALL,ALL,180,19437,0.5124762051756958,-2.2812869867383965,-44341.37516123421
MP-E,ALL,5m,90,15442,0.46800932521694083,-2.2837865410879465,-35266.23176748007
MP-E,ALL,ALL,90,15442,0.46800932521694083,-2.2837865410879465,-35266.23176748007
MP-A,ETH,15m,360,2222,0.4918991899189919,-2.285636672861764,-5078.684687098839
MP-B,ETH,ALL,360,2222,0.4918991899189919,-2.285636672861764,-5078.684687098839
MP-A,ETH,ALL,360,2222,0.4918991899189919,-2.285636672861764,-5078.684687098839
MP-B,ETH,15m,360,2222,0.4918991899189919,-2.285636672861764,-5078.684687098839
MP-E,ALL,ALL,105,4734,0.4767638360794254,-2.2971080137529194,-10874.509337106321
MP-E,ALL,5m,105,4734,0.4767638360794254,-2.2971080137529194,-10874.509337106321
MP-D,BTC,ALL,720,332,0.5391566265060241,-2.308154643230714,-766.3073415525971
MP-D,BTC,15m,720,332,0.5391566265060241,-2.308154643230714,-766.3073415525971
MP-A,ETH,5m,180,6371,0.5462250824046461,-2.311158763704836,-14724.392483563512
MP-E,BTC,ALL,195,1777,0.4727068092290377,-2.3124643315485662,-4109.249117161802
MP-E,BTC,5m,195,1777,0.4727068092290377,-2.3124643315485662,-4109.249117161802
MP-B,ETH,5m,180,6368,0.5461683417085427,-2.317871691274241,-14760.206930034368
MP-A,ALL,5m,165,5471,0.4962529702065436,-2.3184717675761495,-12684.359040409114
MP-A,ALL,ALL,165,5471,0.4962529702065436,-2.3184717675761495,-12684.359040409114
MP-C,ETH,ALL,180,6021,0.5417704700215911,-2.3287279423859197,-14021.270941105622
MP-B,ALL,5m,165,5466,0.49597511891694107,-2.3309867340051333,-12741.17348807206
MP-B,ALL,ALL,165,5466,0.49597511891694107,-2.3309867340051333,-12741.17348807206
MP-E,BTC,ALL,240,7901,0.5012023794456398,-2.3455344053005653,-18532.067336279768
MP-C,ALL,ALL,135,4955,0.4992936427850656,-2.355186111980646,-11669.9471848641
MP-C,ALL,5m,135,4955,0.4992936427850656,-2.355186111980646,-11669.9471848641
MP-C,SOL,5m,165,1446,0.4605809128630705,-2.3601606946091986,-3412.792364404901
MP-C,SOL,ALL,165,1446,0.4605809128630705,-2.3601606946091986,-3412.792364404901
MP-A,ALL,5m,180,18192,0.513797273526825,-2.3713524652242053,-43139.64404735874
MP-C,ALL,5m,180,15892,0.5148502391140196,-2.3732526677735537,-37715.73139625732
MP-B,ALL,5m,180,18180,0.5137513751375138,-2.3743576005105607,-43165.82117728199
MP-E,BTC,5m,240,5855,0.5164816396242528,-2.3760525971942528,-13911.787956572349
MP-C,BTC,5m,255,1391,0.48598130841121495,-2.3802516831133076,-3310.930091210611
MP-C,BTC,ALL,255,1391,0.48598130841121495,-2.3802516831133076,-3310.930091210611
MP-C,ETH,5m,ALL,64395,0.5215311747806507,-2.385857551481346,-153637.29702764127
MP-C,ETH,ALL,ALL,81984,0.5165520101483216,-2.39561631739211,-196402.20816507473
MP-E,ALL,5m,120,16052,0.4700348866184899,-2.4077953698587216,-38649.9312769722
MP-E,ETH,5m,90,5410,0.44953789279112755,-2.408663485477092,-13030.869456431068
MP-E,ETH,ALL,90,5410,0.44953789279112755,-2.408663485477092,-13030.869456431068
MP-A,ETH,15m,ALL,20028,0.4955562212901937,-2.41096646291515,-48286.83631926462
MP-B,ETH,15m,ALL,20024,0.4955053935277667,-2.4142757840032605,-48343.45829888129
MP-B,ETH,15m,420,623,0.4799357945425361,-2.415035179804338,-1504.5669170181027
MP-A,ETH,15m,420,623,0.4799357945425361,-2.415035179804338,-1504.5669170181027
MP-A,ETH,ALL,420,623,0.4799357945425361,-2.415035179804338,-1504.5669170181027
MP-B,ETH,ALL,420,623,0.4799357945425361,-2.415035179804338,-1504.5669170181027
MP-E,ALL,15m,ALL,46465,0.5047885505218982,-2.42536971335852,-112694.80373120363
MP-E,SOL,5m,120,4159,0.5155085357056984,-2.4270683724922026,-10094.17736119507
MP-C,ETH,15m,ALL,17589,0.4983228153959861,-2.431344086499145,-42764.91113743346
MP-A,ETH,ALL,ALL,94113,0.5144666517909322,-2.4463941711917307,-230237.49463336734
MP-B,ETH,ALL,ALL,94074,0.5143822947892085,-2.4511652047370736,-230590.91547043546
MP-E,BTC,5m,150,6339,0.4735762738602303,-2.4554170441158205,-15564.888642650185
MP-E,BTC,ALL,150,6339,0.4735762738602303,-2.4554170441158205,-15564.888642650185
MP-A,ETH,5m,ALL,74085,0.5195788621178377,-2.455971631424752,-181950.65831410274
MP-C,ALL,15m,480,5344,0.500748502994012,-2.458761705221038,-13139.622552701227
MP-C,ALL,ALL,480,5344,0.500748502994012,-2.458761705221038,-13139.622552701227
MP-E,BTC,5m,225,1681,0.5163593099345628,-2.459937242184713,-4135.154504112503
MP-E,BTC,ALL,225,1681,0.5163593099345628,-2.459937242184713,-4135.154504112503
MP-B,ETH,5m,ALL,74050,0.5194868332207968,-2.461140542492291,-182247.45717155415
MP-C,ETH,5m,180,5469,0.547266410678369,-2.462628929929597,-13468.117617784965
MP-A,ETH,5m,45,1762,0.5011350737797957,-2.4901668091279774,-4387.673917683496
MP-A,ETH,ALL,45,1762,0.5011350737797957,-2.4901668091279774,-4387.673917683496
MP-E,BTC,5m,165,1767,0.4742501414827391,-2.513411258331118,-4441.197693471086
MP-E,BTC,ALL,165,1767,0.4742501414827391,-2.513411258331118,-4441.197693471086
MP-E,SOL,5m,90,3985,0.5003764115432874,-2.5138595067293976,-10017.73013431665
MP-E,SOL,ALL,90,3985,0.5003764115432874,-2.5138595067293976,-10017.73013431665
MP-C,ALL,ALL,ALL,233752,0.4998930490434306,-2.516687791948034,-588280.8047434369
MP-C,BTC,5m,135,1834,0.49127589967284624,-2.521629992599553,-4624.669406427581
MP-C,BTC,ALL,135,1834,0.49127589967284624,-2.521629992599553,-4624.669406427581
MP-B,ETH,ALL,45,1760,0.5005681818181819,-2.523200451645373,-4440.832794895857
MP-B,ETH,5m,45,1760,0.5005681818181819,-2.523200451645373,-4440.832794895857
MP-B,BTC,5m,135,2034,0.4862340216322517,-2.5238858750513136,-5133.583869854372
MP-B,BTC,ALL,135,2034,0.4862340216322517,-2.5238858750513136,-5133.583869854372
MP-A,ALL,15m,ALL,53395,0.497087742297968,-2.5318729881821267,-135189.35820398465
MP-A,BTC,ALL,135,2035,0.485995085995086,-2.534930648577087,-5158.583869854372
MP-A,BTC,5m,135,2035,0.485995085995086,-2.534930648577087,-5158.583869854372
MP-B,ALL,15m,ALL,53384,0.4970215794994755,-2.535643454759901,-135362.79018890255
MP-C,BTC,5m,240,5517,0.48903389523291646,-2.541606300938498,-14022.041962277694
MP-D,ALL,5m,165,683,0.5475841874084919,-2.5669110144540044,-1753.200222872085
MP-D,ALL,ALL,165,683,0.5475841874084919,-2.5669110144540044,-1753.200222872085
MP-E,BTC,ALL,180,6823,0.4811666422394841,-2.5763971722945156,-17578.75790656548
MP-C,ALL,5m,ALL,187501,0.49956000234665415,-2.5825156288281597,-484224.2629209088
MP-A,ALL,ALL,ALL,266594,0.4986083707810378,-2.585197396031871,-689198.1145977206
MP-A,ALL,15m,480,6107,0.5025380710659898,-2.586180700285346,-15793.805536642607
MP-A,ALL,ALL,480,6107,0.5025380710659898,-2.586180700285346,-15793.805536642607
MP-B,ALL,ALL,ALL,266506,0.49857414091990426,-2.5875456665306977,-689596.4454044302
MP-C,ETH,ALL,360,1963,0.4880285277636271,-2.5878315780835384,-5079.913387777986
MP-C,ETH,15m,360,1963,0.4880285277636271,-2.5878315780835384,-5079.913387777986
MP-B,ALL,ALL,480,6106,0.5024566000655093,-2.5959772232084495,-15851.036924910792
MP-B,ALL,15m,480,6106,0.5024566000655093,-2.5959772232084495,-15851.036924910792
MP-A,ALL,5m,ALL,213199,0.4989892072664506,-2.5985523215105886,-554008.756393736
MP-B,ALL,5m,ALL,213122,0.49896303525680125,-2.6005464251251755,-554233.6552155276
MP-E,BTC,5m,180,6285,0.4808273667462212,-2.606887990052433,-16384.29101747954
MP-A,ALL,5m,135,5623,0.49599857727191893,-2.6093883114025638,-14672.590475016617
MP-A,ALL,ALL,135,5623,0.49599857727191893,-2.6093883114025638,-14672.590475016617
MP-C,ETH,ALL,45,1582,0.5,-2.6166479565642606,-4139.53706728466
MP-C,ETH,5m,45,1582,0.5,-2.6166479565642606,-4139.53706728466
MP-B,ALL,5m,135,5620,0.49590747330960855,-2.6171539006205466,-14708.404921487472
MP-B,ALL,ALL,135,5620,0.49590747330960855,-2.6171539006205466,-14708.404921487472
MP-A,ALL,ALL,195,5345,0.48755846585594015,-2.6221636114767293,-14015.464503343119
MP-A,ALL,5m,195,5345,0.48755846585594015,-2.6221636114767293,-14015.464503343119
MP-B,ALL,ALL,195,5344,0.4874625748502994,-2.624721931778533,-14026.51400342448
MP-B,ALL,5m,195,5344,0.4874625748502994,-2.624721931778533,-14026.51400342448
MP-B,BTC,5m,240,6377,0.48314254351575975,-2.627957778111247,-16758.48675101542
MP-A,BTC,5m,240,6377,0.48314254351575975,-2.627957778111247,-16758.48675101542
MP-E,ETH,5m,120,5615,0.44487978628673197,-2.636134161950075,-14801.89331934967
MP-A,SOL,15m,360,1480,0.4871621621621622,-2.6478522286100756,-3918.821298342912
MP-B,SOL,ALL,360,1480,0.4871621621621622,-2.6478522286100756,-3918.821298342912
MP-A,SOL,ALL,360,1480,0.4871621621621622,-2.6478522286100756,-3918.821298342912
MP-B,SOL,15m,360,1480,0.4871621621621622,-2.6478522286100756,-3918.821298342912
MP-A,SOL,ALL,120,6384,0.48887844611528825,-2.651812886354914,-16929.17346648977
MP-B,SOL,ALL,120,6384,0.48887844611528825,-2.651812886354914,-16929.17346648977
MP-E,BTC,15m,480,2087,0.4729276473406804,-2.6663535778461047,-5564.67991696482
MP-E,BTC,ALL,480,2087,0.4729276473406804,-2.6663535778461047,-5564.67991696482
MP-E,BTC,ALL,720,1916,0.517223382045929,-2.6681098627037816,-5112.098496940445
MP-E,BTC,15m,720,1916,0.517223382045929,-2.6681098627037816,-5112.098496940445
MP-E,ALL,ALL,ALL,231799,0.5031730076488682,-2.6681150440883017,-618466.3991046243
MP-E,ETH,15m,ALL,17604,0.5075551011133833,-2.673257805737475,-47060.03041220251
MP-D,ALL,15m,180,113,0.4247787610619469,-2.7058612984797903,-305.7623267282163
MP-B,BTC,15m,300,644,0.4782608695652174,-2.710798427856942,-1745.7541875398706
MP-A,BTC,15m,300,644,0.4782608695652174,-2.710798427856942,-1745.7541875398706
MP-C,SOL,ALL,120,5618,0.49092203631185477,-2.7121326771196617,-15236.76138005826
MP-B,BTC,5m,210,6783,0.49683031107179715,-2.723750147962566,-18475.197253630085
MP-B,BTC,ALL,210,6783,0.49683031107179715,-2.723750147962566,-18475.197253630085
MP-A,BTC,ALL,210,6788,0.4967589864466706,-2.7281799973896197,-18518.88582228074
MP-A,BTC,5m,210,6788,0.4967589864466706,-2.7281799973896197,-18518.88582228074
MP-E,ALL,5m,ALL,185334,0.5027679756547638,-2.728973611822011,-505771.5953734206
MP-D,SOL,ALL,840,120,0.6083333333333333,-2.7347984429221963,-328.17581315066354
MP-D,SOL,15m,840,120,0.6083333333333333,-2.7347984429221963,-328.17581315066354
MP-C,BTC,5m,270,4340,0.45138248847926266,-2.7502008915088973,-11935.871869148614
MP-C,BTC,ALL,270,4340,0.45138248847926266,-2.7502008915088973,-11935.871869148614
MP-E,ETH,ALL,105,1577,0.45466074825618263,-2.763213909001957,-4357.588334496087
MP-E,ETH,5m,105,1577,0.45466074825618263,-2.763213909001957,-4357.588334496087
MP-C,ALL,5m,195,4635,0.48133764832793957,-2.7783551674231,-12877.67620100607
MP-C,ALL,ALL,195,4635,0.48133764832793957,-2.7783551674231,-12877.67620100607
MP-E,SOL,5m,150,4185,0.5390681003584229,-2.8153748072397535,-11782.343568298369
MP-E,SOL,ALL,150,4185,0.5390681003584229,-2.8153748072397535,-11782.343568298369
MP-D,ALL,ALL,150,2531,0.5152113789016199,-2.821135647564679,-7140.294323986203
MP-D,ALL,5m,150,2531,0.5152113789016199,-2.821135647564679,-7140.294323986203
MP-E,ALL,5m,195,4738,0.5154073448712537,-2.82668856495199,-13392.850420742529
MP-E,ALL,ALL,195,4738,0.5154073448712537,-2.82668856495199,-13392.850420742529
MP-A,ALL,15m,660,1140,0.5228070175438596,-2.8371457524558243,-3234.34615779964
MP-B,ALL,ALL,660,1140,0.5228070175438596,-2.8371457524558243,-3234.34615779964
MP-A,ALL,ALL,660,1140,0.5228070175438596,-2.8371457524558243,-3234.34615779964
MP-B,ALL,15m,660,1140,0.5228070175438596,-2.8371457524558243,-3234.34615779964
MP-E,BTC,ALL,600,2085,0.4503597122302158,-2.8432185745805456,-5928.110728000438
MP-E,BTC,15m,600,2085,0.4503597122302158,-2.8432185745805456,-5928.110728000438
MP-D,ALL,ALL,240,3112,0.5552699228791774,-2.8450512582439145,-8853.799515655062
MP-C,BTC,ALL,720,1641,0.5039609993906154,-2.8506611914768287,-4677.935015213476
MP-C,BTC,15m,720,1641,0.5039609993906154,-2.8506611914768287,-4677.935015213476
MP-E,BTC,5m,270,4676,0.5483319076133447,-2.855778178732114,-13353.618763751365
MP-E,BTC,ALL,270,4676,0.5483319076133447,-2.855778178732114,-13353.618763751365
MP-D,ALL,5m,15,614,0.4560260586319218,-2.8701820239658185,-1762.2917627150125
MP-D,ALL,ALL,15,614,0.4560260586319218,-2.8701820239658185,-1762.2917627150125
MP-C,ALL,15m,780,804,0.5497512437810945,-2.875452695346532,-2311.8639670586117
MP-C,ALL,ALL,780,804,0.5497512437810945,-2.875452695346532,-2311.8639670586117
MP-E,ALL,ALL,150,16187,0.47834682152344477,-2.8755302841606425,-46546.20870970832
MP-E,ALL,5m,150,16187,0.47834682152344477,-2.8755302841606425,-46546.20870970832
MP-C,ALL,ALL,660,975,0.5261538461538462,-2.9028193032210448,-2830.2488206405187
MP-C,ALL,15m,660,975,0.5261538461538462,-2.9028193032210448,-2830.2488206405187
MP-D,SOL,ALL,360,77,0.5454545454545454,-2.9035649771791614,-223.57450324279543
MP-D,SOL,15m,360,77,0.5454545454545454,-2.9035649771791614,-223.57450324279543
MP-E,ALL,ALL,165,4806,0.4997919267582189,-2.9085308155559644,-13978.399099561964
MP-E,ALL,5m,165,4806,0.4997919267582189,-2.9085308155559644,-13978.399099561964
MP-A,ETH,ALL,210,6273,0.5278176311174877,-2.913778547850055,-18278.132830663395
MP-A,ETH,5m,210,6273,0.5278176311174877,-2.913778547850055,-18278.132830663395
MP-B,ETH,5m,210,6270,0.527591706539075,-2.9178090857857018,-18294.66296787635
MP-B,ETH,ALL,210,6270,0.527591706539075,-2.9178090857857018,-18294.66296787635
MP-E,SOL,ALL,255,1199,0.5846538782318599,-2.939121463525838,-3524.0066347674797
MP-E,SOL,5m,255,1199,0.5846538782318599,-2.939121463525838,-3524.0066347674797
MP-E,ALL,ALL,480,5310,0.49792843691148775,-2.942678422401412,-15625.622422951497
MP-E,ALL,15m,480,5310,0.49792843691148775,-2.942678422401412,-15625.622422951497
MP-E,SOL,ALL,360,1273,0.5153181461115475,-2.9461950894252604,-3750.5063488383566
MP-E,SOL,15m,360,1273,0.5153181461115475,-2.9461950894252604,-3750.5063488383566
MP-E,BTC,5m,300,1014,0.6706114398422091,-2.964725130791058,-3006.2312826221328
MP-B,SOL,5m,120,4939,0.48714314638590805,-2.9951724638739403,-14793.156799073391
MP-A,SOL,5m,120,4939,0.48714314638590805,-2.9951724638739403,-14793.156799073391
MP-D,SOL,5m,45,214,0.4766355140186916,-2.9993252596737956,-641.8556055701922
