rule,asset,tf,fire_offset_s,n,wr,dpt,sum_pnl
MP-D,BTC,ALL,255,83,0.5180722891566265,-4.8954848677373946,-406.3252440222037
MP-E,ALL,ALL,780,854,0.4531615925058548,-4.90104802582661,-4185.495014055925
MP-E,ALL,15m,780,854,0.4531615925058548,-4.90104802582661,-4185.495014055925
MP-D,BTC,ALL,75,137,0.4233576642335766,-4.923480248121766,-674.516793992682
MP-D,BTC,5m,75,137,0.4233576642335766,-4.923480248121766,-674.516793992682
MP-C,ETH,ALL,225,1506,0.4893758300132802,-4.956249706666709,-7464.112058240064
MP-C,ETH,5m,225,1506,0.4893758300132802,-4.956249706666709,-7464.112058240064
MP-D,SOL,ALL,480,67,0.5522388059701493,-4.965316302360358,-332.67619225814394
MP-D,SOL,15m,480,67,0.5522388059701493,-4.965316302360358,-332.67619225814394
MP-D,SOL,5m,240,725,0.5875862068965517,-5.00396517546897,-3627.8747522150034
MP-D,BTC,ALL,105,167,0.49700598802395207,-5.042935180312139,-842.1701751121273
MP-D,BTC,5m,105,167,0.49700598802395207,-5.042935180312139,-842.1701751121273
MP-C,ETH,ALL,270,3959,0.4844657741854004,-5.055353507575875,-20014.144536492888
MP-C,ETH,5m,270,3959,0.4844657741854004,-5.055353507575875,-20014.144536492888
MP-E,ETH,15m,300,510,0.4411764705882353,-5.057214693074526,-2579.1794934680083
MP-D,ALL,ALL,660,174,0.5977011494252874,-5.170885749871428,-899.7341204776285
MP-D,ALL,15m,660,174,0.5977011494252874,-5.170885749871428,-899.7341204776285
MP-E,SOL,5m,225,1407,0.5692963752665245,-5.1895666330550165,-7301.720252708408
MP-E,SOL,ALL,225,1407,0.5692963752665245,-5.1895666330550165,-7301.720252708408
MP-E,ETH,ALL,255,1363,0.5121056493030081,-5.256555286339962,-7164.684855281368
MP-E,ETH,5m,255,1363,0.5121056493030081,-5.256555286339962,-7164.684855281368
MP-E,ETH,15m,720,1821,0.5123558484349259,-5.261559277712694,-9581.299444714816
MP-E,ETH,ALL,720,1821,0.5123558484349259,-5.261559277712694,-9581.299444714816
MP-A,ETH,ALL,270,4729,0.48128568407697186,-5.31187109774416,-25119.838421232133
MP-A,ETH,5m,270,4729,0.48128568407697186,-5.31187109774416,-25119.838421232133
MP-B,ETH,5m,270,4728,0.48117597292724196,-5.315111138859672,-25129.84546452853
MP-B,ETH,ALL,270,4728,0.48117597292724196,-5.315111138859672,-25129.84546452853
MP-B,ETH,15m,840,1448,0.46685082872928174,-5.460725283513684,-7907.130210527814
MP-B,ETH,ALL,840,1448,0.46685082872928174,-5.460725283513684,-7907.130210527814
MP-A,ETH,15m,840,1448,0.46685082872928174,-5.460725283513684,-7907.130210527814
MP-A,ETH,ALL,840,1448,0.46685082872928174,-5.460725283513684,-7907.130210527814
MP-C,BTC,5m,285,1026,0.3966861598440546,-5.504263232657822,-5647.374076706925
MP-C,BTC,ALL,285,1026,0.3966861598440546,-5.504263232657822,-5647.374076706925
MP-D,ALL,15m,780,121,0.512396694214876,-5.5394455865757966,-670.2729159756714
MP-D,ALL,ALL,780,121,0.512396694214876,-5.5394455865757966,-670.2729159756714
MP-C,SOL,ALL,720,1178,0.3769100169779287,-5.6170048940068815,-6616.831765140107
MP-C,SOL,15m,720,1178,0.3769100169779287,-5.6170048940068815,-6616.831765140107
MP-C,ALL,5m,270,11444,0.4397063963649074,-5.671093772465477,-64899.997132094926
MP-C,ALL,ALL,270,11444,0.4397063963649074,-5.671093772465477,-64899.997132094926
MP-D,SOL,5m,285,110,0.6545454545454545,-5.72595929328588,-629.8555222614467
MP-D,SOL,ALL,285,110,0.6545454545454545,-5.72595929328588,-629.8555222614467
MP-A,ALL,ALL,270,13381,0.4420446902324191,-5.861594809505607,-78434.00014599452
MP-A,ALL,5m,270,13381,0.4420446902324191,-5.861594809505607,-78434.00014599452
MP-B,ALL,5m,270,13380,0.4420029895366218,-5.862780806374508,-78444.00718929092
MP-B,ALL,ALL,270,13380,0.4420029895366218,-5.862780806374508,-78444.00718929092
MP-E,ETH,5m,270,4434,0.5142083897158322,-5.871682714884908,-26035.041157799682
MP-E,ETH,ALL,270,4434,0.5142083897158322,-5.871682714884908,-26035.041157799682
MP-E,ETH,15m,840,1368,0.5328947368421053,-5.908021656623913,-8082.173626261513
MP-E,ETH,ALL,840,1368,0.5328947368421053,-5.908021656623913,-8082.173626261513
MP-E,SOL,5m,300,1374,0.7001455604075691,-6.016951224926918,-8267.290983049585
MP-E,SOL,ALL,300,1374,0.7001455604075691,-6.016951224926918,-8267.290983049585
MP-C,ALL,ALL,840,3216,0.44558457711442784,-6.029745974050774,-19391.66305254729
MP-C,ALL,15m,840,3216,0.44558457711442784,-6.029745974050774,-19391.66305254729
MP-A,SOL,ALL,210,4672,0.432791095890411,-6.050285483516867,-28266.933778990802
MP-A,SOL,5m,210,4672,0.432791095890411,-6.050285483516867,-28266.933778990802
MP-B,SOL,ALL,210,4672,0.432791095890411,-6.050285483516867,-28266.933778990802
MP-B,SOL,5m,210,4672,0.432791095890411,-6.050285483516867,-28266.933778990802
MP-A,SOL,ALL,240,5873,0.41580112378682105,-6.091443572326043,-35775.048100270855
MP-B,SOL,ALL,240,5873,0.41580112378682105,-6.091443572326043,-35775.048100270855
MP-A,BTC,15m,840,1572,0.4573791348600509,-6.11276001341224,-9609.25874108404
MP-A,BTC,ALL,840,1572,0.4573791348600509,-6.11276001341224,-9609.25874108404
MP-B,BTC,ALL,840,1572,0.4573791348600509,-6.11276001341224,-9609.25874108404
MP-B,BTC,15m,840,1572,0.4573791348600509,-6.11276001341224,-9609.25874108404
MP-D,SOL,ALL,270,554,0.6425992779783394,-6.158233871690081,-3411.661564916305
MP-D,SOL,5m,270,554,0.6425992779783394,-6.158233871690081,-3411.661564916305
MP-D,SOL,ALL,225,228,0.4824561403508772,-6.165724252855592,-1405.7851296510748
MP-D,SOL,5m,225,228,0.4824561403508772,-6.165724252855592,-1405.7851296510748
MP-E,SOL,ALL,270,3472,0.6235599078341014,-6.251241385772614,-21704.310091402516
MP-E,SOL,5m,270,3472,0.6235599078341014,-6.251241385772614,-21704.310091402516
MP-C,SOL,5m,210,4061,0.4232947549864565,-6.310976945638656,-25628.877376238583
MP-C,SOL,ALL,210,4061,0.4232947549864565,-6.310976945638656,-25628.877376238583
MP-A,SOL,ALL,720,1397,0.3772369362920544,-6.3876799673028435,-8923.588914322072
MP-A,SOL,15m,720,1397,0.3772369362920544,-6.3876799673028435,-8923.588914322072
MP-C,SOL,ALL,240,5175,0.40541062801932365,-6.408131305793437,-33162.07950748104
MP-B,SOL,ALL,720,1396,0.37679083094555876,-6.411084586146611,-8949.874082260669
MP-B,SOL,15m,720,1396,0.37679083094555876,-6.411084586146611,-8949.874082260669
MP-D,BTC,ALL,210,678,0.504424778761062,-6.459154399910327,-4379.306683139202
MP-D,BTC,5m,210,678,0.504424778761062,-6.459154399910327,-4379.306683139202
MP-D,ALL,ALL,285,284,0.5915492957746479,-6.651253429176707,-1888.955973886185
MP-D,ALL,5m,285,284,0.5915492957746479,-6.651253429176707,-1888.955973886185
MP-D,BTC,ALL,780,75,0.5333333333333333,-6.725073294029957,-504.38049705224677
MP-D,BTC,15m,780,75,0.5333333333333333,-6.725073294029957,-504.38049705224677
MP-D,BTC,ALL,660,110,0.5818181818181818,-6.881624558875571,-756.9787014763128
MP-D,BTC,15m,660,110,0.5818181818181818,-6.881624558875571,-756.9787014763128
MP-D,ETH,5m,285,140,0.5428571428571428,-6.94134154431864,-971.7878162046096
MP-D,ETH,ALL,285,140,0.5428571428571428,-6.94134154431864,-971.7878162046096
MP-A,SOL,15m,600,1457,0.4426904598490048,-7.024708232007507,-10234.999894034938
MP-B,SOL,15m,600,1457,0.4426904598490048,-7.024708232007507,-10234.999894034938
MP-A,SOL,ALL,600,1457,0.4426904598490048,-7.024708232007507,-10234.999894034938
MP-B,SOL,ALL,600,1457,0.4426904598490048,-7.024708232007507,-10234.999894034938
MP-D,ALL,ALL,225,620,0.5064516129032258,-7.0702876689123775,-4383.578354725674
MP-D,ALL,5m,225,620,0.5064516129032258,-7.0702876689123775,-4383.578354725674
MP-C,BTC,ALL,780,422,0.5023696682464455,-7.170822502815591,-3026.0870961881797
MP-C,BTC,15m,780,422,0.5023696682464455,-7.170822502815591,-3026.0870961881797
MP-D,ETH,ALL,225,268,0.5223880597014925,-7.229838024584039,-1937.5965905885223
MP-D,ETH,5m,225,268,0.5223880597014925,-7.229838024584039,-1937.5965905885223
MP-B,ALL,ALL,840,4210,0.4332541567695962,-7.29965754738819,-30731.558274504278
MP-A,ALL,ALL,840,4210,0.4332541567695962,-7.29965754738819,-30731.558274504278
MP-B,ALL,15m,840,4210,0.4332541567695962,-7.29965754738819,-30731.558274504278
MP-A,ALL,15m,840,4210,0.4332541567695962,-7.29965754738819,-30731.558274504278
MP-E,SOL,ALL,285,829,0.6151990349819059,-7.3032874270980415,-6054.425277064276
MP-E,SOL,5m,285,829,0.6151990349819059,-7.3032874270980415,-6054.425277064276
MP-C,SOL,15m,600,1255,0.43745019920318723,-7.341908118619593,-9214.09468886759
MP-C,SOL,ALL,600,1255,0.43745019920318723,-7.341908118619593,-9214.09468886759
MP-A,BTC,15m,780,486,0.49794238683127573,-7.6045508084377555,-3695.811692900749
MP-B,BTC,15m,780,486,0.49794238683127573,-7.6045508084377555,-3695.811692900749
MP-B,BTC,ALL,780,486,0.49794238683127573,-7.6045508084377555,-3695.811692900749
MP-A,BTC,ALL,780,486,0.49794238683127573,-7.6045508084377555,-3695.811692900749
MP-B,ALL,ALL,285,3072,0.3912760416666667,-7.6512842721443235,-23504.74528402736
MP-A,ALL,5m,285,3072,0.3912760416666667,-7.6512842721443235,-23504.74528402736
MP-A,ALL,ALL,285,3072,0.3912760416666667,-7.6512842721443235,-23504.74528402736
MP-B,ALL,5m,285,3072,0.3912760416666667,-7.6512842721443235,-23504.74528402736
MP-A,SOL,5m,240,4415,0.3884484711211778,-7.9215323558670265,-34973.56535115292
MP-B,SOL,5m,240,4415,0.3884484711211778,-7.9215323558670265,-34973.56535115292
MP-E,ETH,ALL,780,398,0.4020100502512563,-8.26297216499868,-3288.6629216694746
MP-E,ETH,15m,780,398,0.4020100502512563,-8.26297216499868,-3288.6629216694746
MP-A,SOL,ALL,255,1334,0.431784107946027,-8.267979557587953,-11029.484729822329
MP-A,SOL,5m,255,1334,0.431784107946027,-8.267979557587953,-11029.484729822329
MP-B,SOL,ALL,255,1332,0.43093093093093093,-8.300697796673907,-11056.529465169644
MP-B,SOL,5m,255,1332,0.43093093093093093,-8.300697796673907,-11056.529465169644
MP-A,BTC,ALL,300,1704,0.38673708920187794,-8.368643114220205,-14260.16786663123
MP-B,BTC,ALL,300,1704,0.38673708920187794,-8.368643114220205,-14260.16786663123
MP-C,SOL,5m,240,3864,0.37422360248447206,-8.386555481425646,-32405.650380228693
MP-D,BTC,5m,225,124,0.5161290322580645,-8.388682536178033,-1040.1966344860762
MP-D,BTC,ALL,225,124,0.5161290322580645,-8.388682536178033,-1040.1966344860762
MP-D,BTC,ALL,285,34,0.5882352941176471,-8.450371630003772,-287.31263542012823
MP-D,BTC,5m,285,34,0.5882352941176471,-8.450371630003772,-287.31263542012823
MP-C,ALL,ALL,285,2656,0.3814006024096386,-8.624729147537044,-22907.280615858388
MP-C,ALL,5m,285,2656,0.3814006024096386,-8.624729147537044,-22907.280615858388
MP-C,SOL,5m,255,1136,0.4119718309859155,-8.940471668338393,-10156.375815232415
MP-C,SOL,ALL,255,1136,0.4119718309859155,-8.940471668338393,-10156.375815232415
MP-C,BTC,ALL,300,1493,0.36771600803750837,-8.96246852660505,-13380.96551022134
MP-B,ETH,ALL,285,1041,0.3900096061479347,-9.15754615095029,-9533.005543139252
MP-A,ETH,ALL,285,1041,0.3900096061479347,-9.15754615095029,-9533.005543139252
MP-B,ETH,5m,285,1041,0.3900096061479347,-9.15754615095029,-9533.005543139252
MP-A,ETH,5m,285,1041,0.3900096061479347,-9.15754615095029,-9533.005543139252
MP-C,ETH,ALL,285,900,0.37333333333333335,-9.631397914298052,-8668.258122868247
MP-C,ETH,5m,285,900,0.37333333333333335,-9.631397914298052,-8668.258122868247
MP-B,SOL,5m,270,3648,0.37801535087719296,-9.734734547151056,-35512.31162800705
MP-A,SOL,ALL,270,3648,0.37801535087719296,-9.734734547151056,-35512.31162800705
MP-A,SOL,5m,270,3648,0.37801535087719296,-9.734734547151056,-35512.31162800705
MP-B,SOL,ALL,270,3648,0.37801535087719296,-9.734734547151056,-35512.31162800705
MP-C,ETH,ALL,300,1614,0.3748451053283767,-9.80229299370808,-15820.900891844842
MP-A,ETH,ALL,300,1867,0.37921799678628815,-9.957826509334373,-18591.262092927274
MP-B,ETH,ALL,300,1867,0.37921799678628815,-9.957826509334373,-18591.262092927274
MP-B,SOL,5m,285,856,0.3925233644859813,-10.263237800570732,-8785.331557288546
MP-A,SOL,5m,285,856,0.3925233644859813,-10.263237800570732,-8785.331557288546
MP-B,SOL,ALL,285,856,0.3925233644859813,-10.263237800570732,-8785.331557288546
MP-A,SOL,ALL,285,856,0.3925233644859813,-10.263237800570732,-8785.331557288546
MP-C,SOL,5m,270,3145,0.3672496025437202,-10.476941407457366,-32949.98072645342
MP-C,SOL,ALL,270,3145,0.3672496025437202,-10.476941407457366,-32949.98072645342
MP-C,SOL,15m,840,967,0.3671147880041365,-10.843536422593939,-10485.69972064834
MP-C,SOL,ALL,840,967,0.3671147880041365,-10.843536422593939,-10485.69972064834
MP-A,ALL,ALL,300,4905,0.3529051987767584,-10.908713213916949,-53507.238314262635
MP-B,ALL,ALL,300,4905,0.3529051987767584,-10.908713213916949,-53507.238314262635
MP-A,SOL,ALL,840,1190,0.36050420168067226,-11.105184304951614,-13215.16932289242
MP-B,SOL,15m,840,1190,0.36050420168067226,-11.105184304951614,-13215.16932289242
MP-B,SOL,ALL,840,1190,0.36050420168067226,-11.105184304951614,-13215.16932289242
MP-A,SOL,15m,840,1190,0.36050420168067226,-11.105184304951614,-13215.16932289242
MP-C,ALL,ALL,300,4243,0.33796841857176524,-11.179849846984355,-47436.10290075462
MP-C,SOL,5m,285,730,0.3698630136986301,-11.769381392168789,-8591.648416283217
MP-C,SOL,ALL,285,730,0.3698630136986301,-11.769381392168789,-8591.648416283217
MP-A,BTC,5m,300,1060,0.3311320754716981,-11.806050640652225,-12514.41367909136
MP-B,BTC,5m,300,1060,0.3311320754716981,-11.806050640652225,-12514.41367909136
MP-C,BTC,5m,300,944,0.3114406779661017,-12.35176162548103,-11660.062974454093
MP-D,ETH,ALL,300,52,0.40384615384615385,-12.395114958766523,-644.5459778558592
MP-D,BTC,15m,540,83,0.3614457831325301,-12.99415667088177,-1078.515003683187
MP-D,BTC,ALL,540,83,0.3614457831325301,-12.99415667088177,-1078.515003683187
MP-D,ETH,15m,300,48,0.375,-13.078368602905329,-627.7616929394558
MP-A,ALL,5m,300,3667,0.2964275974911372,-14.346525559414237,-52608.70922637201
MP-B,ALL,5m,300,3667,0.2964275974911372,-14.346525559414237,-52608.70922637201
MP-C,ALL,5m,300,3152,0.27633248730964466,-14.70616256657907,-46353.82440985723
MP-A,ETH,5m,300,1273,0.2922230950510605,-15.269824974529865,-19438.48719257652
MP-B,ETH,5m,300,1273,0.2922230950510605,-15.269824974529865,-19438.48719257652
MP-C,ETH,5m,300,1072,0.27705223880597013,-15.354034455890579,-16459.5249367147
MP-A,SOL,ALL,300,1334,0.272863568215892,-15.484114208923637,-20655.80835470413
MP-B,SOL,ALL,300,1334,0.272863568215892,-15.484114208923637,-20655.80835470413
MP-A,SOL,5m,300,1334,0.272863568215892,-15.484114208923637,-20655.80835470413
MP-B,SOL,5m,300,1334,0.272863568215892,-15.484114208923637,-20655.80835470413
MP-C,SOL,ALL,300,1136,0.24647887323943662,-16.051264523493337,-18234.23649868843
MP-C,SOL,5m,300,1136,0.24647887323943662,-16.051264523493337,-18234.23649868843
