sleeve,gate,n_base,wr_base,dpt_base,sum_base,n_gate,wr_gate,dpt_gate,sum_gate,dpt_lift,wr_lift,gate_keep_pct
btc_15m_s7_off_late_proxy,g_mp_skew_strong_with,2170,0.5009216589861751,-2.9809213430444714,-6468.599314406503,1045,0.5100478468899522,-1.8309196171166895,-1913.3109998869404,1.150001725927782,0.009126187903777061,0.4815668202764977
eth_15m_momo_extreme_proxy,g_mp_imbalance_extreme,118,0.6694915254237288,10.113794738632558,1193.427779158642,59,0.711864406779661,11.239818297868238,663.1492795742261,1.12602355923568,0.0423728813559322,0.5
eth_15m_momo_extreme_proxy,g_mp_both_favor_bet,118,0.6694915254237288,10.113794738632558,1193.427779158642,59,0.711864406779661,11.239818297868238,663.1492795742261,1.12602355923568,0.0423728813559322,0.5
eth_15m_momo_extreme_proxy,g_mp_imbalance_with,118,0.6694915254237288,10.113794738632558,1193.427779158642,59,0.711864406779661,11.239818297868238,663.1492795742261,1.12602355923568,0.0423728813559322,0.5
eth_15m_momo_extreme_proxy,g_mp_skew_with,118,0.6694915254237288,10.113794738632558,1193.427779158642,59,0.711864406779661,11.239818297868238,663.1492795742261,1.12602355923568,0.0423728813559322,0.5
eth_5m_s6_hybrid_v1_proxy,g_mp_imbalance_extreme,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,178,0.43820224719101125,-7.091993461410894,-1262.374836131139,0.9787634221205845,0.035998390441699946,0.4903581267217631
eth_5m_s6_hybrid_v1_proxy,g_mp_imbalance_with,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,178,0.43820224719101125,-7.091993461410894,-1262.374836131139,0.9787634221205845,0.035998390441699946,0.4903581267217631
eth_5m_s6_hybrid_v1_proxy,g_mp_both_favor_bet,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,178,0.43820224719101125,-7.091993461410894,-1262.374836131139,0.9787634221205845,0.035998390441699946,0.4903581267217631
eth_5m_s6_hybrid_v1_proxy,g_mp_skew_with,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,178,0.43820224719101125,-7.091993461410894,-1262.374836131139,0.9787634221205845,0.035998390441699946,0.4903581267217631
all_bet_up,g_mp_change_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,17498,0.5269745113727283,-1.760713770897294,-30808.96956316085,0.9696779433069085,0.030162660897315674,0.06555374897911781
eth_15m_off60_120_proxy,g_mp_skew_strong_with,177,0.4915254237288136,0.18184583602727075,32.186712976826925,79,0.5063291139240507,1.1373863664130384,89.85352294663004,0.9555405303857676,0.014803690195237085,0.4463276836158192
sol_5m_momo_v7_proxy,g_mp_change_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,970,0.5319587628865979,-4.074467371312161,-3952.2333501727962,0.9034047480678433,0.05340629676950975,0.06776582366913511
all_bet_dn,g_mp_no_extreme,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,35228,0.500283865107301,-1.583978930379897,-55800.40975942301,0.8231203873073645,-0.0033384958108878537,0.13189512188729685
btc_15m_sniper_proxy,g_mp_skew_strong_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,1920,0.546875,0.14004588363565612,268.8880965804598,0.8014429748624914,0.039836165048543704,0.46601941747572817
btc_15m_sniper_proxy,g_mp_imbalance_extreme,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,2053,0.5431076473453482,0.13430912150883695,275.7366264576423,0.7957062127356722,0.036068812393891925,0.4983009708737864
btc_15m_sniper_proxy,g_mp_both_favor_bet,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,2052,0.5428849902534113,0.13259050052229976,272.0757070717591,0.793987591749135,0.03584615530195501,0.4980582524271845
btc_15m_sniper_proxy,g_mp_skew_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,2055,0.5430656934306569,0.12931763371017493,265.7477372744095,0.7907147249370101,0.03602685847920062,0.4987864077669903
btc_15m_sniper_proxy,g_mp_imbalance_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,2054,0.5428432327166505,0.12207235952173426,250.73662645764216,0.7834694507485694,0.035804397765194174,0.49854368932038834
sol_5m_momo_v7_proxy,g_mp_skew_extreme_against,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,6164,0.5386112913692408,-4.212152390802627,-25963.707336907395,0.7657197285773769,0.060058825252152614,0.43062735783149364
eth_5m_s6_hybrid_v1_proxy,g_mp_skew_strong_with,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,171,0.43859649122807015,-7.318564424306422,-1251.4745165563982,0.7521924592250562,0.036392634478758845,0.47107438016528924
eth_15m_off60_120_proxy,g_mp_skew_extreme_against,177,0.4915254237288136,0.18184583602727075,32.186712976826925,65,0.49230769230769234,0.8949916732598375,58.17445876188944,0.7131458372325667,0.0007822685788787531,0.3672316384180791
eth_15m_off60_120_proxy,g_mp_imbalance_extreme,177,0.4915254237288136,0.18184583602727075,32.186712976826925,89,0.5056179775280899,0.7090575391173035,63.106120981440014,0.5272117030900327,0.01409255379927632,0.5028248587570622
eth_15m_off60_120_proxy,g_mp_imbalance_with,177,0.4915254237288136,0.18184583602727075,32.186712976826925,89,0.5056179775280899,0.7090575391173035,63.106120981440014,0.5272117030900327,0.01409255379927632,0.5028248587570622
eth_15m_off60_120_proxy,g_mp_skew_with,177,0.4915254237288136,0.18184583602727075,32.186712976826925,89,0.5056179775280899,0.7090575391173035,63.106120981440014,0.5272117030900327,0.01409255379927632,0.5028248587570622
eth_15m_off60_120_proxy,g_mp_both_favor_bet,177,0.4915254237288136,0.18184583602727075,32.186712976826925,89,0.5056179775280899,0.7090575391173035,63.106120981440014,0.5272117030900327,0.01409255379927632,0.5028248587570622
eth_5m_momo_v7_proxy,g_mp_change_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,1646,0.517010935601458,-3.433501331972304,-5651.543192426412,0.47591503772778987,0.03080281437498711,0.09743104060613235
btc_5m_s15_hybrid_v1_proxy,g_mp_skew_strong_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,391,0.46035805626598464,-3.457564208529337,-1351.9076055349708,0.38380770456294977,0.005169377020701638,0.46108490566037735
btc_5m_s15_hybrid_v1_proxy,g_mp_imbalance_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,415,0.4602409638554217,-3.4712909919526234,-1440.5857616603387,0.3700809211396634,0.00505228461013868,0.4893867924528302
btc_5m_s15_hybrid_v1_proxy,g_mp_both_favor_bet,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,415,0.4602409638554217,-3.4712909919526234,-1440.5857616603387,0.3700809211396634,0.00505228461013868,0.4893867924528302
btc_5m_s15_hybrid_v1_proxy,g_mp_skew_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,415,0.4602409638554217,-3.4712909919526234,-1440.5857616603387,0.3700809211396634,0.00505228461013868,0.4893867924528302
btc_5m_s15_hybrid_v1_proxy,g_mp_imbalance_extreme,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,415,0.4602409638554217,-3.4712909919526234,-1440.5857616603387,0.3700809211396634,0.00505228461013868,0.4893867924528302
eth_5m_s6_hybrid_v1_proxy,g_mp_no_extreme,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,56,0.375,-7.705241183819808,-431.49350629390926,0.3655156997116702,-0.027203856749311306,0.15426997245179064
eth_5m_momo_v7_proxy,g_mp_both_favor_bet,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8424,0.5062915479582146,-3.5569903945491257,-29964.087083681836,0.3524259751509682,0.02008342673174368,0.49863856990647565
eth_5m_momo_v7_proxy,g_mp_imbalance_extreme,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8435,0.5062240663900415,-3.558061216624708,-30012.246362229413,0.351355153075386,0.020015945163570525,0.49928968864685686
eth_5m_momo_v7_proxy,g_mp_imbalance_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8438,0.5061625977719839,-3.561949953169462,-30055.73370484392,0.34746641653063204,0.019954476545512967,0.49946726648514267
eth_5m_momo_v7_proxy,g_mp_skew_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8440,0.5061611374407583,-3.563175104984745,-30073.197886071248,0.3462412647153488,0.019953016214287356,0.4995856517106665
eth_5m_momo_v7_proxy,g_mp_skew_strong_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,7983,0.5073280721533259,-3.5795653856929643,-28575.670473986935,0.32985098400712953,0.021119950926854925,0.4725346276784657
eth_5m_momo_v7_proxy,g_mp_no_extreme,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,2358,0.4762510602205259,-3.5804867741921527,-8442.787813545096,0.3289295955079412,-0.009957061005945067,0.1395761808926246
btc_5m_momo_v7_proxy,g_mp_both_favor_bet,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6826,0.5090829182537358,-2.3675625121222006,-16160.981707746141,0.32390025060226835,0.014385838492003922,0.4958593636495714
btc_5m_momo_v7_proxy,g_mp_imbalance_extreme,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6833,0.509146787648178,-2.3720108192488434,-16207.949927927348,0.31945194347562555,0.014449707886446173,0.4963678628505012
btc_5m_momo_v7_proxy,g_mp_skew_with,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6842,0.5087693656825489,-2.376009389716984,-16256.656244443602,0.3154533730074851,0.014072285920817107,0.497021647537411
btc_5m_momo_v7_proxy,g_mp_imbalance_with,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6839,0.5088463225617781,-2.386060440144194,-16318.267350146143,0.3054023225802749,0.014149242800046258,0.4968037193084411
btc_5m_momo_v7_proxy,g_mp_skew_strong_with,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6533,0.5097198836675341,-2.416731947905365,-15788.509815665748,0.2747308148191041,0.01502280390580224,0.47457503995350864
btc_15m_sniper_proxy,g_mp_no_extreme,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,624,0.5016025641025641,-0.48556131327966856,-302.9902594865132,0.17583577794716665,-0.0054362708488922,0.15145631067961166
btc_15m_sniper_proxy,g_mp_change_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,405,0.5012345679012346,-0.5561580167468212,-225.2439967824626,0.10523907448001402,-0.005804267050221745,0.0983009708737864
all_bet_dn,g_mp_change_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,17647,0.5247350824502748,-2.314284285857879,-40840.17479253399,0.09281503182938255,0.021112721532085876,0.06607111433930758
all_bet_up,g_mp_skew_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,133337,0.49527138003704896,-2.655135446222244,-354027.7949929354,0.07525626798195839,-0.0015404704383636947,0.49952795905981434
all_bet_up,g_mp_imbalance_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,133313,0.4952555264677863,-2.656156539984534,-354100.1968149582,0.0742351742196683,-0.0015563240076263418,0.49943804649977896
all_bet_up,g_mp_both_favor_bet,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,133184,0.49520963479096586,-2.658369932499543,-354052.3410900191,0.07202178170465956,-0.001602215684446795,0.49895476648958886
all_bet_up,g_mp_imbalance_extreme,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,133274,0.4951828563710851,-2.659927802595555,-354499.21796312,0.0704639116086474,-0.0016289941043275413,0.4992919385897215
all_bet_dn,g_mp_skew_extreme_against,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,116109,0.5072302750002153,-2.354352502386158,-273361.5146995544,0.05274681530110348,0.003607914082026431,0.43471700656330614
all_5m_momo_proxy,g_mp_no_extreme,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,282,0.35815602836879434,-8.008651400896555,-2258.4396950528285,0.02836659992971846,-0.05871028691630387,0.1351221849544801
all_bet_up,g_mp_skew_strong_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,126476,0.49498719124576995,-2.709787233304653,-342723.05011943926,0.020604480899549582,-0.0018246592296427,0.4738242059597042
all_bet_dn,g_mp_skew_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,133257,0.501947364866386,-2.515217358973902,-335170.31960478524,-0.10811804128664049,-0.0016749960518028795,0.49891984379855553
all_bet_dn,g_mp_both_favor_bet,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,133083,0.5019724532810351,-2.5161802598648837,-334860.8175235983,-0.10908094217762221,-0.0016499076371537802,0.49826838043962546
all_bet_dn,g_mp_imbalance_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,133228,0.5019440357882727,-2.5164972669137597,-335267.89787638636,-0.10939794922649826,-0.0016783251299161694,0.4988112665720672
all_bet_dn,g_mp_imbalance_extreme,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,133187,0.5019408801159272,-2.51683566711321,-335209.7919958071,-0.10973634942594845,-0.0016814808022617145,0.4986577608380664
btc_15m_sniper_proxy,g_mp_weighted_skew_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,2002,0.36563436563436563,-0.7830644118383203,-1567.6949525003172,-0.12166732061148511,-0.14140446931709066,0.48592233009708735
btc_15m_sniper_proxy,g_mp_weighted_strong_with,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,1935,0.35917312661498707,-0.8195609693217628,-1585.850475637611,-0.1581638780949276,-0.14786570833646923,0.4696601941747573
all_bet_dn,g_mp_skew_strong_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,126353,0.5015630812089938,-2.594107454477543,-327773.259195601,-0.1870081367902814,-0.002059279709195061,0.4730709758097427
all_bet_up,g_mp_skew_extreme_against,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,115690,0.4991010458985219,-2.98301395457749,-345104.8844050698,-0.2526222403732876,0.002289195423109236,0.4334160029371436
sol_5m_s6_proxy,g_mp_skew_strong_with,250,0.436,-8.438683368425318,-2109.6708421063295,124,0.43548387096774194,-8.775949159571837,-1088.2176957869078,-0.33726579114651933,-0.0005161290322580614,0.496
eth_5m_momo_v7_proxy,g_mp_skew_extreme_against,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,7257,0.4635524321344908,-4.378003947148115,-31771.174644453873,-0.46858757744802126,-0.022655689091980125,0.4295607908133065
btc_5m_momo_v7_proxy,g_mp_skew_extreme_against,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6100,0.4798360655737705,-3.1988932377616113,-19513.24875034583,-0.5074304750371423,-0.014861014187961319,0.44312073223884935
sol_5m_s6_proxy,g_mp_skew_with,250,0.436,-8.438683368425318,-2109.6708421063295,128,0.4296875,-8.975225051591211,-1148.828806603675,-0.5365416831658933,-0.006312499999999999,0.512
sol_5m_s6_proxy,g_mp_imbalance_with,250,0.436,-8.438683368425318,-2109.6708421063295,128,0.4296875,-8.975225051591211,-1148.828806603675,-0.5365416831658933,-0.006312499999999999,0.512
sol_5m_s6_proxy,g_mp_imbalance_extreme,250,0.436,-8.438683368425318,-2109.6708421063295,128,0.4296875,-8.975225051591211,-1148.828806603675,-0.5365416831658933,-0.006312499999999999,0.512
btc_5m_s15_hybrid_v1_proxy,g_mp_skew_extreme_against,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,380,0.45263157894736844,-4.4975213336557465,-1709.0581067891835,-0.6561494205634597,-0.0025571002979145607,0.4481132075471698
eth_15m_momo_extreme_proxy,g_mp_skew_extreme_against,118,0.6694915254237288,10.113794738632558,1193.427779158642,51,0.6274509803921569,9.383385054228194,478.55263776563794,-0.7304096844043642,-0.04204054503157195,0.4322033898305085
sol_5m_s6_proxy,g_mp_both_favor_bet,250,0.436,-8.438683368425318,-2109.6708421063295,127,0.4251968503937008,-9.186554177587421,-1166.6923805536026,-0.7478708091621034,-0.01080314960629919,0.508
sol_5m_momo_v7_proxy,g_mp_skew_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7201,0.429384807665602,-5.729938894341893,-41261.28997815597,-0.7520667749618886,-0.049167658451486185,0.5030739136509711
sol_5m_momo_v7_proxy,g_mp_imbalance_extreme,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7198,0.42928591275354266,-5.731757063883881,-41257.18734583618,-0.7538849445038771,-0.04926655336354552,0.502864328629314
sol_5m_momo_v7_proxy,g_mp_imbalance_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7200,0.42930555555555555,-5.733173116193668,-41278.84643659441,-0.7553009968136637,-0.04924691056153263,0.5030040519770854
sol_5m_momo_v7_proxy,g_mp_both_favor_bet,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7193,0.4291672459335465,-5.743861162930552,-41315.59334495946,-0.7659890435505474,-0.04938522018354169,0.5025150202598855
sol_5m_momo_v7_proxy,g_mp_skew_strong_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,6834,0.42844600526777876,-5.80357408125519,-39661.62527129797,-0.8257019618751862,-0.05010646084930942,0.47743467933491684
all_5m_momo_proxy,g_mp_skew_with,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1041,0.3928914505283381,-8.866120150780239,-9229.631076962229,-0.8291021499539646,-0.023974864756760084,0.49880210828941063
all_5m_momo_proxy,g_mp_imbalance_with,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1041,0.3928914505283381,-8.866120150780239,-9229.631076962229,-0.8291021499539646,-0.023974864756760084,0.49880210828941063
all_5m_momo_proxy,g_mp_imbalance_extreme,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1041,0.3928914505283381,-8.866120150780239,-9229.631076962229,-0.8291021499539646,-0.023974864756760084,0.49880210828941063
all_5m_momo_proxy,g_mp_both_favor_bet,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1040,0.3923076923076923,-8.891821779723225,-9247.494650912155,-0.8548037788969509,-0.02455862297740591,0.49832295160517487
all_5m_momo_proxy,g_mp_skew_strong_with,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1000,0.396,-8.919643515974615,-8919.643515974614,-0.8826255151483409,-0.02086631528509819,0.4791566842357451
eth_15m_momo_v2_anywhere_proxy,g_mp_skew_extreme_against,662,0.5105740181268882,1.4250770709134528,943.4010209447057,286,0.5454545454545454,0.5313916226347606,151.9780040735415,-0.8936854482786922,0.03488052732765723,0.43202416918429004
btc_15m_sniper_proxy,g_mp_skew_extreme_against,4120,0.5070388349514563,-0.6613970912268352,-2724.956015854561,1747,0.4670864338866629,-1.6347404036552717,-2855.89148518576,-0.9733433124284365,-0.03995240106479342,0.42402912621359223
eth_5m_s6_hybrid_v1_proxy,g_mp_skew_extreme_against,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,158,0.37341772151898733,-9.135971873222578,-1443.4835559691674,-1.0652149896910998,-0.028786135230323973,0.43526170798898073
btc_5m_s15_hybrid_v1_proxy,g_mp_weighted_skew_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,412,0.3058252427184466,-4.951178166444069,-2039.8854045749563,-1.109806253351782,-0.14936343652683642,0.4858490566037736
btc_5m_s15_hybrid_v1_proxy,g_mp_weighted_strong_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,402,0.29850746268656714,-5.307197384987586,-2133.4933487650096,-1.4658254718952994,-0.15668121655871586,0.4740566037735849
btc_5m_s6_hybrid_v1_proxy,g_mp_weighted_strong_with,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,176,0.2556818181818182,-6.538196968358219,-1150.7226664310465,-1.4764791055028654,-0.1564060939060939,0.4835164835164835
all_bet_dn,g_mp_weighted_skew_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,130881,0.3223920966374034,-3.909682967025918,-511703.2164073192,-1.5025836493386566,-0.18123026428078548,0.4900239993110962
all_bet_up,g_mp_weighted_skew_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,135791,0.32220102952331153,-4.248185614256624,-576865.3727455211,-1.5177939000524212,-0.17461082095210112,0.5087215183234305
all_bet_dn,g_mp_weighted_strong_with,267091,0.5036223609181889,-2.4070993176872615,-642914.5638604084,127090,0.3171138563222913,-3.9936014453078736,-507546.80768417765,-1.5865021276206122,-0.18650850459589763,0.4758303349794639
all_bet_up,g_mp_weighted_strong_with,266926,0.49681185047541265,-2.7303917142042025,-728812.538705671,131983,0.31705598448285005,-4.328039102724024,-571227.5848948249,-1.597647388519822,-0.1797558659925626,0.49445539213115247
btc_5m_s6_hybrid_v1_proxy,g_mp_weighted_skew_with,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,178,0.25280898876404495,-6.745632957477789,-1200.7226664310465,-1.683915094622436,-0.15927892332386712,0.489010989010989
btc_5m_momo_v7_proxy,g_mp_weighted_skew_with,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6698,0.3150194087787399,-4.387340323150024,-29386.40548445886,-1.6958775604255552,-0.17967767098299192,0.4865610925468546
