sleeve,gate,n_base,wr_base,dpt_base,sum_base,n_gate,wr_gate,dpt_gate,sum_gate,dpt_lift,wr_lift,gate_keep_pct
btc_5m_momo_v7_proxy,g_mp_weighted_strong_with,13766,0.49469707976173183,-2.691462762724469,-37050.67639166504,6480,0.308179012345679,-4.567248318494214,-29595.76910384251,-1.8757855557697454,-0.1865180674160528,0.47072497457504
eth_15m_off60_120_proxy,g_mp_no_extreme,177,0.4915254237288136,0.18184583602727075,32.186712976826925,48,0.4791666666666667,-1.8115088644519115,-86.95242549369175,-1.9933547004791823,-0.012358757062146897,0.2711864406779661
btc_15m_s7_off_late_proxy,g_mp_skew_extreme_against,2170,0.5009216589861751,-2.9809213430444714,-6468.599314406503,944,0.4841101694915254,-4.988945723481156,-4709.564762966212,-2.0080243804366846,-0.016811489494649723,0.43502304147465437
eth_5m_momo_v7_proxy,g_mp_weighted_skew_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8357,0.31686011726696184,-5.992756123837557,-50081.46292691046,-2.083339754137463,-0.1693480039595091,0.4946726648514265
eth_5m_momo_v7_proxy,g_mp_weighted_strong_with,16894,0.48620812122647095,-3.909416369700094,-66045.68014971339,8165,0.31034905082669934,-6.178813595084242,-50450.01300386284,-2.2693972253841483,-0.1758590703997716,0.4833076832011365
btc_5m_s6_hybrid_v1_proxy,g_mp_both_favor_bet,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,170,0.36470588235294116,-7.495386452806981,-1274.2156969771868,-2.433668589951628,-0.04738202973497091,0.46703296703296704
btc_5m_s6_hybrid_v1_proxy,g_mp_skew_with,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,170,0.36470588235294116,-7.495386452806981,-1274.2156969771868,-2.433668589951628,-0.04738202973497091,0.46703296703296704
btc_5m_s6_hybrid_v1_proxy,g_mp_imbalance_extreme,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,170,0.36470588235294116,-7.495386452806981,-1274.2156969771868,-2.433668589951628,-0.04738202973497091,0.46703296703296704
btc_5m_s6_hybrid_v1_proxy,g_mp_imbalance_with,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,170,0.36470588235294116,-7.495386452806981,-1274.2156969771868,-2.433668589951628,-0.04738202973497091,0.46703296703296704
btc_5m_s6_hybrid_v1_proxy,g_mp_skew_strong_with,364,0.41208791208791207,-5.061717862855353,-1842.4653020793485,163,0.3619631901840491,-7.678795523547117,-1251.64367033818,-2.6170776606917636,-0.05012472190386297,0.4478021978021978
sol_5m_momo_v7_proxy,g_mp_weighted_skew_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7259,0.2646370023419204,-7.982656440149525,-57946.1030990454,-3.004784320769521,-0.2139154637751678,0.5071258907363421
sol_5m_momo_v7_proxy,g_mp_weighted_strong_with,14314,0.4785524661170882,-4.977872119380004,-71253.26151680537,7132,0.2606561974200785,-8.051390355757068,-57422.516017259404,-3.0735182363770637,-0.21789626869700968,0.4982534581528573
eth_5m_s6_hybrid_v1_proxy,g_mp_weighted_skew_with,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,189,0.26455026455026454,-11.404312674650996,-2155.415095509038,-3.333555791119517,-0.13765359219904677,0.5206611570247934
eth_5m_s6_hybrid_v1_proxy,g_mp_weighted_strong_with,363,0.4022038567493113,-8.070756883531478,-2929.6847487219266,185,0.2594594594594595,-11.503871615061843,-2128.216248786441,-3.433114731530365,-0.14274439728985183,0.509641873278237
btc_15m_s7_off_late_proxy,g_mp_weighted_skew_with,2170,0.5009216589861751,-2.9809213430444714,-6468.599314406503,1095,0.25388127853881276,-6.841328607945379,-7491.25482570019,-3.860407264900908,-0.24704038044736237,0.5046082949308756
btc_15m_s7_off_late_proxy,g_mp_weighted_strong_with,2170,0.5009216589861751,-2.9809213430444714,-6468.599314406503,1081,0.24976873265494912,-6.985087029659863,-7550.879079062312,-4.004165686615392,-0.251152926331226,0.4981566820276498
all_5m_momo_proxy,g_mp_weighted_skew_with,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1070,0.22242990654205608,-12.115695131072936,-12963.79379024804,-4.078677130246662,-0.19443640874304213,0.5126976521322473
all_5m_momo_proxy,g_mp_weighted_strong_with,2087,0.4168663152850982,-8.037018000826274,-16773.256567724435,1056,0.2196969696969697,-12.181558950451,-12863.726251676257,-4.1445409496247265,-0.19716934558812851,0.5059894585529469
btc_5m_s15_hybrid_v1_proxy,g_mp_change_with,848,0.455188679245283,-3.8413719130922868,-3257.483382302259,43,0.37209302325581395,-8.32342821894452,-357.9074134146143,-4.4820563058522325,-0.08309565598946905,0.05070754716981132
eth_15m_momo_v2_anywhere_proxy,g_mp_change_with,662,0.5105740181268882,1.4250770709134528,943.4010209447057,32,0.5,-3.1761755213908103,-101.63761668450593,-4.601252592304263,-0.010574018126888185,0.04833836858006042
eth_15m_momo_v2_anywhere_proxy,g_mp_no_extreme,662,0.5105740181268882,1.4250770709134528,943.4010209447057,96,0.4479166666666667,-3.3561635862663004,-322.19170428156485,-4.781240657179753,-0.0626573514602215,0.14501510574018128
sol_5m_s6_proxy,g_mp_weighted_strong_with,250,0.436,-8.438683368425318,-2109.6708421063295,118,0.19491525423728814,-13.86281651788599,-1635.8123491105468,-5.424133149460673,-0.24108474576271186,0.472
sol_5m_s6_proxy,g_mp_weighted_skew_with,250,0.436,-8.438683368425318,-2109.6708421063295,119,0.19327731092436976,-13.956406295046612,-1660.8123491105468,-5.517722926621294,-0.24272268907563024,0.476
sol_5m_s6_proxy,g_mp_no_extreme,250,0.436,-8.438683368425318,-2109.6708421063295,42,0.2619047619047619,-15.32102344789278,-643.4829848114967,-6.882340079467461,-0.17409523809523808,0.168
