sleeve,gate,n_base,wr_base,dpt_base,sum_base,n_gate,wr_gate,dpt_gate,sum_gate,dpt_lift,wr_lift,keep_pct,n_train,wr_train,dpt_train,sum_train,n_val,wr_val,dpt_val,sum_val,n_lockbox,wr_lockbox,dpt_lockbox,sum_lockbox,n_base_lockbox,wr_base_lockbox,dpt_base_lockbox,sum_base_lockbox
btc_5m_s6_hybrid_v1,g_mp_skew_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1978,0.6865520728008089,0.5494395048293049,1086.7913405523652,0.48571661076881967,0.014212796733818034,0.5343057806591032,1336,0.687874251497006,0.3724046914804696,497.5326678179074,18,0.7222222222222222,2.43273526304698,43.789234734845635,624,0.6826923076923077,0.8741497403839933,545.4694379996118,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_skew_strong_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1893,0.6909667194928685,0.5726749034926898,1084.0735923116617,0.5089520094322045,0.018627443425877632,0.5113452188006483,1279,0.6927286942924159,0.3951694261109634,505.42169599592216,17,0.7058823529411765,1.075837394587216,18.28923570798267,597,0.6867671691792295,0.93863092229105,560.3626606077569,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_change_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,146,0.6027397260273972,-2.9836154214428534,-435.6078515306566,-3.0473383155033384,-0.06959955003959362,0.03943814154511075,103,0.5631067961165048,-3.7655729510287483,-387.8540139559611,6,1.0,9.867945283489892,59.20767170093935,37,0.6486486486486487,-2.8908516020441866,-106.96150927563491,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_both_favor_bet,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1976,0.687246963562753,0.5752992614131401,1136.791340552365,0.5115763673526549,0.014907687495762212,0.5337655321447866,1336,0.687874251497006,0.3724046914804696,497.5326678179074,17,0.7647058823529411,4.046425572637978,68.78923473484562,623,0.6837881219903692,0.9156812808982532,570.4694379996117,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_skew_extreme_against,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1455,0.6536082474226804,-0.8566287721495006,-1246.3948634775234,-0.9203516662099859,-0.01873102864431042,0.39303079416531606,978,0.6339468302658486,-1.2133999395676112,-1186.7051408971238,13,0.15384615384615385,-20.61258557699671,-267.96361250095725,464,0.709051724137931,0.4488661420701678,208.27388992055785,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_no_extreme,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,517,0.6653771760154739,2.0070619173529507,1037.6510112714755,1.9433390232924654,-0.006962100051516984,0.1396542409508374,352,0.6477272727272727,1.3074604428623429,460.22607588754465,7,1.0,17.796378886305828,124.57465220414079,158,0.689873417721519,2.8661410327834806,452.8502831797899,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_weighted_skew_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1037,0.579556412729026,1.2322683920120339,1277.862322516479,1.1685454979515486,-0.09278286333796482,0.2801188546731497,729,0.5816186556927297,0.39768991708355106,289.9159495539087,8,0.75,10.299000117132676,82.39200093706141,300,0.57,3.0185145734183636,905.5543720255091,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_weighted_strong_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,961,0.5733610822060354,1.118561756587264,1074.9378480803607,1.0548388625267788,-0.09897819386095541,0.2595894111291194,672,0.5699404761904762,0.033000573671407754,22.176385507186012,8,0.75,10.299000117132676,82.39200093706141,281,0.5765124555160143,3.453272105466597,970.3694616361137,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_imbalance_with,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1978,0.6865520728008089,0.5494395048293049,1086.7913405523652,0.48571661076881967,0.014212796733818034,0.5343057806591032,1336,0.687874251497006,0.3724046914804696,497.5326678179074,18,0.7222222222222222,2.43273526304698,43.789234734845635,624,0.6826923076923077,0.8741497403839933,545.4694379996118,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
btc_5m_s6_hybrid_v1,g_mp_imbalance_extreme,3702,0.6723392760669908,0.06372289406048524,235.90215381191638,1978,0.6865520728008089,0.5494395048293049,1086.7913405523652,0.48571661076881967,0.014212796733818034,0.5343057806591032,1336,0.687874251497006,0.3724046914804696,497.5326678179074,18,0.7222222222222222,2.43273526304698,43.789234734845635,624,0.6826923076923077,0.8741497403839933,545.4694379996118,1176,0.6955782312925171,0.8643688276739359,1016.4977413445486
eth_5m_s6_hybrid_v1,g_mp_skew_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,4417,0.6726284808693683,-0.3521194641623472,-1555.3116732050876,0.2446087771407598,0.010873114427097264,0.561031373047123,2923,0.6613068764967499,-0.6772854358467056,-1979.7053289799205,53,0.7547169811320755,1.1511902632876538,61.01308395424566,1441,0.6925746009715475,0.2521724995285128,363.3805718205869,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_skew_strong_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,4205,0.6777645659928656,-0.2254161084032014,-947.8747358354618,0.3713121328999056,0.016009199550594544,0.5341038994030229,2787,0.6659490491567994,-0.5607221230426749,-1562.732556919935,51,0.7450980392156863,0.7745595479300413,39.50253694443211,1367,0.6993416239941478,0.4208890154645509,575.355284140041,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_change_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,726,0.6942148760330579,0.12882557879138234,93.52737020254358,0.7255538200944893,0.032459509590786806,0.09221389559253143,529,0.6635160680529301,-1.093229111934837,-578.3182002135287,9,0.8888888888888888,9.563381680267549,86.07043512240794,188,0.7712765957446809,3.115825187732257,585.7751352936643,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_both_favor_bet,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,4410,0.6730158730158731,-0.3461737234176847,-1526.6261202719895,0.25055451788542227,0.011260506573602003,0.5601422583513274,2919,0.6622130866735183,-0.6439552343199452,-1879.70532897992,53,0.7547169811320755,1.1511902632876538,61.01308395424566,1438,0.691933240611961,0.20310578911939162,292.06612475368513,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_skew_extreme_against,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,2882,0.6585704371963914,-0.7291283128984278,-2101.347797773269,-0.13240007159532086,-0.003184929245879653,0.3660612218976248,1921,0.6434148880791255,-1.1750117952956356,-2257.197658762916,20,0.65,6.0149589380966475,120.29917876193295,941,0.6896918172157279,0.037779683557613075,35.55068222771391,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_no_extreme,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,1162,0.6041308089500861,-1.5757422727528636,-1831.0125209388275,-0.9790140314497566,-0.05762455749218498,0.14759303950209576,741,0.5924426450742241,-1.8072951798460217,-1339.205728265902,16,0.5625,-6.413251187827324,-102.61201900523719,405,0.6271604938271605,-0.9609747497967606,-389.194773667688,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_weighted_skew_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,2648,0.5358761329305136,-0.9651453505080192,-2555.7048881452347,-0.3684171092049122,-0.12587923351175745,0.33633938778102374,1764,0.5204081632653061,-1.3868547459167384,-2446.4117717971267,27,0.7407407407407407,7.773945872461182,209.8965385564519,857,0.5612602100350058,-0.37245000572293974,-319.18965490455935,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_weighted_strong_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,2503,0.5309628445864962,-0.9926156327051421,-2484.5169286609707,-0.3958873914020351,-0.13079252185577483,0.3179220119395402,1686,0.5130486358244365,-1.5232789779692364,-2568.2483568561324,25,0.76,9.272612371470487,231.81530928676216,792,0.5618686868686869,-0.18697459733787894,-148.08388109160012,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_imbalance_with,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,4417,0.6726284808693683,-0.3521194641623472,-1555.3116732050876,0.2446087771407598,0.010873114427097264,0.561031373047123,2923,0.6613068764967499,-0.6772854358467056,-1979.7053289799205,53,0.7547169811320755,1.1511902632876538,61.01308395424566,1441,0.6925746009715475,0.2521724995285128,363.3805718205869,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
eth_5m_s6_hybrid_v1,g_mp_imbalance_extreme,7873,0.6617553664422711,-0.596728241303107,-4698.0414437793615,4413,0.6727849535463404,-0.3548892181454663,-1566.1261196759428,0.24183902315764066,0.011029587104069316,0.5605233075066683,2921,0.6617596713454297,-0.6606317456281823,-1929.7053289799205,53,0.7547169811320755,1.1511902632876538,61.01308395424566,1439,0.6921473245309242,0.21026137967319783,302.5661253497317,2579,0.6843737882900349,-0.005663024197029746,-14.604939404139714
btc_5m_s15_hybrid_v1,g_mp_skew_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,2110,0.6767772511848341,0.2023882742842518,427.0392587397713,0.3353357445508397,0.012402410339405034,0.5373058314234784,1424,0.6811797752808989,0.17175603203623363,244.58058961959668,19,0.6842105263157895,0.9889070913076657,18.78923473484565,667,0.6671664167916042,0.24538146084756954,163.66943438532888,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_skew_strong_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,2017,0.6812097174020822,0.23972888198323078,483.5331549601765,0.3726763522498187,0.016834876556653167,0.5136236312706901,1361,0.6855253490080823,0.19227131686900806,261.68126225872,18,0.6666666666666666,-0.37282023844540646,-6.710764292017316,638,0.6724137931034483,0.35824867867315624,228.5626569934737,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_change_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,165,0.5878787878787879,-3.530154657595059,-582.4755185031847,-3.397207187328471,-0.07649605296664119,0.04201680672268908,117,0.5641025641025641,-3.7176850892099966,-434.9691554375696,6,1.0,9.867945283489892,59.20767170093935,42,0.5952380952380952,-4.921762732537011,-206.71403476655445,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_both_favor_bet,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,2108,0.6774193548387096,0.22629945860520453,477.0392587397712,0.35924692887179244,0.013044513993280549,0.5367965367965368,1424,0.6811797752808989,0.17175603203623363,244.58058961959668,18,0.7222222222222222,2.43273526304698,43.789234734845635,666,0.6681681681681682,0.28328743901701026,188.66943438532883,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_skew_extreme_against,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,1529,0.6507521255722695,-0.7496279520367212,-1146.1811386641466,-0.6166804817701332,-0.013622715273159614,0.38935574229691877,1019,0.6290480863591756,-1.3070654665189863,-1331.899710382847,13,0.15384615384615385,-20.61258557699671,-267.96361250095725,497,0.7082494969818913,0.9128414169409608,453.68218421965753,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_no_extreme,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,551,0.6460980036297641,1.255818090054803,691.9557676201965,1.3887655603213909,-0.018276837215664976,0.14031066972243442,371,0.6442048517520216,1.1886566459614076,440.9916156516822,9,0.7777777777777778,8.286072467126754,74.57465220414079,171,0.6432748538011696,1.0315175424817173,176.38949976437365,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_weighted_skew_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,1110,0.5747747747747748,1.0238419390407507,1136.4645523352333,1.1567894093073385,-0.0896000660706543,0.2826585179526356,758,0.5804749340369393,0.4207249422343934,318.90950621367017,8,0.75,10.299000117132676,82.39200093706141,344,0.5581395348837209,2.137101875536341,735.1630451845014,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_weighted_strong_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,1029,0.5665694849368319,0.8120394631952532,835.5886076279155,0.9449869334618411,-0.09780535590859718,0.2620320855614973,698,0.5673352435530086,-0.05055544573326414,-35.28770112181837,8,0.75,10.299000117132676,82.39200093706141,323,0.5603715170278638,2.4411278879649303,788.4843078126725,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_imbalance_with,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,2110,0.6767772511848341,0.2023882742842518,427.0392587397713,0.3353357445508397,0.012402410339405034,0.5373058314234784,1424,0.6811797752808989,0.17175603203623363,244.58058961959668,19,0.6842105263157895,0.9889070913076657,18.78923473484565,667,0.6671664167916042,0.24538146084756954,163.66943438532888,1259,0.6838760921366164,0.5986062340063137,753.645248613949
btc_5m_s15_hybrid_v1,g_mp_imbalance_extreme,3927,0.6643748408454291,-0.13294747026658793,-522.0847157368908,2110,0.6767772511848341,0.2023882742842518,427.0392587397713,0.3353357445508397,0.012402410339405034,0.5373058314234784,1424,0.6811797752808989,0.17175603203623363,244.58058961959668,19,0.6842105263157895,0.9889070913076657,18.78923473484565,667,0.6671664167916042,0.24538146084756954,163.66943438532888,1259,0.6838760921366164,0.5986062340063137,753.645248613949
eth_15m_off60_120,g_mp_skew_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,661,0.6066565809379728,-0.38914501082345765,-257.2248521543055,-0.06278717329139583,0.000702115088585753,0.5788091068301225,422,0.590047393364929,-1.0464717983945517,-441.6110989225008,7,0.8571428571428571,8.552359835129716,59.86651884590801,232,0.6293103448275862,0.536722965182273,124.51972792228734,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_skew_strong_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,638,0.6050156739811913,-0.5302488307168904,-338.2987539973761,-0.20389099318482862,-0.0009387918681957874,0.5586690017513135,409,0.5941320293398533,-1.0298537718758127,-421.21019269720745,6,1.0,14.144419807651337,84.86651884590802,223,0.6143497757847534,-0.008767175542943838,-1.955080146076476,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_change_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,61,0.5573770491803278,-2.4436758749618,-149.06422837266982,-2.1173180374297385,-0.04857741666905924,0.053415061295971976,44,0.5909090909090909,-0.753951246958593,-33.17385486617809,0,,,0.0,17,0.47058823529411764,-6.817080794499514,-115.89037350649174,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_both_favor_bet,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,661,0.6066565809379728,-0.38914501082345765,-257.2248521543055,-0.06278717329139583,0.000702115088585753,0.5788091068301225,422,0.590047393364929,-1.0464717983945517,-441.6110989225008,7,0.8571428571428571,8.552359835129716,59.86651884590801,232,0.6293103448275862,0.536722965182273,124.51972792228734,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_skew_extreme_against,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,406,0.6009852216748769,-0.40079882843064996,-162.7243243428439,-0.07444099089858813,-0.004969244174510168,0.3555166374781086,263,0.6311787072243346,0.9575557236415182,251.8371553177193,4,0.0,-25.0,-100.0,139,0.5611510791366906,-2.2630322277738366,-314.5614796605633,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_no_extreme,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,149,0.5369127516778524,-3.011086887655068,-448.6519462606051,-2.684729050123006,-0.06904171417153471,0.13047285464098074,98,0.5,-4.591329977754148,-449.9503378199065,3,0.3333333333333333,-12.644278910587254,-37.93283673176176,48,0.625,0.8173172560638169,39.23122829106321,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_weighted_skew_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,599,0.5909849749582637,0.1258331210803729,75.37403952714337,0.45219095861243475,-0.014969490891123316,0.5245183887915937,387,0.5813953488372093,-0.34566272070484566,-133.77147291277527,7,0.7142857142857143,2.735583864915398,19.149087054407786,205,0.6048780487804878,0.9268118311488324,189.99642538551063,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_weighted_strong_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,570,0.5894736842105263,0.09862248402689797,56.21481589533184,0.4249803215589598,-0.016480781638860798,0.4991243432574431,376,0.5797872340425532,-0.3894312165628172,-146.42613742761927,7,0.7142857142857143,2.735583864915398,19.149087054407786,187,0.6042780748663101,0.9812399265697503,183.4918662685433,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_imbalance_with,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,661,0.6066565809379728,-0.38914501082345765,-257.2248521543055,-0.06278717329139583,0.000702115088585753,0.5788091068301225,422,0.590047393364929,-1.0464717983945517,-441.6110989225008,7,0.8571428571428571,8.552359835129716,59.86651884590801,232,0.6293103448275862,0.536722965182273,124.51972792228734,395,0.6151898734177215,0.05689176504336183,22.472247192127924
eth_15m_off60_120,g_mp_imbalance_extreme,1142,0.6059544658493871,-0.3263578375320618,-372.7006504616146,661,0.6066565809379728,-0.38914501082345765,-257.2248521543055,-0.06278717329139583,0.000702115088585753,0.5788091068301225,422,0.590047393364929,-1.0464717983945517,-441.6110989225008,7,0.8571428571428571,8.552359835129716,59.86651884590801,232,0.6293103448275862,0.536722965182273,124.51972792228734,395,0.6151898734177215,0.05689176504336183,22.472247192127924
btc_15m_s7_off_late,g_mp_skew_with,1085,0.7963133640552995,-0.0072142988999344395,-7.827514306428867,571,0.819614711033275,1.04220326640953,595.0980651198416,1.0494175653094644,0.02330134697797548,0.5262672811059907,372,0.8548387096774194,2.1218339401016317,789.322225717807,8,0.875,0.8702540004462693,6.962032003570155,191,0.7486910994764397,-1.0533308513169406,-201.18619260153565,350,0.7714285714285715,-0.6734320863526224,-235.70123022341784
