entry_time,exit_time,side,entry,exit,qty,stop,tp,reason,bars_held,realized,ret
2024-01-13 06:30:00+00:00,2024-01-13 07:05:00+00:00,-1,92.746086,93.1584276684,260.1077886676334,93.14445599999999,91.79886000000005,STOP,7,-129.01312492217244,-0.012901312492217244
2024-01-18 07:25:00+00:00,2024-01-18 08:25:00+00:00,1,100.43506300000001,101.06,94.95277726014717,99.38043199999998,101.45956800000002,TIME,12,50.729871636397256,0.005139290759719228
2024-01-19 15:15:00+00:00,2024-01-19 15:25:00+00:00,1,92.39385700000001,91.3331619704,96.03495325604987,91.346864,93.6426541883505,STOP,2,-109.80369464197469,-0.011067005584324748
2024-01-24 08:20:00+00:00,2024-01-24 09:20:00+00:00,-1,86.487025,86.63,97.1522711185522,87.50995199999998,84.9484223820031,TIME,12,-21.45876642979103,-0.0021870114743076526
2024-01-29 00:20:00+00:00,2024-01-29 00:25:00+00:00,1,95.41431000000001,95.786072,253.59141003860665,95.013928,95.786072,TP,1,72.45660126668477,0.007400739450154135
2024-01-29 16:25:00+00:00,2024-01-29 16:30:00+00:00,-1,100.49492350000001,101.2861426428,129.61278617980224,101.270952,98.60762000000003,STOP,1,-114.32115035859601,-0.011591015235708184
2024-02-01 04:40:00+00:00,2024-02-01 05:40:00+00:00,1,94.21413000000001,93.95,83.71567363983571,93.035512,95.36448800000001,TIME,12,-29.20034998250216,-0.002995340943831168
2024-02-02 12:20:00+00:00,2024-02-02 13:20:00+00:00,-1,101.924709,101.55,136.49754213949728,102.65205599999999,100.15986000000002,TIME,12,38.64864856782606,0.003976448214044961
2024-02-09 00:40:00+00:00,2024-02-09 01:35:00+00:00,-1,103.3344975,103.798527444,225.3796663695492,103.78295999999999,102.91704,STOP,11,-125.5905213893988,-0.0128704685242242
2024-02-09 09:05:00+00:00,2024-02-09 09:15:00+00:00,-1,106.04409100000001,104.99720000000002,226.58184780171814,106.48512,104.99720000000002,TP,2,215.68834067222772,0.022391852160566533
2024-02-10 04:05:00+00:00,2024-02-10 05:05:00+00:00,-1,109.9934985,110.02,104.91383563461834,110.94868799999999,109.07131200000002,TIME,12,-13.167481023632153,-0.0013370531457203765
2024-02-13 17:15:00+00:00,2024-02-13 18:15:00+00:00,1,109.48642050000001,110.66,75.2714554828949,108.1634,112.57369318921856,TIME,12,80.88020341921418,0.008223738028279396
2024-02-16 07:40:00+00:00,2024-02-16 07:50:00+00:00,1,111.72675650000001,111.43405038480002,382.50866315944535,111.45076800000001,112.35807999999994,STOP,2,-150.3750486837327,-0.015165121524278508
2024-02-19 13:20:00+00:00,2024-02-19 14:05:00+00:00,-1,113.77293150000001,112.50201824762708,88.62878029596598,114.89183999999999,112.50201824762708,TP,9,103.61497865634401,0.010610338388391443
2024-02-19 15:35:00+00:00,2024-02-19 16:35:00+00:00,-1,113.8329225,113.24,88.75909713486585,114.961896,112.73161684092219,TIME,12,43.55761135775361,0.004413539439614852
2024-02-21 01:05:00+00:00,2024-02-21 01:45:00+00:00,1,107.8461745,107.05821085919999,131.16684995321842,107.074272,108.585728,STOP,8,-116.03945771232176,-0.011706204007416022
2024-02-21 04:40:00+00:00,2024-02-21 05:40:00+00:00,1,106.48597050000001,106.25,225.2632045462005,106.035104,107.23453249001027,TIME,12,-74.7201849050551,-0.007627149634050704
2024-02-21 06:55:00+00:00,2024-02-21 07:00:00+00:00,1,105.77586400000001,105.1700061324,169.30713312633495,105.185784,106.95813196972769,STOP,1,-118.64764687802256,-0.012204179423066924
2024-02-22 09:15:00+00:00,2024-02-22 09:25:00+00:00,-1,105.644151,106.4110072572,130.64777849404877,106.39504799999999,104.25601213288675,STOP,2,-112.65510733246963,-0.011730949249787138
2024-02-23 16:15:00+00:00,2024-02-23 16:20:00+00:00,1,99.30489350000002,99.17570541239999,477.92243535687277,99.19058399999999,99.53854000000005,STOP,1,-104.42813448638947,-0.011003341580753738
2024-02-24 10:20:00+00:00,2024-02-24 11:20:00+00:00,-1,102.38464,102.21,194.63660390740827,102.88223999999998,101.19440000000006,TIME,12,16.071613848125427,0.001712267999336739
