stack,depth,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lockbox,wr_lockbox,dpt_lockbox,dd_lockbox,ls_lockbox,sum_lockbox,sharpe_lockbox,n_full,wr_full,dpt_full,sum_full,proj_32d,proj_full,proj_honest,boot_p_lockbox
g_2asset_confluence_against|g_cci_extreme_with|g_tod_eu_open|g_vwap_in_55_80,4,78,0.782051282051282,3.29893867678628,55,0.7636363636363637,2.7898279777238337,72,0.8194444444444444,5.170525284519558,64.49999940395355,2,372.27782048540814,3.0116245010316995,205,0.7902439024390244,3.819685736827068,783.0355760495488,2026.432269508905,774.9679367811594,774.9679367811594,0.003
g_2asset_regime_trending_with|g_mp_no_extreme_50|g_tod_us_evening|g_tr_above_cloud,4,52,0.7692307692307693,12.35902137240134,51,0.7254901960784313,-1.5185526347055536,40,0.875,5.443171370844159,75.0,3,217.72685483376637,2.253525372930031,143,0.7832167832167832,5.475173299501068,782.9497818286527,1185.159846478468,774.883026500721,774.883026500721,0.017
g_R1_full|g_f7_v7_with|g_favorite|g_tod_us_afternoon,4,318,0.8742138364779874,1.725514339720289,63,0.8412698412698413,-0.6482472860863897,56,0.9464285714285714,4.78785880840032,50.0,2,268.1200932704179,3.9159998146761823,437,0.8787185354691075,1.7757301470893072,775.9940742780273,1459.4670410353085,767.9989838157687,767.9989838157687,0.0
g_f7_v7_with|g_mfi_extreme_with|g_tod_us_open|g_vwap_in_45_85,4,229,0.7336244541484717,1.946635844172788,55,0.5454545454545454,-5.084137370364846,75,0.88,7.881386464296203,50.0,2,591.1039848222152,5.014018769780389,359,0.7353760445682451,2.109348294617596,757.256037767717,3217.5760240489244,749.4540058634434,749.4540058634434,0.0
g_2asset_confluence_btc_eth|g_btc_f7_strong_with|g_tod_us_afternoon|g_tr_full_stack_with,4,164,0.8292682926829268,3.21503992251692,45,0.8222222222222222,-0.3309697431399064,42,0.9285714285714286,5.461801207597402,25.509444950168074,1,229.3956507190909,2.495530862858065,251,0.8446215139442231,2.955253225380757,741.7685595705701,1248.676992080918,734.1260956234794,734.1260956234794,0.004
g_cci_extreme_with|g_f7_v7_strong_with|g_favorite|g_tod_eu_open,4,143,0.8881118881118881,3.6989729323022495,43,0.8604651162790697,1.4329433087963126,36,0.8611111111111112,4.161572857937527,56.24738266611927,1,149.81662288575097,1.8360192100927395,222,0.8783783783783784,3.335073488663127,740.3863144832142,815.5018172414377,732.7580918491445,732.7580918491445,0.0375
g_btc_f7_strong_with|g_tod_asia_late|g_tr_stack_full_with,3,195,0.8512820512820513,1.860809728964588,43,0.8604651162790697,2.7526145919207816,49,0.9387755102040816,5.117950195618191,25.0,1,250.7795595852914,2.931472683491813,287,0.867595818815331,2.550522244550452,731.9998841859797,1365.076736009269,724.4580671973969,724.4580671973969,0.0025
g_f7_v7_with|g_tod_asia_late|g_tr_stack_full_with,3,222,0.8648648648648649,1.7235235970560463,53,0.8679245283018868,1.265173559459413,39,0.9743589743589745,7.231378602030318,25.0,1,282.02376547918243,2.627563087192092,314,0.8789808917197452,2.330255422538133,731.7002026769737,1535.1493634250162,724.1614733160595,724.1614733160595,0.0
g_mfi_strong_with|g_ribbon_slope_strong|g_tod_eu_open,3,88,0.6818181818181818,3.130832490869042,54,0.7777777777777778,-0.0994635904909327,48,0.7291666666666666,8.89370967959159,103.28909868420703,4,426.8980646203963,1.6369144573733858,190,0.7210526315789474,3.668633104896641,697.0402899303617,2323.7484650836905,689.8586627007761,689.8586627007761,0.0345
g_btc_trend_30m_with|g_tod_asia_late|g_tr_stack_full_with,3,134,0.7985074626865671,1.4237270604431302,59,0.7966101694915254,-1.0001374907552507,91,0.8791208791208791,6.1115535175725855,109.16952262009102,4,556.1513700991053,3.893835401112159,284,0.823943661971831,2.422262972689877,687.9226842439249,3027.317291239463,680.8349959820177,680.8349959820177,0.0
g_btc_f7_with|g_stoch_extreme_with|g_tod_us_afternoon|g_vwap_in_45_85,4,155,0.7225806451612903,2.606292025860896,19,0.7368421052631579,2.274793321442394,44,0.8409090909090909,4.8385763276034846,50.0,2,212.8973584145533,2.2746455367215934,218,0.7477064220183486,3.027952731790815,660.0936955303977,1158.871287636552,653.2927301825088,653.2927301825088,0.0165
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_vwap_in_55_80,4,90,0.7555555555555555,2.6071556133599683,63,0.7777777777777778,3.717911731071918,36,0.8055555555555556,5.174436629641138,85.43666020894273,2,186.27971866708097,2.0419299671699367,189,0.7724867724867724,3.4664135604603654,655.152162927009,1013.9826019444772,648.4021103392762,648.4021103392762,0.029
g_f7_v7_with|g_favorite|g_tod_eu_open|g_tr_stack_full_with,4,210,0.8666666666666667,2.1975618776540347,57,0.8596491228070176,-0.0331191170837072,40,0.95,4.86066712090559,25.0,1,194.4266848362236,3.209432772986301,307,0.8762214983713354,2.1303807474586307,654.0268894697996,1058.3292544585104,647.2884306085956,647.2884306085956,0.0025
g_2asset_regime_trending_with|g_hurst_reverting|g_mp_wt_no_extreme_100|g_tr_above_cloud,4,140,0.7285714285714285,4.293315350708813,75,0.6133333333333333,-4.915565669245329,74,0.8108108108108109,5.428070089653031,176.07085445406878,5,401.6771866343242,2.665925524021237,289,0.7197231833910035,2.194027372111273,634.0739105401581,2186.4628192461714,627.5410278255018,627.5410278255018,0.005
g_cci_extreme_with|g_f7_v7_with|g_tod_us_open|g_vwap_in_45_85,4,126,0.7698412698412699,3.7786023687314834,23,0.6086956521739131,-3.39452594394341,34,0.8823529411764706,6.815267556969149,50.0,2,231.71909693695108,2.998617416325988,183,0.7704918032786885,3.441250812494096,629.7488986864196,1261.3242843268035,623.2605766999534,623.2605766999534,0.004
g_2asset_either_trending_with|g_bb_pos_extreme_with|g_cvd_with,3,106,0.9056603773584906,1.5525797284711138,91,0.8351648351648352,0.8606941363866816,96,0.8333333333333334,4.018519728370165,209.5989084309751,4,385.77789392353577,1.7443574775217654,293,0.8600682593856656,2.145646797108061,628.6745115526619,2099.917669257113,622.1972590093919,622.1972590093919,0.0225
g_f7_v7_strong_with|g_favorite|g_tod_eu_open|g_tr_stack_with,4,184,0.8641304347826086,2.269046766652049,32,0.90625,1.664695954480133,33,0.9393939393939394,4.644749541783505,25.0,1,153.27673487885568,2.6537716637905366,249,0.8795180722891566,2.506231367414445,624.0516104861969,834.3363601905709,617.6219878327026,617.6219878327026,0.008
g_2asset_confluence_btc_eth|g_btc_f7_strong_with|g_f7_v7_overbought|g_tr_full_stack_with,4,135,0.8666666666666667,3.062714507437159,86,0.8255813953488372,-0.5903854390710332,48,0.8125,5.385444410427781,98.77174890790062,3,258.5013317005335,1.6727643636757048,269,0.8438661710037175,2.3092737637339824,621.1946424444412,1407.1089155565703,614.7944552192561,614.7944552192561,0.0395
g_cci_extreme_with|g_cvd_with|g_rf_with|g_tod_eu_open,4,71,0.9154929577464788,2.057096724316013,62,0.8548387096774194,0.8770569581409952,86,0.8255813953488372,4.87531764958665,168.20983364795484,4,419.2773178644519,1.6601936866256952,219,0.863013698630137,2.829720167559956,619.7087166956304,2282.266200242166,613.3238390084633,613.3238390084633,0.034
g_btc_f7_with|g_cci_extreme_with|g_tod_eu_open|g_vwap_in_45_85,4,117,0.7606837606837606,3.700931166036333,38,0.6842105263157895,-1.141712825871944,35,0.8,6.358668542473706,53.23456218606165,2,222.5533989865797,2.223334816618706,190,0.7526315789473684,3.2219855685773515,612.1772580296968,1211.432335150282,605.8699771893907,605.8699771893907,0.017
g_R1_six|g_ribbon_slope_strong|g_tod_eu_open,3,99,0.696969696969697,2.835401810921447,57,0.7894736842105263,-0.2789041549198576,53,0.7547169811320755,6.496850080970956,125.0,5,344.3330542914607,1.4882296282670526,209,0.7368421052631579,2.914546874364843,609.1402967422522,1874.319592193184,602.8643058061198,602.8643058061198,0.0495
g_bb_pos_with|g_cci_extreme_with|g_cvd_with|g_tod_eu_open,4,72,0.9166666666666666,2.0499512594325804,63,0.8571428571428571,0.8670635859336856,88,0.8181818181818182,4.550026334182996,187.0848341043029,4,400.40231740810367,1.5745712462727572,223,0.8609865470852018,2.7023489417088427,602.6238140010719,2179.523281091444,596.4149625840911,596.4149625840911,0.035
g_bb_pos_extreme_with|g_cci_extreme_with|g_cvd_with|g_tod_eu_open,4,71,0.9154929577464788,2.0717815657142857,63,0.8571428571428571,0.8670635859336856,87,0.8160919540229885,4.406438123634709,187.0848341043029,4,383.36011675621967,1.5093966123934006,221,0.8597285067873304,2.6474281169038743,585.0816138357562,2086.756902209689,579.0535002386605,579.0535002386605,0.035
g_2asset_confluence_against|g_f7_v7_with|g_stoch_extreme_with|g_vwap_in_55_80,4,73,0.7397260273972602,2.6712327495835955,43,0.7906976744186046,2.7387793405272958,33,0.8787878787878788,7.859146234275815,100.0,4,259.3518257311019,3.529627086139499,149,0.785234899328859,3.839727034183745,572.119328093378,1411.7384380629644,566.2247653190825,566.2247653190825,0.001
g_btc_f7_with|g_cci_extreme_with|g_ev_ge_30|g_tod_us_open,4,205,0.8097560975609757,1.8019646139716612,47,0.7872340425531915,0.0292526332933949,50,0.9,4.024916678497614,30.53648781307257,1,201.24583392488069,2.236140357229678,302,0.8211920529801324,1.8941173958737112,572.0234535538608,1095.4481559977671,566.1298785778513,566.1298785778513,0.0185
g_btc_f7_with_loose|g_cci_extreme_with|g_tod_us_open|g_vwap_in_45_85,4,145,0.7448275862068966,2.810307487852112,35,0.6571428571428571,-0.8286523646818764,30,0.8666666666666667,6.395304015200693,30.53648781307257,1,191.8591204560208,2.580826871896743,210,0.7476190476190476,2.7159565401462444,570.3508734307113,1044.353145682273,564.4745310983949,564.4745310983949,0.0095
g_f7_v7_with|g_favorite|g_ribbon_slope_strong|g_tod_us_afternoon,4,140,0.8785714285714286,2.9083998550405736,46,0.782608695652174,-1.631647031076615,51,0.9411764705882352,4.397459425939054,25.0,1,224.27043072289177,3.2941400249962234,237,0.8734177215189873,2.347639860755476,556.3906469990478,1220.7787112349406,550.658137302694,550.658137302694,0.0015
g_2asset_regime_trending_with|g_btc_trend_30m_with|g_mp_no_extreme_50,3,176,0.6534090909090909,2.010340671646716,92,0.6521739130434783,-0.9743426170015808,45,0.8,6.403584544360549,125.32060642132828,4,288.1613044962247,1.9491006024964532,313,0.6741214057507987,1.7646701020508029,552.3417419419013,1568.5580341411162,546.6509482370453,546.6509482370453,0.018
g_2asset_confluence_btc_eth|g_btc_f7_strong_with|g_tod_us_open|g_tr_full_stack_with,4,75,0.8933333333333333,3.710169183221301,26,0.9230769230769232,3.513309865763361,33,0.9090909090909092,5.454883553363441,25.509444950168074,1,180.01115726099354,2.0347246819363605,134,0.9029850746268656,4.101641063525661,549.6199025124386,979.8607326906748,543.9571520017043,543.9571520017043,0.013
g_btc_f7_with|g_btc_trend_30m_with|g_cci_extreme_with|g_ev_ge_30,4,67,0.8955223880597015,5.31514161258798,27,0.7407407407407407,-0.0653247408077419,30,0.9,6.488278484126033,25.0,1,194.648354523781,2.2554431342406667,124,0.8629032258064516,4.427411891656182,548.9990745653665,1059.5358764577811,543.342720463784,543.342720463784,0.01
g_cci_extreme_with|g_cvd_with|g_mfi_with|g_tod_eu_open,4,63,0.9047619047619048,1.5307308912789974,54,0.8518518518518519,0.8449036908282294,76,0.8157894736842105,4.983563288687087,145.89001781354068,3,378.7508099402186,1.5142373852390116,193,0.8549222797927462,2.6985059865052845,520.8116553955199,2061.666908774589,515.4457171278085,515.4457171278085,0.048
g_2asset_regime_trending_with|g_hurst_reverting|g_mp_wt_no_extreme_100|g_tr_above_ema50,4,130,0.7384615384615385,4.91600156475636,74,0.6081081081081081,-5.218078809556204,62,0.7741935483870968,4.265673280605168,201.0708544540688,5,264.4717433975204,1.8411767005018,266,0.7105263157894737,1.9451658455213827,517.4141149086878,1439.6078565605028,512.0831816035679,512.0831816035679,0.04
g_cci_extreme_with|g_f7_v7_strong_with|g_mfi_with|g_tod_eu_open,4,119,0.8487394957983193,3.4161057096689404,40,0.725,-2.186657354270149,30,0.9,5.748755505605053,42.25026276551124,1,172.4626651681516,2.477046667227016,189,0.8306878306878307,2.600597621417722,491.5129504479495,938.7717740653052,486.4488776251524,486.4488776251524,0.0085
g_btc_f7_strong_with|g_favorite|g_ribbon_slope_strong|g_tod_us_afternoon,4,124,0.8467741935483871,2.4354359600864157,40,0.85,0.6299165574207495,32,0.9375,4.776852398690199,25.0,1,152.85927675808637,2.6783761601356875,196,0.8622448979591837,2.4492346842124078,480.0499981056318,832.0639964865167,475.10402842817984,475.10402842817984,0.0065
g_f7_v7_with|g_strong_favorite|g_tod_eu_open|g_tr_stack_with,4,185,0.8918918918918919,1.7241313173807802,54,0.8888888888888888,0.5321811584108308,32,1.0,4.069533447322548,0.0,0,130.22507031432153,5.150645307218381,271,0.904059040590406,1.763568806582844,477.9271465839507,708.8584660776235,473.00304871005545,473.00304871005545,0.0
g_R1_six|g_cci_extreme_with|g_f7_v7_strong_with|g_tod_eu_open,4,131,0.8396946564885496,3.057464864385185,42,0.7142857142857143,-2.661533210215418,31,0.9032258064516128,5.606548257046746,42.25026276551124,1,173.80299596844912,2.4914691002080787,204,0.8235294117647058,2.267384795950298,462.5464983738608,946.067641388258,457.7808677845543,457.7808677845543,0.013
g_2asset_regime_trending_with|g_cvd_with|g_mp_no_extreme_50|g_tr_above_ema50,4,35,0.9428571428571428,2.33876267434175,47,0.851063829787234,-0.2387976870954037,57,0.9298245614035088,6.767143186028168,50.0,2,385.7271616036056,4.381403196405493,139,0.9064748201438848,3.283168085698437,456.3603639120829,2099.64151632896,451.6584692535946,451.6584692535946,0.0
g_btc_trend_15m_with|g_cci_extreme_with|g_rf_strong|g_tod_eu_open,4,82,0.7073170731707317,2.527750378917098,34,0.6764705882352942,-2.043817488267418,52,0.8269230769230769,5.440247646374238,50.0,2,282.8928776114604,1.4240392662163166,168,0.7380952380952381,2.504039369533156,420.67861408157023,1539.880230465049,416.344349572851,416.344349572851,0.0445
g_2asset_confluence_against|g_2asset_either_trending_with|g_cci_extreme_with|g_parent_ranging,4,83,0.7710843373493976,2.039379735607369,49,0.6326530612244898,-1.297039527652546,44,0.7954545454545454,7.12745585783774,85.19791524057894,3,313.60805774486056,2.002895094202018,176,0.7386363636363636,2.3825093121891903,419.3216389452975,1707.073194324524,415.00135539252767,415.00135539252767,0.0165
g_btc_f7_with|g_btc_trend_30m_with|g_rf_with|g_vwap_in_45_85,4,129,0.7054263565891473,2.637562806959352,50,0.56,-3.1096823130820184,48,0.75,4.575553849141937,117.86766874880402,4,219.626584758813,1.750576481904202,227,0.6828193832599119,1.781445247587967,404.3880712024685,1195.5007097038051,400.2216486506855,400.2216486506855,0.048
g_btc_f7_with|g_tod_us_open|g_tr_stack_full_with,3,222,0.8468468468468469,1.1219380710176283,56,0.7857142857142857,-2.0237985976801807,50,0.94,5.308207764131837,50.0,2,265.41038820659185,3.342539520004108,328,0.850609756097561,1.223011946653705,401.1479185024152,1444.7172131378816,397.01487934208734,397.01487934208734,0.001
g_btc_f7_strong_with|g_tod_us_open|g_tr_stack_with,3,177,0.8361581920903954,1.0889484652287091,46,0.8478260869565217,-0.1239371297664873,39,0.9230769230769232,5.002644498148739,50.0,2,195.1031354278008,2.5288474521900755,262,0.851145038167939,1.458572159557343,382.1459058040239,1062.0114005119956,378.20864495634606,378.20864495634606,0.003
g_cci_extreme_with|g_mp_no_extreme_150|g_ribbon_slope_strong|g_tod_eu_open,4,74,0.8513513513513513,1.5415171507778014,50,0.8,0.1780104746475765,33,0.8484848484848485,7.670797466373887,75.0,3,253.1363163903383,2.0836368660234643,157,0.8343949044585988,2.395599422167353,376.1091092802744,1377.9053488847412,372.234045730114,372.234045730114,0.0105
g_2asset_regime_trending_with|g_cvd_with|g_mp_wt_no_extreme_100|g_tr_above_cloud,4,20,1.0,5.3765527508614,28,0.8214285714285714,-2.245610840282568,52,0.8653846153846154,6.210556517091253,104.26267689930415,4,322.94893888874515,2.9766062738666568,100,0.88,3.6760289037806135,367.6028903780614,1757.9187240177357,363.81546665901465,363.81546665901465,0.003
g_2asset_confluence_against|g_2asset_regime_trending_with|g_f7_v7_with|g_favorite,4,53,0.8679245283018868,3.8352822437619727,71,0.7323943661971831,-0.9637432757621716,40,0.95,5.675417427513748,25.0,1,227.01669710054992,3.660181572722456,164,0.8292682926829268,2.206468801468417,361.8608834408204,1235.72755455066,358.13261979324824,358.13261979324824,0.0005
g_cci_extreme_with|g_favorite|g_ribbon_slope_strong|g_tod_eu_open,4,72,0.875,2.2787815160771845,50,0.8,0.1780104746475768,33,0.9393939393939394,5.139360157257039,25.0,1,169.5988851894823,3.0076288795727124,155,0.864516129032258,2.210139858576893,342.57167807941846,923.183265048082,339.0421516992063,339.0421516992063,0.002
g_2asset_regime_trending_with|g_cvd_with|g_mp_wt_no_extreme_100|g_tr_above_ema50,4,21,1.0,6.012825293940422,28,0.8214285714285714,-2.245610840282568,44,0.8636363636363636,5.899569736168231,79.51015140838467,3,259.58106839140214,2.662542553613307,93,0.8817204301075269,3.472831140174613,322.97329603623905,1412.9862822771988,319.64569238010813,319.64569238010813,0.006
g_2asset_confluence_against|g_2asset_regime_trending_with|g_mp_wt_no_extreme_100|g_tr_above_ema50,4,69,0.8405797101449275,2.915872769025173,51,0.6470588235294118,-1.7645811956020605,36,0.8055555555555556,5.024963526801251,110.68219963002952,3,180.89868696484504,1.698481442554173,156,0.7692307692307693,1.8724376093069035,292.1002670518769,984.6918527119732,289.0907491489182,289.0907491489182,0.0455
g_R1_full|g_f7_v7_strong_with|g_tod_us_afternoon,3,279,0.8207885304659498,1.000033670732551,44,0.7045454545454546,-5.30103522474332,37,0.8918918918918919,5.833175190656927,73.71052599217421,2,215.8274820543063,2.021379408632824,360,0.8138888888888889,0.7266425730555053,261.5913262999819,1174.8209273156074,258.89614293810325,258.89614293810325,0.014
g_2asset_regime_trending_with|g_cvd_with|g_mp_wt_no_extreme_100|g_ribbon_slope_with,4,17,1.0,6.584240229192979,23,0.782608695652174,-3.188526745574493,44,0.8181818181818182,4.550329039647607,115.25407704042416,4,200.21447774449467,1.867091345220518,84,0.8452380952380952,2.842981505863833,238.810446492562,1089.8341405225326,236.3499752256689,236.3499752256689,0.035
g_2asset_regime_trending_with|g_cvd_with|g_mp_no_extreme_50|g_rf_strong,4,24,0.9166666666666666,1.5127255122560097,30,0.7666666666666667,-2.164630766623346,39,0.8974358974358975,6.635642813678726,50.0,2,258.7900697334703,3.097806400597156,93,0.8602150537634409,2.4748017099883235,230.15655902891407,1408.6806129158567,227.785249026798,227.785249026798,0.002
g_2asset_regime_trending_with|g_cci_with|g_mp_no_extreme_50|g_tod_us_evening,4,47,0.7872340425531915,1.70748311885361,50,0.72,-1.50101794268899,33,0.8787878787878788,6.436737984682334,75.0,3,212.41235349451705,2.3541040395919417,130,0.7846153846153846,1.673947407278363,217.61316294618723,1156.2312441884876,215.3710879340144,215.3710879340144,0.0095
g_2asset_regime_trending_with|g_cvd_with|g_mp_wt_no_extreme_100|g_rf_strong,4,15,1.0,6.157028230876073,17,0.7058823529411765,-5.290094180601851,33,0.8181818181818182,4.412080721232173,90.50155154950464,3,145.5986638006617,1.6176786285845344,65,0.8307692307692308,2.277269018362637,148.0224861935714,792.5420599549351,146.49740603278917,146.49740603278917,0.0455
