stack,depth,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lockbox,wr_lockbox,dpt_lockbox,dd_lockbox,ls_lockbox,sum_lockbox,sharpe_lockbox,n_full,wr_full,dpt_full,sum_full,proj_32d,proj_full,proj_honest
g_btc_trend_30m_with|g_btc_trend_5m_with|g_cci_extreme_with|g_stoch_strong_with,4,181,0.7292817679558011,4.74978558592401,83,0.8674698795180723,1.3383633220685631,102,0.803921568627451,4.231220663535204,150.0,6,431.5845076805908,2.188259305581694,366,0.7814207650273224,3.8316389466243908,1402.379854464527,2349.2583368080154,1387.9310923276196,1387.9310923276196
g_bb_pos_extreme_with|g_btc_f7_with|g_cci_extreme_with|g_vwap_in_45_85,4,842,0.7315914489311164,1.9940254197500347,245,0.6285714285714286,-2.2381508539608546,285,0.6912280701754386,0.9406858521917718,251.49685534539884,5,268.09546787465496,0.8749474946362255,1372,0.7048104956268222,1.019473696854063,1398.7179120837745,1459.3329967977052,1384.306879050184,1384.306879050184
g_R1_six|g_cci_extreme_with|g_rf_with|g_tod_eu_open,4,639,0.7339593114241002,1.508671497614067,276,0.7028985507246377,0.03046678902595152,297,0.734006734006734,1.4326791724117254,261.2561095719262,4,425.50571420628245,1.0466413351802795,1212,0.726897689768977,1.1534287417102589,1397.9556349528339,2316.169437662864,1383.5524556836226,1383.5524556836226
g_2asset_either_trending_with|g_R1_five|g_cci_extreme_with|g_parent_ranging,4,278,0.7158273381294964,3.1377933964498674,181,0.7182320441988951,4.12803654471017,114,0.7368421052631579,2.228166024545897,238.4751436720318,4,254.01092679823228,1.146110792603171,573,0.7207678883071553,3.269619730547706,1873.4921056038354,1382.666144871711,1854.189459667311,1382.666144871711
g_R1_five|g_cci_extreme_with|g_rf_full_align|g_tod_eu_open,4,590,0.7084745762711865,1.9580393964765126,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1124,0.7072953736654805,1.2417386098370906,1395.71419745689,1641.5916229463571,1381.3341117861219,1381.3341117861219
g_R1_full|g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,4,184,0.7608695652173914,5.963932270808421,121,0.743801652892562,-1.3669890192638394,42,0.8571428571428571,11.039584148932112,99.03192135059061,3,463.6625342551487,1.3035394805997635,347,0.7665706051873199,4.021960809086378,1395.6204007529734,2523.8697281288596,1381.241281472488,1381.241281472488
g_R1_six|g_cci_extreme_with|g_tod_eu_open,3,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_cci_extreme_with|g_tod_eu_open|g_tod_european,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_cci_extreme_with|g_cci_with|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_bb_pos_with|g_cci_extreme_with|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_cci_extreme_with|g_tod_avoid_us_afternoon|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_five|g_R1_six|g_cci_extreme_with|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_cci_extreme_with|g_tod_eu_open|g_tr_above_ema50,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_cci_extreme_with|g_cci_strong_with|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,283,0.7031802120141343,-0.016654142474120687,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1251,0.7274180655475619,1.1155692820618202,1395.5771718593369,1918.9171859135872,1381.1984979674526,1381.1984979674526
g_R1_six|g_bb_pos_strong_with|g_cci_extreme_with|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,282,0.7021276595744681,-0.01940018983673838,303,0.7260726072607261,1.1634525449204147,286.49142300159326,4,352.52612111088564,0.8587378975498099,1250,0.7272,1.1158555525164422,1394.8194406455527,1918.9171859135872,1380.4485736813256,1380.4485736813256
g_cci_extreme_with|g_f7_v7_oversold|g_hurst_reverting,3,497,0.7283702213279678,1.8215214443182661,276,0.717391304347826,-0.7806476679428189,125,0.72,5.606967889801008,282.94374343625606,3,700.870986225126,1.5086332735642798,898,0.7238307349665924,1.548673037526822,1390.7083876990862,3815.074401685435,1376.379877037944,1376.379877037944
g_btc_f7_with|g_rf_full_align|g_vwap_in_45_85,3,2110,0.6815165876777252,1.131425627516566,597,0.6113902847571189,-2.052766844377888,683,0.6617862371888726,0.3700030893610652,461.8855194989703,11,252.71211003360753,0.5110578170305031,3390,0.6651917404129793,0.41726205840706865,1414.5183779999627,1375.5962522829368,1399.9445522872359,1375.5962522829368
g_2asset_confluence_against|g_btc_f7_with|g_mfi_with|g_vwap_in_55_80,4,777,0.7348777348777349,2.301214011583984,379,0.6279683377308707,-2.0657155523169926,402,0.7089552238805971,0.9533563288980336,271.678673634329,8,383.2492442170095,1.1295664855109961,1558,0.7021822849807445,0.8911337207250478,1388.3863368896245,2086.153386021255,1374.0817503883372,1374.0817503883372
g_btc_trend_5m_with|g_parent_slope_with|g_tod_us_open|g_tr_full_stack_with,4,182,0.7417582417582418,6.382922533410443,112,0.7410714285714286,-0.8367987678139082,161,0.7763975155279503,1.98978625966744,228.79845586465933,8,320.35558780645783,1.4630137157691636,455,0.7538461538461538,3.0512659931692334,1388.3260268920012,1743.8022496264853,1374.022061766447,1374.022061766447
g_btc_f7_with|g_favorite|g_rf_strong|g_tod_us_afternoon,4,858,0.8321678321678322,1.9218209248263667,198,0.803030303030303,0.6089269791002528,231,0.7965367965367965,1.0909347861044918,218.01643458151,7,252.00593559013763,1.1438730049145776,1287,0.8212898212898213,1.5707038313543202,2021.4958309530102,1371.752309395649,2000.6682981492515,1371.752309395649
g_f7_v7_with|g_mfi_with|g_tod_us_open|g_vwap_in_45_85,4,438,0.7214611872146118,2.418966530986794,104,0.5865384615384616,-3.2342274764819807,135,0.7925925925925926,4.908018197194721,147.14929167828092,5,662.5824566212874,3.4742787747901662,677,0.7149187592319055,2.046868743928179,1385.7301396393773,3606.657172208541,1371.4529200188501,1371.4529200188501
g_R1_six|g_bb_pos_extreme_with|g_cci_extreme_with|g_tod_eu_open,4,654,0.7385321100917431,1.6233790363032468,277,0.703971119133574,0.053652422463834455,300,0.7233333333333334,1.0282117118479945,290.4797946207451,4,308.46351355439833,0.7530671478353914,1231,0.727051177904143,1.1251138296662908,1385.015124319204,1679.069725447775,1370.7452715231877,1370.7452715231877
g_R1_full|g_btc_trend_15m_with|g_cci_extreme_with|g_tod_us_open,4,68,0.7941176470588235,18.165139469685357,33,0.8484848484848485,2.1793563822647863,37,0.8108108108108109,6.776285385416698,70.75592815651045,2,250.72255926041782,1.8188758550865463,138,0.8115942028985508,11.288918868215651,1557.87080381376,1364.7664642408745,1541.8200137138604,1364.7664642408745
g_btc_f7_with_loose|g_cci_extreme_with|g_ribbon_slope_with|g_vwap_in_45_85,4,940,0.7223404255319149,1.5783886765047201,303,0.636963696369637,-1.9366071849431639,337,0.7091988130563798,1.416177972493347,163.004826462655,5,477.2519767302579,1.464394037558918,1580,0.7031645569620253,0.869712250384124,1374.145355606916,2597.841593335037,1359.9874943673294,1359.9874943673294
g_2asset_confluence_against|g_btc_f7_with|g_tod_us_afternoon|g_vwap_in_55_80,4,341,0.7536656891495601,2.8151510217784024,109,0.7339449541284404,2.5568770023298093,156,0.7051282051282052,1.6001830719374326,347.92074652437066,12,249.6285592222395,1.139383042867937,606,0.7376237623762376,2.4559317671660463,1488.2946509026242,1358.8114573663902,1472.9607060145363,1358.8114573663902
g_R1_six|g_cci_extreme_with|g_mfi_with|g_tod_eu_open,4,581,0.7383820998278829,1.8588496754919681,259,0.6988416988416989,-0.2762840352793388,271,0.7195571955719557,1.3416806436132453,253.38769627791046,3,363.5954544191895,0.902588933389937,1111,0.7245724572457246,1.2349500906774742,1372.0295507426738,1979.1712568884545,1357.8934887047187,1357.8934887047187
g_R1_full|g_cci_strong_with|g_stoch_strong_with|g_tod_us_open,4,398,0.8040201005025126,2.8831153257927626,119,0.7815126050420168,-0.9237541001142924,178,0.8202247191011236,1.8535893832545325,153.99318676645487,3,329.93891021930676,1.5022651719293216,695,0.8043165467625899,1.967614492044929,1367.4920719712256,1795.9674679604266,1353.4027597145523,1353.4027597145523
g_bb_pos_with|g_btc_f7_strong_with|g_favorite|g_tod_us_afternoon,4,1058,0.8223062381852552,1.5335247729233084,244,0.7868852459016393,0.35048240081371496,279,0.7849462365591398,0.8902648256388702,401.0020549113545,10,248.38388635324478,0.996624660647731,1581,0.8102466793168881,1.2374261871629673,1956.3708019046512,1352.0362880494956,1936.2142542486636,1352.0362880494956
g_2asset_confluence_against|g_f7_v7_with|g_tod_us_afternoon|g_vwap_in_55_80,4,317,0.7728706624605678,3.666001666756731,116,0.7672413793103449,3.743247961245933,153,0.7058823529411765,1.62282286612585,441.58201426324297,13,248.29189851725502,1.1449400958555227,586,0.7542662116040956,3.1478347958765647,1844.631190383667,1351.5355675955916,1825.625899331229,1351.5355675955916
g_btc_trend_5m_with|g_ribbon_agrees|g_tod_us_open|g_tr_full_stack_with,4,488,0.7930327868852459,2.7431546746588524,192,0.7760416666666666,0.04747384047479338,259,0.7683397683397684,0.9552123172065528,256.6464691813385,7,247.39999015649715,0.9108238750133193,939,0.7827476038338658,1.6988013298841083,1595.1744487611777,1346.6806130851992,1578.7393180769714,1346.6806130851992
g_3asset_unanimity|g_R1_full|g_cci_extreme_with|g_tod_us_afternoon,4,166,0.7831325301204819,7.228642293251376,84,0.8333333333333334,2.0765012603520607,87,0.7701149425287356,2.840997894988964,182.6067254332845,4,247.16681686403987,1.3392845471357435,337,0.7922848664688428,4.811713778674603,1621.5475434133414,1345.4113731299235,1604.8406899357492,1345.4113731299235
g_R1_six|g_cci_extreme_with|g_ribbon_agrees|g_tod_eu_open,4,665,0.7383458646616541,1.5755852226595906,282,0.7021276595744681,-0.07566324059412063,302,0.7251655629139073,1.0984495686374798,286.49142300159326,4,331.7317697285189,0.8090123867675126,1249,0.7269815852682145,1.08739704479552,1358.1589089496044,1805.7265998889045,1344.165756554366,1344.165756554366
g_R1_full|g_btc_trend_30m_with|g_cci_extreme_with|g_tod_us_open,4,56,0.8035714285714286,21.7259736710753,34,0.8529411764705882,1.9386267153740675,46,0.8260869565217391,5.346906958244448,77.08731448472821,2,245.9577200792446,1.7421512130127865,136,0.8235294117647058,11.239158485163086,1528.5255539821796,1338.8298562980212,1512.777108880545,1338.8298562980212
g_cci_extreme_with|g_parent_ranging|g_tod_eu_open|g_tr_above_ema50,4,505,0.7386138613861386,1.7807812373693834,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1109,0.7186654643823264,1.218758704009298,1351.6034027463115,1677.8413539581707,1337.6777919301373,1337.6777919301373
g_bb_pos_strong_with|g_cci_extreme_with|g_parent_ranging|g_tod_eu_open,4,505,0.7386138613861386,1.7807812373693834,260,0.6961538461538461,0.5512049938997222,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1108,0.7184115523465704,1.2191747938019202,1350.8456715325276,1677.8413539581707,1336.9278676440106,1336.9278676440106
g_bb_pos_extreme_with|g_cci_extreme_with|g_rf_full_align|g_tod_eu_open,4,591,0.7072758037225042,1.912425116617838,261,0.7011494252873564,-0.24423405537138407,269,0.7100371747211895,1.0463093915256132,239.36870082117684,5,281.45722632038996,0.7632956224190544,1121,0.7065120428189117,1.2024579676981277,1347.9553817896012,1532.0655019373226,1334.06735664389,1334.06735664389
g_cci_extreme_with|g_cci_with|g_rf_full_align|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_bb_pos_strong_with|g_cci_extreme_with|g_rf_full_align|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_tod_eu_open|g_tod_european,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_tod_avoid_us_afternoon|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_tod_eu_open|g_tr_above_ema50,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_cci_strong_with|g_rf_full_align|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_rf_strong|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_bb_pos_with|g_cci_extreme_with|g_rf_full_align|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_tod_eu_open,3,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_strong|g_rf_with|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_cci_extreme_with|g_rf_full_align|g_rf_with|g_tod_eu_open,4,592,0.706081081081081,1.8669649390559835,264,0.7007575757575758,-0.23146750672686392,270,0.7111111111111111,1.1169569455986645,239.36870082117684,5,301.57837531163943,0.8167749442339187,1126,0.7060390763765542,1.1951280616846267,1345.7141974568897,1641.5916229463571,1331.8492633012731,1331.8492633012731
g_btc_trend_30m_with|g_cci_extreme_with|g_stoch_strong_with,3,322,0.7453416149068323,1.8909439335151876,142,0.8802816901408451,2.4061320041654217,159,0.7861635220125787,2.481410568781987,174.7525254909195,6,394.54428043633595,1.6443537893732743,623,0.7865168539325843,2.15906737017611,1345.0989716197166,2147.6360331751216,1331.2403761545436,1331.2403761545436
g_R1_five|g_bb_pos_with|g_cci_extreme_with|g_tod_eu_open,4,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_cci_extreme_with|g_cci_with|g_tod_eu_open,4,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_cci_extreme_with|g_tod_eu_open,3,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_cci_extreme_with|g_tod_eu_open|g_tod_european,4,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_cci_extreme_with|g_cci_strong_with|g_tod_eu_open,4,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_bb_pos_strong_with|g_cci_extreme_with|g_tod_eu_open,4,776,0.7319587628865979,1.8441944775006047,326,0.7116564417177914,0.47031950766589037,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1442,0.7205270457697642,1.268065762283208,1828.5508292123861,1328.890520657473,1809.7112146083794,1328.890520657473
g_R1_five|g_cci_extreme_with|g_tod_avoid_us_afternoon|g_tod_eu_open,4,777,0.731016731016731,1.8096459646595486,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1444,0.7202216066481995,1.2495211637300347,1804.30856042617,1328.890520657473,1785.718714652082,1328.890520657473
g_R1_five|g_cci_extreme_with|g_tod_eu_open|g_tr_above_ema50,4,776,0.7319587628865979,1.8441944775006047,327,0.7125382262996942,0.4711984425469857,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1443,0.7207207207207207,1.2677121000874358,1829.30856042617,1328.890520657473,1810.4611388945061,1328.890520657473
g_cci_extreme_with|g_parent_ranging|g_ribbon_agrees|g_tod_eu_open,4,504,0.7400793650793651,1.8339177080784492,259,0.6988416988416989,0.5728139735232596,339,0.7050147492625368,0.793209691289379,299.7170894131404,4,268.8980853470995,0.6066072888132337,1102,0.7196007259528131,1.2173787925237407,1341.5514293611623,1463.7019112393782,1327.7293843313803,1327.7293843313803
g_btc_f7_with|g_mfi_with|g_rf_full_align|g_vwap_in_45_85,4,1328,0.7123493975903614,1.7104974315489434,393,0.6259541984732825,-1.9262457398074024,437,0.6910755148741419,0.5574708855682677,348.7289505360387,7,243.614776993333,0.6522107564957759,2158,0.6923076923076923,0.8147084292613624,1758.1407903460201,1326.0764361003758,1740.0266125060912,1326.0764361003758
g_R1_full|g_btc_f7_against|g_cci_extreme_with|g_tod_us_afternoon,4,196,0.7346938775510204,5.147187377272676,71,0.8591549295774648,2.7530387498408238,75,0.8,3.247164360778829,105.27442686039299,4,243.5373270584122,1.6365508749927677,342,0.7748538011695907,4.233484807726769,1447.851804242555,1325.6548502879568,1432.9345432291466,1325.6548502879568
g_cci_extreme_with|g_mfi_with|g_ribbon_agrees|g_tod_eu_open,4,601,0.7371048252911814,1.9772189333667074,264,0.696969696969697,-0.4161072442925627,277,0.7111913357400722,0.9350917374561333,263.18922194315275,3,259.0204112753489,0.6382232133636371,1142,0.7215411558669002,1.1711704708717192,1337.4766777355032,1409.9344387088156,1323.696614995198,1323.696614995198
g_f7_v7_oversold|g_tod_us_open|g_tr_full_stack_with,3,706,0.7507082152974505,1.3110132431565045,126,0.8174603174603174,0.6933698179913866,117,0.811965811965812,2.767911662434906,247.97567371729295,5,323.845664504884,1.6536337301045951,949,0.7671232876712328,1.4086255123712235,1336.785611240291,1762.7999004549183,1323.0126685790274,1323.0126685790274
g_bb_pos_extreme_with|g_f7_v7_with|g_favorite|g_tod_us_afternoon,4,679,0.8350515463917526,1.509551138260968,168,0.7857142857142857,-0.49129222454827165,197,0.8477157360406091,1.9985026535612873,218.41597260198202,5,393.7050227515736,2.1867022346864453,1044,0.8295019157088123,1.2798401838186408,1336.1531519066612,2143.067673844399,1322.386725493077,1322.386725493077
g_btc_f7_with|g_f7_v7_with|g_tod_us_open|g_vwap_in_45_85,4,549,0.7049180327868853,2.219158770610289,115,0.6,-2.0899637248293845,144,0.7083333333333334,2.4481106575247256,250.0,10,352.5279346835605,1.5842155471610964,808,0.6905940594059405,1.6466587517242945,1330.50027139323,1918.9270577941807,1316.7920867788753,1316.7920867788753
g_2asset_either_trending_with|g_3asset_unanimity|g_cci_extreme_with|g_tr_above_ema800,4,168,0.7321428571428571,5.564587252382112,88,0.8181818181818182,4.371091796594308,44,0.7954545454545454,5.497780763333531,73.99479427713547,2,241.90235358667536,1.1789292748484748,300,0.7666666666666667,5.20469696695723,1561.409090087169,1316.7551446901361,1545.3218449165738,1316.7551446901361
g_2asset_either_trending_with|g_3asset_unanimity|g_cci_extreme_with|g_tr_full_stack_with,4,166,0.7409638554216867,5.9328352915674385,87,0.8275862068965517,4.708690552877,44,0.7954545454545454,5.497780763333531,73.99479427713547,2,241.90235358667536,1.1789292748484748,297,0.7744107744107744,5.509794916118415,1636.4090900871693,1316.7551446901361,1619.5491176438468,1316.7551446901361
g_f7_v7_with|g_favorite|g_mp_wt_no_extreme_100|g_tod_us_afternoon,4,723,0.8160442600276625,1.5638914116111,200,0.765,-0.6042510777181195,233,0.7939914163090128,1.3753420730098447,343.9843876260066,6,320.4547030112938,1.402813908908102,1156,0.8027681660899654,1.1507767976319165,1330.2979780624955,1744.3417667248093,1316.5918776824576,1316.5918776824576
g_bb_pos_with|g_cci_extreme_with|g_parent_ranging|g_tod_eu_open,4,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_cci_extreme_with|g_parent_ranging|g_tod_avoid_us_afternoon|g_tod_eu_open,4,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_cci_extreme_with|g_cci_with|g_parent_ranging|g_tod_eu_open,4,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_cci_extreme_with|g_parent_ranging|g_tod_eu_open|g_tod_european,4,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_cci_extreme_with|g_cci_strong_with|g_parent_ranging|g_tod_eu_open,4,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_cci_extreme_with|g_parent_ranging|g_tod_eu_open,3,506,0.7371541501976284,1.7278547922362424,261,0.6973180076628352,0.5519962820985129,343,0.7055393586005831,0.8986526187960975,321.15010956397003,4,308.23784824706144,0.6919338796543079,1110,0.718018018018018,1.1951382006723528,1326.6034027463115,1677.8413539581707,1312.935367687713,1312.935367687713
g_R1_five|g_cci_extreme_with|g_parent_ranging|g_tod_eu_open,4,503,0.7415506958250497,1.8872654570010705,260,0.6961538461538461,0.5025060078989506,340,0.7029411764705882,0.7180345740377544,344.42580979732526,4,244.13175517283648,0.5498205627636199,1103,0.7189483227561196,1.2004332203971915,1324.077842098102,1328.890520657473,1310.4358279673943,1310.4358279673943
g_btc_trend_5m_with|g_cci_extreme_with|g_hurst_reverting|g_tr_full_stack_with,4,373,0.7560321715817694,3.2343124449153886,250,0.776,1.6554419846857344,98,0.7653061224489796,2.456138505759516,116.49514938549122,4,240.7015735644326,1.2151597698003505,721,0.7642163661581137,2.581082679180729,1860.9606116893056,1310.218898769061,1841.7870781143245,1310.218898769061
g_btc_trend_5m_with|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema800,4,379,0.7440633245382586,2.787331245259735,253,0.7707509881422925,1.510617251553676,98,0.7653061224489796,2.456138505759516,116.49514938549122,4,240.7015735644326,1.2151597698003505,730,0.7561643835616438,2.300392164604044,1679.2862801609524,1310.218898769061,1661.9845427289906,1310.218898769061
