label,stack,tags,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,dpt_25_full,max_dd_25,loss_streak,sharpe,bootstrap_p_lockbox,sum_train,sum_val,sum_lockbox,sum_full,proj_32d,proj_full,proj_honest
SOL5_V8_S1,g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_mfi_strong_with,V7_inherited_C,331,229,89,649,0.7190332326283988,0.7860262008733624,0.7865168539325843,0.7519260400616333,3.7942005712396067,9.21457444416985,6.516735557918239,6.080134670955205,116.11408310176064,3,2.142733349570651,0.0045,1255.88038908031,2110.137547714896,579.9894646547233,3946.0074014499282,3157.07598593721,3905.3515676168076,3157.07598593721
SOL5_V8_S2,g_f7_v7_with|g_tod_us_afternoon|g_tr_above_ema200|g_vwap_in_45_85,K_TOD,1054,257,290,1601,0.7125237191650854,0.6614785992217899,0.7862068965517242,0.7176764522173642,1.562865249119773,-0.19956892107688523,4.589859697488579,1.828251138118157,377.8817976462046,8,4.728584429361434,0.0,1647.2599725722407,-51.28921271675951,1331.0593122716878,2927.030072127169,7245.39952313222,2896.8727925961616,2896.8727925961616
SOL5_V8_S3,g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_above_ema200,J_2asset,344,227,114,685,0.7325581395348837,0.7533039647577092,0.7631578947368421,0.7445255474452555,2.448563286650352,4.4966399212876365,4.232190649800845,3.424106228930381,134.07881213344064,3,1.789600562095433,0.03,842.3057706077211,1020.7372621322934,482.4697340772964,2345.512766817311,2626.243585827416,2321.3468777046473,2321.3468777046473
SOL5_V8_S4,g_btc_f7_with|g_tod_us_open|g_tr_stack_full_with,K_TOD,222,56,50,328,0.8468468468468469,0.7857142857142857,0.94,0.850609756097561,1.1219380710176283,-2.0237985976801807,5.308207764131837,1.223011946653705,50.0,2,3.3425395200041077,0.001,249.0702517659135,-113.3327214700901,265.41038820659185,401.1479185024152,1444.7172131378816,397.01487934208734,397.01487934208734
SOL5_V8_S5,g_f7_v7_with|g_tod_us_afternoon|g_tr_full_stack_with,K_TOD,1072,233,250,1555,0.8097014925373134,0.7725321888412017,0.872,0.8141479099678457,1.0693622559323643,-1.8326857062245234,4.572644488459137,1.197750283552389,244.170263143792,6,4.0565430751572755,0.0,1146.3563383594947,-427.01576955031396,1143.1611221147841,1862.501690923965,6222.60704137814,1843.31227956293,1843.31227956293
