stack,depth,n_train,wr_train,dpt_train,n_val,wr_val,dpt_val,n_lockbox,wr_lockbox,dpt_lockbox,dd_lockbox,ls_lockbox,sum_lockbox,sharpe_lockbox,n_full,wr_full,dpt_full,sum_full,proj_32d,proj_full,proj_honest
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_mfi_strong_with,4,331,0.7190332326283988,3.7942005712396067,229,0.7860262008733624,9.21457444416985,89,0.7865168539325843,6.516735557918239,116.11408310176064,3,579.9894646547233,2.142733349570651,649,0.7519260400616333,6.080134670955205,3946.0074014499282,3157.07598593721,3905.3515676168076,3157.07598593721
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_mfi_with,4,371,0.7196765498652291,3.4222029323466403,249,0.7911646586345381,8.816216975262801,100,0.77,5.404047997104449,148.6041005743361,3,540.4047997104449,1.939216258535499,720,0.7513888888888889,5.5628890478492865,4005.280114451486,2941.6034597571884,3964.0135920601674,2941.6034597571884
g_R1_six|g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting,4,429,0.7132867132867133,3.2161541034634293,279,0.7921146953405018,7.874583264411533,110,0.7636363636363637,4.857661292946692,172.7527296979536,2,534.3427422241361,1.87787986081844,818,0.7469437652811736,5.02577210682245,4111.081583380765,2908.605660173381,4068.724985248962,2908.605660173381
g_f7_v7_with|g_tod_us_afternoon|g_tr_above_ema200|g_vwap_in_45_85,4,1054,0.7125237191650854,1.562865249119773,257,0.6614785992217899,-0.19956892107688523,290,0.7862068965517242,4.589859697488579,377.8817976462046,8,1331.0593122716878,4.728584429361434,1601,0.7176764522173642,1.828251138118157,2927.030072127169,7245.39952313222,2896.8727925961616,2896.8727925961616
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_ribbon_agrees,4,464,0.7004310344827587,2.552588016609378,290,0.7793103448275862,7.333594106299252,118,0.7542372881355932,4.193743952892729,208.11011221774078,3,494.861786441342,1.7105824826251514,872,0.7339449541284404,4.364684537815226,3806.004916974877,2693.6976575290378,3766.791532981802,2693.6976575290378
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_partial_stack_with,4,440,0.7204545454545455,1.7251263734235687,283,0.7915194346289752,7.803079118999715,110,0.7727272727272727,4.288068086309958,190.1372852861058,3,471.6874894940954,1.7182370774916547,833,0.751500600240096,4.128468768880415,3439.014484477386,2567.552234479526,3403.582214031255,2567.552234479526
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema200,4,440,0.7204545454545455,1.7251263734235687,283,0.7915194346289752,7.803079118999715,110,0.7727272727272727,4.288068086309958,190.1372852861058,3,471.6874894940954,1.7182370774916547,833,0.751500600240096,4.128468768880415,3439.014484477386,2567.552234479526,3403.582214031255,2567.552234479526
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_above_ema200,4,344,0.7325581395348837,2.448563286650352,227,0.7533039647577092,4.4966399212876365,114,0.7631578947368421,4.232190649800845,134.07881213344064,3,482.4697340772964,1.789600562095433,685,0.7445255474452555,3.424106228930381,2345.512766817311,2626.243585827416,2321.3468777046473,2321.3468777046473
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_partial_stack_with,4,344,0.7325581395348837,2.448563286650352,227,0.7533039647577092,4.4966399212876365,114,0.7631578947368421,4.232190649800845,134.07881213344064,3,482.4697340772964,1.789600562095433,685,0.7445255474452555,3.424106228930381,2345.512766817311,2626.243585827416,2321.3468777046473,2321.3468777046473
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_partial_stack_with,4,239,0.7196652719665272,3.5623315439725873,152,0.7631578947368421,6.063815406704252,70,0.8571428571428571,7.880162302400608,75.0,3,551.6113611680425,2.530074471946953,461,0.754880694143167,5.042751717996828,2324.708541996538,3002.604509291378,2300.756999442634,2300.756999442634
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema200,4,239,0.7196652719665272,3.5623315439725873,152,0.7631578947368421,6.063815406704252,70,0.8571428571428571,7.880162302400608,75.0,3,551.6113611680425,2.530074471946953,461,0.754880694143167,5.042751717996828,2324.708541996538,3002.604509291378,2300.756999442634,2300.756999442634
g_btc_f7_with|g_f7_v7_overbought|g_tr_above_ema800|g_vwap_in_45_85,4,615,0.7252032520325203,1.9940245564202623,208,0.6538461538461539,-0.9387709479259183,245,0.7836734693877551,4.714391921339897,282.61457148660725,8,1155.0260207282747,4.451748797517763,1068,0.7247191011235955,2.0468977207473267,2186.086765758145,6287.191639497575,2163.563447565485,2163.563447565485
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_above_cloud,4,241,0.7136929460580913,3.325299746927172,155,0.7483870967741936,5.4625802698002985,71,0.8450704225352113,7.417061424902009,75.0,3,526.6113611680427,2.388772918661942,467,0.7451820128479657,4.656763473225991,2174.7085419965374,2866.521175958045,2152.3024539880885,2152.3024539880885
g_2asset_either_trending_with|g_cci_extreme_with|g_ribbon_slope_with|g_tr_above_ema200,4,328,0.7286585365853658,1.8605635027510214,218,0.7522935779816514,4.532437528809442,111,0.7927927927927928,5.04121243976452,114.85122183445378,2,559.5745808138616,2.1281747132376037,657,0.7473363774733638,3.284491310497192,2157.910790996655,3045.95096823012,2135.6777707257806,2135.6777707257806
g_2asset_either_trending_with|g_cci_extreme_with|g_ribbon_slope_with|g_tr_partial_stack_with,4,328,0.7286585365853658,1.8605635027510214,218,0.7522935779816514,4.532437528809442,111,0.7927927927927928,5.04121243976452,114.85122183445378,2,559.5745808138616,2.1281747132376037,657,0.7473363774733638,3.284491310497192,2157.910790996655,3045.95096823012,2135.6777707257806,2135.6777707257806
g_f7_v7_with|g_tod_us_open|g_tr_above_ema200|g_vwap_in_45_85,4,530,0.7358490566037735,2.4727767171864974,121,0.6363636363636364,-1.0006534706276127,144,0.8472222222222222,6.479601024624673,172.67359206485298,5,933.0625475459528,5.277470898385564,795,0.740880503144654,2.66988067636334,2122.5551377088555,5078.970467141803,2100.686387805188,2100.686387805188
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_full_stack_with,4,196,0.7704081632653061,5.929245233402654,115,0.8347826086956521,4.377715399258592,52,0.9038461538461539,8.161445348531519,58.485084771734236,2,424.395158123639,2.168223471310585,363,0.8099173553719008,5.757477947066937,2089.964494785298,2310.124310719674,2068.4315272632675,2068.4315272632675
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_ribbon_slope_with,4,224,0.7053571428571429,3.3102410511054132,146,0.7465753424657534,5.688329582518927,71,0.8309859154929577,7.20623646227462,50.0,2,511.642788821498,2.2946684683817224,441,0.7392290249433107,4.724791163983841,2083.632903316874,2785.042247151687,2062.165170373609,2062.165170373609
g_btc_f7_against|g_cci_extreme_with|g_hurst_reverting|g_tr_full_stack_with,4,394,0.7385786802030457,1.8378779565381922,264,0.8143939393939394,3.09222999369838,99,0.8080808080808081,5.090414521456277,140.1372852861058,2,503.9510376241715,1.969202409557808,757,0.774108322324967,2.700691771250451,2044.4236708365916,2743.173481467573,2023.3599118037291,2023.3599118037291
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting|g_tr_above_ema800,4,198,0.7626262626262627,5.6168286148834365,116,0.8275862068965517,4.124459232023604,52,0.9038461538461539,8.161445348531519,58.485084771734236,2,424.395158123639,2.168223471310585,366,0.8032786885245902,5.505367472090978,2014.9644947852983,2310.124310719674,1994.2042545359948,1994.2042545359948
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_full_stack_with,4,287,0.7874564459930313,4.538049128680621,170,0.8117647058823529,3.1310506359506625,84,0.8095238095238095,4.359843164258287,90.83122219576848,2,366.2268257976961,1.5874526423044546,541,0.7985212569316081,4.0682542215169075,2200.925533840647,1993.494688425459,2178.2493313707732,1993.494688425459
g_2asset_either_trending_with|g_cci_extreme_with|g_rf_with|g_tr_above_ema800,4,289,0.7820069204152249,4.333633563776256,173,0.7976878612716763,2.643228948622038,84,0.8095238095238095,4.359843164258287,90.83122219576848,2,366.2268257976961,1.5874526423044546,546,0.7912087912087912,3.8020614172905622,2075.925533840647,1993.494688425459,2054.537210158652,1993.494688425459
g_R1_full|g_btc_trend_15m_with|g_cci_extreme_with|g_tod_us_afternoon,4,125,0.8,10.637639834063998,66,0.8787878787878788,2.576383696836249,70,0.8428571428571429,7.157519016751049,120.75592815651045,4,501.02633117257346,2.8655097876181155,261,0.8314176245210728,7.66579553418301,2000.7726344217656,2727.2533293493743,1980.1586133398441,1980.1586133398441
g_2asset_either_trending_with|g_cci_extreme_with|g_hurst_reverting,3,249,0.7028112449799196,2.962854470063568,160,0.7375,5.083151306214174,78,0.7948717948717948,5.497857983365595,125.57729810444152,4,428.8329227025164,1.8511900160428132,487,0.728952772073922,4.065478223290786,1979.8878947426126,2334.280542577364,1959.4890497664765,1959.4890497664765
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_strong_with|g_hurst_reverting,4,249,0.7028112449799196,2.962854470063568,160,0.7375,5.083151306214174,78,0.7948717948717948,5.497857983365595,125.57729810444152,4,428.8329227025164,1.8511900160428132,487,0.728952772073922,4.065478223290786,1979.8878947426126,2334.280542577364,1959.4890497664765,1959.4890497664765
g_2asset_either_trending_with|g_bb_pos_strong_with|g_cci_extreme_with|g_hurst_reverting,4,249,0.7028112449799196,2.962854470063568,160,0.7375,5.083151306214174,78,0.7948717948717948,5.497857983365595,125.57729810444152,4,428.8329227025164,1.8511900160428132,487,0.728952772073922,4.065478223290786,1979.8878947426126,2334.280542577364,1959.4890497664765,1959.4890497664765
g_2asset_either_trending_with|g_cci_extreme_with|g_cci_with|g_hurst_reverting,4,249,0.7028112449799196,2.962854470063568,160,0.7375,5.083151306214174,78,0.7948717948717948,5.497857983365595,125.57729810444152,4,428.8329227025164,1.8511900160428132,487,0.728952772073922,4.065478223290786,1979.8878947426126,2334.280542577364,1959.4890497664765,1959.4890497664765
