source,strategy_id,hypothesis,asset,tf,n_trades,win_rate,dpt_usd,sharpe,max_dd_usd,p_value,perm_p,boot_lo,gates_passed,n_gates_total,notes,n_gates_passed,rank_score
,N2-cross_to_pos|ETH|h8h|z2.0,N2-cross_to_pos,ETH,8h_hold,169.0,0.4201183431952662,-0.80079941682711,-2.5740153077816337,,0.0451796044291723,0.988011988011988,-0.3058797024137835,G1,5,OK,1,-2.1740153077816338
,N2-B|ETH|h24h|z2.0,N2-B,ETH,24h_hold,36.0,0.4166666666666667,-1.0359773717093406,-2.193715376636457,,0.4050322461407632,0.7662337662337663,-0.4999341584489824,none,5,OK,0,-2.193715376636457
,ETH_1m_liq_long_1000k_15m_continuation,N1,ETH,1m,7.0,0.5714,-0.6249,-1.351,-14.85,1.0,,,NONE,4,liq_long_>=$1000k_15m_continuation,1,-2.226
,N5.2_sweep_nan_to_ETH,N5,ETH,,6.0,0.3333333333333333,-0.1563641348142867,-1.2495760142323251,,0.854692032008622,,,none,4,DOWN/0.5,0,-2.249576014232325
,N2-C_neg|ETH|h8h|z1.5,N2-C_neg,ETH,8h_hold,50.0,0.42,-0.7938664256350474,-2.549946767732144,,0.3222363203575469,0.8571428571428571,-0.458732294446993,none,5,OK,0,-2.249946767732144
,ETH_1m_liq_long_500k_5m_reversion,N1,ETH,1m,8.0,0.625,-0.5236,-1.385,-17.06,0.72656,,,NONE,4,liq_long_>=$500k_5m_reversion,1,-2.26
,ETH_5m_pure_sms_atr_trail,N_sms_port,ETH,5m,38165.0,0.4044281409668544,-0.3067735066299492,-2.7147897836892345,-11735.627133199743,5.670118097623096e-307,,-0.3208288952345718,G1,4,,1,-2.2897897836892347
,ETH_15m_sms_ranging_hold3,N_sms_port,ETH,15m,8302.0,0.3994218260660082,-0.3045402413575921,-2.7170539691340982,-2538.027372845746,1.9043383202542731e-75,,-0.3377739684587652,G1,4,,1,-2.2920539691340984
,N2-C_neg|ETH|h1h|z2.0,N2-C_neg,ETH,1h_hold,36.0,0.3888888888888889,-0.2366266139427967,-2.294330080845292,,0.2429849540349096,0.8061938061938062,-0.5068055082311212,none,5,OK,0,-2.294330080845292
,N5.2_sweep_nan_to_SOL,N5,SOL,,115.0,0.3043478260869565,-0.5053120999898371,-2.6242760930559954,,0.0789337972841706,,,none,4,UP/0.2,0,-2.3242760930559956
,N2-C_pos|SOL|h8h|z1.5,N2-C_pos,SOL,8h_hold,27.0,0.4444444444444444,-0.6967731872163156,-2.3330467235823558,,0.7011080384254456,0.7812187812187812,-0.6059453360588684,none,5,OK,0,-2.3330467235823558
,N2-C_neg|BTC|h72h|z1.5,N2-C_neg,BTC,72h_hold,65.0,0.3846153846153846,-2.0143763132261405,-2.633429501552904,,0.08168153394154,0.8991008991008991,-0.4851085236670792,none,5,OK,0,-2.3334295015529043
,N2-cross_to_neg|SOL|h24h|z2.0,N2-cross_to_neg,SOL,24h_hold,178.0,0.4269662921348314,-1.484680341646016,-2.6516995855682595,,0.060649377039278,0.987012987012987,-0.3174246306076594,none,5,OK,0,-2.3516995855682596
,ETH_15m_sms_session_londNy_hold3,N_sms_port,ETH,15m,6515.0,0.4032233307751343,-0.3391240560456279,-2.783469845693041,-2222.580370411464,2.8615878412380388e-55,,-0.3783259125028402,G1,4,,1,-2.3584698456930413
,BTC_5m_pure_sms_signal_flip,N_sms_port,BTC,5m,5894.0,0.4321343739395996,-0.2896649273578722,-2.8099145012231266,-1710.4689362610789,1.9413320063585109e-25,,-0.3237904421850683,G1,4,,1,-2.3849145012231268
,N5.6_xasset_nan_to_AVAXUSDT,N5,AVAXUSDT,,46.0,0.4130434782608695,-0.3314809536024455,-2.384937069148835,,0.31367085831143,,,none,4,UP/0.5,0,-2.384937069148835
,N2-cross_to_pos|BTC|h24h|z2.0,N2-cross_to_pos,BTC,24h_hold,180.0,0.4222222222222222,-1.027732039361213,-2.78725166755492,,0.0438710114539035,0.995004995004995,-0.3216836859426952,G1,5,OK,1,-2.3872516675549202
,SOL_15m_sms_session_asia_hold3,N_sms_port,SOL,15m,4809.0,0.4198378041172801,-0.3062832269081014,-2.8217684247807537,-1479.7272405060646,9.235310301915827e-29,,-0.3463300311038224,G1,4,,1,-2.396768424780754
,N5.2_sweep_nan_to_SOL,N5,SOL,,129.0,0.3565891472868217,-0.2202687188962576,-2.6976405787793425,,0.055807118924142,,,none,4,DOWN/0.2,0,-2.3976405787793427
,N2-C_neg|HYPE|h24h|z1.5,N2-C_neg,HYPE,24h_hold,116.0,0.4741379310344827,-1.821440292947888,-2.714961836739353,,0.6426674253796113,0.957042957042957,-0.3403436805449378,none,5,OK,0,-2.4149618367393533
,BTC_1m_liq_long_500k_15m_continuation,N1,BTC,1m,5.0,0.4,-0.42,-1.548,-6.92,1.0,,,NONE,4,liq_long_>=$500k_15m_continuation,1,-2.423
,N5.2_sweep_nan_to_SOL,N5,SOL,,3.0,0.3333333333333333,-0.2944062034891259,-1.4332006665133417,,0.8900960013673389,,,none,4,UP/1.0,0,-2.4332006665133417
,SOL_1m_liq_long_1000k_5m_reversion,N1,SOL,1m,5.0,0.6,-0.609,-1.573,-16.18,1.0,,,NONE,4,liq_long_>=$1000k_5m_reversion,1,-2.448
,SOL_15m_sms_markov_sized_hold3,N_sms_port,SOL,15m,2526.0,0.4034045922406967,-0.294782167077588,-2.8874582320018587,-757.7399516844275,2.481651467015398e-22,,-0.3488559285770706,G1,4,,1,-2.462458232001859
,N2-C_neg|HYPE|h24h|z2.0,N2-C_neg,HYPE,24h_hold,90.0,0.4888888888888889,-1.8772064804227888,-2.768168839619866,,0.9161288770112904,0.9430569430569432,-0.3681465012040578,none,5,OK,0,-2.468168839619866
,N2-C_neg|SOL|h4h|z1.5,N2-C_neg,SOL,4h_hold,33.0,0.4242424242424242,-0.8278984952542847,-2.4783490961261427,,0.486850241664797,0.8061938061938062,-0.5191608927083226,none,5,OK,0,-2.4783490961261427
,BTC_15m_bos_pure_hold5,N_sms_port,BTC,15m,2047.0,0.3473375671714704,-0.2739982579207239,-2.918090194463389,-562.5609070760255,6.167031429680368e-44,,-0.327094344937039,G1,4,,1,-2.493090194463389
,ETH_5m_pure_sms_hold10,N_sms_port,ETH,5m,38165.0,0.4017031311410978,-0.3025299418845089,-2.795069262918552,-11564.514381342937,0.0,,-0.3161993928359773,none,4,,0,-2.4950692629185522
,ETH_15m_pure_sms_hold3,N_sms_port,ETH,15m,10239.0,0.4001367321027444,-0.327350092656104,-2.9217746336478174,-3363.567958936418,2.468184126398987e-91,,-0.357087805964742,G1,4,,1,-2.4967746336478176
,ETH_15m_15m_liq_AND_1h_liq,N_sms_port,ETH,15m,4240.0,0.4299528301886792,-0.4871740677195191,-2.94565818727387,-2073.247349357053,7.395846564536479e-20,,-0.5543637859953593,G1,4,,1,-2.5206581872738703
,N2-C_neg|BTC|h8h|z2.0,N2-C_neg,BTC,8h_hold,38.0,0.5263157894736842,-0.4428734146136854,-2.645823440465625,,0.8714146793645341,0.8471528471528471,-0.4640558255119295,G3,5,OK,1,-2.545823440465625
,N2-C_neg|HYPE|h72h|z2.0,N2-C_neg,HYPE,72h_hold,90.0,0.4444444444444444,-3.223824397927233,-2.8628268718804204,,0.3428331194207882,0.951048951048951,-0.3787431524021351,none,5,OK,0,-2.5628268718804206
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3076923076923077,-0.8734745521329305,-2.569832011111118,,0.4169234154276942,,,none,4,UP/0.3,0,-2.569832011111118
,N2-C_neg|SOL|h72h|z1.5,N2-C_neg,SOL,72h_hold,33.0,0.5151515151515151,-2.352966428683808,-2.70333052565089,,1.0,0.8441558441558441,-0.5050102665414465,G3,5,OK,1,-2.60333052565089
,ETH_15m_sms_session_asia_hold3,N_sms_port,ETH,15m,4263.0,0.3917429040581749,-0.2881017881421707,-3.109267747740488,-1234.1216380704343,1.272300533308122e-45,,-0.3268405734868007,G1,4,,1,-2.6842677477404884
,SOL_5m_choch_pure_hold5,N_sms_port,SOL,5m,4065.0,0.3790897908979089,-0.2815964750789057,-3.1291721767785083,-1146.8108511949763,4.858218148687966e-54,,-0.3182278472828922,G1,4,,1,-2.7041721767785085
,N2-cross_to_neg|SOL|h8h|z2.0,N2-cross_to_neg,SOL,8h_hold,177.0,0.4519774011299435,-1.1189257143074165,-3.047823951477661,,0.2290215623336579,0.998001998001998,-0.3241050143338853,none,5,OK,0,-2.747823951477661
,SOL_5m_5m_liq_AND_15m_ranging,N_sms_port,SOL,5m,33956.0,0.3947461420662033,-0.2890041099140535,-3.0567911502438707,-9821.518957282997,0.0,,-0.302335852749663,none,4,,0,-2.756791150243871
,SOL_5m_bos_AND_liq_hold5,N_sms_port,SOL,5m,66.0,0.3787878787878788,-0.2289908365761339,-3.062500108992633,-20.49762341199655,0.0640175041372256,,-0.483903443436252,none,4,,0,-2.7625001089926333
,SOL_5m_pure_sms_hold5,N_sms_port,SOL,5m,41173.0,0.3967891579433124,-0.2890315750514639,-3.0730037495787257,-11909.086844175476,0.0,,-0.3010666755064204,none,4,,0,-2.773003749578726
,N2-C_neg|BTC|h4h|z1.5,N2-C_neg,BTC,4h_hold,64.0,0.40625,-0.4956547788811034,-3.075319292508208,,0.1686429114397033,0.934065934065934,-0.4475735971689641,none,5,OK,0,-2.775319292508208
,N2-cross_to_pos|ETH|h24h|z2.0,N2-cross_to_pos,ETH,24h_hold,170.0,0.4117647058823529,-1.6385443794244996,-3.178561169011535,,0.0258443875813417,0.998001998001998,-0.3449833902914347,G1,5,OK,1,-2.7785611690115353
,SOL_1m_liq_long_1000k_15m_continuation,N1,SOL,1m,5.0,0.2,-1.178,-1.905,-15.42,0.375,,,NONE,4,liq_long_>=$1000k_15m_continuation,1,-2.7800000000000002
,SOL_5m_bos_pure_hold5,N_sms_port,SOL,5m,6328.0,0.3542983565107458,-0.3030560636522819,-3.249629887391753,-1927.208784648556,1.8742400189763214e-120,,-0.3330759871622574,G1,4,,1,-2.8246298873917532
,BTC_1m_cascade_5m_reversion,N1,BTC,1m,12.0,0.5833,-0.8216,-1.951,-30.92,0.77441,,,NONE,4,cascade_5+_60s_5m_reversion,1,-2.826
,N2-cross_to_pos|HYPE|h1h|z2.0,N2-cross_to_pos,HYPE,1h_hold,150.0,0.4133333333333333,-0.4646856472817172,-3.263314447644065,,0.0408684938664939,0.995004995004995,-0.3540715739541217,G1,5,OK,1,-2.8633144476440653
,N2-C_neg|HYPE|h72h|z1.5,N2-C_neg,HYPE,72h_hold,116.0,0.4396551724137931,-3.520627184732121,-3.1691812692472303,,0.2272749463316082,0.981018981018981,-0.371194901198275,none,5,OK,0,-2.8691812692472305
,N2-cross_to_pos|ETH|h4h|z2.0,N2-cross_to_pos,ETH,4h_hold,168.0,0.3571428571428571,-0.6902730045413815,-3.281887224930613,,0.0002636516495278,0.996003996003996,-0.3625203967827362,G1,5,OK,1,-2.881887224930613
,N5.6_xasset_nan_to_AVAXUSDT,N5,AVAXUSDT,,46.0,0.4565217391304347,-0.4334099705862276,-2.901196483309484,,0.2215761919582948,,,none,4,UP/0.5,0,-2.901196483309484
,N2-C_neg|SOL|h24h|z1.5,N2-C_neg,SOL,24h_hold,33.0,0.4848484848484848,-2.184416005987393,-2.9364887106522577,,1.0,0.8361638361638362,-0.4799097772610208,none,5,OK,0,-2.9364887106522577
,ETH_1m_liq_long_500k_15m_continuation,N1,ETH,1m,8.0,0.5,-0.8981,-2.064,-14.85,1.0,,,NONE,4,liq_long_>=$500k_15m_continuation,1,-2.939
,N2-C_neg|HYPE|h1h|z1.5,N2-C_neg,HYPE,1h_hold,116.0,0.4051724137931034,-0.6093362958667139,-3.2438560361000364,,0.0507295566828832,0.985014985014985,-0.3828387847096789,none,5,OK,0,-2.9438560361000365
,SOL_1h_bos_AND_liq_hold5,N_sms_port,SOL,1h,8.0,0.375,-0.2125000746946142,-1.9529568721319417,-5.886036117993736,0.7265625,,-1.1295368247639814,none,4,,0,-2.9529568721319417
,ETH_15m_sms_markov_sized_hold3,N_sms_port,ETH,15m,2050.0,0.3370731707317073,-0.3608469043510098,-3.381207299546622,-746.3950345851997,5.468554532456164e-50,,-0.4232919664663965,G1,4,,1,-2.956207299546622
,BTC_15m_15m_liq_AND_1h_liq,N_sms_port,BTC,15m,5816.0,0.3880674002751031,-0.3435672059438511,-3.3928000461731664,-2005.012554687294,8.617439357822243e-66,,-0.3777746968130237,G1,4,,1,-2.9678000461731666
,BTC_15m_sms_regime_trending_hold3,N_sms_port,BTC,15m,24.0,0.25,-0.410043834276875,-3.1192431295550045,-19.67477234906186,0.0226558446884155,,-1.039225362468034,G1,4,,1,-2.9942431295550045
,N2-cross_to_pos|HYPE|h72h|z2.0,N2-cross_to_pos,HYPE,72h_hold,151.0,0.3973509933774834,-3.695295976450756,-3.4524993152327736,,0.0143596428880053,0.996003996003996,-0.375862764328593,G1,5,OK,1,-3.0524993152327737
,ETH_1m_liq_long_1000k_5m_reversion,N1,ETH,1m,7.0,0.5714,-0.8802,-2.206,-17.06,1.0,,,NONE,4,liq_long_>=$1000k_5m_reversion,1,-3.081
,BTC_15m_pure_sms_hold5,N_sms_port,BTC,15m,13706.0,0.3607179337516416,-0.3150081700187815,-3.550847449243275,-4330.390199417127,3.0216671771778883e-236,,-0.3350974435285881,G1,4,,1,-3.1258474492432753
,BTC_1h_pure_sms_hold1,N_sms_port,BTC,1h,2638.0,0.3847611827141774,-0.2966077649789203,-3.5932899332328976,-784.6716484706466,1.6749200624616902e-32,,-0.3370706701188448,G1,4,,1,-3.1682899332328978
,ETH_5m_markov_sized,N9_cyclops_N4_markov_sizing,ETH,5m,713.0,0.3267882187938289,-0.4515187796251768,-3.4786165432382665,-324.46140664948695,,,,n/a,0,lev=1.812061711079944,0,-3.1786165432382667
,N5.2_sweep_nan_to_SOL,N5,SOL,,115.0,0.2260869565217391,-0.6133233000699917,-3.619265349267568,,0.0160178595770768,,,G1,4,UP/0.2,1,-3.1942653492675683
,ETH_5m_bos_pure_hold5,N_sms_port,ETH,5m,6450.0,0.3235658914728682,-0.3079963565351583,-3.6521303003586905,-1988.3953171336905,2.5105110761846096e-180,,-0.3359930020128572,G1,4,,1,-3.2271303003586906
,N2-B|ETH|h4h|z2.0,N2-B,ETH,4h_hold,36.0,0.4166666666666667,-0.701686790790742,-3.230017798249424,,0.4050322461407632,0.8891108891108891,-0.4692567942133445,none,5,OK,0,-3.230017798249424
,ETH_1m_cascade_5m_continuation,N1,ETH,1m,15.0,0.3333,-1.0394,-2.368,-34.41,0.30176,,,NONE,4,cascade_5+_60s_5m_continuation,1,-3.243
,ETH_5m_choch_pure_hold5,N_sms_port,ETH,5m,3931.0,0.3502925464258458,-0.2815144259711079,-3.6773395356859417,-1114.825062343102,1.1220867101114416e-79,,-0.3135265264394046,G1,4,,1,-3.252339535685942
,SOL_15m_pure_sms_hold1,N_sms_port,SOL,15m,11587.0,0.3754207301285924,-0.289940437018604,-3.679951216196885,-3364.198270672357,5.3381608271460924e-160,,-0.3084441158206965,G1,4,,1,-3.254951216196885
,N2-B|ETH|h1h|z1.5,N2-B,ETH,1h_hold,50.0,0.46,-0.4266239355978298,-3.558085513820672,,0.6718110337653656,0.942057942057942,-0.4857782062970569,none,5,OK,0,-3.258085513820672
,ETH_5m_5m_liq_AND_15m_ranging,N_sms_port,ETH,5m,31309.0,0.3618767766456929,-0.2978856246964738,-3.678889939954832,-9329.33571209276,0.0,,-0.3094739152304316,none,4,,0,-3.3788899399548322
,ETH_5m_baseline_lev2,N9_cyclops_N4_markov_sizing,ETH,5m,713.0,0.3267882187938289,-0.5021774796117382,-3.7119538512815207,-359.64309546844885,,,,n/a,0,lev=2.0,0,-3.411953851281521
,ETH_5m_markov_gate,N9_cyclops_N4_markov_sizing,ETH,5m,713.0,0.3267882187938289,-0.5021774796117382,-3.7119538512815207,-359.64309546844885,,,,n/a,0,lev=2.0,0,-3.411953851281521
,N5.2_sweep_nan_to_SOL,N5,SOL,,129.0,0.2635658914728682,-0.2267581529036016,-3.85058308554226,,0.0067253838555136,,,G1,4,DOWN/0.2,1,-3.42558308554226
,BTC_1m_liq_long_250k_5m_reversion,N1,BTC,1m,6.0,0.5,-0.598,-2.577,-10.48,1.0,,,NONE,4,liq_long_>=$250k_5m_reversion,1,-3.452
,ETH_5m_pure_sms_hold5,N_sms_port,ETH,5m,38165.0,0.3632647713873968,-0.3020976120833779,-3.779869841520357,-11533.904716060944,0.0,,-0.3126173322345862,none,4,,0,-3.4798698415203573
,ETH_1h_sms_markov_sized_hold3,N_sms_port,ETH,1h,209.0,0.4688995215311005,-1.0579701066820504,-3.799639855265815,-246.48755231103,0.4065658208520832,,-1.545091217842305,none,4,,0,-3.4996398552658152
,N2-B|ETH|h1h|z2.0,N2-B,ETH,1h_hold,36.0,0.4444444444444444,-0.3633733860572032,-3.523265943412406,,0.617719317029696,0.9000999000999002,-0.599012222608076,none,5,OK,0,-3.523265943412406
,SOL_5m_sms_session_londNy_hold3,N_sms_port,SOL,5m,25357.0,0.370548566470797,-0.2887556372199392,-3.826391846116863,-7325.508849089558,0.0,,-0.3008655212814862,none,4,,0,-3.526391846116863
,BTC_15m_sms_session_londNy_hold3,N_sms_port,BTC,15m,8782.0,0.3453655203826007,-0.3013697775032519,-3.9898824636645305,-2654.4618333200765,1.4295475944960282e-187,,-0.3227953362996357,G1,4,,1,-3.5648824636645307
,SOL_5m_pure_sms_hold3,N_sms_port,SOL,5m,41173.0,0.3671095135161392,-0.2841280681223788,-3.883541631009046,-11703.598369030962,0.0,,-0.2932338371486633,none,4,,0,-3.583541631009046
,N11_pair_nan_to_nan,N11,,,910.0,0.3791208791208791,-0.643222070687253,-4.035824114460123,,4.440892098500626e-14,,,G1,4,DOWN/nan,1,-3.610824114460123
,SOL_5m_sms_ranging_hold3,N_sms_port,SOL,5m,34345.0,0.364507206289125,-0.2840027319094721,-3.916012845897392,-9758.69543428724,0.0,,-0.2941291546206624,none,4,,0,-3.616012845897392
,N5.2_sweep_nan_to_SOL,N5,SOL,,7.0,0.4285714285714285,-1.233760501123811,-2.6664024330494085,,0.6723334043658622,,,none,4,DOWN/0.5,0,-3.6664024330494085
,N2-C_neg|BTC|h8h|z1.5,N2-C_neg,BTC,8h_hold,64.0,0.46875,-0.977852714916811,-3.975826708887285,,0.7079807541347641,0.973026973026973,-0.4483812704528285,none,5,OK,0,-3.675826708887285
,SOL_1m_cascade_5m_continuation,N1,SOL,1m,15.0,0.4667,-1.6394,-2.802,-63.23,1.0,,,NONE,4,cascade_5+_60s_5m_continuation,1,-3.677
,SOL_5m_sms_session_asia_hold3,N_sms_port,SOL,5m,17868.0,0.3582381911797627,-0.2833837678891012,-4.187615648151607,-5066.890111636521,1.7193e-318,,-0.2957574296174841,G1,4,,1,-3.7626156481516073
,N2-C_neg|BTC|h4h|z2.0,N2-C_neg,BTC,4h_hold,38.0,0.3684210526315789,-0.5325864513406459,-3.837182761689601,,0.143306654295884,0.9270729270729272,-0.5871999753139459,none,5,OK,0,-3.837182761689601
,N2-B|BTC|h72h|z2.0,N2-B,BTC,72h_hold,38.0,0.5263157894736842,-3.17432622325955,-3.845012722243897,,0.8714146793645341,0.928071928071928,-0.5318682157221251,none,5,OK,0,-3.845012722243897
,BTC_1m_liq_long_250k_15m_continuation,N1,BTC,1m,6.0,0.3333,-0.7797,-3.084,-9.5,0.6875,,,NONE,4,liq_long_>=$250k_15m_continuation,1,-3.959
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3461538461538461,-1.3371543694116736,-3.969012031518032,,0.2140739943500964,,,none,4,DOWN/0.3,0,-3.969012031518032
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.2980769230769231,-0.2546629455236868,-4.398191380753403,,0.0056709373438146,,,G1,4,DOWN/0.2,1,-3.973191380753403
,BTC_5m_pure_sms_atr_trail,N_sms_port,BTC,5m,54500.0,0.3568807339449541,-0.2896657368230613,-4.286053006771097,-15790.062325757835,0.0,,-0.2972253156900126,none,4,,0,-3.9860530067710975
,N2-cross_to_neg|BTC|h1h|z2.0,N2-cross_to_neg,BTC,1h_hold,178.0,0.3707865168539326,-0.3025783455898182,-4.388954964583264,,0.0006997800306862,1.0,-0.4348584543046028,G1,5,OK,1,-3.9889549645832645
,SOL_1m_liq_long_250k_5m_continuation,N1,SOL,1m,7.0,0.4286,-1.5827,-3.123,-28.5,1.0,,,NONE,4,liq_long_>=$250k_5m_continuation,1,-3.998
,BTC_4h_markov_sized,N9_cyclops_N4_markov_sizing,BTC,4h,31.0,0.3870967741935484,-2.516651797292571,-4.008185999001541,-88.10176368808088,,,,n/a,0,lev=1.967741935483871,0,-4.008185999001541
,BTC_5m_pure_sms_hold10,N_sms_port,BTC,5m,54500.0,0.3267889908256881,-0.290130780476803,-4.32230523478144,-15824.506051103575,0.0,,-0.2978738375060299,none,4,,0,-4.02230523478144
,BTC_1m_liq_long_100k_5m_continuation,N1,BTC,1m,8.0,0.375,-0.8193,-3.172,-12.24,0.72656,,,NONE,4,liq_long_>=$100k_5m_continuation,1,-4.047000000000001
,BTC_15m_choch_pure_hold5,N_sms_port,BTC,15m,1326.0,0.3469079939668175,-0.3952721689012035,-4.539397208585898,-523.9233686006218,3.6094425742957036e-29,,-0.457587580419274,G1,4,,1,-4.114397208585898
,N2-C_neg|BTC|h24h|z1.5,N2-C_neg,BTC,24h_hold,64.0,0.390625,-1.6696066881561973,-4.419192889420971,,0.1034218783160808,0.983016983016983,-0.5358439361495084,none,5,OK,0,-4.1191928894209715
,BTC_15m_pure_sms_hold3,N_sms_port,BTC,15m,13706.0,0.3310958704217131,-0.3104624874772742,-4.424816705016027,-4260.139144139405,0.0,,-0.3262197557682013,none,4,,0,-4.124816705016027
,N5.2_sweep_nan_to_ETH,N5,ETH,,104.0,0.2692307692307692,-0.3645752404149976,-4.6010607443178095,,0.0038663046671105,,,G1,4,UP/0.2,1,-4.17606074431781
,BTC_15m_sms_ranging_hold3,N_sms_port,BTC,15m,11379.0,0.3232269970999209,-0.3212182716830136,-4.609547231291312,-3658.937050601913,7.154574e-318,,-0.337503019276964,G1,4,,1,-4.184547231291313
,N2-cross_to_pos|ETH|h1h|z2.0,N2-cross_to_pos,ETH,1h_hold,167.0,0.3173652694610778,-0.548100249048236,-4.596244926846056,,2.692987435805149e-06,1.0,-0.4654368555209217,G1,5,OK,1,-4.196244926846057
,ETH_15m_pure_sms_hold1,N_sms_port,ETH,15m,10239.0,0.3369469674772927,-0.304557432264858,-4.63376915035649,-3120.390614095809,5.075857479119843e-243,,-0.3217862532459246,G1,4,,1,-4.20876915035649
,N11_pair_nan_to_nan,N11,,,1068.0,0.3342696629213483,-0.7414430975380583,-4.531918493186152,,0.0,,,none,4,UP/nan,0,-4.231918493186152
,N2-cross_to_pos|SOL|h1h|z2.0,N2-cross_to_pos,SOL,1h_hold,177.0,0.3389830508474576,-0.4946541978599216,-4.683982848213137,,2.1995286919066575e-05,0.999000999000999,-0.4597220126389507,G1,5,OK,1,-4.283982848213138
,ETH_5m_sms_session_londNy_hold3,N_sms_port,ETH,5m,23188.0,0.3358633776091081,-0.3014698365569795,-4.585335932921272,-6992.458146727337,0.0,,-0.3124177723077322,none,4,,0,-4.285335932921273
,BTC_4h_baseline_lev2,N9_cyclops_N4_markov_sizing,BTC,4h,31.0,0.3870967741935484,-2.7425669515613293,-4.291807955726309,-102.1085032527439,,,,n/a,0,lev=2.0,0,-4.291807955726309
,BTC_4h_markov_gate,N9_cyclops_N4_markov_sizing,BTC,4h,31.0,0.3870967741935484,-2.7425669515613293,-4.291807955726309,-102.1085032527439,,,,n/a,0,lev=2.0,0,-4.291807955726309
,N2-C_pos|SOL|h1h|z1.5,N2-C_pos,SOL,1h_hold,27.0,0.4444444444444444,-0.5680786386161198,-4.299545140874533,,0.7011080384254456,0.904095904095904,-0.6538645676995127,none,5,OK,0,-4.299545140874533
,BTC_5m_markov_sized,N9_cyclops_N4_markov_sizing,BTC,5m,537.0,0.3221601489757914,-0.6353509473453187,-4.600825278537974,-342.75654463961826,,,,n/a,0,lev=1.8435754189944131,0,-4.300825278537975
,ETH_15m_bos_AND_liq_hold5,N_sms_port,ETH,15m,20.0,0.5,-0.9628349353860384,-4.301463327069742,-24.2820910089297,1.0,,-2.463216284793168,none,4,,0,-4.301463327069742
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3076923076923077,-1.0316708210897767,-4.4063436101315725,,0.1693022154455157,,,none,4,DOWN/0.3,0,-4.4063436101315725
,ETH_1m_liq_long_250k_5m_continuation,N1,ETH,1m,9.0,0.3333,-1.5931,-3.562,-21.32,0.50781,,,NONE,4,liq_long_>=$250k_5m_continuation,1,-4.436999999999999
,ETH_1m_liq_long_100k_5m_continuation,N1,ETH,1m,9.0,0.3333,-1.5931,-3.562,-21.32,0.50781,,,NONE,4,liq_long_>=$100k_5m_continuation,1,-4.436999999999999
,N2-B|SOL|h1h|z1.5,N2-B,SOL,1h_hold,33.0,0.3636363636363636,-0.6841060755313759,-4.457634239897402,,0.1627556574530899,0.9370629370629372,-0.5987120676215006,none,5,OK,0,-4.457634239897402
,ETH_5m_pure_sms_hold3,N_sms_port,ETH,5m,38165.0,0.3278134416350059,-0.3010505412078668,-4.757992534809208,-11491.260668734569,0.0,,-0.3089787577214853,none,4,,0,-4.457992534809208
,BTC_1m_cascade_15m_continuation,N1,BTC,1m,12.0,0.3333,-1.9183,-3.589,-45.68,0.3877,,,NONE,4,cascade_5+_60s_15m_continuation,1,-4.464
,N5.2_sweep_nan_to_ETH,N5,ETH,,24.0,0.2916666666666667,-1.1831827311742182,-4.469896255747619,,0.1810250005545617,,,none,4,DOWN/0.3,0,-4.469896255747619
,N5.2_sweep_nan_to_ETH,N5,ETH,,6.0,0.3333333333333333,-1.626333361025759,-3.496290325147404,,0.6126971391347034,,,none,4,DOWN/0.5,0,-4.496290325147404
,BTC_5m_markov_gate,N9_cyclops_N4_markov_sizing,BTC,5m,537.0,0.3221601489757914,-0.6858542046058286,-4.797758655810882,-380.3278865178023,,,,n/a,0,lev=2.0,0,-4.497758655810882
,BTC_5m_baseline_lev2,N9_cyclops_N4_markov_sizing,BTC,5m,537.0,0.3221601489757914,-0.6858542046058286,-4.797758655810882,-380.3278865178023,,,,n/a,0,lev=2.0,0,-4.497758655810882
,ETH_5m_sms_ranging_hold3,N_sms_port,ETH,5m,31797.0,0.3214139698713715,-0.3040676018829486,-4.827043753472608,-9668.71560936836,0.0,,-0.3129630759898291,none,4,,0,-4.527043753472608
,N2-B|BTC|h1h|z2.0,N2-B,BTC,1h_hold,38.0,0.3157894736842105,-0.4129287088164848,-4.63816169360928,,0.0335524396796245,0.944055944055944,-0.8226271051183679,G1,5,OK,1,-4.538161693609281
,N11_pair_nan_to_nan,N11,,,911.0,0.3282107574094401,-0.5507670400784942,-4.969325439704092,,0.0,,,none,4,DOWN/nan,0,-4.669325439704092
,N11_inv_nan_to_nan,N11_inverse,,,1069.0,0.2787652011225444,-0.5272092231829446,-4.988435323511062,,0.0,,,none,4,UP/nan,0,-4.6884353235110625
,ETH_1m_liq_long_1000k_30m_continuation,N1,ETH,1m,7.0,0.4286,-1.8159,-3.888,-19.51,1.0,,,NONE,4,liq_long_>=$1000k_30m_continuation,1,-4.763
,N2-C_neg|SOL|h8h|z1.5,N2-C_neg,SOL,8h_hold,33.0,0.4242424242424242,-1.6643780626131062,-4.837822622740669,,0.486850241664797,0.9370629370629372,-0.6235920547018508,none,5,OK,0,-4.837822622740669
,SOL_1m_liq_long_100k_5m_continuation,N1,SOL,1m,8.0,0.375,-1.8925,-3.969,-28.5,0.72656,,,NONE,4,liq_long_>=$100k_5m_continuation,1,-4.843999999999999
