source,strategy_id,family,asset,tf,n_trades,win_rate,avg_pnl_usd,total_pnl_usd,sharpe_ann,oos_sharpe_ann,calmar,max_dd_usd,profit_factor,avg_bars_held,avg_fees,avg_funding,perm_p,gates_passed,beats_bh,notes,rank_score
,D1|SOL|z2.0|h168h|zwin90d|zero_fund|atr0,D1,SOL,h168,80,0.775,8.986188021898224,718.8950417518579,12.017845256727735,39.19702969929566,,,,,0.225,-0.1529587462499796,0.0009990009990009,7/7,,z=2.0,39.19702969929566
,D1|SOL|z2.5|h72h|zwin90d|zero_fund|atr0,D1,SOL,h72,50,0.46,1.4843591252766393,74.21795626383197,2.307562605153327,38.85429586330581,,,,,0.225,-0.1543606814999832,0.1698301698301698,1/7,,z=2.5,38.85429586330581
,D1|SOL|z3.0|h72h|zwin90d|zero_fund|atr0,D1,SOL,h72,35,0.4,0.9143691977653836,32.00292192178843,1.5134376317360916,36.06197126662556,,,,,0.2249999999999999,-0.1976865321428379,0.2987012987012987,1/7,,z=3.0,36.06197126662556
,D1|SOL|z2.0|h168h|zwin60d|term_next|atr0,D1,SOL,h168,61,0.8360655737704918,8.72263031082304,532.0804489602054,12.246182387597647,36.04138087563084,,,,,0.225,-0.2386122204917803,0.0009990009990009,7/7,,z=2.0,36.04138087563084
,D1|SOL|z2.5|h72h|zwin90d|term_next|atr0,D1,SOL,h72,41,0.4146341463414634,1.132615233102347,46.437224557196224,1.8628066733990625,36.03585697477669,,,,,0.2249999999999999,-0.1970643170731515,0.2217782217782218,1/7,,z=2.5,36.03585697477669
,D1|SOL|z3.0|h72h|zwin60d|zero_fund|atr0,D1,SOL,h72,33,0.3939393939393939,0.7047516634527242,23.2568048939399,1.159362231392948,34.5196497218573,,,,,0.225,-0.1980229909090717,0.3566433566433566,1/7,,z=3.0,34.5196497218573
,D1|SOL|z2.0|h72h|zwin90d|term_next|atr0,D1,SOL,h72,69,0.4927536231884058,1.768789337481443,122.04646428621956,2.718520231905542,31.86482792052551,,,,,0.225,-0.1508205333333186,0.0869130869130869,1/7,,z=2.0,31.86482792052551
,D1|SOL|z2.5|h168h|zwin60d|fund30davg|atr0,D1,SOL,h168,75,0.8133333333333334,7.845436374245984,588.4077280684488,11.294104220243348,30.26113835945276,,,,,0.2250000000000001,-0.1339525706666448,0.0009990009990009,7/7,,z=2.5,30.26113835945276
,D1|SOL|z2.5|h168h|zwin30d|fund30davg|atr0,D1,SOL,h168,61,0.7213114754098361,7.237621945332153,441.4949386652613,9.711083382576197,30.242110364994783,,,,,0.225,-0.1119348840163747,0.0009990009990009,7/7,,z=2.5,30.242110364994783
,D1|SOL|z3.0|h168h|zwin7d|fund30davg|atr0,D1,SOL,h168,32,0.75,7.0456828505540425,225.46185121772936,9.469039080620448,29.591159448394865,,,,,0.225,-0.2005375476562315,0.0029970029970029,7/7,,z=3.0,29.591159448394865
,D1|SOL|z2.0|h168h|zwin60d|zero_fund|atr0,D1,SOL,h168,100,0.77,7.25163223199902,725.163223199902,10.178661595329189,29.10018472714188,,,,,0.2250000000000001,-0.116976335749982,0.0009990009990009,7/7,,z=2.0,29.10018472714188
,D1|SOL|z2.5|h168h|zwin30d|zero_fund|atr0,D1,SOL,h168,56,0.6964285714285714,6.372005057069117,356.83228319587056,8.253521863918722,28.69459010720261,,,,,0.225,-0.1783171308035538,0.0019980019980019,7/7,,z=2.5,28.69459010720261
,D1|SOL|z1.5|h168h|zwin90d|term_next|atr0,D1,SOL,h168,145,0.6689655172413793,5.725418128080506,830.1856285716733,6.963489372117557,26.89974527836904,,,,,0.225,-0.1591539422413616,0.0009990009990009,7/7,,z=1.5,26.89974527836904
,D1|SOL|z2.5|h168h|zwin30d|term_next|atr0,D1,SOL,h168,48,0.5625,3.88149518839784,186.31176904309632,4.588654400223257,24.717185816891416,,,,,0.225,-0.4441124619791512,0.0309690309690309,5/7,,z=2.5,24.717185816891416
,D1|SOL|z2.0|h168h|zwin90d|fund30davg|atr0,D1,SOL,h168,145,0.696551724137931,4.959027678429757,719.0590133723147,5.509794961509958,24.51102940567472,,,,,0.225,-0.1161033610344647,0.0009990009990009,5/7,,z=2.0,24.51102940567472
,D1|SOL|z2.0|h168h|zwin30d|term_next|atr0,D1,SOL,h168,84,0.5357142857142857,2.641038994974351,221.8472755778455,3.015035163777415,21.89270194422301,,,,,0.2250000000000001,-0.3744915101190341,0.0439560439560439,2/7,,z=2.0,21.89270194422301
,D1|BTC|z2.5|h168h|zwin30d|term_next|atr0,D1,BTC,h168,31,0.6774193548387096,4.441038086757981,137.67218068949742,7.747015531504714,19.869419128338464,,,,,0.2249999999999999,-0.096564573387097,0.0139860139860139,5/7,,z=2.5,19.869419128338464
,D1|SOL|z2.5|h168h|zwin7d|zero_fund|atr0,D1,SOL,h168,59,0.7288135593220338,5.588472815474542,329.719896112998,6.770769669410391,16.592037172635674,,,,,0.225,-0.1931853436440564,0.0009990009990009,7/7,,z=2.5,16.592037172635674
,D1|SOL|z2.5|h168h|zwin7d|term_next|atr0,D1,SOL,h168,51,0.6274509803921569,2.799870997585364,142.79342087685356,3.12240645943894,15.721014757733322,,,,,0.225,-0.5056702524509694,0.0799200799200799,3/7,,z=2.5,15.721014757733322
,D4|BTC|zbasis1.5|fz1.5|h72h,D4,BTC,h72,34,0.7941176470588235,4.6226306169004125,157.16944097461402,7.085348045363917,14.838309380917378,,,,,0.2249999999999999,-0.0492772411764707,0.0109890109890109,6/7,,z=1.5,14.838309380917378
,D1|SOL|z1.5|h168h|zwin90d|zero_fund|atr0,D1,SOL,h168,189,0.6349206349206349,3.290400198447706,621.8856375066164,3.548936994494063,14.719501752523316,,,,,0.2250000000000001,-0.0725448132274981,0.0009990009990009,5/7,,z=1.5,14.719501752523316
,D1|SOL|z2.0|h168h|zwin60d|fund30davg|atr0,D1,SOL,h168,156,0.6666666666666666,3.353782198845104,523.1900230198362,3.7805350132691222,14.224190972443774,,,,,0.225,-0.0453844825320342,0.0029970029970029,4/7,,z=2.0,14.224190972443774
,D1|SOL|z2.5|h168h|zwin7d|fund30davg|atr0,D1,SOL,h168,65,0.6307692307692307,4.283179362075828,278.4066585349288,5.463431740941949,14.05731911803086,,,,,0.225,-0.2452150996153723,0.0029970029970029,7/7,,z=2.5,14.05731911803086
,D1|BTC|z2.0|h168h|zwin90d|term_next|atr0,D1,BTC,h168,53,0.7735849056603774,6.296649810465516,333.7224399546724,10.849293439928726,13.264179732738356,,,,,0.2249999999999999,-0.0280196240566041,0.0009990009990009,6/7,,z=2.0,13.264179732738356
,D1|SOL|z2.5|h72h|zwin14d|term_next|atr0,D1,SOL,h72,50,0.7,7.750293231808057,387.51466159040285,10.454633968420394,11.778478035775125,,,,,0.225,-0.2388319994999925,0.0009990009990009,7/7,,z=2.5,11.778478035775125
,D2-CONTR|BTC|z1.5|h168h|zwin60d,D2-CONTR,BTC,h168,58,0.7068965517241379,6.345064387412155,368.013734469905,11.047757831906427,11.62881075208073,,,,,0.225,-0.0092809185344832,0.0009990009990009,6/7,,z=1.5,11.62881075208073
,D1|ETH|z2.5|h168h|zwin30d|term_next|atr0,D1,ETH,h168,56,0.6071428571428571,3.7958521996224985,212.56772317885992,4.189648951424956,10.882595538448395,,,,,0.225,-0.0835980450892855,0.0289710289710289,2/7,,z=2.5,10.882595538448395
,D4|BTC|zbasis1.5|fz1.5|h24h,D4,BTC,h24,33,0.696969696969697,2.3488218905419056,77.51112238788288,6.650606268774383,10.402628737563129,,,,,0.225,-0.042953775,0.0169830169830169,6/7,,z=1.5,10.402628737563129
,D1|SOL|z3.0|h48h|zwin90d|term_next|atr1,D1,SOL,h48,30,0.7333333333333333,1.2922866130695878,38.76859839208763,8.611231936224177,9.974072670960192,,,,,0.2249999999999999,-0.0386583008333296,0.0029970029970029,7/7,,z=3.0,9.974072670960192
,D1|SOL|z1.5|h168h|zwin60d|term_next|atr0,D1,SOL,h168,181,0.6022099447513812,3.201631559449108,579.4953122602885,3.950976534257525,9.78502128282687,,,,,0.2250000000000001,-0.1148971258287127,0.0019980019980019,5/7,,z=1.5,9.78502128282687
,D1|BTC|z2.5|h72h|zwin30d|term_next|atr0,D1,BTC,h72,34,0.7352941176470589,3.6908584523587007,125.48918738019584,8.358003293438868,9.291000207387729,,,,,0.2249999999999999,-0.1004321316176469,0.0069930069930069,7/7,,z=2.5,9.291000207387729
,D1|BTC|z2.5|h72h|zwin60d|zero_fund|atr0,D1,BTC,h72,31,0.6451612903225806,3.6213664231586655,112.26235911791866,7.491588987586013,9.061276017161587,,,,,0.2249999999999999,-0.0618472830645159,0.0119880119880119,6/7,,z=2.5,9.061276017161587
,D1|ETH|z2.5|h168h|zwin14d|term_next|atr0,D1,ETH,h168,63,0.6825396825396826,5.326249901746023,335.55374380999945,6.690082104031316,8.996231262691785,,,,,0.2249999999999999,-0.0155822702380949,0.0019980019980019,6/7,,z=2.5,8.996231262691785
,D1|SOL|z2.5|h168h|zwin14d|zero_fund|atr0,D1,SOL,h168,52,0.6153846153846154,5.030001282434925,261.5600666866161,6.089894045267451,8.983283168004464,,,,,0.2249999999999999,-0.1836219701922977,0.0059940059940059,6/7,,z=2.5,8.983283168004464
,D1|SOL|z2.5|h72h|zwin14d|zero_fund|atr0,D1,SOL,h72,52,0.6538461538461539,6.264326397436038,325.744972666674,8.766714671775212,8.849708029510657,,,,,0.2249999999999999,-0.1381905211538394,0.0009990009990009,7/7,,z=2.5,8.849708029510657
,D1|BTC|z2.0|h168h|zwin60d|term_next|atr0,D1,BTC,h168,59,0.7288135593220338,5.154154626701721,304.0951229754015,8.626643676786504,8.814288274567009,,,,,0.225,-0.0351535720338985,0.0009990009990009,6/7,,z=2.0,8.814288274567009
,D1|SOL|z2.0|h168h|zwin30d|zero_fund|atr0,D1,SOL,h168,118,0.6440677966101694,3.829639946691361,451.8975137095806,4.641255115351404,8.622195082628187,,,,,0.2250000000000001,-0.1422727802965968,0.0019980019980019,4/7,,z=2.0,8.622195082628187
,D2-CONTR|BTC|z1.5|h168h|zwin14d,D2-CONTR,BTC,h168,79,0.6835443037974683,4.491872756292063,354.85794774707296,6.423375261426705,8.486459501137551,,,,,0.2250000000000001,-0.0219417243670889,0.0009990009990009,6/7,,z=1.5,8.486459501137551
,D1|SOL|z3.0|h168h|zwin90d|zero_fund|atr1,D1,SOL,h168,35,0.6571428571428571,0.9401902704442044,32.90665946554715,6.090076640837894,8.44720791128728,,,,,0.2249999999999999,-0.038258578571425,0.0159840159840159,6/7,,z=3.0,8.44720791128728
,D1|SOL|z3.0|h48h|zwin90d|zero_fund|atr1,D1,SOL,h48,35,0.6571428571428571,0.9401902704442044,32.90665946554715,6.090076640837894,8.44720791128728,,,,,0.2249999999999999,-0.038258578571425,0.0159840159840159,6/7,,z=3.0,8.44720791128728
,D1|SOL|z3.0|h72h|zwin90d|zero_fund|atr1,D1,SOL,h72,35,0.6571428571428571,0.9401902704442044,32.90665946554715,6.090076640837894,8.44720791128728,,,,,0.2249999999999999,-0.038258578571425,0.0159840159840159,6/7,,z=3.0,8.44720791128728
,D2-CONTR|BTC|z1.5|h168h|zwin30d,D2-CONTR,BTC,h168,59,0.6271186440677966,4.697837982480237,277.172440966334,8.254052041553626,8.41531321386339,,,,,0.225,-0.0076673360169495,0.0009990009990009,5/7,,z=1.5,8.41531321386339
,D1|SOL|z3.0|h48h|zwin30d|fund30davg|atr1,D1,SOL,h48,30,0.8,0.9928702188649138,29.786106565947414,7.553136558447972,8.41376411320807,,,,,0.2249999999999999,-0.029913461666664,0.0039960039960039,7/7,,z=3.0,8.41376411320807
,D1|SOL|z3.0|h72h|zwin30d|fund30davg|atr1,D1,SOL,h72,30,0.8,0.9192055239955178,27.576165719865536,7.079578156070746,8.300963675983324,,,,,0.2249999999999999,-0.0316561699999972,0.0059940059940059,7/7,,z=3.0,8.300963675983324
,D2-CONTR|HYPE|z2.0|h168h|zwin60d,D2-CONTR,HYPE,h168,73,0.547945205479452,10.17370350933424,742.6803561813994,6.55414360958861,8.268745406015226,,,,,0.225,0.1910132455479508,0.0009990009990009,5/7,,z=2.0,8.268745406015226
,D1|BTC|z2.0|h168h|zwin30d|term_next|atr0,D1,BTC,h168,81,0.6666666666666666,4.032650355860581,326.6446788247071,6.877465117214536,8.25558027230197,,,,,0.225,-0.0433171820987656,0.0009990009990009,6/7,,z=2.0,8.25558027230197
,D2-CONTR|ETH|z2.0|h168h|zwin30d,D2-CONTR,ETH,h168,32,0.5625,3.2089734228281594,102.6871495305011,3.95425238101366,8.102686780554686,,,,,0.225,-0.0274636828125,0.0829170829170829,1/7,,z=2.0,8.102686780554686
,D1|SOL|z3.0|h24h|zwin90d|term_next|atr1,D1,SOL,h24,35,0.6571428571428571,0.8602117761083697,30.10741216379294,6.217192302109155,8.095738294270081,,,,,0.2249999999999999,-0.0388946207142821,0.0159840159840159,6/7,,z=3.0,8.095738294270081
,D1|SOL|z3.0|h24h|zwin90d|zero_fund|atr1,D1,SOL,h24,35,0.6571428571428571,0.8602117761083697,30.10741216379294,6.217192302109155,8.095738294270081,,,,,0.2249999999999999,-0.0388946207142821,0.0159840159840159,6/7,,z=3.0,8.095738294270081
,D2-CONTR|BTC|z2.0|h168h|zwin30d,D2-CONTR,BTC,h168,32,0.65625,5.03258030657868,161.04256981051776,7.747596206592703,7.992242452140084,,,,,0.225,-0.0049153929687504,0.0059940059940059,5/7,,z=2.0,7.992242452140084
,D1|SOL|z2.0|h72h|zwin14d|term_next|atr0,D1,SOL,h72,115,0.6521739130434783,4.979439151178324,572.6355023855073,6.707261760476459,7.761293765088957,,,,,0.2250000000000001,-0.2008076902173851,0.0009990009990009,4/7,,z=2.0,7.761293765088957
,D1|BTC|z2.5|h72h|zwin30d|zero_fund|atr0,D1,BTC,h72,39,0.6923076923076923,3.327836615932358,129.78562802136196,7.023496428133949,7.759952279538868,,,,,0.2249999999999999,-0.0751561237179486,0.0029970029970029,7/7,,z=2.5,7.759952279538868
,D1|SOL|z2.5|h168h|zwin14d|fund30davg|atr1,D1,SOL,h168,51,0.7647058823529411,0.9804576504936992,50.00334017517866,5.9755151881603945,7.711127680189048,,,,,0.225,-0.0272015745098027,0.0069930069930069,7/7,,z=2.5,7.711127680189048
,D1|SOL|z2.5|h72h|zwin90d|term_next|atr1,D1,SOL,h72,41,0.6585365853658537,0.8200503322199667,33.62206362101863,5.590022166214675,7.689632536175643,,,,,0.2249999999999999,-0.0357994499999966,0.0159840159840159,6/7,,z=2.5,7.689632536175643
,D1|SOL|z3.0|h168h|zwin60d|fund30davg|atr1,D1,SOL,h168,42,0.7142857142857143,0.9976062185353136,41.89946117848317,6.550158485323847,7.558289333096485,,,,,0.2249999999999999,-0.035025470238092,0.0049950049950049,7/7,,z=3.0,7.558289333096485
,D1|BTC|z1.5|h168h|zwin90d|term_next|atr0,D1,BTC,h168,159,0.6729559748427673,4.768538328745273,758.1975942704985,7.442001130540654,7.541772278283446,,,,,0.2250000000000001,-0.0165566594339624,0.0009990009990009,6/7,,z=1.5,7.541772278283446
,D1|SOL|z3.0|h24h|zwin30d|fund30davg|atr1,D1,SOL,h24,30,0.8,0.783346221920134,23.50038665760402,7.419433636881531,7.535065069260624,,,,,0.2249999999999999,-0.0293721283333309,0.0079920079920079,7/7,,z=3.0,7.535065069260624
,D1|SOL|z2.5|h72h|zwin14d|fund30davg|atr1,D1,SOL,h72,50,0.74,0.9569224631705024,47.84612315852512,5.711762915901914,7.503830479916499,,,,,0.225,-0.0255930004999989,0.0079920079920079,7/7,,z=2.5,7.503830479916499
,D1|ETH|z2.0|h168h|zwin14d|term_next|atr0,D1,ETH,h168,109,0.6513761467889908,3.2573748764037926,355.0538615280134,3.965362667825989,7.428905653526908,,,,,0.2250000000000001,-0.0856251559633027,0.0079920079920079,4/7,,z=2.0,7.428905653526908
,D1|BTC|z2.5|h48h|zwin14d|term_next|atr1,D1,BTC,h48,41,0.5853658536585366,1.1079068998452204,45.424182893654034,7.158781472366309,7.306665671907578,,,,,0.2249999999999999,-0.0172159030487804,0.0059940059940059,6/7,,z=2.5,7.306665671907578
,D1|SOL|z3.0|h72h|zwin90d|fund30davg|atr1,D1,SOL,h72,42,0.6666666666666666,0.7112467464265416,29.872363349914743,4.743579117573402,7.303340115073198,,,,,0.2249999999999999,-0.0373139369047585,0.0349650349650349,6/7,,z=3.0,7.303340115073198
,D1|SOL|z3.0|h48h|zwin90d|fund30davg|atr1,D1,SOL,h48,41,0.6585365853658537,0.6931204872986007,28.41793997924263,4.5727643127010165,7.250511043215236,,,,,0.2249999999999999,-0.0378429353658502,0.0399600399600399,4/7,,z=3.0,7.250511043215236
,D1|SOL|z2.0|h168h|zwin14d|term_next|atr0,D1,SOL,h168,100,0.56,3.4886278486027718,348.86278486027715,4.305838422845271,7.216351798192361,,,,,0.2250000000000001,-0.3781638552499914,0.0019980019980019,6/7,,z=2.0,7.216351798192361
,D1|SOL|z2.5|h168h|zwin60d|fund30davg|atr1,D1,SOL,h168,75,0.68,0.834709675622556,62.6032256716917,5.911408877619024,7.196044714552184,,,,,0.2250000000000001,-0.0265051463333309,0.0029970029970029,7/7,,z=2.5,7.196044714552184
,D1|SOL|z2.5|h48h|zwin14d|fund30davg|atr0,D1,SOL,h48,52,0.6153846153846154,4.812922387793522,250.27196416526317,7.505788765944304,7.102491120894552,,,,,0.2249999999999999,-0.1347295081730719,0.0009990009990009,6/7,,z=2.5,7.102491120894552
,D1|ETH|z2.5|h24h|zwin60d|term_next|atr0,D1,ETH,h24,30,0.6,0.2816235118193834,8.448705354581504,0.5652537057113427,7.05212131769007,,,,,0.2249999999999999,-0.0612652050000001,0.4095904095904096,1/7,,z=2.5,7.05212131769007
,D1|BTC|z2.5|h24h|zwin30d|term_next|atr0,D1,BTC,h24,38,0.6578947368421053,1.7323960144751642,65.83104855005624,6.834726619832818,7.046581331600429,,,,,0.2249999999999999,-0.0579801934210525,0.0129870129870129,6/7,,z=2.5,7.046581331600429
,D1|BTC|z2.5|h24h|zwin60d|zero_fund|atr0,D1,BTC,h24,31,0.6774193548387096,1.916357093813716,59.40706990822519,7.347079332252978,6.991063019890974,,,,,0.2249999999999999,-0.0413708290322579,0.0089910089910089,6/7,,z=2.5,6.991063019890974
,D1|SOL|z2.5|h48h|zwin90d|term_next|atr1,D1,SOL,h48,43,0.6511627906976745,0.7074885163796152,30.42200620432345,4.765144747452891,6.93475339246688,,,,,0.2249999999999999,-0.0364739453488338,0.0299700299700299,5/7,,z=2.5,6.93475339246688
,D1|SOL|z2.5|h48h|zwin14d|zero_fund|atr0,D1,SOL,h48,52,0.6153846153846154,4.554409220594814,236.82927947093037,7.916706718241873,6.910291885601333,,,,,0.2249999999999999,-0.1160075240384568,0.0009990009990009,6/7,,z=2.5,6.910291885601333
,D1|SOL|z3.0|h24h|zwin90d|fund30davg|atr1,D1,SOL,h24,40,0.65,0.7020776371088759,28.08310548435504,5.247635396521873,6.893487681196917,,,,,0.225,-0.0369867406249967,0.0189810189810189,6/7,,z=3.0,6.893487681196917
,D1|SOL|z2.0|h72h|zwin7d|term_next|atr0,D1,SOL,h72,129,0.6434108527131783,5.052470411657548,651.7686831038236,6.682103580889847,6.867920837653887,,,,,0.225,-0.1696304370154989,0.0009990009990009,6/7,,z=2.0,6.867920837653887
,D1|BTC|z1.5|h168h|zwin60d|term_next|atr0,D1,BTC,h168,173,0.6647398843930635,4.429379818087594,766.2827085291538,7.015829199647921,6.841948608056662,,,,,0.225,-0.0226214682080926,0.0009990009990009,6/7,,z=1.5,6.841948608056662
,D1|ETH|z3.0|h168h|zwin7d|term_next|atr1,D1,ETH,h168,31,0.6451612903225806,1.2234449104740457,37.92679222469542,4.418847226411915,6.785510189029729,,,,,0.2249999999999999,-0.0213139475806451,0.0669330669330669,1/7,,z=3.0,6.785510189029729
,D2-CONTR|HYPE|z1.5|h168h|zwin14d,D2-CONTR,HYPE,h168,120,0.525,9.19662214785132,1103.5946577421585,5.8331316581433885,6.773768562423413,,,,,0.225,0.2052903354166701,0.0019980019980019,5/7,,z=1.5,6.773768562423413
,D1|SOL|z2.5|h72h|zwin14d|fund30davg|atr0,D1,SOL,h72,50,0.62,5.305335840570767,265.2667920285384,7.092147135759895,6.731621832292224,,,,,0.225,-0.1684818334999921,0.0019980019980019,6/7,,z=2.5,6.731621832292224
,D1|SOL|z2.5|h8h|zwin14d|zero_fund|atr0,D1,SOL,h8,52,0.5769230769230769,1.6381512009347148,85.18386244860517,6.026214476363031,6.725586013467139,,,,,0.2249999999999999,-0.0361958283653837,0.0039960039960039,6/7,,z=2.5,6.725586013467139
,D1|SOL|z2.5|h168h|zwin14d|fund30davg|atr0,D1,SOL,h168,51,0.5882352941176471,3.589619785461896,183.0706090585567,4.712585295009239,6.652647985290707,,,,,0.225,-0.2287061857843008,0.0169830169830169,3/7,,z=2.5,6.652647985290707
,D1|SOL|z2.5|h168h|zwin14d|zero_fund|atr1,D1,SOL,h168,52,0.6730769230769231,0.7583694132209099,39.43520948748731,4.799207771809725,6.63978859995234,,,,,0.2249999999999999,-0.0203086173076912,0.0179820179820179,7/7,,z=2.5,6.63978859995234
,D1|SOL|z2.5|h72h|zwin14d|zero_fund|atr1,D1,SOL,h72,52,0.6730769230769231,0.7583694132209099,39.43520948748731,4.799207771809725,6.63978859995234,,,,,0.2249999999999999,-0.0203086173076912,0.0179820179820179,7/7,,z=2.5,6.63978859995234
,D1|SOL|z2.5|h48h|zwin14d|zero_fund|atr1,D1,SOL,h48,52,0.6730769230769231,0.7583694132209099,39.43520948748731,4.799207771809725,6.63978859995234,,,,,0.2249999999999999,-0.0203086173076912,0.0179820179820179,7/7,,z=2.5,6.63978859995234
,D1|SOL|z2.0|h168h|zwin7d|zero_fund|atr0,D1,SOL,h168,133,0.6165413533834586,3.0533881076957,406.10061832352807,3.459793264774214,6.629786263962108,,,,,0.225,-0.1903528759398414,0.0059940059940059,6/7,,z=2.0,6.629786263962108
,D1|SOL|z2.5|h8h|zwin14d|term_next|atr0,D1,SOL,h8,50,0.58,1.5223345934615151,76.11672967307575,5.722226572752592,6.572653815211015,,,,,0.225,-0.036820397999999,0.0099900099900099,6/7,,z=2.5,6.572653815211015
,D2-CONTR|ETH|z2.0|h168h|zwin14d,D2-CONTR,ETH,h168,30,0.5333333333333333,2.727297624230532,81.81892872691596,3.477908866160864,6.536885352342494,,,,,0.2249999999999999,0.0049936516666673,0.1318681318681318,1/7,,z=2.0,6.536885352342494
,D1|SOL|z2.5|h24h|zwin14d|zero_fund|atr1,D1,SOL,h24,52,0.6730769230769231,0.7045377343410212,36.6359621857331,4.778147567557156,6.517097042460999,,,,,0.2249999999999999,-0.0207367225961528,0.0189810189810189,7/7,,z=2.5,6.517097042460999
,D1|BTC|z1.5|h168h|zwin30d|term_next|atr0,D1,BTC,h168,223,0.6322869955156951,3.849147684487647,858.3599336407452,6.171719426367992,6.486829743239834,,,,,0.2250000000000001,-0.0290035576233184,0.0009990009990009,6/7,,z=1.5,6.486829743239834
,D1|SOL|z2.0|h168h|zwin14d|zero_fund|atr0,D1,SOL,h168,109,0.5871559633027523,3.0949694119354567,337.3516659009648,3.6411257592840944,6.463530842457942,,,,,0.2250000000000001,-0.1851254334862297,0.0149850149850149,5/7,,z=2.0,6.463530842457942
,D1|SOL|z2.5|h48h|zwin90d|zero_fund|atr1,D1,SOL,h48,50,0.64,0.5982712752115075,29.91356376057537,4.300346535110274,6.454090322401171,,,,,0.225,-0.031877095499997,0.0319680319680319,5/7,,z=2.5,6.454090322401171
,D1|SOL|z2.5|h168h|zwin90d|zero_fund|atr1,D1,SOL,h168,50,0.64,0.5982712752115075,29.91356376057537,4.300346535110274,6.454090322401171,,,,,0.225,-0.031877095499997,0.0319680319680319,5/7,,z=2.5,6.454090322401171
,D1|SOL|z2.5|h72h|zwin90d|zero_fund|atr1,D1,SOL,h72,50,0.64,0.5982712752115075,29.91356376057537,4.300346535110274,6.454090322401171,,,,,0.225,-0.031877095499997,0.0319680319680319,5/7,,z=2.5,6.454090322401171
,D1|SOL|z2.5|h72h|zwin7d|term_next|atr0,D1,SOL,h72,56,0.6071428571428571,5.479072766338697,306.82807491496703,6.495510527620583,6.404078290781469,,,,,0.225,-0.2088397263392778,0.0019980019980019,5/7,,z=2.5,6.404078290781469
,D1|SOL|z2.5|h24h|zwin90d|term_next|atr1,D1,SOL,h24,45,0.6444444444444445,0.6205247231428498,27.92361254142824,4.710943521512415,6.375912810323693,,,,,0.2249999999999999,-0.0354058605555523,0.0239760239760239,5/7,,z=2.5,6.375912810323693
,D1|SOL|z2.0|h48h|zwin7d|term_next|atr0,D1,SOL,h48,130,0.6384615384615384,3.8608496984502834,501.91046079853686,6.397723940367927,6.358220743810385,,,,,0.225,-0.1338554688461503,0.0009990009990009,7/7,,z=2.0,6.358220743810385
