market,label,n,wr,dpt,tot_pnl,wr_lift_pp,dpt_lift,pct_universe
BTC_5m,baseline_all,144061,0.4870367413803875,-2.2958627261960807,-330744.28019853355,0.0,0.0,1.0
BTC_5m,rf_only_3asset_unanimity,26434,0.592418854505561,-0.7641986462752672,-20200.827015640414,10.538211312517348,1.5316640799208134,0.18349171531504016
BTC_5m,rf_only_2asset_BTC+ETH,43059,0.5642722775726329,-1.2644731989823728,-54446.95147498199,7.723553619224538,1.031389527213708,0.29889421842136316
BTC_5m,rf_only_2asset_BTC+SOL,31447,0.5833624829077495,-1.043486769931282,-32814.52845402902,9.6325741527362,1.2523759562647987,0.2182894745975663
BTC_5m,rf_only_companions_ETH+SOL,34433,0.5639067173931984,-0.9320823356005827,-32094.391061734867,7.686997601281092,1.363780390595498,0.23901680538105385
BTC_5m,slope_only_3asset_unanimity,45126,0.47783982626423793,-2.1646083277251997,-97680.11539692737,-0.9196915116149562,0.13125439847088094,0.31324230707825157
BTC_5m,slope_only_companions_ETH+SOL,49996,0.48139851188095045,-2.044092133944885,-102196.43032870848,-0.5638229499437042,0.2517705922511957,0.3470474312964647
BTC_5m,combined_3asset_unanimity,9050,0.598232044198895,-0.7143098899412259,-6464.5045039680945,11.119530281850748,1.5815528362548548,0.06282061071351719
BTC_5m,combined_2asset_BTC+ETH,16692,0.5632039300263599,-1.0119323636676283,-16891.17501434005,7.616718864597244,1.2839303625284524,0.11586758387072144
BTC_5m,combined_2asset_BTC+SOL,11894,0.5902976290566673,-0.9119889109590915,-10847.196106947435,10.326088767627978,1.3838738152369892,0.08256224793663795
BTC_5m,combined_companions_ETH+SOL,12437,0.5769880196188791,-0.6891606482722841,-8571.090982562397,8.995127823849163,1.6067020779237966,0.08633148457944899
BTC_5m,combined_3asset_unanimous_signed,9050,0.598232044198895,-0.7143098899412259,-6464.5045039680945,11.119530281850748,1.5815528362548548,0.06282061071351719
BTC_5m,combined_2of3_majority,21703,0.5592775192369719,-0.8827694101977217,-19158.744509521155,7.224077785658439,1.413093315998359,0.1506514601453551
BTC_5m,diag_n_unanimous_events_either_dir,18190,,,0.0,,,0.12626595678219643
ETH_5m,baseline_all,133497,0.4844528341460857,-3.1023027399328553,-414148.1088728164,0.0,0.0,1.0
ETH_5m,rf_only_3asset_unanimity,24780,0.5983857949959644,-1.6840756220868238,-41731.39391531149,11.393296084987876,1.4182271178460315,0.18562214881233285
ETH_5m,rf_only_2asset_ETH+BTC,40110,0.5734230865120917,-1.9589221387371407,-78572.36698474671,8.897025236600603,1.1433806011957146,0.3004561900267422
ETH_5m,rf_only_2asset_ETH+SOL,32210,0.5787643588947532,-1.698538279698176,-54709.917989078254,9.43115247486675,1.4037644602346793,0.24127883023588545
ETH_5m,rf_only_companions_BTC+SOL,29376,0.5826865468409586,-1.85520123328712,-54498.391429042436,9.823371269487286,1.2471015066457354,0.22004988876154521
ETH_5m,slope_only_3asset_unanimity,41706,0.4526447033999904,-4.390856443435497,-183125.05882992083,-3.180813074609529,-1.2885537035026413,0.3124115148655026
ETH_5m,slope_only_companions_BTC+SOL,45055,0.45715236932637887,-4.310878933433282,-194226.65034583653,-2.7300464819706827,-1.208576193500427,0.33749822093380377
ETH_5m,combined_3asset_unanimity,8503,0.5783840997295072,-2.6759970761364795,-22754.003138388485,9.393126558342152,0.4263056637963758,0.06369431522805756
ETH_5m,combined_2asset_ETH+BTC,15624,0.5494111623143881,-2.769902284278513,-43276.953289567486,6.4958328168302435,0.3324004556543425,0.1170363378952336
ETH_5m,combined_2asset_ETH+SOL,11676,0.5639773895169579,-2.704004530823744,-31571.956901898036,7.952455537087216,0.3982982091091114,0.08746263960987888
ETH_5m,combined_companions_BTC+SOL,11135,0.5694656488549619,-2.4601505950606417,-27393.776876000247,8.501281470887617,0.6421521448722136,0.08341011408496071
ETH_5m,combined_3asset_unanimous_signed,8503,0.5783840997295072,-2.6759970761364795,-22754.003138388485,9.393126558342152,0.4263056637963758,0.06369431522805756
ETH_5m,combined_2of3_majority,20286,0.5451049985211476,-2.687802896766662,-54524.7695638085,6.065216437506188,0.4144998431661935,0.1519584709768759
ETH_5m,diag_n_unanimous_events_either_dir,17121,,,0.0,,,0.1282500730353491
SOL_5m,baseline_all,101500,0.48274876847290643,-4.328602481619213,-439353.1518843501,0.0,0.0,1.0
SOL_5m,rf_only_3asset_unanimity,17223,0.6141206526156884,-2.3009694707256654,-39629.59719430814,13.137188414278194,2.0276330108935476,0.16968472906403942
SOL_5m,rf_only_2asset_SOL+BTC,20459,0.6048682731316292,-2.43921636477293,-49903.92760688938,12.211950465872274,1.8893861168462829,0.2015665024630542
SOL_5m,rf_only_2asset_SOL+ETH,22368,0.589502861230329,-2.6131033781108606,-58449.89636158373,10.67540927574226,1.7154991035083524,0.2203743842364532
SOL_5m,rf_only_companions_BTC+ETH,29696,0.565497036637931,-2.778324018749522,-82505.11006078581,8.274826816502461,1.550278462869691,0.2925714285714286
SOL_5m,slope_only_3asset_unanimity,30521,0.4489367976147571,-5.54502863682105,-169239.81902441528,-3.3811970858149354,-1.2164261552018374,0.30069950738916257
SOL_5m,slope_only_companions_BTC+ETH,36715,0.452131281492578,-5.229014924586588,-191983.28295619658,-3.0617486980328454,-0.900412442967375,0.3617241379310345
SOL_5m,combined_3asset_unanimity,5922,0.5805471124620061,-3.0666717442721234,-18160.830069579515,9.779834398909964,1.2619307373470896,0.0583448275862069
SOL_5m,combined_2asset_SOL+BTC,7756,0.580582774626096,-2.852210416081381,-22121.74398712719,9.783400615318955,1.4763920655378322,0.07641379310344827
SOL_5m,combined_2asset_SOL+ETH,8058,0.5703648548026806,-3.1093306496363255,-25054.986374769513,8.761608632977419,1.2192718319828875,0.07938916256157635
SOL_5m,combined_companions_BTC+ETH,11439,0.5357985837922895,-3.191000670839715,-36501.8566737355,5.304981531938307,1.1376018107794978,0.11269950738916257
SOL_5m,combined_3asset_unanimous_signed,5922,0.5805471124620061,-3.0666717442721234,-18160.830069579515,9.779834398909964,1.2619307373470896,0.0583448275862069
SOL_5m,combined_2of3_majority,14528,0.5429515418502202,-3.2991712217437343,-47930.35950949297,6.020277337731378,1.0294312598754787,0.14313300492610836
SOL_5m,diag_n_unanimous_events_either_dir,11941,,,0.0,,,0.11764532019704434
BTC_15m,baseline_all,43456,0.4841218703976436,-2.4362673037629117,-105870.43195232109,0.0,0.0,1.0
BTC_15m,rf_only_3asset_unanimity,8059,0.5343094676758903,-1.4625845227018637,-11786.96866845432,5.018759727824667,0.973682781061048,0.18545195139911635
BTC_15m,rf_only_2asset_BTC+ETH,13001,0.5203445888777787,-2.1175186873787712,-27529.860454611404,3.6222718480135088,0.3187486163841404,0.29917617820324005
BTC_15m,rf_only_2asset_BTC+SOL,9587,0.5316574528006676,-1.4855763984218777,-14242.220931670541,4.753558240302397,0.950690905341034,0.22061395434462444
BTC_15m,rf_only_companions_ETH+SOL,10533,0.5225481819044906,-1.5874703442029772,-16720.82513548996,3.8426311506847,0.8487969595599345,0.2423831001472754
BTC_15m,slope_only_3asset_unanimity,13299,0.5443266411008346,-1.8854484778035439,-25074.57930630933,6.020477070319102,0.5508188259593678,0.30603368924889546
BTC_15m,slope_only_companions_ETH+SOL,14794,0.5402866026767609,-1.7103114895326874,-25302.348176146577,5.616473227911728,0.7259558142302243,0.3404363033873343
BTC_15m,combined_3asset_unanimity,2644,0.619894099848714,0.17174887669670105,454.1040299860776,13.577222945107042,2.6080161804596127,0.06084315169366716
BTC_15m,combined_2asset_BTC+ETH,4881,0.5892235197705388,-0.6030319666051593,-2943.399028999783,10.510164937289519,1.8332353371577523,0.11232050810014728
BTC_15m,combined_2asset_BTC+SOL,3475,0.6103597122302158,-0.39510906548793584,-1373.004002570577,12.62378418325722,2.041158238274976,0.07996594256259204
BTC_15m,combined_companions_ETH+SOL,3682,0.5977729494839761,-0.21385877610418658,-787.428013615615,11.365107908633249,2.2224085276587253,0.08472938144329897
BTC_15m,combined_3asset_unanimous_signed,2644,0.619894099848714,0.17174887669670105,454.1040299860776,13.577222945107042,2.6080161804596127,0.06084315169366716
BTC_15m,combined_2of3_majority,6389,0.5855376428236031,-0.8407685637442371,-5371.670353761931,10.14157724259595,1.5954987400186744,0.14702227540500737
BTC_15m,diag_n_unanimous_events_either_dir,5468,,,0.0,,,0.12582842415316642
ETH_15m,baseline_all,39546,0.4855864057047489,-2.9880727731571213,-118166.32588727152,0.0,0.0,1.0
ETH_15m,rf_only_3asset_unanimity,7272,0.5396039603960396,-2.4631589929939164,-17912.09219705176,5.401755469129071,0.5249137801632049,0.1838871187983614
ETH_15m,rf_only_2asset_ETH+BTC,11814,0.5293719316065685,-2.698053257007334,-31874.801178284644,4.378552590181956,0.2900195161497874,0.2987407070247307
ETH_15m,rf_only_2asset_ETH+SOL,9468,0.532319391634981,-2.4153527739236567,-22868.560063509183,4.6732985930232065,0.5727199992334646,0.23941738734638143
ETH_15m,rf_only_companions_BTC+SOL,8635,0.5305153445280834,-2.651484433312729,-22895.568081655416,4.492893882333443,0.33658833984439207,0.2183533100692864
ETH_15m,slope_only_3asset_unanimity,12051,0.5406190357646669,-2.109720770631602,-25424.245006881436,5.503263005991793,0.8783520025255194,0.3047337278106509
ETH_15m,slope_only_companions_BTC+SOL,13086,0.5361454990065719,-2.0750142016460407,-27153.63584274009,5.055909330182301,0.9130585715110806,0.3309057806099226
ETH_15m,combined_3asset_unanimity,2408,0.6129568106312292,-1.162876759305985,-2800.2072364088117,12.737040492648028,1.8251960138511363,0.06089111414555202
ETH_15m,combined_2asset_ETH+BTC,4477,0.5899039535403172,-1.3620343032361024,-6097.82757558803,10.43175478355683,1.6260384699210189,0.11320993273655995
ETH_15m,combined_2asset_ETH+SOL,3345,0.6071748878923767,-1.0952818064537007,-3663.7176425876287,12.15884821876278,1.8927909667034206,0.08458504020634199
ETH_15m,combined_companions_BTC+SOL,3146,0.5982199618563255,-1.3342375818398844,-4197.511432468276,11.26335561515766,1.6538351913172369,0.07955292570677186
ETH_15m,combined_3asset_unanimous_signed,2408,0.6129568106312292,-1.162876759305985,-2800.2072364088117,12.737040492648028,1.8251960138511363,0.06089111414555202
ETH_15m,combined_2of3_majority,5825,0.5878111587982833,-1.5088555889498212,-8789.083805632708,10.222475309353435,1.4792171842073,0.14729681889445204
ETH_15m,diag_n_unanimous_events_either_dir,4962,,,0.0,,,0.12547413139129115
SOL_15m,baseline_all,34886,0.48833342888264636,-3.8310340452448752,-133649.45370241272,0.0,0.0,1.0
SOL_15m,rf_only_3asset_unanimity,6201,0.543138203515562,-2.448124357299836,-15180.819139616284,5.480477463291561,1.3829096879450393,0.17775038697471765
SOL_15m,rf_only_2asset_SOL+BTC,7398,0.5404163287374967,-2.5699477675209867,-19012.47358412026,5.208289985485032,1.2610862777238885,0.2120621452731755
SOL_15m,rf_only_2asset_SOL+ETH,8145,0.5372621240024555,-2.6127920939862452,-21281.191605517968,4.892869511980918,1.21824195125863,0.23347474631657397
SOL_15m,rf_only_companions_BTC+ETH,10268,0.5244448772886638,-2.766703799968717,-28408.51461807879,3.6111448406017486,1.064330245276158,0.29433010376655394
SOL_15m,slope_only_3asset_unanimity,10519,0.5614602148493203,-2.695927295062809,-28358.45921676569,7.312678596667394,1.1351067501820662,0.30152496703548703
SOL_15m,slope_only_companions_BTC+ETH,12579,0.5393115509976946,-3.107943654723224,-39094.82323276344,5.097812211504821,0.723090390521651,0.3605744424697586
SOL_15m,combined_3asset_unanimity,2087,0.6320076665069477,-0.3174022383914155,-662.4184715228841,14.367423762430137,3.5136318068534598,0.05982342486957519
SOL_15m,combined_2asset_SOL+BTC,2732,0.62298682284041,-0.9509709933386143,-2598.0527538010942,13.46533939577636,2.880063051906261,0.07831221693516023
SOL_15m,combined_2asset_SOL+ETH,2895,0.6321243523316062,-0.42529905723082834,-1231.240770683248,14.379092344895989,3.405734988014047,0.08298457834088173
SOL_15m,combined_companions_BTC+ETH,3912,0.5846114519427403,-1.816296956381051,-7105.353693362671,9.627802306009398,2.014737088863824,0.11213667373731583
SOL_15m,combined_3asset_unanimous_signed,2087,0.6320076665069477,-0.3174022383914155,-662.4184715228841,14.367423762430137,3.5136318068534598,0.05982342486957519
SOL_15m,combined_2of3_majority,5086,0.5973259929217459,-1.72483450112717,-8772.508272732786,10.899256403909957,2.1061995441177053,0.14578914177607064
SOL_15m,diag_n_unanimous_events_either_dir,4270,,,0.0,,,0.12239866995356304
