n,wr,dpt,tot_pnl,n_wins,n_losses,market,tod,stack,wr_all,dpt_all,n_all,wr_lift_pp,dpt_lift,tod_share
54540,0.5357719105243858,-2.313046890090006,-126153.57738550892,29221,25319,ETH_5m,ALL,S7_rf+fresh,0.5357719105243858,-2.313046890090006,54540,0.0,0.0,1.0
15769,0.5399835119538334,-2.277957095718646,-35921.10544238733,8515,7254,ETH_5m,asia_morning,S7_rf+fresh,0.5357719105243858,-2.313046890090006,54540,0.42116014294476534,0.03508979437135995,0.2891272460579391
13580,0.5376288659793814,-2.2943545960549785,-31157.335414426605,7301,6279,ETH_5m,european_morning,S7_rf+fresh,0.5357719105243858,-2.313046890090006,54540,0.18569554549956457,0.01869229403502759,0.248991565823249
13816,0.5270700636942676,-2.4506904667919813,-33858.739489198015,7282,6534,ETH_5m,us_afternoon,S7_rf+fresh,0.5357719105243858,-2.313046890090006,54540,-0.870184683011821,-0.13764357670197525,0.2533186651998533
11375,0.5382857142857143,-2.21682611336237,-25216.39703949696,6123,5252,ETH_5m,us_evening,S7_rf+fresh,0.5357719105243858,-2.313046890090006,54540,0.25138037613284814,0.09622077672763618,0.20856252291895858
59085,0.5618515697723618,-2.163438278494142,-127826.7506848264,33197,25888,ETH_5m,ALL,S8_rf+active_sess,0.5618515697723618,-2.163438278494142,59085,0.0,0.0,1.0
18666,0.5674488374584806,-2.0533245306210253,-38327.35568857205,10592,8074,ETH_5m,asia_morning,S8_rf+active_sess,0.5618515697723618,-2.163438278494142,59085,0.559726768611879,0.1101137478731169,0.3159177456207159
16522,0.5689989105435177,-1.9162141147637743,-31659.68960412708,9401,7121,ETH_5m,european_morning,S8_rf+active_sess,0.5618515697723618,-2.163438278494142,59085,0.7147340771155863,0.24722416373036782,0.2796310400270796
15587,0.5462244177840508,-2.3297728729050413,-36314.16976997088,8514,7073,ETH_5m,us_afternoon,S8_rf+active_sess,0.5618515697723618,-2.163438278494142,59085,-1.5627151988310994,-0.16633459441089915,0.26380638063806383
8310,0.5643802647412756,-2.590317162714365,-21525.53562215637,4690,3620,ETH_5m,us_evening,S8_rf+active_sess,0.5618515697723618,-2.163438278494142,59085,0.2528694968913725,-0.4268788842202227,0.14064483371414063
