n,wr,dpt,tot_pnl,n_wins,n_losses,market,tod,stack,wr_all,dpt_all,n_all,wr_lift_pp,dpt_lift,tod_share
12805,0.48395158141351036,-2.58207393263163,-33063.45670734802,6197,6608,BTC_15m,asia_morning,baseline_tod,0.4841218703976436,-2.4362673037629117,43456,-0.01702889841332378,-0.1458066288687183,0.29466586892488955
10989,0.4842114842114842,-2.270496317328165,-24950.48403111921,5321,5668,BTC_15m,european_morning,baseline_tod,0.4841218703976436,-2.4362673037629117,43456,0.008961381384059441,0.16577098643474653,0.25287647275405006
10467,0.4823731728288908,-1.7703761444358084,-18530.527103809607,5049,5418,BTC_15m,us_afternoon,baseline_tod,0.4841218703976436,-2.4362673037629117,43456,-0.17486975687527884,0.6658911593271033,0.24086432253313697
9195,0.48624252311038607,-3.189338130510522,-29325.964110044253,4471,4724,BTC_15m,us_evening,baseline_tod,0.4841218703976436,-2.4362673037629117,43456,0.21206527127424768,-0.7530708267476105,0.21159333578792341
39546,0.4855864057047489,-2.9880727731571213,-118166.32588727152,19203,20343,ETH_15m,ALL,baseline_all,0.4855864057047489,-2.9880727731571213,39546,0.0,0.0,1.0
11569,0.48474371164318436,-3.655146470900767,-42286.38952185097,5608,5961,ETH_15m,asia_morning,baseline_tod,0.4855864057047489,-2.9880727731571213,39546,-0.0842694061564564,-0.6670736977436458,0.29254539017852627
10068,0.4869884783472388,-2.956815850919578,-29769.22198705831,4903,5165,ETH_15m,european_morning,baseline_tod,0.4855864057047489,-2.9880727731571213,39546,0.1402072642489871,0.03125692223754317,0.25458959186769836
9510,0.4846477392218717,-2.023197192543221,-19240.605301086034,4609,4901,ETH_15m,us_afternoon,baseline_tod,0.4855864057047489,-2.9880727731571213,39546,-0.09386664828772151,0.9648755806139002,0.2404794416628736
8399,0.4861293011072747,-3.1992033667432067,-26870.109077276193,4083,4316,ETH_15m,us_evening,baseline_tod,0.4855864057047489,-2.9880727731571213,39546,0.05428954025257782,-0.21113059358608544,0.21238557629090174
34886,0.48833342888264636,-3.8310340452448752,-133649.45370241272,17036,17850,SOL_15m,ALL,baseline_all,0.48833342888264636,-3.8310340452448752,34886,0.0,0.0,1.0
10362,0.4878401852924146,-4.300952839287741,-44566.47332069957,5055,5307,SOL_15m,asia_morning,baseline_tod,0.48833342888264636,-3.8310340452448752,34886,-0.04932435902317844,-0.46991879404286596,0.2970245943931663
8818,0.48933998639147197,-3.576189226362022,-31534.83659806031,4315,4503,SOL_15m,european_morning,baseline_tod,0.48833342888264636,-3.8310340452448752,34886,0.10065575088256118,0.2548448188828534,0.2527661526113627
8273,0.4864015472017406,-3.482103798930087,-28807.44472854861,4024,4249,SOL_15m,us_afternoon,baseline_tod,0.48833342888264636,-3.8310340452448752,34886,-0.19318816809057449,0.3489302463147883,0.23714383993579086
7433,0.4899771290192385,-3.866635148002724,-28740.699055104247,3642,3791,SOL_15m,us_evening,baseline_tod,0.48833342888264636,-3.8310340452448752,34886,0.16437001365921522,-0.03560110275784867,0.2130654130596801
