size,sleeves,avg_pair_corr,sharpe,cagr,max_dd,calmar,min_year_return,max_year_return,per_year_positive,per_year_total
3,CCI_LINK_4h + STF_ETH_4h + REGSW_BTC_4h,0.095,0.436,0.0619,-0.319,0.194,-0.1057,0.1866,4,6
3,CCI_LINK_4h + STF_ETH_4h + REGSW_ETH_4h,0.13,0.583,0.0932,-0.2656,0.351,-0.1236,0.2356,5,6
3,CCI_LINK_4h + STF_SOL_4h + STF_AVAX_4h,0.126,1.63,0.2749,-0.1289,2.132,-0.0284,0.6978,5,6
3,CCI_LINK_4h + STF_SOL_4h + STF_LINK_4h,0.133,1.122,0.1815,-0.2056,0.883,-0.0375,0.4498,4,6
3,CCI_LINK_4h + STF_SOL_4h + TTM_BTC_4h,0.057,0.727,0.1077,-0.2078,0.518,-0.0368,0.3201,3,6
3,CCI_LINK_4h + STF_SOL_4h + TTM_SOL_4h,0.093,1.298,0.2218,-0.205,1.082,-0.0187,0.5778,5,6
3,CCI_LINK_4h + STF_SOL_4h + TTM_AVAX_4h,0.043,1.234,0.1959,-0.1433,1.367,-0.0723,0.4703,5,6
3,CCI_LINK_4h + STF_SOL_4h + TTM_DOGE_4h,0.053,1.062,0.1713,-0.2168,0.79,-0.0479,0.4041,5,6
3,CCI_LINK_4h + STF_SOL_4h + VWZ_ETH_4h,0.039,1.092,0.1378,-0.1499,0.919,-0.0486,0.4124,5,6
3,CCI_LINK_4h + STF_SOL_4h + VWZ_DOGE_4h,-0.008,1.255,0.1555,-0.1408,1.104,-0.0414,0.3763,5,6
3,CCI_LINK_4h + STF_SOL_4h + VWZ_INJ_4h,0.005,1.372,0.1739,-0.1563,1.112,-0.0454,0.4014,5,6
3,CCI_LINK_4h + STF_SOL_4h + BB_BTC_4h,0.12,0.912,0.1627,-0.1901,0.855,-0.0696,0.5127,4,6
3,CCI_LINK_4h + STF_SOL_4h + BB_ETH_4h,0.119,1.112,0.2063,-0.1731,1.191,-0.0136,0.5168,5,6
3,CCI_LINK_4h + STF_SOL_4h + BB_SOL_4h,0.2,1.418,0.3078,-0.2447,1.258,-0.076,0.5617,5,6
3,CCI_LINK_4h + STF_SOL_4h + BB_DOGE_4h,0.107,1.043,0.1885,-0.2284,0.825,-0.0688,0.4822,4,6
3,CCI_LINK_4h + STF_SOL_4h + HTFD_DOGE_4h,0.115,1.353,0.2643,-0.2276,1.161,-0.0688,0.6746,5,6
3,CCI_LINK_4h + STF_SOL_4h + HTFD_SOL_4h,0.21,1.396,0.3083,-0.2402,1.283,-0.0225,0.6139,5,6
3,CCI_LINK_4h + STF_SOL_4h + LATBB_ETH_4h,0.025,1.367,0.1874,-0.1694,1.106,-0.0523,0.3722,5,6
3,CCI_LINK_4h + STF_SOL_4h + LATBB_SOL_4h,0.063,1.406,0.1956,-0.1839,1.064,-0.0616,0.4286,4,6
3,CCI_LINK_4h + STF_SOL_4h + LATBB_BTC_4h,0.036,1.184,0.1597,-0.1584,1.008,-0.0811,0.3847,5,6
3,CCI_LINK_4h + STF_SOL_4h + REGSW_BTC_4h,0.083,1.087,0.1828,-0.1997,0.915,-0.0444,0.3513,5,6
3,CCI_LINK_4h + STF_SOL_4h + REGSW_ETH_4h,0.084,1.222,0.215,-0.1966,1.093,0.0038,0.434,6,6
3,CCI_LINK_4h + STF_AVAX_4h + STF_LINK_4h,0.174,0.853,0.1331,-0.2293,0.58,-0.0955,0.4557,4,6
3,CCI_LINK_4h + STF_AVAX_4h + TTM_BTC_4h,0.079,0.441,0.0589,-0.2311,0.255,-0.0255,0.3259,3,6
3,CCI_LINK_4h + STF_AVAX_4h + TTM_SOL_4h,0.089,1.091,0.1751,-0.1827,0.958,0.0234,0.5837,6,6
3,CCI_LINK_4h + STF_AVAX_4h + TTM_AVAX_4h,0.101,0.966,0.1526,-0.1942,0.786,-0.061,0.3508,5,6
3,CCI_LINK_4h + STF_AVAX_4h + TTM_DOGE_4h,0.081,0.801,0.1234,-0.2068,0.597,-0.0704,0.401,4,6
3,CCI_LINK_4h + STF_AVAX_4h + VWZ_ETH_4h,0.061,0.752,0.0883,-0.1264,0.698,-0.0373,0.4183,4,6
3,CCI_LINK_4h + STF_AVAX_4h + VWZ_DOGE_4h,-0.009,0.927,0.1067,-0.1257,0.849,-0.03,0.3822,5,6
3,CCI_LINK_4h + STF_AVAX_4h + VWZ_INJ_4h,0.009,1.041,0.1234,-0.1313,0.94,-0.0341,0.4073,5,6
3,CCI_LINK_4h + STF_AVAX_4h + BB_BTC_4h,0.139,0.72,0.1227,-0.2007,0.611,-0.0046,0.3234,5,6
3,CCI_LINK_4h + STF_AVAX_4h + BB_ETH_4h,0.141,0.88,0.1555,-0.1824,0.853,-0.0139,0.5226,4,6
3,CCI_LINK_4h + STF_AVAX_4h + BB_SOL_4h,0.13,1.333,0.262,-0.2378,1.102,-0.0646,0.5381,5,6
3,CCI_LINK_4h + STF_AVAX_4h + BB_DOGE_4h,0.132,0.821,0.1425,-0.1868,0.763,-0.0575,0.4881,4,6
3,CCI_LINK_4h + STF_AVAX_4h + HTFD_DOGE_4h,0.143,1.127,0.2137,-0.1995,1.071,-0.0574,0.6805,4,6
3,CCI_LINK_4h + STF_AVAX_4h + HTFD_SOL_4h,0.13,1.343,0.2692,-0.2337,1.152,-0.0112,0.5713,5,6
3,CCI_LINK_4h + STF_AVAX_4h + LATBB_ETH_4h,0.028,1.086,0.1399,-0.109,1.283,-0.041,0.378,5,6
3,CCI_LINK_4h + STF_AVAX_4h + LATBB_SOL_4h,0.054,1.144,0.1485,-0.1232,1.205,-0.0503,0.4345,4,6
3,CCI_LINK_4h + STF_AVAX_4h + LATBB_BTC_4h,0.052,0.886,0.1125,-0.1488,0.756,-0.0697,0.3906,4,6
3,CCI_LINK_4h + STF_AVAX_4h + REGSW_BTC_4h,0.105,0.862,0.1391,-0.1547,0.899,-0.0331,0.3305,5,6
3,CCI_LINK_4h + STF_AVAX_4h + REGSW_ETH_4h,0.09,1.011,0.169,-0.1421,1.19,0.0134,0.4399,6,6
3,CCI_LINK_4h + STF_LINK_4h + TTM_BTC_4h,0.097,-0.111,-0.0312,-0.3774,-0.083,-0.127,0.0777,2,6
3,CCI_LINK_4h + STF_LINK_4h + TTM_SOL_4h,0.095,0.585,0.0864,-0.2283,0.378,-0.1191,0.3356,5,6
3,CCI_LINK_4h + STF_LINK_4h + TTM_AVAX_4h,0.075,0.466,0.0637,-0.1771,0.36,-0.0659,0.1776,4,6
3,CCI_LINK_4h + STF_LINK_4h + TTM_DOGE_4h,0.075,0.232,0.025,-0.3642,0.069,-0.2052,0.3174,3,6
3,CCI_LINK_4h + STF_LINK_4h + VWZ_ETH_4h,0.076,0.059,-0.0006,-0.2777,-0.002,-0.1172,0.1701,3,6
3,CCI_LINK_4h + STF_LINK_4h + VWZ_DOGE_4h,0.021,0.176,0.0142,-0.2644,0.054,-0.1233,0.1466,3,6
3,CCI_LINK_4h + STF_LINK_4h + VWZ_INJ_4h,0.032,0.315,0.0318,-0.2645,0.12,-0.1206,0.1592,3,6
3,CCI_LINK_4h + STF_LINK_4h + BB_BTC_4h,0.158,0.248,0.0297,-0.3007,0.099,-0.17,0.1885,4,6
3,CCI_LINK_4h + STF_LINK_4h + BB_ETH_4h,0.151,0.434,0.0666,-0.2926,0.228,-0.0801,0.2745,3,6
3,CCI_LINK_4h + STF_LINK_4h + BB_SOL_4h,0.138,0.9,0.1681,-0.3218,0.523,-0.0695,0.475,5,6
3,CCI_LINK_4h + STF_LINK_4h + BB_DOGE_4h,0.159,0.321,0.0442,-0.3965,0.111,-0.1777,0.3617,3,6
3,CCI_LINK_4h + STF_LINK_4h + HTFD_DOGE_4h,0.156,0.685,0.121,-0.3775,0.32,-0.1467,0.4324,4,6
3,CCI_LINK_4h + STF_LINK_4h + HTFD_SOL_4h,0.132,0.927,0.1764,-0.3218,0.548,-0.0718,0.334,4,6
3,CCI_LINK_4h + STF_LINK_4h + LATBB_ETH_4h,0.04,0.417,0.0475,-0.218,0.218,-0.0732,0.2322,3,6
3,CCI_LINK_4h + STF_LINK_4h + LATBB_SOL_4h,0.044,0.528,0.0622,-0.1899,0.328,-0.0551,0.1863,4,6
3,CCI_LINK_4h + STF_LINK_4h + LATBB_BTC_4h,0.073,0.2,0.0181,-0.2831,0.064,-0.1489,0.2527,3,6
3,CCI_LINK_4h + STF_LINK_4h + REGSW_BTC_4h,0.112,0.346,0.0458,-0.2516,0.182,-0.0579,0.2236,4,6
3,CCI_LINK_4h + STF_LINK_4h + REGSW_ETH_4h,0.109,0.523,0.0795,-0.2145,0.371,-0.0209,0.1917,5,6
3,CCI_LINK_4h + TTM_BTC_4h + TTM_SOL_4h,0.087,0.111,0.0043,-0.3341,0.013,-0.133,0.2059,3,6
3,CCI_LINK_4h + TTM_BTC_4h + TTM_AVAX_4h,0.064,-0.056,-0.0228,-0.3565,-0.064,-0.1747,0.2499,2,6
3,CCI_LINK_4h + TTM_BTC_4h + TTM_DOGE_4h,0.104,-0.154,-0.0427,-0.3345,-0.128,-0.1018,0.0675,2,6
3,CCI_LINK_4h + TTM_BTC_4h + VWZ_ETH_4h,0.054,-0.557,-0.0796,-0.4149,-0.192,-0.1765,0.0405,1,6
3,CCI_LINK_4h + TTM_BTC_4h + VWZ_DOGE_4h,0.012,-0.436,-0.0619,-0.3377,-0.183,-0.1137,0.0044,1,6
3,CCI_LINK_4h + TTM_BTC_4h + VWZ_INJ_4h,0.027,-0.283,-0.0443,-0.2951,-0.15,-0.1177,0.0295,1,6
3,CCI_LINK_4h + TTM_BTC_4h + BB_BTC_4h,0.216,-0.174,-0.0568,-0.3643,-0.156,-0.1656,0.2919,1,6
3,CCI_LINK_4h + TTM_BTC_4h + BB_ETH_4h,0.145,0.036,-0.0125,-0.2794,-0.045,-0.1702,0.1449,2,6
3,CCI_LINK_4h + TTM_BTC_4h + BB_SOL_4h,0.098,0.556,0.0944,-0.3276,0.288,-0.0731,0.2251,4,6
3,CCI_LINK_4h + TTM_BTC_4h + BB_DOGE_4h,0.134,-0.013,-0.0217,-0.3668,-0.059,-0.089,0.1118,2,6
3,CCI_LINK_4h + TTM_BTC_4h + HTFD_DOGE_4h,0.124,0.357,0.0527,-0.331,0.159,-0.0658,0.3027,3,6
3,CCI_LINK_4h + TTM_BTC_4h + HTFD_SOL_4h,0.104,0.552,0.0951,-0.3213,0.296,-0.0481,0.393,3,6
3,CCI_LINK_4h + TTM_BTC_4h + LATBB_ETH_4h,0.01,-0.157,-0.0301,-0.2374,-0.127,-0.1385,0.0302,3,6
3,CCI_LINK_4h + TTM_BTC_4h + LATBB_SOL_4h,0.044,-0.101,-0.0231,-0.3625,-0.064,-0.1861,0.1545,3,6
3,CCI_LINK_4h + TTM_BTC_4h + LATBB_BTC_4h,0.061,-0.321,-0.0543,-0.2989,-0.182,-0.1372,0.0128,2,6
3,CCI_LINK_4h + TTM_BTC_4h + REGSW_BTC_4h,0.15,-0.097,-0.035,-0.2848,-0.123,-0.1501,0.1306,1,6
3,CCI_LINK_4h + TTM_BTC_4h + REGSW_ETH_4h,0.097,0.067,-0.0044,-0.2662,-0.017,-0.168,0.1603,4,6
3,CCI_LINK_4h + TTM_SOL_4h + TTM_AVAX_4h,0.084,0.615,0.0944,-0.2874,0.329,-0.0739,0.4342,3,6
3,CCI_LINK_4h + TTM_SOL_4h + TTM_DOGE_4h,0.087,0.506,0.0765,-0.2234,0.343,-0.0682,0.281,4,6
3,CCI_LINK_4h + TTM_SOL_4h + VWZ_ETH_4h,0.047,0.326,0.0354,-0.2757,0.128,-0.1077,0.2982,3,6
3,CCI_LINK_4h + TTM_SOL_4h + VWZ_DOGE_4h,-0.009,0.476,0.0547,-0.1764,0.31,-0.0618,0.2621,3,6
3,CCI_LINK_4h + TTM_SOL_4h + VWZ_INJ_4h,0.018,0.598,0.0725,-0.1655,0.438,-0.0689,0.2873,4,6
3,CCI_LINK_4h + TTM_SOL_4h + BB_BTC_4h,0.119,0.385,0.0573,-0.2659,0.215,-0.1512,0.4765,3,6
3,CCI_LINK_4h + TTM_SOL_4h + BB_ETH_4h,0.102,0.599,0.1006,-0.2097,0.48,-0.1214,0.4026,4,6
3,CCI_LINK_4h + TTM_SOL_4h + BB_SOL_4h,0.161,1.044,0.2156,-0.2645,0.815,-0.0113,0.4181,5,6
3,CCI_LINK_4h + TTM_SOL_4h + BB_DOGE_4h,0.114,0.568,0.0952,-0.2488,0.383,-0.1001,0.3681,4,6
3,CCI_LINK_4h + TTM_SOL_4h + HTFD_DOGE_4h,0.107,0.904,0.1705,-0.2463,0.692,-0.004,0.5604,5,6
3,CCI_LINK_4h + TTM_SOL_4h + HTFD_SOL_4h,0.162,1.005,0.2084,-0.2611,0.798,-0.053,0.5777,5,6
3,CCI_LINK_4h + TTM_SOL_4h + LATBB_ETH_4h,0.014,0.685,0.089,-0.2078,0.428,-0.0375,0.258,5,6
3,CCI_LINK_4h + TTM_SOL_4h + LATBB_SOL_4h,0.05,0.707,0.0935,-0.2478,0.377,-0.0854,0.3392,4,6
3,CCI_LINK_4h + TTM_SOL_4h + LATBB_BTC_4h,0.036,0.508,0.0638,-0.183,0.349,-0.0453,0.2705,3,6
3,CCI_LINK_4h + TTM_SOL_4h + REGSW_BTC_4h,0.083,0.541,0.083,-0.2743,0.303,-0.049,0.3151,4,6
3,CCI_LINK_4h + TTM_SOL_4h + REGSW_ETH_4h,0.076,0.685,0.1121,-0.2662,0.421,-0.067,0.3448,3,6
3,CCI_LINK_4h + TTM_AVAX_4h + TTM_DOGE_4h,0.07,0.365,0.0493,-0.2215,0.223,-0.0806,0.1771,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + VWZ_ETH_4h,0.04,0.14,0.0098,-0.3035,0.032,-0.1474,0.2596,3,6
3,CCI_LINK_4h + TTM_AVAX_4h + VWZ_DOGE_4h,-0.016,0.285,0.028,-0.2203,0.127,-0.0846,0.2535,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + VWZ_INJ_4h,0.01,0.423,0.0465,-0.207,0.224,-0.078,0.2562,3,6
3,CCI_LINK_4h + TTM_AVAX_4h + BB_BTC_4h,0.096,0.232,0.0263,-0.2942,0.089,-0.1364,0.5645,1,6
3,CCI_LINK_4h + TTM_AVAX_4h + BB_ETH_4h,0.092,0.5,0.0793,-0.195,0.407,-0.0607,0.3333,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + BB_SOL_4h,0.099,0.946,0.1812,-0.2355,0.769,-0.1086,0.3851,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + BB_DOGE_4h,0.102,0.451,0.0701,-0.2613,0.268,-0.1015,0.2213,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + HTFD_DOGE_4h,0.099,0.799,0.1459,-0.2291,0.637,-0.1015,0.3276,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + HTFD_SOL_4h,0.093,0.933,0.179,-0.2091,0.856,-0.0551,0.6656,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + LATBB_ETH_4h,0.001,0.486,0.0574,-0.1835,0.313,-0.1093,0.3032,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + LATBB_SOL_4h,0.014,0.521,0.0619,-0.2882,0.215,-0.157,0.4275,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + LATBB_BTC_4h,0.013,0.32,0.0347,-0.1995,0.174,-0.1137,0.2277,4,6
3,CCI_LINK_4h + TTM_AVAX_4h + REGSW_BTC_4h,0.058,0.371,0.0498,-0.2092,0.238,-0.1209,0.4035,3,6
3,CCI_LINK_4h + TTM_AVAX_4h + REGSW_ETH_4h,0.064,0.539,0.0821,-0.2148,0.382,-0.1388,0.4331,4,6
3,CCI_LINK_4h + TTM_DOGE_4h + VWZ_ETH_4h,0.066,-0.013,-0.0116,-0.2599,-0.045,-0.0921,0.1156,2,6
3,CCI_LINK_4h + TTM_DOGE_4h + VWZ_DOGE_4h,0.022,0.095,0.0037,-0.2185,0.017,-0.0982,0.146,2,6
3,CCI_LINK_4h + TTM_DOGE_4h + VWZ_INJ_4h,0.037,0.225,0.0217,-0.227,0.095,-0.0955,0.1316,3,6
3,CCI_LINK_4h + TTM_DOGE_4h + BB_BTC_4h,0.131,0.185,0.0172,-0.2414,0.071,-0.1191,0.2132,2,6
3,CCI_LINK_4h + TTM_DOGE_4h + BB_ETH_4h,0.127,0.381,0.0576,-0.2698,0.213,-0.0293,0.2199,3,6
3,CCI_LINK_4h + TTM_DOGE_4h + BB_SOL_4h,0.088,0.832,0.1552,-0.3212,0.483,-0.0843,0.4745,5,6
3,CCI_LINK_4h + TTM_DOGE_4h + BB_DOGE_4h,0.226,0.268,0.0354,-0.3255,0.109,-0.1526,0.3611,3,6
3,CCI_LINK_4h + TTM_DOGE_4h + HTFD_DOGE_4h,0.202,0.597,0.1113,-0.3046,0.366,-0.1215,0.3778,4,6
3,CCI_LINK_4h + TTM_DOGE_4h + HTFD_SOL_4h,0.093,0.859,0.1647,-0.3139,0.525,-0.0307,0.3335,4,6
3,CCI_LINK_4h + TTM_DOGE_4h + LATBB_ETH_4h,0.049,0.309,0.0351,-0.1881,0.187,-0.0606,0.2316,3,6
3,CCI_LINK_4h + TTM_DOGE_4h + LATBB_SOL_4h,0.039,0.402,0.0485,-0.234,0.207,-0.0837,0.1458,4,6
3,CCI_LINK_4h + TTM_DOGE_4h + LATBB_BTC_4h,0.058,0.122,0.0072,-0.2626,0.027,-0.1238,0.2521,2,6
3,CCI_LINK_4h + TTM_DOGE_4h + REGSW_BTC_4h,0.109,0.268,0.0329,-0.244,0.135,-0.0526,0.2231,3,6
3,CCI_LINK_4h + TTM_DOGE_4h + REGSW_ETH_4h,0.102,0.437,0.0664,-0.2237,0.297,-0.0653,0.1876,4,6
3,CCI_LINK_4h + VWZ_ETH_4h + VWZ_DOGE_4h,0.066,-0.294,-0.0304,-0.2215,-0.137,-0.0864,0.0968,1,6
3,CCI_LINK_4h + VWZ_ETH_4h + VWZ_INJ_4h,0.087,-0.091,-0.013,-0.2066,-0.063,-0.0924,0.1219,2,6
3,CCI_LINK_4h + VWZ_ETH_4h + BB_BTC_4h,0.068,-0.071,-0.0231,-0.2869,-0.08,-0.1382,0.3016,2,6
3,CCI_LINK_4h + VWZ_ETH_4h + BB_ETH_4h,0.05,0.195,0.0183,-0.1698,0.108,-0.1449,0.2372,3,6
3,CCI_LINK_4h + VWZ_ETH_4h + BB_SOL_4h,0.054,0.806,0.1252,-0.2224,0.563,-0.0849,0.2527,4,6
3,CCI_LINK_4h + VWZ_ETH_4h + BB_DOGE_4h,0.076,0.133,0.0086,-0.2806,0.031,-0.0777,0.2027,2,6
3,CCI_LINK_4h + VWZ_ETH_4h + HTFD_DOGE_4h,0.074,0.567,0.0818,-0.2318,0.353,-0.0777,0.395,3,6
3,CCI_LINK_4h + VWZ_ETH_4h + HTFD_SOL_4h,0.054,0.804,0.1268,-0.2271,0.558,-0.0314,0.4028,3,6
3,CCI_LINK_4h + VWZ_ETH_4h + LATBB_ETH_4h,0.02,0.067,0.0017,-0.169,0.01,-0.1111,0.0926,4,6
3,CCI_LINK_4h + VWZ_ETH_4h + LATBB_SOL_4h,0.067,0.134,0.0085,-0.2922,0.029,-0.1588,0.1642,3,6
3,CCI_LINK_4h + VWZ_ETH_4h + LATBB_BTC_4h,0.073,-0.167,-0.0232,-0.2061,-0.113,-0.1098,0.1052,2,6
3,CCI_LINK_4h + VWZ_ETH_4h + REGSW_BTC_4h,0.083,0.056,-0.0023,-0.1997,-0.012,-0.1227,0.1403,2,6
3,CCI_LINK_4h + VWZ_ETH_4h + REGSW_ETH_4h,0.047,0.261,0.0277,-0.2211,0.125,-0.1406,0.1701,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + VWZ_INJ_4h,0.054,0.086,0.0037,-0.1532,0.024,-0.0471,0.0858,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + BB_BTC_4h,0.021,0.04,-0.0055,-0.2104,-0.026,-0.1127,0.2956,1,6
3,CCI_LINK_4h + VWZ_DOGE_4h + BB_ETH_4h,0.012,0.312,0.0364,-0.1588,0.229,-0.0917,0.2011,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + BB_SOL_4h,-0.001,0.919,0.1418,-0.2402,0.59,-0.0776,0.3036,5,6
3,CCI_LINK_4h + VWZ_DOGE_4h + BB_DOGE_4h,0.014,0.233,0.0242,-0.2582,0.094,-0.0708,0.1903,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + HTFD_DOGE_4h,0.004,0.684,0.099,-0.2189,0.452,-0.0704,0.3589,4,6
3,CCI_LINK_4h + VWZ_DOGE_4h + HTFD_SOL_4h,-0.0,0.922,0.1449,-0.2434,0.595,-0.0242,0.3967,4,6
3,CCI_LINK_4h + VWZ_DOGE_4h + LATBB_ETH_4h,0.02,0.235,0.0186,-0.1539,0.121,-0.054,0.0607,4,6
3,CCI_LINK_4h + VWZ_DOGE_4h + LATBB_SOL_4h,0.015,0.331,0.0276,-0.212,0.13,-0.096,0.1582,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + LATBB_BTC_4h,0.026,-0.02,-0.007,-0.18,-0.039,-0.0827,0.0812,2,6
3,CCI_LINK_4h + VWZ_DOGE_4h + REGSW_BTC_4h,0.029,0.173,0.0146,-0.2003,0.073,-0.0597,0.1342,3,6
3,CCI_LINK_4h + VWZ_DOGE_4h + REGSW_ETH_4h,0.012,0.392,0.0463,-0.1843,0.251,-0.0777,0.164,5,6
3,CCI_LINK_4h + VWZ_INJ_4h + BB_BTC_4h,0.025,0.163,0.0134,-0.1799,0.075,-0.0832,0.2982,2,6
3,CCI_LINK_4h + VWZ_INJ_4h + BB_ETH_4h,0.014,0.417,0.0528,-0.1651,0.32,-0.1061,0.2262,4,6
3,CCI_LINK_4h + VWZ_INJ_4h + BB_SOL_4h,0.007,1.02,0.1601,-0.246,0.651,-0.0817,0.2892,5,6
3,CCI_LINK_4h + VWZ_INJ_4h + BB_DOGE_4h,0.035,0.346,0.0423,-0.2322,0.182,-0.0745,0.1917,3,6
3,CCI_LINK_4h + VWZ_INJ_4h + HTFD_DOGE_4h,0.031,0.779,0.1164,-0.2061,0.565,-0.0745,0.3841,4,6
3,CCI_LINK_4h + VWZ_INJ_4h + HTFD_SOL_4h,0.013,1.022,0.1638,-0.2483,0.66,-0.0282,0.3994,5,6
3,CCI_LINK_4h + VWZ_INJ_4h + LATBB_ETH_4h,0.014,0.407,0.0365,-0.1509,0.242,-0.058,0.0848,5,6
3,CCI_LINK_4h + VWZ_INJ_4h + LATBB_SOL_4h,0.03,0.499,0.0456,-0.1896,0.24,-0.0673,0.1608,3,6
3,CCI_LINK_4h + VWZ_INJ_4h + LATBB_BTC_4h,0.046,0.156,0.0109,-0.1683,0.065,-0.0867,0.0942,4,6
3,CCI_LINK_4h + VWZ_INJ_4h + REGSW_BTC_4h,0.04,0.302,0.0331,-0.1918,0.172,-0.0501,0.1369,4,6
3,CCI_LINK_4h + VWZ_INJ_4h + REGSW_ETH_4h,0.012,0.515,0.0649,-0.1628,0.398,-0.0228,0.1667,4,6
3,CCI_LINK_4h + BB_BTC_4h + BB_ETH_4h,0.227,0.302,0.0439,-0.2799,0.157,-0.1123,0.3754,4,6
3,CCI_LINK_4h + BB_BTC_4h + BB_SOL_4h,0.162,0.753,0.1533,-0.2202,0.696,-0.0522,0.4274,4,6
3,CCI_LINK_4h + BB_BTC_4h + BB_DOGE_4h,0.184,0.276,0.0374,-0.264,0.142,-0.151,0.2406,3,6
3,CCI_LINK_4h + BB_BTC_4h + HTFD_DOGE_4h,0.183,0.606,0.1174,-0.2526,0.465,-0.045,0.2738,4,6
3,CCI_LINK_4h + BB_BTC_4h + HTFD_SOL_4h,0.174,0.702,0.1427,-0.2206,0.647,-0.1039,0.7082,4,6
3,CCI_LINK_4h + BB_BTC_4h + LATBB_ETH_4h,0.054,0.241,0.0261,-0.1889,0.138,-0.1,0.3453,2,6
3,CCI_LINK_4h + BB_BTC_4h + LATBB_SOL_4h,0.079,0.268,0.0307,-0.2712,0.113,-0.1478,0.4698,2,6
3,CCI_LINK_4h + BB_BTC_4h + LATBB_BTC_4h,0.095,0.103,0.0033,-0.2343,0.014,-0.0987,0.2697,2,6
3,CCI_LINK_4h + BB_BTC_4h + REGSW_BTC_4h,0.239,0.182,0.016,-0.3139,0.051,-0.1116,0.4457,2,6
3,CCI_LINK_4h + BB_BTC_4h + REGSW_ETH_4h,0.174,0.33,0.0486,-0.235,0.207,-0.1296,0.4754,3,6
3,CCI_LINK_4h + BB_ETH_4h + BB_SOL_4h,0.161,0.926,0.1973,-0.2525,0.781,-0.0499,0.3571,5,6
3,CCI_LINK_4h + BB_ETH_4h + BB_DOGE_4h,0.168,0.451,0.0772,-0.2528,0.305,-0.0611,0.307,4,6
3,CCI_LINK_4h + BB_ETH_4h + HTFD_DOGE_4h,0.174,0.746,0.1511,-0.2442,0.619,-0.0426,0.4994,5,6
3,CCI_LINK_4h + BB_ETH_4h + HTFD_SOL_4h,0.17,0.903,0.1949,-0.222,0.878,-0.014,0.4765,5,6
3,CCI_LINK_4h + BB_ETH_4h + LATBB_ETH_4h,0.044,0.51,0.0713,-0.1682,0.424,-0.0262,0.1969,4,6
3,CCI_LINK_4h + BB_ETH_4h + LATBB_SOL_4h,0.065,0.548,0.0778,-0.1824,0.427,-0.092,0.2534,4,6
3,CCI_LINK_4h + BB_ETH_4h + LATBB_BTC_4h,0.062,0.356,0.0457,-0.1914,0.239,-0.055,0.2095,4,6
3,CCI_LINK_4h + BB_ETH_4h + REGSW_BTC_4h,0.167,0.417,0.067,-0.238,0.282,-0.0183,0.2142,3,6
3,CCI_LINK_4h + BB_ETH_4h + REGSW_ETH_4h,0.207,0.535,0.0972,-0.2348,0.414,-0.0502,0.2588,5,6
3,CCI_LINK_4h + BB_SOL_4h + BB_DOGE_4h,0.148,0.848,0.1749,-0.3063,0.571,-0.1052,0.5187,5,6
3,CCI_LINK_4h + BB_SOL_4h + HTFD_DOGE_4h,0.145,1.124,0.2494,-0.3227,0.773,-0.1051,0.5149,5,6
3,CCI_LINK_4h + BB_SOL_4h + HTFD_SOL_4h,0.319,1.137,0.2999,-0.3478,0.862,-0.0588,0.5285,5,6
3,CCI_LINK_4h + BB_SOL_4h + LATBB_ETH_4h,0.021,1.036,0.1706,-0.2074,0.823,-0.0886,0.3892,5,6
3,CCI_LINK_4h + BB_SOL_4h + LATBB_SOL_4h,0.052,1.084,0.1811,-0.2198,0.824,-0.0979,0.3034,4,6
3,CCI_LINK_4h + BB_SOL_4h + LATBB_BTC_4h,0.045,0.889,0.1438,-0.2672,0.538,-0.1173,0.4097,5,6
3,CCI_LINK_4h + BB_SOL_4h + REGSW_BTC_4h,0.12,0.865,0.1678,-0.2823,0.595,-0.0807,0.3807,5,6
3,CCI_LINK_4h + BB_SOL_4h + REGSW_ETH_4h,0.122,0.989,0.2019,-0.2477,0.815,-0.0325,0.3452,4,6
3,CCI_LINK_4h + BB_DOGE_4h + HTFD_DOGE_4h,0.343,0.606,0.1298,-0.3505,0.37,-0.098,0.4649,4,6
3,CCI_LINK_4h + BB_DOGE_4h + HTFD_SOL_4h,0.15,0.868,0.1826,-0.3034,0.602,-0.0528,0.3777,4,6
3,CCI_LINK_4h + BB_DOGE_4h + LATBB_ETH_4h,0.05,0.418,0.056,-0.2522,0.222,-0.0814,0.2759,3,6
3,CCI_LINK_4h + BB_DOGE_4h + LATBB_SOL_4h,0.053,0.498,0.069,-0.2615,0.264,-0.0908,0.2189,4,6
3,CCI_LINK_4h + BB_DOGE_4h + LATBB_BTC_4h,0.077,0.245,0.0272,-0.2768,0.098,-0.1102,0.2964,2,6
