n_full,wr_full,sum_pnl_full,dpt_full_25,days_full,n_train,wr_train,dpt_train_25,sum_pnl_train,days_train,n_val,wr_val,dpt_val_25,sum_pnl_val,days_val,n_lock,wr_lock,dpt_lock_25,sum_pnl_lock,days_lock,max_dd_25,loss_streak,sharpe_daily,bootstrap_p_lockbox,passes_v8,fails,sleeve_id,gate_stack,split_kind,n_gates,proj_32d,proj_full,proj_honest
50,0.68,169.7361589592543,3.3947231791850863,21,24,0.5416666666666666,-1.493669905223465,-35.84807772536316,11,17,0.7058823529411765,4.39408519330612,74.69944828620405,6,9,1.0,14.542754266490382,130.88478839841343,4,110.33252380445099,4,3.247513317400156,0.0,True,,V8_PJ_RG_V7TOP_AND_SOL,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with,v8,6,1068.6742972730456,263.9801405528212,263.9801405528212
57,0.6666666666666666,169.46359449053472,2.973045517377802,22,27,0.5185185185185185,-1.9488320703412783,-52.61846589921451,10,16,0.6875,3.671644639994933,58.74631423991893,6,14,0.9285714285714286,11.666839010702164,163.3357461498303,6,100.0,4,3.5940066085486344,0.0,True,,V8_PL_RG_1H_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_gp_1h_trend_strong_with,v8,5,889.0909115422429,251.57640891185738,251.57640891185738
49,0.673469387755102,158.72891245975308,3.239365560403124,21,23,0.5217391304347826,-2.0371880097767137,-46.85532422486441,11,17,0.7058823529411765,4.39408519330612,74.69944828620405,6,9,1.0,14.542754266490382,130.88478839841343,4,110.332523804451,5,2.9824021236580163,0.0,True,,V8_PJ_RG_3A_TREND_UNANIM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_3a_trend_unanimity_with,v8,5,1068.6742972730456,246.86125147312075,246.86125147312075
49,0.673469387755102,158.72891245975308,3.239365560403124,21,23,0.5217391304347826,-2.0371880097767137,-46.85532422486441,11,17,0.7058823529411765,4.39408519330612,74.69944828620405,6,9,1.0,14.542754266490382,130.88478839841343,4,110.332523804451,5,2.9824021236580163,0.0,True,,V8_PJ_RG_V7TOP_AND_3A,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with,v8,6,1068.6742972730456,246.86125147312075,246.86125147312075
43,0.6511627906976745,138.4821368147703,3.220514809645821,20,22,0.5909090909090909,1.5272856020514936,33.60028324513286,10,13,0.6153846153846154,1.3981992772632021,18.176590604421627,6,8,0.875,10.838157870651981,86.70526296521585,4,90.85321694366543,3,3.593149584397426,0.0,True,,V8_PL_RG_1H_EXTREME,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_gp_1h_trend_extreme_with,v8,5,707.9484721109874,226.1413294185199,226.1413294185199
56,0.6607142857142857,152.0751077302662,2.715626923754754,22,29,0.5172413793103449,-2.4553656824715797,-71.20560479167581,12,18,0.7222222222222222,5.133106895751589,92.3959241235286,6,9,1.0,14.542754266490382,130.88478839841343,4,149.32527730494974,4,2.851366849719594,0.0,True,,V8_PJ_RG_SOL15M_ALONE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_sol_15m_trend_with,v8,5,1068.6742972730456,225.762409930477,225.762409930477
32,0.6875,92.16535558862368,2.88016736214449,16,16,0.5,-3.846423360015824,-61.54277376025318,10,9,0.7777777777777778,7.555358889936599,67.99823000942939,3,7,1.0,12.244271334206777,85.70989933944745,3,128.41687297445674,3,2.890849274915574,0.0,True,,V8_PK_RG_V7TOP_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_tod_us_pm,v8,6,933.0951041421177,188.13253209527807,188.13253209527807
72,0.6111111111111112,79.88219209117231,1.109474890155171,25,40,0.475,-3.41124670280781,-136.4498681123124,13,18,0.6666666666666666,2.9442396696474677,52.996314053654416,6,14,0.9285714285714286,11.666839010702164,163.3357461498303,6,167.48703240316513,4,1.282227944815396,0.0,True,,V8_PL_RG_1H_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_gp_1h_trend_with,v8,5,889.0909115422429,104.3580957479075,104.3580957479075
25,0.64,48.8777979365365,1.9551119174614602,16,12,0.5833333333333334,0.38068136449399326,4.568176373927919,9,8,0.5,-4.259702974095901,-34.077623792767206,4,5,1.0,15.67744907107516,78.3872453553758,3,69.34984454049354,2,1.7462121592432587,0.0,True,,V8_PJ_RG_3A_TREND_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_3a_trend_unanimity_strong_with,v8,5,853.375811102191,99.77180503795512,99.77180503795512
32,0.65625,50.67930491383105,1.5837282785572202,17,13,0.46153846153846156,-5.402370860796927,-70.23082119036006,8,10,0.6,1.0611416463631662,10.611416463631663,5,9,1.0,12.255412182284383,110.29870964055945,4,60.32966335936833,2,1.650885434188193,0.0,True,,V8_PL_RG_V7TOP_AND_1H_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_gp_1h_trend_strong_with,v8,6,900.5889642151678,97.36388814621893,97.36388814621893
27,0.6296296296296297,33.781428032914555,1.2511640012190577,16,11,0.45454545454545453,-5.112551608169212,-56.238067689861325,7,10,0.6,1.0611416463631662,10.611416463631663,5,6,1.0,13.234679876524039,79.40807925914423,4,60.32966335936833,2,1.2037224148664283,0.0,True,,V8_PL_RG_V7TOP_AND_CASCADE_STR,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_cascade_full_strong,v8,6,648.3669671509126,68.95633997218683,68.95633997218683
8,0.625,14.345032548574139,1.7931290685717673,7,1,0.0,-25.0,-25.0,1,5,0.6,0.45933519274675805,2.29667596373379,4,2,1.0,18.524178292420174,37.04835658484035,2,25.0,1,1.5910071325474295,0.0,False,n_lock<5 (2),V8_PK_RG_V7TOP_EURO,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_tod_european,v8,6,604.9996630304428,66.92982329091876,66.92982329091876
40,0.625,38.350797931873586,0.9587699482968397,21,19,0.47368421052631576,-4.042596209792262,-76.80932798605299,11,12,0.5833333333333334,0.405118023113929,4.861416277367148,6,9,1.0,12.255412182284383,110.29870964055945,4,109.90115783099174,3,0.878700133081762,0.0,True,,V8_PL_RG_V7TOP_AND_1H_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_gp_1h_trend_with,v8,6,900.5889642151678,59.64462192642815,59.64462192642815
25,0.64,16.09957050854377,0.6439828203417508,14,12,0.4166666666666667,-8.59342985356761,-103.12115824281132,8,8,0.75,6.541787065635576,52.33429652508461,3,5,1.0,13.377286445254091,66.88643222627046,3,89.424119473958,2,0.6467038294184054,0.0,True,,V8_JK_RG_V7TOP_SOL_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with&g_tod_us_pm,v8,7,728.1702921699977,37.55799805778853,37.55799805778853
25,0.64,16.09957050854377,0.6439828203417508,14,12,0.4166666666666667,-8.59342985356761,-103.12115824281132,8,8,0.75,6.541787065635576,52.33429652508461,3,5,1.0,13.377286445254091,66.88643222627046,3,89.424119473958,2,0.6467038294184054,0.0,True,,V8_JK_RG_V7TOP_2A_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_2a_btc_sol_trend_with&g_tod_us_pm,v8,7,728.1702921699977,37.55799805778853,37.55799805778853
24,0.625,5.092324009042493,0.2121801670434372,14,11,0.36363636363636365,-10.375309522028417,-114.12840474231258,8,8,0.75,6.541787065635576,52.33429652508461,3,5,1.0,13.377286445254091,66.88643222627046,3,89.42411947395802,3,0.195374391918989,0.0,True,,V8_JK_RG_V7TOP_3A_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_tod_us_pm,v8,7,728.1702921699977,11.879664438237699,11.879664438237699
29,0.5862068965517241,3.5661011918981096,0.12296900661717619,17,17,0.5882352941176471,1.5225612714987022,25.883541615477938,10,8,0.5,-4.850967120889527,-38.80773696711621,4,4,0.75,4.122574135884097,16.490296543536388,3,80.14106867787874,2,0.12056470694933004,0.369,False,n_lock<5 (4),V8_PJ_RG_2A_RF_BTC_SOL,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_2a_rf_btc_sol_with,v8,5,179.52436170396612,6.851109701611308,6.851109701611308
34,0.5882352941176471,3.71154052513109,0.10916295662150265,19,16,0.4375,-5.034872188211267,-80.55795501138027,9,12,0.5833333333333334,0.405118023113929,4.861416277367148,6,6,1.0,13.234679876524039,79.40807925914423,4,75.0,3,0.09320127687914934,0.0,True,,V8_PL_RG_V7TOP_AND_CASCADE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_cascade_5m_15m_1h_aligned,v8,6,648.3669671509126,6.379942818462178,6.379942818462178
8,0.75,43.64679582505923,5.455849478132404,6,6,0.6666666666666666,0.8520715955459046,5.112429573275428,4,2,1.0,19.2671831258919,38.5343662517838,2,0,0.0,0.0,0.0,0,50.0,2,3.7839869616965545,1.0,False,n_lock<5 (0);wr_lock<0.65 & dpt<$10;dpt_lock<$4,V8_PK_RG_V7TOP_ASIA,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_tod_asia,v8,6,0.0,237.58405860773902,0.0
29,0.5862068965517241,-16.218571967085445,-0.5592611023132912,16,13,0.38461538461538464,-8.172159053066256,-106.23806768986132,7,10,0.6,1.0611416463631662,10.611416463631663,5,6,1.0,13.234679876524039,79.40807925914423,4,96.64584706592271,3,-0.5816668001163121,0.0,True,,V8_PL_RG_CASCADE_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_cascade_full_strong,v8,5,648.3669671509126,-33.10616002781316,-33.10616002781316
37,0.5675675675675675,-29.261372884748262,-0.790847915804007,20,19,0.42105263157894735,-5.975308864276823,-113.53086842125963,10,12,0.5833333333333334,0.405118023113929,4.861416277367148,6,6,1.0,13.234679876524039,79.40807925914423,4,130.55795501138027,3,-0.7164001108061326,0.0,True,,V8_PL_RG_CASCADE_ALIGNED,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_cascade_5m_15m_1h_aligned,v8,5,648.3669671509126,-47.783821920793905,-47.783821920793905
24,0.5833333333333334,-29.719510381299393,-1.2383129325541413,16,10,0.4,-7.957507261973047,-79.57507261973048,7,8,0.5,-3.6940646275891407,-29.552517020713125,5,6,1.0,13.234679876524039,79.40807925914423,4,113.2191853099506,2,-1.028291927585047,0.0,True,,V8_JL_RG_V7TOP_3A_1H_STRONG,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_strong_with,v8,7,648.3669671509126,-60.66495056582738,-60.66495056582738
24,0.5833333333333334,-29.719510381299393,-1.2383129325541413,16,10,0.4,-7.957507261973047,-79.57507261973048,7,8,0.5,-3.6940646275891407,-29.552517020713125,5,6,1.0,13.234679876524039,79.40807925914423,4,113.2191853099506,2,-1.028291927585047,0.0,True,,V8_JL_RG_BASE_3A_AND_1H_STR,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_3a_trend_unanimity_with&g_gp_1h_trend_strong_with,v8,6,648.3669671509126,-60.66495056582738,-60.66495056582738
32,0.5625,-48.782151389581585,-1.5244422309244245,19,16,0.4375,-5.805482090109261,-92.88771344174818,9,10,0.5,-3.530251720697764,-35.30251720697764,6,6,1.0,13.234679876524039,79.40807925914423,4,118.28907281773405,3,-1.2379566738708145,0.0,True,,V8_JL_RG_V7TOP_SOL_AND_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with&g_gp_1h_trend_with,v8,7,648.3669671509126,-83.85395075703865,-83.85395075703865
32,0.5625,-48.782151389581585,-1.5244422309244245,19,16,0.4375,-5.805482090109261,-92.88771344174818,9,10,0.5,-3.530251720697764,-35.30251720697764,6,6,1.0,13.234679876524039,79.40807925914423,4,118.28907281773405,3,-1.2379566738708145,0.0,True,,V8_JL_RG_V7TOP_BTC_SOL_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_2a_btc_sol_trend_with&g_gp_1h_trend_with,v8,7,648.3669671509126,-83.85395075703865,-83.85395075703865
31,0.5483870967741935,-59.78939788908288,-1.9286902544865445,19,15,0.4,-6.9263306627499635,-103.89495994124945,9,10,0.5,-3.530251720697764,-35.30251720697764,6,6,1.0,13.234679876524039,79.40807925914423,4,118.28907281773411,3,-1.482856072559155,0.0,True,,V8_JL_RG_V7TOP_3A_1H,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with,v8,7,648.3669671509126,-102.77482816091825,-102.77482816091825
14,0.42857142857142855,-117.16991368599444,-8.369279548999604,9,7,0.14285714285714285,-19.85610764292839,-138.99275350049874,4,5,0.6,1.282623345500614,6.41311672750307,3,2,1.0,7.70486154350062,15.40972308700124,2,125.0,5,-8.959038199708932,0.0,False,n_lock<5 (2),V8_JKL_RG_V7TOP_SOL_1H_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with&g_gp_1h_trend_with&g_tod_us_pm,v8,8,251.64077801073023,-425.19659788717536,-425.19659788717536
13,0.38461538461538464,-128.17716018549572,-9.85978155273044,9,6,0.0,-25.0,-150.0,4,5,0.6,1.282623345500614,6.41311672750307,3,2,1.0,7.70486154350062,15.40972308700124,2,125.0,6,-9.101207179037873,0.0,False,n_lock<5 (2),V8_JKL_RG_V7TOP_3A_1H_US_PM,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high_rg&g_pw_btc_15m_trend_with&g_3a_trend_unanimity_with&g_gp_1h_trend_with&g_tod_us_pm,v8,8,251.64077801073023,-465.1406724064767,-465.1406724064767
