sleeve_id,gate_stack,split_kind,n_gates,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25_train,dpt_25_val,dpt_25_lockbox,dpt_25_full,max_dd_25,loss_streak,sharpe,bootstrap_p_lockbox,proj_32d,proj_full,proj_honest
V8_BASELINE_V7_TOP,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with,v8,5,33,19,12,64,0.7878787878787878,0.7894736842105263,1.0,0.828125,8.98480699640766,8.803513335681624,12.12633156917802,9.52002129827406,75.0,3,12.101797663949991,0.0,1584.1839561974164,947.577586595446,947.577586595446
V8_PJ_SOL15M_ALONE,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_sol_15m_trend_with,v8,5,35,17,9,61,0.7428571428571429,0.7647058823529411,1.0,0.7868852459016393,6.611027504825243,7.598971906984534,10.977876993590582,7.530645541474358,60.96563374821619,2,9.699218518470284,0.0,1075.6123878320052,750.150194322885,750.150194322885
V8_PJ_V7TOP_AND_2A_BTC_SOL,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_2a_btc_sol_trend_with,v8,6,27,16,8,51,0.7777777777777778,0.75,1.0,0.803921568627451,8.40909105172567,6.967877911338283,12.188927366811182,8.549861253186178,60.96563374821619,2,11.89492828875226,0.0,1061.5743141334751,712.0580947491043,712.0580947491043
V8_PJ_BTC_AND_SOL_TREND_SEP,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_pw_btc_15m_trend_with&g_pw_sol_15m_trend_with,v8,6,27,16,8,51,0.7777777777777778,0.75,1.0,0.803921568627451,8.40909105172567,6.967877911338283,12.188927366811182,8.549861253186178,60.96563374821619,2,11.89492828875226,0.0,1061.5743141334751,712.0580947491043,712.0580947491043
V8_PJ_BTC_SOL_TREND,g_tr_stack_full_with&g_above_1h_dailyvwap_with&g_offset_early&g_vol_high&g_2a_btc_sol_trend_with,v8,5,27,16,8,51,0.7777777777777778,0.75,1.0,0.803921568627451,8.40909105172567,6.967877911338283,12.188927366811182,8.549861253186178,60.96563374821619,2,11.89492828875226,0.0,1061.5743141334751,712.0580947491043,712.0580947491043
