tf,mode,s_now,tau_s,reason,signal,strike,symbol,cvd_30s,cvd_60s,fair_up,fee_usd,fill_qty,macd_hist,fill_price,kelly_mult,kelly_rule,entry_phase,fill_status,rvol_30_300,condition_id,fair_edge_bp,qty_intended,vwap_dev_bps,strategy_mode,predicted_edge_pp,kelly_notional_usd,predicted_cost_bps,_at
5m,paper,2071.86,180.0,order_placed,DOWN,2073.42,ETH,-58141.534469,-47014.62865499999,0.13776724029373721,3.5714157886314597,204.0816,-0.09339512441886622,0.4990754482520717203314752530,4.0,S4,t_plus_120,filled,1.7137139078056802,0xf4d890edbf5deebef747d7c2a3fb366db564c35c3e918a0d50babce025a2bb70,-3822.3275970626282,25,-10.226004686066478,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 03:37:09.124401+02
5m,paper,83.98,180.0,order_placed,UP,83.92,SOL,8467.206370000002,36225.28511,0.7827349563605579,2.5622233912117136,147.0588,8.79875725776514e-05,0.5331399957023993123838899814,3.0,S4,t_plus_120,filled,0.6901226039450149,0xe50650a547754a6ee9289d288c2744b68c228cdbe25217a640ff6ce93270ab86,2727.349563605579,25,11.957188764828194,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 03:42:02.957263+02
5m,paper,83.96,180.0,order_placed,DOWN,83.97,SOL,-3343.4140599999982,-7781.867830000002,0.4532377637390744,0.8745143106,50.0000,-0.002423693179255877,0.51178,1.0,S8,t_plus_120,filled,2.118263352294256,0xc6500847f9bd7c44611da009c6303e45dd0b28d3b5242f2aa540e2a37d5f0b06,-567.6223626092564,25,-1.9895715491092232,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 03:57:05.698509+02
5m,paper,2075.01,180.0,order_placed,UP,2074.61,ETH,104478.725745,166114.17211300004,0.6261565101460258,1.7104362420327412,98.0392,0.044101621455330364,0.5276579980252796840447494472,2.0,S8,t_plus_120,filled,1.3805137250664055,0xd0fece79e059c814052fa22e7263b41f62a979c7b2c23e84691be76895fac2d0,1161.565101460258,25,4.851107318209152,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 04:07:07.137865+02
5m,paper,83.76,180.0,order_placed,UP,83.71,SOL,23354.363040000004,23232.86391,0.7294561543355991,2.5622233912117136,147.0588,0.00039213732782559206,0.5331399957023993123838899814,3.0,S4,t_plus_120,filled,1.3571718228071337,0x75bf98466c36ea62e90c5b41dc0ffc606e5d1f380c82c550f517f405660d529e,2194.5615433559906,25,11.362326620056866,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 04:27:06.052706+02
5m,paper,83.67,180.0,order_placed,DOWN,83.74,SOL,-17447.297070000004,-34654.98478,0.19913879125217032,3.56456203349813,204.0816,-0.0014267616603583187,0.5219229955076792812286849966,4.0,S8,t_plus_120,filled,1.240333980300947,0x712f9f3dca9bc1a91b5e4048f824162307fb1da9c872c22ec5e4793ed8818990,-3208.612087478297,25,-7.317795046971408,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 04:32:02.268327+02
5m,paper,75738.32,180.0,order_placed,DOWN,75769.82,BTC,-75499.1796496,-88551.454141,0.1531229528108799,3.5,200.0000,-1.5939802562001475,0.5,4.0,S8,t_plus_120,filled,1.2204560442764918,0xe55653ef632c7a8354cb4b3c86aefc9c7e4a6fba715b5b957ca8e26cff153c87,-3568.770471891201,25,-2.2636429615960862,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 04:32:02.285158+02
5m,paper,75764.0,180.0,order_placed,UP,75744.9,BTC,152494.90012380003,163223.84122380003,0.7730922838442733,3.4299994512,196.0784,0.9387200492007501,0.51,4.0,S8,t_plus_120,filled,2.158661720745444,0xeb3a90d146745ed62bf44dcb08ce3939ba9504b5df8b66d93f2402aaa08491c6,2630.922838442733,25,1.400958575795533,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 04:47:10.490916+02
5m,paper,2072.08,180.0,order_placed,UP,2070.16,ETH,61144.31121800002,55716.29072100001,0.960966177469174,3.3551917602287733,192.3076,0.026438106404092027,0.5275147940071011234085392361,4.0,S8,t_plus_120,filled,1.4959499881816913,0xf27e60ceef3b945134ea401e4c90a4a0db1a57b2a94ad4bfe8d27656ad8050f7,4409.66177469174,25,4.22317602985881,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 04:47:10.493775+02
5m,paper,2073.97,180.0,order_placed,UP,2073.08,ETH,16232.067006000003,13411.551311000005,0.8122196931518686,3.4299994512,196.0784,0.003868765866006166,0.51,4.0,S4,t_plus_120,filled,1.2005735099978023,0x0082ee3fc54555e039d08c13c5b32a824f8ed96f8e0027f2c18d5a9080b50faa,3022.1969315186857,25,10.918648293950348,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 04:57:04.458729+02
5m,paper,2079.93,180.0,order_placed,UP,2078.31,ETH,87857.235644,30388.79395600001,0.9308783746781234,3.6436820472558877,208.3333,-0.031190776559335637,0.4878559980569596891135502582,4.0,S4,t_plus_120,filled,0.6765633062145379,0x34cdf14c0680bc3bb1f17bf0fbb1cb9e2f838c4fa4edeb5f1e2fbd47fe123c40,4508.783746781234,25,10.01854194912162,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 05:07:11.328686+02
5m,paper,2077.77,180.0,order_placed,UP,2076.55,ETH,205618.10004500003,313365.15445699997,0.8757303273218817,3.426921562430205,196.0784,0.017477434630992647,0.5180068380810940929750548760,4.0,S8,t_plus_120,filled,3.499981100031827,0x41ebeb7823d2bed86974418ce7474a9a62d0cf3a2187a4cbb9f335e6691c5841,3657.303273218817,25,5.078545480337909,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 05:27:09.605731+02
5m,paper,83.73,180.0,order_placed,DOWN,83.79,SOL,-1057.8082200000003,5523.920569999998,0.1987581175182514,3.4865785303125,200.0000,0.0012540279701951837,0.5309625,4.0,S4,t_plus_120,filled,0.06966357855849903,0x130063c3f05355ccfce0eb8a1b07bef9487aaba609b8e0fab400f451cf01af52,-3112.418824817486,25,-11.360988645510949,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 05:37:07.945944+02
5m,paper,2073.43,180.0,order_placed,DOWN,2075.69,ETH,-88898.10289100006,-74933.30907700003,0.009163702243340621,3.49942745565,200.0000,0.035538478136810034,0.506395,4.0,S4,t_plus_120,filled,2.168928185138838,0x1120d138160471a73133bf9f2257ef739be2ba3996b4cdc1f243530c2f7cce98,-5008.362977566594,25,-9.998240648431183,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 05:37:07.9649+02
5m,paper,83.66,180.0,order_placed,UP,83.62,SOL,-35639.01402,-7593.023200000004,0.6758635791855251,1.5732689875647956,90.9090,0.0018450224502036885,0.5526475926475926475926475926,2.0,S8,t_plus_120,filled,1.8276719632281675,0xaea48f258335dcf300567f4bd1a6230feec5f10c45ef5b1ff27efd79094aadc2,1258.6357918552503,25,7.025117606327333,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 05:57:05.094959+02
5m,paper,2069.55,180.0,order_placed,UP,2069.55,ETH,-268903.120598,-542171.7320839999,0.5,0.8191010898637051,47.1698,0.021532933567794343,0.5439240785417788500269240065,1.0,S8,t_plus_120,filled,2.3342900999945426,0x39e155c90509af5c7a0ddf2e135dec2a332e7bfb115a42dd320467af064de0c1,-300.0000000000003,25,0.1026144418012433,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 06:07:07.376777+02
5m,paper,75364.01,180.0,order_placed,DOWN,75509.15,BTC,-245190.4595255,-1340263.7074253997,0.0012730303590439696,3.7877315087818992,217.3913,1.4340943501187207,0.4669557199391143987822879756,4.0,S4,t_plus_120,filled,0.7312615932314557,0x83973ca4dc6245658faf81bd162adad936f6b580f632f2daf08da374545a7ad4,-5487.26969640956,25,-8.447654611626865,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 06:32:04.300568+02
5m,paper,75340.0,180.0,order_placed,DOWN,75351.18,BTC,-35813.296014100015,77620.7438169,0.4092734648203601,1.8551308108404971,106.3829,0.2476004767619533,0.4702973128200114868085002383,2.0,S4,t_plus_120,filled,0.21623999872913566,0x2691c76677160c1dc92fb80882a3c6b30681ccba2bc59fd1eed6b8e0cd1b7852,-1307.2653517963995,25,-9.050424642642982,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 06:37:11.03215+02
5m,paper,75332.02,180.0,order_placed,DOWN,75369.99,BTC,-37076.4058456,-333073.7194514999,0.22834535273537743,3.720348425622646,212.7659,0.444510595921805,0.4856783488331541849516299369,4.0,S4,t_plus_120,filled,0.40434207275024964,0x623ef5dac04d206460202d7d1f35e6bbf8983682921b3ccc30a3764c804ab7be,-3116.546472646226,25,-9.206237913242447,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 06:42:05.598959+02
5m,paper,2072.38,180.0,order_placed,UP,2072.61,ETH,-208819.779844,-213192.15814100002,0.4230046566810623,0.875,50.0000,0.01956983428765635,0.5,1.0,S8,t_plus_120,filled,2.94741710155361,0x93c0bf7c614ced332bd902a0cd20d8bdabf4aaf66b23a58eedb405212fd3e932,-769.953433189377,25,11.941662701694458,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 06:57:02.397942+02
5m,paper,83.67,180.0,order_placed,UP,83.64,SOL,44155.94497999999,49353.31752999999,0.6449217546397445,1.71051490539286,98.0392,0.00030016723013238326,0.5274499995919999347199895552,2.0,S8,t_plus_120,filled,1.7919487424985399,0x8aaca51c50ceca2d726b57c4ba28be82665ba0eeea30be540784305ffba9ddff,1349.2175463974454,25,0.016567911768967474,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 07:02:11.577305+02
5m,paper,75625.99,180.0,order_placed,UP,75630.0,BTC,155548.89072969995,174123.96463509992,0.4201386124418554,0.8574998628,49.0196,0.2630331144652671,0.51,1.0,S8,t_plus_120,filled,2.3273511028866323,0x76c28d2c35cbd1c00669125ca78d2b39f28ce5c124de7806c82e9e03ba902477,-898.613875581446,25,0.6698116843385074,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 07:17:10.389531+02
5m,paper,75683.99,180.0,order_placed,UP,75670.97,BTC,359672.36764000007,566137.2120754999,0.7223654582596833,2.625,150.0000,0.5929664098068486,0.5,3.0,S4,t_plus_120,filled,1.5324944925672752,0xda65a7850392483e36e9825b343330f7723d20cbba351abef0ebb2e626ba9a20,2223.6545825968333,25,5.914153120743849,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 07:27:09.347326+02
5m,paper,2076.6,180.0,order_placed,UP,2075.56,ETH,24408.743299999995,60440.760555,0.834878425462788,2.6785645019142668,153.0612,0.03213459733017801,0.4992212265420629133967328101,3.0,S4,t_plus_120,filled,0.3439466598511805,0xd262d1ecc5c6e814cf3a5ad4d2d1af1efa7674d461333bdf79a509f0a53afec4,3448.7842546278803,25,11.582658310494532,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 07:27:09.348431+02
5m,paper,83.81,180.0,order_placed,UP,83.75,SOL,17473.4218,17502.08861,0.770620091823377,2.671349673880442,153.0612,0.0018641249179866572,0.5259613278871457952766605776,3.0,S4,t_plus_120,filled,1.047987455831022,0x490d08f79d8fe88cf73f383f613d2c31cb57a5efa6ca265d95100e0d7e077c0a,2806.20091823377,25,13.919258252274073,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 07:27:09.348863+02
5m,paper,2077.19,180.0,order_placed,UP,2075.01,ETH,24449.65952,30753.498572000004,0.9676523724070965,3.4279603442380533,196.0784,0.002201681445179321,0.5157658977225436356069816971,4.0,S4,t_plus_120,filled,0.3499634967200537,0x8f49ad571fd1182dcdde0fcd8a7496bc948303306a0c3f1f9a129059aaf748e4,4576.523724070965,25,8.316067822651306,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 07:52:10.100072+02
5m,paper,75708.31,180.0,order_placed,UP,75705.68,BTC,-360980.836305,-169385.07801030006,0.5374978762339582,0.9274984418,53.1914,0.2529261726504135,0.47,1.0,S8,t_plus_120,filled,2.491566090566767,0x2b390cceb75cb5b3ab449606e1c6c5e64054715b079a7c427c6dad6500371d32,674.978762339582,25,3.864982250142379,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 07:57:09.22668+02
5m,paper,83.82,180.0,order_placed,UP,83.82,SOL,3484.054309999999,-4211.17,0.5,0.85571551518572,49.0196,0.0013592768643141168,0.5248999991839998694399791104,1.0,S8,t_plus_120,filled,1.4006748444602493,0x7d1de35c35f4593eff8e26f7374e302104888a119433f72f40d07f113aa78b9e,-100.00000000000009,25,1.8168304915089433,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 08:27:08.990274+02
5m,paper,2079.5,180.0,order_placed,DOWN,2077.8,ETH,446020.2881650001,828609.8641240001,0.9479459243164046,0.8204691327293209,47.1698,-0.018341817270488392,0.5389230397415295379670891121,1.0,S8,t_plus_120,filled,3.2139109237053622,0x8186069a14cad7c0ebe22d43ef6910dc562ba0d0700fe52ebe99dff7a8038dc5,4379.459243164046,25,-2.0209262027640404,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 08:32:05.133269+02
5m,paper,83.92,180.0,order_placed,DOWN,83.89,SOL,28996.24597000001,-27729.58648999999,0.641920171517444,0.8744085,50.0000,-0.0016065109520098297,0.513,1.0,S8,t_plus_120,filled,1.9757156484965943,0xadcab8709de97a2b7e3c6b4fdc1b346da8e63f7348febadf7b31fbbd079e4a4f,1319.2017151744394,25,-0.6445962067188383,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 08:37:10.528376+02
5m,paper,84.05,180.0,order_placed,UP,84.04,SOL,-1548.4820800000048,-945.1981600000032,0.552982580051495,0.8571829024223682,49.0196,0.000494613497499356,0.5138697990191678430668548907,1.0,S8,t_plus_120,filled,2.5366269121186904,0x00ff9a1345230e2b2562d6e99e485fd03593789a08ab002e51b5139abd3d1a15,429.82580051495023,25,2.2250933307268443,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 08:47:09.130364+02
5m,paper,75899.99,180.0,order_placed,UP,75856.64,BTC,283575.4921482001,316745.85149480007,0.9770463454328808,3.5699994288,204.0816,3.185448167877876,0.49,4.0,S8,t_plus_120,filled,2.366176427477751,0x2af6ab9fa4c596def5d4b330e1c30c9411647f11acf0762b1a2a75c0006a3211,4870.463454328808,25,5.699781073130671,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 08:52:05.259007+02
5m,paper,84.06,180.0,order_placed,DOWN,84.06,SOL,-18146.10718,-11713.08056,0.5,0.873577228146,50.0000,-0.0003350810560295058,0.520162,1.0,S8,t_plus_120,filled,1.7606699161745678,0xcded0657d4a272f165b680bc6e3767622a07695b283593f9ba28026fc3cb8222,-100.00000000000009,25,-0.28873631734934535,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 09:02:06.578286+02
5m,paper,75851.01,180.0,order_placed,UP,75838.65,BTC,-373171.6151608,-300518.514938,0.6916371009285144,0.8574998628,49.0196,0.2646483230535689,0.51,1.0,S8,t_plus_120,filled,1.491843320037647,0x8bd741fdac01909c2d54ebbe000a54a32b8dd44531ed60af5f590ebc252280d4,1816.3710092851438,25,0.6382226685936737,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 09:02:06.579462+02
5m,paper,83.93,180.0,order_placed,DOWN,83.95,SOL,-66089.31273999996,-62953.17595000001,0.40094484278014964,0.8737365,50.0000,-6.757160942094144e-05,0.519,1.0,S4,t_plus_120,filled,3.467693309794569,0x4c754f882dcb611dfac075630c85fb1b159e55a21092a0d8c2af7c88c87d3b82,-1090.5515721985037,25,-12.420072415767384,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 09:12:03.448223+02
5m,paper,84.07,180.0,order_placed,UP,84.03,SOL,19014.500099999997,25298.944900000002,0.6994548404709191,1.71051490539286,98.0392,0.0014040339109004849,0.5274499995919999347199895552,2.0,S4,t_plus_120,filled,0.7034531225869012,0x4a761b25b75a4143bb2a7a48196345becf4679c7346778728ec91b36261dd71a,1894.548404709191,25,8.988998308494434,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 09:27:06.104207+02
5m,paper,2080.47,180.0,order_placed,UP,2080.0,ETH,-3450.229622999983,-66725.36717499998,0.684927492768683,1.71143103037144,98.0392,0.03618992127461568,0.5248999991839998694399791104,2.0,S8,t_plus_120,filled,2.2798481810628934,0x800de49bb1011ca747713bfa2039c9d43c356fe98cce517cbd6c0e1d3342e48e,1749.2749276868303,25,1.3462373169015687,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 09:32:06.929244+02
5m,paper,84.05,180.0,order_placed,UP,84.01,SOL,-14776.14759,-13359.696639999998,0.6939475242257573,1.71051490539286,98.0392,0.0006733645504344576,0.5274499995919999347199895552,2.0,S8,t_plus_120,filled,2.174836663691854,0xdf6bcc0e6b8b792d1783f379b2696e53575718a706b1ba97e6e4394672ad14d8,1839.4752422575732,25,2.2165324530407347,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 09:47:06.969729+02
5m,paper,75918.48,180.0,order_placed,UP,75886.01,BTC,-71810.26717269995,21623.92721240004,0.7769815529160315,1.7149997256,98.0392,0.47554873180386403,0.51,2.0,S8,t_plus_120,filled,1.7412840999424484,0x6301adf9f70e546746d558d71efa6522825564be1e9f0df6da92ca388eb3f91b,2669.8155291603152,25,1.6297020451299427,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 09:47:06.969908+02
5m,paper,2084.42,180.0,order_placed,DOWN,2085.95,ETH,-78429.48266900002,-123773.76582,0.10406021588957359,3.281064187175099,188.6792,-0.028844573256300687,0.5397052775292666070239856858,4.0,S8,t_plus_120,filled,1.266260280660663,0xe672c2d42b88777e82c4671da3df659d1c4efbfad22feb63ebc95e34b7444073,-3759.397841104264,25,-5.728709262717997,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:17:06.333904+02
5m,paper,2086.29,180.0,order_placed,UP,2086.06,ETH,208114.51316900004,221627.96180900003,0.5775577606950942,0.9114316579908103,52.0833,0.08858782067175486,0.5026751953121249997599998464,1.0,S8,t_plus_120,filled,4.8988348605872485,0x145e6e196ae8d15e81f15d0068f89e030342ccd979f2dadf9fb6ffd0ce9e27ac,975.5776069509425,25,3.5932455153924914,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 10:22:06.993532+02
5m,paper,75910.81,180.0,order_placed,DOWN,75912.76,BTC,441998.22426709987,378289.71712509985,0.459370055882932,0.875,50.0000,-0.19876358249347525,0.5,1.0,S8,t_plus_120,filled,3.8919955338773384,0x726371aad65575908c997c58b5434fb08263fd6c4a08bf219ed0cd7037f7a30c,-506.29944117068004,25,-1.123583859258067,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 10:22:07.000209+02
5m,paper,76045.56,180.0,order_placed,UP,75960.0,BTC,98611.30760230002,240723.828112,0.9989515815751502,3.4299994512,196.0784,-1.4372128252279666,0.51,4.0,S4,t_plus_120,filled,1.4246812812326628,0x00ce97a934f00336d15b11fd1b19c516c5e2b95b8bf26904e7e2797d7f720378,4889.515815751502,25,12.566081875793689,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:27:09.185082+02
5m,paper,2094.09,180.0,order_placed,UP,2088.42,ETH,120035.468214,779205.9743979998,0.9981178293445317,3.5,200.0000,-0.04071123189928029,0.5,4.0,S4,t_plus_120,filled,1.287121530484679,0xa54bb67edadc8c18b71107f81612b2a6963313d66a7500317a56dbf167e42755,4981.178293445318,25,20.373725657044503,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:27:09.186302+02
5m,paper,76018.86,180.0,order_placed,DOWN,76048.53,BTC,405416.8016705001,202425.4520897001,0.13917301909948576,3.5,200.0000,-0.1517040344100402,0.5,4.0,S8,t_plus_120,filled,3.1904898411430453,0xd79eecc4f161250298dec26a69fe20a246bcb27042f9fdce68eac7cfe0839b2e,-3708.2698090051426,25,-0.8940629478389976,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:32:07.458259+02
5m,paper,84.26,180.0,order_placed,DOWN,84.25,SOL,37520.67922,38651.59221,0.5453658978484043,0.8737365,50.0000,-4.070534747585737e-05,0.519,1.0,S8,t_plus_120,filled,1.2291378738141059,0xd448b11c8ec13f7ffe5d5b145589780669c8b8ccf6fec7a46fd39d9f754bf227,353.65897848404273,25,-2.8730511102194924,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 10:37:01.29855+02
5m,paper,2093.57,180.0,order_placed,UP,2094.3,ETH,166704.56072499996,142966.33035499995,0.317579708532237,0.9109230740441709,52.0833,0.05502059789749422,0.4878899186495479357106788548,1.0,S8,t_plus_120,filled,2.31716733119452,0x76a28e9bcfd2399ef1524d10119b9f73e276c952a2945665417364ecc0e687c6,-1624.20291467763,25,2.5974792683002814,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 10:42:02.583528+02
5m,paper,75956.9,180.0,order_placed,DOWN,75966.0,BTC,-1199618.5540933,-846733.3600918002,0.3372790815594582,2.8349986392,163.0434,-0.3468819906751017,0.46,3.0,S8,t_plus_120,filled,4.9547356017177355,0xc0b6f111934cbfbafe084ee9daa7499d0c58bd2f8bf651dc0886fe4eac3b8e0f,-2127.2091844054185,25,-1.464386904601305,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 10:47:06.42207+02
5m,paper,83.99,180.0,order_placed,DOWN,84.1,SOL,-13715.635030000009,-51261.16308000001,0.0713561618087259,3.555606315769937,204.0816,0.0026543236347673534,0.5332793941247030599524895924,4.0,S4,t_plus_120,filled,4.640959306765256,0x8b65b6d4f363d54065be567b14a87d3c4a1127d34dcf71c58038d9fa44518ebf,-4486.4383819127415,25,-10.131477330734347,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:52:07.557797+02
5m,paper,2088.38,180.0,order_placed,DOWN,2090.17,ETH,-24976.09221499999,-140820.0660860001,0.07168174244318432,3.429563613909356,196.0784,0.04134213042741233,0.5114784086365453818472610956,4.0,S4,t_plus_120,filled,2.12419972084398,0xffc934cab19216c25abeb49dec2cd5da000120c20d3de5e23439e9cfb5ed8385,-4283.182575568157,25,-10.46442152544805,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 10:52:07.559991+02
5m,paper,83.92,180.0,order_placed,DOWN,83.95,SOL,-4848.397420000001,-23171.78845,0.34888638791493903,1.8228654172137684,104.1666,-0.0012026354698730871,0.5026207824773007854725027024,2.0,S4,t_plus_120,filled,0.38091785255665894,0xe2181e975433fa0a00af0e195c741a7db70c4275c9aaff3e204195fe62dce4b3,-1811.13612085061,25,-14.985190443891097,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 10:57:09.229544+02
5m,paper,75852.21,180.0,order_placed,DOWN,75879.91,BTC,-19026.0223324,-169456.04407049995,0.12800065720975623,1.75,100.0000,0.035214690593102976,0.5,2.0,S4,t_plus_120,filled,0.2394687483035558,0x56ba6dd0b494de79ae8ddbcae3dc2c0ebdf9bcd80bd2418033017dcfa50f1393,-3819.993427902438,25,-10.3374247604356,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 10:57:09.23849+02
5m,paper,83.8,180.0,order_placed,DOWN,83.93,SOL,-69192.44293,-72440.51854,0.047318845176691215,3.554012064009847,204.0816,-0.00209068979731317,0.5349158375865340138454422153,4.0,S4,t_plus_120,filled,2.556180632231584,0xc09950b385b3ed76c86b4ab05b3a278e695514c37cb2dd09fcaac30e97be5762,-4726.811548233088,25,-9.291449314259488,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 11:02:05.838412+02
5m,paper,75808.4,180.0,order_placed,DOWN,75873.24,BTC,-71861.8593552,-99147.60318529997,0.0024441553597114862,3.5,200.0000,-0.2213739029935109,0.5,4.0,S4,t_plus_120,filled,1.4030091657061878,0x9e18f199cbde8a3bc623e985519b0cde7c650b572916efbdd9096d93d784986e,-5075.558446402886,25,-5.951386698397947,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 11:02:05.842867+02
5m,paper,2082.0,180.0,order_placed,DOWN,2085.05,ETH,-402133.602654,-405502.41702899995,0.00974953736682993,3.5,200.0000,-0.009429192270053677,0.5,4.0,S4,t_plus_120,filled,3.1346878141420977,0x50918cd28228796ffabd61305bc0661b72f9d4a481366c197a322d4959d20f55,-5002.504626331701,25,-6.770849605528457,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 11:02:05.854193+02
5m,paper,83.72,180.0,order_placed,DOWN,83.71,SOL,-146138.92537,-228933.10999,0.5445670366276018,0.89277124998628,51.0204,-0.0017317462057406998,0.4950999992159998745599799296,1.0,S8,t_plus_120,filled,2.154655864134883,0x5944a8cc87fbb0b14ecb599c37786f7a8b117e78a0cddbc96fa1fe1b5462389b,145.67036627601726,25,-3.0489392476965276,vwap_kelly_ensemble,3.0,25.0,400.0,2026-05-27 11:22:10.272092+02
5m,paper,75916.52,180.0,order_placed,UP,75852.6,BTC,82424.45756119999,163520.36444900002,0.9989372712106546,3.4299994512,196.0784,0.7739009748170993,0.51,4.0,S4,t_plus_120,filled,2.160590677809082,0xa0eddfc208fd3e2177ea9c98dd2e0fd866cc5c9055fa07f4a4d78f83c3990525,4889.372712106546,25,5.7923060915765054,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 11:37:05.597437+02
5m,paper,2085.63,180.0,order_placed,UP,2083.03,ETH,60331.017114,158900.370682,0.9953616656421793,3.4283056168084536,196.0784,0.011089536922125415,0.5149468375914940146390423422,4.0,S4,t_plus_120,filled,1.0012527624312626,0xb3166dc08ce92c9c760362983e19926c854f27b8fc2c6d7f50c0043b882bbdf9,4853.616656421793,25,10.80613622795847,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 11:37:05.615175+02
5m,paper,2087.17,180.0,order_placed,UP,2086.52,ETH,-49251.875425999984,-6996.840424999993,0.7876316249613431,2.625,150.0000,0.007003951337778647,0.5,3.0,S8,t_plus_120,filled,1.2102725936143828,0xa85f99410a8318b2925aa350bf8511488a8a59afc485baa9d2e8116abac6a63b,2876.316249613431,25,3.8802452442159,vwap_kelly_ensemble,3.0,75.0,400.0,2026-05-27 12:17:11.899973+02
5m,paper,84.06,180.0,order_placed,UP,83.98,SOL,21876.513199999994,11295.383479999993,0.849966450682324,3.4168171942742904,196.0784,-0.0006827294907699559,0.5325641172102587536414005826,4.0,S4,t_plus_120,filled,2.877178994279098,0x375f7341d9cc91c1b5e4470230af5e7daca4408ec2d0605798bef0bbbfeb2794,3399.66450682324,25,8.702747943312465,vwap_kelly_ensemble,3.0,100.0,400.0,2026-05-27 12:27:03.80515+02
5m,paper,2081.17,180.0,order_placed,DOWN,2081.83,ETH,-130369.975234,-127825.804651,0.3092024715065085,1.75,100.0000,-0.0048278154146383645,0.5,2.0,S8,t_plus_120,filled,2.6490815929819274,0x0a681d1a2fc59513531bc51727289dcf2172dcce0f7a410e08b3329b30e04adf,-2007.9752849349152,25,-5.3620925315454535,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 12:42:03.289981+02
5m,paper,75880.01,180.0,order_placed,DOWN,75892.0,BTC,-47331.9673298,-33251.5789887,0.2873804524503293,1.7849997144,102.0408,-0.031214276549948478,0.49,2.0,S8,t_plus_120,filled,1.260171235149665,0xc4d47d59298c39ed21c3dc765aa64007b91525b93db299d37dbbc2e54159e58b,-2326.1954754967073,25,-2.271743806503007,vwap_kelly_ensemble,3.0,50.0,400.0,2026-05-27 12:42:03.351984+02
