cell_id,sleeve_id,signal,hour_bucket,dow_group,asset,n_sel,n_fold_a,keep_fold_a,inv_fold_a,n_fold_b,keep_fold_b,inv_fold_b,n_fold_c,keep_fold_c,inv_fold_c,keep_sel,inv_sel,n_held,keep_held,inv_held,active_folds,action_full,selection_pnl,action
poly_updown_btc_5m_momo_HEDGE|DOWN|00-05|weekday,poly_updown_btc_5m_momo_HEDGE,DOWN,00-05,weekday,BTC,51,7,22.499228,-35.69793169822766,11,5.0385722800000075,-87.06939921221098,33,-18.702269760000025,-38.37277051085266,8.835530519999988,-161.14010142129132,22,-96.89076104,61.36954084601888,2,SKIP,0.0,SKIP
poly_updown_btc_5m_momo_HEDGE|DOWN|12-17|weekday,poly_updown_btc_5m_momo_HEDGE,DOWN,12-17,weekday,BTC,57,10,-48.65146888,25.309420974553305,22,94.11495993999999,-134.20300160708075,25,-49.602519040000004,-204.49232334443212,-4.139027979999973,-313.3859039769596,42,93.93287796000001,-261.16557863561195,3,SKIP,0.0,SKIP
poly_updown_btc_5m_momo_HEDGE|DOWN|18-23|weekday,poly_updown_btc_5m_momo_HEDGE,DOWN,18-23,weekday,BTC,30,5,-27.948322239999996,17.51998491704373,2,-49.999984,42.98575498575498,23,-370.80568528,304.87336363621483,-448.75399152,365.3791035390135,13,224.62491896,-144.76851851851853,1,INVERT (single-fold),304.87336363621483,INVERT
poly_updown_btc_5m_momo_HEDGE|UP|00-05|weekday,poly_updown_btc_5m_momo_HEDGE,UP,00-05,weekday,BTC,33,4,-4.97215748,0.45892197609380503,7,-30.759494479999997,16.163461180329758,22,-157.28940135999997,129.00645728738988,-193.02105331999996,145.62884044381343,26,-185.78394943999996,121.51772302384342,1,INVERT (single-fold),129.00645728738988,INVERT
poly_updown_btc_5m_momo_HEDGE|UP|06-11|weekday,poly_updown_btc_5m_momo_HEDGE,UP,06-11,weekday,BTC,33,3,67.12385834,-75.75,3,-74.999972,71.7892156862745,27,13.042404920000006,-46.20652909551973,5.166291259999991,-50.167313409245224,6,-52.92152016,39.240740740740726,1,KEEP (single-fold),13.042404920000006,KEEP
poly_updown_btc_5m_momo_HEDGE|UP|12-17|weekday,poly_updown_btc_5m_momo_HEDGE,UP,12-17,weekday,BTC,56,8,-54.432820240000005,41.058281533320354,18,-20.924394819999986,-8.692702552719197,30,109.50029735999996,-81.14150943396228,34.14308229999998,-48.77593045336115,20,-194.82184192,180.6278280542986,2,SKIP,0.0,SKIP
poly_updown_btc_5m_momo_HEDGE|UP|18-23|weekday,poly_updown_btc_5m_momo_HEDGE,UP,18-23,weekday,BTC,31,9,15.848411280000004,-35.761982570806126,1,-25.0,22.365384615384613,21,196.53561368000004,-240.5436577853798,187.38402496000003,-253.9402557408013,8,1.0000357600000171,-25.000000000000014,1,KEEP (single-fold),196.53561368000004,KEEP
poly_updown_eth_5m_momo_HEDGE|DOWN|12-17|weekday,poly_updown_eth_5m_momo_HEDGE,DOWN,12-17,weekday,ETH,37,4,45.808539839999995,-52.4607843137255,19,30.964157280000013,-57.28802236738112,14,-103.68032751999999,137.1308117028646,-26.907630399999988,27.382005021757976,23,59.98787339999997,-103.4605437260183,2,SKIP,0.0,SKIP
poly_updown_eth_5m_momo_HEDGE|UP|12-17|weekday,poly_updown_eth_5m_momo_HEDGE,UP,12-17,weekday,ETH,39,4,-100.472574,90.03659793448233,9,-34.760390300000005,15.28354003205365,26,-45.11669935999999,11.333020213576766,-180.34966366000003,116.65315818011274,12,-80.59337821999999,34.333845584677995,1,INVERT (single-fold),11.333020213576766,INVERT
poly_updown_sol_5m_momo_HEDGE|DOWN|12-17|weekday,poly_updown_sol_5m_momo_HEDGE,DOWN,12-17,weekday,SOL,43,6,-103.65077712,89.80103477416894,19,-34.5283555,41.16220243390967,18,177.07565160000004,-357.6092218137255,38.896518979999996,-226.64598460564687,12,-104.52918964,84.78737661883191,2,SKIP,0.0,SKIP
poly_updown_sol_5m_momo_HEDGE|UP|12-17|weekday,poly_updown_sol_5m_momo_HEDGE,UP,12-17,weekday,SOL,39,8,90.74237596,-104.36246845940758,16,77.97228708,-107.59700839051818,15,-29.97850527999999,2.9228162266791102,138.73615776000003,-209.03666062324663,5,22.7074404,-31.4966790682572,2,SKIP,0.0,SKIP
