slug,c_dn,c_up,s_dn,s_up,paired,pf,pvs,win,win_sh,win_cost,win_px,gross,fee,net
btc-updown-15m-1782738000,5.35,112.0066,71.0,144.44,71.0,0.49155358626419277,0.8508062804966047,Up,144.44,112.0066,0.7754541678205483,27.083399999999997,1.7605430644613682,25.322856935538628
btc-updown-15m-1782738900,269.4233,41.5707,382.36,179.25,179.25,0.4687990375562297,0.936547189596783,Down,382.36,269.4233,0.7046325452453185,71.36600000000004,5.570521206082489,65.79547879391755
btc-updown-15m-1782739800,252.4602,149.5878,376.36,394.93875,376.36,0.9529578953698516,1.0495564753454305,Down,376.36,252.4602,0.6707944521203103,-25.687999999999988,5.817790892117123,-31.505790892117112
btc-updown-15m-1782740700,192.507599,301.719595,455.660177,487.528315,455.660177,0.9346332571473309,1.0413566749328274,Up,487.528315,301.719595,0.618876044153456,-6.698879000000034,8.049479592197201,-14.748358592197235
btc-updown-15m-1782741600,292.904196,11.7828,383.357802,80.23,80.23,0.20928229341214766,0.9109119018935711,Down,383.357802,292.904196,0.7640491323559916,78.67080599999997,4.837769942793949,73.83303605720602
btc-updown-15m-1782743400,63.650000000000006,7.359999999999999,72.0,71.5,71.5,0.9930555555555556,0.9869648407148408,Down,72.0,63.650000000000006,0.8840277777777779,0.9899999999999949,0.5167142361111109,0.473285763888884
btc-updown-15m-1782744300,59.774798,330.713598,307.386155,451.622378,307.386155,0.6806264923391373,0.9267406145068424,Up,451.622378,330.713598,0.7322790324619387,61.13398200000006,6.1977275104187415,54.936254489581316
btc-updown-15m-1782745200,171.129989,11.093499999999999,207.215042,130.05,130.05,0.6276088779307827,0.9111587879784481,Down,207.215042,171.129989,0.8258569809811394,24.99155300000001,2.086076505038709,22.905476494961302
btc-updown-15m-1782746100,227.243299,266.0966,418.174229,381.86,381.86,0.9131600503291655,1.2402610966108145,Up,381.86,266.0966,0.6968433457288011,-111.47989900000005,5.646826847825905,-117.12672584782595
btc-updown-15m-1782747000,25.9104,45.46,241.26,46.0,46.0,0.19066567188924813,1.0956570396721559,Up,46.0,45.46,0.9882608695652174,-25.370400000000004,0.03735626086956515,-25.40775626086957
btc-updown-15m-1782747900,235.058299,296.287298,493.319284,445.162445,445.162445,0.9023820058086357,1.1420542838773968,Down,493.319284,235.058299,0.47648309446585513,-38.026313000000016,8.613989531881986,-46.640302531882
btc-updown-15m-1782748800,298.74719999999996,268.9945,474.88,697.97,474.88,0.680373081937619,1.0144959084174294,Down,474.88,298.74719999999996,0.6291004043126684,-92.86170000000004,7.756365098490566,-100.6180650984906
btc-updown-15m-1782749700,116.1177,50.5813,165.23,105.89,105.89,0.6408642498335654,1.180441804730371,Down,165.23,116.1177,0.7027640259032863,-1.4690000000000225,2.4160050368558976,-3.88500503685592
btc-updown-15m-1782750600,5.1,148.299999,60.0,185.135134,60.0,0.3240875932279823,0.8860364958603698,Up,185.135134,148.299999,0.8010364958603698,31.735134999999985,2.0654401225460557,29.669694877453928
btc-updown-15m-1782751500,171.3492,295.54810000000003,548.57,422.49,422.49,0.7701660681408024,1.0118948132336198,Up,422.49,295.54810000000003,0.6995386873062085,-44.40730000000002,6.216053906310918,-50.62335390631094
btc-updown-15m-1782752400,3.1500000000000004,24.603479999999998,65.0,25.08,25.08,0.38584615384615384,1.0294615384615384,Up,25.08,24.603479999999998,0.981,-2.673479999999998,0.03272262840000003,-2.706202628399998
btc-updown-15m-1782809100,106.8231,306.2565979996923,310.93,446.08769,310.93,0.69701542313351,1.0300989683921937,Up,446.08769,306.2565979996923,0.6865390031266998,33.007992000307695,6.719964895560638,26.28802710474706
btc-updown-15m-1782810000,61.6799,119.0591989999405,296.54,173.425237,173.425237,0.5848291528967424,0.8945145778736706,Up,173.425237,119.0591989999405,0.686515994208735,-7.313861999940485,2.6126208240160507,-9.926482823956537
btc-updown-15m-1782810900,377.0525,97.0579,519.2,385.44,385.44,0.7423728813559322,0.9780288782883395,Down,519.2,377.0525,0.726218220338983,45.08960000000002,7.226107313294494,37.86349268670553
btc-updown-15m-1782811800,60.9998,344.9825,276.95,510.59,276.95,0.5424117197751621,0.8959102766468131,Up,510.59,344.9825,0.6756546348342115,104.60769999999997,7.832543245681466,96.7751567543185
btc-updown-15m-1782812700,129.79360000100937,393.349,547.98375,561.25,547.98375,0.9763630289532294,0.9377012020461066,Up,561.25,393.349,0.700844543429844,38.10739999899067,8.237074978049,29.87032502094167
btc-updown-15m-1782813600,383.1568,181.6045,544.1,482.75,482.75,0.8872449917294615,1.0803903715113141,Down,544.1,383.1568,0.7042029038779636,-20.661299999999983,7.933566815958833,-28.594866815958817
btc-updown-15m-1782814500,338.35859999999997,231.1671,627.4,449.39,449.39,0.716273509722665,1.0537048042164874,Up,449.39,231.1671,0.5144019671109726,-120.13569999999993,7.857800232006276,-127.9935002320062
