0,eth-updown-15m-1782971100,Down,1782971330,0.64,13.2
1,btc-updown-15m-1782971100,Up,1782971299,0.36,12.0
2,btc-updown-15m-1782971100,Up,1782971164,0.66,14.0
3,btc-updown-15m-1782970200,Down,1782971009,0.9878823529,68.0
4,btc-updown-15m-1782970200,Down,1782971008,0.988,46.98
5,btc-updown-15m-1782970200,Down,1782970948,0.97,0.26
6,btc-updown-15m-1782970200,Down,1782970942,0.97,71.0
7,btc-updown-15m-1782970200,Down,1782970937,0.9700580281,57.58415
8,btc-updown-15m-1782970200,Up,1782970849,0.11,12.67
9,btc-updown-15m-1782970200,Up,1782970814,0.07,18.0
10,sol-updown-15m-1782970200,Up,1782970811,0.0776699029,25.75
11,btc-updown-15m-1782970200,Up,1782970811,0.1,24.0
12,btc-updown-15m-1782970200,Down,1782970781,0.86,17.84
13,btc-updown-15m-1782970200,Down,1782970762,0.82,13.9
14,btc-updown-15m-1782970200,Up,1782970661,0.7,26.0
15,btc-updown-15m-1782970200,Up,1782970655,0.67,63.0
16,btc-updown-15m-1782970200,Up,1782970655,0.67,14.0
17,btc-updown-15m-1782970200,Down,1782970654,0.21,56.0
18,sol-updown-15m-1782970200,Down,1782970646,0.44,2.58
19,eth-updown-15m-1782970200,Down,1782970630,0.6799999857,11.161762
20,btc-updown-15m-1782970200,Down,1782970580,0.1,26.0
21,btc-updown-15m-1782970200,Down,1782970564,0.13,5.0
22,btc-updown-15m-1782970200,Down,1782970564,0.11,21.45
23,eth-updown-15m-1782970200,Up,1782970541,0.3,3.0
24,btc-updown-15m-1782970200,Down,1782970525,0.21,5.0
25,eth-updown-15m-1782970200,Up,1782970519,0.21,8.0
26,eth-updown-15m-1782970200,Up,1782970481,0.26,10.0
27,btc-updown-15m-1782970200,Up,1782970480,0.68,25.0
28,btc-updown-15m-1782970200,Up,1782970472,0.62,15.0
29,btc-updown-15m-1782970200,Down,1782970430,0.44,8.0
30,eth-updown-15m-1782970200,Up,1782970346,0.38,15.0
31,btc-updown-15m-1782970200,Up,1782970289,0.55,19.0
32,btc-updown-15m-1782970200,Up,1782970232,0.52,20.0
33,btc-updown-15m-1782970200,Up,1782970214,0.5,50.8
34,btc-updown-15m-1782970200,Up,1782970213,0.48,15.0
35,eth-updown-15m-1782970200,Up,1782970213,0.47,15.0
36,eth-updown-15m-1782969300,Down,1782970151,0.99,156.0
37,eth-updown-15m-1782969300,Up,1782970070,0.07,36.0
38,eth-updown-15m-1782969300,Down,1782970039,0.91,11.0
39,eth-updown-15m-1782969300,Up,1782970022,0.22,23.0
40,eth-updown-15m-1782969300,Up,1782969991,0.15,71.0
41,eth-updown-15m-1782969300,Up,1782969988,0.14,9.17
42,btc-updown-15m-1782969300,Down,1782969880,0.8,52.67
43,eth-updown-15m-1782969300,Down,1782969877,0.65,17.0
44,btc-updown-15m-1782969300,Down,1782969859,0.79,25.61
45,eth-updown-15m-1782969300,Down,1782969859,0.66,14.99
46,btc-updown-15m-1782969300,Up,1782969850,0.22,10.0
47,btc-updown-15m-1782969300,Up,1782969850,0.23,17.0
48,eth-updown-15m-1782969300,Down,1782969829,0.68,34.0
49,btc-updown-15m-1782969300,Up,1782969826,0.23,3.0
50,btc-updown-15m-1782969300,Down,1782969796,0.72,20.0
51,sol-updown-15m-1782969300,Up,1782969779,0.2516615171,34.490768
52,eth-updown-15m-1782969300,Up,1782969551,0.5,45.0
53,eth-updown-15m-1782969300,Up,1782969542,0.5,13.0
54,sol-updown-15m-1782969300,Up,1782969484,0.52,7.32
55,eth-updown-15m-1782969300,Up,1782969484,0.47,14.77
56,btc-updown-15m-1782969300,Up,1782969484,0.41,17.0
57,btc-updown-15m-1782969300,Down,1782969445,0.63,5.0
58,sol-updown-15m-1782969300,Down,1782969410,0.55,9.67
59,eth-updown-15m-1782969300,Down,1782969407,0.59,8.69
60,btc-updown-15m-1782969300,Down,1782969406,0.64,15.0
61,btc-updown-15m-1782969300,Down,1782969401,0.6,5.0
62,btc-updown-15m-1782969300,Down,1782969394,0.6,0.31
63,btc-updown-15m-1782969300,Down,1782969356,0.59,30.0
64,xrp-updown-15m-1782969300,Up,1782969331,0.33,0.81
65,eth-updown-15m-1782968400,Up,1782969275,0.94,39.0
66,eth-updown-15m-1782968400,Up,1782969271,0.96,58.0
67,eth-updown-15m-1782968400,Up,1782969262,0.94,44.0
68,btc-updown-15m-1782968400,Up,1782969262,0.97,60.0
69,btc-updown-15m-1782968400,Up,1782969259,0.96,29.0
70,btc-updown-15m-1782968400,Up,1782969257,0.96,56.0
71,btc-updown-15m-1782968400,Up,1782969256,0.95,50.0
72,btc-updown-15m-1782968400,Up,1782969254,0.9541204418,191.170825
73,eth-updown-15m-1782968400,Up,1782969254,0.9,70.0
74,sol-updown-15m-1782968400,Up,1782969218,0.41,5.0
75,eth-updown-15m-1782968400,Down,1782969184,0.17,5.0
76,btc-updown-15m-1782968400,Up,1782969179,0.9,21.0
77,eth-updown-15m-1782968400,Down,1782969169,0.16,13.0
78,btc-updown-15m-1782968400,Down,1782969154,0.13,23.0
79,eth-updown-15m-1782968400,Up,1782969077,0.67,6.45
80,sol-updown-15m-1782968400,Down,1782969064,0.62,5.12
81,eth-updown-15m-1782968400,Up,1782969056,0.66,2.86
82,eth-updown-15m-1782968400,Down,1782969038,0.41,18.0
83,eth-updown-15m-1782968400,Down,1782969032,0.45,32.0
84,xrp-updown-15m-1782968400,Down,1782969029,0.23,16.32
