207,btc-updown-5m-1782492900,Up,1782492905000000,1782492965085000
208,btc-updown-5m-1782498000,Up,1782498005000000,1782498065085000
209,btc-updown-5m-1782498300,Up,1782498305000000,1782498365085000
210,btc-updown-5m-1782499500,Down,1782499505000000,1782499565085000
211,btc-updown-5m-1782501000,Down,1782501005000000,1782501065085000
212,btc-updown-5m-1782502500,Down,1782502505000000,1782502565085000
213,btc-updown-5m-1782503700,Down,1782503705000000,1782503765085000
214,btc-updown-5m-1782504000,Up,1782504005000000,1782504065085000
215,btc-updown-5m-1782507000,Up,1782507005000000,1782507065085000
216,btc-updown-5m-1782507300,Up,1782507305000000,1782507365085000
217,btc-updown-5m-1782527400,Down,1782527405000000,1782527465085000
218,btc-updown-5m-1782529200,Down,1782529205000000,1782529265085000
219,btc-updown-5m-1782537300,Down,1782537305000000,1782537365085000
220,btc-updown-5m-1782546900,Up,1782546905000000,1782546965085000
221,btc-updown-5m-1782551400,Down,1782551405000000,1782551465085000
222,btc-updown-5m-1782574800,Down,1782574805000000,1782574865085000
223,btc-updown-5m-1782579900,Up,1782579905000000,1782579965085000
224,btc-updown-5m-1782582300,Down,1782582305000000,1782582365085000
225,btc-updown-5m-1782588300,Down,1782588305000000,1782588365085000
226,btc-updown-5m-1782597600,Down,1782597605000000,1782597665085000
227,btc-updown-5m-1782627900,Down,1782627905000000,1782627965085000
228,btc-updown-5m-1782636000,Up,1782636005000000,1782636065085000
229,btc-updown-5m-1782637500,Up,1782637505000000,1782637565085000
230,btc-updown-5m-1782642300,Down,1782642305000000,1782642365085000
231,btc-updown-5m-1782645600,Up,1782645605000000,1782645665085000
232,btc-updown-5m-1782650100,Down,1782650105000000,1782650165085000
233,btc-updown-5m-1782651900,Down,1782651905000000,1782651965085000
234,btc-updown-5m-1782659400,Up,1782659405000000,1782659465085000
235,btc-updown-5m-1782662400,Up,1782662405000000,1782662465085000
236,btc-updown-5m-1782777900,Down,1782777905000000,1782777965085000
237,btc-updown-5m-1782779400,Down,1782779405000000,1782779465085000
238,btc-updown-5m-1782792000,Down,1782792005000000,1782792065085000
239,btc-updown-5m-1782805200,Up,1782805205000000,1782805265085000
240,btc-updown-5m-1782814200,Down,1782814205000000,1782814265085000
241,btc-updown-5m-1782824100,Up,1782824105000000,1782824165085000
242,btc-updown-5m-1782824400,Up,1782824405000000,1782824465085000
243,btc-updown-5m-1782825300,Up,1782825305000000,1782825365085000
244,btc-updown-5m-1782825600,Up,1782825605000000,1782825665085000
245,btc-updown-5m-1782826200,Up,1782826205000000,1782826265085000
246,btc-updown-5m-1782826500,Down,1782826505000000,1782826565085000
247,btc-updown-5m-1782826800,Up,1782826805000000,1782826865085000
248,btc-updown-5m-1782828000,Down,1782828005000000,1782828065085000
249,btc-updown-5m-1782828300,Down,1782828305000000,1782828365085000
250,btc-updown-5m-1782830100,Down,1782830105000000,1782830165085000
251,btc-updown-5m-1782830700,Down,1782830705000000,1782830765085000
252,btc-updown-5m-1782832200,Up,1782832205000000,1782832265085000
253,btc-updown-5m-1782832800,Up,1782832805000000,1782832865085000
254,btc-updown-5m-1782833100,Up,1782833105000000,1782833165085000
255,btc-updown-5m-1782833400,Up,1782833405000000,1782833465085000
256,btc-updown-5m-1782837300,Down,1782837305000000,1782837365085000
257,btc-updown-5m-1782838200,Down,1782838205000000,1782838265085000
258,btc-updown-5m-1782839400,Down,1782839405000000,1782839465085000
259,btc-updown-5m-1782843900,Up,1782843905000000,1782843965085000
260,btc-updown-5m-1782845100,Up,1782845105000000,1782845165085000
261,btc-updown-5m-1782848100,Up,1782848105000000,1782848165085000
262,btc-updown-5m-1782849000,Down,1782849005000000,1782849065085000
263,btc-updown-5m-1782849600,Down,1782849605000000,1782849665085000
264,btc-updown-5m-1782853500,Down,1782853505000000,1782853565085000
265,btc-updown-5m-1782857700,Down,1782857705000000,1782857765085000
266,btc-updown-5m-1782858000,Down,1782858005000000,1782858065085000
267,btc-updown-5m-1782864000,Up,1782864005000000,1782864065085000
268,btc-updown-5m-1782868500,Up,1782868505000000,1782868565085000
269,btc-updown-5m-1782869100,Up,1782869105000000,1782869165085000
270,btc-updown-5m-1782870000,Down,1782870005000000,1782870065085000
271,btc-updown-5m-1782878400,Down,1782878405000000,1782878465085000
272,btc-updown-5m-1782878700,Up,1782878705000000,1782878765085000
273,btc-updown-5m-1782883500,Up,1782883505000000,1782883565085000
274,btc-updown-5m-1782885900,Up,1782885905000000,1782885965085000
275,btc-updown-5m-1782888000,Up,1782888005000000,1782888065085000
276,btc-updown-5m-1782889200,Up,1782889205000000,1782889265085000
277,btc-updown-5m-1782891000,Down,1782891005000000,1782891065085000
278,btc-updown-5m-1782892200,Up,1782892205000000,1782892265085000
279,btc-updown-5m-1782892800,Down,1782892805000000,1782892865085000
280,btc-updown-5m-1782894900,Down,1782894905000000,1782894965085000
281,btc-updown-5m-1782905400,Down,1782905405000000,1782905465085000
282,btc-updown-5m-1782906300,Up,1782906305000000,1782906365085000
283,btc-updown-5m-1782907800,Up,1782907805000000,1782907865085000
284,btc-updown-5m-1782909000,Down,1782909005000000,1782909065085000
285,btc-updown-5m-1782912300,Down,1782912305000000,1782912365085000
286,btc-updown-5m-1782912900,Up,1782912905000000,1782912965085000
287,btc-updown-5m-1782913200,Down,1782913205000000,1782913265085000
288,btc-updown-5m-1782913500,Down,1782913505000000,1782913565085000
289,btc-updown-5m-1782914100,Up,1782914105000000,1782914165085000
290,btc-updown-5m-1782914400,Down,1782914405000000,1782914465085000
291,btc-updown-5m-1782914700,Down,1782914705000000,1782914765085000
292,btc-updown-5m-1782915300,Down,1782915305000000,1782915365085000
293,btc-updown-5m-1782915600,Down,1782915605000000,1782915665085000
294,btc-updown-5m-1782916500,Up,1782916505000000,1782916565085000
295,btc-updown-5m-1782917100,Down,1782917105000000,1782917165085000
296,btc-updown-5m-1782917400,Up,1782917405000000,1782917465085000
297,btc-updown-5m-1782918300,Down,1782918305000000,1782918365085000
298,btc-updown-5m-1782919200,Up,1782919205000000,1782919265085000
299,btc-updown-5m-1782919500,Up,1782919505000000,1782919565085000
300,btc-updown-5m-1782921900,Down,1782921905000000,1782921965085000
301,btc-updown-5m-1782924300,Down,1782924305000000,1782924365085000
302,btc-updown-5m-1782929700,Down,1782929705000000,1782929765085000
303,btc-updown-5m-1782935400,Up,1782935405000000,1782935465085000
304,btc-updown-5m-1782935700,Down,1782935705000000,1782935765085000
305,btc-updown-5m-1782936000,Up,1782936005000000,1782936065085000
306,btc-updown-5m-1782939000,Down,1782939005000000,1782939065085000
307,btc-updown-5m-1782941100,Down,1782941105000000,1782941165085000
308,btc-updown-5m-1782942000,Down,1782942005000000,1782942065085000
309,btc-updown-5m-1782942900,Up,1782942905000000,1782942965085000
310,btc-updown-5m-1782946800,Down,1782946805000000,1782946865085000
311,btc-updown-5m-1782951300,Up,1782951305000000,1782951365085000
312,btc-updown-5m-1782953100,Up,1782953105000000,1782953165085000
313,btc-updown-5m-1782953400,Up,1782953405000000,1782953465085000
314,btc-updown-5m-1782953700,Up,1782953705000000,1782953765085000
315,btc-updown-5m-1782954000,Down,1782954005000000,1782954065085000
316,btc-updown-5m-1782954900,Up,1782954905000000,1782954965085000
317,btc-updown-5m-1782955800,Up,1782955805000000,1782955865085000
318,btc-updown-5m-1782957000,Down,1782957005000000,1782957065085000
319,btc-updown-5m-1782957300,Up,1782957305000000,1782957365085000
320,btc-updown-5m-1782958500,Up,1782958505000000,1782958565085000
