58	btc-updown-15m-1782977400	1782977504	0.55	30.0	0.5400	0.5500	1782977501880000
59	btc-updown-5m-1782977400	1782977441	0.53	30.0	0.4900	0.5000	1782977440969000
60	btc-updown-5m-1782977400	1782977441	0.5299999974	30.566036	0.4900	0.5000	1782977440969000
61	btc-updown-15m-1782976500	1782977344	0.97	30.0			
62	btc-updown-5m-1782977100	1782977342	0.829999999	10.012047			
63	btc-updown-15m-1782976500	1782977326	0.94	5.0			
64	btc-updown-15m-1782976500	1782977326	0.94	30.0			
65	btc-updown-15m-1782976500	1782977324	0.93	0.65	0.9900		1782977310160000
66	btc-updown-15m-1782976500	1782977324	0.94	30.0	0.9900		1782977310160000
67	btc-updown-15m-1782976500	1782977323	0.91	3.95	0.9900		1782977310160000
68	btc-updown-5m-1782977100	1782977320	0.83	5.0	0.9400	0.9500	1782977313158000
69	btc-updown-15m-1782976500	1782977320	0.97	30.0	0.9900		1782977310160000
70	btc-updown-5m-1782977100	1782977318	0.83	5.0	0.9400	0.9500	1782977313158000
71	btc-updown-5m-1782977100	1782977317	0.83	30.0	0.9400	0.9500	1782977313158000
72	btc-updown-5m-1782977100	1782977249	0.87	4.68	0.9000	0.9100	1782977248923000
73	btc-updown-5m-1782976800	1782977084	0.97	30.0			
74	btc-updown-5m-1782976800	1782977065	0.03	35.0			
75	btc-updown-5m-1782976800	1782977062	0.86	5.0			
76	btc-updown-5m-1782976800	1782977060	0.86	5.0			
77	btc-updown-5m-1782976800	1782977048	0.86	30.0	0.5200	0.5300	1782977042290000
78	btc-updown-5m-1782976800	1782977045	0.53	30.0	0.5200	0.5300	1782977042290000
79	btc-updown-5m-1782976800	1782977044	0.53	30.0	0.5200	0.5300	1782977042290000
80	btc-updown-5m-1782928500	1782928787	0.88	10.0			
81	btc-updown-5m-1782928500	1782928787	0.88	30.0			
82	btc-updown-15m-1782927900	1782928757	0.93	25.0			
83	btc-updown-15m-1782927900	1782928756	0.93	25.0			
84	btc-updown-5m-1782928500	1782928753	0.75	30.0			
85	btc-updown-15m-1782927900	1782928753	0.96	30.0			
86	btc-updown-15m-1782927900	1782928724	0.96	30.0			
87	btc-updown-15m-1782927900	1782928723	0.96	30.0			
88	btc-updown-15m-1782927900	1782928720	0.03	35.0			
89	btc-updown-15m-1782927900	1782928688	0.04	30.0			
90	btc-updown-5m-1782928500	1782928688	0.65	30.0			
91	btc-updown-15m-1782927900	1782928672	0.87	5.0			
92	btc-updown-15m-1782927900	1782928670	0.87	5.0			
93	btc-updown-15m-1782927900	1782928657	0.88	15.0			
94	btc-updown-15m-1782927900	1782928652	0.88	30.0			
95	btc-updown-15m-1782927900	1782928604	0.84	15.0			
96	btc-updown-15m-1782927900	1782928574	0.8	10.0			
97	btc-updown-15m-1782927900	1782928573	0.8	10.0			
98	btc-updown-15m-1782927900	1782928571	0.8	15.0			
99	btc-updown-15m-1782927900	1782928543	0.72	5.0			
100	btc-updown-5m-1782928500	1782928541	0.57	27.5			
101	btc-updown-15m-1782927900	1782928498	0.76	3.0			
102	btc-updown-15m-1782927900	1782928498	0.76	5.0			
103	btc-updown-15m-1782927900	1782928480	0.84	12.0			
104	btc-updown-15m-1782927900	1782928450	0.86	30.0			
105	btc-updown-15m-1782927900	1782928361	0.68	5.0			
106	btc-updown-15m-1782927900	1782928333	0.7	30.0			
107	btc-updown-15m-1782927900	1782928324	0.63	5.87			
108	btc-updown-15m-1782927900	1782928309	0.63	0.51			
109	btc-updown-15m-1782927900	1782928307	0.64	30.0			
110	btc-updown-15m-1782927900	1782928126	0.63	30.0			
111	btc-updown-5m-1782927900	1782927962	0.71	30.0			
112	btc-updown-5m-1782927900	1782927944	0.51	30.0			
113	btc-updown-15m-1782927000	1782927887	0.22	30.0			
114	btc-updown-15m-1782927000	1782927884	0.76	25.0			
115	btc-updown-15m-1782927000	1782927883	0.21	30.0			
116	btc-updown-15m-1782927000	1782927874	0.77	5.2			
117	btc-updown-15m-1782927000	1782927874	0.77	30.0			
118	btc-updown-15m-1782927000	1782927874	0.76	12.8			
119	btc-updown-15m-1782927000	1782927845	0.03	35.0			
120	btc-updown-15m-1782927000	1782927788	0.49	30.0			
121	btc-updown-15m-1782927000	1782927770	0.56	30.0			
122	btc-updown-15m-1782927000	1782927767	0.44	30.0			
123	btc-updown-15m-1782927000	1782927745	0.65	30.0			
124	btc-updown-15m-1782927000	1782927736	0.64	30.0			
125	btc-updown-15m-1782927000	1782927728	0.65	10.2			
126	btc-updown-15m-1782927000	1782927694	0.58	5.95			
127	btc-updown-5m-1782927600	1782927679	0.74	30.0			
128	btc-updown-5m-1782927600	1782927677	0.72	30.0			
129	btc-updown-5m-1782927600	1782927674	0.7	30.0			
130	btc-updown-5m-1782927600	1782927667	0.6	30.0			
131	btc-updown-15m-1782927000	1782927656	0.78	5.37			
132	btc-updown-5m-1782927300	1782927524	0.8899999968	31.68539			
133	btc-updown-5m-1782927300	1782927523	0.9	31.0			
134	btc-updown-5m-1782927000	1782927230	0.81	5.0			
135	btc-updown-5m-1782927000	1782927215	0.82	30.0			
136	btc-updown-15m-1782927000	1782927170	0.67	30.0			
137	btc-updown-5m-1782927000	1782927142	0.81	16.29			
138	btc-updown-5m-1782926700	1782926987	0.05	30.0			
139	btc-updown-5m-1782926700	1782926975	0.84	30.0			
140	btc-updown-5m-1782926700	1782926843	0.51	30.0			
141	btc-updown-5m-1782926700	1782926842	0.5	30.6			
142	btc-updown-5m-1782926100	1782926218	0.72	30.0			
143	btc-updown-5m-1782926100	1782926203	0.75	26.14			
144	btc-updown-5m-1782926100	1782926185	0.79	5.0			
145	btc-updown-15m-1782926100	1782926183	0.66	30.0			
146	btc-updown-15m-1782926100	1782926168	0.66	30.0			
147	btc-updown-15m-1782925200	1782926078	0.07	30.0			
148	btc-updown-15m-1782925200	1782926048	0.06	16.0			
149	btc-updown-15m-1782925200	1782926048	0.06	12.62			
150	btc-updown-15m-1782925200	1782926044	0.05	30.0			
151	btc-updown-15m-1782925200	1782926042	0.05	30.0			
152	btc-updown-15m-1782925200	1782926033	0.97	10.0			
153	btc-updown-15m-1782925200	1782926032	0.97	10.0			
154	btc-updown-15m-1782925200	1782926030	0.95	25.0			
155	btc-updown-15m-1782925200	1782926023	0.89	30.0			
156	btc-updown-5m-1782925800	1782926015	0.78	30.0			
157	btc-updown-15m-1782925200	1782926006	0.81	10.0			
158	btc-updown-15m-1782925200	1782926006	0.81	20.0			
159	btc-updown-5m-1782925800	1782925988	0.77	7.27			
160	btc-updown-5m-1782925800	1782925966	0.48	30.0			
161	btc-updown-5m-1782925800	1782925961	0.49	30.0			
162	btc-updown-15m-1782925200	1782925949	0.92	5.0			
163	btc-updown-15m-1782925200	1782925931	0.91	10.0			
164	btc-updown-15m-1782925200	1782925922	0.94	10.0			
165	btc-updown-15m-1782925200	1782925921	0.93	20.0			
166	btc-updown-5m-1782925800	1782925912	0.75	30.0			
167	btc-updown-5m-1782925800	1782925876	0.64	30.0			
168	btc-updown-5m-1782925800	1782925874	0.64	30.0			
169	btc-updown-15m-1782925200	1782925861	0.75	10.0			
170	btc-updown-5m-1782925500	1782925753	0.03	35.0			
171	btc-updown-5m-1782925500	1782925747	0.91	5.0			
172	btc-updown-15m-1782925200	1782925721	0.78	5.0			
173	btc-updown-5m-1782925500	1782925718	0.87	30.0			
174	btc-updown-15m-1782925200	1782925718	0.78	5.0			
175	btc-updown-5m-1782925500	1782925702	0.75	15.0			
176	btc-updown-5m-1782925500	1782925700	0.75	25.0			
177	btc-updown-5m-1782925500	1782925651	0.55	20.26			
178	btc-updown-15m-1782925200	1782925634	0.87	15.0			
179	btc-updown-15m-1782925200	1782925574	0.09	15.0			
180	btc-updown-15m-1782925200	1782925477	0.77	30.0			
181	btc-updown-5m-1782925200	1782925376	0.87	30.0			
182	btc-updown-5m-1782925200	1782925376	0.86	14.0			
183	btc-updown-15m-1782925200	1782925253	0.53	30.0			
184	btc-updown-5m-1782924900	1782925187	0.05	30.0			
185	btc-updown-5m-1782924900	1782925186	0.05	30.0			
186	btc-updown-15m-1782924300	1782924617	0.77	30.0			
187	btc-updown-5m-1782924000	1782924266	0.94	21.0			
188	btc-updown-15m-1782923400	1782924098	0.03	35.0			
189	btc-updown-15m-1782923400	1782924034	0.07	30.0			
190	btc-updown-15m-1782923400	1782923957	0.91	21.0			
191	btc-updown-15m-1782923400	1782923932	0.07	21.0			
192	btc-updown-5m-1782923400	1782923569	0.56	2.6			
193	btc-updown-15m-1782922500	1782923381	0.83	30.0			
194	btc-updown-15m-1782922500	1782923378	0.18	30.0			
195	btc-updown-15m-1782922500	1782923378	0.82	10.0			
196	btc-updown-15m-1782922500	1782923377	0.18	15.44			
197	btc-updown-15m-1782922500	1782923369	0.55	30.0			
198	btc-updown-15m-1782922500	1782923338	0.18	17.99			
199	btc-updown-15m-1782922500	1782923290	0.07	30.0			
200	btc-updown-15m-1782922500	1782923243	0.87	5.0			
201	btc-updown-15m-1782922500	1782923242	0.83	17.71			
202	btc-updown-15m-1782922500	1782923240	0.83	20.0			
203	btc-updown-15m-1782922500	1782923224	0.81	16.93			
204	btc-updown-15m-1782922500	1782923191	0.87	30.0			
205	btc-updown-15m-1782922500	1782923189	0.87	15.0			
206	btc-updown-5m-1782923100	1782923189	0.8	15.1875			
207	btc-updown-15m-1782922500	1782923189	0.87	30.0			
208	btc-updown-15m-1782922500	1782923176	0.89	5.0			
209	btc-updown-5m-1782923100	1782923138	0.78	30.0			
210	btc-updown-15m-1782922500	1782923138	0.91	30.0			
211	btc-updown-15m-1782922500	1782922816	0.64	27.38			
212	btc-updown-15m-1782922500	1782922808	0.61	10.0			
213	btc-updown-5m-1782922500	1782922742	0.77	30.0			
214	btc-updown-5m-1782922500	1782922730	0.13	15.0			
215	btc-updown-5m-1782922500	1782922723	0.86	30.0			
216	btc-updown-15m-1782922500	1782922711	0.65	30.0			
217	btc-updown-5m-1782922500	1782922691	0.69	30.0			
218	btc-updown-5m-1782922200	1782922486	0.27	30.0			
219	btc-updown-5m-1782922200	1782922349	0.52	19.02			
220	btc-updown-5m-1782922200	1782922300	0.37	30.0			
221	btc-updown-5m-1782921900	1782922187	0.02	30.73			
222	btc-updown-5m-1782921900	1782922156	0.02	50.0			
223	btc-updown-5m-1782921900	1782922049	0.15	30.0			
224	btc-updown-5m-1782921600	1782921878	0.92	30.0			
225	btc-updown-5m-1782921600	1782921821	0.71	30.0			
226	btc-updown-5m-1782921600	1782921796	0.72	30.0			
227	btc-updown-5m-1782921600	1782921794	0.69	8.07			
228	btc-updown-5m-1782921600	1782921625	0.46	30.0			
229	btc-updown-5m-1782921300	1782921577	0.9299999987	30.967728			
230	btc-updown-5m-1782921300	1782921557	0.01	100.0			
231	btc-updown-15m-1782920700	1782921556	0.97	5.0			
232	btc-updown-15m-1782920700	1782921443	0.96	25.0			
233	btc-updown-15m-1782920700	1782921386	0.96	30.0			
234	btc-updown-15m-1782920700	1782921328	0.93	6.6			
235	btc-updown-15m-1782920700	1782921319	0.92	17.0			
236	btc-updown-15m-1782920700	1782921229	0.79	30.0			
237	btc-updown-5m-1782921000	1782921196	0.3508613501	30.781387			
238	btc-updown-15m-1782920700	1782921190	0.11	10.0			
239	btc-updown-5m-1782921000	1782921119	0.36	30.0			
240	btc-updown-15m-1782920700	1782921112	0.83	4.42			
241	btc-updown-15m-1782920700	1782921097	0.82	30.0			
242	btc-updown-15m-1782920700	1782921088	0.82	30.0			
243	btc-updown-15m-1782920700	1782921085	0.82	30.0			
244	btc-updown-15m-1782920700	1782921085	0.8199999967	30.731705			
245	btc-updown-15m-1782920700	1782921083	0.8199999967	30.731705			
246	btc-updown-5m-1782920700	1782920965	0.94	30.0			
247	btc-updown-5m-1782920400	1782920678	0.98	30.0			
248	btc-updown-5m-1782920400	1782920666	0.03	35.0			
249	btc-updown-15m-1782919800	1782920632	0.93	10.0			
250	btc-updown-15m-1782919800	1782920581	0.91	5.0			
251	btc-updown-15m-1782919800	1782920579	0.91	5.0			
252	btc-updown-15m-1782919800	1782920572	0.91	5.0			
253	btc-updown-5m-1782920400	1782920567	0.86	5.0			
254	btc-updown-5m-1782920400	1782920563	0.87	5.0			
255	btc-updown-15m-1782919800	1782920561	0.89	15.0			
256	btc-updown-5m-1782920400	1782920561	0.88	10.0			
257	btc-updown-15m-1782919800	1782920516	0.91	16.0			
258	btc-updown-5m-1782920400	1782920492	0.71	30.0			
259	btc-updown-5m-1782920400	1782920488	0.65	30.0			
260	btc-updown-5m-1782920100	1782920381	0.01	100.0			
261	btc-updown-5m-1782920100	1782920354	0.7505739536	30.776445			
262	btc-updown-5m-1782920100	1782920354	0.75	30.8			
263	btc-updown-5m-1782920100	1782920353	0.82	30.0			
264	btc-updown-5m-1782920100	1782920351	0.82	11.0			
265	btc-updown-15m-1782919800	1782920321	0.17	30.0			
266	btc-updown-15m-1782919800	1782919913	0.56	8.32			
267	btc-updown-15m-1782919800	1782919897	0.52	4.79			
268	btc-updown-5m-1782919500	1782919694	0.12	13.88			
269	btc-updown-5m-1782919500	1782919670	0.61	30.0			
270	btc-updown-5m-1782919500	1782919520	0.55	12.49			
271	btc-updown-15m-1782918900	1782919390	0.02	50.0			
272	btc-updown-15m-1782918900	1782919357	0.11	17.89			
273	btc-updown-5m-1782919200	1782919315	0.92	30.0			
274	btc-updown-5m-1782918900	1782919079	0.79	30.0			
275	btc-updown-5m-1782918900	1782919078	0.78	11.91			
276	btc-updown-15m-1782918000	1782918647	0.98	13.92			
277	btc-updown-15m-1782918000	1782918559	0.95	0.78			
278	btc-updown-15m-1782918000	1782918506	0.961	30.0			
279	btc-updown-5m-1782917700	1782917821	0.71	5.0			
280	btc-updown-5m-1782917700	1782917782	0.85	5.0			
281	btc-updown-5m-1782917700	1782917780	0.85	5.0			
282	btc-updown-5m-1782917700	1782917735	0.77	10.0			
283	btc-updown-5m-1782917700	1782917735	0.78	30.0			
284	btc-updown-5m-1782917700	1782917735	0.7699999947	30.389608			
285	btc-updown-15m-1782917100	1782917701	0.7	5.0			
286	btc-updown-5m-1782917400	1782917555	0.14	7.81			
287	btc-updown-5m-1782917400	1782917542	0.66	30.0			
288	btc-updown-15m-1782917100	1782917462	0.54	5.0			
289	btc-updown-5m-1782917400	1782917407	0.5	30.0			
290	btc-updown-5m-1782917100	1782917380	0.75	9.16			
291	btc-updown-5m-1782917100	1782917377	0.81	30.0			
292	btc-updown-5m-1782917100	1782917375	0.85	30.0			
293	btc-updown-5m-1782917100	1782917375	0.85	25.4			
294	btc-updown-5m-1782917100	1782917368	0.94	30.0			
295	btc-updown-5m-1782917100	1782917357	0.04	30.0			
296	btc-updown-5m-1782917100	1782917356	0.06	30.0			
297	btc-updown-5m-1782917100	1782917356	0.06	4.5			
298	btc-updown-5m-1782917100	1782917342	0.15	30.0			
299	btc-updown-5m-1782917100	1782917342	0.15	32.0			
300	btc-updown-5m-1782917100	1782917332	0.73	30.0			
301	btc-updown-5m-1782917100	1782917326	0.32	5.0			
302	btc-updown-5m-1782917100	1782917320	0.36	10.0			
303	btc-updown-5m-1782917100	1782917263	0.15	30.0			
304	btc-updown-5m-1782917100	1782917240	0.76	30.0			
305	btc-updown-5m-1782917100	1782917239	0.765394547	30.572465			
306	btc-updown-5m-1782917100	1782917236	0.81	30.0			
307	btc-updown-5m-1782916800	1782916985	0.84	25.0			
308	btc-updown-15m-1782916200	1782916937	0.89	5.0			
309	btc-updown-15m-1782916200	1782916907	0.91	15.0			
310	btc-updown-15m-1782916200	1782916817	0.74	15.0			
311	btc-updown-15m-1782916200	1782916817	0.74	25.0			
312	btc-updown-15m-1782916200	1782916811	0.3099999857	37.741934			
313	btc-updown-15m-1782916200	1782916801	0.68	15.0			
314	btc-updown-15m-1782916200	1782916789	0.74	25.0			
315	btc-updown-5m-1782916500	1782916774	0.05	15.0			
316	btc-updown-15m-1782916200	1782916721	0.78	10.56			
317	btc-updown-15m-1782916200	1782916721	0.78	20.0			
318	btc-updown-5m-1782916500	1782916718	0.59	30.0			
319	btc-updown-15m-1782916200	1782916630	0.78	5.0			
320	btc-updown-5m-1782916500	1782916576	0.17	30.0			
321	btc-updown-15m-1782916200	1782916526	0.7	30.0			
322	btc-updown-5m-1782916200	1782916253	0.67	30.0			
323	btc-updown-5m-1782916200	1782916252	0.64	5.19			
324	btc-updown-5m-1782916200	1782916241	0.54	0.17			
325	btc-updown-5m-1782916200	1782916240	0.54	30.0			
326	btc-updown-15m-1782916200	1782916231	0.51	22.01			
327	btc-updown-15m-1782915300	1782916069	0.02	5.0			
328	btc-updown-15m-1782915300	1782916028	0.82	30.0			
329	btc-updown-15m-1782915300	1782915988	0.29	30.0			
330	btc-updown-15m-1782915300	1782915961	0.71	30.0			
331	btc-updown-5m-1782915900	1782915908	0.5	30.0			
332	btc-updown-15m-1782915300	1782915887	0.72	4.0			
333	btc-updown-5m-1782915600	1782915865	0.03	35.0			
334	btc-updown-5m-1782915300	1782915563	0.77	30.0			
335	btc-updown-5m-1782915300	1782915533	0.67	30.0			
336	btc-updown-5m-1782915300	1782915490	0.21	30.0			
337	btc-updown-5m-1782915300	1782915368	0.28	30.0			
338	btc-updown-5m-1782915300	1782915325	0.52	30.0			
339	btc-updown-15m-1782915300	1782915305	0.56	30.0			
340	btc-updown-15m-1782914400	1782915121	0.02	50.0			
341	btc-updown-15m-1782914400	1782915061	0.07	30.0			
342	btc-updown-15m-1782914400	1782915047	0.13	10.0			
343	btc-updown-5m-1782914700	1782914918	0.92	30.0			
344	btc-updown-5m-1782914700	1782914917	0.909999998	30.329666			
345	btc-updown-5m-1782914400	1782914629	0.05	5.0			
346	btc-updown-5m-1782914400	1782914620	0.04	30.0			
347	btc-updown-5m-1782914400	1782914521	0.93	5.0			
348	btc-updown-5m-1782914400	1782914479	0.88	5.0			
349	btc-updown-5m-1782914400	1782914417	0.76	30.0			
350	btc-updown-5m-1782914400	1782914407	0.59	15.0			
351	btc-updown-5m-1782914100	1782914333	0.36	30.0			
352	btc-updown-5m-1782914100	1782914324	0.15	30.0			
353	btc-updown-5m-1782913800	1782914080	0.09	30.0			
354	btc-updown-5m-1782913800	1782914078	0.1	30.0			
355	btc-updown-5m-1782913800	1782914077	0.1	30.0			
356	btc-updown-15m-1782913500	1782914077	0.012	16.0			
357	btc-updown-5m-1782913800	1782914071	0.09	29.37			
358	btc-updown-15m-1782913500	1782914060	0.97	30.0			
359	btc-updown-15m-1782913500	1782914053	0.971	5.07			
360	btc-updown-5m-1782913800	1782913889	0.48	30.0			
361	btc-updown-5m-1782913500	1782913676	0.03	35.0			
362	btc-updown-15m-1782913500	1782913610	0.69	30.0			
363	btc-updown-15m-1782913500	1782913597	0.3099999864	33.870966			
364	btc-updown-5m-1782913500	1782913591	0.179999928	11.11111			
365	btc-updown-5m-1782913500	1782913588	0.2	10.0			
366	btc-updown-5m-1782913200	1782913441	0.87	5.0			
367	btc-updown-15m-1782912600	1782913405	0.93	15.0			
368	btc-updown-15m-1782912600	1782913394	0.93	14.29			
369	btc-updown-15m-1782912600	1782913393	0.9226157652	30.2401			
370	btc-updown-15m-1782912600	1782913378	0.04	30.0			
371	btc-updown-15m-1782912600	1782913370	0.94	10.0			
372	btc-updown-15m-1782912600	1782913334	0.9	21.33			
373	btc-updown-15m-1782912600	1782913333	0.9	11.14			
374	btc-updown-15m-1782912600	1782913327	0.92	30.0			
375	btc-updown-5m-1782913200	1782913324	0.85	30.35294			
376	btc-updown-5m-1782913200	1782913322	0.86	30.0			
377	btc-updown-15m-1782912600	1782913322	0.92	30.326075			
378	btc-updown-15m-1782912600	1782913321	0.93	30.0			
379	btc-updown-15m-1782912600	1782913246	0.8	20.0			
380	btc-updown-5m-1782912900	1782913168	0.07	8.62			
381	btc-updown-5m-1782912900	1782913153	0.85	14.35			
382	btc-updown-5m-1782912900	1782913123	0.7	30.0			
383	btc-updown-5m-1782912900	1782913099	0.72	25.0			
384	btc-updown-5m-1782912900	1782913097	0.72	30.0			
385	btc-updown-5m-1782912900	1782913096	0.7199999974	30.416664			
386	btc-updown-5m-1782912900	1782913096	0.72	30.0			
387	btc-updown-5m-1782912900	1782913088	0.7366816089	30.135134			
388	btc-updown-5m-1782912900	1782913087	0.74	30.0			
389	btc-updown-5m-1782912900	1782913057	0.13	30.0			
390	btc-updown-5m-1782912900	1782913040	0.63	23.5			
391	btc-updown-5m-1782912900	1782913013	0.75	30.0			
392	btc-updown-5m-1782912900	1782913006	0.69	30.0			
393	btc-updown-15m-1782912600	1782913000	0.63	30.0			
394	btc-updown-15m-1782912600	1782912998	0.63	30.0			
395	btc-updown-15m-1782912600	1782912952	0.7	30.0			
396	btc-updown-5m-1782912900	1782912950	0.72	27.29			
397	btc-updown-5m-1782912600	1782912850	0.91	30.0			
398	btc-updown-5m-1782912600	1782912830	0.82	15.0			
399	btc-updown-5m-1782912600	1782912803	0.79	10.0			
400	btc-updown-5m-1782912600	1782912796	0.83	21.66			
401	btc-updown-5m-1782912600	1782912794	0.83	30.0			
402	btc-updown-5m-1782912600	1782912791	0.81	30.0			
403	btc-updown-5m-1782912600	1782912742	0.3799999493	5.131577			
404	btc-updown-5m-1782912600	1782912688	0.76	30.0			
405	btc-updown-5m-1782912600	1782912683	0.73	30.0			
406	btc-updown-5m-1782912600	1782912661	0.71	30.0			
407	btc-updown-5m-1782912600	1782912659	0.72	30.0			
408	btc-updown-15m-1782912600	1782912653	0.629999996	32.380951			
409	btc-updown-5m-1782912600	1782912653	0.769999999	31.558439			
410	btc-updown-5m-1782912600	1782912652	0.81	30.0			
411	btc-updown-5m-1782912300	1782912512	0.92	9.37			
412	btc-updown-15m-1782911700	1782912311	0.94	30.0			
413	btc-updown-5m-1782912000	1782912008	0.48	30.0			
414	btc-updown-5m-1782912000	1782912007	0.48	30.0			
415	btc-updown-5m-1782911700	1782911950	0.6481332237	12.16			
416	btc-updown-5m-1782911700	1782911950	0.6499999968	30.923074			
417	btc-updown-5m-1782911700	1782911735	0.36	30.0			
418	btc-updown-5m-1782911400	1782911668	0.93	30.0			
419	btc-updown-5m-1782911400	1782911668	0.92	10.0			
420	btc-updown-5m-1782911400	1782911668	0.92	30.326075			
421	btc-updown-5m-1782911400	1782911668	0.9	30.0			
422	btc-updown-5m-1782911400	1782911557	0.79	30.0			
423	btc-updown-15m-1782910800	1782911453	0.94	30.0			
424	btc-updown-15m-1782910800	1782911407	0.91	6.0			
425	btc-updown-15m-1782910800	1782911399	0.1	2.0			
426	btc-updown-5m-1782911100	1782911386	0.48	30.0			
427	btc-updown-5m-1782911100	1782911105	0.48	30.0			
428	btc-updown-5m-1782910800	1782910898	0.04	30.0			
429	btc-updown-5m-1782910800	1782910846	0.74	30.0			
430	btc-updown-5m-1782910800	1782910834	0.66	30.0			
