0	btc-updown-15m-1782978300	1782979187	0.8	30.0	0.7200	0.9000	1782979186229000
1	btc-updown-5m-1782978900	1782979187	0.3	30.0	0.2100	0.2200	1782979186945000
2	btc-updown-15m-1782978300	1782979183	0.22	6.24	0.2200	0.2400	1782979182998000
3	btc-updown-15m-1782978300	1782979180	0.2799998844	5.535713	0.2100	0.2200	1782979179995000
4	btc-updown-15m-1782978300	1782979102	0.64	30.0	0.6200	0.6300	1782979101919000
5	btc-updown-15m-1782978300	1782979082	0.74	30.0	0.7100	0.7200	1782979081488000
6	btc-updown-15m-1782978300	1782979048	0.85	5.0	0.6800	0.7000	1782979036043000
7	btc-updown-15m-1782978300	1782979042	0.78	15.0	0.6800	0.7000	1782979036043000
8	btc-updown-15m-1782978300	1782979012	0.74	5.0	0.7300	0.7400	1782979010182000
9	btc-updown-15m-1782978300	1782978982	0.68	30.0	0.7200	0.7300	1782978981951000
10	btc-updown-15m-1782978300	1782978877	0.47	30.0	0.4800	0.4900	1782978876400000
11	btc-updown-5m-1782978600	1782978830	0.8	19.0	0.8200	0.8300	1782978829763000
12	btc-updown-5m-1782978600	1782978830	0.8	30.0	0.8200	0.8300	1782978829763000
13	btc-updown-5m-1782978600	1782978826	0.83	30.0	0.8400	0.8500	1782978825937000
14	btc-updown-5m-1782978600	1782978815	0.36	2.22	0.4500	0.5300	1782978814990000
15	btc-updown-15m-1782978300	1782978773	0.2	30.0	0.1900	0.2000	1782978771572000
16	btc-updown-15m-1782978300	1782978658	0.79	5.0			
17	btc-updown-15m-1782978300	1782978647	0.85	5.0			
18	btc-updown-5m-1782978600	1782978625	0.65	28.77	0.7000	0.7100	1782978624684000
19	btc-updown-15m-1782978300	1782978566	0.74	30.0	0.7700	0.7900	1782978565976000
20	btc-updown-15m-1782978300	1782978563	0.69	30.0	0.7100	0.7300	1782978562783000
21	btc-updown-15m-1782978300	1782978563	0.68	30.0	0.7100	0.7300	1782978562783000
22	btc-updown-5m-1782978300	1782978437	0.5199999856	30.576922	0.5200	0.5300	1782978436665000
23	btc-updown-15m-1782977400	1782978280	0.04	30.0	0.0200	0.0400	1782978279081000
24	btc-updown-15m-1782977400	1782978272	0.96	30.0	0.9600	0.9700	1782978270285000
25	btc-updown-5m-1782978000	1782978247	0.03	35.0	0.0600	0.0700	1782978246981000
26	btc-updown-15m-1782977400	1782978247	0.72	10.0	0.4800	0.4900	1782978246307000
27	btc-updown-15m-1782977400	1782978245	0.72	30.0	0.5300	0.5400	1782978244937000
28	btc-updown-15m-1782977400	1782978245	0.7199999987	30.833332	0.5300	0.5400	1782978244937000
29	btc-updown-5m-1782978000	1782978194	0.89	11.07			
30	btc-updown-15m-1782977400	1782978194	0.48	30.0			
31	btc-updown-15m-1782977400	1782978170	0.67	30.0			
32	btc-updown-15m-1782977400	1782978143	0.68	9.0			
33	btc-updown-15m-1782977400	1782978140	0.65	30.0	0.4500	0.4600	1782978126318000
34	btc-updown-15m-1782977400	1782978128	0.5227891149	33.283017	0.5400	0.5500	1782978126318000
35	btc-updown-15m-1782977400	1782978128	0.5499999871	31.090908	0.5400	0.5500	1782978126318000
36	btc-updown-5m-1782978000	1782978121	0.85	30.0	0.8300	0.8400	1782978120933000
37	btc-updown-5m-1782978000	1782978121	0.84	30.0	0.8300	0.8400	1782978120933000
38	btc-updown-5m-1782978000	1782978121	0.85	19.99	0.8300	0.8400	1782978120933000
39	btc-updown-15m-1782977400	1782978047	0.66	9.0	0.6600	0.6700	1782978045501000
40	btc-updown-15m-1782977400	1782978013	0.78	15.36			
41	btc-updown-5m-1782977700	1782977987	0.02	50.0	0.0100	0.0200	1782977985074000
42	btc-updown-15m-1782977400	1782977863	0.73	9.21	0.6600	0.6700	1782977853728000
43	btc-updown-15m-1782977400	1782977863	0.73	30.0	0.6600	0.6700	1782977853728000
44	btc-updown-5m-1782977400	1782977684	0.04	30.0	0.0300	0.0500	1782977683842000
45	btc-updown-5m-1782977400	1782977680	0.97	18.85	0.9800	0.9900	1782977679902000
46	btc-updown-5m-1782977400	1782977680	0.96	10.02	0.9800	0.9900	1782977679902000
47	btc-updown-5m-1782977400	1782977666	0.02	50.0	0.0100	0.0200	1782977665721000
48	btc-updown-5m-1782977400	1782977636	0.91	30.0			
49	btc-updown-5m-1782977400	1782977636	0.92	30.0			
50	btc-updown-15m-1782977400	1782977635	0.69	30.0			
51	btc-updown-5m-1782977400	1782977633	0.91	6.43			
52	btc-updown-5m-1782977400	1782977633	0.91	30.0			
53	btc-updown-5m-1782977400	1782977588	0.85	5.0	0.7300	0.7400	1782977587967000
54	btc-updown-5m-1782977400	1782977587	0.85	30.0	0.7700	0.7800	1782977586901000
55	btc-updown-5m-1782977400	1782977573	0.37	30.0	0.4600	0.4700	1782977572912000
56	btc-updown-15m-1782977400	1782977552	0.56	20.59	0.5500	0.5700	1782977550257000
57	btc-updown-15m-1782977400	1782977516	0.55	1.34	0.5500	0.5600	1782977515537000
