fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls
2567,btc-updown-15m-1783668600,Up,1783669444,0.08,22.73,0.0800,0.0900,1783669443745000,0.25500000000000000000,MAKER
2568,btc-updown-15m-1783668600,Down,1783669442,0.9233807784,30.215042,0.9100,0.9300,1783669441511000,0.48900000000000000000,INSIDE
2569,btc-updown-15m-1783668600,Down,1783669442,0.93,19.07,0.9100,0.9300,1783669441511000,0.48900000000000000000,TAKER
2570,btc-updown-15m-1783668600,Down,1783669433,0.83,28.0,,,,,NO_BOOK
2571,btc-updown-15m-1783668600,Up,1783669417,0.22,30.0,,,,,NO_BOOK
2572,btc-updown-15m-1783668600,Down,1783669408,0.75,26.17,0.9500,0.9600,1783669398964000,9.0360000000000000,MAKER
2573,btc-updown-5m-1783669200,Up,1783669405,0.9,40.0,0.7100,0.7200,1783669399880000,5.1200000000000000,TAKER
2574,btc-updown-15m-1783668600,Up,1783669403,0.18,30.0,0.0400,0.0500,1783669398964000,4.0360000000000000,TAKER
2575,btc-updown-15m-1783668600,Down,1783669322,0.89,10.0,0.8900,0.9000,1783669321246000,0.75400000000000000000,MAKER
2576,btc-updown-15m-1783668600,Down,1783669322,0.89,10.0,0.8900,0.9000,1783669321246000,0.75400000000000000000,MAKER
2577,btc-updown-15m-1783668600,Down,1783669319,0.89,15.0,0.8800,0.8900,1783669316437000,2.5630000000000000,TAKER
2578,btc-updown-15m-1783668600,Down,1783669261,0.83,10.0,0.8300,0.8500,1783669259948000,1.0520000000000000,MAKER
2579,btc-updown-5m-1783669200,Up,1783669255,0.59,40.0,0.6800,0.6900,1783669254919000,0.08100000000000000000,MAKER
2580,btc-updown-15m-1783668600,Up,1783669255,0.12,10.0,0.1700,0.1900,1783669254206000,0.79400000000000000000,MAKER
2581,btc-updown-5m-1783668900,Down,1783669184,0.83,5.0,0.9600,0.9700,1783669173862000,10.1380000000000000,MAKER
2582,btc-updown-5m-1783668900,Down,1783669183,0.83,40.0,0.9600,0.9700,1783669173862000,9.1380000000000000,MAKER
2583,btc-updown-15m-1783668600,Down,1783669183,0.83,20.0,0.8900,0.9000,1783669171047000,11.9530000000000000,MAKER
2584,btc-updown-15m-1783668600,Down,1783669183,0.83,30.0,0.8900,0.9000,1783669171047000,11.9530000000000000,MAKER
2585,btc-updown-5m-1783668900,Down,1783669181,0.74,15.0,0.9600,0.9700,1783669173862000,7.1380000000000000,MAKER
2586,btc-updown-5m-1783668900,Down,1783669181,0.739999997,40.540538,0.9600,0.9700,1783669173862000,7.1380000000000000,MAKER
2587,btc-updown-5m-1783668900,Down,1783669181,0.739999997,40.540538,0.9600,0.9700,1783669173862000,7.1380000000000000,MAKER
2588,btc-updown-15m-1783668600,Down,1783669180,0.83,30.0,0.8900,0.9000,1783669171047000,8.9530000000000000,MAKER
2589,btc-updown-15m-1783668600,Down,1783669180,0.83,25.0,0.8900,0.9000,1783669171047000,8.9530000000000000,MAKER
2590,btc-updown-15m-1783668600,Down,1783669178,0.83,30.0,0.8900,0.9000,1783669171047000,6.9530000000000000,MAKER
2591,btc-updown-15m-1783668600,Down,1783669178,0.83,30.0,0.8900,0.9000,1783669171047000,6.9530000000000000,MAKER
2592,btc-updown-15m-1783668600,Up,1783669177,0.11,26.33,0.1000,0.1100,1783669171047000,5.9530000000000000,TAKER
2593,btc-updown-5m-1783668900,Up,1783669175,0.03,40.0,0.0300,0.0400,1783669173862000,1.1380000000000000,MAKER
2594,btc-updown-5m-1783668900,Down,1783669157,0.95,40.0,0.9100,0.9200,1783669156984000,0.01600000000000000000,TAKER
2595,btc-updown-5m-1783668900,Down,1783669153,0.95,40.0,0.9400,0.9500,1783669152765000,0.23500000000000000000,TAKER
2596,btc-updown-15m-1783668600,Down,1783669066,0.86,30.0,,,,,NO_BOOK
2597,btc-updown-15m-1783668600,Up,1783669046,0.12,15.21,0.1100,0.1200,1783669042691000,3.3090000000000000,TAKER
2598,btc-updown-15m-1783668600,Down,1783669000,0.79,7.46,0.8000,0.8100,1783668999754000,0.24600000000000000000,MAKER
2599,btc-updown-15m-1783668600,Down,1783668992,0.76,11.78,0.7500,0.7700,1783668990232000,1.7680000000000000,INSIDE
2600,btc-updown-15m-1783668600,Up,1783668878,0.28,30.0,0.2700,0.2900,1783668874451000,3.5490000000000000,INSIDE
2601,btc-updown-5m-1783668600,Down,1783668836,0.95,40.0,0.9400,0.9500,1783668835984000,0.01600000000000000000,TAKER
2602,btc-updown-5m-1783668600,Down,1783668836,0.95,40.0,0.9400,0.9500,1783668835984000,0.01600000000000000000,TAKER
2603,btc-updown-5m-1783668600,Down,1783668835,0.93,18.04,0.9400,0.9500,1783668834764000,0.23600000000000000000,MAKER
2604,btc-updown-5m-1783668300,Down,1783668443,0.79,25.39,,,,,NO_BOOK
2605,btc-updown-5m-1783668300,Down,1783668443,0.79,40.0,,,,,NO_BOOK
2606,btc-updown-5m-1783668000,Up,1783668184,0.85,0.4,0.8900,0.9000,1783668183819000,0.18100000000000000000,MAKER
2607,btc-updown-5m-1783668000,Up,1783668184,0.85,40.0,0.8900,0.9000,1783668183819000,0.18100000000000000000,MAKER
2608,btc-updown-5m-1783668000,Up,1783668173,0.85,40.0,,,,,NO_BOOK
2609,btc-updown-5m-1783668000,Up,1783668173,0.85,40.0,,,,,NO_BOOK
2610,btc-updown-5m-1783668000,Down,1783668161,0.16,30.0,,,,,NO_BOOK
2611,btc-updown-5m-1783667700,Up,1783667984,0.2199999777,31.363635,0.8600,0.8700,1783667983967000,0.03300000000000000000,MAKER
2612,btc-updown-5m-1783667700,Up,1783667984,0.22,20.45,0.8600,0.8700,1783667983967000,0.03300000000000000000,MAKER
2613,btc-updown-5m-1783667700,Up,1783667980,0.2953846154,32.5,0.2700,0.3100,1783667979991000,0.00900000000000000000,INSIDE
2614,btc-updown-5m-1783667700,Up,1783667980,0.3067020885,15.161289,0.2700,0.3100,1783667979991000,0.00900000000000000000,INSIDE
2615,btc-updown-5m-1783667700,Up,1783667978,0.27,30.0,0.2800,0.3100,1783667977781000,0.21900000000000000000,MAKER
2616,btc-updown-5m-1783667700,Up,1783667977,0.3,30.0,0.2600,0.3000,1783667976939000,0.06100000000000000000,TAKER
2617,btc-updown-5m-1783667700,Down,1783667974,0.94,28.8,0.6600,0.6700,1783667973952000,0.04800000000000000000,TAKER
2618,btc-updown-5m-1783667700,Down,1783667974,0.94,30.0,0.6600,0.6700,1783667973952000,0.04800000000000000000,TAKER
2619,btc-updown-5m-1783667700,Down,1783667968,0.35,25.0,0.7700,0.7800,1783667967946000,0.05400000000000000000,MAKER
2620,btc-updown-5m-1783667700,Down,1783667966,0.36,11.83,0.7200,0.7400,1783667965985000,0.01500000000000000000,MAKER
2621,btc-updown-5m-1783667700,Down,1783667962,0.25,30.0,0.2700,0.2800,1783667961840000,0.16000000000000000000,MAKER
2622,btc-updown-5m-1783667700,Down,1783667957,0.41,30.0,0.2900,0.3000,1783667956978000,0.02200000000000000000,TAKER
2623,btc-updown-5m-1783667700,Down,1783667957,0.41,30.0,0.2900,0.3000,1783667956978000,0.02200000000000000000,TAKER
2624,btc-updown-5m-1783667700,Down,1783667722,0.68,18.16,0.7300,0.7400,1783667721965000,0.03500000000000000000,MAKER
2625,btc-updown-5m-1783667400,Up,1783667648,0.97,30.0,0.9700,0.9800,1783667647774000,0.22600000000000000000,MAKER
2626,btc-updown-5m-1783667100,Up,1783667350,0.43,25.0,,,,,NO_BOOK
2627,btc-updown-5m-1783667100,Down,1783667345,0.61,30.0,,,,,NO_BOOK
2628,btc-updown-5m-1783667100,Down,1783667345,0.61,30.0,,,,,NO_BOOK
2629,btc-updown-5m-1783666800,Down,1783667081,0.83,30.0,0.8600,0.8700,1783667080719000,0.28100000000000000000,MAKER
2630,btc-updown-5m-1783666800,Down,1783666981,0.8217495017,30.3012,0.8600,0.8700,1783666968590000,12.4100000000000000,MAKER
2631,btc-updown-5m-1783666800,Down,1783666933,0.76,30.0,0.8900,0.9000,1783666929239000,3.7610000000000000,MAKER
2632,btc-updown-5m-1783666800,Up,1783666847,0.22,30.0,,,,,NO_BOOK
2633,btc-updown-5m-1783666800,Up,1783666847,0.22,30.0,,,,,NO_BOOK
2634,btc-updown-5m-1783666500,Down,1783666786,0.67,30.0,0.5300,0.5400,1783666774094000,11.9060000000000000,TAKER
2635,btc-updown-5m-1783666500,Up,1783666786,0.3499999887,30.857141,0.4600,0.4700,1783666774094000,11.9060000000000000,MAKER
2636,btc-updown-5m-1783666500,Up,1783666784,0.3499999887,30.857141,0.4600,0.4700,1783666774094000,9.9060000000000000,MAKER
2637,btc-updown-5m-1783666500,Down,1783666783,0.57,25.94,0.5300,0.5400,1783666774094000,8.9060000000000000,TAKER
2638,btc-updown-5m-1783666500,Down,1783666775,0.58,30.0,0.5300,0.5400,1783666774094000,0.90600000000000000000,TAKER
2639,btc-updown-5m-1783666500,Down,1783666775,0.58,30.0,0.5300,0.5400,1783666774094000,0.90600000000000000000,TAKER
2640,btc-updown-5m-1783666500,Up,1783666754,0.7,30.0,0.6500,0.6600,1783666753960000,0.04000000000000000000,TAKER
2641,btc-updown-5m-1783666500,Down,1783666751,0.32,30.0,0.3500,0.3600,1783666750916000,0.08400000000000000000,MAKER
2642,btc-updown-5m-1783666500,Down,1783666751,0.32,30.0,0.3500,0.3600,1783666750916000,0.08400000000000000000,MAKER
2643,btc-updown-5m-1783666500,Up,1783666741,0.73,30.0,,,,,NO_BOOK
2644,btc-updown-5m-1783666500,Up,1783666741,0.73,30.0,,,,,NO_BOOK
2645,btc-updown-5m-1783666500,Down,1783666717,0.63,30.0,,,,,NO_BOOK
2646,btc-updown-5m-1783666500,Up,1783666663,0.45,30.0,0.4300,0.4400,1783666662928000,0.07200000000000000000,TAKER
2647,btc-updown-5m-1783666200,Up,1783666474,0.070718232,22.625,0.0900,0.1000,1783666473945000,0.05500000000000000000,MAKER
2648,btc-updown-5m-1783666200,Up,1783666474,0.0699999735,34.285713,0.0900,0.1000,1783666473945000,0.05500000000000000000,MAKER
2649,btc-updown-5m-1783666200,Up,1783666471,0.08,30.0,0.0500,0.0600,1783666470999000,0.00100000000000000000,TAKER
2650,btc-updown-5m-1783666200,Up,1783666471,0.08,15.0,0.0500,0.0600,1783666470999000,0.00100000000000000000,TAKER
2651,btc-updown-5m-1783666200,Up,1783666469,0.1299999721,26.923075,0.0800,0.0900,1783666468982000,0.01800000000000000000,TAKER
2652,btc-updown-5m-1783666200,Down,1783666468,0.8,30.0,0.9200,0.9300,1783666467806000,0.19400000000000000000,MAKER
2653,btc-updown-5m-1783666200,Down,1783666468,0.8,28.64,0.9200,0.9300,1783666467806000,0.19400000000000000000,MAKER
2654,btc-updown-5m-1783666200,Down,1783666468,0.8,30.0,0.9200,0.9300,1783666467806000,0.19400000000000000000,MAKER
2655,btc-updown-5m-1783666200,Down,1783666451,0.79,30.0,0.7800,0.7900,1783666450953000,0.04700000000000000000,TAKER
2656,btc-updown-5m-1783666200,Down,1783666451,0.79,30.0,0.7800,0.7900,1783666450953000,0.04700000000000000000,TAKER
2657,btc-updown-5m-1783666200,Down,1783666439,0.6,10.0,,,,,NO_BOOK
2658,btc-updown-5m-1783666200,Down,1783666438,0.6,30.0,,,,,NO_BOOK
2659,btc-updown-5m-1783666200,Down,1783666438,0.6,30.0,,,,,NO_BOOK
2660,btc-updown-5m-1783666200,Down,1783666438,0.6,30.0,,,,,NO_BOOK
2661,btc-updown-5m-1783666200,Up,1783666360,0.64,4.14,0.6600,0.6700,1783666360000000,0.000000000000000000000000,MAKER
2662,btc-updown-5m-1783666200,Up,1783666358,0.64,30.0,0.6600,0.6700,1783666357777000,0.22300000000000000000,MAKER
2663,btc-updown-5m-1783642200,Up,1783642456,0.05,36.0,0.0300,0.0400,1783642455945000,0.05500000000000000000,TAKER
2664,btc-updown-5m-1783642200,Up,1783642456,0.05,36.0,0.0300,0.0400,1783642455945000,0.05500000000000000000,TAKER
2665,btc-updown-5m-1783642200,Down,1783642424,0.87,10.0,0.8500,0.8600,1783642423868000,0.13200000000000000000,TAKER
2666,btc-updown-5m-1783642200,Down,1783642424,0.8599999921,10.116278,0.8500,0.8600,1783642423868000,0.13200000000000000000,TAKER
2667,btc-updown-5m-1783642200,Down,1783642424,0.86,12.03,0.8500,0.8600,1783642423868000,0.13200000000000000000,TAKER
2668,btc-updown-5m-1783642200,Down,1783642421,0.84,30.0,0.8500,0.8600,1783642420945000,0.05500000000000000000,MAKER
2669,btc-updown-5m-1783642200,Down,1783642421,0.84,20.0,0.8500,0.8600,1783642420945000,0.05500000000000000000,MAKER
2670,btc-updown-5m-1783642200,Down,1783642421,0.83,30.0,0.8500,0.8600,1783642420945000,0.05500000000000000000,MAKER
2671,btc-updown-5m-1783642200,Down,1783642421,0.83,18.0,0.8500,0.8600,1783642420945000,0.05500000000000000000,MAKER
2672,btc-updown-5m-1783642200,Down,1783642336,0.87,15.0,,,,,NO_BOOK
2673,btc-updown-5m-1783642200,Down,1783642336,0.87,15.0,,,,,NO_BOOK
2674,btc-updown-5m-1783642200,Down,1783642331,0.88,30.0,0.9100,0.9200,1783642320919000,10.0810000000000000,MAKER
2675,btc-updown-5m-1783642200,Down,1783642330,0.88,30.0,0.9100,0.9200,1783642320919000,9.0810000000000000,MAKER
2676,btc-updown-5m-1783642200,Down,1783642330,0.88,30.0,0.9100,0.9200,1783642320919000,9.0810000000000000,MAKER
2677,btc-updown-5m-1783642200,Down,1783642255,0.85,20.0,,,,,NO_BOOK
2678,btc-updown-5m-1783642200,Down,1783642255,0.85,30.0,,,,,NO_BOOK
2679,btc-updown-5m-1783642200,Down,1783642253,0.85,30.0,,,,,NO_BOOK
2680,btc-updown-5m-1783642200,Down,1783642252,0.85,30.0,,,,,NO_BOOK
2681,btc-updown-5m-1783642200,Down,1783642252,0.85,30.0,,,,,NO_BOOK
2682,btc-updown-5m-1783642200,Down,1783642252,0.85,15.0,,,,,NO_BOOK
2683,btc-updown-5m-1783641900,Down,1783642103,0.47,15.0,0.4200,0.4300,1783642102977000,0.02300000000000000000,TAKER
2684,btc-updown-5m-1783641900,Down,1783642103,0.47,30.0,0.4200,0.4300,1783642102977000,0.02300000000000000000,TAKER
2685,btc-updown-5m-1783641900,Down,1783642102,0.47,30.0,0.4200,0.4500,1783642101996000,0.00400000000000000000,TAKER
2686,btc-updown-5m-1783641900,Down,1783642099,0.5,36.0,0.4500,0.4600,1783642098939000,0.06100000000000000000,TAKER
2687,btc-updown-5m-1783641900,Down,1783642099,0.5399999916,33.333332,0.4500,0.4600,1783642098939000,0.06100000000000000000,TAKER
2688,btc-updown-5m-1783641900,Up,1783642088,0.21,30.0,0.2100,0.2200,1783642087977000,0.02300000000000000000,MAKER
2689,btc-updown-5m-1783641900,Up,1783642088,0.21,5.0,0.2100,0.2200,1783642087977000,0.02300000000000000000,MAKER
2690,btc-updown-5m-1783641900,Up,1783642088,0.2099999814,32.857141,0.2100,0.2200,1783642087977000,0.02300000000000000000,MAKER
2691,btc-updown-5m-1783641900,Up,1783642088,0.2099999814,32.857141,0.2100,0.2200,1783642087977000,0.02300000000000000000,MAKER
2692,btc-updown-5m-1783641900,Up,1783642072,0.42,30.0,0.4300,0.4400,1783642071901000,0.09900000000000000000,MAKER
2693,btc-updown-5m-1783641900,Up,1783642064,0.37,30.0,0.4100,0.4200,1783642063953000,0.04700000000000000000,MAKER
2694,btc-updown-5m-1783641900,Down,1783642033,0.3,39.0,,,,,NO_BOOK
2695,btc-updown-5m-1783641900,Down,1783642033,0.3,40.0,,,,,NO_BOOK
2696,btc-updown-5m-1783641900,Up,1783642021,0.6299999947,31.904759,,,,,NO_BOOK
2697,btc-updown-5m-1783641900,Up,1783642021,0.6305171195,31.878592,,,,,NO_BOOK
2698,btc-updown-5m-1783641900,Down,1783641968,0.3,19.98,,,,,NO_BOOK
2699,btc-updown-5m-1783641600,Up,1783641877,0.1,25.87,0.0600,0.0700,1783641867323000,9.6770000000000000,TAKER
2700,btc-updown-5m-1783641600,Up,1783641877,0.09,22.62,0.0600,0.0700,1783641867323000,9.6770000000000000,TAKER
2701,btc-updown-5m-1783641600,Up,1783641877,0.09,30.0,0.0600,0.0700,1783641867323000,9.6770000000000000,TAKER
2702,btc-updown-5m-1783641600,Up,1783641860,0.16,46.875,0.2100,0.2200,1783641859824000,0.17600000000000000000,MAKER
2703,btc-updown-5m-1783641600,Up,1783641860,0.16,46.875,0.2100,0.2200,1783641859824000,0.17600000000000000000,MAKER
2704,btc-updown-5m-1783641600,Up,1783641859,0.34,30.0,0.1800,0.2800,1783641858988000,0.01200000000000000000,TAKER
2705,btc-updown-5m-1783641600,Down,1783641854,0.52,30.0,0.5000,0.5700,1783641853769000,0.23100000000000000000,INSIDE
2706,btc-updown-5m-1783641600,Up,1783641850,0.35,25.0,0.3300,0.3400,1783641849658000,0.34200000000000000000,TAKER
2707,btc-updown-5m-1783641600,Up,1783641850,0.3399999881,33.52941,0.3300,0.3400,1783641849658000,0.34200000000000000000,TAKER
2708,btc-updown-5m-1783641600,Down,1783641845,0.2299999751,26.086955,0.4700,0.4800,1783641844981000,0.01900000000000000000,MAKER
2709,btc-updown-5m-1783641600,Down,1783641845,0.24,37.5,0.4700,0.4800,1783641844981000,0.01900000000000000000,MAKER
2710,btc-updown-5m-1783641600,Down,1783641844,0.389999903,5.256409,0.1900,0.2000,1783641843983000,0.01700000000000000000,TAKER
2711,btc-updown-5m-1783641600,Down,1783641844,0.41,30.0,0.1900,0.2000,1783641843983000,0.01700000000000000000,TAKER
2712,btc-updown-5m-1783641600,Down,1783641842,0.4199999873,31.42857,0.3400,0.3500,1783641841991000,0.00900000000000000000,TAKER
2713,btc-updown-5m-1783641600,Down,1783641842,0.4199999838,32.142856,0.3400,0.3500,1783641841991000,0.00900000000000000000,TAKER
2714,btc-updown-5m-1783641600,Down,1783641832,0.55,30.0,0.5900,0.6000,1783641831829000,0.17100000000000000000,MAKER
2715,btc-updown-5m-1783641600,Down,1783641832,0.55,30.0,0.5900,0.6000,1783641831829000,0.17100000000000000000,MAKER
2716,btc-updown-5m-1783641600,Up,1783641679,0.34,30.0,0.3500,0.3600,1783641678996000,0.00400000000000000000,MAKER
2717,btc-updown-5m-1783641600,Up,1783641679,0.34,30.0,0.3500,0.3600,1783641678996000,0.00400000000000000000,MAKER
2718,btc-updown-5m-1783641300,Up,1783641484,0.06,30.0,0.0600,0.0700,1783641483925000,0.07500000000000000000,MAKER
2719,btc-updown-5m-1783641300,Down,1783641464,0.84,15.0,0.8300,0.8400,1783641463978000,0.02200000000000000000,TAKER
2720,btc-updown-5m-1783641300,Down,1783641464,0.84,25.0,0.8300,0.8400,1783641463978000,0.02200000000000000000,TAKER
2721,btc-updown-5m-1783641300,Down,1783641464,0.84,25.0,0.8300,0.8400,1783641463978000,0.02200000000000000000,TAKER
2722,btc-updown-5m-1783641000,Up,1783641277,0.8,10.0,0.7300,0.7900,1783641276959000,0.04100000000000000000,TAKER
2723,btc-updown-5m-1783641000,Up,1783641275,0.8119449876,31.036583,0.8200,0.8300,1783641274968000,0.03200000000000000000,MAKER
2724,btc-updown-5m-1783641000,Up,1783641275,0.7,36.0,0.8200,0.8300,1783641274968000,0.03200000000000000000,MAKER
2725,btc-updown-5m-1783641000,Down,1783641271,0.2,31.5,0.1100,0.1200,1783641270991000,0.00900000000000000000,TAKER
2726,btc-updown-5m-1783641000,Down,1783641271,0.2,33.0,0.1100,0.1200,1783641270991000,0.00900000000000000000,TAKER
2727,btc-updown-5m-1783641000,Down,1783641268,0.3,30.0,0.2800,0.3000,1783641267946000,0.05400000000000000000,TAKER
2728,btc-updown-5m-1783641000,Down,1783641250,0.4,12.0,0.5000,0.5100,1783641249915000,0.08500000000000000000,MAKER
2729,btc-updown-5m-1783641000,Down,1783641224,0.33,25.0,0.3400,0.3500,1783641223920000,0.08000000000000000000,MAKER
2730,btc-updown-5m-1783641000,Down,1783641224,0.33,30.0,0.3400,0.3500,1783641223920000,0.08000000000000000000,MAKER
2731,btc-updown-5m-1783641000,Down,1783641223,0.33,15.0,0.3200,0.3400,1783641222799000,0.20100000000000000000,INSIDE
2732,btc-updown-5m-1783641000,Down,1783641221,0.3299999836,39.090908,0.3200,0.3300,1783641220850000,0.15000000000000000000,TAKER
2733,btc-updown-5m-1783641000,Down,1783641221,0.329999984,38.181817,0.3200,0.3300,1783641220850000,0.15000000000000000000,TAKER
2734,btc-updown-5m-1783641000,Up,1783641214,0.3372326914,30.246175,,,,,NO_BOOK
2735,btc-updown-5m-1783641000,Up,1783641214,0.329999988,30.909089,,,,,NO_BOOK
2736,btc-updown-5m-1783641000,Up,1783641199,0.5,14.05,,,,,NO_BOOK
2737,btc-updown-5m-1783641000,Down,1783641197,0.41,30.0,,,,,NO_BOOK
2738,btc-updown-5m-1783641000,Down,1783641197,0.41,1.68,,,,,NO_BOOK
2739,btc-updown-5m-1783641000,Up,1783641194,0.48,30.0,0.8300,0.8400,1783641181692000,12.3080000000000000,MAKER
2740,btc-updown-5m-1783641000,Up,1783641194,0.52,30.0,0.8300,0.8400,1783641181692000,12.3080000000000000,MAKER
2741,btc-updown-5m-1783641000,Up,1783641191,0.48,35.0,0.8300,0.8400,1783641181692000,9.3080000000000000,MAKER
2742,btc-updown-5m-1783641000,Up,1783641191,0.4821428571,33.6,0.8300,0.8400,1783641181692000,9.3080000000000000,MAKER
2743,btc-updown-5m-1783641000,Up,1783641190,0.59,30.0,0.8300,0.8400,1783641181692000,8.3080000000000000,MAKER
2744,btc-updown-5m-1783641000,Up,1783641188,0.59,30.0,0.8300,0.8400,1783641181692000,6.3080000000000000,MAKER
2745,btc-updown-5m-1783641000,Down,1783641175,0.2304,31.25,0.1800,0.1900,1783641175000000,0.000000000000000000000000,TAKER
2746,btc-updown-5m-1783641000,Down,1783641175,0.24,32.5,0.1800,0.1900,1783641175000000,0.000000000000000000000000,TAKER
2747,btc-updown-5m-1783641000,Up,1783641140,0.49,25.0,,,,,NO_BOOK
2748,btc-updown-5m-1783641000,Up,1783641139,0.6,30.0,,,,,NO_BOOK
2749,btc-updown-5m-1783641000,Up,1783641139,0.6,30.5,,,,,NO_BOOK
2750,btc-updown-5m-1783640700,Down,1783640762,0.68,30.0,0.6500,0.6600,1783640757622000,4.3780000000000000,TAKER
2751,btc-updown-5m-1783640400,Down,1783640684,0.0616817406,28.371427,0.0700,0.0800,1783640683840000,0.16000000000000000000,MAKER
2752,btc-updown-5m-1783640400,Down,1783640681,0.0648147915,38.571427,0.0500,0.0700,1783640680999000,0.00100000000000000000,INSIDE
2753,btc-updown-5m-1783640400,Down,1783640681,0.06,50.0,0.0500,0.0700,1783640680999000,0.00100000000000000000,INSIDE
2754,btc-updown-5m-1783640400,Down,1783640681,0.1,30.0,0.0500,0.0700,1783640680999000,0.00100000000000000000,TAKER
2755,btc-updown-5m-1783640400,Up,1783640675,0.75,10.266664,0.7300,0.7500,1783640674907000,0.09300000000000000000,TAKER
2756,btc-updown-5m-1783640400,Up,1783640675,0.81,30.0,0.7300,0.7500,1783640674907000,0.09300000000000000000,TAKER
2757,btc-updown-5m-1783640400,Up,1783640675,0.6299999919,38.095237,0.7300,0.7500,1783640674907000,0.09300000000000000000,MAKER
2758,btc-updown-5m-1783640400,Up,1783640675,0.81,30.0,0.7300,0.7500,1783640674907000,0.09300000000000000000,TAKER
2759,btc-updown-5m-1783640400,Up,1783640654,0.8122020306,34.351053,0.6600,0.6700,1783640653985000,0.01500000000000000000,TAKER
2760,btc-updown-5m-1783640400,Up,1783640654,0.909999999,30.659333,0.6600,0.6700,1783640653985000,0.01500000000000000000,TAKER
2761,btc-updown-5m-1783640400,Up,1783640647,0.95,30.0,0.9600,0.9700,1783640646921000,0.07900000000000000000,MAKER
2762,btc-updown-5m-1783640400,Down,1783640456,0.15,24.12,0.1900,0.2000,1783640455947000,0.05300000000000000000,MAKER
2763,btc-updown-5m-1783640100,Up,1783640330,0.78,2.0,0.8100,0.8200,1783640329827000,0.17300000000000000000,MAKER
2764,btc-updown-5m-1783640100,Up,1783640330,0.78,30.0,0.8100,0.8200,1783640329827000,0.17300000000000000000,MAKER
2765,btc-updown-5m-1783640100,Up,1783640330,0.78,30.0,0.8100,0.8200,1783640329827000,0.17300000000000000000,MAKER
2766,btc-updown-5m-1783640100,Up,1783640219,0.77,4.0,0.7800,0.7900,1783640218955000,0.04500000000000000000,MAKER
2767,btc-updown-5m-1783639500,Up,1783639777,0.03,35.0,0.0200,0.0300,1783639774876000,2.1240000000000000,TAKER
2768,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0,0.9200,0.9300,1783639767994000,0.00600000000000000000,MAKER
2769,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0,0.9200,0.9300,1783639767994000,0.00600000000000000000,MAKER
2770,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0,0.9200,0.9300,1783639767994000,0.00600000000000000000,MAKER
2771,btc-updown-5m-1783639500,Down,1783639753,0.71,24.17,0.7300,0.7400,1783639752952000,0.04800000000000000000,MAKER
2772,btc-updown-5m-1783639500,Down,1783639736,0.67,30.0,0.6400,0.6500,1783639735644000,0.35600000000000000000,TAKER
2773,btc-updown-5m-1783639500,Down,1783639579,0.23,10.0,,,,,NO_BOOK
2774,btc-updown-5m-1783639200,Down,1783639415,0.02,50.0,0.0100,0.0200,1783639414891000,0.10900000000000000000,TAKER
2775,btc-updown-5m-1783639200,Up,1783639378,0.7799999921,15.192304,0.7500,0.7600,1783639377832000,0.16800000000000000000,TAKER
2776,btc-updown-5m-1783639200,Up,1783639376,0.7899999938,32.27848,0.7500,0.7700,1783639375978000,0.02200000000000000000,TAKER
2777,btc-updown-5m-1783639200,Up,1783639376,0.79,30.0,0.7500,0.7700,1783639375978000,0.02200000000000000000,TAKER
2778,btc-updown-5m-1783639200,Up,1783639376,0.7899999941,30.379742,0.7500,0.7700,1783639375978000,0.02200000000000000000,TAKER
2779,btc-updown-5m-1783639200,Up,1783639328,0.26,30.0,0.2600,0.2700,1783639327988000,0.01200000000000000000,MAKER
2780,btc-updown-5m-1783638900,Down,1783639087,0.95,30.0,0.9400,0.9500,1783639086907000,0.09300000000000000000,TAKER
2781,btc-updown-5m-1783638900,Up,1783639016,0.12,30.0,0.1000,0.1100,1783639015998000,0.00200000000000000000,TAKER
2782,btc-updown-5m-1783638900,Up,1783639015,0.12,30.0,0.1100,0.1200,1783639014113000,0.88700000000000000000,TAKER
2783,btc-updown-5m-1783638900,Down,1783638905,0.45,14.04,,,,,NO_BOOK
2784,btc-updown-5m-1783638600,Up,1783638875,0.03,15.66,0.0100,0.0200,1783638874611000,0.38900000000000000000,TAKER
2785,btc-updown-5m-1783638600,Up,1783638868,0.03,1.66,0.0200,0.0800,1783638867858000,0.14200000000000000000,INSIDE
2786,btc-updown-5m-1783638600,Up,1783638862,0.03,35.0,0.0300,0.0400,1783638861997000,0.00300000000000000000,MAKER
2787,btc-updown-5m-1783638600,Up,1783638836,0.43,30.0,0.4400,0.4500,1783638835988000,0.01200000000000000000,MAKER
2788,btc-updown-5m-1783638600,Up,1783638827,0.28,30.0,0.2800,0.2900,1783638826791000,0.20900000000000000000,MAKER
2789,btc-updown-5m-1783638600,Down,1783638817,0.56,29.5,0.5600,0.5700,1783638816343000,0.65700000000000000000,MAKER
2790,btc-updown-5m-1783638600,Down,1783638785,0.44,30.0,0.4700,0.4800,1783638784833000,0.16700000000000000000,MAKER
2791,btc-updown-5m-1783638600,Down,1783638785,0.44,5.0,0.4700,0.4800,1783638784833000,0.16700000000000000000,MAKER
2792,btc-updown-5m-1783638300,Down,1783638538,0.96,30.0,0.9600,0.9700,1783638537961000,0.03900000000000000000,MAKER
