fid,slug,outcome,ts,price,size
2675,btc-updown-5m-1783642200,Down,1783642330,0.88,30.0
2676,btc-updown-5m-1783642200,Down,1783642330,0.88,30.0
2677,btc-updown-5m-1783642200,Down,1783642255,0.85,20.0
2678,btc-updown-5m-1783642200,Down,1783642255,0.85,30.0
2679,btc-updown-5m-1783642200,Down,1783642253,0.85,30.0
2680,btc-updown-5m-1783642200,Down,1783642252,0.85,30.0
2681,btc-updown-5m-1783642200,Down,1783642252,0.85,30.0
2682,btc-updown-5m-1783642200,Down,1783642252,0.85,15.0
2683,btc-updown-5m-1783641900,Down,1783642103,0.47,15.0
2684,btc-updown-5m-1783641900,Down,1783642103,0.47,30.0
2685,btc-updown-5m-1783641900,Down,1783642102,0.47,30.0
2686,btc-updown-5m-1783641900,Down,1783642099,0.5,36.0
2687,btc-updown-5m-1783641900,Down,1783642099,0.5399999916,33.333332
2688,btc-updown-5m-1783641900,Up,1783642088,0.21,30.0
2689,btc-updown-5m-1783641900,Up,1783642088,0.21,5.0
2690,btc-updown-5m-1783641900,Up,1783642088,0.2099999814,32.857141
2691,btc-updown-5m-1783641900,Up,1783642088,0.2099999814,32.857141
2692,btc-updown-5m-1783641900,Up,1783642072,0.42,30.0
2693,btc-updown-5m-1783641900,Up,1783642064,0.37,30.0
2694,btc-updown-5m-1783641900,Down,1783642033,0.3,39.0
2695,btc-updown-5m-1783641900,Down,1783642033,0.3,40.0
2696,btc-updown-5m-1783641900,Up,1783642021,0.6299999947,31.904759
2697,btc-updown-5m-1783641900,Up,1783642021,0.6305171195,31.878592
2698,btc-updown-5m-1783641900,Down,1783641968,0.3,19.98
2699,btc-updown-5m-1783641600,Up,1783641877,0.1,25.87
2700,btc-updown-5m-1783641600,Up,1783641877,0.09,22.62
2701,btc-updown-5m-1783641600,Up,1783641877,0.09,30.0
2702,btc-updown-5m-1783641600,Up,1783641860,0.16,46.875
2703,btc-updown-5m-1783641600,Up,1783641860,0.16,46.875
2704,btc-updown-5m-1783641600,Up,1783641859,0.34,30.0
2705,btc-updown-5m-1783641600,Down,1783641854,0.52,30.0
2706,btc-updown-5m-1783641600,Up,1783641850,0.35,25.0
2707,btc-updown-5m-1783641600,Up,1783641850,0.3399999881,33.52941
2708,btc-updown-5m-1783641600,Down,1783641845,0.2299999751,26.086955
2709,btc-updown-5m-1783641600,Down,1783641845,0.24,37.5
2710,btc-updown-5m-1783641600,Down,1783641844,0.389999903,5.256409
2711,btc-updown-5m-1783641600,Down,1783641844,0.41,30.0
2712,btc-updown-5m-1783641600,Down,1783641842,0.4199999873,31.42857
2713,btc-updown-5m-1783641600,Down,1783641842,0.4199999838,32.142856
2714,btc-updown-5m-1783641600,Down,1783641832,0.55,30.0
2715,btc-updown-5m-1783641600,Down,1783641832,0.55,30.0
2716,btc-updown-5m-1783641600,Up,1783641679,0.34,30.0
2717,btc-updown-5m-1783641600,Up,1783641679,0.34,30.0
2718,btc-updown-5m-1783641300,Up,1783641484,0.06,30.0
2719,btc-updown-5m-1783641300,Down,1783641464,0.84,15.0
2720,btc-updown-5m-1783641300,Down,1783641464,0.84,25.0
2721,btc-updown-5m-1783641300,Down,1783641464,0.84,25.0
2722,btc-updown-5m-1783641000,Up,1783641277,0.8,10.0
2723,btc-updown-5m-1783641000,Up,1783641275,0.8119449876,31.036583
2724,btc-updown-5m-1783641000,Up,1783641275,0.7,36.0
2725,btc-updown-5m-1783641000,Down,1783641271,0.2,31.5
2726,btc-updown-5m-1783641000,Down,1783641271,0.2,33.0
2727,btc-updown-5m-1783641000,Down,1783641268,0.3,30.0
2728,btc-updown-5m-1783641000,Down,1783641250,0.4,12.0
2729,btc-updown-5m-1783641000,Down,1783641224,0.33,25.0
2730,btc-updown-5m-1783641000,Down,1783641224,0.33,30.0
2731,btc-updown-5m-1783641000,Down,1783641223,0.33,15.0
2732,btc-updown-5m-1783641000,Down,1783641221,0.3299999836,39.090908
2733,btc-updown-5m-1783641000,Down,1783641221,0.329999984,38.181817
2734,btc-updown-5m-1783641000,Up,1783641214,0.3372326914,30.246175
2735,btc-updown-5m-1783641000,Up,1783641214,0.329999988,30.909089
2736,btc-updown-5m-1783641000,Up,1783641199,0.5,14.05
2737,btc-updown-5m-1783641000,Down,1783641197,0.41,30.0
2738,btc-updown-5m-1783641000,Down,1783641197,0.41,1.68
2739,btc-updown-5m-1783641000,Up,1783641194,0.48,30.0
2740,btc-updown-5m-1783641000,Up,1783641194,0.52,30.0
2741,btc-updown-5m-1783641000,Up,1783641191,0.48,35.0
2742,btc-updown-5m-1783641000,Up,1783641191,0.4821428571,33.6
2743,btc-updown-5m-1783641000,Up,1783641190,0.59,30.0
2744,btc-updown-5m-1783641000,Up,1783641188,0.59,30.0
2745,btc-updown-5m-1783641000,Down,1783641175,0.2304,31.25
2746,btc-updown-5m-1783641000,Down,1783641175,0.24,32.5
2747,btc-updown-5m-1783641000,Up,1783641140,0.49,25.0
2748,btc-updown-5m-1783641000,Up,1783641139,0.6,30.0
2749,btc-updown-5m-1783641000,Up,1783641139,0.6,30.5
2750,btc-updown-5m-1783640700,Down,1783640762,0.68,30.0
2751,btc-updown-5m-1783640400,Down,1783640684,0.0616817406,28.371427
2752,btc-updown-5m-1783640400,Down,1783640681,0.0648147915,38.571427
2753,btc-updown-5m-1783640400,Down,1783640681,0.06,50.0
2754,btc-updown-5m-1783640400,Down,1783640681,0.1,30.0
2755,btc-updown-5m-1783640400,Up,1783640675,0.75,10.266664
2756,btc-updown-5m-1783640400,Up,1783640675,0.81,30.0
2757,btc-updown-5m-1783640400,Up,1783640675,0.6299999919,38.095237
2758,btc-updown-5m-1783640400,Up,1783640675,0.81,30.0
2759,btc-updown-5m-1783640400,Up,1783640654,0.8122020306,34.351053
2760,btc-updown-5m-1783640400,Up,1783640654,0.909999999,30.659333
2761,btc-updown-5m-1783640400,Up,1783640647,0.95,30.0
2762,btc-updown-5m-1783640400,Down,1783640456,0.15,24.12
2763,btc-updown-5m-1783640100,Up,1783640330,0.78,2.0
2764,btc-updown-5m-1783640100,Up,1783640330,0.78,30.0
2765,btc-updown-5m-1783640100,Up,1783640330,0.78,30.0
2766,btc-updown-5m-1783640100,Up,1783640219,0.77,4.0
2767,btc-updown-5m-1783639500,Up,1783639777,0.03,35.0
2768,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0
2769,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0
2770,btc-updown-5m-1783639500,Down,1783639768,0.85,30.0
2771,btc-updown-5m-1783639500,Down,1783639753,0.71,24.17
2772,btc-updown-5m-1783639500,Down,1783639736,0.67,30.0
2773,btc-updown-5m-1783639500,Down,1783639579,0.23,10.0
2774,btc-updown-5m-1783639200,Down,1783639415,0.02,50.0
2775,btc-updown-5m-1783639200,Up,1783639378,0.7799999921,15.192304
2776,btc-updown-5m-1783639200,Up,1783639376,0.7899999938,32.27848
2777,btc-updown-5m-1783639200,Up,1783639376,0.79,30.0
2778,btc-updown-5m-1783639200,Up,1783639376,0.7899999941,30.379742
2779,btc-updown-5m-1783639200,Up,1783639328,0.26,30.0
2780,btc-updown-5m-1783638900,Down,1783639087,0.95,30.0
2781,btc-updown-5m-1783638900,Up,1783639016,0.12,30.0
2782,btc-updown-5m-1783638900,Up,1783639015,0.12,30.0
2783,btc-updown-5m-1783638900,Down,1783638905,0.45,14.04
2784,btc-updown-5m-1783638600,Up,1783638875,0.03,15.66
2785,btc-updown-5m-1783638600,Up,1783638868,0.03,1.66
2786,btc-updown-5m-1783638600,Up,1783638862,0.03,35.0
2787,btc-updown-5m-1783638600,Up,1783638836,0.43,30.0
2788,btc-updown-5m-1783638600,Up,1783638827,0.28,30.0
2789,btc-updown-5m-1783638600,Down,1783638817,0.56,29.5
2790,btc-updown-5m-1783638600,Down,1783638785,0.44,30.0
2791,btc-updown-5m-1783638600,Down,1783638785,0.44,5.0
2792,btc-updown-5m-1783638300,Down,1783638538,0.96,30.0
2793,btc-updown-5m-1783638300,Down,1783638476,0.91,30.0
2794,btc-updown-5m-1783638300,Up,1783638353,0.53,30.0
2795,btc-updown-5m-1783638000,Up,1783638287,0.96,30.0
2796,btc-updown-5m-1783638000,Up,1783638287,0.96,30.0
2797,btc-updown-5m-1783638000,Up,1783638284,0.96,30.0
2798,btc-updown-5m-1783638000,Up,1783638283,0.96,30.0
2799,btc-updown-5m-1783638000,Up,1783638251,0.68,30.0
2800,btc-updown-5m-1783638000,Up,1783638251,0.68,30.0
2801,btc-updown-5m-1783638000,Down,1783638241,0.4,30.0
2802,btc-updown-5m-1783638000,Down,1783638223,0.42,30.0
2803,btc-updown-5m-1783638000,Up,1783638217,0.62,12.37
2804,btc-updown-5m-1783638000,Down,1783638161,0.52,21.15
2805,btc-updown-5m-1783637700,Down,1783637954,0.93,13.82
2806,btc-updown-5m-1783637700,Down,1783637954,0.93,30.0
2807,btc-updown-5m-1783637400,Down,1783637591,0.94,4.57
2808,btc-updown-5m-1783637100,Down,1783637383,0.95,9.21
2809,btc-updown-5m-1783637100,Up,1783637377,0.03,40.0
2810,btc-updown-5m-1783637100,Up,1783637354,0.25,30.0
2811,btc-updown-5m-1783637100,Down,1783637327,0.81,30.0
2812,btc-updown-5m-1783637100,Down,1783637326,0.81,30.0
2813,btc-updown-5m-1783637100,Down,1783637240,0.61,30.0
2814,btc-updown-5m-1783637100,Down,1783637240,0.61,30.0
2815,btc-updown-5m-1783636800,Up,1783637054,0.97,30.0
2816,btc-updown-5m-1783636800,Up,1783637054,0.97,30.0
2817,btc-updown-5m-1783636800,Up,1783637053,0.947265625,30.72
2818,btc-updown-5m-1783636800,Up,1783637051,0.9085107903,32.030433
2819,btc-updown-5m-1783636500,Down,1783636756,0.48,30.0
2820,btc-updown-5m-1783636500,Down,1783636756,0.48,21.22
2821,btc-updown-5m-1783636500,Down,1783636724,0.45,30.0
2822,btc-updown-5m-1783636500,Down,1783636724,0.45,30.0
2823,btc-updown-5m-1783636500,Up,1783636655,0.43,30.0
2824,btc-updown-5m-1783636200,Up,1783636456,0.05,30.0
2825,btc-updown-5m-1783636200,Down,1783636427,0.61,30.0
2826,btc-updown-5m-1783635900,Up,1783636171,0.06,25.0
2827,btc-updown-5m-1783635900,Up,1783636141,0.09,30.0
2828,btc-updown-5m-1783635600,Down,1783635883,0.06,30.0
2829,btc-updown-5m-1783635600,Down,1783635883,0.06,35.0
2830,btc-updown-5m-1783635600,Down,1783635826,0.19,30.0
2831,btc-updown-5m-1783635600,Down,1783635826,0.19,30.0
2832,btc-updown-5m-1783635600,Down,1783635725,0.3,20.0
2833,btc-updown-5m-1783635600,Down,1783635725,0.3,20.0
2834,btc-updown-5m-1783635300,Up,1783635550,0.95,30.0
2835,btc-updown-5m-1783635300,Up,1783635541,0.97,30.0
2836,btc-updown-5m-1783635300,Up,1783635494,0.88,30.0
2837,btc-updown-5m-1783635300,Up,1783635494,0.88,30.0
2838,btc-updown-5m-1783635300,Up,1783635464,0.65,5.85
2839,btc-updown-5m-1783635000,Down,1783635284,0.92,30.0
2840,btc-updown-5m-1783635000,Down,1783635260,0.82,10.12195
2841,btc-updown-5m-1783635000,Down,1783635250,0.8,5.0
2842,btc-updown-5m-1783635000,Down,1783635250,0.8,20.0
2843,btc-updown-5m-1783635000,Down,1783635178,0.61,30.0
2844,btc-updown-5m-1783634700,Up,1783634957,0.8,5.5
2845,btc-updown-5m-1783634700,Up,1783634944,0.9,9.44
2846,btc-updown-5m-1783634400,Up,1783634684,0.13,30.0
2847,btc-updown-5m-1783634400,Up,1783634684,0.13,30.0
2848,btc-updown-5m-1783634400,Up,1783634683,0.41,30.0
2849,btc-updown-5m-1783634400,Up,1783634683,0.3899999899,30.769229
2850,btc-updown-5m-1783634400,Down,1783634657,0.08,30.0
2851,btc-updown-5m-1783634400,Down,1783634657,0.08,33.75
2852,btc-updown-5m-1783634400,Up,1783634653,0.86,30.0
2853,btc-updown-5m-1783634400,Up,1783634653,0.86,25.0
2854,btc-updown-5m-1783634400,Up,1783634653,0.85,30.0
2855,btc-updown-5m-1783634400,Up,1783634653,0.84,10.8
2856,btc-updown-5m-1783634400,Up,1783634647,0.91,30.0
2857,btc-updown-5m-1783634400,Up,1783634647,0.91,30.0
2858,btc-updown-5m-1783634400,Up,1783634608,0.56,10.0
2859,btc-updown-5m-1783634400,Up,1783634602,0.47,14.95
2860,btc-updown-5m-1783634400,Up,1783634593,0.41,10.0
2861,btc-updown-5m-1783634400,Down,1783634563,0.8,30.0
2862,btc-updown-5m-1783634400,Down,1783634563,0.8,30.0
2863,btc-updown-5m-1783634400,Down,1783634563,0.8,30.0
2864,btc-updown-5m-1783634400,Down,1783634561,0.8,30.0
2865,btc-updown-5m-1783634100,Up,1783634381,0.55,30.0
2866,btc-updown-5m-1783634100,Up,1783634381,0.5399999725,5.092591
2867,btc-updown-5m-1783634100,Up,1783634381,0.5399999948,30.555554
2868,btc-updown-5m-1783634100,Up,1783634381,0.55,30.0
2869,btc-updown-5m-1783634100,Down,1783634375,0.63,30.0
2870,btc-updown-5m-1783634100,Down,1783634371,0.4299999873,30.697673
2871,btc-updown-5m-1783634100,Down,1783634371,0.4299999873,30.697673
2872,btc-updown-5m-1783634100,Down,1783634350,0.29,30.0
2873,btc-updown-5m-1783634100,Down,1783634350,0.29,30.0
2874,btc-updown-5m-1783634100,Up,1783634336,0.58,30.0
2875,btc-updown-5m-1783633800,Up,1783634083,0.9119156399,30.923912
2876,btc-updown-5m-1783633800,Up,1783634083,0.9183716796,30.706512
2877,btc-updown-5m-1783633800,Up,1783634081,0.93,12.13
2878,btc-updown-5m-1783633800,Down,1783634056,0.14,30.0
2879,btc-updown-5m-1783633800,Down,1783634044,0.07,12.51
2880,btc-updown-5m-1783633800,Down,1783634044,0.07,30.0
2881,btc-updown-5m-1783633800,Up,1783633945,0.43,7.48
2882,btc-updown-5m-1783633800,Down,1783633907,0.66,30.0
2883,btc-updown-5m-1783633800,Down,1783633907,0.66,30.0
2884,btc-updown-5m-1783633800,Up,1783633906,0.5,31.8
2885,btc-updown-5m-1783633800,Up,1783633897,0.58,30.0
2886,btc-updown-5m-1783633800,Down,1783633894,0.5099999955,35.294116
2887,btc-updown-5m-1783633800,Down,1783633840,0.55,1.0
2888,btc-updown-5m-1783633800,Up,1783633808,0.6,30.0
2889,btc-updown-5m-1783633800,Up,1783633808,0.6,30.0
2890,btc-updown-5m-1783633500,Up,1783633771,0.909999998,30.329666
2891,btc-updown-5m-1783633500,Down,1783633766,0.09,30.0
2892,btc-updown-5m-1783633500,Down,1783633765,0.09,30.0
2893,btc-updown-5m-1783633500,Up,1783633748,0.7599999937,31.578945
2894,btc-updown-5m-1783633500,Up,1783633748,0.7726161331,31.06329
2895,btc-updown-5m-1783633500,Up,1783633745,0.7899999941,30.379742
2896,btc-updown-5m-1783633500,Up,1783633727,0.89,15.0
2897,btc-updown-5m-1783633500,Up,1783633727,0.87,18.0
2898,btc-updown-5m-1783633500,Up,1783633727,0.87,30.0
2899,btc-updown-5m-1783633500,Up,1783633726,0.85,30.0
2900,btc-updown-5m-1783633500,Down,1783633709,0.32,25.0
2901,btc-updown-5m-1783633500,Down,1783633709,0.32,30.0
2902,btc-updown-5m-1783633500,Down,1783633709,0.32,30.0
2903,btc-updown-5m-1783633500,Down,1783633709,0.3,15.0
2904,btc-updown-5m-1783633500,Down,1783633667,0.38,26.28
2905,btc-updown-5m-1783633500,Down,1783633667,0.38,30.0
2906,btc-updown-5m-1783633500,Up,1783633628,0.67,30.0
2907,btc-updown-5m-1783633500,Up,1783633627,0.67,30.0
2908,btc-updown-5m-1783633500,Up,1783633627,0.66,5.0
2909,btc-updown-5m-1783633500,Up,1783633627,0.67,30.0
2910,btc-updown-5m-1783633500,Up,1783633564,0.7,30.0
2911,btc-updown-5m-1783633500,Up,1783633564,0.7,30.0
2912,btc-updown-5m-1783633500,Down,1783633543,0.53,30.0
2913,btc-updown-5m-1783633500,Down,1783633537,0.52,30.0
2914,btc-updown-5m-1783633500,Up,1783633505,0.51,30.0
2915,btc-updown-5m-1783633500,Up,1783633504,0.51,30.0
2916,btc-updown-5m-1783633200,Down,1783633366,0.94,1.84
2917,btc-updown-5m-1783633200,Down,1783633298,0.84,30.0
2918,btc-updown-5m-1783632900,Down,1783633171,0.17,30.0
2919,btc-updown-5m-1783632900,Down,1783633096,0.17,30.0
2920,btc-updown-5m-1783632600,Up,1783632842,0.73,30.0
2921,btc-updown-5m-1783632600,Up,1783632665,0.68,18.0
2922,btc-updown-5m-1783632300,Down,1783632535,0.95,25.0
2923,btc-updown-5m-1783632300,Down,1783632500,0.85,30.0
2924,btc-updown-5m-1783631700,Down,1783631980,0.07,10.0
2925,btc-updown-5m-1783631700,Up,1783631948,0.91,30.0
2926,btc-updown-5m-1783631700,Down,1783631906,0.24,30.0
2927,btc-updown-5m-1783631700,Down,1783631905,0.23,8.52
2928,btc-updown-5m-1783631700,Up,1783631899,0.76,30.0
2929,btc-updown-5m-1783631400,Down,1783631651,0.98,30.0
2930,btc-updown-5m-1783631400,Down,1783631422,0.76,30.0
2931,btc-updown-5m-1783631400,Down,1783631422,0.76,30.0
2932,btc-updown-5m-1783631100,Up,1783631387,0.19,30.0
2933,btc-updown-5m-1783631100,Down,1783631308,0.87,30.0
2934,btc-updown-5m-1783631100,Down,1783631308,0.87,30.0
2935,btc-updown-5m-1783630800,Up,1783630982,0.93,30.0
2936,btc-updown-5m-1783630800,Up,1783630982,0.93,30.0
2937,btc-updown-5m-1783630800,Up,1783630957,0.8799999987,30.340908
2938,btc-updown-5m-1783630800,Up,1783630957,0.8799999987,30.340908
2939,btc-updown-5m-1783630800,Up,1783630948,0.9,5.0
2940,btc-updown-5m-1783630800,Up,1783630936,0.94,30.0
2941,btc-updown-5m-1783630800,Down,1783630913,0.04,30.0
2942,btc-updown-5m-1783630500,Up,1783630669,0.74,30.0
2943,btc-updown-5m-1783630500,Up,1783630667,0.74,30.0
2944,btc-updown-5m-1783630200,Down,1783630396,0.78,11.76
2945,btc-updown-5m-1783630200,Down,1783630258,0.54,30.0
2946,btc-updown-5m-1783630200,Down,1783630258,0.54,30.0
2947,btc-updown-5m-1783629900,Up,1783630171,0.07,30.0
2948,btc-updown-5m-1783629900,Up,1783630169,0.08,8.78
2949,btc-updown-5m-1783629900,Up,1783630156,0.09,12.34
2950,btc-updown-5m-1783629900,Down,1783630144,0.889999998,30.674154
2951,btc-updown-5m-1783629900,Up,1783630118,0.47,30.0
2952,btc-updown-5m-1783629900,Up,1783630118,0.4600951611,31.297871
2953,btc-updown-5m-1783629900,Up,1783630111,0.34,30.0
2954,btc-updown-5m-1783629900,Down,1783630084,0.6,30.0
2955,btc-updown-5m-1783629900,Down,1783629982,0.52,30.0
2956,btc-updown-5m-1783629900,Down,1783629980,0.52,30.0
2957,btc-updown-5m-1783629600,Up,1783629742,0.68,30.0
2958,btc-updown-5m-1783629600,Up,1783629742,0.68,30.0
2959,btc-updown-5m-1783629300,Down,1783629586,0.91,21.7
2960,btc-updown-5m-1783629300,Up,1783629580,0.06,35.0
2961,btc-updown-5m-1783629300,Up,1783629580,0.06,40.0
2962,btc-updown-5m-1783629300,Up,1783629563,0.25,5.19
2963,btc-updown-5m-1783629300,Up,1783629562,0.25,30.0
2964,btc-updown-5m-1783629300,Down,1783629559,0.63,25.0
2965,btc-updown-5m-1783629300,Down,1783629559,0.63,30.0
2966,btc-updown-5m-1783629300,Down,1783629559,0.63,30.0
2967,btc-updown-5m-1783629300,Down,1783629557,0.62,21.12
2968,btc-updown-5m-1783629300,Up,1783629541,0.37,19.74
2969,btc-updown-5m-1783629300,Up,1783629541,0.33,6.41
2970,btc-updown-5m-1783629300,Down,1783629533,0.63,8.23
2971,btc-updown-5m-1783629300,Down,1783629490,0.71,25.31
2972,btc-updown-5m-1783629300,Down,1783629481,0.59,30.0
2973,btc-updown-5m-1783629300,Down,1783629481,0.59,2.81
2974,btc-updown-5m-1783628700,Down,1783628986,0.07,30.0
2975,btc-updown-5m-1783628700,Up,1783628954,0.86,29.3
2976,btc-updown-5m-1783628700,Up,1783628935,0.82,11.56
2977,btc-updown-5m-1783628700,Down,1783628930,0.14,30.0
2978,btc-updown-5m-1783628700,Up,1783628872,0.59,10.12
2979,btc-updown-5m-1783628700,Up,1783628872,0.6,30.0
2980,btc-updown-5m-1783628700,Up,1783628872,0.58,1.9
2981,btc-updown-5m-1783628700,Up,1783628857,0.74,30.0
2982,btc-updown-5m-1783628700,Up,1783628849,0.69,17.76
2983,btc-updown-5m-1783628400,Up,1783628654,0.93,5.0
2984,btc-updown-5m-1783628400,Down,1783628653,0.04,30.0
2985,btc-updown-5m-1783628400,Down,1783628624,0.23,30.0
2986,btc-updown-5m-1783628400,Down,1783628605,0.22,30.0
2987,btc-updown-5m-1783628100,Down,1783628384,0.02,50.0
2988,btc-updown-5m-1783628100,Down,1783628381,0.02,50.0
2989,btc-updown-5m-1783628100,Down,1783628380,0.02,50.0
2990,btc-updown-5m-1783628100,Up,1783628366,0.97,30.0
2991,btc-updown-5m-1783628100,Down,1783628359,0.06,5.85
2992,btc-updown-5m-1783628100,Up,1783628356,0.89,16.21
2993,btc-updown-5m-1783628100,Up,1783628354,0.89,30.0
2994,btc-updown-5m-1783628100,Up,1783628318,0.86,30.0
2995,btc-updown-5m-1783628100,Up,1783628318,0.84,10.0
2996,btc-updown-5m-1783628100,Up,1783628275,0.75,15.0
2997,btc-updown-5m-1783628100,Up,1783628273,0.75,30.0
2998,btc-updown-5m-1783628100,Up,1783628273,0.75,30.0
2999,btc-updown-5m-1783628100,Up,1783628270,0.73,10.0
3000,btc-updown-5m-1783628100,Up,1783628270,0.73,30.0
3001,btc-updown-5m-1783628100,Up,1783628270,0.73,30.0
3002,btc-updown-5m-1783628100,Up,1783628270,0.73,30.0
3003,btc-updown-5m-1783628100,Down,1783628240,0.45,30.0
3004,btc-updown-5m-1783628100,Down,1783628240,0.45,23.45
3005,btc-updown-5m-1783628100,Down,1783628177,0.4099999936,34.390242
3006,btc-updown-15m-1783619100,Up,1783619918,0.94,30.0319
3007,btc-updown-15m-1783619100,Up,1783619918,0.9299999987,30.354828
3008,btc-updown-15m-1783619100,Up,1783619917,0.931,14.07
3009,btc-updown-15m-1783619100,Up,1783619834,0.981,1.23
3010,btc-updown-15m-1783619100,Up,1783619834,0.9809999674,30.03058
3011,btc-updown-15m-1783619100,Down,1783619717,0.08,30.0
3012,btc-updown-15m-1783619100,Down,1783619711,0.09,30.0
3013,btc-updown-15m-1783619100,Down,1783619710,0.09,30.0
3014,btc-updown-15m-1783619100,Down,1783619495,0.39,8.92
3015,btc-updown-5m-1783619400,Down,1783619482,0.72,30.0
3016,btc-updown-5m-1783619400,Down,1783619482,0.72,30.0
3017,btc-updown-15m-1783619100,Up,1783619410,0.67,16.0
3018,btc-updown-5m-1783619100,Up,1783619330,0.86,30.0
3019,btc-updown-5m-1783619100,Up,1783619318,0.8399999974,30.357137
3020,btc-updown-5m-1783619100,Down,1783619293,0.3,30.0
3021,btc-updown-5m-1783619100,Down,1783619281,0.1,30.0
3022,btc-updown-15m-1783619100,Up,1783619267,0.61,30.0
3023,btc-updown-5m-1783619100,Up,1783619267,0.79,30.0
3024,btc-updown-5m-1783619100,Up,1783619267,0.79,30.0
3025,btc-updown-5m-1783619100,Down,1783619254,0.14,7.49
3026,btc-updown-15m-1783619100,Down,1783619215,0.49,26.91
3027,btc-updown-5m-1783618800,Down,1783618828,0.5499999885,34.909088
3028,btc-updown-15m-1783618200,Up,1783618817,0.97,30.0
3029,btc-updown-15m-1783618200,Up,1783618804,0.97,30.0
3030,btc-updown-15m-1783618200,Down,1783618787,0.02,50.0
3031,btc-updown-15m-1783618200,Down,1783618783,0.06,30.0
3032,btc-updown-15m-1783618200,Down,1783618754,0.15,30.0
3033,btc-updown-15m-1783618200,Down,1783618706,0.23,30.0
3034,btc-updown-5m-1783618500,Up,1783618688,0.94,30.0
3035,btc-updown-15m-1783618200,Down,1783618669,0.22,30.0
3036,btc-updown-15m-1783618200,Down,1783618669,0.21,13.42
3037,btc-updown-15m-1783618200,Up,1783618663,0.7,30.0
3038,btc-updown-15m-1783618200,Up,1783618663,0.7,30.0
3039,btc-updown-15m-1783618200,Up,1783618639,0.6,30.0
3040,btc-updown-15m-1783618200,Up,1783618639,0.6,30.0
3041,btc-updown-15m-1783618200,Up,1783618630,0.52,4.8
3042,btc-updown-15m-1783618200,Down,1783618615,0.58,30.0
3043,btc-updown-15m-1783618200,Down,1783618457,0.56,5.0
3044,btc-updown-15m-1783618200,Down,1783618438,0.58,12.0
3045,btc-updown-15m-1783618200,Up,1783618343,0.2,30.0
3046,btc-updown-15m-1783618200,Down,1783618324,0.67,30.0
3047,btc-updown-15m-1783618200,Up,1783618303,0.34,17.0
3048,btc-updown-15m-1783618200,Down,1783618268,0.6,30.0
3049,btc-updown-15m-1783618200,Down,1783618268,0.6,25.91
3050,btc-updown-15m-1783618200,Up,1783618249,0.57,4.24
3051,btc-updown-15m-1783617300,Down,1783617994,0.01,100.0
3052,btc-updown-15m-1783617300,Down,1783617887,0.04,24.0
3053,btc-updown-15m-1783617300,Down,1783617793,0.05,30.0
3054,btc-updown-15m-1783617300,Up,1783617748,0.91,13.8
3055,btc-updown-15m-1783617300,Up,1783617739,0.91,30.0
3056,btc-updown-15m-1783617300,Up,1783617592,0.89,30.0
3057,btc-updown-15m-1783617300,Up,1783617590,0.89,30.0
3058,btc-updown-15m-1783616400,Up,1783617287,0.54,5.0
3059,btc-updown-15m-1783616400,Up,1783617287,0.51,22.13
3060,btc-updown-15m-1783616400,Down,1783617284,0.49,13.0
3061,btc-updown-15m-1783616400,Down,1783617283,0.46,3.1
3062,btc-updown-15m-1783616400,Up,1783617277,0.33,30.0
3063,btc-updown-15m-1783616400,Up,1783617277,0.33,30.0
3064,btc-updown-15m-1783616400,Up,1783617277,0.28,30.0
3065,btc-updown-15m-1783616400,Down,1783617274,0.58,16.0
3066,btc-updown-15m-1783616400,Down,1783617272,0.53,5.0
3067,btc-updown-15m-1783616400,Down,1783617272,0.57,5.0
3068,btc-updown-15m-1783616400,Down,1783617269,0.4,30.0
3069,btc-updown-15m-1783616400,Up,1783617268,0.54,8.14
3070,btc-updown-15m-1783616400,Up,1783617260,0.35,30.0
3071,btc-updown-15m-1783616400,Up,1783617260,0.35,30.0
3072,btc-updown-15m-1783616400,Down,1783617256,0.64,5.0
3073,btc-updown-15m-1783616400,Down,1783617251,0.6099999928,30.491802
3074,btc-updown-15m-1783616400,Down,1783617251,0.61,30.0
3075,btc-updown-15m-1783616400,Up,1783617248,0.28,30.0
3076,btc-updown-15m-1783616400,Down,1783617241,0.72,30.0
3077,btc-updown-15m-1783616400,Down,1783617239,0.72,30.0
3078,btc-updown-15m-1783616400,Up,1783617230,0.29,30.0
3079,btc-updown-15m-1783616400,Up,1783617226,0.28,26.0
3080,btc-updown-15m-1783616400,Down,1783617221,0.74,30.0
3081,btc-updown-15m-1783616400,Up,1783617217,0.23,30.0
3082,btc-updown-15m-1783616400,Down,1783617211,0.79,30.0
3083,btc-updown-15m-1783616400,Down,1783617211,0.79,30.0
3084,btc-updown-15m-1783616400,Down,1783617211,0.79,30.0
3085,btc-updown-15m-1783616400,Down,1783617206,0.71,30.0
3086,btc-updown-15m-1783616400,Down,1783617200,0.5,30.0
3087,btc-updown-15m-1783616400,Down,1783617200,0.5,13.28
3088,btc-updown-15m-1783616400,Up,1783617122,0.75,5.0
3089,btc-updown-15m-1783616400,Up,1783617122,0.75,10.0
3090,btc-updown-15m-1783616400,Up,1783617122,0.75,10.0
3091,btc-updown-15m-1783616400,Up,1783617113,0.79,5.0
3092,btc-updown-15m-1783616400,Up,1783617106,0.82,30.0
