fid,slug,outcome,ts,price,size
829,btc-updown-5m-1783710600,Up,1783710872,0.97,50.0
830,btc-updown-5m-1783710600,Up,1783710857,0.91,50.0
831,btc-updown-5m-1783710600,Up,1783710845,0.8,50.0
832,btc-updown-5m-1783710600,Up,1783710838,0.82,11.4
833,btc-updown-5m-1783710600,Up,1783710826,0.68,45.0
834,btc-updown-5m-1783710600,Up,1783710824,0.68,50.0
835,btc-updown-5m-1783710600,Down,1783710815,0.31,50.0
836,btc-updown-5m-1783710600,Up,1783710814,0.7,50.0
837,btc-updown-5m-1783710600,Up,1783710689,0.71,50.0
838,btc-updown-5m-1783710600,Up,1783710610,0.6,3.01
839,btc-updown-5m-1783710600,Up,1783710604,0.57,5.0
840,btc-updown-5m-1783710300,Up,1783710545,0.93,40.0
841,btc-updown-5m-1783710300,Down,1783710542,0.07,38.74
842,btc-updown-5m-1783710300,Up,1783710523,0.86,16.18
843,btc-updown-5m-1783710300,Up,1783710521,0.8380165289,30.25
844,btc-updown-5m-1783710300,Up,1783710518,0.82,6.18
845,btc-updown-5m-1783710300,Down,1783710499,0.09,40.52
846,btc-updown-5m-1783710300,Down,1783710331,0.75,50.0
847,btc-updown-5m-1783710000,Up,1783710253,0.85,24.66
848,btc-updown-5m-1783710000,Up,1783710232,0.73,50.0
849,btc-updown-5m-1783710000,Up,1783710232,0.7,15.0
850,btc-updown-5m-1783710000,Down,1783710163,0.25,23.57
851,btc-updown-5m-1783710000,Up,1783710043,0.3,50.0
852,btc-updown-5m-1783709700,Up,1783709863,0.86,2.62
853,btc-updown-5m-1783709700,Down,1783709851,0.11,50.0
854,btc-updown-5m-1783709700,Down,1783709851,0.11,50.0
855,btc-updown-5m-1783709700,Up,1783709740,0.72,50.0
856,btc-updown-5m-1783709700,Up,1783709740,0.72,0.19
857,btc-updown-5m-1783709400,Down,1783709629,0.92,50.0
858,btc-updown-5m-1783709400,Down,1783709629,0.92,50.0
859,btc-updown-5m-1783709400,Up,1783709602,0.07,50.0
860,btc-updown-5m-1783709400,Down,1783709518,0.74,50.0
861,btc-updown-5m-1783709400,Down,1783709510,0.74,50.0
862,btc-updown-5m-1783709100,Up,1783709338,0.3,50.0
863,btc-updown-5m-1783709100,Down,1783709338,0.7,50.0
864,btc-updown-5m-1783709100,Up,1783709300,0.11,50.0
865,btc-updown-5m-1783709100,Down,1783709296,0.85,50.0
866,btc-updown-5m-1783709100,Down,1783709296,0.85,50.0
867,btc-updown-5m-1783709100,Down,1783709263,0.75,50.0
868,btc-updown-5m-1783709100,Down,1783709263,0.75,50.0
869,btc-updown-5m-1783709100,Down,1783709204,0.75,50.0
870,btc-updown-5m-1783709100,Down,1783709204,0.75,50.0
871,btc-updown-5m-1783708800,Up,1783709003,0.33,50.0
872,btc-updown-5m-1783708800,Down,1783708967,0.83,50.0
873,btc-updown-5m-1783708800,Down,1783708925,0.76,50.0
874,btc-updown-5m-1783708500,Down,1783708786,0.96,50.0
875,btc-updown-5m-1783708500,Up,1783708781,0.02,65.0
876,btc-updown-5m-1783708500,Up,1783708774,0.02,50.0
877,btc-updown-5m-1783708500,Down,1783708760,0.91,50.0
878,btc-updown-5m-1783708500,Down,1783708735,0.95,29.81
879,btc-updown-5m-1783708500,Up,1783708712,0.09,5.0
880,btc-updown-5m-1783708500,Up,1783708684,0.11,45.0
881,btc-updown-5m-1783708500,Up,1783708682,0.11,50.0
882,btc-updown-5m-1783708500,Up,1783708673,0.12,11.72
883,btc-updown-5m-1783708500,Down,1783708586,0.7,9.77
884,btc-updown-5m-1783708500,Up,1783708573,0.52,37.0
885,btc-updown-5m-1783708200,Down,1783708481,0.8,40.0
886,btc-updown-5m-1783708200,Up,1783708478,0.16,1.12
887,btc-updown-5m-1783708200,Down,1783708460,0.57,50.0
888,btc-updown-5m-1783708200,Down,1783708460,0.57,50.0
889,btc-updown-5m-1783707900,Down,1783708175,0.91,32.8
890,btc-updown-5m-1783707900,Up,1783708174,0.07,25.0
891,btc-updown-5m-1783707900,Up,1783708156,0.13,5.0
892,btc-updown-5m-1783707900,Down,1783708132,0.59,49.99
893,btc-updown-5m-1783707900,Down,1783708129,0.32,10.0
894,btc-updown-5m-1783707900,Up,1783708106,0.48,11.18
895,btc-updown-5m-1783707900,Up,1783708096,0.5,50.0
896,btc-updown-5m-1783707900,Up,1783708093,0.49,15.59
897,btc-updown-5m-1783707900,Up,1783708093,0.48,11.14
898,btc-updown-5m-1783707900,Down,1783707997,0.75,50.0
899,btc-updown-5m-1783707900,Down,1783707997,0.74,28.28
900,btc-updown-5m-1783707900,Down,1783707967,0.58,21.0
901,btc-updown-5m-1783707900,Down,1783707925,0.31,11.09
902,btc-updown-5m-1783707600,Up,1783707842,0.92,17.66
903,btc-updown-5m-1783707600,Up,1783707811,0.89,50.0
904,btc-updown-5m-1783707600,Down,1783707784,0.07,50.0
905,btc-updown-5m-1783707600,Up,1783707697,0.61,5.0
906,btc-updown-5m-1783707300,Down,1783707574,0.88,25.0
907,btc-updown-5m-1783707300,Down,1783707574,0.88,50.0
908,btc-updown-5m-1783707300,Up,1783707571,0.11,50.0
909,btc-updown-5m-1783707300,Down,1783707563,0.87,50.0
910,btc-updown-5m-1783707300,Down,1783707545,0.91,35.0
911,btc-updown-5m-1783707300,Down,1783707545,0.91,50.0
912,btc-updown-5m-1783707300,Down,1783707539,0.92,50.0
913,btc-updown-5m-1783707300,Down,1783707539,0.92,28.71
914,btc-updown-5m-1783707300,Up,1783707514,0.11,50.0
915,btc-updown-5m-1783707300,Up,1783707449,0.18,29.45
916,btc-updown-5m-1783707300,Up,1783707449,0.18,50.0
917,btc-updown-5m-1783707000,Down,1783707218,0.95,50.0
918,btc-updown-5m-1783707000,Up,1783707205,0.03,50.0
919,btc-updown-5m-1783707000,Up,1783707191,0.15,50.0
920,btc-updown-5m-1783707000,Up,1783707166,0.2,50.0
921,btc-updown-5m-1783707000,Down,1783707158,0.75,50.0
922,btc-updown-5m-1783707000,Down,1783707158,0.75,50.0
923,btc-updown-5m-1783707000,Up,1783707026,0.7390275933,51.418915
924,btc-updown-5m-1783707000,Up,1783707025,0.7299999953,52.739725
925,btc-updown-5m-1783706700,Down,1783706980,0.02,18.12
926,btc-updown-5m-1783706700,Down,1783706971,0.02,50.0
927,btc-updown-5m-1783706700,Down,1783706966,0.03,50.0
928,btc-updown-5m-1783706700,Up,1783706962,0.93,10.0
929,btc-updown-5m-1783706700,Up,1783706962,0.93,50.0
930,btc-updown-5m-1783706700,Down,1783706962,0.08,35.86
931,btc-updown-5m-1783706700,Up,1783706954,0.85,50.0
932,btc-updown-5m-1783706700,Up,1783706924,0.82,50.0
933,btc-updown-5m-1783706700,Up,1783706891,0.57,8.82
934,btc-updown-5m-1783706700,Down,1783706800,0.49,30.0
935,btc-updown-5m-1783706700,Down,1783706707,0.39,22.54
936,btc-updown-5m-1783706400,Down,1783706552,0.02,50.0
937,btc-updown-5m-1783706400,Up,1783706531,0.9423896499,32.85
938,btc-updown-5m-1783706400,Up,1783706467,0.92,50.0
939,btc-updown-5m-1783706400,Up,1783706446,0.89,50.0
940,btc-updown-5m-1783706400,Up,1783706429,0.81,1.32
941,btc-updown-5m-1783706400,Up,1783706428,0.79,50.0
942,btc-updown-5m-1783706100,Up,1783706344,0.04,50.0
943,btc-updown-15m-1783705500,Down,1783706335,0.96,30.0
944,btc-updown-15m-1783705500,Up,1783706329,0.04,30.0
945,btc-updown-5m-1783706100,Up,1783706324,0.05,50.0
946,btc-updown-15m-1783705500,Down,1783706308,0.67,30.0
947,btc-updown-15m-1783705500,Down,1783706308,0.67,30.0
948,btc-updown-15m-1783705500,Down,1783706251,0.41,1.63
949,btc-updown-15m-1783705500,Up,1783706230,0.81,25.0
950,btc-updown-15m-1783705500,Up,1783706228,0.81,30.0
951,btc-updown-15m-1783705500,Up,1783706228,0.81,30.0
952,btc-updown-15m-1783705500,Down,1783706224,0.17,30.0
953,btc-updown-5m-1783706100,Down,1783706219,0.1,49.92
954,btc-updown-15m-1783705500,Down,1783706219,0.14,30.0
955,btc-updown-15m-1783705500,Up,1783706218,0.86,15.0
956,btc-updown-15m-1783705500,Down,1783706177,0.22,30.0
957,btc-updown-15m-1783705500,Up,1783706156,0.7,25.0
958,btc-updown-5m-1783706100,Up,1783706156,0.77,40.0
959,btc-updown-15m-1783705500,Up,1783706152,0.65,10.0
960,btc-updown-15m-1783705500,Up,1783706152,0.65,30.0
961,btc-updown-15m-1783705500,Up,1783706105,0.44,3.83
962,btc-updown-5m-1783705800,Down,1783706044,0.94,15.0
963,btc-updown-5m-1783705800,Down,1783706038,0.91,12.8
964,btc-updown-5m-1783705800,Down,1783706005,0.85,40.0
965,btc-updown-5m-1783705800,Up,1783705976,0.17,19.87
966,btc-updown-5m-1783705800,Up,1783705976,0.17,40.0
967,btc-updown-15m-1783705500,Up,1783705969,0.59,9.0
968,btc-updown-15m-1783705500,Up,1783705912,0.48,11.5
969,btc-updown-15m-1783705500,Up,1783705910,0.48,30.0
970,btc-updown-15m-1783705500,Up,1783705910,0.48,30.0
971,btc-updown-15m-1783705500,Down,1783705900,0.48,30.0
972,btc-updown-15m-1783705500,Down,1783705900,0.48,30.0
973,btc-updown-5m-1783705800,Down,1783705871,0.75,40.0
974,btc-updown-15m-1783705500,Down,1783705870,0.43,7.0
975,btc-updown-5m-1783705800,Down,1783705870,0.74,15.49
976,btc-updown-15m-1783705500,Down,1783705823,0.24,30.0
977,btc-updown-15m-1783705500,Up,1783705801,0.68,9.0
978,btc-updown-15m-1783705500,Up,1783705769,0.67,30.0
979,btc-updown-15m-1783705500,Up,1783705760,0.67,30.0
980,btc-updown-5m-1783705500,Up,1783705759,0.85,2.4
981,btc-updown-5m-1783705500,Up,1783705757,0.85,40.0
982,btc-updown-5m-1783705500,Up,1783705756,0.85,40.0
983,btc-updown-5m-1783705500,Up,1783705756,0.85,40.0
984,btc-updown-15m-1783705500,Up,1783705754,0.54,14.0
985,btc-updown-5m-1783705500,Up,1783705736,0.76,40.0
986,btc-updown-15m-1783705500,Up,1783705727,0.6,30.0
987,btc-updown-5m-1783705500,Up,1783705727,0.76,17.86
988,btc-updown-15m-1783705500,Up,1783705726,0.6,30.0
989,btc-updown-5m-1783705500,Up,1783705726,0.75,31.0
990,btc-updown-15m-1783705500,Up,1783705726,0.58,1.0
991,btc-updown-15m-1783705500,Down,1783705649,0.63,30.0
992,btc-updown-15m-1783705500,Down,1783705648,0.63,13.03
993,btc-updown-5m-1783705500,Down,1783705601,0.65,40.0
994,btc-updown-15m-1783705500,Down,1783705505,0.46,22.0
995,btc-updown-5m-1783705200,Up,1783705480,0.76,1.48
996,btc-updown-5m-1783705200,Down,1783705471,0.17,40.0
997,btc-updown-5m-1783705200,Down,1783705471,0.17,40.0
998,btc-updown-5m-1783705200,Up,1783705457,0.67,10.0
999,btc-updown-5m-1783705200,Up,1783705457,0.68,40.0
1000,btc-updown-5m-1783705200,Up,1783705457,0.68,40.0
1001,btc-updown-5m-1783705200,Up,1783705453,0.4,40.0
1002,btc-updown-5m-1783705200,Up,1783705409,0.76,40.0
1003,btc-updown-15m-1783704600,Down,1783705268,0.98,30.0
1004,btc-updown-15m-1783704600,Down,1783705264,0.98,30.0
1005,btc-updown-15m-1783704600,Up,1783705235,0.03,15.44
1006,btc-updown-15m-1783704600,Up,1783705175,0.04,30.0
1007,btc-updown-15m-1783704600,Down,1783705111,0.93,30.0
1008,btc-updown-15m-1783704600,Down,1783705111,0.93,30.0
1009,btc-updown-15m-1783704600,Down,1783705025,0.87,25.0
1010,btc-updown-15m-1783704600,Down,1783705001,0.81,5.0
1011,btc-updown-5m-1783704900,Down,1783705001,0.41,40.0
1012,btc-updown-15m-1783704600,Down,1783705001,0.81,30.0
1013,btc-updown-15m-1783704600,Down,1783705000,0.81,30.0
1014,btc-updown-15m-1783704600,Up,1783704986,0.15,10.0
1015,btc-updown-5m-1783704900,Up,1783704934,0.51,25.0
1016,btc-updown-15m-1783704600,Down,1783704854,0.84,25.0
1017,btc-updown-15m-1783704600,Down,1783704802,0.83,29.0
1018,btc-updown-15m-1783704600,Down,1783704751,0.76,22.0
1019,btc-updown-15m-1783704600,Down,1783704746,0.75,15.05
1020,btc-updown-15m-1783704600,Down,1783704662,0.58,14.85
1021,btc-updown-15m-1783704600,Down,1783704662,0.56,9.0
1022,btc-updown-15m-1783704600,Down,1783704661,0.55,12.1
1023,btc-updown-15m-1783704600,Down,1783704623,0.61,5.0
1024,btc-updown-15m-1783703700,Up,1783704587,0.97,0.12
1025,btc-updown-5m-1783704300,Down,1783704586,0.06,17.14
1026,btc-updown-5m-1783704300,Down,1783704586,0.06,40.0
1027,btc-updown-5m-1783704300,Up,1783704583,0.92,40.0
1028,btc-updown-15m-1783703700,Up,1783704581,0.95,7.02
1029,btc-updown-15m-1783703700,Up,1783704577,0.94,4.57
1030,btc-updown-5m-1783704300,Up,1783704574,0.91,33.4
1031,btc-updown-15m-1783703700,Down,1783704571,0.09,30.0
1032,btc-updown-15m-1783703700,Down,1783704571,0.09,30.0
1033,btc-updown-15m-1783703700,Up,1783704568,0.91,20.0
1034,btc-updown-15m-1783703700,Up,1783704568,0.91,29.04
1035,btc-updown-15m-1783703700,Up,1783704566,0.91,25.0
1036,btc-updown-15m-1783703700,Up,1783704565,0.91,30.0
1037,btc-updown-15m-1783703700,Up,1783704563,0.91,30.0
1038,btc-updown-5m-1783704300,Up,1783704563,0.88,20.0
1039,btc-updown-5m-1783704300,Up,1783704563,0.88,40.0
1040,btc-updown-15m-1783703700,Up,1783704563,0.91,10.0
1041,btc-updown-5m-1783704300,Up,1783704563,0.88,40.0
1042,btc-updown-15m-1783703700,Down,1783704562,0.09,30.0
1043,btc-updown-15m-1783703700,Down,1783704562,0.09,30.0
1044,btc-updown-15m-1783703700,Down,1783704560,0.08,15.0
1045,btc-updown-15m-1783703700,Up,1783704557,0.94,30.0
1046,btc-updown-15m-1783703700,Up,1783704554,0.94,30.0
1047,btc-updown-15m-1783703700,Down,1783704544,0.07,8.0
1048,btc-updown-15m-1783703700,Down,1783704544,0.06,21.21
1049,btc-updown-15m-1783703700,Up,1783704541,0.95,30.0
1050,btc-updown-15m-1783703700,Up,1783704536,0.95,30.0
1051,btc-updown-15m-1783703700,Down,1783704535,0.05,30.0
1052,btc-updown-15m-1783703700,Down,1783704535,0.05,30.0
1053,btc-updown-15m-1783703700,Up,1783704532,0.93,20.0
1054,btc-updown-15m-1783703700,Up,1783704532,0.93,20.0
1055,btc-updown-15m-1783703700,Up,1783704527,0.93,30.0
1056,btc-updown-15m-1783703700,Up,1783704515,0.91,30.0
1057,btc-updown-15m-1783703700,Up,1783704515,0.91,30.0
1058,btc-updown-15m-1783703700,Up,1783704514,0.91,10.0
1059,btc-updown-15m-1783703700,Up,1783704514,0.91,25.0
1060,btc-updown-15m-1783703700,Up,1783704476,0.89,30.0
1061,btc-updown-15m-1783703700,Up,1783704454,0.87,30.0
1062,btc-updown-15m-1783703700,Up,1783704454,0.87,30.0
1063,btc-updown-15m-1783703700,Down,1783704445,0.12,30.0
1064,btc-updown-15m-1783703700,Down,1783704445,0.12,30.0
1065,btc-updown-15m-1783703700,Up,1783704428,0.85,13.87
1066,btc-updown-15m-1783703700,Down,1783704427,0.15,13.0
1067,btc-updown-15m-1783703700,Down,1783704427,0.15,30.0
1068,btc-updown-15m-1783703700,Up,1783704422,0.83,5.0
1069,btc-updown-15m-1783703700,Up,1783704422,0.82,22.28
1070,btc-updown-15m-1783703700,Up,1783704413,0.71,20.0
1071,btc-updown-15m-1783703700,Down,1783704404,0.28,12.0
1072,btc-updown-15m-1783703700,Up,1783704391,0.76,26.0
1073,btc-updown-15m-1783703700,Up,1783704389,0.74,30.0
1074,btc-updown-15m-1783703700,Up,1783704374,0.81,30.0
1075,btc-updown-15m-1783703700,Down,1783704346,0.3,24.66
1076,btc-updown-15m-1783703700,Up,1783704284,0.46,30.0
1077,btc-updown-15m-1783703700,Up,1783704284,0.45,7.0
1078,btc-updown-15m-1783703700,Up,1783704284,0.44,7.0
1079,btc-updown-15m-1783703700,Down,1783704278,0.67,30.0
1080,btc-updown-5m-1783704000,Up,1783704266,0.93,40.0
1081,btc-updown-5m-1783704000,Up,1783704266,0.93,40.0
1082,btc-updown-5m-1783704000,Up,1783704265,0.94,13.05
1083,btc-updown-15m-1783703700,Up,1783704250,0.22,30.0
1084,btc-updown-5m-1783704000,Up,1783704142,0.88,8.89
1085,btc-updown-15m-1783703700,Up,1783704134,0.31,0.77
1086,btc-updown-5m-1783703700,Down,1783703947,0.85,29.28
1087,btc-updown-15m-1783703700,Up,1783703945,0.38,22.0
1088,btc-updown-5m-1783703700,Down,1783703926,0.78,31.0
1089,btc-updown-15m-1783703700,Up,1783703707,0.51,30.0
1090,btc-updown-15m-1783702800,Down,1783703584,0.992,30.0
1091,btc-updown-15m-1783702800,Up,1783703428,0.01,100.0
1092,btc-updown-5m-1783703100,Down,1783703336,0.97,40.0
1093,btc-updown-15m-1783702800,Down,1783703332,0.85,30.0
1094,btc-updown-5m-1783703100,Down,1783703330,0.97,14.32
1095,btc-updown-15m-1783702800,Up,1783703270,0.15,30.0
1096,btc-updown-15m-1783702800,Up,1783703270,0.15,30.0
1097,btc-updown-15m-1783702800,Down,1783703198,0.71,23.75
1098,btc-updown-5m-1783702800,Up,1783703081,0.56,22.14
1099,btc-updown-5m-1783702800,Up,1783703072,0.1,40.0
1100,btc-updown-5m-1783702800,Down,1783703069,0.88,40.0
1101,btc-updown-5m-1783702800,Down,1783703069,0.88,40.0
1102,btc-updown-15m-1783702800,Down,1783702931,0.6,16.65
1103,btc-updown-5m-1783702800,Up,1783702925,0.36,15.0
1104,btc-updown-15m-1783702800,Up,1783702834,0.46,4.65
1105,btc-updown-5m-1783702500,Up,1783702639,0.9,40.0
1106,btc-updown-15m-1783701900,Down,1783702573,0.015,18.0
1107,btc-updown-15m-1783701900,Up,1783702556,0.97,5.0
1108,btc-updown-5m-1783702500,Up,1783702556,0.39,9.0
1109,btc-updown-15m-1783701900,Up,1783702544,0.962,10.0
1110,btc-updown-15m-1783701900,Up,1783702543,0.97,20.0
1111,btc-updown-15m-1783701900,Up,1783702496,0.96,10.0
1112,btc-updown-15m-1783701900,Up,1783702490,0.97,1.93
1113,btc-updown-15m-1783701900,Up,1783702490,0.97,20.0
1114,btc-updown-15m-1783701900,Up,1783702489,0.97,30.0
1115,btc-updown-15m-1783701900,Up,1783702297,0.93,30.0
1116,btc-updown-15m-1783701900,Up,1783702297,0.93,30.0
1117,btc-updown-15m-1783701900,Down,1783702256,0.1,10.11
1118,btc-updown-15m-1783701900,Down,1783702256,0.1,30.0
1119,btc-updown-15m-1783701900,Down,1783702255,0.1,30.0
1120,btc-updown-15m-1783701900,Up,1783702160,0.69,14.0
1121,btc-updown-15m-1783701900,Up,1783702093,0.64,10.0
1122,btc-updown-15m-1783701900,Down,1783702061,0.47,24.0
1123,btc-updown-15m-1783701900,Down,1783702006,0.39,5.0
1124,btc-updown-15m-1783701900,Up,1783701995,0.67,30.0
1125,btc-updown-15m-1783701900,Up,1783701995,0.67,30.0
1126,btc-updown-15m-1783701900,Up,1783701970,0.54,23.0
1127,btc-updown-15m-1783701900,Down,1783701929,0.51,30.0
1128,btc-updown-15m-1783701900,Up,1783701908,0.51,30.0
1129,btc-updown-15m-1783701000,Up,1783701850,0.015,18.0
1130,btc-updown-15m-1783701000,Down,1783701847,0.96,30.0
1131,btc-updown-15m-1783701000,Down,1783701847,0.96,30.0
1132,btc-updown-15m-1783701000,Up,1783701841,0.04,31.5
1133,btc-updown-15m-1783701000,Down,1783701838,0.92,4.48
1134,btc-updown-15m-1783701000,Up,1783701826,0.073,18.0
1135,btc-updown-15m-1783701000,Up,1783701821,0.073,18.0
1136,btc-updown-15m-1783701000,Up,1783701814,0.05,30.0
1137,btc-updown-15m-1783701000,Up,1783701814,0.04,20.0
1138,btc-updown-15m-1783701000,Up,1783701809,0.05,30.0
1139,btc-updown-15m-1783701000,Down,1783701794,0.97,30.0
1140,btc-updown-15m-1783701000,Up,1783701790,0.02,52.5
1141,btc-updown-15m-1783701000,Up,1783701763,0.023,39.0
1142,btc-updown-15m-1783701000,Up,1783701754,0.032,18.0
1143,btc-updown-15m-1783701000,Up,1783701727,0.08,27.0
1144,btc-updown-15m-1783701000,Up,1783701725,0.06,10.62
1145,btc-updown-15m-1783701000,Up,1783701719,0.07,30.0
1146,btc-updown-15m-1783701000,Up,1783701712,0.05,11.0
1147,btc-updown-15m-1783701000,Down,1783701697,0.92,30.0
1148,btc-updown-15m-1783701000,Down,1783701683,0.88,6.98
1149,btc-updown-15m-1783701000,Down,1783701673,0.901,25.0
1150,btc-updown-15m-1783701000,Up,1783701670,0.06,5.0
1151,btc-updown-15m-1783701000,Up,1783701640,0.03,15.0
1152,btc-updown-15m-1783701000,Up,1783701608,0.03,20.0
1153,btc-updown-15m-1783701000,Down,1783701269,0.45,3.03
1154,btc-updown-15m-1783700100,Up,1783700942,0.02,50.0
1155,btc-updown-15m-1783700100,Up,1783700942,0.02,52.5
1156,btc-updown-15m-1783700100,Down,1783700939,0.96,30.0
1157,btc-updown-15m-1783700100,Up,1783700923,0.06,30.0
1158,btc-updown-15m-1783700100,Up,1783700923,0.06,30.0
1159,btc-updown-15m-1783700100,Down,1783700905,0.76,10.0
1160,btc-updown-15m-1783700100,Down,1783700845,0.85,9.0
1161,btc-updown-15m-1783700100,Down,1783700845,0.84,5.0
1162,btc-updown-15m-1783700100,Up,1783700837,0.15,25.42
1163,btc-updown-15m-1783700100,Up,1783700825,0.19,7.0
1164,btc-updown-15m-1783700100,Down,1783700822,0.82,10.0
1165,btc-updown-15m-1783700100,Down,1783700822,0.82,10.0
1166,btc-updown-15m-1783700100,Down,1783700822,0.82,5.0
1167,btc-updown-15m-1783700100,Up,1783700807,0.14,30.0
1168,btc-updown-15m-1783700100,Down,1783700798,0.81,15.0
1169,btc-updown-15m-1783700100,Down,1783700797,0.81,30.0
1170,btc-updown-15m-1783700100,Down,1783700797,0.8,5.0
1171,btc-updown-15m-1783700100,Up,1783700795,0.17,30.0
1172,btc-updown-15m-1783700100,Down,1783700773,0.82,25.0
1173,btc-updown-15m-1783700100,Up,1783700765,0.12,30.0
1174,btc-updown-15m-1783700100,Down,1783700713,0.76,30.0
1175,btc-updown-15m-1783700100,Up,1783700711,0.25,30.0
1176,btc-updown-15m-1783700100,Up,1783700710,0.24,12.18
1177,btc-updown-15m-1783700100,Down,1783700696,0.76,3.36
1178,btc-updown-15m-1783700100,Down,1783700434,0.45,7.0
1179,btc-updown-15m-1783700100,Down,1783700314,0.46,30.0
1180,btc-updown-15m-1783700100,Down,1783700275,0.39,30.0
1181,btc-updown-15m-1783700100,Up,1783700195,0.75,30.0
1182,btc-updown-15m-1783699200,Down,1783700071,0.06,6.33
1183,btc-updown-15m-1783699200,Down,1783700071,0.05,30.0
1184,btc-updown-15m-1783699200,Down,1783700071,0.05,30.0
1185,btc-updown-15m-1783699200,Down,1783700045,0.25,1.51
1186,btc-updown-15m-1783699200,Down,1783700039,0.35,30.0
1187,btc-updown-15m-1783699200,Down,1783700039,0.35,30.0
1188,btc-updown-15m-1783699200,Up,1783700033,0.47,30.0
1189,btc-updown-15m-1783699200,Up,1783700023,0.57,12.27
1190,btc-updown-15m-1783699200,Up,1783699999,0.69,30.0
1191,btc-updown-15m-1783699200,Up,1783699972,0.36,30.0
1192,btc-updown-15m-1783699200,Up,1783699958,0.41,30.0
1193,btc-updown-15m-1783699200,Down,1783699949,0.58,30.0
1194,btc-updown-15m-1783699200,Up,1783699918,0.23,1.77
1195,btc-updown-15m-1783699200,Up,1783699918,0.23,30.0
1196,btc-updown-15m-1783699200,Up,1783699859,0.46,16.49
1197,btc-updown-15m-1783699200,Down,1783699816,0.77,20.0
1198,btc-updown-15m-1783699200,Down,1783699816,0.77,20.0
1199,btc-updown-15m-1783699200,Up,1783699780,0.33,10.0
1200,btc-updown-15m-1783699200,Down,1783699774,0.71,30.0
1201,btc-updown-15m-1783699200,Up,1783699714,0.32,5.0
1202,btc-updown-15m-1783699200,Down,1783699538,0.62,30.0
1203,btc-updown-15m-1783699200,Down,1783699378,0.67,30.0
1204,btc-updown-15m-1783699200,Down,1783699376,0.67,14.49
1205,btc-updown-15m-1783698300,Up,1783699136,0.97,5.0
1206,btc-updown-15m-1783698300,Up,1783699135,0.97,30.0
1207,btc-updown-15m-1783698300,Up,1783699135,0.97,30.0
1208,btc-updown-15m-1783698300,Up,1783699132,0.97,30.0
1209,btc-updown-15m-1783698300,Down,1783699124,0.04,30.0
1210,btc-updown-15m-1783698300,Up,1783699120,0.96,30.0
1211,btc-updown-15m-1783698300,Up,1783699120,0.96,30.0
1212,btc-updown-15m-1783698300,Down,1783699102,0.09,30.0
1213,btc-updown-15m-1783698300,Down,1783699102,0.07,20.0
1214,btc-updown-15m-1783698300,Down,1783699082,0.04,30.0
1215,btc-updown-15m-1783698300,Up,1783699073,0.94,1.72
1216,btc-updown-15m-1783698300,Up,1783699073,0.94,10.0
1217,btc-updown-15m-1783698300,Up,1783699072,0.91,25.0
1218,btc-updown-15m-1783698300,Up,1783699061,0.87,20.08
1219,btc-updown-15m-1783698300,Up,1783699061,0.87,30.0
1220,btc-updown-15m-1783698300,Down,1783699046,0.07,19.0
1221,btc-updown-15m-1783698300,Down,1783699046,0.07,30.0
1222,btc-updown-15m-1783698300,Down,1783699046,0.07,30.0
1223,btc-updown-15m-1783698300,Down,1783699045,0.06,4.33
1224,btc-updown-15m-1783698300,Up,1783699030,0.94,15.0
1225,btc-updown-15m-1783698300,Up,1783699025,0.94,25.0
1226,btc-updown-15m-1783698300,Up,1783699025,0.94,20.0
1227,btc-updown-15m-1783698300,Up,1783699024,0.93,4.29
1228,btc-updown-15m-1783698300,Up,1783699022,0.9,5.0
1229,btc-updown-15m-1783698300,Up,1783699000,0.88,29.56
1230,btc-updown-15m-1783698300,Down,1783698979,0.05,30.0
1231,btc-updown-15m-1783698300,Up,1783698968,0.9,30.0
1232,btc-updown-15m-1783698300,Up,1783698959,0.91,1.12
1233,btc-updown-15m-1783698300,Up,1783698952,0.93,30.0
1234,btc-updown-15m-1783698300,Down,1783698949,0.07,30.0
1235,btc-updown-15m-1783698300,Down,1783698920,0.12,30.0
1236,btc-updown-15m-1783698300,Up,1783698755,0.77,29.77
1237,btc-updown-15m-1783698300,Up,1783698745,0.72,17.16
1238,btc-updown-15m-1783698300,Up,1783698743,0.71,30.0
1239,btc-updown-15m-1783698300,Down,1783698617,0.36,10.55
1240,btc-updown-15m-1783698300,Down,1783698608,0.33,8.0
1241,btc-updown-15m-1783698300,Up,1783698601,0.67,5.0
1242,btc-updown-15m-1783698300,Up,1783698491,0.62,30.0
1243,btc-updown-15m-1783698300,Up,1783698380,0.62,5.0
1244,btc-updown-15m-1783697400,Up,1783697938,0.08,0.06
1245,btc-updown-15m-1783697400,Down,1783697918,0.86,10.4
1246,btc-updown-15m-1783697400,Down,1783697818,0.87,30.0
1247,btc-updown-15m-1783697400,Down,1783697726,0.68,30.0
1248,btc-updown-15m-1783697400,Down,1783697725,0.68,30.0
1249,btc-updown-15m-1783697400,Down,1783697714,0.72,10.0
1250,btc-updown-15m-1783696500,Up,1783697069,0.95,30.0
1251,btc-updown-15m-1783696500,Up,1783697021,0.9,30.0
1252,btc-updown-15m-1783696500,Up,1783696990,0.87,0.16
1253,btc-updown-15m-1783696500,Up,1783696963,0.91,30.0
1254,btc-updown-15m-1783696500,Up,1783696942,0.92,30.0
1255,btc-updown-15m-1783696500,Up,1783696940,0.92,30.0
1256,btc-updown-15m-1783696500,Up,1783696816,0.74,30.0
