slug,dir,ev,fire_us,slot_start,ts,fid
btc-updown-5m-1782924300,DOWN,0.65,1782924305000000,1782924300,2026-07-01 16:45:05.002236+00:00,301
btc-updown-5m-1782929700,DOWN,0.64,1782929705000000,1782929700,2026-07-01 18:15:05.002720+00:00,302
btc-updown-5m-1782935400,UP,0.7399999999999999,1782935405000000,1782935400,2026-07-01 19:50:05.002302+00:00,303
btc-updown-5m-1782935700,DOWN,0.7199999999999999,1782935705000000,1782935700,2026-07-01 19:55:05.002718+00:00,304
btc-updown-5m-1782936000,UP,0.65,1782936005000000,1782936000,2026-07-01 20:00:05.002416+00:00,305
btc-updown-5m-1782939000,DOWN,0.65,1782939005000000,1782939000,2026-07-01 20:50:05.003667+00:00,306
btc-updown-5m-1782941100,DOWN,0.65,1782941105000000,1782941100,2026-07-01 21:25:05.005438+00:00,307
btc-updown-5m-1782942000,DOWN,0.69,1782942005000000,1782942000,2026-07-01 21:40:05.003885+00:00,308
btc-updown-5m-1782942900,UP,0.5,1782942905000000,1782942900,2026-07-01 21:55:05.002401+00:00,309
btc-updown-5m-1782946800,DOWN,0.5,1782946805000000,1782946800,2026-07-01 23:00:05.002741+00:00,310
btc-updown-5m-1782951300,UP,0.66,1782951305000000,1782951300,2026-07-02 00:15:05.002101+00:00,311
btc-updown-5m-1782953100,UP,0.7199999999999999,1782953105000000,1782953100,2026-07-02 00:45:05.003803+00:00,312
btc-updown-5m-1782953400,UP,0.69,1782953405000000,1782953400,2026-07-02 00:50:05.002272+00:00,313
btc-updown-5m-1782953700,UP,0.5999999999999999,1782953705000000,1782953700,2026-07-02 00:55:05.002481+00:00,314
btc-updown-5m-1782954000,DOWN,0.6199999999999999,1782954005000000,1782954000,2026-07-02 01:00:05.003224+00:00,315
btc-updown-5m-1782954900,UP,0.61,1782954905000000,1782954900,2026-07-02 01:15:05.003516+00:00,316
btc-updown-5m-1782955800,UP,0.63,1782955805000000,1782955800,2026-07-02 01:30:05.005982+00:00,317
btc-updown-5m-1782957000,DOWN,0.63,1782957005000000,1782957000,2026-07-02 01:50:05.002533+00:00,318
btc-updown-5m-1782957300,UP,0.68,1782957305000000,1782957300,2026-07-02 01:55:05.003314+00:00,319
btc-updown-5m-1782958500,UP,0.7199999999999999,1782958505000000,1782958500,2026-07-02 02:15:05.002886+00:00,320
