sleeve_idx,asset_pool,offset_bin,r4_gate_stack,added_r5_gate,train_n,train_WR,train_dpt,train_sum,val_n,val_WR,val_dpt,val_sum,lockbox_n,lockbox_WR,lockbox_dpt,lockbox_sum
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_lm_low_stat,153,0.8823529411764706,6.039107118210743,923.9833890862437,86,0.8372093023255814,4.5799827210938195,393.8785140140685,59,0.8813559322033898,10.958706441701503,646.5636800603887
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_lm_last_jump_with_60s,47,0.9787234042553191,6.128476631399158,288.03840167576044,23,1.0,5.751947319350136,132.29478834505312,9,0.8888888888888888,6.97988756574202,62.81898809167818
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_lm_extreme_against,256,0.89453125,5.654341473316004,1447.511417168897,142,0.8732394366197183,5.580756629418086,792.4674413773681,315,0.780952380952381,10.822333352170544,3409.0350059337215
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_hawkes_imbalance_with,227,0.9074889867841409,5.435749186655993,1233.9150653709105,122,0.860655737704918,4.86033736621901,592.9611586787192,52,0.9038461538461539,9.350961455368052,486.2499956791387
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_hawkes_imbalance_strong_with,161,0.9130434782608695,4.892723395329355,787.7284666480261,78,0.8589743589743589,4.133188625167928,322.38871276309834,17,1.0,10.189988728939353,173.229808391969
1,POOL,120-240,g_tr_stack_with&g_trend_slope_with,g_hawkes_burst,77,0.961038961038961,5.280236257708136,406.5781918435265,52,0.9230769230769231,4.771581813042452,248.12225427820752,23,0.8695652173913043,7.6255573469864695,175.3878189806888
2,POOL,120-240,g_di_with&g_trend_slope_with,NONE_baseline,185,0.9081081081081082,5.748896221382937,1063.5458009558433,118,0.8728813559322034,4.680151446139153,552.25787064442,314,0.767515923566879,10.445121292887354,3279.768085966629
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_no_extreme,182,0.9065934065934066,5.828155166897177,1060.7242403752862,116,0.8706896551724138,4.743243127904166,550.2162028368832,234,0.7692307692307693,9.743453666255391,2279.9681579037615
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_very_no_extreme,134,0.8955223880597015,6.154751171219821,824.736656943456,77,0.8441558441558441,5.49183643144775,422.8714052214767,214,0.7616822429906542,10.262041840881109,2196.0769539485573
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_with,101,0.900990099009901,5.515107832840451,557.0258911168855,72,0.875,4.4694005548382165,321.7968399483516,121,0.8181818181818182,11.327588738552974,1370.6382373649099
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_strong_with,41,0.9512195121951219,6.462444132719714,264.96020944150825,37,0.8918918918918919,2.7453370856909807,101.57747217056628,32,0.84375,6.365677224755235,203.7016711921675
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_change_with,12,0.9166666666666666,4.994177560363441,59.930130724361284,16,0.8125,4.041814200129022,64.66902720206436,4,1.0,15.11964727181898,60.47858908727592
2,POOL,120-240,g_di_with&g_trend_slope_with,g_mp_change_strong_with,12,0.9166666666666666,4.994177560363441,59.930130724361284,14,0.8571428571428571,6.046496737097884,84.65095431937038,2,1.0,15.71699444560975,31.4339888912195
2,POOL,120-240,g_di_with&g_trend_slope_with,g_lm_high_stat,40,0.95,5.696173178013005,227.8469271205202,21,0.9047619047619048,3.7999433908723352,79.79881120831904,7,0.5714285714285714,-3.719348445690088,-26.035439119830617
2,POOL,120-240,g_di_with&g_trend_slope_with,g_lm_low_stat,108,0.9074074074074074,6.526794853744962,704.8938442044558,70,0.8285714285714286,3.2323866771244796,226.26706739871358,52,0.8846153846153846,11.272482106777684,586.1690695524395
2,POOL,120-240,g_di_with&g_trend_slope_with,g_lm_last_jump_with_60s,39,0.9743589743589743,4.701552143927671,183.36053361317917,21,1.0,4.695690344261607,98.60949722949374,9,0.8888888888888888,6.97988756574202,62.81898809167818
2,POOL,120-240,g_di_with&g_trend_slope_with,g_lm_extreme_against,185,0.9081081081081082,5.748896221382937,1063.5458009558433,118,0.8728813559322034,4.680151446139153,552.25787064442,314,0.767515923566879,10.445121292887354,3279.768085966629
2,POOL,120-240,g_di_with&g_trend_slope_with,g_hawkes_imbalance_with,159,0.9245283018867925,5.5606655624690795,884.1458244325836,108,0.8703703703703703,4.753441212782252,513.3716509804832,48,0.9166666666666666,9.636054044751939,462.53059414809303
2,POOL,120-240,g_di_with&g_trend_slope_with,g_hawkes_imbalance_strong_with,109,0.9357798165137615,5.486827548319884,598.0642027668673,69,0.855072463768116,3.4992329605605486,241.44707427867786,15,1.0,9.887909520121575,148.31864280182361
2,POOL,120-240,g_di_with&g_trend_slope_with,g_hawkes_burst,70,0.9428571428571428,4.204751825055783,294.3326277539048,49,0.9183673469387755,4.251406913568619,208.31893876486234,22,0.8636363636363636,6.889981047263117,151.57958303978856
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,NONE_baseline,256,0.89453125,5.654341473316004,1447.511417168897,142,0.8732394366197183,5.580756629418086,792.4674413773681,302,0.7980132450331126,10.6767929694728,3224.3914767807855
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_no_extreme,252,0.8928571428571429,5.722093784305457,1441.9676336449752,140,0.8714285714285714,5.6458983826416524,790.4257735698313,228,0.8026315789473685,10.385389800394131,2367.868874489862
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_very_no_extreme,188,0.8776595744680851,6.031095910870795,1133.8460312437096,96,0.84375,6.499710591173752,623.9722167526802,210,0.7904761904761904,10.62539708968268,2231.3333888333627
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_with,136,0.8823529411764706,5.368175330065733,730.0718448889397,82,0.8658536585365854,5.286947772116874,433.52971731358366,123,0.8292682926829268,11.757859324805919,1446.216696951128
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_strong_with,61,0.9016393442622951,4.216446371585819,257.20322866673496,42,0.9047619047619048,3.4688358882901724,145.69110730818724,30,0.8666666666666667,7.436957543094668,223.10872629284006
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_change_with,18,1.0,7.388484221984401,132.9927159957192,16,0.8125,3.4673853306814184,55.478165290902695,3,1.0,17.720135493644495,53.16040648093349
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_change_strong_with,18,1.0,7.388484221984401,132.9927159957192,14,0.8571428571428571,5.390006600586338,75.46009240820872,2,1.0,15.71699444560975,31.4339888912195
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_high_stat,49,0.9183673469387755,4.8401503874421765,237.16736898466664,26,0.9230769230769231,4.910119298241685,127.6631017542838,6,0.5,-6.7418983578720715,-40.45139014723243
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_low_stat,153,0.8823529411764706,6.039107118210743,923.9833890862437,86,0.8372093023255814,4.5799827210938195,393.8785140140685,59,0.8813559322033898,10.958706441701503,646.5636800603887
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_last_jump_with_60s,47,0.9787234042553191,6.128476631399158,288.03840167576044,23,1.0,5.751947319350136,132.29478834505312,9,0.8888888888888888,6.97988756574202,62.81898809167818
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_extreme_against,256,0.89453125,5.654341473316004,1447.511417168897,142,0.8732394366197183,5.580756629418086,792.4674413773681,302,0.7980132450331126,10.6767929694728,3224.3914767807855
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_with,227,0.9074889867841409,5.435749186655993,1233.9150653709105,122,0.860655737704918,4.86033736621901,592.9611586787192,52,0.9038461538461539,9.350961455368052,486.2499956791387
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_strong_with,161,0.9130434782608695,4.892723395329355,787.7284666480261,78,0.8589743589743589,4.133188625167928,322.38871276309834,17,1.0,10.189988728939353,173.229808391969
3,POOL,120-240,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_burst,77,0.961038961038961,5.280236257708136,406.5781918435265,52,0.9230769230769231,4.771581813042452,248.12225427820752,23,0.8695652173913043,7.6255573469864695,175.3878189806888
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,NONE_baseline,114,0.868421052631579,6.290335358664755,717.098230887782,88,0.8636363636363636,7.289499140718977,641.47592438327,338,0.7544378698224852,9.507625784110493,3213.5775150293466
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_no_extreme,113,0.8672566371681416,6.334590768849171,715.8087568799564,87,0.8620689655172413,7.361552764132202,640.4550904795016,263,0.752851711026616,8.821253083208054,2319.9895608837182
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_very_no_extreme,96,0.84375,6.554415784926669,629.2239153529603,73,0.8767123287671232,8.495217955159616,620.150910726652,246,0.7520325203252033,9.257717160957522,2277.3984215955506
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_with,65,0.8615384615384616,5.715301323370658,371.4945860190928,51,0.8627450980392157,7.680350737052955,391.6978875897007,153,0.7712418300653595,8.791766456445814,1345.1402678362094
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_strong_with,21,1.0,7.076363346642728,148.60363027949728,11,0.7272727272727273,-0.2150432779006983,-2.3654760569076814,23,0.8260869565217391,5.344527943002798,122.92414268906435
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_change_with,12,0.8333333333333334,5.377223853941836,64.52668624730204,6,1.0,13.909375739062646,83.45625443437588,13,0.6923076923076923,5.765668257620583,74.95368734906758
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_mp_change_strong_with,9,0.7777777777777778,2.280274020109452,20.522466180985067,4,1.0,12.004436318113253,48.01774527245301,10,0.7,6.659493006364808,66.59493006364808
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_lm_high_stat,20,0.9,4.271999468125612,85.43998936251225,20,1.0,10.172616744095226,203.45233488190453,20,0.85,3.252516074053779,65.05032148107558
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_lm_low_stat,62,0.9193548387096774,9.048676246794338,561.017927301249,51,0.803921568627451,6.248347528112476,318.6657239337363,61,0.7868852459016393,7.750055464527801,472.75338333619584
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_lm_last_jump_with_60s,27,1.0,5.482413494042821,148.02516433915616,18,0.9444444444444444,7.593441075524814,136.68193935944666,23,0.9130434782608695,5.292402107330554,121.72524846860276
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_lm_extreme_against,114,0.868421052631579,6.290335358664755,717.098230887782,88,0.8636363636363636,7.289499140718977,641.47592438327,338,0.7544378698224852,9.507625784110493,3213.5775150293466
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_hawkes_imbalance_with,94,0.9148936170212766,7.213796866473442,678.0969054485035,71,0.8732394366197183,6.918562465052254,491.21793501871,71,0.8309859154929577,6.231585474339295,442.4425686780899
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_hawkes_imbalance_strong_with,63,0.9523809523809523,7.403154119635404,466.3987095370304,42,0.8571428571428571,5.011265038758409,210.47313162785318,43,0.8604651162790697,6.58152828461789,283.0057162385693
4,POOL,60-120,g_trend_slope_with&g_tr_stack_with,g_hawkes_burst,38,0.9210526315789473,5.9486617193423,226.04914533500738,33,0.8787878787878788,6.286744212362537,207.46255900796373,19,0.8421052631578947,1.3849903074345158,26.3148158412558
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,NONE_baseline,114,0.868421052631579,6.290335358664755,717.098230887782,88,0.8636363636363636,7.289499140718977,641.47592438327,334,0.7574850299401198,9.256774074137082,3091.762540761785
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_no_extreme,113,0.8672566371681416,6.334590768849171,715.8087568799564,87,0.8620689655172413,7.361552764132202,640.4550904795016,261,0.7547892720306514,8.758721177110615,2286.0262272258706
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_very_no_extreme,96,0.84375,6.554415784926669,629.2239153529603,73,0.8767123287671232,8.495217955159616,620.150910726652,244,0.7540983606557377,9.19440609810534,2243.435087937703
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_with,65,0.8615384615384616,5.715301323370658,371.4945860190928,51,0.8627450980392157,7.680350737052955,391.6978875897007,151,0.7748344370860927,8.683290954823589,1311.176934178362
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_strong_with,21,1.0,7.076363346642728,148.60363027949728,11,0.7272727272727273,-0.2150432779006983,-2.3654760569076814,23,0.8260869565217391,5.344527943002798,122.92414268906435
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_change_with,12,0.8333333333333334,5.377223853941836,64.52668624730204,6,1.0,13.909375739062646,83.45625443437588,13,0.6923076923076923,5.765668257620583,74.95368734906758
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_mp_change_strong_with,9,0.7777777777777778,2.280274020109452,20.522466180985067,4,1.0,12.004436318113253,48.01774527245301,10,0.7,6.659493006364808,66.59493006364808
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_high_stat,20,0.9,4.271999468125612,85.43998936251225,20,1.0,10.172616744095226,203.45233488190453,20,0.85,3.252516074053779,65.05032148107558
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_low_stat,62,0.9193548387096774,9.048676246794338,561.017927301249,51,0.803921568627451,6.248347528112476,318.6657239337363,61,0.7868852459016393,7.750055464527801,472.75338333619584
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_last_jump_with_60s,27,1.0,5.482413494042821,148.02516433915616,18,0.9444444444444444,7.593441075524814,136.68193935944666,23,0.9130434782608695,5.292402107330554,121.72524846860276
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_lm_extreme_against,114,0.868421052631579,6.290335358664755,717.098230887782,88,0.8636363636363636,7.289499140718977,641.47592438327,334,0.7574850299401198,9.256774074137082,3091.762540761785
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_with,94,0.9148936170212766,7.213796866473442,678.0969054485035,71,0.8732394366197183,6.918562465052254,491.21793501871,71,0.8309859154929577,6.231585474339295,442.4425686780899
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_strong_with,63,0.9523809523809523,7.403154119635404,466.3987095370304,42,0.8571428571428571,5.011265038758409,210.47313162785318,43,0.8604651162790697,6.58152828461789,283.0057162385693
5,POOL,60-120,g_tr_stack_with&g_trend_slope_with&g_vwap_ge_30,g_hawkes_burst,38,0.9210526315789473,5.9486617193423,226.04914533500738,33,0.8787878787878788,6.286744212362537,207.46255900796373,19,0.8421052631578947,1.3849903074345158,26.3148158412558
6,POOL,60-120,g_di_with&g_trend_slope_with,NONE_baseline,75,0.8533333333333334,5.4773623289528794,410.80217467146593,57,0.8771929824561403,7.752728568419203,441.90552839989454,330,0.7393939393939394,9.01863284149585,2976.1488376936304
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_no_extreme,74,0.8513513513513513,5.533955414373516,409.51270066364015,56,0.875,7.872940973145107,440.88469449612603,252,0.7380952380952381,8.345790781158431,2103.1392768519245
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_very_no_extreme,65,0.8307692307692308,5.740381941205038,373.12482617832745,47,0.8723404255319149,8.32265063963638,391.16458006290986,237,0.7341772151898734,8.670034334926127,2054.798137377492
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_with,38,0.8157894736842105,4.513277531743771,171.5045462062633,31,0.9032258064516129,8.899390596515973,275.8811084919952,147,0.7619047619047619,8.548015845590076,1256.5583293017412
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_strong_with,10,1.0,7.542013208761118,75.42013208761118,7,0.8571428571428571,4.581218786593273,32.06853150615291,23,0.8695652173913043,6.825240598911913,156.980533774974
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_change_with,7,0.8571428571428571,8.111249238741566,56.778744671190964,3,1.0,9.99015723528708,29.970471705861243,13,0.6923076923076923,5.765668257620583,74.95368734906758
6,POOL,60-120,g_di_with&g_trend_slope_with,g_mp_change_strong_with,5,0.8,4.366580471633108,21.832902358165537,2,1.0,7.882647938635864,15.765295877271727,10,0.7,6.659493006364808,66.59493006364808
6,POOL,60-120,g_di_with&g_trend_slope_with,g_lm_high_stat,12,0.9166666666666666,4.019373482681904,48.23248179218285,16,1.0,9.8777392502203,158.0438280035248,15,0.9333333333333333,5.450004596582963,81.75006894874446
6,POOL,60-120,g_di_with&g_trend_slope_with,g_lm_low_stat,37,0.8918918918918919,7.429368430940115,274.88663194478426,34,0.8235294117647058,7.105369945594839,241.58257815022455,55,0.7636363636363637,6.754873433877278,371.5180388632503
6,POOL,60-120,g_di_with&g_trend_slope_with,g_lm_last_jump_with_60s,22,1.0,5.939005790263588,130.65812738579893,12,0.9166666666666666,5.6050578876056045,67.26069465126726,21,0.9523809523809523,7.121469251045087,149.55085427194683
6,POOL,60-120,g_di_with&g_trend_slope_with,g_lm_extreme_against,75,0.8533333333333334,5.4773623289528794,410.80217467146593,57,0.8771929824561403,7.752728568419203,441.90552839989454,330,0.7393939393939394,9.01863284149585,2976.1488376936304
6,POOL,60-120,g_di_with&g_trend_slope_with,g_hawkes_imbalance_with,57,0.9473684210526315,7.808365987504632,445.076861287764,50,0.88,7.293930454177291,364.69652270886456,62,0.8225806451612904,5.728467429135997,355.1649806064318
6,POOL,60-120,g_di_with&g_trend_slope_with,g_hawkes_imbalance_strong_with,37,1.0,8.564317963892393,316.8797646640185,27,0.8888888888888888,5.983451627162152,161.5531939333781,36,0.8611111111111112,6.208072144969037,223.49059721888534
6,POOL,60-120,g_di_with&g_trend_slope_with,g_hawkes_burst,35,0.8857142857142857,4.920462791255852,172.2161976939548,25,0.88,5.986299867633906,149.65749669084764,18,0.8333333333333334,0.890556643374835,16.03001958074703
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,NONE_baseline,551,0.9038112522686026,3.5882636533409755,1977.1332729908775,272,0.9117647058823529,4.790770156265027,1303.0894825040873,456,0.7631578947368421,5.892094336694869,2686.79501753286
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_no_extreme,514,0.896887159533074,3.7432469670881163,1924.0289410832918,256,0.90625,5.009208015672657,1282.3572520122002,345,0.7594202898550725,5.394405113407221,1861.0697641254912
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_very_no_extreme,330,0.8757575757575757,4.266258500851749,1407.865305281077,172,0.9127906976744186,6.5247209037233915,1122.2519954404233,284,0.7359154929577465,5.791734162777006,1644.8525022286697
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_with,271,0.9077490774907749,4.01447496616483,1087.922715830669,150,0.9133333333333333,4.917005382086795,737.5508073130192,177,0.7853107344632768,5.165923463994861,914.3684531270903
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_strong_with,140,0.9071428571428571,2.2336170969847626,312.7063935778668,73,0.9452054794520548,4.445618560409165,324.53015490986905,53,0.8490566037735849,1.8188243010886762,96.39768795769984
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_change_with,43,0.9069767441860465,4.388561457133265,188.7081426567304,15,0.8,0.2186871649603783,3.2803074744056744,10,0.9,14.991382118649492,149.9138211864949
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_mp_change_strong_with,41,0.9024390243902439,4.065322731233772,166.67823198058466,13,0.7692307692307693,-1.0076552377424965,-13.099518090652456,7,1.0,19.10701221777729,133.74908552444103
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_lm_high_stat,61,0.9344262295081968,3.4318813723117154,209.34476371101465,23,0.9565217391304348,2.8271120625593635,65.02357743886536,9,0.8888888888888888,2.2056526034660644,19.85087343119458
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_lm_low_stat,395,0.9063291139240506,4.218651370982026,1666.3672915379002,191,0.9109947643979057,5.185470778081413,990.4249186135498,110,0.8181818181818182,5.25238780811049,577.7626588921539
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_lm_last_jump_with_60s,66,0.9545454545454546,2.5119052154954487,165.7857442226996,39,0.8974358974358975,2.0151132290988136,78.58941593485373,18,0.6666666666666666,-2.794771679529266,-50.30589023152679
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_lm_extreme_against,551,0.9038112522686026,3.5882636533409755,1977.1332729908775,272,0.9117647058823529,4.790770156265027,1303.0894825040873,456,0.7631578947368421,5.892094336694869,2686.79501753286
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_with,460,0.9130434782608695,3.7840062929527885,1740.6428947582826,229,0.9082969432314411,4.6699831909727125,1069.4261507327512,103,0.8349514563106796,5.108718760911429,526.1980323738771
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_hawkes_imbalance_strong_with,285,0.9263157894736842,3.508868588037873,1000.0275475907938,128,0.8984375,3.7148399700515773,475.4995161666019,61,0.8524590163934426,5.275039191509735,321.7773906820938
7,POOL,240-360,g_trend_slope_with&g_vwap_ge_30,g_hawkes_burst,150,0.9066666666666666,1.2973833945062427,194.6075091759364,77,0.922077922077922,2.6280300102026537,202.35831078560435,28,0.9285714285714286,3.642051178694994,101.97743300345982
8,POOL,120-240,g_trend_slope_strong_with,NONE_baseline,90,0.9666666666666667,6.897050303661552,620.7345273295397,66,0.9545454545454546,6.917457954885296,456.5522250224295,158,0.8860759493670886,14.183149585909808,2240.9376345737496
8,POOL,120-240,g_trend_slope_strong_with,g_mp_no_extreme,88,0.9659090909090909,7.027420071163797,618.4129662624141,64,0.953125,7.101727456482698,454.5105572148927,124,0.8629032258064516,12.902082962251816,1599.8582873192252
