sleeve_idx,asset_pool,offset_bin,r4_gate_stack,k_combo,r5_combo,train_n,train_WR,train_dpt,train_sum,val_n,val_WR,val_dpt,val_sum,lockbox_n,lockbox_WR,lockbox_dpt,lockbox_sum
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_mp_very_no_extreme,222,0.8513513513513513,5.1907884408817715,1152.3550338757532,110,0.8636363636363636,7.062924185217607,776.9216603739368,315,0.746031746031746,8.567914149180112,2698.8929569917354
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_mp_with,162,0.8703703703703703,4.94245581096243,800.6778413759137,95,0.8842105263157894,5.940638676552751,564.3606742725113,186,0.7634408602150538,8.252541217416386,1534.972666439448
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_mp_strong_with,74,0.8918918918918919,4.025113722360679,297.85841545469026,46,0.9130434782608695,3.5671393024272113,164.08840791165173,45,0.8444444444444444,6.898039050294843,310.41175726326793
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_mp_change_with,23,0.8695652173913043,3.1394446926144646,72.20722793013269,18,0.8333333333333334,4.800631261115616,86.4113627000811,12,0.9166666666666666,11.122006729544715,133.46408075453658
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_mp_change_strong_with,23,0.8695652173913043,3.1394446926144646,72.20722793013269,16,0.875,6.649580613586696,106.39328981738714,9,0.8888888888888888,8.164503384302373,73.48053045872136
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_lm_high_stat,49,0.9183673469387755,5.024255030788988,246.18849650866042,27,0.9259259259259259,4.9309291589688184,133.1350872921581,15,0.6666666666666666,1.0699934782970433,16.04990217445565
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_lm_low_stat,187,0.8609625668449198,5.228104174859008,977.6554806986346,99,0.8585858585858586,5.5042101642414965,544.9168062599082,92,0.8695652173913043,9.55108678408497,878.6999841358171
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_lm_last_jump_with_60s,51,0.9803921568627451,5.981907260967643,305.0772703093498,26,1.0,6.303572995286937,163.89289787746037,12,0.9166666666666666,10.252394175249561,123.02873010299473
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_lm_extreme_against,303,0.8712871287128713,4.945656338178677,1498.533870468139,160,0.8875,6.1153022789240605,978.4483646278497,345,0.7536231884057971,8.185199978506208,2823.8939925846416
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_hawkes_imbalance_with,255,0.9098039215686274,5.547949076446655,1414.727014493897,139,0.8776978417266187,5.585582881680735,776.3960205536222,84,0.8809523809523809,7.9463345025494,667.4920982141496
0,POOL,120-240,g_trend_slope_with,2,g_mp_no_extreme&g_hawkes_imbalance_strong_with,175,0.92,5.1259765906079195,897.0459033563859,85,0.8705882352941177,4.584546397254614,389.6864437666421,41,0.8780487804878049,6.340768657599712,259.9715149615882
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_mp_with,114,0.8421052631578947,4.90126493866843,558.7442030082011,61,0.8360655737704918,6.468970126135988,394.6071776942953,167,0.7485029940119761,8.31256893780206,1388.199012612944
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_mp_strong_with,26,0.8076923076923077,2.1509529648837655,55.924777086977905,12,0.75,-0.47209072221368525,-5.665088666564223,26,0.8076923076923077,6.293773209106305,163.63810343676394
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_mp_change_with,18,0.8333333333333334,2.282119856137726,41.078157410479065,15,0.8,3.788451020458253,56.826765306873796,11,0.9090909090909091,11.731141060303043,129.04255166333348
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_mp_change_strong_with,18,0.8333333333333334,2.282119856137726,41.078157410479065,14,0.8571428571428571,5.844768950490986,81.8267653068738,8,0.875,8.632375170939783,69.05900136751826
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_lm_high_stat,37,0.8918918918918919,4.930140312420858,182.41519155957175,18,0.9444444444444444,7.0157220532192595,126.28299695794666,12,0.5833333333333334,-1.2920359195689333,-15.5044310348272
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_lm_low_stat,140,0.85,5.648055290106938,790.7277406149713,66,0.8181818181818182,6.032489591687191,398.1443130513546,82,0.8536585365853658,9.357830804193835,767.3421259438945
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_lm_last_jump_with_60s,34,0.9705882352941176,6.786611059554963,230.74477602486874,10,1.0,9.9480957971056,99.480957971056,12,0.9166666666666666,10.252394175249561,123.02873010299473
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_lm_extreme_against,222,0.8513513513513513,5.1907884408817715,1152.3550338757532,110,0.8636363636363636,7.062924185217607,776.9216603739368,315,0.746031746031746,8.567914149180112,2698.8929569917354
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_hawkes_imbalance_with,180,0.9,6.213580969478325,1118.4445745060984,94,0.851063829787234,6.3504723367887586,596.9443996581433,72,0.8611111111111112,8.073933804924188,581.3232339545416
0,POOL,120-240,g_trend_slope_with,2,g_mp_very_no_extreme&g_hawkes_imbalance_strong_with,115,0.9043478260869565,5.571690623231379,640.7444216716085,54,0.8333333333333334,4.929985392052475,266.21921117083366,37,0.8648648648648649,6.053936558408169,223.99565266110224
0,POOL,120-240,g_trend_slope_with,2,g_mp_with&g_mp_strong_with,74,0.8918918918918919,4.025113722360679,297.85841545469026,46,0.9130434782608695,3.5671393024272113,164.08840791165173,46,0.8478260869565217,6.763677316583707,311.12915656285054
0,POOL,120-240,g_trend_slope_with,2,g_mp_with&g_mp_change_with,17,0.8823529411764706,4.150361186419388,70.55614016912959,11,0.8181818181818182,4.824986384508782,53.074850229596606,8,0.875,9.04724078193507,72.37792625548056
0,POOL,120-240,g_trend_slope_with,2,g_mp_with&g_mp_change_strong_with,17,0.8823529411764706,4.150361186419388,70.55614016912959,10,0.8,4.805677734690264,48.05677734690264,7,0.8571428571428571,5.91985373653168,41.43897615572176
