label,n,wr,dpt,sum_pnl,sleeve,gate,base_wr,base_dpt,base_n,lift_wr,lift_dpt
g_vol_high,1058,0.6635160680529301,5.42458248202821,5739.208265985846,ETH_s6_5m_60-150,g_vol_high,0.6648814078041316,4.720717335313923,1307,-0.0013653397512015664,0.7038651467142873
g_hurst_trending,436,0.6788990825688074,8.69945085880593,3792.9605744393857,ETH_s6_5m_60-150,g_hurst_trending,0.6648814078041316,4.720717335313923,1307,0.014017674764675747,3.978733523492007
g_hurst_reverting,163,0.4662576687116564,-4.500321881856227,-733.552466742565,ETH_s6_5m_60-150,g_hurst_reverting,0.6648814078041316,4.720717335313923,1307,-0.19862373909247522,-9.22103921717015
g_vol_expanding,282,0.8226950354609929,17.362708811695295,4896.283884898074,ETH_s6_5m_60-150,g_vol_expanding,0.6648814078041316,4.720717335313923,1307,0.15781362765686124,12.641991476381373
g_vol_contracting,104,0.6057692307692307,4.781422475025027,497.26793740260285,ETH_s6_5m_60-150,g_vol_contracting,0.6648814078041316,4.720717335313923,1307,-0.059112177034900903,0.06070513971110447
g_rv_with,282,0.8226950354609929,17.362708811695295,4896.283884898074,ETH_s6_5m_60-150,g_rv_with,0.6648814078041316,4.720717335313923,1307,0.15781362765686124,12.641991476381373
g_vol_low,869,0.8837744533947065,0.5790784613761534,503.21918293587726,ETH_s15_5m_150-240,g_vol_low,0.8514619883040936,1.343842694152961,3420,0.03231246509061292,-0.7647642327768077
g_vol_med,1135,0.8607929515418502,0.8851209146164344,1004.612238089653,ETH_s15_5m_150-240,g_vol_med,0.8514619883040936,1.343842694152961,3420,0.009330963237756618,-0.4587217795365267
g_vol_high,1399,0.8220157255182273,2.169119012374104,3034.5974983113715,ETH_s15_5m_150-240,g_vol_high,0.8514619883040936,1.343842694152961,3420,-0.029446262785866262,0.8252763182211431
g_hurst_trending,1500,0.8506666666666667,1.4634096334886415,2195.114450232962,ETH_s15_5m_150-240,g_hurst_trending,0.8514619883040936,1.343842694152961,3420,-0.0007953216374269045,0.11956693933568041
g_hurst_reverting,225,0.8622222222222222,1.6804194610696153,378.09437874066344,ETH_s15_5m_150-240,g_hurst_reverting,0.8514619883040936,1.343842694152961,3420,0.010760233918128637,0.33657676691665417
g_vol_expanding,287,0.9024390243902439,1.5125658852561163,434.1064090685054,ETH_s15_5m_150-240,g_vol_expanding,0.8514619883040936,1.343842694152961,3420,0.05097703608615034,0.16872319110315526
g_vol_contracting,789,0.8403041825095057,1.0011034813760147,789.8706468056756,ETH_s15_5m_150-240,g_vol_contracting,0.8514619883040936,1.343842694152961,3420,-0.011157805794587916,-0.3427392127769464
g_rv_with,282,0.900709219858156,1.508959576183815,425.52660048383586,ETH_s15_5m_150-240,g_rv_with,0.8514619883040936,1.343842694152961,3420,0.04924723155406241,0.16511688203085395
g_vol_low,276,0.894927536231884,0.4250757587627604,117.32090941852186,BTC_s15_5m_150-240,g_vol_low,0.8564102564102564,3.059532108308999,1365,0.03851727982162767,-2.6344563495462388
g_vol_med,507,0.8757396449704142,1.6426222110427355,832.809460998667,BTC_s15_5m_150-240,g_vol_med,0.8564102564102564,3.059532108308999,1365,0.019329388560157867,-1.4169098972662635
g_vol_high,576,0.8194444444444444,5.3996465380155545,3110.1964058969593,BTC_s15_5m_150-240,g_vol_high,0.8564102564102564,3.059532108308999,1365,-0.036965811965811946,2.3401144297065555
g_hurst_trending,756,0.8492063492063492,4.180653842940791,3160.5743052632383,BTC_s15_5m_150-240,g_hurst_trending,0.8564102564102564,3.059532108308999,1365,-0.007203907203907178,1.1211217346317923
g_hurst_reverting,64,0.8125,3.2558349746968633,208.37343838059925,BTC_s15_5m_150-240,g_hurst_reverting,0.8564102564102564,3.059532108308999,1365,-0.043910256410256365,0.19630286638786432
g_vol_expanding,142,0.9507042253521126,2.751054342582981,390.6497166467833,BTC_s15_5m_150-240,g_vol_expanding,0.8564102564102564,3.059532108308999,1365,0.09429396894185627,-0.30847776572601804
g_vol_contracting,311,0.842443729903537,4.890893827859481,1521.0679804642984,BTC_s15_5m_150-240,g_vol_contracting,0.8564102564102564,3.059532108308999,1365,-0.013966526506719368,1.8313617195504817
g_rv_with,142,0.9507042253521126,2.751054342582981,390.6497166467833,BTC_s15_5m_150-240,g_rv_with,0.8564102564102564,3.059532108308999,1365,0.09429396894185627,-0.30847776572601804
g_vol_low,46,0.7391304347826086,-2.3666903268443362,-108.86775503483948,SOL_s6_5m_60-150,g_vol_low,0.9288090485695276,2.200140342087601,1503,-0.18967861378691897,-4.566830668931937
g_vol_med,181,0.9558011049723757,3.6973657924895056,669.2232084406005,SOL_s6_5m_60-150,g_vol_med,0.9288090485695276,2.200140342087601,1503,0.026992056402848075,1.4972254504019045
g_vol_high,1276,0.9318181818181818,2.152394577391774,2746.455480751904,SOL_s6_5m_60-150,g_vol_high,0.9288090485695276,2.200140342087601,1503,0.00300913324865415,-0.04774576469582703
g_hurst_trending,217,0.9861751152073732,4.72684085084538,1025.7244646334475,SOL_s6_5m_60-150,g_hurst_trending,0.9288090485695276,2.200140342087601,1503,0.0573660666378456,2.526700508757779
g_hurst_reverting,470,0.8893617021276595,0.2862269721335396,134.5266769027636,SOL_s6_5m_60-150,g_hurst_reverting,0.9288090485695276,2.200140342087601,1503,-0.03944734644186809,-1.9139133699540616
g_vol_expanding,516,0.9689922480620154,1.2017444698474808,620.1001464413001,SOL_s6_5m_60-150,g_vol_expanding,0.9288090485695276,2.200140342087601,1503,0.04018319949248783,-0.9983958722401203
g_vol_contracting,29,0.8275862068965517,8.466533869109325,245.52948220417045,SOL_s6_5m_60-150,g_vol_contracting,0.9288090485695276,2.200140342087601,1503,-0.1012228416729759,6.266393527021724
g_rv_with,516,0.9689922480620154,1.2017444698474808,620.1001464413001,SOL_s6_5m_60-150,g_rv_with,0.9288090485695276,2.200140342087601,1503,0.04018319949248783,-0.9983958722401203
g_vol_low,266,0.8233082706766918,0.7720990067914042,205.37833580651352,BTC_s15_5m_60-150,g_vol_low,0.7912395153774464,1.3327218255759758,2146,0.032068755299245355,-0.5606228187845717
g_vol_med,670,0.8044776119402985,0.15751944177006472,105.53802598594336,BTC_s15_5m_60-150,g_vol_med,0.7912395153774464,1.3327218255759758,2146,0.01323809656285213,-1.1752023838059111
g_vol_high,1201,0.7776852622814321,2.141827503772692,2572.3348320310033,BTC_s15_5m_60-150,g_vol_high,0.7912395153774464,1.3327218255759758,2146,-0.013554253096014324,0.8091056781967163
g_hurst_trending,1070,0.8158878504672897,2.2303076882414095,2386.429226418308,BTC_s15_5m_60-150,g_hurst_trending,0.7912395153774464,1.3327218255759758,2146,0.02464833508984332,0.8975858626654336
g_hurst_reverting,133,0.7142857142857143,0.22903416097072318,30.461543409106184,BTC_s15_5m_60-150,g_hurst_reverting,0.7912395153774464,1.3327218255759758,2146,-0.07695380109173211,-1.1036876646052527
g_vol_expanding,310,0.8354838709677419,4.207037977292217,1304.181772960587,BTC_s15_5m_60-150,g_vol_expanding,0.7912395153774464,1.3327218255759758,2146,0.04424435559029549,2.8743161517162408
g_vol_contracting,319,0.799373040752351,1.782348487432583,568.569167490994,BTC_s15_5m_60-150,g_vol_contracting,0.7912395153774464,1.3327218255759758,2146,0.008133525374904638,0.44962666185660716
g_rv_with,308,0.8344155844155844,4.107171096513392,1265.0086977261246,BTC_s15_5m_60-150,g_rv_with,0.7912395153774464,1.3327218255759758,2146,0.043176069038137976,2.7744492709374162
g_vol_low,325,0.9138461538461539,0.5114971501685911,166.2365738047921,BTC_s15_5m_240-300,g_vol_low,0.8449720670391061,1.736246849058148,1432,0.06887408680704776,-1.224749698889557
g_vol_med,499,0.8837675350701403,0.9511464781697416,474.6220926067011,BTC_s15_5m_240-300,g_vol_med,0.8449720670391061,1.736246849058148,1432,0.038795468031034175,-0.7851003708884063
g_vol_high,598,0.7725752508361204,3.06203828012832,1831.0988915167352,BTC_s15_5m_240-300,g_vol_high,0.8449720670391061,1.736246849058148,1432,-0.07239681620298566,1.325791431070172
g_hurst_trending,772,0.8510362694300518,2.2045502911259707,1701.9128247492492,BTC_s15_5m_240-300,g_hurst_trending,0.8449720670391061,1.736246849058148,1432,0.006064202390945739,0.4683034420678227
g_hurst_reverting,72,0.8472222222222222,3.8962941463596743,280.53317853789656,BTC_s15_5m_240-300,g_hurst_reverting,0.8449720670391061,1.736246849058148,1432,0.0022501551831161093,2.160047297301526
g_vol_expanding,141,0.9290780141843972,4.236160277941781,597.298599189791,BTC_s15_5m_240-300,g_vol_expanding,0.8449720670391061,1.736246849058148,1432,0.08410594714529107,2.499913428883633
g_vol_contracting,394,0.7918781725888325,2.56727496951084,1011.5063379872709,BTC_s15_5m_240-300,g_vol_contracting,0.8449720670391061,1.736246849058148,1432,-0.05309389445027357,0.8310281204526919
g_rv_with,138,0.927536231884058,4.32104094679854,596.3036506581985,BTC_s15_5m_240-300,g_rv_with,0.8449720670391061,1.736246849058148,1432,0.08256416484495188,2.5847940977403923
