sleeve,at,symbol,tf,signal,outcome,won,pnl_usd,entry_qty,entry_price,cid
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 13:40:44.189329+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x8ef828ea84e30abb90a41f3fac451a4cba354e7cc50730f3bb8cb4fcced249c8
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 14:30:44.673542+02:00,SOL,5m,DOWN,Up,False,-25.547,50.0,0.51094,0x902fcc4cb8de9ebdd181feba972f253b5208274ef2030670ef4fded8caa19db0
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 14:30:46.129720+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x4606484cf80f18d0ed0d3f6d4d455dbd5b30da56a7d9ed3f2f67ea874f8fa128
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 14:30:49.731269+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x4606484cf80f18d0ed0d3f6d4d455dbd5b30da56a7d9ed3f2f67ea874f8fa128
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 14:30:53.497445+02:00,SOL,5m,DOWN,Up,False,-25.547,50.0,0.51094,0x902fcc4cb8de9ebdd181feba972f253b5208274ef2030670ef4fded8caa19db0
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 14:35:39.035970+02:00,SOL,5m,DOWN,Down,True,21.3473062,47.1698,0.53,0x24508e926ea389acfe00e7fca30b877b2ec49d53faa85839ac44886f353bcfff
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 14:45:20.120679+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x936fd1e2d81b67d6550b4b90e658487bf206938f61e950ee916b549f7001d545
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 14:45:20.907811+02:00,SOL,5m,UP,Down,False,-25.189692,49.0196,0.5138697990191678,0x06a2c8a1fbd49f542715c8a875785ce1119deecd84381bd00281169e8403801b
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 14:50:47.027201+02:00,SOL,5m,DOWN,Down,True,23.026694,50.0,0.522,0x38d6be361ad52490ef761cb775a162ddad69929a910471e093dca851b3513701
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 14:50:49.363540+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x502c93736d8a7233782974ce4aff04eb7dfe41ed7004b1ac360b1fb726154430
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 15:00:31.252042+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x286d7e9b76a1c3e6d0c081621fed937cca6ba31f69eb8d391af28b3cac42597a
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 15:20:45.141541+02:00,BTC,5m,UP,Up,True,20.49125367,46.2962,0.54,0x2a5f76cf69df32e2ae0070a30f6cd15655b971c2d9e455d8b8bb3b4f44961733
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 15:30:29.032193+02:00,ETH,15m,UP,Down,False,-24.999994,47.1698,0.53,0x13aff28b5a6ae1bef19a3cb71127863cf6397e9a939895fb04c20b6c606c3233
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 15:35:19.139539+02:00,BTC,5m,UP,Up,True,20.49125367,46.2962,0.54,0x9bd07714afbdfdd9ba38d4649e0509b3da59295be3cac8df5d957cb6c45a87d0
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 15:40:21.967766+02:00,SOL,5m,UP,Down,False,-25.260592,47.1698,0.5355246789259229,0x6f8460868dee48476b8eb35e8fdbc35b6f81f48afc5baec7ea991b40c6b06909
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 15:40:22.947199+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0x916423c2b5a73cd1d96fa30e7d246f7575859fa1639aff0e76f34bd8939472fb
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 15:50:17.229271+02:00,BTC,5m,UP,Down,False,-24.999988,48.0769,0.52,0x495839b654c9e7311614ab7d755ada46011fdaf2c4e4c5bc664f2b60b9ce9c49
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 15:50:50.579586+02:00,SOL,5m,UP,Up,True,21.06870003,47.1698,0.5359338390241214,0x12f85c5cd03cdb7e41c4ab8d5d523f13fca4da017e1af7911c9aaa5abdc75991
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 15:50:54.941741+02:00,BTC,5m,UP,Down,False,-24.999988,48.0769,0.52,0x495839b654c9e7311614ab7d755ada46011fdaf2c4e4c5bc664f2b60b9ce9c49
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 15:55:24.102976+02:00,SOL,5m,DOWN,Up,False,-26.4925,50.0,0.52985,0x3ab3275b20095828ab761c0a0fe6c66d8d8381760b38bf568df2c294ef100b01
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 15:55:24.770245+02:00,BTC,5m,DOWN,Up,False,-24.999996,51.0204,0.49,0x9ad19824ad1ee2e8399e05d178fd8896467f86f3027d1ee190a8040ff2d7f2d9
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 15:55:25.957490+02:00,SOL,5m,UP,Up,True,20.82930088,47.1698,0.5410365954487829,0x3ab3275b20095828ab761c0a0fe6c66d8d8381760b38bf568df2c294ef100b01
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 16:01:05.495325+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0x0720156cc2d28fb4cd581ef1724ec5f1d70c29a986a7860697af7f06f6ec3d75
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 16:05:47.565099+02:00,SOL,5m,DOWN,Up,False,-25.3,50.0,0.506,0xfa3f47c8429f3c8caa2910372c5bc14e6f239c1cce8d49079b628eb234f468e1
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 16:10:51.119260+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xae5b8af4c1279e4985aa16a10f1b6ebedb2379f2965952fdf6bd96ce8501645f
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 16:10:55.801142+02:00,SOL,5m,DOWN,Down,True,23.18075156,50.0,0.51891,0xe5b7f743cb2fd8e66dada147dfe2089ca39dcdfbe5f2eeef63b5f4d586d08fa4
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 16:15:47.593080+02:00,ETH,15m,UP,Down,False,-24.999994,47.1698,0.53,0xd04f9a84ed7074e7150718628734c85ab4ee00920c872fa62f0b666785daf9ab
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 16:15:51.316323+02:00,SOL,5m,UP,Down,False,-25.189692,49.0196,0.5138697990191678,0xb3418bb1ab84ea3e9a4ab89daad37076b89966d96e2909382b6836634eea59dc
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 16:15:51.766889+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x02ff6463ca1cfc8a6925cf1631c7a80d882a04a7dad9aa93f389366ca0614652
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 16:15:52.115061+02:00,SOL,5m,DOWN,Down,True,23.026694,50.0,0.522,0xb3418bb1ab84ea3e9a4ab89daad37076b89966d96e2909382b6836634eea59dc
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 16:15:53.782843+02:00,SOL,15m,DOWN,Up,False,-25.270404,51.0204,0.49529999764799965,0x0767542a2c7f003593b315875856e6ee6d6471ce29ac6e0527ae0554ab7939d8
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 16:15:55.476027+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x02ff6463ca1cfc8a6925cf1631c7a80d882a04a7dad9aa93f389366ca0614652
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 16:20:42.035226+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xc24d860af2b92b62d9764d279bdf47d237c06928ce536ea1a9a815e9b0300869
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 16:30:48.772055+02:00,SOL,15m,DOWN,Down,True,20.27955284,46.2962,0.5445999887679767,0x26b72f630e3fa406096667a55dd4141047d1955580a54aa8c33a713d5b3674d6
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 16:30:53.581006+02:00,SOL,5m,UP,Up,True,22.9727251,49.0196,0.5138697990191678,0xdfb9ec812e7d78a5c7cd922c1bb65532a23ac4d900be27c128a36ce64d6bc533
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 16:30:55.119244+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xeb47a8c1343295b7f6f4a2099bc3ad22756d97f6eadb217f8916bcc945a346db
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 16:30:55.788643+02:00,BTC,5m,UP,Down,False,-24.999948,46.2962,0.54,0xeb47a8c1343295b7f6f4a2099bc3ad22756d97f6eadb217f8916bcc945a346db
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 16:35:26.872091+02:00,SOL,5m,UP,Up,True,22.58300571,49.0196,0.5218399986943998,0xed47c93a0163e5e80538ba3b03982eda99f8ca59398a69f336eb160a0aea3335
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 16:35:34.531046+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xf7aed2cd67fed2a8105a53fdf8fcd70dff11bde13c69b32ccafc67894c836e12
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 16:40:46.960397+02:00,SOL,5m,DOWN,Up,False,-25.1495,50.0,0.50299,0x654579e007c34ce2030003752fc1fc48d7082f264b995c8c050ab00b554cab2c
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 16:40:47.962052+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x565d1902fabe09cbeb1104c32d285548f90f71ae2a3803959d9c5d3c32ea1c4a
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 16:45:46.007929+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0xe9d14521516477c59a4be5ff0723ec1f89f334ee904b85186908a4d296db7ce5
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 16:45:47.854468+02:00,SOL,5m,DOWN,Down,True,23.62535,50.0,0.51,0x4deb7b95857f08b1b6914320bb598824d527be12892761917ee34f4943087b78
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 16:45:48.419480+02:00,SOL,5m,DOWN,Down,True,23.97653087,50.0,0.50297,0x4deb7b95857f08b1b6914320bb598824d527be12892761917ee34f4943087b78
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 16:45:50.543399+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x8b202c00362715df259015621d6d9a8396742d274bd4bea83910359780d4a194
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 16:45:51.004627+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x8b202c00362715df259015621d6d9a8396742d274bd4bea83910359780d4a194
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 17:00:48.724368+02:00,SOL,15m,DOWN,Up,False,-25.270404,51.0204,0.49529999764799965,0x1b713f60a9e8fc1442ed1e7b2956f1280769be8c831c444d70f2d8d729aaf95c
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 17:05:37.616245+02:00,SOL,5m,DOWN,Up,False,-26.1219,50.0,0.522438,0x4f10fd02cc5990e093b267c0ef756641447522c2ff00db7ac14ee995550bbfa8
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 17:15:45.638616+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x3b94b42a1cc10217e879cc99f9eb8ac9be6341f072f98e237b43c3495985cb84
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 17:15:46.873865+02:00,SOL,5m,UP,Up,True,22.9727251,49.0196,0.5138697990191678,0x23de0dd9f0c368847f66e6a3e8027b9719e30d0485b3d2f1dfdbd256c814bb00
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 17:20:30.892977+02:00,SOL,5m,DOWN,Up,False,-25.852388,49.0196,0.527388799582208,0x692c86e1e21e42246eab52b2704d542964657354e41e793fae159b13ba6d0065
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 17:20:33.330273+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xe233672185e307fe96aecdb0ed2a3040c0b78cd426dd947899d1c571b43e06e0
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 17:31:06.322193+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x4f28eef0e968f315f610280e4e90324977088eb326607ee70482d1fccd2936e1
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 17:35:20.193813+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xc853324ecbbb33014da8036e85f7771533a133050538566648981e19b9343d71
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 17:35:22.022577+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xc853324ecbbb33014da8036e85f7771533a133050538566648981e19b9343d71
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 17:40:33.574266+02:00,SOL,5m,DOWN,Up,False,-26.3072,50.0,0.526144,0x4c9e51749aea9cbaf7e8552b8be718adac4d6c7cc3267a3186e4aad175632b91
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 17:40:35.225758+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xe33d871b63a7830bec8a19a72ab454daaf17271ddef0b684246bc1074f0703bf
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 17:55:18.757988+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xe5b313de5b1ad896085473765b30e1acd4110d280d544883fc241ef85e73cd32
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 17:56:11.993005+02:00,SOL,5m,UP,Down,False,-24.999996,49.0196,0.51,0x6e28e990756844257d728281f8f3d66e6e1f141951d55ba0989ef60466521f60
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 18:00:35.681918+02:00,SOL,15m,DOWN,Up,False,-25.34339,47.1698,0.5372799969471993,0x1a4bbf4dde28dafc1189f725ba3af5369fc39b0821780ea25243fc5bd060065c
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 18:00:37.224405+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x36d348af8b2d3ddb9fd3097e04d8aa55162e443c30492e9bc89ee35385683518
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 18:00:39.900756+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x36d348af8b2d3ddb9fd3097e04d8aa55162e443c30492e9bc89ee35385683518
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 18:06:07.953366+02:00,BTC,5m,UP,Down,False,-24.999988,48.0769,0.52,0xd97ec69c85ec1c26bdec3a25b69adb904760582eb591afcb05109cbf48a0e28b
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 18:15:22.252991+02:00,SOL,5m,UP,Down,False,-25.680388,49.0196,0.5238799990207998,0x751de32cc5eb1c0dd4fb1a698696819caaca60566d98cac2b519fd8bf177e33b
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 18:15:27.201895+02:00,ETH,15m,UP,Down,False,-25.330388,49.0196,0.5167399978783996,0x34049289dd4ddc70d329de4bf5aa20da4faf9952f50afef53608e050d7108a16
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 18:30:28.495429+02:00,SOL,5m,UP,Down,False,-25.580388,49.0196,0.5218399986943998,0x8358affaf9f39205f3a5a784f1f9141fabe19e3e5805710a2b67c676b6306e83
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 18:30:29.498636+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x1fa1d95e538d37e60bd838059535e2802a09bf01da63a56b12688eaed55b70f2
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 18:45:31.142993+02:00,BTC,5m,UP,Up,True,21.3473062,47.1698,0.53,0xa0669179cb0674be9f5660f304f68f8c209bb35cdd7bc31c4181fc27e9582bc7
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 18:45:31.398807+02:00,SOL,5m,UP,Up,True,22.04922216,48.0769,0.5239159970796786,0xcbd7643a8727735306f3ca2163353e3bc4e495ad8b535b4ad0804d45353535c8
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 19:00:36.728333+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x5acb41e66068ae5f5af108b784bb92c720abb34a2ea4538cc99f776d0c5e41b8
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 19:15:31.174751+02:00,ETH,15m,DOWN,Down,True,24.125,50.0,0.5,0x91353cae2f59975f89200c6ae57c800d5f4d0ea4a36d0a2cea2ce2cc8196e961
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 19:21:05.966706+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xf21250112ef282393f5e58c89b2acdb4f32c20144ec6599c3d04ee1069409830
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 19:21:06.505904+02:00,SOL,5m,UP,Up,True,20.68566204,47.1698,0.5440999961839991,0xe54c7e318111b0fe8e53194e740d7050f137d8f5b331b51154ec0619d58c45c3
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 19:25:36.278857+02:00,SOL,5m,UP,Up,True,21.15119517,47.1698,0.5341763162023159,0x10e53f420e37c1473f8bcaab3443559686d65c75c013013d3880872b5ffa576e
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 19:25:36.622258+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xca0ee8b6639555e222e9c9fe57112c175901217be8850ea59abaa311e31ab826
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 19:25:38.797034+02:00,SOL,5m,UP,Up,True,20.89373483,47.1698,0.5396628351190804,0x10e53f420e37c1473f8bcaab3443559686d65c75c013013d3880872b5ffa576e
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 19:35:15.079449+02:00,SOL,5m,DOWN,Down,True,23.925056,50.0,0.504,0xe784695f2914ca413736c122f8e81d56a7e342f19d3e68142fa41a154c92d2f0
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 19:45:45.490718+02:00,ETH,15m,UP,Down,False,-25.430757,48.0769,0.5289599995007997,0xc493a3fa86b815e655d30c8e5e19499ebb95c3b479c9cdb64d1f2c0b7acd0181
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 19:45:47.839619+02:00,SOL,15m,UP,Down,False,-26.088834,46.2962,0.563519986521572,0x081d420508d8c60834e683ab55e55b53252c5f27cd872d922ef7411c684bb7ae
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 19:50:43.745705+02:00,SOL,5m,UP,Up,True,22.15737602,48.0769,0.5216591959964141,0xc76c3c5a5cef02a1f683be158dd2dd50b4e3cc43e02e277eb83b5c79592fa242
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 19:50:44.010857+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xe9bef2b88aa7124197f4864a7a8e89d8428e0f5f96b5f50987822d0d90bcfa06
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 19:55:37.956152+02:00,SOL,5m,UP,Down,False,-25.919788,49.0196,0.5287637598022016,0x056fa0ff6883bfb14e4a2369eefe7c3562bc08675ab6401639797103a097d0af
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 20:15:33.284790+02:00,ETH,15m,UP,Down,False,-25.430757,48.0769,0.5289599995007997,0x7932004bc26a733af3a2145143248b99d73854fa41f221c057c7f326f912b1c6
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 20:20:47.311549+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xec9cf8a582d6951376a5d11c73f02a54b49b5eda094f6bcebdef04ee4ee64621
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 20:26:14.413513+02:00,SOL,5m,DOWN,Up,False,-25.2092,51.0204,0.49410039905606384,0x993ccc5d99e13d1591ccfc52f22df3a70bd590afeef8695f693d3a0f2057ff91
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 20:31:00.820666+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0x6e72a8fa7d21345c4768d32d1e17cb0d5782d124f1927936eeca13f8d9b8c43a
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-27 20:45:44.252279+02:00,SOL,15m,DOWN,Up,False,-25.2602,51.0204,0.4950999992159999,0x5fe1f891aaf15307fa6fdad30ad01a8c653ac382c6d72e72a6073d6a05a96eeb
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 21:05:27.707548+02:00,SOL,5m,DOWN,Up,False,-25.399557,48.0769,0.5283110391892988,0xa702981e9ff01c57c3e8c008bca97ba1246b518bf07e450c4a4d99552a1efa4a
shadow_poly_updown_eth_15m_fade_sniper,2026-05-27 22:15:24.516540+02:00,ETH,15m,UP,Up,True,22.87243467,49.0196,0.5159199993471999,0xc6642c86cffdafb752ac86b0e49ab5ef3e2c07f6bf6f1b0c25dc94dd1c146d45
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 23:40:42.987788+02:00,SOL,5m,UP,Down,False,-25.435388,47.1698,0.5392303550152852,0xd455a0e38f1fb86200c894549cfaf5b2e0b4b4aa96872c3b47f6a1bc998c56a9
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 23:45:23.546898+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xf7caa7bf49cd387c74ca26d09f26f317570733d98c961ca8391be3338007d74d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 23:45:28.554353+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xf7caa7bf49cd387c74ca26d09f26f317570733d98c961ca8391be3338007d74d
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 23:45:32.051240+02:00,SOL,5m,UP,Down,False,-25.662188,47.1698,0.5440385161692439,0xf5f40b43dca388ec0125f5f743e8a17cdd2c0515d1c23aacc5ab1111e3e0de83
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 23:50:25.183536+02:00,BTC,5m,UP,Down,False,-25.125592,47.1698,0.5326626782390428,0x3eda29505972dce9b3728dae05ef3503eba9901887a0fa078b738249e35ab064
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 23:50:35.096433+02:00,SOL,5m,UP,Down,False,-25.53279,47.1698,0.5412952779108667,0x48c20b9e024224be13d7bc27f2a8484ba45077b0300051b51f66822bb4cdd6bd
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-27 23:55:25.895319+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x812193be86ba8eb131bf169afa2bf908d5ef115fccb39659ca80d532b4bbaf05
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-27 23:55:26.726678+02:00,SOL,5m,UP,Down,False,-25.706888,47.1698,0.5449861563966776,0xa8f56aaf550347f150367615f1f68cf9349c802aa53ba00f5793215df948f29d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-27 23:55:27.434472+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x812193be86ba8eb131bf169afa2bf908d5ef115fccb39659ca80d532b4bbaf05
shadow_poly_updown_sol_5m_fade_sniper,2026-05-27 23:55:31.775501+02:00,SOL,5m,UP,Down,False,-25.556888,47.1698,0.5418061556334773,0xa8f56aaf550347f150367615f1f68cf9349c802aa53ba00f5793215df948f29d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 00:00:22.653855+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xd7763a5a60cd6110e4b7e87d0cae1b64bc50a79fe5692e69bb527689f6a493f6
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 00:00:34.751299+02:00,ETH,15m,UP,Down,False,-25.380388,49.0196,0.5177599980415997,0xe02bb0ac24505c57f7ad4a8cc56a4ede7f01aaffa893195aa32bb137dfe7ff59
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 00:01:11.923946+02:00,SOL,5m,UP,Up,True,22.43349648,49.0196,0.5248999991839999,0x718c7e45201adea7a957e1073b71384dca41ba12b2216ebd34fd853c54f89aeb
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 00:05:45.732070+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x370bde229d3b29cd13526bbd7ef3821eeaeaf1f5941a72548d1f64d6094c1747
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 00:05:47.298668+02:00,SOL,5m,UP,Up,True,21.3473062,47.1698,0.53,0x75efe80472e61520a3fcda8d708179128bcd360e02d93f42cf4750dae7f5d9d0
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 00:10:43.270036+02:00,SOL,5m,DOWN,Down,True,23.325896,50.0,0.516,0xab649aa0750993eabdf7d4b2a37d7d132a5eafdc12d1e7c96aa8ac299a1abd2d
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 00:15:29.399634+02:00,SOL,15m,UP,Up,True,19.6085401,46.2962,0.5591999775359533,0xe8282058f1afee979936a8376907a01f4e84698de71b2f905aaa54f32757d06a
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 00:15:29.800944+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0xd45d67a0fc3c167afc7bce88b19a3c0a0cffc273a09d771c42683d6d7e438cab
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 00:15:30.638619+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x1ccf5b0bcff7cb9d7e60c9009d4494f9d5ae530c146024144d75949cc91a5b7d
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 00:15:32.699134+02:00,SOL,5m,DOWN,Down,True,24.0750035,50.0,0.501,0xd2de79613de670e7145646d3778251b16d3858e7f661870471c54c2f19fb476c
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 00:15:41.883399+02:00,SOL,5m,DOWN,Down,True,24.0750035,50.0,0.501,0xd2de79613de670e7145646d3778251b16d3858e7f661870471c54c2f19fb476c
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 00:20:23.454402+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x47990ac723c2bd53565b80f66274e449a344789188193d1b149f4d54747ee6a6
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 00:20:24.450605+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x47990ac723c2bd53565b80f66274e449a344789188193d1b149f4d54747ee6a6
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 00:26:07.528843+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x19ae3463ca378890c636afda6a007ddb4a57dd96016742482be796fcb7355358
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 00:40:15.146631+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x628e07d395bd6347a6b7180a2f16c1e14059ef21fbf5caceb7eee1e3c0de46f1
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 00:40:15.662931+02:00,SOL,5m,UP,Up,True,22.58300571,49.0196,0.5218399986943998,0xc88f04172d85cf08cb06ed33e5ea061addfe669a7dbb8838e795540f9fbe52ca
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 00:45:44.203271+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0xaa05fd101fba7a7830f1ecc27fcf18f30258b155d27bccf364ea9daf7cfc6e1c
