sleeve,at,symbol,tf,signal,outcome,won,pnl_usd,entry_qty,entry_price,cid
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 01:00:32.372197+02:00,SOL,15m,UP,Down,False,-25.8966,50.0,0.517932,0x2bad7d0d2710fbd5a9e111067653f0850c9b13d5598817aa58fef742d48d1aad
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 01:00:33.722508+02:00,ETH,15m,DOWN,Down,True,24.125,50.0,0.5,0x89f3c25b49cfe8d72011509cf4ef2d6f5bc3b43e0a9b33e2d2c63207c104d84c
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 01:05:43.755319+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xbfdc61e99dfe12958c646b048bb9bb735b0f965328713afc7bf4fb2b115dc77a
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 01:05:45.101846+02:00,SOL,5m,UP,Up,True,22.87868225,50.0,0.52497,0x350db274a2d26b353c86a632aeed8c22a49924969bd78121484ebca520b7634d
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 01:25:39.082168+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x6ff59079432dd0f407bd129dc54a037224024cc0bb803b51061c64d6bcae92d7
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 01:30:50.656024+02:00,ETH,15m,UP,Down,False,-24.999994,47.1698,0.53,0xbe4bb8ad0c2269743361760f94e527db6228ca1f9cde4265811b9a56c4cd32b1
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 01:35:26.858506+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xbeccf16c037ac2ffbba7facf77a3eb55beaa5d49962a90c197a2a2960bd13985
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 01:35:27.760624+02:00,SOL,5m,UP,Up,True,22.43349648,49.0196,0.5248999991839999,0xa71a848ad9f1b57aa1313f5e19662a46c005cde466062acf507a5069bc035414
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 01:55:20.347305+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x9abde66e949a7c4e7792f352ba92e53babd2a790b48599fceb37a559bfa54ec2
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 02:00:46.050780+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0xd759e2852e51c4582f7486c3acbc75cd1ec8b31963d0c92c4f8710a23832a292
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 02:00:46.661847+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xc78fb3b8408db33aee85ba74417c871b171d41fd87eee24c0605df08689c648b
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 02:20:37.771192+02:00,SOL,5m,UP,Up,True,22.6328564,49.0196,0.5208199985311998,0x9396a6cd8b834264888302994b8c10fabc0599e6697c6ceb712028447b43774b
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 02:35:21.744550+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x064bbfed6767ab29c627b4c5b9753199bc91fffe154bd3ad14a5c9750dc01c57
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 02:35:22.270871+02:00,SOL,5m,UP,Up,True,22.43349648,49.0196,0.5248999991839999,0xa3d3c3c9ff06938f98d365111069bc3a42322fecc7a09747f093725333692432
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 02:45:27.574189+02:00,ETH,15m,UP,Up,True,22.28405151,49.0196,0.5279599996736,0x3e9717cbf33c2e7ddf57e519957e902b4985dd8af8b14f02a2986b81c798693b
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 03:15:32.945972+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x3465e77b879ed319ff0051b03d866fabda400ede98c3e166dedb7ac4285da68f
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 03:30:43.485329+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x5e5065e0f560e330acdff63e5ffb8d8d2890298fef974d3f9372661fd981e889
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 03:30:46.748177+02:00,SOL,5m,UP,Down,False,-25.287292,47.1698,0.5360907190617725,0x2901c21c228d0f86bd4fd4f074a098dfe38f4f0b1402f332e9448aef263b2720
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 03:35:59.378038+02:00,SOL,5m,UP,Up,True,21.12502004,47.1698,0.5347339187361405,0xa05dde8fe7537a4063acbe07ab136ec217a275025bb49304b63f3d786644b1f4
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 03:36:08.796086+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xc959193b415461ec387a770e5a70dec3b414a1eccd4ab6f1dfeb82c56108f7bf
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 03:40:51.751199+02:00,SOL,5m,UP,Up,True,22.43349648,49.0196,0.5248999991839999,0xf1395a410dca03a50ef898beb2d7289778ee9e2f7730dfb9e946b938e6bbde91
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 03:41:08.852740+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xe903dbefbc5701b1f9245923f508500d6b2afa7679d179db6e1773b436ad481a
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 03:51:02.359643+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xd761245c2d25b345c65562a55cda1c8de6b9da3949432001fd9e12d2d1282005
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 03:55:26.086996+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xa41ced7b1b0dc8a4f1b7d49d88ed00217fb914041aa7a2798f4e265a1b23823c
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 03:55:27.580658+02:00,SOL,5m,DOWN,Down,True,24.86742875,51.0204,0.4950999992159999,0x231c68a1be798b0244a18effbabe0e06b00d94d41057dcb4fb3c419333398890
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 04:00:53.547409+02:00,ETH,15m,UP,Up,True,22.28405151,49.0196,0.5279599996736,0xac50f715b0a0305094dea061812bee81167bcb7679937b75b813619f83f8b1fc
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 04:15:24.734965+02:00,SOL,15m,DOWN,Up,False,-25.25,50.0,0.505,0x7d315695e7c077e9ed772f8a24a77a37e05af1f604a4b2858b2ba0e1dfc909dd
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 04:30:23.805752+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xb6e03742e26c25c1c68f1ee4b4e3c80dfe5cbd1ad06c3ee88d45830509bf304c
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 04:30:25.280192+02:00,SOL,5m,UP,Up,True,22.73357658,49.0196,0.5187595982015357,0xdc28f04e49bf8c81f200fe5ed91043fe3e9581d18075a452bbf3e3ad06244b51
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 04:50:21.026212+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0xe6f3296d1ee714dabf7985e6fee4906411673a5e653eded3e204df1d1da8b439
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 05:30:46.527832+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0x15fc855dbe4e79cca4e2fa385b5528275f5e76fcc8afefcc13400e20ebe63aa8
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 05:30:49.601658+02:00,SOL,5m,UP,Down,False,-25.50339,47.1698,0.5406719977612795,0x68d29695f513bb5e123ea9e882f6564df0614ccb32784a124b96491aa2401ecb
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 05:35:47.482182+02:00,SOL,5m,DOWN,Down,True,24.66734643,51.0204,0.4990199998432,0x643ab25e4ec5a5a92420a45d5028575773df06c170d9e344173e60214785c224
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 05:35:52.498665+02:00,BTC,5m,DOWN,Down,True,25.12790414,51.0204,0.49,0xf7d66ad91e0591e31d4c64ca1c8743ecf586755f8275389be561f692739f50be
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 05:41:17.192415+02:00,SOL,5m,UP,Down,False,-25.367757,48.0769,0.5276495988718075,0x10394dfbb07fda8ffba12fcb55d210b56dda386c6624f27a23e70de36fe94712
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 05:41:18.791278+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0xbca6e467157edcca0dbdfcbc8cf88223128606983280321cc2eeb3cb876dfa2e
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 05:41:23.330096+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0xbca6e467157edcca0dbdfcbc8cf88223128606983280321cc2eeb3cb876dfa2e
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 05:41:26.165437+02:00,SOL,5m,UP,Down,False,-24.999994,47.1698,0.53,0x10394dfbb07fda8ffba12fcb55d210b56dda386c6624f27a23e70de36fe94712
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 05:45:33.419731+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0x724d1f5d1e9d41430a8545f56eb72e626c8ba20c717eb5c082f3a04621bb3926
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 05:45:37.218446+02:00,SOL,5m,UP,Down,False,-25.220192,47.1698,0.5346681987203676,0x13154d94d28bbf38948b9c464720080b165c9e80d8a3881e1084d05bc8b4bf20
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 05:45:37.684028+02:00,ETH,15m,UP,Down,False,-25.880388,49.0196,0.5279599996736,0xd3c24e04246764a901756ae8b9d6ed1cc892698ff208261f475212f3ee9bec43
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 05:50:22.783334+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0xdbad6eb6af223bf6d444a240429a969cd9158428526887d29593e5265ab98682
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 05:55:28.970502+02:00,BTC,5m,DOWN,Down,True,25.12790414,51.0204,0.49,0x3c3ca2c780eb6672732e67fc4622b22c3c7bda5decad66eb9e054a207caf98bd
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 06:00:27.187950+02:00,ETH,15m,UP,Down,False,-24.999994,47.1698,0.53,0xf6097e50f11e1d803c06ce66aa1cafe63da44b98413bdfcc94b58109b69b7a01
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 06:00:42.072411+02:00,SOL,15m,UP,Down,False,-25.29339,47.1698,0.5362199966927992,0xeec49d3072d5f7a5c3dc48f41d663ce658f2185322289f9830c4c5cf52e4f9ac
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 06:05:28.450139+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x3f82981ae888e27772e927e83053eea7ed3417f431c36d31d7ac5ff8a9fb9d36
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 06:05:31.174235+02:00,SOL,5m,UP,Down,False,-25.48859,47.1698,0.540358237685977,0xe8e25e19bf7383cdb317bf5212d6db3efbcbc81ce489462d218f30da7dc6c8cf
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 06:05:39.984844+02:00,BTC,5m,UP,Down,False,-25.067992,47.1698,0.5314415579459739,0x3f82981ae888e27772e927e83053eea7ed3417f431c36d31d7ac5ff8a9fb9d36
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 06:05:45.535248+02:00,SOL,5m,UP,Down,False,-25.43859,47.1698,0.539298237431577,0xe8e25e19bf7383cdb317bf5212d6db3efbcbc81ce489462d218f30da7dc6c8cf
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 06:15:59.806216+02:00,SOL,5m,DOWN,Down,True,25.53140837,52.0833,0.49230079507250885,0xc29c084ec373f4cc4f6ca4d2ee1456be6a74a744cac08bfd1576d0599af37a1a
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 06:16:16.794164+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x89af71ab772e32b2507f2cd74dd9dcd309a771ea79a76e51277c877646f55f7c
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 06:20:46.304330+02:00,SOL,5m,DOWN,Down,True,24.86742875,51.0204,0.4950999992159999,0xfaf17706540eaa6bc4fa65e128233172bb05b2c9f1aefe9dab3914107bab4aea
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 09:01:07.501412+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x56c54dc53f6ba014b14278a0bf62762630213ea614a52966b69cab53bd3566ed
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 09:01:08.270568+02:00,ETH,15m,UP,Up,True,21.3473062,47.1698,0.53,0x6fb70da7c70f851e874875213f73d0c3cf06dbd54644045e81e5416c7e1df0f9
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 09:01:08.734704+02:00,SOL,5m,UP,Down,False,-24.999994,47.1698,0.53,0xf575fa3cd97e0954c8746d3fc573ceb13dac89dfb7736824e2417450828c2b9e
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 09:01:09.316344+02:00,SOL,5m,UP,Up,True,21.3473062,47.1698,0.53,0x5123aef5cef8438cf8a99848a346663b44339611cee3869a77f7153df62ff8e0
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 09:45:23.505080+02:00,BTC,5m,DOWN,Up,False,-24.999988,48.0769,0.52,0x66b77da8efce739bc0cc1fb4acf5e36bc4d4ad47597ef970b48f1e4718036fc5
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 09:45:24.667453+02:00,BTC,5m,DOWN,Up,False,-24.999988,48.0769,0.52,0x66b77da8efce739bc0cc1fb4acf5e36bc4d4ad47597ef970b48f1e4718036fc5
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 10:15:31.574677+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x465a1af7c9610b135b8df5ea7fb4e9b197b09b23460f00fef2232f8937440729
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 10:35:21.330043+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x8331081f5fc5b82b9c960ddf48be76267df6a25f7b5558e0875c47a240658968
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 10:35:21.675549+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x8331081f5fc5b82b9c960ddf48be76267df6a25f7b5558e0875c47a240658968
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 12:15:32.253047+02:00,ETH,15m,DOWN,Up,False,-26.25,50.0,0.525,0xf60f9a0df248a176c0a22067a77e76c6b5d02fd87e12ff75802f8dcb01523760
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 12:30:46.503424+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xa92b3c1016ee77ec6f80b02bb7bd2d67737402965993aaab05d7ad66c19780d9
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 13:00:49.258499+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x867890faa438412d99462deae3d68d4da36770f22e59be57cf6302476e6fd410
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 13:00:51.208437+02:00,SOL,5m,UP,Down,False,-25.179757,48.0769,0.5237391969948145,0xd7044d8c83252a1018df55546448684c74e7b91eefc9bd0177ad959d9c2b7389
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 14:40:41.739819+02:00,SOL,5m,DOWN,Up,False,-25.4628,50.0,0.509256,0xcc57c16cc925ca8da4d276542df42afe561e3228d9a453a1abd9679866206a94
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 14:40:42.588685+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x28437df6ba5e7b6ae192a8b9931be1be9b7a28931741f44837a6de60a10485b4
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 14:40:43.629814+02:00,BTC,5m,DOWN,Up,False,-25.0,50.0,0.5,0x28437df6ba5e7b6ae192a8b9931be1be9b7a28931741f44837a6de60a10485b4
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 14:50:45.492903+02:00,BTC,5m,DOWN,Up,False,-24.999988,48.0769,0.52,0xb3bc6641e538eab0bdef4878d1fafcc58296e898b728bd1f2befd6d364825592
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 15:00:46.539696+02:00,SOL,15m,DOWN,Up,False,-26.438,50.0,0.52876,0x98da00dd0e079c66390ba9306c350d9519e9fa3b10ce7ead757b4104f7e2db59
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 15:00:47.263841+02:00,ETH,15m,DOWN,Up,False,-24.999996,51.0204,0.49,0x67471d501458fd8922f0f43967142f3d20a98a90c9dcb3f3de4681b94901153e
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 15:11:17.470922+02:00,SOL,5m,DOWN,Down,True,21.77724475,48.0769,0.5295943998053119,0xef4a9efe176a8ec439e2564e6a5cf942486bf93e9197deb1130ee496bfb68847
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 15:20:45.166150+02:00,SOL,5m,UP,Up,True,23.03191896,49.0196,0.5126599972255995,0x83a1e1d918da0179a3e3dbb6bcb4f3d784a7e3e1fb94f22e60a93425dd9fa874
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 15:20:45.837872+02:00,BTC,5m,UP,Down,False,-24.999988,48.0769,0.52,0x07e3d190f524a45fdaf050cffbcc03b58bc6091f1f1091deb7747d8a3167c8fe
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 15:25:38.272293+02:00,BTC,5m,UP,Down,False,-25.412857,48.0769,0.5285876793220861,0x827bc6fdda0d0044982beb79607ea39c6cc83f6678dcea17b764229f02a21fa0
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 15:30:30.171013+02:00,SOL,15m,DOWN,Up,False,-26.092295,48.0769,0.5427199965055983,0x9c13d8e6d0df9a376411c78f6ea309a039fdedf0ebea3d4e7d5a8fecda02121a
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 15:35:58.508619+02:00,BTC,5m,UP,Down,False,-24.999975,45.4545,0.55,0xa9bde505fe56756a7be9d99b6e8c7a1cd0ab880814101ac046109c6ac4761cd8
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 15:46:21.014163+02:00,BTC,5m,UP,Down,False,-24.999994,47.1698,0.53,0x9dd09205e9bf3a731af06f567027dda0ca29e993404c76bf229562df5b5082bb
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 15:46:25.148018+02:00,SOL,5m,UP,Down,False,-25.680388,49.0196,0.5238799990207998,0x1f38c7ab912d3d6139f18bc52a4aeeefb27b538ea57578dac90cb9c28c888d77
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 15:55:17.781216+02:00,BTC,5m,UP,Up,True,21.3473062,47.1698,0.53,0x278aa9f472f370bb021140440bd92c4d4887d6c18603746a8b050940be7c6e36
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 15:55:18.078277+02:00,SOL,5m,UP,Up,True,21.77465553,48.0769,0.5296484798312703,0xfbc7cd02e7f635947235bd2af9a70dd58e1c5923430aad795b82f11a953d694a
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:00:23.601145+02:00,SOL,5m,DOWN,Down,True,23.8750875,50.0,0.505,0xdf6cba30b70e3fe8b82a766d85ec407c963f3ffa8703aeed46cf5b5168ffdaa6
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:00:58.353340+02:00,BTC,5m,DOWN,Up,False,-24.999996,51.0204,0.49,0x3da6cbe0c13d0174ae6c29e1c0bc0873cedc2b561fdf1a89918e7a1d2c8fd2c2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 16:00:59.988271+02:00,BTC,5m,DOWN,Up,False,-24.999984,52.0833,0.48,0x3da6cbe0c13d0174ae6c29e1c0bc0873cedc2b561fdf1a89918e7a1d2c8fd2c2
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:05:27.801319+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x97714ee1c7573d80b3cac9c891abc9cafb6efb93a5c0cb9d8fe5a67bc4716ed8
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:15:29.458439+02:00,SOL,5m,UP,Up,True,21.7976913,48.0769,0.5291673548003303,0x300e016ce9ec86314a950bc997b1814f1d0ffa7edca5154ebe2f1f8465b98bc4
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 16:15:34.303426+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xe24b0167376a8de045614e00654745464f724edf360cea0bcdbc8ac19d220b16
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 16:15:35.084546+02:00,SOL,5m,UP,Up,True,22.33385936,49.0196,0.5269399995103999,0x300e016ce9ec86314a950bc997b1814f1d0ffa7edca5154ebe2f1f8465b98bc4
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:15:38.498465+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xe24b0167376a8de045614e00654745464f724edf360cea0bcdbc8ac19d220b16
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 16:15:39.467719+02:00,ETH,15m,UP,Up,True,21.80761973,48.0769,0.5289599995007997,0xe9de6e8f0b021b0a852aef998768d1cafc3c49efe2aafa5a6c748f0a416a727e
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:20:53.914597+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0x7a2c381e340ec43e766faaa290a9816845398cb1ee57319819b65a1c0218bacf
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:21:00.558750+02:00,SOL,5m,UP,Up,True,22.49588386,49.0196,0.5236229589796735,0x7c13f8565b980a37892ecc77f2519fe923fcc5d971f724110209a3211cc10f93
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 16:25:54.219323+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x5555f3222df686f85e786e162f2be97cac685857d5ddd07777317fb790fca2a3
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:25:56.853807+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x5555f3222df686f85e786e162f2be97cac685857d5ddd07777317fb790fca2a3
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 16:25:58.878305+02:00,SOL,5m,DOWN,Down,True,23.725224,50.0,0.508,0x0da5a5373780fa7a5d8a39c87a8268d461925fec2d8c73d752a8fde09f080450
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:26:06.248851+02:00,SOL,5m,DOWN,Down,True,23.52750065,50.0,0.51196,0x0da5a5373780fa7a5d8a39c87a8268d461925fec2d8c73d752a8fde09f080450
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 16:30:52.548677+02:00,SOL,5m,DOWN,Up,False,-26.4448,50.0,0.528896,0xaa5f00099c408bfaf07226f3ea6c205ed2375cdbd35a55605bf24ee24ac376b6
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 16:30:58.419877+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xc20d2f259d2a47a02b311519424e877e4e90886a05f94a382a02f7cc3d086eb1
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:31:03.222340+02:00,BTC,5m,UP,Down,False,-24.999996,51.0204,0.49,0xc20d2f259d2a47a02b311519424e877e4e90886a05f94a382a02f7cc3d086eb1
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:35:23.636942+02:00,SOL,5m,DOWN,Down,True,23.226134,50.0,0.518,0xc6ed332e0be8783aae8d1b4a32d41085769312c3a0d936b1f388b0eea964e0a2
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:35:24.814410+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x356f6d8a164d3b3116751b309b5336355c5da7c6ed513620f41f7900ec610d68
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 16:35:25.280449+02:00,SOL,5m,UP,Down,False,-25.680388,49.0196,0.5238799990207998,0xc6ed332e0be8783aae8d1b4a32d41085769312c3a0d936b1f388b0eea964e0a2
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 16:35:25.940891+02:00,BTC,5m,UP,Down,False,-24.999996,49.0196,0.51,0x356f6d8a164d3b3116751b309b5336355c5da7c6ed513620f41f7900ec610d68
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:40:29.210027+02:00,SOL,5m,DOWN,Down,True,23.226134,50.0,0.518,0xf64dfde82ec85ade1a62a93a6b89ffe4456a0832036f8797987cee83e33aca30
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:40:29.671639+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x7c40791a9e03a1fddb827d2ff2381f52a92e64880b58bba77e38dd1a45db7d1b
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 16:46:41.595494+02:00,SOL,15m,DOWN,Down,True,21.67740582,48.0769,0.531679996006398,0x0004bf884331415a05c32cd96f014e33875fa142faf3b2dad0e76553f387ae33
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 16:46:44.573749+02:00,ETH,15m,DOWN,Down,True,22.9768515,50.0,0.523,0x2990f6755e839c0258d70b0fcf146d22db9c3529258b20b27087509dad23a886
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 16:51:05.490548+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xef3ad6d4613c06a8252afc6d10e4598d30e8ca3b7f917fd4766484e17530bd47
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 16:51:06.321909+02:00,SOL,5m,DOWN,Down,True,23.10645656,50.0,0.5204,0x7fe27e9a601e2711f30460b2daf5a31b0fcbe13f7db68b2e38e39f6335ce98c4
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-28 17:00:30.555254+02:00,SOL,15m,DOWN,Up,False,-25.180757,48.0769,0.5237599970047986,0xb436e44b38298bfc19835c5b0e59d468494aec4bc2d472fc170fbc0ca10284b7
shadow_poly_updown_sol_5m_fade_sniper,2026-05-28 17:05:46.322170+02:00,SOL,5m,DOWN,Down,True,23.72622288,50.0,0.50798,0xc1fbd84524e5cb54421c68fa822a825554816d5887d44aee39bf9bf6bcc0908e
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 17:06:23.254396+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0x02928cd8b760db75b07a0d5953275ca5f5b9bab972656c20600a89a149bde90d
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-28 17:15:23.208911+02:00,BTC,5m,DOWN,Down,True,24.125,50.0,0.5,0xddb8a894f0278d4c63f4b1e537c6795287cf5ab9aa896da4d759a1000b7493d1
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-28 17:15:24.469098+02:00,SOL,5m,DOWN,Down,True,23.32689376,50.0,0.51598,0xc9de934cb383e98e42a972f1b194004c360f2725a067811511252739f1939615
shadow_poly_updown_eth_15m_fade_sniper,2026-05-28 17:15:26.784463+02:00,ETH,15m,UP,Down,False,-25.430757,48.0769,0.5289599995007997,0x7bc116c58735ea77bfa0630f7adfc1ac6e887880cdf070a41d52f2288b738d0f
shadow_poly_updown_btc_5m_fade_sniper,2026-05-28 17:25:31.908499+02:00,BTC,5m,UP,Up,True,23.16210414,49.0196,0.51,0xe6fdf23c6d11a2bb09197a1411066aa5e98d21d838020cd10cf23564c1b634ce
